[[0, -0.1872084, -0.1410666, 3.14913, 1], [1, -0.1875802, 0.1102066, 3.135289, 1], [2, -0.1884362, 0.3564359, 3.109428, 1], [3, -0.1839818, 0.4875027, 3.098938, 1], [4, -0.325412, 0.243696, 3.065892, 1], [5, -0.3845101, -0.00117063, 3.053708, 1], [6, -0.4208823, -0.1952196, 2.97194, 1], [7, -0.4398844, -0.2401705, 2.959737, 1], [8, -0.03107317, 0.2523261, 3.119929, 1], [9, 0.01516883, 0.03763667, 3.09975, 1], [10, -8.397979e-05, -0.1180735, 2.965028, 1], [11, -0.02767275, -0.1455209, 2.946089, 1], [12, -0.2555737, -0.1388506, 3.107706, 1], [13, -0.2688282, -0.2674477, 2.807046, 1], [14, -0.2541142, -0.6014735, 2.815791, 1], [15, -0.2490137, -0.6642152, 2.736314, 1], [16, -0.1148186, -0.1401426, 3.121269, 1], [17, 0.0199254, -0.2450591, 2.858569, 1], [18, 0.01434411, -0.5999623, 2.851558, 1], [19, 0.02296027, -0.6606848, 2.778079, 1], [20, -0.1883265, 0.295629, 3.118006, 1], [21, -0.4398741, -0.2939151, 2.917989, 1], [22, -0.4589772, -0.201007, 2.919727, 1], [23, -0.05167295, -0.1994848, 2.902301, 1], [24, -0.06785247, -0.1531132, 2.950333, 1]]
[[0, -0.1874687, -0.1410959, 3.149098, 1], [1, -0.1877014, 0.1101955, 3.135298, 1], [2, -0.1884392, 0.3564256, 3.109453, 1], [3, -0.1837456, 0.4880412, 3.09854, 1], [4, -0.3255535, 0.2436131, 3.065773, 1], [5, -0.3855206, -0.003146038, 3.054884, 1], [6, -0.4212752, -0.1961452, 2.975511, 1], [7, -0.4383307, -0.2422896, 2.96626, 1], [8, -0.03119901, 0.2523421, 3.119879, 1], [9, 0.01504562, 0.0378102, 3.099934, 1], [10, -0.0001760928, -0.1177585, 2.965033, 1], [11, -0.02788527, -0.1483575, 2.943284, 1], [12, -0.255859, -0.1388427, 3.107701, 1], [13, -0.2689466, -0.26721, 2.807337, 1], [14, -0.253963, -0.6015263, 2.815948, 1], [15, -0.2489985, -0.6641252, 2.736314, 1], [16, -0.115046, -0.1402084, 3.121213, 1], [17, 0.0199323, -0.2449788, 2.858603, 1], [18, 0.01465695, -0.5996006, 2.851994, 1], [19, 0.02285943, -0.6601707, 2.778746, 1], [20, -0.1883453, 0.2956197, 3.11803, 1], [21, -0.4397334, -0.3018574, 2.935159, 1], [22, -0.4602592, -0.2181698, 2.912834, 1], [23, -0.04419729, -0.2001393, 2.89728, 1], [24, -0.06102483, -0.1607253, 2.946084, 1]]
[[0, -0.1872576, -0.1410937, 3.149064, 1], [1, -0.1876567, 0.1102326, 3.135339, 1], [2, -0.1884138, 0.3565314, 3.109658, 1], [3, -0.1838675, 0.4885068, 3.098629, 1], [4, -0.3256783, 0.2435409, 3.065784, 1], [5, -0.3858124, -0.004406542, 3.055233, 1], [6, -0.4210346, -0.196936, 2.977484, 1], [7, -0.4393434, -0.2444909, 2.967676, 1], [8, -0.03155514, 0.2526954, 3.119984, 1], [9, 0.01553533, 0.03936929, 3.10035, 1], [10, -0.0004957891, -0.1161707, 2.965508, 1], [11, -0.02857127, -0.1471849, 2.944393, 1], [12, -0.2556915, -0.1388862, 3.107669, 1], [13, -0.2689461, -0.2671608, 2.807306, 1], [14, -0.2533055, -0.6023337, 2.816593, 1], [15, -0.2479984, -0.6648971, 2.737886, 1], [16, -0.114767, -0.1401507, 3.121175, 1], [17, 0.01991839, -0.2454018, 2.858676, 1], [18, 0.01457954, -0.6009123, 2.851226, 1], [19, 0.02393061, -0.6623341, 2.77634, 1], [20, -0.1883132, 0.295706, 3.118188, 1], [21, -0.4404914, -0.2999505, 2.933682, 1], [22, -0.4589162, -0.2103338, 2.919336, 1], [23, -0.05244591, -0.201006, 2.903573, 1], [24, -0.05871587, -0.1369605, 2.964, 1]]
[[0, -0.1865381, -0.1409732, 3.148666, 1], [1, -0.1868105, 0.1102071, 3.134125, 1], [2, -0.1871229, 0.3561355, 3.107014, 1], [3, -0.1837036, 0.4891588, 3.09884, 1], [4, -0.3258313, 0.2434896, 3.065794, 1], [5, -0.3860253, -0.006648033, 3.0552, 1], [6, -0.4212535, -0.1978077, 2.981193, 1], [7, -0.4405329, -0.2446953, 2.970264, 1], [8, -0.0311501, 0.2525988, 3.120562, 1], [9, 0.01582601, 0.03940928, 3.100501, 1], [10, -0.000550084, -0.1159079, 2.965423, 1], [11, -0.02840736, -0.1445743, 2.947941, 1], [12, -0.2547488, -0.1388833, 3.107184, 1], [13, -0.268983, -0.266975, 2.807541, 1], [14, -0.2527458, -0.6029218, 2.817421, 1], [15, -0.2485387, -0.6648467, 2.738797, 1], [16, -0.1142293, -0.1399443, 3.120848, 1], [17, 0.01990005, -0.2453484, 2.858702, 1], [18, 0.01464133, -0.6008251, 2.851137, 1], [19, 0.02305887, -0.6623042, 2.776214, 1], [20, -0.187163, 0.2954291, 3.116001, 1], [21, -0.4394784, -0.3030969, 2.935618, 1], [22, -0.4616317, -0.2209274, 2.924867, 1], [23, -0.04859533, -0.2020792, 2.903563, 1], [24, -0.0612619, -0.1385701, 2.956711, 1]]
[[0, -0.1873083, -0.140739, 3.148414, 1], [1, -0.187259, 0.1103572, 3.134159, 1], [2, -0.1873505, 0.3562338, 3.107325, 1], [3, -0.1836402, 0.4892263, 3.098919, 1], [4, -0.326057, 0.2433013, 3.065651, 1], [5, -0.3860501, -0.006748221, 3.055194, 1], [6, -0.4219555, -0.1984616, 2.982637, 1], [7, -0.4397103, -0.2436833, 2.971526, 1], [8, -0.03116388, 0.2527254, 3.12058, 1], [9, 0.01587924, 0.03935738, 3.100387, 1], [10, -0.0007429868, -0.1159412, 2.965314, 1], [11, -0.02728984, -0.1457423, 2.946924, 1], [12, -0.2555406, -0.1385531, 3.106944, 1], [13, -0.2690132, -0.2668402, 2.807732, 1], [14, -0.2532593, -0.6027729, 2.816748, 1], [15, -0.248594, -0.6647578, 2.738869, 1], [16, -0.1149668, -0.1398063, 3.120589, 1], [17, 0.01983983, -0.2454127, 2.858732, 1], [18, 0.0137667, -0.6028818, 2.851206, 1], [19, 0.02250509, -0.6664215, 2.772726, 1], [20, -0.1874264, 0.2955316, 3.11623, 1], [21, -0.4410992, -0.305673, 2.926363, 1], [22, -0.4585368, -0.2063823, 2.9252, 1], [23, -0.04835601, -0.2027143, 2.90678, 1], [24, -0.06389598, -0.1450436, 2.9554, 1]]
[[0, -0.1870795, -0.1407195, 3.148328, 1], [1, -0.1871927, 0.1103863, 3.134181, 1], [2, -0.1872792, 0.356304, 3.107547, 1], [3, -0.1837898, 0.4884846, 3.098871, 1], [4, -0.326055, 0.2432943, 3.065655, 1], [5, -0.3859938, -0.007451233, 3.055416, 1], [6, -0.4219173, -0.1985054, 2.982653, 1], [7, -0.4385107, -0.2443606, 2.969552, 1], [8, -0.03115508, 0.2527368, 3.120587, 1], [9, 0.01584272, 0.0394036, 3.100469, 1], [10, -0.0007528608, -0.1158557, 2.965338, 1], [11, -0.0285856, -0.1459683, 2.945315, 1], [12, -0.2553709, -0.1385459, 3.106943, 1], [13, -0.2689967, -0.2668447, 2.807695, 1], [14, -0.2534519, -0.60251, 2.816525, 1], [15, -0.2489008, -0.6644484, 2.738344, 1], [16, -0.1146539, -0.1397705, 3.120378, 1], [17, 0.01984447, -0.2453959, 2.858746, 1], [18, 0.01416363, -0.602025, 2.851521, 1], [19, 0.02289798, -0.666118, 2.772064, 1], [20, -0.1873583, 0.2955869, 3.116379, 1], [21, -0.4426409, -0.2990452, 2.932512, 1], [22, -0.4588178, -0.2251305, 2.922929, 1], [23, -0.04583377, -0.2001209, 2.899594, 1], [24, -0.0607241, -0.1378751, 2.962655, 1]]
[[0, -0.1873655, -0.1406922, 3.148648, 1], [1, -0.1873551, 0.110431, 3.134389, 1], [2, -0.1873205, 0.3563468, 3.107731, 1], [3, -0.1840553, 0.4890326, 3.098719, 1], [4, -0.3261644, 0.2433098, 3.06567, 1], [5, -0.3860295, -0.00729032, 3.055516, 1], [6, -0.4219366, -0.1987001, 2.982039, 1], [7, -0.4377355, -0.2396595, 2.963624, 1], [8, -0.03105348, 0.2526973, 3.120603, 1], [9, 0.01591982, 0.0393377, 3.100348, 1], [10, -0.0003533625, -0.1158326, 2.96506, 1], [11, -0.02721018, -0.1454997, 2.944368, 1], [12, -0.2556614, -0.1384995, 3.107215, 1], [13, -0.2689811, -0.266849, 2.80766, 1], [14, -0.2537543, -0.6020831, 2.816491, 1], [15, -0.2458431, -0.6646185, 2.741138, 1], [16, -0.1149377, -0.1397672, 3.120764, 1], [17, 0.01986733, -0.2453793, 2.858705, 1], [18, 0.01437222, -0.6015764, 2.85071, 1], [19, 0.01453972, -0.6686202, 2.779209, 1], [20, -0.1874285, 0.2956302, 3.11657, 1], [21, -0.446834, -0.2953305, 2.923489, 1], [22, -0.459701, -0.2110753, 2.922534, 1], [23, -0.04878689, -0.2015239, 2.900664, 1], [24, -0.06077005, -0.138657, 2.957621, 1]]
[[0, -0.1877426, -0.1405757, 3.148289, 1], [1, -0.1876363, 0.1105425, 3.134255, 1], [2, -0.1874786, 0.3564312, 3.10778, 1], [3, -0.1840617, 0.489691, 3.098801, 1], [4, -0.3264761, 0.2432759, 3.065693, 1], [5, -0.3860028, -0.007445429, 3.055606, 1], [6, -0.4215814, -0.1978902, 2.980334, 1], [7, -0.4341211, -0.2370591, 2.954981, 1], [8, -0.03097499, 0.2527496, 3.120522, 1], [9, 0.01586963, 0.03953893, 3.100203, 1], [10, -0.01868125, -0.1255407, 2.96004, 1], [11, -0.04598702, -0.1647848, 2.939047, 1], [12, -0.256035, -0.1383512, 3.106967, 1], [13, -0.2689165, -0.2670269, 2.807705, 1], [14, -0.2537402, -0.602161, 2.816568, 1], [15, -0.2467054, -0.6643085, 2.7404, 1], [16, -0.1153177, -0.1396901, 3.120278, 1], [17, 0.01983948, -0.2452624, 2.85864, 1], [18, 0.01446949, -0.6015352, 2.850652, 1], [19, 0.0152949, -0.6674262, 2.779557, 1], [20, -0.1876086, 0.2957178, 3.116584, 1], [21, -0.4420356, -0.2901063, 2.911692, 1], [22, -0.4599201, -0.2369181, 2.910889, 1], [23, -0.06467468, -0.2255174, 2.904655, 1], [24, -0.0818003, -0.1583903, 2.946375, 1]]
[[0, -0.1876468, -0.1405793, 3.148324, 1], [1, -0.1876427, 0.110572, 3.134374, 1], [2, -0.187652, 0.3565384, 3.108256, 1], [3, -0.1842185, 0.4893939, 3.099037, 1], [4, -0.3267438, 0.2431155, 3.065882, 1], [5, -0.3856753, -0.007538602, 3.055727, 1], [6, -0.4209792, -0.1940979, 2.972533, 1], [7, -0.4349945, -0.2294022, 2.944985, 1], [8, -0.03106733, 0.2527829, 3.120906, 1], [9, 0.01600301, 0.03931597, 3.100582, 1], [10, -0.0024468, -0.1159959, 2.96576, 1], [11, -0.03116421, -0.1498601, 2.944149, 1], [12, -0.2559447, -0.1383962, 3.106971, 1], [13, -0.2689263, -0.2670358, 2.807718, 1], [14, -0.2535763, -0.6028098, 2.816751, 1], [15, -0.2469303, -0.6651119, 2.740636, 1], [16, -0.1151936, -0.1396433, 3.120366, 1], [17, 0.0198521, -0.2452399, 2.858659, 1], [18, 0.0145541, -0.6017145, 2.850115, 1], [19, 0.01895227, -0.667284, 2.775633, 1], [20, -0.1877294, 0.2958019, 3.116951, 1], [21, -0.4415817, -0.2792777, 2.907068, 1], [22, -0.4574464, -0.2083119, 2.911667, 1], [23, -0.04861232, -0.2002088, 2.907203, 1], [24, -0.0668509, -0.1456223, 2.953485, 1]]
[[0, -0.1861231, -0.1402941, 3.147795, 1], [1, -0.1874751, 0.1106665, 3.134339, 1], [2, -0.1878066, 0.3566197, 3.108408, 1], [3, -0.1841516, 0.4893673, 3.099098, 1], [4, -0.3266392, 0.2431657, 3.065999, 1], [5, -0.3855679, -0.007050352, 3.055662, 1], [6, -0.4192416, -0.1882564, 2.957362, 1], [7, -0.4341703, -0.2180405, 2.926331, 1], [8, -0.03104771, 0.2527799, 3.120907, 1], [9, 0.01617752, 0.03859333, 3.100004, 1], [10, -0.002274711, -0.1166238, 2.965061, 1], [11, -0.03427479, -0.1484587, 2.944982, 1], [12, -0.2544863, -0.1383453, 3.106513, 1], [13, -0.26891, -0.2670676, 2.807675, 1], [14, -0.2535644, -0.6024714, 2.817073, 1], [15, -0.2471077, -0.6639054, 2.738965, 1], [16, -0.1136218, -0.1391137, 3.11976, 1], [17, 0.0198038, -0.2453414, 2.858695, 1], [18, 0.0146473, -0.6017617, 2.849699, 1], [19, 0.01980612, -0.6663268, 2.773987, 1], [20, -0.1877799, 0.2958613, 3.117023, 1], [21, -0.4437676, -0.2636438, 2.884355, 1], [22, -0.4594076, -0.1960513, 2.8908, 1], [23, -0.05283555, -0.2018334, 2.904356, 1], [24, -0.06410956, -0.1446584, 2.954412, 1]]
[[0, -0.1859297, -0.1401023, 3.147964, 1], [1, -0.1873843, 0.1109135, 3.134566, 1], [2, -0.1878583, 0.3569362, 3.108821, 1], [3, -0.1842936, 0.4897788, 3.09904, 1], [4, -0.3266831, 0.2431802, 3.066083, 1], [5, -0.3835703, 0.001845191, 3.057083, 1], [6, -0.410591, -0.148664, 2.918497, 1], [7, -0.4269587, -0.1748574, 2.890149, 1], [8, -0.03105286, 0.2527912, 3.120907, 1], [9, 0.01666368, 0.03909829, 3.100274, 1], [10, -0.001998168, -0.1164215, 2.965749, 1], [11, -0.02860461, -0.1475232, 2.94442, 1], [12, -0.2543402, -0.1382386, 3.106601, 1], [13, -0.2688051, -0.2672037, 2.807864, 1], [14, -0.2534673, -0.6024618, 2.817123, 1], [15, -0.2472278, -0.663888, 2.739032, 1], [16, -0.1133841, -0.1388189, 3.120044, 1], [17, 0.01977379, -0.2453728, 2.858717, 1], [18, 0.01485063, -0.6011254, 2.850178, 1], [19, 0.01793166, -0.6634174, 2.779386, 1], [20, -0.1877984, 0.2961647, 3.117393, 1], [21, -0.4378145, -0.2162611, 2.85796, 1], [22, -0.4505974, -0.140136, 2.855786, 1], [23, -0.04859968, -0.2001223, 2.905896, 1], [24, -0.06003103, -0.1362427, 2.963417, 1]]
