[[0, -0.08255686, 0.03418589, 2.47358, 1], [1, -0.09280973, 0.3240849, 2.445089, 1], [2, -0.1016507, 0.6052077, 2.406046, 1], [3, -0.09405943, 0.7327015, 2.374371, 1], [4, -0.2365745, 0.4918295, 2.341946, 1], [5, -0.2300372, 0.28044, 2.285964, 1], [6, -0.1068311, 0.1074169, 2.168037, 1], [7, -0.06142143, 0.03911122, 2.120779, 1], [8, 0.05250237, 0.4832236, 2.397981, 1], [9, 0.04214486, 0.250697, 2.321255, 1], [10, -0.02320679, 0.09858013, 2.184789, 1], [11, -0.05323928, 0.03523937, 2.119506, 1], [12, -0.1471808, 0.03277316, 2.427004, 1], [13, -0.1505577, -0.2930354, 2.490171, 1], [14, -0.1525912, -0.6311636, 2.539915, 1], [15, -0.1367639, -0.7065367, 2.474497, 1], [16, -0.01572178, 0.03458708, 2.454608, 1], [17, -0.04902996, -0.2922164, 2.50886, 1], [18, -0.03849445, -0.6004612, 2.547771, 1], [19, -0.04217909, -0.6977738, 2.477304, 1], [20, -0.099606, 0.5361689, 2.417765, 1], [21, -0.03782195, -0.0246207, 2.103749, 1], [22, -0.0821487, 0.02038671, 2.108588, 1], [23, -0.05897883, -0.0270825, 2.097871, 1], [24, -0.03371646, -0.01172156, 2.097457, 1]]
[[0, -0.08202387, 0.03427583, 2.473315, 1], [1, -0.09223419, 0.3240398, 2.444806, 1], [2, -0.10114, 0.6050487, 2.405722, 1], [3, -0.09361787, 0.7322772, 2.373608, 1], [4, -0.2352256, 0.4930268, 2.341519, 1], [5, -0.226112, 0.2815919, 2.278561, 1], [6, -0.1042566, 0.1057504, 2.163617, 1], [7, -0.05744635, 0.03911544, 2.112399, 1], [8, 0.05293361, 0.4829766, 2.396856, 1], [9, 0.04199927, 0.2511501, 2.317739, 1], [10, -0.02270541, 0.09922727, 2.179513, 1], [11, -0.05017191, 0.03789584, 2.112621, 1], [12, -0.1466221, 0.03297928, 2.426532, 1], [13, -0.1505944, -0.2927079, 2.490057, 1], [14, -0.1533312, -0.6332444, 2.540958, 1], [15, -0.1363048, -0.7077211, 2.473983, 1], [16, -0.01519651, 0.03459353, 2.454493, 1], [17, -0.04754143, -0.2923504, 2.508601, 1], [18, -0.03831518, -0.6005005, 2.54783, 1], [19, -0.04312415, -0.6972438, 2.477792, 1], [20, -0.09907131, 0.5360364, 2.417452, 1], [21, -0.03256839, -0.01556269, 2.096529, 1], [22, -0.06470427, -0.006790916, 2.088636, 1], [23, -0.05982186, -0.02767539, 2.089746, 1], [24, -0.03092176, -0.001369025, 2.0859, 1]]
[[0, -0.08015735, 0.0341637, 2.474003, 1], [1, -0.09096884, 0.3237589, 2.44475, 1], [2, -0.1002306, 0.6046186, 2.405014, 1], [3, -0.09333383, 0.73209, 2.373234, 1], [4, -0.2356387, 0.4879472, 2.336415, 1], [5, -0.2242844, 0.2825717, 2.273942, 1], [6, -0.1017751, 0.1113047, 2.152538, 1], [7, -0.05536953, 0.04571502, 2.10029, 1], [8, 0.05312812, 0.4828717, 2.396093, 1], [9, 0.04323975, 0.2529755, 2.310469, 1], [10, -0.02290211, 0.101558, 2.169058, 1], [11, -0.04813575, 0.04111129, 2.100536, 1], [12, -0.1448942, 0.03278919, 2.427056, 1], [13, -0.1505924, -0.2929496, 2.490286, 1], [14, -0.1530747, -0.6321217, 2.540933, 1], [15, -0.1359301, -0.7070885, 2.475118, 1], [16, -0.01325628, 0.03458372, 2.455349, 1], [17, -0.04755516, -0.2923321, 2.508864, 1], [18, -0.03816479, -0.6006653, 2.548056, 1], [19, -0.04339047, -0.6974507, 2.477688, 1], [20, -0.09809743, 0.5356534, 2.416924, 1], [21, -0.02976614, -0.005726413, 2.081404, 1], [22, -0.05534318, -0.01489452, 2.0634, 1], [23, -0.06080466, -0.02361695, 2.08094, 1], [24, -0.02468764, 0.01586675, 2.076539, 1]]
[[0, -0.07890471, 0.03417894, 2.474405, 1], [1, -0.09045476, 0.3236865, 2.444603, 1], [2, -0.1000642, 0.6044574, 2.404307, 1], [3, -0.09310526, 0.7317614, 2.37275, 1], [4, -0.2354566, 0.4857432, 2.333682, 1], [5, -0.2164924, 0.2814328, 2.264088, 1], [6, -0.09551564, 0.1135229, 2.136248, 1], [7, -0.04774868, 0.04821847, 2.084196, 1], [8, 0.05324923, 0.4819397, 2.393456, 1], [9, 0.04025061, 0.2544797, 2.301057, 1], [10, 0.003808104, 0.1300798, 2.172388, 1], [11, -0.03035035, 0.05325515, 2.091036, 1], [12, -0.1437439, 0.03283352, 2.427356, 1], [13, -0.1504116, -0.2928948, 2.490539, 1], [14, -0.1515598, -0.6352614, 2.540882, 1], [15, -0.135685, -0.7098027, 2.473656, 1], [16, -0.01194707, 0.03457483, 2.455854, 1], [17, -0.04883877, -0.2920722, 2.509317, 1], [18, -0.03807685, -0.6005989, 2.548221, 1], [19, -0.04450833, -0.6973463, 2.47812, 1], [20, -0.0978456, 0.5355259, 2.416419, 1], [21, -0.02510274, -6.517996e-05, 2.066789, 1], [22, -0.05458134, -0.008641867, 2.049, 1], [23, -0.03959014, 0.01009738, 2.062519, 1], [24, -0.01448312, 0.01014673, 2.056857, 1]]
[[0, -0.07932585, 0.0345735, 2.474795, 1], [1, -0.09038378, 0.3237215, 2.444526, 1], [2, -0.09911691, 0.6041636, 2.403051, 1], [3, -0.09232999, 0.7312771, 2.37159, 1], [4, -0.2345498, 0.48515, 2.329907, 1], [5, -0.2019169, 0.2880354, 2.242687, 1], [6, -0.09141364, 0.1338746, 2.114353, 1], [7, -0.04132929, 0.06640016, 2.057736, 1], [8, 0.05366864, 0.4818681, 2.3893, 1], [9, 0.03842708, 0.2576338, 2.288668, 1], [10, 0.005912567, 0.1373822, 2.154796, 1], [11, -0.02151899, 0.06607513, 2.062909, 1], [12, -0.1441865, 0.03360736, 2.428074, 1], [13, -0.1510354, -0.29198, 2.491717, 1], [14, -0.1529624, -0.6309171, 2.540267, 1], [15, -0.1361935, -0.7063939, 2.475489, 1], [16, -0.01235236, 0.03472584, 2.456034, 1], [17, -0.04840322, -0.2920591, 2.509352, 1], [18, -0.03748988, -0.5991005, 2.548315, 1], [19, -0.04410073, -0.6973378, 2.477752, 1], [20, -0.09719592, 0.5353677, 2.415579, 1], [21, -0.01418098, 0.02158178, 2.031704, 1], [22, -0.04166059, 0.01161972, 2.009333, 1], [23, -0.01839091, 0.02697604, 2.03164, 1], [24, 0.002181705, 0.02465757, 2.030833, 1]]
[[0, -0.08003777, 0.03518377, 2.474831, 1], [1, -0.09035269, 0.3238471, 2.444036, 1], [2, -0.09822458, 0.6037722, 2.40098, 1], [3, -0.09109994, 0.7307786, 2.370784, 1], [4, -0.2314441, 0.4901881, 2.330585, 1], [5, -0.1979968, 0.2889321, 2.237786, 1], [6, -0.09071796, 0.1396678, 2.109178, 1], [7, -0.04183359, 0.07271846, 2.048265, 1], [8, 0.05432899, 0.48195, 2.386266, 1], [9, 0.04439344, 0.2738999, 2.278375, 1], [10, 0.005962199, 0.1398947, 2.144722, 1], [11, -0.01926233, 0.07039259, 2.056169, 1], [12, -0.144916, 0.03471358, 2.428224, 1], [13, -0.1500664, -0.2908002, 2.492288, 1], [14, -0.1535052, -0.630153, 2.540338, 1], [15, -0.1274144, -0.7040305, 2.477064, 1], [16, -0.01308621, 0.0349723, 2.45597, 1], [17, -0.04897884, -0.2917022, 2.509741, 1], [18, -0.03743444, -0.5991886, 2.548455, 1], [19, -0.0446706, -0.6962053, 2.478197, 1], [20, -0.09656446, 0.5351522, 2.413957, 1], [21, -0.01202382, 0.02490894, 2.021455, 1], [22, -0.04158504, 0.01323687, 2.009921, 1], [23, -0.01958554, 0.02386295, 2.026842, 1], [24, 0.00022573, 0.02234207, 2.033508, 1]]
[[0, -0.08035005, 0.03580411, 2.475076, 1], [1, -0.09018082, 0.3239608, 2.443418, 1], [2, -0.09728308, 0.6030458, 2.398108, 1], [3, -0.08974355, 0.7305654, 2.369211, 1], [4, -0.2296341, 0.4931854, 2.329894, 1], [5, -0.1955643, 0.3073484, 2.233493, 1], [6, -0.09234992, 0.1640367, 2.096007, 1], [7, -0.01895849, 0.07126869, 2.012876, 1], [8, 0.05505358, 0.4814901, 2.379061, 1], [9, 0.04392663, 0.2804881, 2.273419, 1], [10, 0.0129012, 0.1582286, 2.130867, 1], [11, -0.01008, 0.09830896, 2.046257, 1], [12, -0.1452733, 0.03576871, 2.429531, 1], [13, -0.1499693, -0.2901324, 2.492465, 1], [14, -0.1532044, -0.6316118, 2.540409, 1], [15, -0.1281599, -0.705362, 2.47611, 1], [16, -0.01347498, 0.03549535, 2.45559, 1], [17, -0.04597477, -0.2909386, 2.511438, 1], [18, -0.03741373, -0.6000243, 2.54905, 1], [19, -0.04508807, -0.6961682, 2.478226, 1], [20, -0.09581351, 0.5346963, 2.411711, 1], [21, 0.01701785, 0.01794295, 2.002445, 1], [22, -0.03948681, 0.033221, 2.015167, 1], [23, -0.02477031, 0.04534275, 2.007415, 1], [24, -0.01625345, 0.03799164, 2.0065, 1]]
[[0, -0.08070713, 0.03685826, 2.476121, 1], [1, -0.09007275, 0.3241211, 2.443104, 1], [2, -0.09674078, 0.6026756, 2.39577, 1], [3, -0.08825328, 0.7300835, 2.367743, 1], [4, -0.228217, 0.4949094, 2.329277, 1], [5, -0.1784544, 0.3001623, 2.211533, 1], [6, -0.09026682, 0.16745, 2.089727, 1], [7, -0.01590734, 0.07198747, 2.005686, 1], [8, 0.05589276, 0.4824926, 2.37513, 1], [9, 0.04383442, 0.2840776, 2.251774, 1], [10, 0.01196567, 0.1488053, 2.098524, 1], [11, -0.009731956, 0.0741085, 2.015326, 1], [12, -0.1455319, 0.0372135, 2.43149, 1], [13, -0.1498807, -0.2890769, 2.493281, 1], [14, -0.1525107, -0.6301001, 2.540123, 1], [15, -0.1327843, -0.7052286, 2.475907, 1], [16, -0.01380498, 0.03608157, 2.455903, 1], [17, -0.04397327, -0.2902865, 2.51276, 1], [18, -0.03554828, -0.5980491, 2.549906, 1], [19, -0.04499051, -0.6962481, 2.478241, 1], [20, -0.09536231, 0.5345075, 2.409964, 1], [21, 0.01782173, 0.01796403, 1.988091, 1], [22, -0.03537305, 0.03068982, 2.01525, 1], [23, -0.0126082, 0.02677918, 1.984889, 1], [24, 0.009775653, 0.03620403, 1.980875, 1]]
[[0, -0.08617084, 0.03775236, 2.476348, 1], [1, -0.09049706, 0.324248, 2.442577, 1], [2, -0.09538788, 0.6026146, 2.394576, 1], [3, -0.08702318, 0.7296377, 2.366487, 1], [4, -0.2271822, 0.496118, 2.328682, 1], [5, -0.1761826, 0.3135075, 2.214453, 1], [6, -0.08762853, 0.1711283, 2.086374, 1], [7, -0.04318406, 0.1083636, 2.021089, 1], [8, 0.05603772, 0.4821555, 2.371387, 1], [9, 0.04312012, 0.2851963, 2.251229, 1], [10, 0.01176415, 0.1470595, 2.093807, 1], [11, -0.01595807, 0.07195994, 1.999485, 1], [12, -0.1513986, 0.03867833, 2.432998, 1], [13, -0.1506536, -0.2878053, 2.494452, 1], [14, -0.1554559, -0.628494, 2.543278, 1], [15, -0.1292364, -0.7019292, 2.478912, 1], [16, -0.01904284, 0.03629386, 2.45471, 1], [17, -0.04559923, -0.2898725, 2.513282, 1], [18, -0.03522872, -0.5959178, 2.550931, 1], [19, -0.0454839, -0.6956156, 2.478532, 1], [20, -0.09463751, 0.5344741, 2.408995, 1], [21, -0.01217131, 0.05866528, 1.989796, 1], [22, -0.07699166, 0.1247819, 2.0126, 1], [23, -0.02075654, 0.02025893, 1.972824, 1], [24, 0.001855274, 0.07896908, 1.954929, 1]]
[[0, -0.08949374, 0.03897232, 2.475788, 1], [1, -0.09151027, 0.3247158, 2.440951, 1], [2, -0.09461426, 0.6025614, 2.392052, 1], [3, -0.08587547, 0.7294006, 2.364489, 1], [4, -0.2263368, 0.496852, 2.328111, 1], [5, -0.1750159, 0.3183842, 2.215295, 1], [6, -0.08427064, 0.1739163, 2.081975, 1], [7, -0.04137389, 0.1106365, 2.016785, 1], [8, 0.05619834, 0.4827239, 2.368516, 1], [9, 0.04156606, 0.2864554, 2.249192, 1], [10, 0.01128159, 0.1471989, 2.092381, 1], [11, -0.009405711, 0.07566702, 2.003135, 1], [12, -0.1546804, 0.04002571, 2.432757, 1], [13, -0.1508485, -0.2864706, 2.494255, 1], [14, -0.1549723, -0.6279975, 2.543447, 1], [15, -0.1301911, -0.7018796, 2.479141, 1], [16, -0.02218681, 0.03722226, 2.453681, 1], [17, -0.04411902, -0.2887823, 2.51396, 1], [18, -0.03542897, -0.5955016, 2.551101, 1], [19, -0.04545219, -0.6956338, 2.478531, 1], [20, -0.09428059, 0.5345157, 2.40666, 1], [21, -0.01064835, 0.06289886, 1.983258, 1], [22, -0.07478777, 0.1266041, 2.014455, 1], [23, -0.006687417, 0.02942545, 1.9736, 1], [24, 0.01173341, 0.0299728, 1.972125, 1]]
[[0, -0.0910737, 0.03998975, 2.476259, 1], [1, -0.09178409, 0.3250065, 2.440426, 1], [2, -0.09367195, 0.6024297, 2.390405, 1], [3, -0.08441618, 0.7291296, 2.361658, 1], [4, -0.2252564, 0.4975669, 2.327229, 1], [5, -0.1696694, 0.3168218, 2.211722, 1], [6, -0.08201598, 0.1764081, 2.081383, 1], [7, -0.03798678, 0.1096772, 2.017018, 1], [8, 0.05674677, 0.4834281, 2.366716, 1], [9, 0.04016741, 0.2869076, 2.247911, 1], [10, 0.01444146, 0.1526377, 2.094905, 1], [11, -0.01205351, 0.07377137, 1.997786, 1], [12, -0.1563495, 0.041388, 2.433649, 1], [13, -0.1520853, -0.2852488, 2.494759, 1], [14, -0.1564677, -0.6275977, 2.544025, 1], [15, -0.1319776, -0.7008936, 2.4781, 1], [16, -0.02358605, 0.03785933, 2.453721, 1], [17, -0.04400148, -0.2882086, 2.514148, 1], [18, -0.03615459, -0.5960609, 2.551311, 1], [19, -0.04547337, -0.6954213, 2.47853, 1], [20, -0.09369685, 0.5345047, 2.405304, 1], [21, -0.007499354, 0.06250327, 1.983107, 1], [22, -0.06906236, 0.1195776, 2.019444, 1], [23, -0.01953844, 0.02508875, 1.972905, 1], [24, -0.02638555, 0.03224599, 2.014182, 1]]
