[[0, -0.2715424, 0.04470361, 2.196488, 1], [1, -0.263552, 0.3584757, 2.161654, 1], [2, -0.2541854, 0.660495, 2.113747, 1], [3, -0.253067, 0.8038263, 2.090746, 1], [4, -0.4219437, 0.5450379, 2.115314, 1], [5, -0.4890972, 0.3029628, 2.138714, 1], [6, -0.4775419, 0.08618356, 2.051209, 1], [7, -0.4709157, 0.04834808, 2.036106, 1], [8, -0.08975532, 0.5343755, 2.120999, 1], [9, -0.05707004, 0.2712174, 2.15449, 1], [10, -0.04374176, 0.0433966, 2.110091, 1], [11, -0.05116547, -0.02654823, 2.107485, 1], [12, -0.3441837, 0.04459617, 2.155821, 1], [13, -0.3814891, -0.289819, 2.199734, 1], [14, -0.4028975, -0.6531371, 2.271914, 1], [15, -0.3980053, -0.7208089, 2.181649, 1], [16, -0.1899948, 0.04333364, 2.16458, 1], [17, -0.1691202, -0.2856987, 2.243012, 1], [18, -0.1687621, -0.6351176, 2.33454, 1], [19, -0.15106, -0.7204828, 2.257781, 1], [20, -0.256819, 0.5866737, 2.127921, 1], [21, -0.4694977, -0.009642282, 2.033156, 1], [22, -0.5002509, 0.05973867, 2.010135, 1], [23, -0.05418261, -0.1082755, 2.106326, 1], [24, -0.09302491, -0.01336429, 2.100935, 1]]
[[0, -0.2717199, 0.04474152, 2.19639, 1], [1, -0.2636574, 0.3585512, 2.161469, 1], [2, -0.2542111, 0.6606046, 2.113548, 1], [3, -0.2528989, 0.8038011, 2.090438, 1], [4, -0.4223283, 0.5455011, 2.115299, 1], [5, -0.489428, 0.3028807, 2.138183, 1], [6, -0.4781519, 0.08688628, 2.048509, 1], [7, -0.4720871, 0.0517284, 2.032555, 1], [8, -0.0897586, 0.5338197, 2.120382, 1], [9, -0.0573493, 0.2709324, 2.154065, 1], [10, -0.04384755, 0.04330019, 2.109923, 1], [11, -0.05219094, -0.02663612, 2.106931, 1], [12, -0.3443139, 0.04463107, 2.155827, 1], [13, -0.3815648, -0.2897466, 2.199684, 1], [14, -0.4029003, -0.6530742, 2.271828, 1], [15, -0.3979928, -0.7207843, 2.181568, 1], [16, -0.1902445, 0.04337666, 2.16431, 1], [17, -0.1691431, -0.2857716, 2.24298, 1], [18, -0.168789, -0.63498, 2.334278, 1], [19, -0.151115, -0.7204469, 2.257689, 1], [20, -0.2568614, 0.5867745, 2.127719, 1], [21, -0.470391, -0.005243678, 2.027526, 1], [22, -0.5034466, 0.05976759, 2.00985, 1], [23, -0.0528776, -0.1084187, 2.100026, 1], [24, -0.09488253, -0.0124753, 2.099472, 1]]
[[0, -0.2719182, 0.04478359, 2.196365, 1], [1, -0.2638052, 0.3586147, 2.161406, 1], [2, -0.254312, 0.6606813, 2.113506, 1], [3, -0.2528974, 0.8038205, 2.090449, 1], [4, -0.4224436, 0.5457709, 2.115131, 1], [5, -0.4904436, 0.3035573, 2.137477, 1], [6, -0.4785469, 0.08756816, 2.047853, 1], [7, -0.475029, 0.05282355, 2.031425, 1], [8, -0.09056392, 0.5340382, 2.121238, 1], [9, -0.05755944, 0.2704964, 2.153908, 1], [10, -0.04387489, 0.04272088, 2.109879, 1], [11, -0.04956319, -0.02649285, 2.1102, 1], [12, -0.3445019, 0.04469977, 2.155759, 1], [13, -0.3817879, -0.2895074, 2.199761, 1], [14, -0.4029026, -0.6530427, 2.271759, 1], [15, -0.3983175, -0.7209523, 2.181399, 1], [16, -0.1904476, 0.04339259, 2.164337, 1], [17, -0.1691628, -0.2863993, 2.243358, 1], [18, -0.1687833, -0.6344869, 2.334569, 1], [19, -0.1510972, -0.7202587, 2.256492, 1], [20, -0.2569697, 0.5868469, 2.127669, 1], [21, -0.4714585, -0.002897219, 2.027001, 1], [22, -0.5089189, 0.05701525, 1.998846, 1], [23, -0.05135844, -0.1082724, 2.108226, 1], [24, -0.09132137, -0.02794734, 2.108273, 1]]
[[0, -0.2723166, 0.04492664, 2.19644, 1], [1, -0.2639983, 0.3587305, 2.161377, 1], [2, -0.2543871, 0.6607777, 2.113468, 1], [3, -0.2529301, 0.8039966, 2.090578, 1], [4, -0.4226641, 0.5465139, 2.115135, 1], [5, -0.4922246, 0.3055826, 2.13664, 1], [6, -0.4796087, 0.08957596, 2.047131, 1], [7, -0.4786322, 0.05480941, 2.029017, 1], [8, -0.09054629, 0.5338401, 2.120993, 1], [9, -0.05792184, 0.2706588, 2.153779, 1], [10, -0.04388574, 0.04318315, 2.10981, 1], [11, -0.05103706, -0.02627246, 2.110984, 1], [12, -0.3449298, 0.04493738, 2.15589, 1], [13, -0.3822008, -0.2894884, 2.199662, 1], [14, -0.4029989, -0.6528699, 2.271775, 1], [15, -0.3976527, -0.7208669, 2.181427, 1], [16, -0.1908019, 0.04345192, 2.164376, 1], [17, -0.1697612, -0.2874792, 2.244162, 1], [18, -0.1691429, -0.6352605, 2.334893, 1], [19, -0.1432831, -0.722574, 2.272504, 1], [20, -0.2570653, 0.5869458, 2.127629, 1], [21, -0.4741651, -0.001264294, 2.023496, 1], [22, -0.5046631, 0.06429315, 1.998727, 1], [23, -0.05135614, -0.1086136, 2.115721, 1], [24, -0.09499237, -0.01972225, 2.101808, 1]]
[[0, -0.2729886, 0.0450894, 2.196749, 1], [1, -0.2643218, 0.3588174, 2.161417, 1], [2, -0.2545137, 0.660821, 2.11343, 1], [3, -0.2529357, 0.8042089, 2.090796, 1], [4, -0.4225294, 0.5471132, 2.115362, 1], [5, -0.4960891, 0.3095467, 2.135057, 1], [6, -0.4808116, 0.09328427, 2.046588, 1], [7, -0.4838834, 0.05620699, 2.02596, 1], [8, -0.0904212, 0.5335264, 2.12092, 1], [9, -0.05822391, 0.2700353, 2.153858, 1], [10, -0.04395955, 0.04249961, 2.110421, 1], [11, -0.04988458, -0.02565726, 2.113241, 1], [12, -0.3455868, 0.04521819, 2.156141, 1], [13, -0.3825454, -0.2894302, 2.199743, 1], [14, -0.4029616, -0.6528874, 2.271877, 1], [15, -0.3977537, -0.7208295, 2.181551, 1], [16, -0.1914735, 0.04349134, 2.164769, 1], [17, -0.1699411, -0.2882822, 2.244708, 1], [18, -0.1692671, -0.6350607, 2.334904, 1], [19, -0.1433941, -0.7228019, 2.274807, 1], [20, -0.257226, 0.5869966, 2.1276, 1], [21, -0.480499, -0.001761849, 2.02094, 1], [22, -0.5141676, 0.06483167, 1.997283, 1], [23, -0.04940752, -0.1024479, 2.110405, 1], [24, -0.09434029, -0.007362241, 2.105823, 1]]
[[0, -0.2735029, 0.04524487, 2.196706, 1], [1, -0.2647088, 0.358969, 2.161337, 1], [2, -0.2547599, 0.6609542, 2.113377, 1], [3, -0.2528982, 0.8042514, 2.090801, 1], [4, -0.4226189, 0.5475528, 2.115345, 1], [5, -0.4990052, 0.3116288, 2.133658, 1], [6, -0.484341, 0.09565072, 2.044298, 1], [7, -0.4900064, 0.06158108, 2.019148, 1], [8, -0.09043147, 0.5335371, 2.120903, 1], [9, -0.05880808, 0.2692325, 2.153667, 1], [10, -0.0440673, 0.04163976, 2.110865, 1], [11, -0.05026776, -0.02844394, 2.112836, 1], [12, -0.3461393, 0.04547302, 2.156137, 1], [13, -0.3830317, -0.2888697, 2.199851, 1], [14, -0.4030287, -0.6528, 2.271778, 1], [15, -0.3977822, -0.720804, 2.181474, 1], [16, -0.1919263, 0.04355304, 2.164702, 1], [17, -0.1700999, -0.2875032, 2.244081, 1], [18, -0.1691998, -0.6349522, 2.335252, 1], [19, -0.1490237, -0.7206, 2.267365, 1], [20, -0.2575022, 0.5871338, 2.127537, 1], [21, -0.4841546, 0.002902854, 2.015294, 1], [22, -0.5187224, 0.07147825, 1.990911, 1], [23, -0.0514425, -0.1089917, 2.117942, 1], [24, -0.09450998, -0.01445471, 2.103385, 1]]
[[0, -0.2741334, 0.0453339, 2.197075, 1], [1, -0.2649221, 0.3589982, 2.161399, 1], [2, -0.2547856, 0.660958, 2.113362, 1], [3, -0.2528858, 0.8042828, 2.090897, 1], [4, -0.4228975, 0.5481726, 2.115554, 1], [5, -0.5019317, 0.3135433, 2.132107, 1], [6, -0.49159, 0.09808837, 2.040788, 1], [7, -0.4968084, 0.06364214, 2.016787, 1], [8, -0.09039275, 0.5331523, 2.120639, 1], [9, -0.05889385, 0.2692676, 2.153836, 1], [10, -0.04409144, 0.04164666, 2.111265, 1], [11, -0.05110433, -0.02764961, 2.114316, 1], [12, -0.3467268, 0.04565882, 2.156579, 1], [13, -0.383212, -0.2887052, 2.199767, 1], [14, -0.4031252, -0.6529415, 2.271791, 1], [15, -0.3978076, -0.7208191, 2.181405, 1], [16, -0.1925783, 0.04354336, 2.165017, 1], [17, -0.1701145, -0.2877172, 2.244228, 1], [18, -0.1693224, -0.634897, 2.334891, 1], [19, -0.1467818, -0.7208425, 2.275459, 1], [20, -0.2575521, 0.5871407, 2.127527, 1], [21, -0.4947912, 0.005199319, 2.008539, 1], [22, -0.5308036, 0.07647327, 1.99341, 1], [23, -0.05169146, -0.1086267, 2.116527, 1], [24, -0.09484877, -0.01480259, 2.103125, 1]]
[[0, -0.2749657, 0.04575774, 2.197573, 1], [1, -0.2652104, 0.3591531, 2.161592, 1], [2, -0.254802, 0.6609779, 2.113404, 1], [3, -0.2528421, 0.8045083, 2.091266, 1], [4, -0.4235213, 0.5490323, 2.116092, 1], [5, -0.5062936, 0.3174131, 2.130686, 1], [6, -0.5019943, 0.1046107, 2.032366, 1], [7, -0.5032959, 0.06663585, 2.01542, 1], [8, -0.09035172, 0.5331858, 2.120693, 1], [9, -0.05912996, 0.269115, 2.154309, 1], [10, -0.04403949, 0.0414837, 2.111957, 1], [11, -0.05043238, -0.02888025, 2.116466, 1], [12, -0.3474466, 0.04618859, 2.157129, 1], [13, -0.383247, -0.2887395, 2.199933, 1], [14, -0.4031366, -0.6529576, 2.271795, 1], [15, -0.3974962, -0.7208072, 2.18183, 1], [16, -0.1934949, 0.04384776, 2.165483, 1], [17, -0.1701782, -0.2875334, 2.244357, 1], [18, -0.1694128, -0.634762, 2.335028, 1], [19, -0.1480959, -0.7197114, 2.266013, 1], [20, -0.2576049, 0.5871802, 2.127593, 1], [21, -0.5021167, 0.01145553, 2.004755, 1], [22, -0.5339003, 0.08036593, 1.98795, 1], [23, -0.05136251, -0.1091735, 2.119946, 1], [24, -0.0948089, -0.01378962, 2.105003, 1]]
[[0, -0.2753972, 0.04579698, 2.197786, 1], [1, -0.2654934, 0.3592404, 2.161723, 1], [2, -0.2549161, 0.6610698, 2.113477, 1], [3, -0.2528085, 0.8046078, 2.091481, 1], [4, -0.4235103, 0.5489657, 2.116057, 1], [5, -0.5097592, 0.3205911, 2.129849, 1], [6, -0.5079318, 0.107863, 2.031303, 1], [7, -0.5109873, 0.06447476, 2.010648, 1], [8, -0.09035102, 0.5330769, 2.120762, 1], [9, -0.0593291, 0.269109, 2.154679, 1], [10, -0.0439628, 0.04146956, 2.112522, 1], [11, -0.04965778, -0.02779013, 2.11728, 1], [12, -0.3478533, 0.04631634, 2.157354, 1], [13, -0.3835889, -0.2890564, 2.199999, 1], [14, -0.4031779, -0.6526887, 2.271811, 1], [15, -0.3976046, -0.7205772, 2.181964, 1], [16, -0.1939383, 0.0437944, 2.165693, 1], [17, -0.1701147, -0.2876446, 2.244458, 1], [18, -0.1694173, -0.6349761, 2.335168, 1], [19, -0.1470395, -0.720669, 2.273475, 1], [20, -0.2577561, 0.5872732, 2.127676, 1], [21, -0.5187757, 0.01141767, 2.001436, 1], [22, -0.5436011, 0.08690748, 1.984555, 1], [23, -0.05069844, -0.1032098, 2.115685, 1], [24, -0.0938407, -0.01515614, 2.105869, 1]]
[[0, -0.2755873, 0.04598395, 2.198159, 1], [1, -0.265658, 0.3593741, 2.161908, 1], [2, -0.255008, 0.661149, 2.113539, 1], [3, -0.2528509, 0.8048094, 2.091904, 1], [4, -0.4239014, 0.5489969, 2.116356, 1], [5, -0.5131257, 0.3227109, 2.128747, 1], [6, -0.5178434, 0.1122012, 2.025362, 1], [7, -0.5201812, 0.06860293, 2.006287, 1], [8, -0.09113198, 0.5338962, 2.122365, 1], [9, -0.05944476, 0.269298, 2.1548, 1], [10, -0.04397747, 0.04161813, 2.112983, 1], [11, -0.05021209, -0.02829327, 2.116138, 1], [12, -0.3480125, 0.04649319, 2.157734, 1], [13, -0.3838659, -0.2890182, 2.200045, 1], [14, -0.4032671, -0.6527175, 2.271722, 1], [15, -0.3976126, -0.720579, 2.181959, 1], [16, -0.1941453, 0.04398267, 2.166063, 1], [17, -0.1704658, -0.2889325, 2.24547, 1], [18, -0.1696352, -0.6349144, 2.33551, 1], [19, -0.1471136, -0.720632, 2.273154, 1], [20, -0.2578668, 0.5873653, 2.127763, 1], [21, -0.5265451, 0.01373244, 1.993905, 1], [22, -0.5471678, 0.0943199, 1.977238, 1], [23, -0.04978678, -0.1074189, 2.114127, 1], [24, -0.09487097, -0.01472578, 2.104538, 1]]
[[0, -0.2756566, 0.04611791, 2.198436, 1], [1, -0.2658039, 0.359528, 2.162174, 1], [2, -0.2551787, 0.66131, 2.113798, 1], [3, -0.2527866, 0.8049253, 2.092239, 1], [4, -0.4242684, 0.5491202, 2.116618, 1], [5, -0.5179669, 0.3278695, 2.127697, 1], [6, -0.5261131, 0.118745, 2.021567, 1], [7, -0.5262333, 0.07227551, 2.002201, 1], [8, -0.09187589, 0.5342531, 2.123211, 1], [9, -0.05948083, 0.2693075, 2.15486, 1], [10, -0.04385918, 0.04158971, 2.1134, 1], [11, -0.04899859, -0.02850629, 2.116838, 1], [12, -0.3480698, 0.04663239, 2.158193, 1], [13, -0.384156, -0.2889025, 2.200091, 1], [14, -0.4032682, -0.6527177, 2.271724, 1], [15, -0.3977207, -0.7205597, 2.182045, 1], [16, -0.1942127, 0.04410241, 2.166213, 1], [17, -0.1705247, -0.2886097, 2.245364, 1], [18, -0.1697506, -0.6349081, 2.335588, 1], [19, -0.1479865, -0.7205572, 2.271803, 1], [20, -0.2580355, 0.5875254, 2.128022, 1], [21, -0.5328679, 0.01953728, 1.99076, 1], [22, -0.5570418, 0.09548157, 1.973667, 1], [23, -0.05132718, -0.1079873, 2.117954, 1], [24, -0.09284014, -0.01565243, 2.105619, 1]]
