[[0, -0.3805821, 0.008953178, 2.14976, 1], [1, -0.4068137, 0.3180874, 2.105106, 1], [2, -0.4300006, 0.6154908, 2.049083, 1], [3, -0.4440552, 0.750295, 2.027551, 1], [4, -0.601098, 0.4999654, 2.024373, 1], [5, -0.6771548, 0.293181, 2.066718, 1], [6, -0.6100245, 0.09337856, 1.98374, 1], [7, -0.5958892, 0.02937037, 1.962354, 1], [8, -0.2486613, 0.5339963, 2.078879, 1], [9, -0.1561728, 0.3239677, 2.150347, 1], [10, -0.1695682, 0.1354849, 2.027208, 1], [11, -0.1776822, 0.08511947, 2.026498, 1], [12, -0.4547597, 0.006841994, 2.103425, 1], [13, -0.4584133, -0.3530506, 2.202833, 1], [14, -0.4712783, -0.6519879, 2.252346, 1], [15, -0.4906688, -0.7272795, 2.179456, 1], [16, -0.294267, 0.01035195, 2.127619, 1], [17, -0.2594261, -0.3919059, 2.244356, 1], [18, -0.1874009, -0.6647576, 2.295942, 1], [19, -0.1592859, -0.7118418, 2.219253, 1], [20, -0.4246708, 0.5427124, 2.065141, 1], [21, -0.5986623, -0.04132006, 1.899148, 1], [22, -0.6226319, 0.06478098, 1.885963, 1], [23, -0.1267198, 0.01736545, 1.965903, 1], [24, -0.2428797, 0.03176742, 2.055437, 1]]
[[0, -0.3805288, 0.008901527, 2.149986, 1], [1, -0.4068585, 0.3180425, 2.105163, 1], [2, -0.430152, 0.6154591, 2.049062, 1], [3, -0.4440241, 0.7502855, 2.027595, 1], [4, -0.6014007, 0.5000616, 2.024321, 1], [5, -0.6773456, 0.2925964, 2.066739, 1], [6, -0.6098962, 0.08987541, 1.985512, 1], [7, -0.5919044, 0.02583745, 1.972872, 1], [8, -0.248537, 0.5337157, 2.080474, 1], [9, -0.156273, 0.3238719, 2.150692, 1], [10, -0.1451164, 0.1497991, 2.014063, 1], [11, -0.1343899, 0.1063283, 1.983407, 1], [12, -0.4546332, 0.006723446, 2.103631, 1], [13, -0.4584002, -0.3533849, 2.202895, 1], [14, -0.471359, -0.6519067, 2.252352, 1], [15, -0.4911044, -0.7276796, 2.179975, 1], [16, -0.2942911, 0.01039916, 2.127948, 1], [17, -0.2592036, -0.3921581, 2.244259, 1], [18, -0.1876329, -0.6647834, 2.296087, 1], [19, -0.1574228, -0.7122209, 2.221134, 1], [20, -0.4247871, 0.5426772, 2.065141, 1], [21, -0.5924902, -0.04840083, 1.909899, 1], [22, -0.6188383, 0.06013335, 1.892815, 1], [23, -0.1025365, 0.0358154, 1.936291, 1], [24, -0.1755798, 0.08492719, 1.986909, 1]]
[[0, -0.3805949, 0.0088759, 2.150261, 1], [1, -0.4070157, 0.3180203, 2.105263, 1], [2, -0.4304822, 0.6154958, 2.049034, 1], [3, -0.443951, 0.7503197, 2.027885, 1], [4, -0.6015839, 0.500413, 2.024176, 1], [5, -0.6772887, 0.2918234, 2.066234, 1], [6, -0.6086132, 0.0833411, 1.989193, 1], [7, -0.5882624, 0.01966612, 1.979314, 1], [8, -0.2485001, 0.5339396, 2.082186, 1], [9, -0.156227, 0.3273938, 2.150618, 1], [10, -0.1357934, 0.1679625, 2.000704, 1], [11, -0.1186658, 0.133801, 1.957289, 1], [12, -0.454649, 0.006690423, 2.103758, 1], [13, -0.4583632, -0.3535432, 2.202936, 1], [14, -0.471331, -0.651818, 2.252049, 1], [15, -0.4914725, -0.7278179, 2.180353, 1], [16, -0.2944495, 0.01043844, 2.12848, 1], [17, -0.259128, -0.3921452, 2.244435, 1], [18, -0.1886913, -0.6629174, 2.296067, 1], [19, -0.1585735, -0.7107295, 2.221509, 1], [20, -0.4250672, 0.5426942, 2.065146, 1], [21, -0.5893664, -0.05114203, 1.915016, 1], [22, -0.6144985, 0.05599407, 1.891737, 1], [23, -0.07339025, 0.0626526, 1.891128, 1], [24, -0.1517482, 0.1042576, 1.954375, 1]]
[[0, -0.3803918, 0.008982318, 2.151017, 1], [1, -0.4070846, 0.3180179, 2.105498, 1], [2, -0.4306943, 0.6154901, 2.049076, 1], [3, -0.443809, 0.7503566, 2.0283, 1], [4, -0.6017142, 0.500456, 2.024096, 1], [5, -0.6776935, 0.2915982, 2.06513, 1], [6, -0.6071974, 0.07801876, 1.992285, 1], [7, -0.5970013, 0.01505415, 1.963649, 1], [8, -0.248301, 0.5341251, 2.083995, 1], [9, -0.1550598, 0.3365715, 2.15052, 1], [10, -0.1238314, 0.205933, 1.968463, 1], [11, -0.1066486, 0.176428, 1.931947, 1], [12, -0.4543769, 0.006684032, 2.104345, 1], [13, -0.4583002, -0.3536915, 2.202974, 1], [14, -0.4709456, -0.6519468, 2.252086, 1], [15, -0.4909803, -0.7275992, 2.17978, 1], [16, -0.2943423, 0.01074067, 2.129498, 1], [17, -0.2623059, -0.3905844, 2.244621, 1], [18, -0.1883262, -0.6574641, 2.296054, 1], [19, -0.1592637, -0.7093052, 2.222551, 1], [20, -0.4252326, 0.5426887, 2.065221, 1], [21, -0.5882637, -0.05352074, 1.914249, 1], [22, -0.608476, 0.04696636, 1.894727, 1], [23, -0.05405541, 0.1068407, 1.841618, 1], [24, -0.1388362, 0.145199, 1.9207, 1]]
[[0, -0.3803263, 0.009025784, 2.151505, 1], [1, -0.4072913, 0.3180886, 2.105789, 1], [2, -0.4313011, 0.6157089, 2.049256, 1], [3, -0.4434966, 0.7505229, 2.028975, 1], [4, -0.6019904, 0.5005314, 2.02366, 1], [5, -0.6768819, 0.2897606, 2.063818, 1], [6, -0.6066549, 0.07555714, 1.994499, 1], [7, -0.5955331, 0.01004804, 1.96687, 1], [8, -0.2486133, 0.534499, 2.085247, 1], [9, -0.156422, 0.3499411, 2.15144, 1], [10, -0.1230734, 0.2504241, 1.959144, 1], [11, -0.1006168, 0.2333067, 1.909698, 1], [12, -0.4543055, 0.006718932, 2.104505, 1], [13, -0.4582797, -0.3538403, 2.20315, 1], [14, -0.4712801, -0.6522592, 2.25212, 1], [15, -0.4907444, -0.7274996, 2.179395, 1], [16, -0.2943338, 0.01081658, 2.130522, 1], [17, -0.261493, -0.3898043, 2.245004, 1], [18, -0.1893677, -0.6510602, 2.29137, 1], [19, -0.1593665, -0.7092606, 2.22245, 1], [20, -0.4257209, 0.5428585, 2.065426, 1], [21, -0.5843415, -0.05749119, 1.919425, 1], [22, -0.6077859, 0.04815585, 1.900154, 1], [23, -0.04887127, 0.1718546, 1.805083, 1], [24, -0.143484, 0.2099457, 1.9206, 1]]
[[0, -0.3806875, 0.009040021, 2.152465, 1], [1, -0.4076653, 0.3181288, 2.106337, 1], [2, -0.4316312, 0.615815, 2.049469, 1], [3, -0.4432712, 0.7505864, 2.029326, 1], [4, -0.6023738, 0.50062, 2.023379, 1], [5, -0.6768057, 0.2891913, 2.062236, 1], [6, -0.6063706, 0.07279512, 1.996706, 1], [7, -0.5958386, 0.007219202, 1.966849, 1], [8, -0.2488836, 0.5345947, 2.085708, 1], [9, -0.155676, 0.3658864, 2.165182, 1], [10, -0.1237138, 0.3079263, 1.946825, 1], [11, -0.09361193, 0.3051215, 1.889107, 1], [12, -0.4545005, 0.006672541, 2.105003, 1], [13, -0.4583139, -0.3540463, 2.203327, 1], [14, -0.4710077, -0.6519174, 2.252348, 1], [15, -0.4905077, -0.7276214, 2.178728, 1], [16, -0.2948887, 0.01097393, 2.132037, 1], [17, -0.2610802, -0.3898204, 2.24545, 1], [18, -0.1897077, -0.6502315, 2.29147, 1], [19, -0.1589545, -0.7096349, 2.223835, 1], [20, -0.42607, 0.5429507, 2.065702, 1], [21, -0.5817562, -0.06253827, 1.920614, 1], [22, -0.6058862, 0.03947939, 1.895273, 1], [23, -0.04784479, 0.2781348, 1.819828, 1], [24, -0.0591762, 0.3405507, 1.836267, 1]]
[[0, -0.3808674, 0.009006682, 2.153029, 1], [1, -0.4079384, 0.3181168, 2.106648, 1], [2, -0.4319787, 0.6158644, 2.049569, 1], [3, -0.4430378, 0.7506211, 2.029698, 1], [4, -0.6026939, 0.5004452, 2.022692, 1], [5, -0.6772658, 0.2880107, 2.060305, 1], [6, -0.6065166, 0.07085047, 1.997784, 1], [7, -0.5970088, 0.005346294, 1.971449, 1], [8, -0.2492965, 0.5350788, 2.086574, 1], [9, -0.1565344, 0.3525282, 2.137952, 1], [10, -0.1243411, 0.3664263, 1.921557, 1], [11, -0.09241799, 0.3857534, 1.865512, 1], [12, -0.4545401, 0.006645485, 2.105085, 1], [13, -0.457812, -0.3541092, 2.203563, 1], [14, -0.4710194, -0.6519229, 2.252349, 1], [15, -0.4901482, -0.7273741, 2.178133, 1], [16, -0.2952814, 0.01100189, 2.133426, 1], [17, -0.2611816, -0.3899527, 2.245552, 1], [18, -0.1894265, -0.6477996, 2.290742, 1], [19, -0.1590987, -0.7094043, 2.223893, 1], [20, -0.4264027, 0.5429845, 2.065847, 1], [21, -0.583568, -0.06527336, 1.922572, 1], [22, -0.6040179, 0.03725267, 1.898143, 1], [23, -0.05383721, 0.3758977, 1.791745, 1], [24, -0.05441351, 0.4131337, 1.857, 1]]
[[0, -0.3810955, 0.008927876, 2.153379, 1], [1, -0.4081625, 0.3180848, 2.106863, 1], [2, -0.4321703, 0.6158985, 2.049638, 1], [3, -0.4428647, 0.7506474, 2.029937, 1], [4, -0.6026355, 0.5004659, 2.022389, 1], [5, -0.6778181, 0.2873002, 2.059071, 1], [6, -0.6078033, 0.0702302, 1.999172, 1], [7, -0.6003484, 0.005194355, 1.969703, 1], [8, -0.2498803, 0.5352889, 2.087694, 1], [9, -0.1519767, 0.3257086, 2.17906, 1], [10, -0.126114, 0.425195, 1.934859, 1], [11, -0.1125451, 0.4702215, 1.856157, 1], [12, -0.4545938, 0.006594872, 2.105077, 1], [13, -0.4571815, -0.3543131, 2.20357, 1], [14, -0.4709139, -0.6517386, 2.25222, 1], [15, -0.4907127, -0.7279137, 2.178955, 1], [16, -0.2958147, 0.01095908, 2.134576, 1], [17, -0.2612488, -0.3898615, 2.245633, 1], [18, -0.1893279, -0.6475617, 2.290537, 1], [19, -0.1598246, -0.7087984, 2.223081, 1], [20, -0.4266081, 0.5430043, 2.065945, 1], [21, -0.5841737, -0.06527119, 1.919408, 1], [22, -0.6109098, 0.04006848, 1.907105, 1], [23, -0.06852124, 0.4963973, 1.791288, 1], [24, -0.07516564, 0.4881527, 1.834545, 1]]
[[0, -0.3812528, 0.009039767, 2.153945, 1], [1, -0.4082722, 0.3180637, 2.107181, 1], [2, -0.4322226, 0.6158491, 2.049737, 1], [3, -0.4425598, 0.7507076, 2.030474, 1], [4, -0.6027107, 0.5004656, 2.021972, 1], [5, -0.677859, 0.2871268, 2.058944, 1], [6, -0.6089789, 0.06989146, 1.999767, 1], [7, -0.6035753, 0.004658562, 1.969655, 1], [8, -0.2500421, 0.5359861, 2.087636, 1], [9, -0.1295288, 0.3629704, 2.117159, 1], [10, -0.1323339, 0.5160035, 1.932668, 1], [11, -0.1313457, 0.5632135, 1.8919, 1], [12, -0.4546012, 0.006614326, 2.105097, 1], [13, -0.4567298, -0.3536775, 2.203579, 1], [14, -0.4707469, -0.6515482, 2.252392, 1], [15, -0.4903978, -0.728042, 2.178352, 1], [16, -0.296218, 0.01117395, 2.136069, 1], [17, -0.2625291, -0.3874339, 2.245066, 1], [18, -0.1893007, -0.6476004, 2.290525, 1], [19, -0.1602144, -0.708395, 2.222157, 1], [20, -0.4266773, 0.5429571, 2.066085, 1], [21, -0.5870574, -0.06699306, 1.922562, 1], [22, -0.6107375, 0.03927146, 1.902046, 1], [23, -0.1193953, 0.616801, 1.832576, 1], [24, -0.08748311, 0.593739, 1.906, 1]]
[[0, -0.3813022, 0.009075908, 2.15397, 1], [1, -0.4084004, 0.3180683, 2.107304, 1], [2, -0.4324419, 0.6158122, 2.049967, 1], [3, -0.4423684, 0.7505876, 2.030701, 1], [4, -0.6025847, 0.5004652, 2.021748, 1], [5, -0.6780538, 0.2873154, 2.058589, 1], [6, -0.6120772, 0.07049469, 1.999784, 1], [7, -0.6058158, 0.002684806, 1.968484, 1], [8, -0.2500294, 0.5360176, 2.087625, 1], [9, -0.128736, 0.3634083, 2.116617, 1], [10, -0.1453826, 0.5753596, 1.962788, 1], [11, -0.1575952, 0.6210303, 1.944784, 1], [12, -0.4546855, 0.006665817, 2.105004, 1], [13, -0.4570414, -0.3521989, 2.203248, 1], [14, -0.4707409, -0.6515777, 2.252393, 1], [15, -0.4899374, -0.7277491, 2.177388, 1], [16, -0.2962486, 0.01121644, 2.136144, 1], [17, -0.2633657, -0.3841803, 2.244072, 1], [18, -0.188693, -0.6466538, 2.28824, 1], [19, -0.1603161, -0.7081711, 2.222351, 1], [20, -0.4268805, 0.5429319, 2.066287, 1], [21, -0.5899408, -0.06619596, 1.916904, 1], [22, -0.6139662, 0.03208077, 1.897286, 1], [23, -0.1699335, 0.6839313, 1.921347, 1], [24, -0.1376099, 0.6646347, 1.937913, 1]]
[[0, -0.3814057, 0.009320734, 2.153999, 1], [1, -0.4084902, 0.3182418, 2.107515, 1], [2, -0.4325181, 0.6159663, 2.050421, 1], [3, -0.4422416, 0.7506256, 2.03083, 1], [4, -0.6027096, 0.5005172, 2.021696, 1], [5, -0.6783686, 0.2876018, 2.05845, 1], [6, -0.616163, 0.07106746, 2.000356, 1], [7, -0.6101796, 0.003098472, 1.96599, 1], [8, -0.2498306, 0.5366208, 2.087579, 1], [9, -0.1054362, 0.3787692, 2.098679, 1], [10, -0.1433973, 0.5648475, 1.984546, 1], [11, -0.1760883, 0.6375009, 1.987373, 1], [12, -0.4547928, 0.006921027, 2.104763, 1], [13, -0.4566064, -0.3514294, 2.20304, 1], [14, -0.470741, -0.6509906, 2.252885, 1], [15, -0.489916, -0.7271246, 2.177427, 1], [16, -0.2963552, 0.0115456, 2.136344, 1], [17, -0.2626823, -0.3818581, 2.243893, 1], [18, -0.1897428, -0.6437507, 2.287755, 1], [19, -0.1606988, -0.7079134, 2.222188, 1], [20, -0.4269681, 0.5430917, 2.066668, 1], [21, -0.5896327, -0.06794756, 1.912826, 1], [22, -0.6178747, 0.04587635, 1.913176, 1], [23, -0.2245889, 0.6999456, 1.996631, 1], [24, -0.2073414, 0.6006233, 2.0435, 1]]
