[[0, -0.08827999, 0.012761, 2.796305, 1], [1, -0.08739468, 0.3073909, 2.760304, 1], [2, -0.08754303, 0.5942653, 2.713265, 1], [3, -0.09078209, 0.7316808, 2.70783, 1], [4, -0.2303748, 0.4692681, 2.654979, 1], [5, -0.1667768, 0.2211146, 2.574088, 1], [6, -0.06743786, 0.06902988, 2.476935, 1], [7, -0.05884007, 0.04018457, 2.454686, 1], [8, 0.05937286, 0.4867944, 2.685372, 1], [9, 0.009707096, 0.2337981, 2.595896, 1], [10, -0.05649123, 0.07344192, 2.483954, 1], [11, -0.06463934, 0.05958192, 2.45806, 1], [12, -0.1556359, 0.01170239, 2.754984, 1], [13, -0.169562, -0.2562824, 2.818603, 1], [14, -0.2087981, -0.5785359, 2.877496, 1], [15, -0.2177867, -0.6503115, 2.811944, 1], [16, -0.01876832, 0.01357297, 2.76798, 1], [17, -0.03098494, -0.260188, 2.830069, 1], [18, -0.01129548, -0.5737023, 2.888336, 1], [19, -0.003324203, -0.6467882, 2.819335, 1], [20, -0.08738686, 0.523722, 2.72722, 1], [21, -0.05879068, 0.005012863, 2.439955, 1], [22, -0.05298964, 0.04876356, 2.423834, 1], [23, -0.05942864, 0.006339694, 2.438922, 1], [24, -0.05933109, -0.0002933882, 2.435, 1]]
[[0, -0.08845833, 0.01291469, 2.796833, 1], [1, -0.08784857, 0.3074853, 2.760885, 1], [2, -0.08805637, 0.5942466, 2.713746, 1], [3, -0.09114344, 0.7316206, 2.708137, 1], [4, -0.2305891, 0.4692701, 2.655016, 1], [5, -0.1788058, 0.2667974, 2.572865, 1], [6, -0.08807142, 0.09905605, 2.497211, 1], [7, -0.06220035, 0.06793671, 2.452727, 1], [8, 0.05871942, 0.486925, 2.685091, 1], [9, 0.01026339, 0.2369424, 2.591587, 1], [10, -0.0552419, 0.07653701, 2.479249, 1], [11, -0.06272048, 0.06151743, 2.450723, 1], [12, -0.1558461, 0.01183163, 2.755457, 1], [13, -0.1704249, -0.2557913, 2.819555, 1], [14, -0.2089866, -0.577913, 2.877923, 1], [15, -0.2182091, -0.6503712, 2.811592, 1], [16, -0.01890072, 0.0137378, 2.768542, 1], [17, -0.03017582, -0.260903, 2.830722, 1], [18, -0.01124702, -0.5739708, 2.888537, 1], [19, -0.003115108, -0.6469693, 2.818799, 1], [20, -0.08791463, 0.5237295, 2.727723, 1], [21, -0.05614663, 0.006358672, 2.440755, 1], [22, -0.05134261, 0.08872566, 2.425067, 1], [23, -0.05928324, 0.01293443, 2.43263, 1], [24, -0.06535136, 0.01701438, 2.436, 1]]
[[0, -0.0886939, 0.01320809, 2.797084, 1], [1, -0.08815122, 0.307783, 2.761234, 1], [2, -0.08825494, 0.5944694, 2.714086, 1], [3, -0.09161209, 0.7317563, 2.70857, 1], [4, -0.2306588, 0.4693456, 2.654769, 1], [5, -0.1752496, 0.26134, 2.563558, 1], [6, -0.0781359, 0.1001697, 2.481014, 1], [7, -0.06035665, 0.07283139, 2.432836, 1], [8, 0.05833808, 0.4871965, 2.684881, 1], [9, 0.01372784, 0.245591, 2.583269, 1], [10, -0.04533212, 0.09360442, 2.455454, 1], [11, -0.06238547, 0.0667335, 2.43113, 1], [12, -0.1561252, 0.01204485, 2.75583, 1], [13, -0.1704047, -0.2557915, 2.819719, 1], [14, -0.2090296, -0.5778566, 2.877888, 1], [15, -0.2188421, -0.6504849, 2.811695, 1], [16, -0.01910222, 0.01411121, 2.768688, 1], [17, -0.02949975, -0.2609431, 2.830902, 1], [18, -0.01136742, -0.5728657, 2.888292, 1], [19, -0.004166762, -0.6473008, 2.819717, 1], [20, -0.08815462, 0.5239705, 2.728061, 1], [21, -0.05947899, 0.02074022, 2.413954, 1], [22, -0.05219106, 0.09686186, 2.401, 1], [23, -0.05880475, 0.01942869, 2.413255, 1], [24, -0.04736246, 0.0426065, 2.41775, 1]]
[[0, -0.08953908, 0.01359078, 2.797786, 1], [1, -0.08866093, 0.3077406, 2.761719, 1], [2, -0.08845773, 0.594133, 2.714413, 1], [3, -0.09214246, 0.7319626, 2.70975, 1], [4, -0.2306341, 0.4695292, 2.654223, 1], [5, -0.1709895, 0.2658966, 2.557722, 1], [6, -0.07697953, 0.1139464, 2.454396, 1], [7, -0.05646004, 0.08264248, 2.413641, 1], [8, 0.0568809, 0.487236, 2.683785, 1], [9, 0.01703593, 0.2548428, 2.575107, 1], [10, -0.03794597, 0.09917472, 2.450055, 1], [11, -0.05836513, 0.07364891, 2.413284, 1], [12, -0.1570896, 0.01237819, 2.756989, 1], [13, -0.1709009, -0.2555869, 2.820016, 1], [14, -0.2093278, -0.5783473, 2.878004, 1], [15, -0.2194049, -0.6511946, 2.807214, 1], [16, -0.01983514, 0.01451511, 2.76903, 1], [17, -0.02926851, -0.2608759, 2.830999, 1], [18, -0.0114188, -0.5728147, 2.888313, 1], [19, -0.003408622, -0.647322, 2.819279, 1], [20, -0.08843041, 0.5237067, 2.728407, 1], [21, -0.05458672, 0.03589721, 2.398299, 1], [22, -0.04916907, 0.1118213, 2.379857, 1], [23, -0.05827358, 0.03178884, 2.4033, 1], [24, -0.05981188, 0.0172157, 2.409667, 1]]
[[0, -0.08980632, 0.01391083, 2.797995, 1], [1, -0.08905027, 0.3079368, 2.761889, 1], [2, -0.08882309, 0.5941743, 2.714496, 1], [3, -0.09276158, 0.7324928, 2.710717, 1], [4, -0.2304849, 0.4698461, 2.65332, 1], [5, -0.1643094, 0.2728209, 2.535731, 1], [6, -0.06647696, 0.1225306, 2.43358, 1], [7, -0.05643507, 0.1216552, 2.393772, 1], [8, 0.05545036, 0.4869771, 2.682483, 1], [9, 0.02092259, 0.2686881, 2.558017, 1], [10, -0.04380384, 0.1373777, 2.410233, 1], [11, -0.05718338, 0.1006824, 2.388097, 1], [12, -0.1575151, 0.01280461, 2.757591, 1], [13, -0.1700594, -0.25613, 2.821093, 1], [14, -0.2093552, -0.5786109, 2.877931, 1], [15, -0.2195413, -0.6513702, 2.807175, 1], [16, -0.02000569, 0.01477236, 2.768996, 1], [17, -0.02860598, -0.2613351, 2.831765, 1], [18, -0.01157253, -0.5724168, 2.88818, 1], [19, -0.003805458, -0.6472808, 2.81871, 1], [20, -0.08882186, 0.5237842, 2.728509, 1], [21, -0.05104448, 0.06718727, 2.358751, 1], [22, -0.02646071, 0.1373195, 2.4044, 1], [23, -0.05450293, 0.05841305, 2.368952, 1], [24, -0.05925656, 0.04526057, 2.387333, 1]]
[[0, -0.09024449, 0.0146999, 2.798185, 1], [1, -0.08953311, 0.3085708, 2.762482, 1], [2, -0.08924331, 0.5946272, 2.715549, 1], [3, -0.09307398, 0.7325563, 2.711318, 1], [4, -0.2297394, 0.4718942, 2.651535, 1], [5, -0.1612591, 0.2790557, 2.510109, 1], [6, -0.05483318, 0.1593346, 2.378051, 1], [7, -0.05585295, 0.1540759, 2.370239, 1], [8, 0.0539666, 0.4875357, 2.680965, 1], [9, 0.01766925, 0.2792223, 2.530316, 1], [10, -0.03029825, 0.199096, 2.430355, 1], [11, -0.05433794, 0.1593099, 2.374145, 1], [12, -0.1581997, 0.01386018, 2.758571, 1], [13, -0.1701189, -0.2564389, 2.821706, 1], [14, -0.2093747, -0.5786871, 2.877893, 1], [15, -0.2197832, -0.6514981, 2.810637, 1], [16, -0.02034069, 0.01553261, 2.768584, 1], [17, -0.02819679, -0.2615258, 2.832011, 1], [18, -0.01160573, -0.5724345, 2.8882, 1], [19, -0.01103705, -0.6481166, 2.816277, 1], [20, -0.08927519, 0.5242809, 2.729424, 1], [21, -0.04480059, 0.09959784, 2.327245, 1], [22, -0.02509148, 0.1785197, 2.372222, 1], [23, -0.05554722, 0.1060838, 2.335457, 1], [24, -0.08780081, 0.1814075, 2.381909, 1]]
[[0, -0.0916198, 0.01645482, 2.798527, 1], [1, -0.09025223, 0.3096718, 2.763328, 1], [2, -0.08938822, 0.5953061, 2.716867, 1], [3, -0.093585, 0.7326616, 2.71228, 1], [4, -0.2284518, 0.4746358, 2.648776, 1], [5, -0.1692982, 0.3221996, 2.512938, 1], [6, -0.07292224, 0.1850352, 2.390952, 1], [7, -0.05103298, 0.1772542, 2.339592, 1], [8, 0.05697376, 0.4874243, 2.683102, 1], [9, 0.02575406, 0.3153067, 2.528244, 1], [10, -0.0159611, 0.1843388, 2.371499, 1], [11, -0.0467331, 0.1744231, 2.337648, 1], [12, -0.1598068, 0.01592105, 2.760115, 1], [13, -0.1706123, -0.2564503, 2.822269, 1], [14, -0.2094827, -0.5841984, 2.876942, 1], [15, -0.2202615, -0.6546624, 2.806946, 1], [16, -0.02161331, 0.01715377, 2.767842, 1], [17, -0.02801913, -0.2614115, 2.832028, 1], [18, -0.01150961, -0.5723625, 2.888132, 1], [19, -0.01049531, -0.6490102, 2.816296, 1], [20, -0.08957226, 0.5250416, 2.730592, 1], [21, -0.04201302, 0.1288608, 2.296919, 1], [22, -0.02083179, 0.1982584, 2.338667, 1], [23, -0.0489563, 0.1227971, 2.305139, 1], [24, -0.07251497, 0.1926952, 2.326889, 1]]
[[0, -0.09304211, 0.0188269, 2.798846, 1], [1, -0.09259206, 0.3119474, 2.763847, 1], [2, -0.09243714, 0.5972553, 2.717509, 1], [3, -0.094413, 0.7328014, 2.713353, 1], [4, -0.225174, 0.4787529, 2.64569, 1], [5, -0.1685848, 0.3376172, 2.496165, 1], [6, -0.07530355, 0.2181892, 2.353512, 1], [7, -0.04818247, 0.2163144, 2.313283, 1], [8, 0.04954858, 0.4931821, 2.67762, 1], [9, 0.02371402, 0.3235424, 2.486444, 1], [10, -0.04160316, 0.2228903, 2.315416, 1], [11, -0.04539974, 0.222403, 2.315934, 1], [12, -0.1613236, 0.01845508, 2.761134, 1], [13, -0.1727523, -0.2578438, 2.823713, 1], [14, -0.209619, -0.5828618, 2.876956, 1], [15, -0.2202445, -0.6545555, 2.806814, 1], [16, -0.02281136, 0.0191917, 2.767401, 1], [17, -0.02774476, -0.2614783, 2.832206, 1], [18, -0.01149287, -0.5729744, 2.887749, 1], [19, -0.00724828, -0.6486139, 2.816324, 1], [20, -0.09247967, 0.5270903, 2.731211, 1], [21, -0.03785126, 0.1740246, 2.275262, 1], [22, -0.02086004, 0.2326833, 2.311875, 1], [23, -0.04350313, 0.1725931, 2.273221, 1], [24, -0.07201794, 0.2422612, 2.311231, 1]]
[[0, -0.09491662, 0.0237612, 2.79909, 1], [1, -0.09329342, 0.3145481, 2.764866, 1], [2, -0.0923168, 0.5984915, 2.719008, 1], [3, -0.09505227, 0.7328343, 2.715208, 1], [4, -0.2198713, 0.490796, 2.644695, 1], [5, -0.1666424, 0.3568912, 2.486936, 1], [6, -0.06641915, 0.27057, 2.325468, 1], [7, -0.04444589, 0.2663624, 2.28861, 1], [8, 0.04337916, 0.5010309, 2.67473, 1], [9, 0.02343848, 0.3416639, 2.476716, 1], [10, -0.04457156, 0.2613227, 2.295918, 1], [11, -0.0429533, 0.2732992, 2.294188, 1], [12, -0.1628591, 0.02347882, 2.761758, 1], [13, -0.1739674, -0.2562818, 2.823457, 1], [14, -0.2095312, -0.582015, 2.877226, 1], [15, -0.2201884, -0.6543615, 2.807142, 1], [16, -0.02480857, 0.0236617, 2.767088, 1], [17, -0.02717113, -0.2607878, 2.832214, 1], [18, -0.01159659, -0.5731855, 2.887825, 1], [19, -0.005781707, -0.6484156, 2.816338, 1], [20, -0.09254862, 0.5285802, 2.732572, 1], [21, -0.03304404, 0.2153808, 2.230399, 1], [22, -0.02541146, 0.2928221, 2.2875, 1], [23, -0.04233839, 0.2193262, 2.239697, 1], [24, -0.07483562, 0.272351, 2.302, 1]]
[[0, -0.09409665, 0.02693571, 2.798882, 1], [1, -0.09454507, 0.3183423, 2.763871, 1], [2, -0.09618045, 0.6030921, 2.716834, 1], [3, -0.09513032, 0.7328519, 2.715835, 1], [4, -0.2233321, 0.4903319, 2.649366, 1], [5, -0.1648624, 0.3964824, 2.465296, 1], [6, -0.0603532, 0.3158291, 2.303578, 1], [7, -0.04438151, 0.3226762, 2.276832, 1], [8, 0.04274006, 0.5043678, 2.674325, 1], [9, 0.03746142, 0.4064625, 2.483051, 1], [10, 0.0004038929, 0.3127736, 2.299444, 1], [11, -0.03232696, 0.3148118, 2.264236, 1], [12, -0.1622473, 0.0251972, 2.761979, 1], [13, -0.1739973, -0.2561654, 2.82365, 1], [14, -0.2096031, -0.5822149, 2.877347, 1], [15, -0.2206116, -0.655247, 2.811816, 1], [16, -0.02372114, 0.02864876, 2.766048, 1], [17, -0.02676714, -0.2600217, 2.831961, 1], [18, -0.01194836, -0.573576, 2.88793, 1], [19, -0.007733454, -0.6502406, 2.816809, 1], [20, -0.09569094, 0.5329921, 2.730747, 1], [21, -0.02330706, 0.2820967, 2.2138, 1], [22, -0.004284715, 0.3233078, 2.28675, 1], [23, -0.02971457, 0.27106, 2.208789, 1], [24, -0.06181745, 0.3057263, 2.2623, 1]]
[[0, -0.09371915, 0.03233502, 2.797313, 1], [1, -0.09595856, 0.3221423, 2.762089, 1], [2, -0.09865741, 0.6053339, 2.714937, 1], [3, -0.09484603, 0.7335573, 2.716214, 1], [4, -0.2246296, 0.4957996, 2.652389, 1], [5, -0.2012708, 0.422829, 2.451213, 1], [6, -0.05976642, 0.365432, 2.309996, 1], [7, -0.03991101, 0.376332, 2.263172, 1], [8, 0.04056754, 0.5104586, 2.675301, 1], [9, 0.03697552, 0.414106, 2.483162, 1], [10, 0.005467759, 0.3760744, 2.279226, 1], [11, -0.03080015, 0.3652865, 2.238237, 1], [12, -0.161641, 0.02994501, 2.758384, 1], [13, -0.1756565, -0.2549656, 2.823401, 1], [14, -0.2094675, -0.582028, 2.877326, 1], [15, -0.2216015, -0.6549608, 2.813507, 1], [16, -0.0235081, 0.03487874, 2.766375, 1], [17, -0.02558349, -0.2595422, 2.831696, 1], [18, -0.01182875, -0.5734119, 2.887862, 1], [19, -0.007949601, -0.6491672, 2.817041, 1], [20, -0.09795016, 0.5356088, 2.728883, 1], [21, -0.01457486, 0.3492359, 2.196101, 1], [22, 0.003463701, 0.3674793, 2.272167, 1], [23, -0.02513319, 0.3387852, 2.178807, 1], [24, -0.04190356, 0.3259262, 2.230818, 1]]
