[[0, 0.115429, 0.001522793, 2.615938, 1], [1, 0.1032237, 0.3236097, 2.589934, 1], [2, 0.09137618, 0.6353522, 2.550595, 1], [3, 0.08969329, 0.7806063, 2.545167, 1], [4, -0.0803734, 0.5038773, 2.538302, 1], [5, -0.1072184, 0.2452141, 2.557237, 1], [6, -0.1160657, 0.03782009, 2.536541, 1], [7, -0.1024146, -0.02488745, 2.521096, 1], [8, 0.2667585, 0.5062115, 2.535868, 1], [9, 0.3147323, 0.2528796, 2.565757, 1], [10, 0.3304057, 0.03740255, 2.540506, 1], [11, 0.3134794, -0.009783857, 2.547534, 1], [12, 0.03282167, 0.0001512632, 2.580705, 1], [13, 0.0276023, -0.3235877, 2.619141, 1], [14, 0.02897734, -0.6238073, 2.680996, 1], [15, -0.0001010709, -0.6802256, 2.606584, 1], [16, 0.1946344, 0.002873719, 2.573835, 1], [17, 0.20218, -0.3244415, 2.644706, 1], [18, 0.1724129, -0.6305149, 2.689687, 1], [19, 0.2075227, -0.6805944, 2.609729, 1], [20, 0.09430423, 0.558886, 2.562787, 1], [21, -0.1058891, -0.09628449, 2.529348, 1], [22, -0.06268018, -0.03823336, 2.508091, 1], [23, 0.3166402, -0.07907253, 2.552914, 1], [24, 0.2770792, -0.01478629, 2.523655, 1]]
[[0, 0.1179645, 0.001620901, 2.614804, 1], [1, 0.1060558, 0.3234262, 2.589362, 1], [2, 0.0943999, 0.6348388, 2.5507, 1], [3, 0.09365479, 0.7808577, 2.544379, 1], [4, -0.07935049, 0.5038453, 2.538825, 1], [5, -0.1055521, 0.2450766, 2.5575, 1], [6, -0.1111006, 0.04247331, 2.532753, 1], [7, -0.0938153, -0.02653048, 2.515388, 1], [8, 0.2667885, 0.506052, 2.535856, 1], [9, 0.3160175, 0.2528723, 2.565214, 1], [10, 0.3306504, 0.03564381, 2.541689, 1], [11, 0.313984, -0.01609545, 2.550883, 1], [12, 0.03556222, 0.0003455471, 2.578764, 1], [13, 0.03375556, -0.3196055, 2.611587, 1], [14, 0.04279904, -0.6227539, 2.678032, 1], [15, 0.005316701, -0.6809295, 2.61769, 1], [16, 0.1969929, 0.002885652, 2.573356, 1], [17, 0.2021603, -0.324343, 2.645578, 1], [18, 0.1733698, -0.6303174, 2.690156, 1], [19, 0.206546, -0.6800985, 2.609676, 1], [20, 0.09730548, 0.5584605, 2.562714, 1], [21, -0.09011967, -0.09586217, 2.518274, 1], [22, -0.05401552, -0.03772697, 2.495875, 1], [23, 0.3180121, -0.08576535, 2.563403, 1], [24, 0.279132, -0.05192135, 2.527333, 1]]
[[0, 0.1216188, 0.00134418, 2.613159, 1], [1, 0.1091585, 0.3231151, 2.588384, 1], [2, 0.09682121, 0.6344931, 2.550342, 1], [3, 0.09536652, 0.7806495, 2.544189, 1], [4, -0.07785075, 0.5039445, 2.538998, 1], [5, -0.1051255, 0.2452113, 2.557137, 1], [6, -0.1089154, 0.04309276, 2.52944, 1], [7, -0.09182468, -0.02345241, 2.51408, 1], [8, 0.268587, 0.5049403, 2.53541, 1], [9, 0.3172647, 0.2516321, 2.564635, 1], [10, 0.3313471, 0.03372569, 2.543716, 1], [11, 0.3142652, -0.01708006, 2.552777, 1], [12, 0.03936407, 0.0001291297, 2.576825, 1], [13, 0.03564574, -0.3206253, 2.611342, 1], [14, 0.04657221, -0.622026, 2.675459, 1], [15, 0.007338176, -0.6819509, 2.615633, 1], [16, 0.2003293, 0.002555156, 2.572052, 1], [17, 0.2024538, -0.3253849, 2.647655, 1], [18, 0.1730478, -0.6297526, 2.689456, 1], [19, 0.2064638, -0.6799662, 2.609659, 1], [20, 0.09991256, 0.5581234, 2.562209, 1], [21, -0.0890028, -0.09890336, 2.524287, 1], [22, -0.05283228, -0.03144105, 2.500188, 1], [23, 0.3152411, -0.08648774, 2.560855, 1], [24, 0.2755991, -0.01753285, 2.526333, 1]]
[[0, 0.1220697, 0.001177585, 2.612299, 1], [1, 0.1096292, 0.323024, 2.588193, 1], [2, 0.09754629, 0.634399, 2.550672, 1], [3, 0.09728216, 0.7806557, 2.544789, 1], [4, -0.07779938, 0.5039263, 2.539026, 1], [5, -0.1048574, 0.2450588, 2.55639, 1], [6, -0.1075106, 0.04357384, 2.526953, 1], [7, -0.08934949, -0.02104862, 2.513025, 1], [8, 0.2707663, 0.5036331, 2.535902, 1], [9, 0.3177228, 0.2498822, 2.564535, 1], [10, 0.3312025, 0.03333875, 2.543964, 1], [11, 0.3128207, -0.01519664, 2.552481, 1], [12, 0.03982785, 3.21913e-05, 2.575833, 1], [13, 0.03815941, -0.3223917, 2.613165, 1], [14, 0.04800159, -0.6218141, 2.67475, 1], [15, 0.01534329, -0.6809556, 2.610305, 1], [16, 0.2007398, 0.002330462, 2.571343, 1], [17, 0.2026156, -0.3266781, 2.649149, 1], [18, 0.1730987, -0.6294978, 2.689423, 1], [19, 0.2065437, -0.6799451, 2.609933, 1], [20, 0.1005439, 0.5580353, 2.562377, 1], [21, -0.08359762, -0.09463346, 2.521213, 1], [22, -0.052001, -0.02212958, 2.494541, 1], [23, 0.3155451, -0.08587332, 2.56669, 1], [24, 0.2768019, -0.02173048, 2.527053, 1]]
[[0, 0.1221969, 0.001252215, 2.612013, 1], [1, 0.1098122, 0.3230801, 2.58814, 1], [2, 0.09786655, 0.6344724, 2.550872, 1], [3, 0.09847572, 0.7806249, 2.544864, 1], [4, -0.07728738, 0.5038168, 2.538682, 1], [5, -0.1053891, 0.2450939, 2.556256, 1], [6, -0.1066006, 0.04531168, 2.524498, 1], [7, -0.09028269, -0.02187655, 2.514118, 1], [8, 0.2712979, 0.5038079, 2.536331, 1], [9, 0.3171544, 0.2497817, 2.564632, 1], [10, 0.3303109, 0.03264117, 2.545063, 1], [11, 0.3113807, -0.01915582, 2.554173, 1], [12, 0.04000829, 0.000116405, 2.57532, 1], [13, 0.0377055, -0.3232363, 2.615705, 1], [14, 0.04822749, -0.6217801, 2.674658, 1], [15, 0.01745186, -0.6805508, 2.60874, 1], [16, 0.2008133, 0.002384104, 2.571227, 1], [17, 0.2019405, -0.3269042, 2.650068, 1], [18, 0.1741768, -0.6287166, 2.689672, 1], [19, 0.2067279, -0.6802011, 2.611028, 1], [20, 0.1008238, 0.5581028, 2.562495, 1], [21, -0.08499114, -0.09536026, 2.527322, 1], [22, -0.05142551, -0.03057802, 2.496012, 1], [23, 0.3166548, -0.09062938, 2.568334, 1], [24, 0.2773513, -0.02367714, 2.526482, 1]]
[[0, 0.1213573, 0.001484212, 2.61101, 1], [1, 0.1096867, 0.3232099, 2.587885, 1], [2, 0.09791902, 0.6345479, 2.550878, 1], [3, 0.09903256, 0.7807964, 2.544802, 1], [4, -0.07747826, 0.5041687, 2.53841, 1], [5, -0.105337, 0.245411, 2.555954, 1], [6, -0.1065839, 0.0456388, 2.523846, 1], [7, -0.0922366, -0.02121218, 2.513366, 1], [8, 0.2715338, 0.5037048, 2.53661, 1], [9, 0.3159069, 0.2493319, 2.564542, 1], [10, 0.3286258, 0.03104634, 2.545321, 1], [11, 0.3102035, -0.01893528, 2.550593, 1], [12, 0.03921181, 0.0004169891, 2.574312, 1], [13, 0.03655685, -0.3227259, 2.618104, 1], [14, 0.05015203, -0.6195083, 2.674843, 1], [15, 0.01942403, -0.6801559, 2.607619, 1], [16, 0.199955, 0.002533624, 2.570267, 1], [17, 0.201105, -0.3269404, 2.649974, 1], [18, 0.174455, -0.6288748, 2.689775, 1], [19, 0.2067804, -0.680198, 2.611789, 1], [20, 0.1008479, 0.5581709, 2.562469, 1], [21, -0.09022031, -0.09515192, 2.525898, 1], [22, -0.05116606, -0.03505484, 2.493023, 1], [23, 0.3124761, -0.08711357, 2.560118, 1], [24, 0.2764691, -0.030659, 2.526135, 1]]
[[0, 0.1195707, 0.001402615, 2.60989, 1], [1, 0.1090215, 0.3232375, 2.587499, 1], [2, 0.0978147, 0.6345806, 2.550884, 1], [3, 0.09917291, 0.7806991, 2.544713, 1], [4, -0.07815319, 0.5041766, 2.536888, 1], [5, -0.1061367, 0.2454667, 2.554696, 1], [6, -0.1075408, 0.0450685, 2.522078, 1], [7, -0.09619359, -0.020526, 2.514002, 1], [8, 0.2714204, 0.5031607, 2.536944, 1], [9, 0.3132968, 0.2481662, 2.56392, 1], [10, 0.3267187, 0.02994335, 2.54511, 1], [11, 0.3060895, -0.02646462, 2.546711, 1], [12, 0.03742805, 0.0002874079, 2.572736, 1], [13, 0.03497858, -0.3225012, 2.620451, 1], [14, 0.05029927, -0.6196249, 2.674752, 1], [15, 0.01748176, -0.6813504, 2.60671, 1], [16, 0.1981694, 0.002490526, 2.569556, 1], [17, 0.1985382, -0.3264923, 2.647781, 1], [18, 0.1744741, -0.6285198, 2.689246, 1], [19, 0.2056847, -0.6794764, 2.612033, 1], [20, 0.100668, 0.5582083, 2.562427, 1], [21, -0.09036262, -0.09574146, 2.532556, 1], [22, -0.05280986, -0.02930944, 2.494779, 1], [23, 0.3136209, -0.1000791, 2.557024, 1], [24, 0.2728965, -0.02823798, 2.52257, 1]]
[[0, 0.1164154, 0.00116109, 2.609019, 1], [1, 0.107137, 0.3230147, 2.586857, 1], [2, 0.09701148, 0.6344109, 2.550651, 1], [3, 0.09915169, 0.7806336, 2.544587, 1], [4, -0.0801651, 0.5037579, 2.53585, 1], [5, -0.1096356, 0.2450657, 2.552558, 1], [6, -0.1096668, 0.04497687, 2.521451, 1], [7, -0.1009031, -0.01744154, 2.516869, 1], [8, 0.2704266, 0.502229, 2.537754, 1], [9, 0.3114416, 0.2469662, 2.56403, 1], [10, 0.3251906, 0.02826811, 2.544941, 1], [11, 0.3047834, -0.02531805, 2.54828, 1], [12, 0.03421113, -0.0002004938, 2.570977, 1], [13, 0.03383935, -0.3222898, 2.622509, 1], [14, 0.05033233, -0.6194564, 2.674673, 1], [15, 0.01776064, -0.681316, 2.608189, 1], [16, 0.1949798, 0.002466508, 2.569499, 1], [17, 0.1976649, -0.3269266, 2.645535, 1], [18, 0.1741221, -0.628535, 2.689048, 1], [19, 0.2054937, -0.6791546, 2.611971, 1], [20, 0.09963983, 0.5580269, 2.562103, 1], [21, -0.09933986, -0.088762, 2.524405, 1], [22, -0.05702544, -0.02513147, 2.495331, 1], [23, 0.3043611, -0.1086103, 2.566529, 1], [24, 0.2668949, -0.03630891, 2.517125, 1]]
[[0, 0.1117218, 0.000577488, 2.608479, 1], [1, 0.1029318, 0.3221328, 2.585932, 1], [2, 0.09356637, 0.6332933, 2.549702, 1], [3, 0.09841439, 0.7801797, 2.543992, 1], [4, -0.08273875, 0.503305, 2.53388, 1], [5, -0.1129459, 0.2447492, 2.550937, 1], [6, -0.1131879, 0.04570727, 2.521341, 1], [7, -0.1048184, -0.01635582, 2.519349, 1], [8, 0.2680863, 0.5005661, 2.538679, 1], [9, 0.3081538, 0.245021, 2.564206, 1], [10, 0.3233404, 0.0255766, 2.54579, 1], [11, 0.3084015, -0.02946626, 2.549211, 1], [12, 0.02983486, -0.0007616093, 2.569766, 1], [13, 0.02993197, -0.319632, 2.624917, 1], [14, 0.04984051, -0.6197749, 2.673983, 1], [15, 0.02034778, -0.6809383, 2.607558, 1], [16, 0.1900991, 0.001877112, 2.569719, 1], [17, 0.1953476, -0.3291893, 2.639858, 1], [18, 0.1749616, -0.6287475, 2.687605, 1], [19, 0.2059245, -0.679535, 2.61139, 1], [20, 0.09599418, 0.5569675, 2.56114, 1], [21, -0.1033969, -0.08296351, 2.527406, 1], [22, -0.05839582, -0.03500446, 2.496902, 1], [23, 0.31421, -0.1040311, 2.561648, 1], [24, 0.2737525, -0.04705444, 2.518, 1]]
[[0, 0.1082482, 1.388603e-05, 2.608688, 1], [1, 0.0982585, 0.3211969, 2.584963, 1], [2, 0.08754923, 0.6318587, 2.547378, 1], [3, 0.09604064, 0.7790527, 2.542684, 1], [4, -0.08666801, 0.5021743, 2.530802, 1], [5, -0.1187418, 0.24408, 2.549433, 1], [6, -0.1183053, 0.04599352, 2.521868, 1], [7, -0.114735, -0.01454573, 2.525751, 1], [8, 0.2644256, 0.4990809, 2.540067, 1], [9, 0.3022747, 0.2431171, 2.565208, 1], [10, 0.3226135, 0.02459815, 2.546177, 1], [11, 0.3087103, -0.02730878, 2.550238, 1], [12, 0.02657765, -0.001772117, 2.569382, 1], [13, 0.02613866, -0.320911, 2.627687, 1], [14, 0.04696917, -0.6210682, 2.672835, 1], [15, 0.01038007, -0.6872163, 2.600293, 1], [16, 0.1864254, 0.00178474, 2.570598, 1], [17, 0.1976523, -0.3290914, 2.624413, 1], [18, 0.1753095, -0.6305184, 2.686236, 1], [19, 0.2054337, -0.6802682, 2.610435, 1], [20, 0.0903155, 0.5556745, 2.559174, 1], [21, -0.1134613, -0.08541994, 2.53245, 1], [22, -0.07061958, -0.02916167, 2.503454, 1], [23, 0.312855, -0.1008082, 2.569307, 1], [24, 0.2743942, -0.04863905, 2.510857, 1]]
[[0, 0.104584, -0.0004657903, 2.609831, 1], [1, 0.09347088, 0.3202093, 2.584846, 1], [2, 0.08144404, 0.6302387, 2.54591, 1], [3, 0.09259958, 0.7791163, 2.541295, 1], [4, -0.09209748, 0.501359, 2.529243, 1], [5, -0.1233402, 0.2432899, 2.548709, 1], [6, -0.1248973, 0.04427683, 2.524525, 1], [7, -0.1191949, -0.01927147, 2.531936, 1], [8, 0.258552, 0.4971385, 2.542004, 1], [9, 0.2981971, 0.2414601, 2.567053, 1], [10, 0.3225341, 0.02334368, 2.547764, 1], [11, 0.3107311, -0.02817334, 2.556467, 1], [12, 0.02369429, -0.002840189, 2.569747, 1], [13, 0.01684426, -0.3194492, 2.629519, 1], [14, 0.04317411, -0.6192766, 2.673583, 1], [15, 0.01660633, -0.6834735, 2.603107, 1], [16, 0.1818866, 0.00206749, 2.572786, 1], [17, 0.2067803, -0.3254486, 2.602413, 1], [18, 0.1751615, -0.6314965, 2.682783, 1], [19, 0.2054043, -0.6811464, 2.60706, 1], [20, 0.08454338, 0.5542265, 2.55806, 1], [21, -0.1188184, -0.08634405, 2.533577, 1], [22, -0.07118593, -0.01737777, 2.501714, 1], [23, 0.3092437, -0.1048676, 2.560726, 1], [24, 0.2729598, -0.02523365, 2.511353, 1]]
