[[0, 0.1310596, -0.487028, 2.157479, 1], [1, 0.1089286, -0.2520832, 2.233563, 1], [2, 0.08978187, -0.02087472, 2.294465, 1], [3, 0.08506528, 0.1109831, 2.302152, 1], [4, -0.03096699, -0.1178607, 2.164109, 1], [5, -0.03530517, -0.3139964, 2.028121, 1], [6, -0.02233154, -0.4647824, 1.906985, 1], [7, 0.01996937, -0.4837609, 1.864662, 1], [8, 0.3015602, -0.09223529, 2.327089, 1], [9, 0.5162481, -0.1215907, 2.271686, 1], [10, 0.5959691, -0.1028736, 2.078444, 1], [11, 0.6226692, -0.0726558, 2.001665, 1], [12, 0.05761081, -0.4745062, 2.098389, 1], [13, -0.04124551, -0.5215523, 1.776552, 1], [14, -0.05558049, -0.9161279, 1.714192, 1], [15, -0.128405, -0.9706289, 1.681338, 1], [16, 0.2012668, -0.486772, 2.160117, 1], [17, 0.2327567, -0.5197266, 1.763322, 1], [18, 0.2126307, -0.9289292, 1.713556, 1], [19, 0.2546515, -0.9641942, 1.591119, 1], [20, 0.09423807, -0.07867693, 2.281411, 1], [21, 0.05324804, -0.5422562, 1.820886, 1], [22, 0.06013159, -0.468219, 1.8684, 1], [23, 0.6745275, -0.06106969, 1.962788, 1], [24, 0.5948173, -0.04304599, 1.988303, 1]]
[[0, 0.1315003, -0.486219, 2.157646, 1], [1, 0.1092626, -0.2517219, 2.233634, 1], [2, 0.08983754, -0.0208454, 2.294857, 1], [3, 0.08514743, 0.1110467, 2.302312, 1], [4, -0.02995331, -0.1165231, 2.163421, 1], [5, -0.03357949, -0.3183186, 2.025856, 1], [6, -0.02290763, -0.4687268, 1.903998, 1], [7, 0.02052417, -0.48832, 1.861889, 1], [8, 0.3014129, -0.08960509, 2.330548, 1], [9, 0.5164426, -0.1140287, 2.273275, 1], [10, 0.5923148, -0.08735296, 2.074016, 1], [11, 0.6155327, -0.05813998, 2.001837, 1], [12, 0.05854463, -0.4734958, 2.098374, 1], [13, -0.04102517, -0.5188099, 1.778234, 1], [14, -0.05591077, -0.9160084, 1.713468, 1], [15, -0.1279027, -0.9715044, 1.681633, 1], [16, 0.2013305, -0.4860756, 2.160433, 1], [17, 0.2328983, -0.5197754, 1.763322, 1], [18, 0.2117129, -0.9288587, 1.713079, 1], [19, 0.2547216, -0.9641441, 1.591109, 1], [20, 0.09437158, -0.07853862, 2.281671, 1], [21, 0.05319846, -0.5469262, 1.820042, 1], [22, 0.05148078, -0.455112, 1.87815, 1], [23, 0.6592791, -0.06798117, 1.950193, 1], [24, 0.5869499, -0.02750964, 1.986334, 1]]
[[0, 0.1312935, -0.4861109, 2.157763, 1], [1, 0.1092057, -0.2515914, 2.233748, 1], [2, 0.08961479, -0.02063119, 2.295621, 1], [3, 0.08540952, 0.1111664, 2.303717, 1], [4, -0.02905328, -0.1156311, 2.162938, 1], [5, -0.03595187, -0.3086266, 2.033765, 1], [6, 0.007737925, -0.4461242, 1.903559, 1], [7, 0.0234372, -0.4869616, 1.864815, 1], [8, 0.3006301, -0.09009918, 2.328284, 1], [9, 0.5165054, -0.1064816, 2.272966, 1], [10, 0.586993, -0.07295907, 2.072201, 1], [11, 0.6112214, -0.0427479, 2.001696, 1], [12, 0.0583363, -0.4732511, 2.098547, 1], [13, -0.04104009, -0.5187986, 1.778415, 1], [14, -0.05617052, -0.9163464, 1.71895, 1], [15, -0.1276777, -0.9696507, 1.673571, 1], [16, 0.2010521, -0.486079, 2.160529, 1], [17, 0.2330724, -0.5197962, 1.763323, 1], [18, 0.2121871, -0.9291819, 1.713191, 1], [19, 0.2550831, -0.9645131, 1.591196, 1], [20, 0.0942414, -0.07828537, 2.282189, 1], [21, 0.04266925, -0.5424104, 1.820018, 1], [22, 0.05945494, -0.4674376, 1.875123, 1], [23, 0.6492332, -0.04634186, 1.960742, 1], [24, 0.5814001, -0.01383189, 1.98929, 1]]
[[0, 0.1314001, -0.4854027, 2.157619, 1], [1, 0.109274, -0.2510614, 2.233692, 1], [2, 0.08942384, -0.02031766, 2.295939, 1], [3, 0.0851924, 0.1112, 2.30469, 1], [4, -0.02842351, -0.1162023, 2.163568, 1], [5, -0.03623665, -0.3164048, 2.028234, 1], [6, -0.01417004, -0.4626348, 1.902565, 1], [7, 0.01286396, -0.4797119, 1.867805, 1], [8, 0.3007859, -0.08904522, 2.330718, 1], [9, 0.5161078, -0.09664642, 2.269777, 1], [10, 0.5833927, -0.06113973, 2.070505, 1], [11, 0.603486, -0.02819021, 1.996359, 1], [12, 0.05844776, -0.4725991, 2.098527, 1], [13, -0.04074539, -0.5182071, 1.778901, 1], [14, -0.05180696, -0.9147135, 1.712426, 1], [15, -0.1276563, -0.9662926, 1.685224, 1], [16, 0.2011111, -0.4853546, 2.160249, 1], [17, 0.2334645, -0.519781, 1.763412, 1], [18, 0.2122948, -0.9292759, 1.713134, 1], [19, 0.2554788, -0.9646537, 1.591302, 1], [20, 0.09414565, -0.07788984, 2.282398, 1], [21, 0.03170348, -0.541447, 1.817815, 1], [22, 0.050863, -0.4612933, 1.867423, 1], [23, 0.6472495, -0.03153233, 1.949487, 1], [24, 0.5761211, 0.0005082061, 1.977114, 1]]
[[0, 0.1314296, -0.4842145, 2.159662, 1], [1, 0.1100298, -0.2504015, 2.235122, 1], [2, 0.09061576, -0.02021875, 2.297771, 1], [3, 0.08520263, 0.1110782, 2.30565, 1], [4, -0.02812573, -0.1166535, 2.163756, 1], [5, -0.03507794, -0.3214588, 2.025059, 1], [6, -0.01356642, -0.4672693, 1.898786, 1], [7, 0.0124361, -0.479715, 1.868126, 1], [8, 0.3003302, -0.08603574, 2.334443, 1], [9, 0.5148858, -0.08778072, 2.271352, 1], [10, 0.5796236, -0.04828253, 2.065427, 1], [11, 0.5976897, -0.01320936, 1.995592, 1], [12, 0.05846542, -0.4716946, 2.100372, 1], [13, -0.04067829, -0.5183111, 1.779146, 1], [14, -0.04805353, -0.9103084, 1.70646, 1], [15, -0.0005419664, -0.9457446, 1.584649, 1], [16, 0.2010939, -0.4839367, 2.162488, 1], [17, 0.2335818, -0.5197495, 1.763408, 1], [18, 0.2122583, -0.9293774, 1.713182, 1], [19, 0.256011, -0.9647145, 1.591603, 1], [20, 0.095279, -0.07754697, 2.284112, 1], [21, 0.03142628, -0.5413582, 1.816835, 1], [22, 0.04718347, -0.4548054, 1.873591, 1], [23, 0.6333072, -0.01318605, 1.946423, 1], [24, 0.562495, 0.01118992, 1.993688, 1]]
[[0, 0.1317333, -0.4833785, 2.161179, 1], [1, 0.1111436, -0.2494668, 2.236969, 1], [2, 0.09236279, -0.019422, 2.300602, 1], [3, 0.08502765, 0.1112955, 2.307245, 1], [4, -0.02736656, -0.1165522, 2.165656, 1], [5, -0.03422572, -0.3254407, 2.022964, 1], [6, 0.05339191, -0.4383992, 1.891008, 1], [7, 0.04343826, -0.4825592, 1.87469, 1], [8, 0.3001742, -0.0848625, 2.336128, 1], [9, 0.5146998, -0.0792554, 2.267042, 1], [10, 0.5764306, -0.03823442, 2.062207, 1], [11, 0.5908327, 0.0006054206, 1.994647, 1], [12, 0.05865859, -0.4709776, 2.101631, 1], [13, -0.04056837, -0.5178769, 1.779965, 1], [14, -0.05143385, -0.9129017, 1.708921, 1], [15, -0.1244843, -0.9676001, 1.687524, 1], [16, 0.2014721, -0.4830396, 2.164268, 1], [17, 0.2336143, -0.519684, 1.763366, 1], [18, 0.2121211, -0.929055, 1.712903, 1], [19, 0.2557891, -0.9644443, 1.591307, 1], [20, 0.09692521, -0.07661035, 2.286687, 1], [21, 0.06150797, -0.5172413, 1.845025, 1], [22, 0.07556108, -0.5122308, 1.858714, 1], [23, 0.6347221, 0.002000037, 1.943243, 1], [24, 0.5574394, 0.02536661, 1.985206, 1]]
[[0, 0.1313646, -0.4822279, 2.160143, 1], [1, 0.1111249, -0.2490388, 2.23673, 1], [2, 0.09235823, -0.01935417, 2.300712, 1], [3, 0.08510227, 0.1112627, 2.307631, 1], [4, -0.02710205, -0.115681, 2.165197, 1], [5, -0.03275851, -0.3255918, 2.022268, 1], [6, 0.04579138, -0.4430117, 1.888457, 1], [7, 0.03823055, -0.4836067, 1.872084, 1], [8, 0.2998355, -0.08572489, 2.33218, 1], [9, 0.5134517, -0.07333586, 2.264802, 1], [10, 0.568396, -0.02581062, 2.056156, 1], [11, 0.581826, 0.01231314, 1.988977, 1], [12, 0.05806565, -0.4690458, 2.100186, 1], [13, -0.04056922, -0.5178879, 1.780067, 1], [14, -0.05162406, -0.9126163, 1.709149, 1], [15, -0.1232008, -0.9688925, 1.687533, 1], [16, 0.2012527, -0.4824961, 2.163566, 1], [17, 0.2336704, -0.5196637, 1.763329, 1], [18, 0.2124227, -0.929005, 1.712923, 1], [19, 0.2554521, -0.9645311, 1.591091, 1], [20, 0.09692725, -0.07649513, 2.286734, 1], [21, 0.054605, -0.5160288, 1.840966, 1], [22, 0.0710462, -0.4977631, 1.874, 1], [23, 0.6287045, 0.02603478, 1.936822, 1], [24, 0.5487803, 0.03581918, 1.982344, 1]]
[[0, 0.1316987, -0.4817635, 2.160185, 1], [1, 0.1111197, -0.2488527, 2.236818, 1], [2, 0.09178458, -0.01932645, 2.301202, 1], [3, 0.08508704, 0.11122, 2.308581, 1], [4, -0.02674851, -0.1148663, 2.165088, 1], [5, -0.03735618, -0.3046245, 2.041259, 1], [6, -0.01179305, -0.4479574, 1.912678, 1], [7, 0.01365787, -0.480381, 1.869952, 1], [8, 0.2994496, -0.08585499, 2.330533, 1], [9, 0.5100533, -0.06295845, 2.266785, 1], [10, 0.5587746, -0.01433734, 2.052404, 1], [11, 0.5752198, 0.0228765, 1.989352, 1], [12, 0.05827491, -0.4686089, 2.100252, 1], [13, -0.04060407, -0.5180583, 1.780307, 1], [14, -0.05225211, -0.9119587, 1.708931, 1], [15, -0.1222541, -0.9699036, 1.684858, 1], [16, 0.2016964, -0.4820622, 2.163584, 1], [17, 0.2336923, -0.519632, 1.763299, 1], [18, 0.2121317, -0.9284815, 1.712318, 1], [19, 0.2549442, -0.9641008, 1.590427, 1], [20, 0.09659905, -0.07638132, 2.28705, 1], [21, 0.03000229, -0.5419588, 1.818784, 1], [22, 0.04974227, -0.4581065, 1.876818, 1], [23, 0.6164171, 0.02930482, 1.940788, 1], [24, 0.5420123, 0.04678652, 1.980088, 1]]
[[0, 0.1325357, -0.4801224, 2.16158, 1], [1, 0.1118141, -0.2479447, 2.237945, 1], [2, 0.09220838, -0.01914347, 2.302383, 1], [3, 0.08455941, 0.1110411, 2.309651, 1], [4, -0.02649352, -0.1143968, 2.16491, 1], [5, -0.02389195, -0.3310432, 2.019896, 1], [6, 0.003401075, -0.4737983, 1.891143, 1], [7, 0.0225643, -0.5097668, 1.847223, 1], [8, 0.2991537, -0.08588574, 2.329431, 1], [9, 0.5064415, -0.05535457, 2.266403, 1], [10, 0.5553852, -0.004956993, 2.050133, 1], [11, 0.569234, 0.03444044, 1.986282, 1], [12, 0.05845141, -0.4672664, 2.101056, 1], [13, -0.04123382, -0.5205147, 1.781428, 1], [14, -0.05221241, -0.9113672, 1.70922, 1], [15, -0.1194108, -0.9719962, 1.683154, 1], [16, 0.2034315, -0.4801589, 2.165813, 1], [17, 0.2337651, -0.5196321, 1.763301, 1], [18, 0.2121114, -0.9284576, 1.712225, 1], [19, 0.2547963, -0.9641315, 1.590302, 1], [20, 0.09708615, -0.07599908, 2.288205, 1], [21, 0.02980648, -0.5727242, 1.807151, 1], [22, 0.06508748, -0.5144144, 1.831273, 1], [23, 0.6176551, 0.05405287, 1.937197, 1], [24, 0.530556, 0.05001818, 1.982934, 1]]
[[0, 0.1337693, -0.4798664, 2.161055, 1], [1, 0.1122005, -0.2478153, 2.238037, 1], [2, 0.09220804, -0.01915496, 2.303164, 1], [3, 0.08445612, 0.1111868, 2.310598, 1], [4, -0.02634808, -0.1140497, 2.164863, 1], [5, -0.02391939, -0.3311397, 2.019903, 1], [6, 0.02830042, -0.4529685, 1.877071, 1], [7, 0.02656567, -0.4927142, 1.859725, 1], [8, 0.298962, -0.0862124, 2.328592, 1], [9, 0.5046877, -0.0484215, 2.262802, 1], [10, 0.5500765, 0.007322729, 2.042059, 1], [11, 0.5619643, 0.04363624, 1.983416, 1], [12, 0.05985343, -0.4671096, 2.100691, 1], [13, -0.04119493, -0.520498, 1.781499, 1], [14, -0.05337851, -0.91246, 1.710695, 1], [15, -0.1183949, -0.9748598, 1.680745, 1], [16, 0.2044223, -0.4798574, 2.165109, 1], [17, 0.2338877, -0.5196567, 1.763303, 1], [18, 0.2120854, -0.9285122, 1.712186, 1], [19, 0.2546264, -0.96435, 1.59028, 1], [20, 0.09719884, -0.07594769, 2.288709, 1], [21, 0.03445382, -0.5245458, 1.82954, 1], [22, 0.06571378, -0.4949332, 1.861808, 1], [23, 0.6142206, 0.07179511, 1.932336, 1], [24, 0.5264236, 0.06632894, 1.976485, 1]]
[[0, 0.1381838, -0.4769938, 2.162768, 1], [1, 0.1141648, -0.2465056, 2.239388, 1], [2, 0.09253802, -0.01895596, 2.304321, 1], [3, 0.08410458, 0.1115664, 2.312572, 1], [4, -0.02578177, -0.1143087, 2.1679, 1], [5, -0.02404355, -0.3321845, 2.019322, 1], [6, 0.0347494, -0.4523062, 1.877648, 1], [7, 0.03109391, -0.494508, 1.862997, 1], [8, 0.2978236, -0.07911422, 2.334729, 1], [9, 0.5025443, -0.04387905, 2.26456, 1], [10, 0.5471568, 0.01437645, 2.038653, 1], [11, 0.5559136, 0.05106496, 1.984002, 1], [12, 0.06306543, -0.4654799, 2.102026, 1], [13, -0.0412019, -0.5205061, 1.781925, 1], [14, -0.04985091, -0.9125488, 1.708012, 1], [15, -0.1222768, -0.9678613, 1.687897, 1], [16, 0.2098984, -0.4756837, 2.167133, 1], [17, 0.2339151, -0.5196285, 1.763304, 1], [18, 0.2120721, -0.9284617, 1.712187, 1], [19, 0.2546287, -0.9645088, 1.590395, 1], [20, 0.09782587, -0.07551835, 2.289909, 1], [21, 0.04645064, -0.5279725, 1.83572, 1], [22, 0.06658437, -0.4942796, 1.867, 1], [23, 0.5952669, 0.05656436, 1.931283, 1], [24, 0.5169507, 0.06400975, 1.979256, 1]]
