[[0, -0.01004626, -0.07338401, 2.020559, 1], [1, -0.001348116, 0.2049629, 2.089441, 1], [2, 0.008169206, 0.4736087, 2.146021, 1], [3, 0.01132264, 0.6199052, 2.116774, 1], [4, -0.1675671, 0.3948457, 2.145308, 1], [5, -0.2063683, 0.1506806, 2.018375, 1], [6, -0.123094, 0.02041627, 1.846599, 1], [7, -0.09235142, -0.0217828, 1.834673, 1], [8, 0.197163, 0.3826201, 2.125528, 1], [9, 0.3071329, 0.2108537, 1.995975, 1], [10, 0.2019047, 0.04027729, 1.840429, 1], [11, 0.1672843, -0.004091039, 1.831414, 1], [12, -0.09355116, -0.06858238, 1.990102, 1], [13, -0.09892239, -0.2157082, 1.702157, 1], [14, -0.08366157, -0.596034, 1.5691, 1], [15, -0.07705165, -0.6564867, 1.435599, 1], [16, 0.07393832, -0.07557692, 1.981113, 1], [17, 0.1686849, -0.2203977, 1.705117, 1], [18, 0.1079491, -0.593566, 1.566672, 1], [19, 0.1075165, -0.6492816, 1.443168, 1], [20, 0.005821038, 0.40779, 2.134069, 1], [21, -0.06942037, -0.0829425, 1.783407, 1], [22, -0.02034665, -0.00104699, 1.870762, 1], [23, 0.1343648, -0.07030636, 1.791352, 1], [24, 0.1016113, 0.03352486, 1.869837, 1]]
[[0, -0.01304644, -0.07538839, 2.022206, 1], [1, -0.001953253, 0.2045112, 2.089743, 1], [2, 0.008167709, 0.4735917, 2.146001, 1], [3, 0.01129617, 0.6199024, 2.116747, 1], [4, -0.1675619, 0.3948799, 2.145359, 1], [5, -0.2072783, 0.1501056, 2.018781, 1], [6, -0.1215108, 0.01929503, 1.845376, 1], [7, -0.09366388, -0.01944794, 1.836665, 1], [8, 0.1971863, 0.382613, 2.125523, 1], [9, 0.3071213, 0.210825, 1.995989, 1], [10, 0.2011526, 0.04019579, 1.839607, 1], [11, 0.1662343, -0.004826559, 1.830744, 1], [12, -0.09553894, -0.07006951, 1.991886, 1], [13, -0.09891993, -0.2157031, 1.702138, 1], [14, -0.08365107, -0.5960854, 1.569126, 1], [15, -0.07714543, -0.6565115, 1.436076, 1], [16, 0.06968919, -0.0782114, 1.982608, 1], [17, 0.1687255, -0.2203832, 1.705142, 1], [18, 0.1078248, -0.5928115, 1.566956, 1], [19, 0.1073665, -0.64929, 1.443304, 1], [20, 0.005775471, 0.407737, 2.134065, 1], [21, -0.06890518, -0.0787772, 1.787531, 1], [22, -0.023574, 0.002097916, 1.875035, 1], [23, 0.1368787, -0.07027397, 1.79065, 1], [24, 0.1014671, 0.03123606, 1.867795, 1]]
[[0, -0.01177278, -0.0744198, 2.020759, 1], [1, -0.001669494, 0.204646, 2.089513, 1], [2, 0.008204387, 0.4735462, 2.146041, 1], [3, 0.01130055, 0.619841, 2.116712, 1], [4, -0.167565, 0.3948683, 2.145349, 1], [5, -0.206999, 0.148143, 2.017605, 1], [6, -0.1227727, 0.02443044, 1.848986, 1], [7, -0.09669441, -0.01687074, 1.838739, 1], [8, 0.197163, 0.3826112, 2.125486, 1], [9, 0.3069823, 0.2110727, 1.996148, 1], [10, 0.2000775, 0.03978423, 1.838396, 1], [11, 0.16619, -0.005004807, 1.83064, 1], [12, -0.0946277, -0.06939083, 1.99044, 1], [13, -0.0989283, -0.2157065, 1.702138, 1], [14, -0.08355932, -0.5955548, 1.570118, 1], [15, -0.07714233, -0.6565239, 1.436083, 1], [16, 0.07142738, -0.07688463, 1.981131, 1], [17, 0.1689549, -0.2189243, 1.705999, 1], [18, 0.1077741, -0.5926508, 1.567014, 1], [19, 0.1073817, -0.6492809, 1.44333, 1], [20, 0.005819998, 0.4077184, 2.13407, 1], [21, -0.07036539, -0.07407577, 1.791533, 1], [22, -0.02210295, 0.0008465737, 1.872733, 1], [23, 0.1353555, -0.07018972, 1.791132, 1], [24, 0.1016038, 0.0326173, 1.869432, 1]]
[[0, -0.0114475, -0.07451768, 2.020968, 1], [1, -0.001605669, 0.2045947, 2.089539, 1], [2, 0.008179992, 0.4734801, 2.146005, 1], [3, 0.01130314, 0.6198428, 2.116713, 1], [4, -0.1675525, 0.3948435, 2.14536, 1], [5, -0.2071343, 0.1483624, 2.017718, 1], [6, -0.1245855, 0.02583136, 1.852638, 1], [7, -0.09131161, -0.02182945, 1.835793, 1], [8, 0.1971147, 0.3826422, 2.125439, 1], [9, 0.3070074, 0.2112744, 1.998119, 1], [10, 0.1989094, 0.03945045, 1.837446, 1], [11, 0.1672565, -0.004782249, 1.83008, 1], [12, -0.09423432, -0.06960138, 1.99075, 1], [13, -0.09895638, -0.2156993, 1.702167, 1], [14, -0.08308154, -0.5977911, 1.567468, 1], [15, -0.07716987, -0.6565292, 1.43607, 1], [16, 0.07170454, -0.07689608, 1.981271, 1], [17, 0.1689556, -0.2189416, 1.70602, 1], [18, 0.1067856, -0.5947688, 1.565355, 1], [19, 0.1075904, -0.6494006, 1.443186, 1], [20, 0.005815985, 0.4076638, 2.134052, 1], [21, -0.06734734, -0.07831231, 1.788767, 1], [22, -0.02061351, -0.0009583973, 1.871163, 1], [23, 0.139304, -0.07048602, 1.79013, 1], [24, 0.10159, 0.03141323, 1.867173, 1]]
[[0, -0.01118509, -0.07422204, 2.020299, 1], [1, -0.001494842, 0.204672, 2.089169, 1], [2, 0.008188151, 0.4734299, 2.145835, 1], [3, 0.0113149, 0.619846, 2.116714, 1], [4, -0.1675382, 0.3948181, 2.145347, 1], [5, -0.2073567, 0.1482531, 2.018011, 1], [6, -0.1213399, 0.02208767, 1.848094, 1], [7, -0.07410937, -0.03828448, 1.824626, 1], [8, 0.1970633, 0.3823711, 2.125166, 1], [9, 0.3068153, 0.2111092, 1.997616, 1], [10, 0.2054677, 0.04152988, 1.842412, 1], [11, 0.1688996, -0.003796737, 1.827976, 1], [12, -0.09406343, -0.06931295, 1.989961, 1], [13, -0.09892356, -0.2156155, 1.702167, 1], [14, -0.08316139, -0.597779, 1.567325, 1], [15, -0.07678244, -0.6573125, 1.434484, 1], [16, 0.07205302, -0.07659259, 1.980703, 1], [17, 0.1689419, -0.2188611, 1.706016, 1], [18, 0.106785, -0.5943666, 1.565602, 1], [19, 0.1076773, -0.6493298, 1.443147, 1], [20, 0.005840239, 0.4076327, 2.133842, 1], [21, -0.06839411, -0.1017972, 1.765214, 1], [22, -0.006133083, -0.0291764, 1.852705, 1], [23, 0.139018, -0.07019617, 1.788616, 1], [24, 0.1052871, 0.02789352, 1.851334, 1]]
[[0, -0.01095218, -0.07453328, 2.020749, 1], [1, -0.00142704, 0.2045842, 2.089255, 1], [2, 0.008191457, 0.4734126, 2.14582, 1], [3, 0.01129716, 0.6198015, 2.116684, 1], [4, -0.1675289, 0.3947996, 2.145335, 1], [5, -0.2073551, 0.1481917, 2.018113, 1], [6, -0.1200622, 0.01995876, 1.846728, 1], [7, -0.07913521, -0.0320705, 1.829291, 1], [8, 0.1969882, 0.3823923, 2.125074, 1], [9, 0.306414, 0.211496, 1.99795, 1], [10, 0.2077632, 0.04222099, 1.842263, 1], [11, 0.1699208, -0.002919448, 1.826559, 1], [12, -0.09379657, -0.06966145, 1.990416, 1], [13, -0.09892076, -0.2156292, 1.702144, 1], [14, -0.08343884, -0.5971426, 1.567935, 1], [15, -0.07668457, -0.6566725, 1.435593, 1], [16, 0.07225315, -0.07685912, 1.981159, 1], [17, 0.1689376, -0.2188686, 1.706015, 1], [18, 0.1069612, -0.5933544, 1.566098, 1], [19, 0.1076679, -0.649332, 1.443177, 1], [20, 0.005849319, 0.4076088, 2.133838, 1], [21, -0.06447242, -0.09225739, 1.778614, 1], [22, -0.01143493, -0.009247766, 1.86536, 1], [23, 0.1389785, -0.07017551, 1.788083, 1], [24, 0.1077339, 0.0233309, 1.838176, 1]]
[[0, -0.01074568, -0.074554, 2.020707, 1], [1, -0.001313917, 0.2045613, 2.089225, 1], [2, 0.008222946, 0.4733895, 2.145799, 1], [3, 0.01134117, 0.6197752, 2.116654, 1], [4, -0.1675269, 0.3947135, 2.145265, 1], [5, -0.2068537, 0.1479889, 2.017791, 1], [6, -0.1183958, 0.01463068, 1.841107, 1], [7, -0.07881474, -0.03421509, 1.827694, 1], [8, 0.1969972, 0.3823953, 2.125059, 1], [9, 0.3064031, 0.2114463, 1.99794, 1], [10, 0.2099222, 0.04253908, 1.841947, 1], [11, 0.1720549, -0.002239655, 1.825043, 1], [12, -0.09361786, -0.06971025, 1.990366, 1], [13, -0.09893961, -0.215611, 1.702118, 1], [14, -0.08289906, -0.597534, 1.566833, 1], [15, -0.07674624, -0.6565082, 1.435929, 1], [16, 0.07249212, -0.07684616, 1.981128, 1], [17, 0.1689366, -0.2188592, 1.706014, 1], [18, 0.1073212, -0.5927697, 1.566444, 1], [19, 0.1079526, -0.6492727, 1.444201, 1], [20, 0.005895244, 0.4075831, 2.133815, 1], [21, -0.0631936, -0.09678452, 1.774738, 1], [22, -0.01038837, -0.0157006, 1.861969, 1], [23, 0.138043, -0.07007644, 1.78968, 1], [24, 0.1083067, 0.02539897, 1.84458, 1]]
[[0, -0.01089483, -0.07417317, 2.02022, 1], [1, -0.001328904, 0.2046685, 2.089074, 1], [2, 0.008229, 0.4733894, 2.145789, 1], [3, 0.01135243, 0.6197478, 2.116631, 1], [4, -0.1675653, 0.3945956, 2.145242, 1], [5, -0.2064937, 0.1478216, 2.017545, 1], [6, -0.09947094, -0.005529306, 1.819774, 1], [7, -0.08060449, -0.03142725, 1.830014, 1], [8, 0.1969764, 0.382421, 2.12499, 1], [9, 0.3057387, 0.2111327, 1.998791, 1], [10, 0.2112256, 0.04271964, 1.840576, 1], [11, 0.1731443, -0.003299522, 1.821797, 1], [12, -0.0938763, -0.06930935, 1.98991, 1], [13, -0.0989877, -0.2156318, 1.702154, 1], [14, -0.08290079, -0.5978529, 1.5676, 1], [15, -0.07676506, -0.6564899, 1.435944, 1], [16, 0.07245544, -0.07648456, 1.9806, 1], [17, 0.1692243, -0.2171941, 1.706544, 1], [18, 0.1074731, -0.5909914, 1.56805, 1], [19, 0.1077214, -0.6490057, 1.445229, 1], [20, 0.005900515, 0.4075925, 2.133786, 1], [21, -0.06513325, -0.09264115, 1.778396, 1], [22, -0.0102104, -0.01752934, 1.860318, 1], [23, 0.1415884, -0.07052965, 1.790061, 1], [24, 0.1161588, 0.02541533, 1.827521, 1]]
[[0, -0.01138818, -0.07433866, 2.02074, 1], [1, -0.001431024, 0.204615, 2.08937, 1], [2, 0.008307872, 0.47337, 2.14601, 1], [3, 0.0113502, 0.6197428, 2.116656, 1], [4, -0.1675513, 0.3947039, 2.14532, 1], [5, -0.2062382, 0.1475042, 2.017692, 1], [6, -0.09930985, -0.005236164, 1.819568, 1], [7, -0.08741221, -0.02617775, 1.836565, 1], [8, 0.1969431, 0.3824177, 2.124971, 1], [9, 0.3053563, 0.2108125, 1.999144, 1], [10, 0.2139187, 0.04875642, 1.842438, 1], [11, 0.171642, 0.0002917815, 1.822515, 1], [12, -0.0943078, -0.06946546, 1.990748, 1], [13, -0.09907129, -0.2157856, 1.702372, 1], [14, -0.08285362, -0.5986102, 1.567114, 1], [15, -0.07659489, -0.6565508, 1.436234, 1], [16, 0.07189815, -0.07666267, 1.9809, 1], [17, 0.169185, -0.2240125, 1.704465, 1], [18, 0.1075021, -0.5909367, 1.568218, 1], [19, 0.1075446, -0.6490368, 1.445459, 1], [20, 0.005936249, 0.4075644, 2.13401, 1], [21, -0.0695584, -0.08271673, 1.786417, 1], [22, -0.01959779, -0.002211855, 1.874323, 1], [23, 0.144078, -0.07103848, 1.790758, 1], [24, 0.1302854, 0.02974166, 1.780623, 1]]
[[0, -0.01125561, -0.07422821, 2.020617, 1], [1, -0.001378091, 0.2046185, 2.089316, 1], [2, 0.008330911, 0.4733, 2.145975, 1], [3, 0.01144048, 0.6196223, 2.116457, 1], [4, -0.1675513, 0.3947028, 2.145315, 1], [5, -0.2061318, 0.1474509, 2.017768, 1], [6, -0.09880576, -0.005309217, 1.819226, 1], [7, -0.08730879, -0.02555943, 1.834001, 1], [8, 0.1970406, 0.3822306, 2.124506, 1], [9, 0.3060089, 0.2090068, 1.998975, 1], [10, 0.1972649, 0.002968819, 1.816437, 1], [11, 0.1738084, 0.002428874, 1.820416, 1], [12, -0.09426768, -0.06933729, 1.990609, 1], [13, -0.09911438, -0.2156875, 1.702408, 1], [14, -0.08307223, -0.599669, 1.565553, 1], [15, -0.07678847, -0.6566696, 1.435765, 1], [16, 0.07217044, -0.07655782, 1.980767, 1], [17, 0.1695233, -0.2300107, 1.701804, 1], [18, 0.1077039, -0.5904731, 1.568502, 1], [19, 0.1074202, -0.6489477, 1.445506, 1], [20, 0.005963517, 0.407516, 2.133972, 1], [21, -0.06599006, -0.08419023, 1.787467, 1], [22, -0.01631961, -0.006531827, 1.868789, 1], [23, 0.1522706, -0.0715173, 1.784986, 1], [24, 0.102931, 0.01350532, 1.848658, 1]]
[[0, 0.0151075, -0.07359412, 2.023241, 1], [1, 0.005300764, 0.2043826, 2.089121, 1], [2, 0.008378017, 0.4730428, 2.145465, 1], [3, 0.01162811, 0.6194888, 2.115988, 1], [4, -0.1675314, 0.3947771, 2.145294, 1], [5, -0.2061685, 0.1458028, 2.017839, 1], [6, -0.109142, 0.00616692, 1.831561, 1], [7, -0.087418, -0.02552252, 1.834374, 1], [8, 0.1969646, 0.382386, 2.124358, 1], [9, 0.3045894, 0.2111432, 2.003296, 1], [10, 0.2237964, 0.06771974, 1.835847, 1], [11, 0.1699726, 0.01839746, 1.816208, 1], [12, -0.06980008, -0.07135384, 1.99145, 1], [13, -0.09916744, -0.2156637, 1.702298, 1], [14, -0.08276752, -0.5985468, 1.567197, 1], [15, -0.07705941, -0.6563929, 1.436028, 1], [16, 0.09994296, -0.07308732, 1.985322, 1], [17, 0.169296, -0.2308675, 1.701096, 1], [18, 0.1077556, -0.589903, 1.568896, 1], [19, 0.1076554, -0.6488622, 1.445239, 1], [20, 0.006590962, 0.4072591, 2.133495, 1], [21, -0.06690967, -0.08308266, 1.785644, 1], [22, -0.01914898, -0.0009950995, 1.871857, 1], [23, 0.1482835, 0.002290527, 1.79124, 1], [24, 0.139854, 0.06014839, 1.763987, 1]]
