[[0, -0.08226906, 0.03673389, 2.475276, 1], [1, -0.09265507, 0.3240295, 2.441592, 1], [2, -0.1032308, 0.602779, 2.397851, 1], [3, -0.08334772, 0.7256867, 2.359127, 1], [4, -0.251843, 0.4896794, 2.368772, 1], [5, -0.273711, 0.2586585, 2.365179, 1], [6, -0.2717401, 0.1039332, 2.230791, 1], [7, -0.2526486, 0.04009346, 2.150308, 1], [8, 0.06339515, 0.4960074, 2.421216, 1], [9, 0.09425052, 0.2626813, 2.456258, 1], [10, 0.08716335, 0.08707553, 2.354875, 1], [11, 0.06469145, 0.02634256, 2.29993, 1], [12, -0.1498861, 0.03449788, 2.431076, 1], [13, -0.1420338, -0.2988464, 2.466722, 1], [14, -0.1417429, -0.6392256, 2.533966, 1], [15, -0.129676, -0.7109342, 2.459967, 1], [16, -0.01268327, 0.03780149, 2.453755, 1], [17, -0.03451379, -0.2954347, 2.486776, 1], [18, -0.03995094, -0.6196849, 2.542557, 1], [19, -0.04380912, -0.6962036, 2.475905, 1], [20, -0.1006425, 0.5343123, 2.410702, 1], [21, -0.2221782, 0.001720143, 2.105979, 1], [22, -0.2438915, 0.05464271, 2.12, 1], [23, 0.0605037, -0.0266373, 2.286108, 1], [24, 0.07228901, -0.03572657, 2.294667, 1]]
[[0, -0.08451734, 0.0363194, 2.474464, 1], [1, -0.09550043, 0.323318, 2.44187, 1], [2, -0.1066864, 0.6016733, 2.399315, 1], [3, -0.08694932, 0.7245906, 2.359671, 1], [4, -0.2538209, 0.4889606, 2.368423, 1], [5, -0.2760815, 0.2624296, 2.364119, 1], [6, -0.2733301, 0.112117, 2.233731, 1], [7, -0.2504773, 0.05093547, 2.14816, 1], [8, 0.06004295, 0.4948918, 2.423743, 1], [9, 0.09032582, 0.2637413, 2.455521, 1], [10, 0.08115156, 0.09368733, 2.353338, 1], [11, 0.05740574, 0.02866097, 2.297548, 1], [12, -0.1522908, 0.03409567, 2.429795, 1], [13, -0.1448194, -0.2987038, 2.467814, 1], [14, -0.1418251, -0.6390749, 2.534178, 1], [15, -0.1299348, -0.7113912, 2.461274, 1], [16, -0.01468225, 0.03742876, 2.453374, 1], [17, -0.03566401, -0.2962863, 2.4844, 1], [18, -0.03991209, -0.6182289, 2.541911, 1], [19, -0.04386204, -0.6960304, 2.475945, 1], [20, -0.1039532, 0.5333141, 2.411854, 1], [21, -0.2238959, 0.01210876, 2.110295, 1], [22, -0.2336447, 0.06603713, 2.1167, 1], [23, 0.05104882, -0.02129873, 2.279123, 1], [24, 0.07275266, -0.006388085, 2.284125, 1]]
[[0, -0.0871506, 0.03589211, 2.474006, 1], [1, -0.1017095, 0.3221081, 2.44166, 1], [2, -0.1170937, 0.5994545, 2.399272, 1], [3, -0.09196507, 0.723092, 2.35983, 1], [4, -0.2614049, 0.4890322, 2.367885, 1], [5, -0.2808238, 0.2633914, 2.36518, 1], [6, -0.2745407, 0.1138012, 2.234166, 1], [7, -0.2545935, 0.04988742, 2.150747, 1], [8, 0.05298948, 0.4930742, 2.426118, 1], [9, 0.08130988, 0.2626629, 2.454743, 1], [10, 0.07827178, 0.09356721, 2.353307, 1], [11, 0.05379726, 0.02345992, 2.305458, 1], [12, -0.1552956, 0.03320917, 2.428241, 1], [13, -0.1551994, -0.2993133, 2.467503, 1], [14, -0.1447886, -0.6399683, 2.533371, 1], [15, -0.1305876, -0.7131227, 2.462783, 1], [16, -0.0171422, 0.03739374, 2.453831, 1], [17, -0.0236747, -0.29915, 2.473391, 1], [18, -0.04002716, -0.6317063, 2.539289, 1], [19, -0.04306443, -0.7071639, 2.471503, 1], [20, -0.1132717, 0.5313649, 2.411792, 1], [21, -0.2200216, 0.01181658, 2.110464, 1], [22, -0.227992, 0.06169273, 2.122857, 1], [23, 0.05005163, -0.02576255, 2.281756, 1], [24, 0.07445244, -0.02247373, 2.278714, 1]]
[[0, -0.0890401, 0.03559179, 2.473894, 1], [1, -0.1045681, 0.3216206, 2.441682, 1], [2, -0.1202075, 0.5989211, 2.399258, 1], [3, -0.09635677, 0.7214401, 2.359644, 1], [4, -0.2666423, 0.4885082, 2.367609, 1], [5, -0.2866856, 0.262403, 2.366669, 1], [6, -0.2779646, 0.1121111, 2.232395, 1], [7, -0.2580061, 0.04118839, 2.159197, 1], [8, 0.04736883, 0.4896545, 2.429003, 1], [9, 0.07567534, 0.261778, 2.45787, 1], [10, 0.07538743, 0.09026121, 2.355073, 1], [11, 0.05540876, 0.01398844, 2.310856, 1], [12, -0.1574045, 0.03256237, 2.427276, 1], [13, -0.1672126, -0.2990968, 2.469136, 1], [14, -0.1484458, -0.6387939, 2.533252, 1], [15, -0.1334314, -0.7134672, 2.466173, 1], [16, -0.01895343, 0.03741714, 2.454533, 1], [17, -0.01263357, -0.3007596, 2.455923, 1], [18, -0.03905122, -0.6317149, 2.538627, 1], [19, -0.03684037, -0.7074739, 2.471406, 1], [20, -0.1163814, 0.5308309, 2.411801, 1], [21, -0.2271551, 0.002968123, 2.122615, 1], [22, -0.2362863, 0.04853138, 2.131733, 1], [23, 0.05105029, -0.02977564, 2.286272, 1], [24, 0.08248083, -0.01652699, 2.2991, 1]]
[[0, -0.0906525, 0.03552255, 2.473809, 1], [1, -0.1085648, 0.3215833, 2.441968, 1], [2, -0.1268645, 0.5990548, 2.399945, 1], [3, -0.1008572, 0.7219539, 2.359205, 1], [4, -0.2722684, 0.4869485, 2.366746, 1], [5, -0.2938437, 0.2612351, 2.366241, 1], [6, -0.2845206, 0.1045182, 2.244037, 1], [7, -0.2687109, 0.02779536, 2.17699, 1], [8, 0.0427549, 0.4887545, 2.429871, 1], [9, 0.07129763, 0.2587886, 2.460448, 1], [10, 0.07411573, 0.0634641, 2.349385, 1], [11, 0.05824354, 0.004097272, 2.312503, 1], [12, -0.1589962, 0.03210215, 2.426811, 1], [13, -0.1727643, -0.2987891, 2.471007, 1], [14, -0.1501279, -0.6353192, 2.531466, 1], [15, -0.1350256, -0.7114177, 2.467766, 1], [16, -0.02052228, 0.03777451, 2.45488, 1], [17, 0.001124721, -0.2908086, 2.445153, 1], [18, -0.02809739, -0.6305451, 2.533995, 1], [19, -0.00864551, -0.702379, 2.463115, 1], [20, -0.1223602, 0.5309088, 2.412389, 1], [21, -0.2378467, -0.01711576, 2.137717, 1], [22, -0.2418035, 0.02544689, 2.1428, 1], [23, 0.05684037, -0.03352081, 2.285131, 1], [24, 0.08321347, 0.001646327, 2.277308, 1]]
[[0, -0.09423103, 0.03596072, 2.473887, 1], [1, -0.1133086, 0.3219302, 2.442, 1], [2, -0.1320266, 0.5992911, 2.399704, 1], [3, -0.1054867, 0.7219368, 2.359188, 1], [4, -0.2773749, 0.4864581, 2.365575, 1], [5, -0.3076627, 0.2537604, 2.369137, 1], [6, -0.3050491, 0.05331583, 2.286636, 1], [7, -0.2964634, -0.009697218, 2.229239, 1], [8, 0.03693029, 0.4886502, 2.431212, 1], [9, 0.0661722, 0.2541335, 2.463044, 1], [10, 0.07918724, 0.0708679, 2.387187, 1], [11, 0.07832134, -0.006187391, 2.347988, 1], [12, -0.1619976, 0.03210954, 2.425936, 1], [13, -0.1768304, -0.2980714, 2.472655, 1], [14, -0.1532269, -0.6341307, 2.532362, 1], [15, -0.1375458, -0.7109899, 2.470875, 1], [16, -0.02469848, 0.03880607, 2.456201, 1], [17, 0.03935267, -0.2591623, 2.429119, 1], [18, 0.02668041, -0.6164767, 2.525231, 1], [19, 0.05801392, -0.6933594, 2.466797, 1], [20, -0.1274726, 0.531174, 2.41223, 1], [21, -0.2666906, -0.07064873, 2.204545, 1], [22, -0.271655, -0.01084391, 2.199769, 1], [23, 0.08656916, -0.06086692, 2.318265, 1], [24, 0.099777, -0.002053967, 2.310143, 1]]
[[0, -0.09771238, 0.03725668, 2.472471, 1], [1, -0.1176517, 0.3227625, 2.440634, 1], [2, -0.1370419, 0.5996184, 2.398286, 1], [3, -0.1114629, 0.7219218, 2.359169, 1], [4, -0.2896403, 0.4848221, 2.362366, 1], [5, -0.3356639, 0.2517317, 2.386057, 1], [6, -0.3508919, 0.01462183, 2.360927, 1], [7, -0.3533982, -0.05095563, 2.360143, 1], [8, 0.02906105, 0.4868914, 2.431465, 1], [9, 0.06135952, 0.2540098, 2.468824, 1], [10, 0.1197639, 0.04978361, 2.413751, 1], [11, 0.1262065, -0.02524972, 2.3902, 1], [12, -0.1646716, 0.0323377, 2.423302, 1], [13, -0.1841138, -0.2800751, 2.46714, 1], [14, -0.1544404, -0.6343828, 2.532769, 1], [15, -0.139604, -0.710395, 2.468683, 1], [16, -0.02931417, 0.04153444, 2.456031, 1], [17, 0.1039715, -0.2463268, 2.450598, 1], [18, 0.1768244, -0.6039956, 2.56624, 1], [19, 0.2434082, -0.6821289, 2.501953, 1], [20, -0.1323336, 0.5316325, 2.41083, 1], [21, -0.3489029, -0.1222535, 2.369166, 1], [22, -0.3241158, -0.066875, 2.345715, 1], [23, 0.1546836, -0.08446501, 2.376247, 1], [24, 0.1599941, -0.05838749, 2.372, 1]]
[[0, -0.1012435, 0.03851297, 2.471203, 1], [1, -0.1211282, 0.3234967, 2.439926, 1], [2, -0.1403279, 0.5999197, 2.398015, 1], [3, -0.1143693, 0.7223362, 2.359155, 1], [4, -0.2955542, 0.4837446, 2.361936, 1], [5, -0.337983, 0.2505387, 2.388919, 1], [6, -0.3571936, 0.01344509, 2.370052, 1], [7, -0.3662199, -0.0526042, 2.387148, 1], [8, 0.02486051, 0.4867697, 2.431572, 1], [9, 0.05901904, 0.2547533, 2.471422, 1], [10, 0.1267373, 0.03387666, 2.41375, 1], [11, 0.1365347, -0.03523244, 2.400685, 1], [12, -0.1673428, 0.03271093, 2.421854, 1], [13, -0.1852925, -0.2791206, 2.46621, 1], [14, -0.1565599, -0.6348458, 2.535342, 1], [15, -0.1416557, -0.7097383, 2.468562, 1], [16, -0.03325634, 0.04365653, 2.455059, 1], [17, 0.1063043, -0.231581, 2.452748, 1], [18, 0.2229433, -0.5946507, 2.555535, 1], [19, 0.2836976, -0.6759306, 2.507266, 1], [20, -0.1356744, 0.5320355, 2.410457, 1], [21, -0.3605178, -0.1278567, 2.404853, 1], [22, -0.3252641, -0.05229308, 2.361583, 1], [23, 0.1699753, -0.09731209, 2.394212, 1], [24, 0.1709926, -0.04671479, 2.377833, 1]]
[[0, -0.1035244, 0.03908669, 2.469741, 1], [1, -0.1238282, 0.323888, 2.438869, 1], [2, -0.1434046, 0.6001415, 2.39733, 1], [3, -0.1168654, 0.7224567, 2.359579, 1], [4, -0.2976801, 0.4828146, 2.361337, 1], [5, -0.3414279, 0.2512972, 2.395303, 1], [6, -0.3679144, 0.01494311, 2.39246, 1], [7, -0.3803762, -0.05098167, 2.411437, 1], [8, 0.02251933, 0.4865447, 2.431208, 1], [9, 0.05850546, 0.2550038, 2.471847, 1], [10, 0.1286651, 0.03193671, 2.417554, 1], [11, 0.1375633, -0.03225015, 2.410133, 1], [12, -0.1697997, 0.03305168, 2.419642, 1], [13, -0.1859706, -0.276512, 2.46474, 1], [14, -0.1569393, -0.6345813, 2.535098, 1], [15, -0.1430418, -0.7084685, 2.465744, 1], [16, -0.03509387, 0.04430393, 2.454231, 1], [17, 0.1128556, -0.2240104, 2.458234, 1], [18, 0.2466342, -0.582433, 2.557006, 1], [19, 0.3084608, -0.6687968, 2.504849, 1], [20, -0.1386605, 0.5322999, 2.409679, 1], [21, -0.379389, -0.1250504, 2.435344, 1], [22, -0.3461333, -0.05270572, 2.3925, 1], [23, 0.1718227, -0.09637775, 2.404795, 1], [24, 0.1597002, -0.02414882, 2.382182, 1]]
[[0, -0.1042295, 0.03956796, 2.469026, 1], [1, -0.1250835, 0.324416, 2.438469, 1], [2, -0.1454236, 0.6007833, 2.397305, 1], [3, -0.118516, 0.7223557, 2.359498, 1], [4, -0.2991041, 0.4824977, 2.3613, 1], [5, -0.3464301, 0.2539938, 2.404575, 1], [6, -0.3794347, 0.01880529, 2.407956, 1], [7, -0.3892629, -0.04551837, 2.427784, 1], [8, 0.02133451, 0.4865339, 2.431005, 1], [9, 0.0583806, 0.255263, 2.472048, 1], [10, 0.1296691, 0.03201779, 2.420534, 1], [11, 0.140249, -0.02865136, 2.416691, 1], [12, -0.1704752, 0.03339594, 2.418861, 1], [13, -0.1863566, -0.2765556, 2.464496, 1], [14, -0.1573492, -0.6354163, 2.535337, 1], [15, -0.1443628, -0.7087102, 2.4645, 1], [16, -0.03569842, 0.04485309, 2.453611, 1], [17, 0.1208188, -0.219023, 2.462759, 1], [18, 0.2748924, -0.5703152, 2.558017, 1], [19, 0.2926931, -0.6180107, 2.437333, 1], [20, -0.1404697, 0.5329099, 2.409545, 1], [21, -0.3889616, -0.1204425, 2.454007, 1], [22, -0.3555563, -0.04875141, 2.414316, 1], [23, 0.1765828, -0.09003934, 2.410295, 1], [24, 0.1767757, -0.04606689, 2.398125, 1]]
[[0, -0.1043224, 0.04069575, 2.466887, 1], [1, -0.1257465, 0.3249357, 2.437565, 1], [2, -0.1465574, 0.6010167, 2.39699, 1], [3, -0.1206633, 0.7224669, 2.359419, 1], [4, -0.3006942, 0.4823542, 2.361267, 1], [5, -0.3481628, 0.2551628, 2.409158, 1], [6, -0.3823112, 0.02035724, 2.415638, 1], [7, -0.3946764, -0.04326397, 2.440716, 1], [8, 0.01873044, 0.4855052, 2.429221, 1], [9, 0.05851271, 0.2552024, 2.47223, 1], [10, 0.133921, 0.03219887, 2.42724, 1], [11, 0.1516249, -0.03510308, 2.42318, 1], [12, -0.1704317, 0.03419311, 2.417098, 1], [13, -0.1869252, -0.2739589, 2.462379, 1], [14, -0.1576075, -0.6350479, 2.535097, 1], [15, -0.1443562, -0.7084843, 2.464617, 1], [16, -0.03584068, 0.04628349, 2.45106, 1], [17, 0.1270945, -0.2227125, 2.468418, 1], [18, 0.2831434, -0.573467, 2.562454, 1], [19, 0.3004152, -0.6210667, 2.441638, 1], [20, -0.1414558, 0.5332018, 2.409106, 1], [21, -0.3925864, -0.1154543, 2.461439, 1], [22, -0.3554983, -0.04125505, 2.419556, 1], [23, 0.1770194, -0.09704503, 2.417643, 1], [24, 0.1748, -0.02981196, 2.391667, 1]]
[[0, -0.103539, 0.0413273, 2.465138, 1], [1, -0.1259611, 0.32523, 2.436894, 1], [2, -0.1474978, 0.601196, 2.396748, 1], [3, -0.1221385, 0.7229819, 2.35936, 1], [4, -0.3017443, 0.4822573, 2.360957, 1], [5, -0.3514004, 0.2574202, 2.414953, 1], [6, -0.3876644, 0.02343394, 2.427038, 1], [7, -0.3992535, -0.04321501, 2.449884, 1], [8, 0.01815632, 0.4854459, 2.428843, 1], [9, 0.05891084, 0.2555439, 2.472719, 1], [10, 0.1349831, 0.05446813, 2.441074, 1], [11, 0.1534449, -0.02025873, 2.43065, 1], [12, -0.1694112, 0.03484803, 2.414662, 1], [13, -0.1867606, -0.2732702, 2.461834, 1], [14, -0.1578306, -0.6351315, 2.535225, 1], [15, -0.1450841, -0.7084714, 2.464408, 1], [16, -0.0352063, 0.04683566, 2.449867, 1], [17, 0.1303285, -0.2249533, 2.473107, 1], [18, 0.2920239, -0.5722243, 2.569948, 1], [19, 0.3091613, -0.6197804, 2.449078, 1], [20, -0.1421573, 0.5333993, 2.408772, 1], [21, -0.3977256, -0.1147713, 2.475712, 1], [22, -0.3655564, -0.06219896, 2.439937, 1], [23, 0.1900128, -0.08115213, 2.419625, 1], [24, 0.1972423, -0.05445043, 2.4085, 1]]
[[0, -0.1017594, 0.04169699, 2.463707, 1], [1, -0.125727, 0.3254746, 2.436193, 1], [2, -0.1479671, 0.6013767, 2.396363, 1], [3, -0.1234832, 0.723611, 2.35931, 1], [4, -0.302226, 0.4818473, 2.360491, 1], [5, -0.3526228, 0.2585486, 2.418607, 1], [6, -0.3902216, 0.02492637, 2.432086, 1], [7, -0.4016306, -0.04662239, 2.454122, 1], [8, 0.01782794, 0.485553, 2.428766, 1], [9, 0.06007142, 0.2559693, 2.472815, 1], [10, 0.1445427, 0.03552641, 2.432817, 1], [11, 0.1635849, -0.03127192, 2.426172, 1], [12, -0.1676384, 0.03477998, 2.413272, 1], [13, -0.1867739, -0.2705128, 2.459915, 1], [14, -0.1595709, -0.6319935, 2.535145, 1], [15, -0.1446003, -0.7054867, 2.465227, 1], [16, -0.03333873, 0.04764221, 2.448366, 1], [17, 0.1338984, -0.2259546, 2.47832, 1], [18, 0.2937634, -0.5750214, 2.572082, 1], [19, 0.3109976, -0.6224819, 2.451205, 1], [20, -0.142449, 0.5335773, 2.408359, 1], [21, -0.4037312, -0.1170883, 2.471457, 1], [22, -0.3651398, -0.0591973, 2.435585, 1], [23, 0.2132898, -0.07889665, 2.404948, 1], [24, 0.1816223, -0.01989197, 2.398769, 1]]
[[0, -0.099245, 0.04263043, 2.461457, 1], [1, -0.1253162, 0.3260922, 2.434888, 1], [2, -0.1487738, 0.6018304, 2.395587, 1], [3, -0.124528, 0.723814, 2.358835, 1], [4, -0.3029153, 0.4815539, 2.360329, 1], [5, -0.3534625, 0.2591616, 2.420941, 1], [6, -0.3908048, 0.02531439, 2.432617, 1], [7, -0.4026975, -0.04721662, 2.450561, 1], [8, 0.02066312, 0.4861913, 2.428565, 1], [9, 0.06091795, 0.2562501, 2.472639, 1], [10, 0.1453305, 0.03575526, 2.432857, 1], [11, 0.1690452, -0.03774422, 2.429034, 1], [12, -0.1649895, 0.03499207, 2.411247, 1], [13, -0.1864923, -0.2696723, 2.458577, 1], [14, -0.1594891, -0.6323775, 2.5353, 1], [15, -0.1430754, -0.7064093, 2.467067, 1], [16, -0.03090817, 0.04932081, 2.445836, 1], [17, 0.1341626, -0.2254297, 2.480172, 1], [18, 0.2934035, -0.5751004, 2.572903, 1], [19, 0.3104267, -0.6224796, 2.451925, 1], [20, -0.1429598, 0.5340375, 2.407521, 1], [21, -0.4015337, -0.1164543, 2.47237, 1], [22, -0.3719342, -0.06131979, 2.43515, 1], [23, 0.1998835, -0.1025831, 2.429951, 1], [24, 0.185935, -0.01737886, 2.40277, 1]]
[[0, -0.09798936, 0.04196808, 2.460405, 1], [1, -0.1247882, 0.3258395, 2.433815, 1], [2, -0.14894, 0.6017684, 2.394803, 1], [3, -0.1251604, 0.7239146, 2.358641, 1], [4, -0.3031111, 0.4805312, 2.359511, 1], [5, -0.3535574, 0.2587011, 2.421743, 1], [6, -0.3914215, 0.02494109, 2.43338, 1], [7, -0.4029331, -0.05013429, 2.448853, 1], [8, 0.01808567, 0.4840854, 2.423651, 1], [9, 0.06187414, 0.2559283, 2.471784, 1], [10, 0.1454039, 0.03509599, 2.432007, 1], [11, 0.1688032, -0.03787038, 2.425029, 1], [12, -0.1640442, 0.03420251, 2.410441, 1], [13, -0.1860259, -0.2705238, 2.457546, 1], [14, -0.1593989, -0.6325722, 2.535407, 1], [15, -0.143061, -0.7068499, 2.467693, 1], [16, -0.02930678, 0.04879035, 2.44453, 1], [17, 0.1341563, -0.2250733, 2.481361, 1], [18, 0.2879242, -0.5755381, 2.579371, 1], [19, 0.3039719, -0.6229472, 2.458162, 1], [20, -0.1429975, 0.5339472, 2.40667, 1], [21, -0.4024633, -0.1173276, 2.468904, 1], [22, -0.3727966, -0.05368794, 2.432241, 1], [23, 0.1981552, -0.1007323, 2.427295, 1], [24, 0.1914965, -0.0332385, 2.394, 1]]
[[0, -0.09696894, 0.04186281, 2.459868, 1], [1, -0.1244148, 0.3257748, 2.433169, 1], [2, -0.1491752, 0.6016604, 2.394173, 1], [3, -0.1258024, 0.7236722, 2.357871, 1], [4, -0.3033137, 0.4803439, 2.359325, 1], [5, -0.353083, 0.2586362, 2.422335, 1], [6, -0.3915309, 0.02494107, 2.433604, 1], [7, -0.4022519, -0.05258926, 2.443596, 1], [8, 0.01819436, 0.4841381, 2.423379, 1], [9, 0.06335495, 0.2560407, 2.470773, 1], [10, 0.1455546, 0.03458072, 2.431948, 1], [11, 0.1688203, -0.03933743, 2.426049, 1], [12, -0.1632962, 0.03407348, 2.410194, 1], [13, -0.1846168, -0.2654006, 2.451638, 1], [14, -0.1595326, -0.6324176, 2.535504, 1], [15, -0.1456663, -0.7079657, 2.469815, 1], [16, -0.02800687, 0.04869696, 2.443657, 1], [17, 0.1345262, -0.2303132, 2.486865, 1], [18, 0.2874995, -0.5807655, 2.585878, 1], [19, 0.3035188, -0.6281264, 2.464664, 1], [20, -0.1430942, 0.5338607, 2.406047, 1], [21, -0.3982147, -0.1221827, 2.460405, 1], [22, -0.3704979, -0.03466865, 2.43, 1], [23, 0.2025986, -0.1010077, 2.431668, 1], [24, 0.1943928, -0.03688412, 2.404412, 1]]
[[0, -0.09527292, 0.04186393, 2.458334, 1], [1, -0.123475, 0.3258395, 2.431748, 1], [2, -0.1490622, 0.6016861, 2.39326, 1], [3, -0.1263411, 0.7235848, 2.357291, 1], [4, -0.3029762, 0.479981, 2.358489, 1], [5, -0.352589, 0.2583685, 2.42186, 1], [6, -0.3910418, 0.02443967, 2.430517, 1], [7, -0.3982013, -0.05595063, 2.434043, 1], [8, 0.01858792, 0.484002, 2.422736, 1], [9, 0.06529061, 0.2557917, 2.468605, 1], [10, 0.1460643, 0.03461734, 2.424098, 1], [11, 0.1723249, -0.04857191, 2.417996, 1], [12, -0.1617217, 0.03397518, 2.408794, 1], [13, -0.1835379, -0.2664599, 2.450687, 1], [14, -0.1595156, -0.6316888, 2.534483, 1], [15, -0.1459307, -0.7080988, 2.470822, 1], [16, -0.02628228, 0.04876672, 2.442074, 1], [17, 0.1337339, -0.228282, 2.48746, 1], [18, 0.2864245, -0.5792067, 2.585432, 1], [19, 0.3025142, -0.6265433, 2.464201, 1], [20, -0.1428279, 0.5339021, 2.404997, 1], [21, -0.4001696, -0.1238191, 2.454903, 1], [22, -0.3682752, -0.05021114, 2.42081, 1], [23, 0.1969309, -0.1130766, 2.42135, 1], [24, 0.1925807, -0.03960835, 2.391345, 1]]
[[0, -0.09452955, 0.04178376, 2.457906, 1], [1, -0.1233436, 0.3256773, 2.430982, 1], [2, -0.1499836, 0.6012496, 2.391797, 1], [3, -0.1276757, 0.7236574, 2.356396, 1], [4, -0.3026987, 0.4794483, 2.358109, 1], [5, -0.3504258, 0.2566133, 2.419308, 1], [6, -0.3892034, 0.02258712, 2.426011, 1], [7, -0.3939618, -0.05537588, 2.42179, 1], [8, 0.01883643, 0.4843851, 2.422467, 1], [9, 0.06616662, 0.2560466, 2.467405, 1], [10, 0.1464112, 0.03466817, 2.422954, 1], [11, 0.1698345, -0.04918406, 2.411141, 1], [12, -0.1610016, 0.03383896, 2.408207, 1], [13, -0.1827047, -0.266954, 2.450659, 1], [14, -0.1599651, -0.6327491, 2.535189, 1], [15, -0.1455514, -0.7079009, 2.468761, 1], [16, -0.02553068, 0.04872205, 2.44181, 1], [17, 0.1340954, -0.2299951, 2.488723, 1], [18, 0.2868199, -0.5809275, 2.586585, 1], [19, 0.3029359, -0.6282752, 2.465382, 1], [20, -0.1434133, 0.5335606, 2.40373, 1], [21, -0.3930862, -0.1201847, 2.43389, 1], [22, -0.3634528, -0.03583176, 2.4182, 1], [23, 0.1949508, -0.1084733, 2.413678, 1], [24, 0.1921211, -0.05612186, 2.398769, 1]]
[[0, -0.09466498, 0.04171693, 2.457711, 1], [1, -0.1232272, 0.3256153, 2.430411, 1], [2, -0.1495427, 0.6011953, 2.390911, 1], [3, -0.1279485, 0.7237778, 2.35611, 1], [4, -0.3025331, 0.4792666, 2.357601, 1], [5, -0.3476587, 0.2546586, 2.415342, 1], [6, -0.3839953, 0.01971607, 2.412874, 1], [7, -0.3886218, -0.05701096, 2.405803, 1], [8, 0.01922714, 0.4844214, 2.422246, 1], [9, 0.06703671, 0.2558427, 2.465919, 1], [10, 0.1428359, 0.03234743, 2.425182, 1], [11, 0.1654369, -0.04333136, 2.41072, 1], [12, -0.1611717, 0.0338262, 2.40802, 1], [13, -0.1818562, -0.2669674, 2.450894, 1], [14, -0.1611257, -0.6310539, 2.535135, 1], [15, -0.1454486, -0.7064689, 2.469751, 1], [16, -0.02563478, 0.0485913, 2.44161, 1], [17, 0.1340125, -0.2309415, 2.489903, 1], [18, 0.286432, -0.5817247, 2.588623, 1], [19, 0.3026221, -0.6290989, 2.467453, 1], [20, -0.1430756, 0.5335051, 2.402897, 1], [21, -0.3845683, -0.1273563, 2.419606, 1], [22, -0.3550182, -0.0589807, 2.396714, 1], [23, 0.1967739, -0.1075819, 2.407132, 1], [24, 0.1799466, -0.02464927, 2.378621, 1]]
