[[0, -0.08834787, -0.08031149, 2.477665, 1], [1, -0.1056487, 0.2106846, 2.419728, 1], [2, -0.1250275, 0.4941313, 2.352051, 1], [3, -0.1160392, 0.6253627, 2.320741, 1], [4, -0.2694224, 0.3720224, 2.338072, 1], [5, -0.3043815, 0.1383853, 2.365798, 1], [6, -0.3187363, -0.03782519, 2.351582, 1], [7, -0.3241036, -0.1124882, 2.341373, 1], [8, 0.03545912, 0.3821089, 2.365587, 1], [9, 0.09230842, 0.1533129, 2.396783, 1], [10, 0.09849478, -0.07026657, 2.386703, 1], [11, 0.09648921, -0.09767523, 2.382372, 1], [12, -0.1559879, -0.08160117, 2.438859, 1], [13, -0.1428225, -0.3801123, 2.463924, 1], [14, -0.1265176, -0.6739774, 2.471521, 1], [15, -0.1238182, -0.7265476, 2.373299, 1], [16, -0.01846983, -0.07721349, 2.450412, 1], [17, -0.02158812, -0.3905886, 2.482991, 1], [18, -0.02899106, -0.6850593, 2.484444, 1], [19, 0.01151011, -0.721366, 2.385472, 1], [20, -0.1202604, 0.4244083, 2.370913, 1], [21, -0.3186215, -0.1752648, 2.352969, 1], [22, -0.3022016, -0.1120914, 2.315481, 1], [23, 0.09265016, -0.1443308, 2.405867, 1], [24, 0.1214811, -0.1072996, 2.367257, 1]]
[[0, -0.08918928, -0.08029524, 2.476974, 1], [1, -0.1085001, 0.2111464, 2.41871, 1], [2, -0.1294426, 0.4951135, 2.350464, 1], [3, -0.1220997, 0.6265016, 2.320128, 1], [4, -0.2755078, 0.372371, 2.335986, 1], [5, -0.3084044, 0.1384813, 2.364063, 1], [6, -0.3238687, -0.03973169, 2.350097, 1], [7, -0.3292014, -0.1123406, 2.34129, 1], [8, 0.02869853, 0.3833174, 2.361804, 1], [9, 0.08755998, 0.1551945, 2.393869, 1], [10, 0.09770717, -0.07316741, 2.389039, 1], [11, 0.09812471, -0.09629498, 2.385009, 1], [12, -0.15664, -0.08185033, 2.438255, 1], [13, -0.1436095, -0.3822464, 2.463922, 1], [14, -0.1273872, -0.67594, 2.473799, 1], [15, -0.1245429, -0.7256511, 2.373116, 1], [16, -0.01951217, -0.07682744, 2.449682, 1], [17, -0.02122758, -0.3898834, 2.483059, 1], [18, -0.02466321, -0.684392, 2.485331, 1], [19, 0.04874404, -0.710866, 2.41332, 1], [20, -0.1242983, 0.4252578, 2.3695, 1], [21, -0.3230846, -0.1754508, 2.349854, 1], [22, -0.3074423, -0.1104368, 2.315652, 1], [23, 0.09253011, -0.14496, 2.408901, 1], [24, 0.1188134, -0.1020973, 2.366436, 1]]
[[0, -0.08995389, -0.08021909, 2.476371, 1], [1, -0.1112426, 0.2115838, 2.417423, 1], [2, -0.1339265, 0.4959041, 2.34808, 1], [3, -0.1270922, 0.6286921, 2.319412, 1], [4, -0.2800324, 0.3712134, 2.333508, 1], [5, -0.3113079, 0.137062, 2.361426, 1], [6, -0.3272949, -0.03962478, 2.349838, 1], [7, -0.3339567, -0.1129145, 2.343202, 1], [8, 0.0250155, 0.3839412, 2.359511, 1], [9, 0.08549769, 0.1562034, 2.391443, 1], [10, 0.09765603, -0.07456817, 2.389785, 1], [11, 0.1002654, -0.09523809, 2.381724, 1], [12, -0.1572252, -0.08213252, 2.437722, 1], [13, -0.1442159, -0.3878919, 2.463911, 1], [14, -0.1305861, -0.681443, 2.476711, 1], [15, -0.1239843, -0.7236952, 2.370649, 1], [16, -0.02052615, -0.07625947, 2.449009, 1], [17, -0.01979837, -0.3896178, 2.48385, 1], [18, -0.004381109, -0.6830261, 2.496739, 1], [19, 0.07986683, -0.6859509, 2.433577, 1], [20, -0.1283506, 0.425964, 2.367429, 1], [21, -0.3249674, -0.1762191, 2.35549, 1], [22, -0.3110757, -0.1103097, 2.31685, 1], [23, 0.1048004, -0.1379438, 2.405825, 1], [24, 0.1197867, -0.1017774, 2.367903, 1]]
[[0, -0.09118934, -0.07910623, 2.47561, 1], [1, -0.1135957, 0.2127651, 2.416455, 1], [2, -0.1366655, 0.4968232, 2.346802, 1], [3, -0.132857, 0.6297348, 2.317905, 1], [4, -0.2849744, 0.3708002, 2.329596, 1], [5, -0.3145474, 0.1366918, 2.358963, 1], [6, -0.3276903, -0.03847863, 2.349364, 1], [7, -0.3367097, -0.109759, 2.343152, 1], [8, 0.01945392, 0.3849739, 2.355261, 1], [9, 0.0822767, 0.1580129, 2.387936, 1], [10, 0.1036557, -0.07684207, 2.38538, 1], [11, 0.1016499, -0.09917233, 2.37706, 1], [12, -0.1585237, -0.08142222, 2.436961, 1], [13, -0.1595759, -0.3775025, 2.47262, 1], [14, -0.132288, -0.6708825, 2.475525, 1], [15, -0.1196882, -0.7267744, 2.381335, 1], [16, -0.021629, -0.07470349, 2.448325, 1], [17, 0.03020448, -0.3687865, 2.493345, 1], [18, 0.09080295, -0.6557438, 2.51267, 1], [19, 0.1556255, -0.6980088, 2.444597, 1], [20, -0.1310263, 0.4269647, 2.36623, 1], [21, -0.3320433, -0.1755915, 2.357627, 1], [22, -0.3102464, -0.1274466, 2.335, 1], [23, 0.09746832, -0.1464561, 2.401967, 1], [24, 0.1218272, -0.1123838, 2.36415, 1]]
[[0, -0.09127849, -0.07881957, 2.475537, 1], [1, -0.1149659, 0.2136214, 2.415718, 1], [2, -0.1400869, 0.4983764, 2.344515, 1], [3, -0.1352717, 0.6305127, 2.317689, 1], [4, -0.288244, 0.3713913, 2.328204, 1], [5, -0.3173449, 0.1373357, 2.358176, 1], [6, -0.3280604, -0.03801123, 2.349749, 1], [7, -0.3379358, -0.1090704, 2.34678, 1], [8, 0.01628798, 0.3849706, 2.353338, 1], [9, 0.07863222, 0.1577681, 2.38557, 1], [10, 0.10436, -0.06743219, 2.377107, 1], [11, 0.1029501, -0.09649983, 2.371003, 1], [12, -0.158636, -0.08132029, 2.436962, 1], [13, -0.1650892, -0.3783323, 2.473626, 1], [14, -0.1330617, -0.6712449, 2.476569, 1], [15, -0.1210146, -0.724575, 2.379792, 1], [16, -0.02163198, -0.07409681, 2.448151, 1], [17, 0.05010799, -0.365019, 2.494583, 1], [18, 0.143247, -0.6822463, 2.497615, 1], [19, 0.2307154, -0.6767119, 2.449775, 1], [20, -0.133873, 0.4283379, 2.364408, 1], [21, -0.3337048, -0.1744417, 2.358563, 1], [22, -0.3143331, -0.1167868, 2.320833, 1], [23, 0.1088132, -0.1443314, 2.376464, 1], [24, 0.12753, -0.09257941, 2.354813, 1]]
[[0, -0.09128495, -0.07825562, 2.475135, 1], [1, -0.1159206, 0.2142283, 2.414787, 1], [2, -0.1419995, 0.4988269, 2.342835, 1], [3, -0.1371273, 0.6310979, 2.31735, 1], [4, -0.2914842, 0.3707059, 2.325355, 1], [5, -0.3193033, 0.1367712, 2.356743, 1], [6, -0.3283208, -0.03867299, 2.34901, 1], [7, -0.3379494, -0.1046511, 2.346328, 1], [8, 0.01390203, 0.3843231, 2.35097, 1], [9, 0.07445408, 0.1561119, 2.380778, 1], [10, 0.1035176, -0.0629107, 2.36951, 1], [11, 0.101002, -0.09439266, 2.362356, 1], [12, -0.158772, -0.08085105, 2.436655, 1], [13, -0.1650278, -0.3773181, 2.47392, 1], [14, -0.1332024, -0.6702631, 2.476744, 1], [15, -0.1232918, -0.72263, 2.378767, 1], [16, -0.02147012, -0.07346781, 2.447694, 1], [17, 0.07227479, -0.3771677, 2.4981, 1], [18, 0.1731568, -0.6528574, 2.514074, 1], [19, 0.2488793, -0.6904446, 2.47222, 1], [20, -0.1355595, 0.4288534, 2.362909, 1], [21, -0.3290527, -0.1719873, 2.361069, 1], [22, -0.33665, -0.1189367, 2.3133, 1], [23, 0.1049465, -0.1397415, 2.37441, 1], [24, 0.1257648, -0.08708663, 2.333929, 1]]
[[0, -0.09164824, -0.07718361, 2.473956, 1], [1, -0.1172389, 0.2152625, 2.413498, 1], [2, -0.1437354, 0.4996835, 2.34161, 1], [3, -0.1387304, 0.6314152, 2.316536, 1], [4, -0.2931156, 0.3714204, 2.323315, 1], [5, -0.3235748, 0.1375446, 2.353284, 1], [6, -0.3284073, -0.03802966, 2.348499, 1], [7, -0.3368496, -0.1033118, 2.347126, 1], [8, 0.01287122, 0.3845722, 2.34977, 1], [9, 0.07182994, 0.1553701, 2.376745, 1], [10, 0.1022643, -0.06030057, 2.360895, 1], [11, 0.1002009, -0.0918908, 2.353883, 1], [12, -0.159472, -0.07963459, 2.435196, 1], [13, -0.1694251, -0.374003, 2.477338, 1], [14, -0.1342771, -0.6667271, 2.477394, 1], [15, -0.1223111, -0.7248869, 2.385403, 1], [16, -0.02153398, -0.07259439, 2.446835, 1], [17, 0.08989426, -0.3506373, 2.503133, 1], [18, 0.1975248, -0.6233894, 2.53241, 1], [19, 0.2555477, -0.6797915, 2.478878, 1], [20, -0.1372281, 0.4297636, 2.361644, 1], [21, -0.3315083, -0.1681497, 2.355152, 1], [22, -0.3148241, -0.1065132, 2.319695, 1], [23, 0.1081058, -0.1363898, 2.367366, 1], [24, 0.1214124, -0.09908034, 2.333823, 1]]
[[0, -0.09268202, -0.07548572, 2.472885, 1], [1, -0.118274, 0.2160214, 2.412646, 1], [2, -0.1443697, 0.499774, 2.341014, 1], [3, -0.1389707, 0.6318588, 2.316376, 1], [4, -0.2943018, 0.371537, 2.322062, 1], [5, -0.3254493, 0.1377954, 2.352224, 1], [6, -0.3289091, -0.03780146, 2.34808, 1], [7, -0.33817, -0.1007963, 2.348149, 1], [8, 0.01140521, 0.384297, 2.348226, 1], [9, 0.06964759, 0.1546378, 2.373783, 1], [10, 0.09457202, -0.0816882, 2.360317, 1], [11, 0.09897183, -0.08030529, 2.345652, 1], [12, -0.1606152, -0.07839779, 2.434459, 1], [13, -0.1809096, -0.3459018, 2.453747, 1], [14, -0.1363104, -0.6470875, 2.478732, 1], [15, -0.1247107, -0.7152901, 2.399386, 1], [16, -0.02235759, -0.07042994, 2.445441, 1], [17, 0.1000948, -0.3477171, 2.508851, 1], [18, 0.2151738, -0.6162959, 2.537185, 1], [19, 0.3017578, -0.6850586, 2.507813, 1], [20, -0.137961, 0.4299884, 2.360985, 1], [21, -0.3280793, -0.1713032, 2.366005, 1], [22, -0.3129258, -0.102588, 2.339647, 1], [23, 0.1096333, -0.1290857, 2.350523, 1], [24, 0.1203162, -0.08588549, 2.3265, 1]]
[[0, -0.0950687, -0.07367678, 2.470161, 1], [1, -0.1201357, 0.2167716, 2.410839, 1], [2, -0.1453526, 0.4997507, 2.340039, 1], [3, -0.1392301, 0.6320646, 2.31592, 1], [4, -0.2951183, 0.3716955, 2.320135, 1], [5, -0.3267439, 0.1380794, 2.350598, 1], [6, -0.3300551, -0.03749152, 2.347262, 1], [7, -0.338026, -0.1005279, 2.346447, 1], [8, 0.0101595, 0.383501, 2.346571, 1], [9, 0.06719217, 0.1532651, 2.370645, 1], [10, 0.08974902, -0.08329527, 2.356689, 1], [11, 0.09185833, -0.08557185, 2.336231, 1], [12, -0.1637199, -0.07666826, 2.431834, 1], [13, -0.1794672, -0.3433004, 2.45115, 1], [14, -0.1386259, -0.6432108, 2.477379, 1], [15, -0.1263601, -0.7125137, 2.399872, 1], [16, -0.02400536, -0.0686321, 2.442708, 1], [17, 0.1123771, -0.3425946, 2.513025, 1], [18, 0.2849544, -0.6297171, 2.542594, 1], [19, 0.290197, -0.6802928, 2.422452, 1], [20, -0.1391534, 0.4301203, 2.359818, 1], [21, -0.3294151, -0.1694031, 2.364563, 1], [22, -0.3100112, -0.1109026, 2.336769, 1], [23, 0.09741226, -0.1306382, 2.338606, 1], [24, 0.1136581, -0.07895944, 2.309417, 1]]
[[0, -0.09647724, -0.07281061, 2.467473, 1], [1, -0.1215139, 0.2168426, 2.408569, 1], [2, -0.1464049, 0.4990427, 2.338171, 1], [3, -0.1389524, 0.6320627, 2.315552, 1], [4, -0.2954942, 0.371913, 2.318302, 1], [5, -0.3289582, 0.1386345, 2.349093, 1], [6, -0.3314987, -0.03692332, 2.346557, 1], [7, -0.3403227, -0.1007868, 2.345641, 1], [8, 0.009404436, 0.3826029, 2.344933, 1], [9, 0.06484835, 0.1515853, 2.366744, 1], [10, 0.08476409, -0.08522195, 2.353424, 1], [11, 0.08256793, -0.100365, 2.335004, 1], [12, -0.165896, -0.0760474, 2.428807, 1], [13, -0.1781749, -0.3414529, 2.449004, 1], [14, -0.138826, -0.6429421, 2.477905, 1], [15, -0.1268234, -0.7120769, 2.400053, 1], [16, -0.02470869, -0.06759804, 2.440345, 1], [17, 0.1202725, -0.3408974, 2.517087, 1], [18, 0.2912193, -0.6206066, 2.548446, 1], [19, 0.2964208, -0.6712645, 2.428259, 1], [20, -0.1403, 0.4296081, 2.357849, 1], [21, -0.33513, -0.1637317, 2.359621, 1], [22, -0.3199879, -0.08260169, 2.3405, 1], [23, 0.08261849, -0.141648, 2.344594, 1], [24, 0.1064207, -0.09313918, 2.316941, 1]]
[[0, -0.09721441, -0.07273497, 2.466049, 1], [1, -0.1217039, 0.2167276, 2.407904, 1], [2, -0.1462252, 0.4987763, 2.337892, 1], [3, -0.1385097, 0.6318039, 2.315163, 1], [4, -0.2957045, 0.3715801, 2.317085, 1], [5, -0.330965, 0.1385489, 2.347697, 1], [6, -0.3330088, -0.03699774, 2.345623, 1], [7, -0.3437591, -0.09616686, 2.345896, 1], [8, 0.009081194, 0.3814394, 2.343731, 1], [9, 0.06191921, 0.1495366, 2.36387, 1], [10, 0.08077301, -0.08732241, 2.348443, 1], [11, 0.07489765, -0.105076, 2.333223, 1], [12, -0.1673165, -0.07517517, 2.426615, 1], [13, -0.1793558, -0.341115, 2.44859, 1], [14, -0.1397818, -0.6404745, 2.477062, 1], [15, -0.1290254, -0.7099721, 2.3995, 1], [16, -0.02497565, -0.06802066, 2.43943, 1], [17, 0.1262759, -0.3355799, 2.521417, 1], [18, 0.3296341, -0.6367022, 2.566966, 1], [19, 0.334386, -0.6871764, 2.446816, 1], [20, -0.1402103, 0.4293944, 2.357512, 1], [21, -0.3366976, -0.1656221, 2.360225, 1], [22, -0.3123906, -0.1041305, 2.329308, 1], [23, 0.07709815, -0.1473377, 2.346343, 1], [24, 0.1000334, -0.09049197, 2.3144, 1]]
