[[0, 0.3215052, -0.1944784, 3.013568, 1], [1, 0.3454711, 0.08908043, 3.049628, 1], [2, 0.3674488, 0.3650023, 3.071802, 1], [3, 0.3708256, 0.5011445, 3.081239, 1], [4, 0.1976009, 0.2544083, 3.090724, 1], [5, 0.09492137, 0.06005344, 2.993581, 1], [6, 0.01609663, -0.1176931, 2.840394, 1], [7, -0.01611795, -0.1763823, 2.811182, 1], [8, 0.5257646, 0.2448555, 3.02579, 1], [9, 0.5886514, -0.03127953, 3.033088, 1], [10, 0.6231673, -0.2534695, 3.014417, 1], [11, 0.6271158, -0.3177761, 3.032722, 1], [12, 0.2303289, -0.1881164, 2.996264, 1], [13, 0.1140026, -0.2651818, 2.687128, 1], [14, 0.1098049, -0.6406077, 2.641791, 1], [15, 0.05918169, -0.6980273, 2.554185, 1], [16, 0.4048895, -0.1966343, 2.957469, 1], [17, 0.3964148, -0.2813733, 2.628284, 1], [18, 0.3734657, -0.6529247, 2.556402, 1], [19, 0.3863217, -0.7076529, 2.482824, 1], [20, 0.3621675, 0.2968564, 3.068689, 1], [21, -0.05846125, -0.2417938, 2.791786, 1], [22, 0.02396884, -0.1977949, 2.796417, 1], [23, 0.6432725, -0.3922793, 3.044335, 1], [24, 0.6425418, -0.291283, 2.97625, 1]]
[[0, 0.3209048, -0.1944644, 3.014717, 1], [1, 0.3452484, 0.08912431, 3.05144, 1], [2, 0.3678356, 0.3653125, 3.075217, 1], [3, 0.3722946, 0.5020512, 3.083427, 1], [4, 0.1999871, 0.2555591, 3.089415, 1], [5, 0.08840697, 0.1024179, 2.979162, 1], [6, 0.01674476, -0.01579056, 2.807211, 1], [7, -0.02534061, -0.08493973, 2.743463, 1], [8, 0.5272262, 0.2457564, 3.02659, 1], [9, 0.5891211, -0.03070458, 3.032938, 1], [10, 0.6222237, -0.2573902, 3.009178, 1], [11, 0.6224477, -0.3181705, 3.017006, 1], [12, 0.2288839, -0.1879063, 2.9998, 1], [13, 0.1150543, -0.2642678, 2.689462, 1], [14, 0.1115468, -0.639882, 2.646318, 1], [15, 0.05499041, -0.6987787, 2.558421, 1], [16, 0.4047828, -0.1966365, 2.957523, 1], [17, 0.3966474, -0.2816754, 2.62842, 1], [18, 0.3735024, -0.6531366, 2.556056, 1], [19, 0.3845219, -0.7076348, 2.481322, 1], [20, 0.3623929, 0.2971047, 3.071605, 1], [21, -0.06914509, -0.1422129, 2.687566, 1], [22, 0.01160928, -0.111143, 2.724643, 1], [23, 0.6373033, -0.3920959, 3.022441, 1], [24, 0.6542645, -0.2895564, 2.970357, 1]]
[[0, 0.3205301, -0.1943451, 3.015263, 1], [1, 0.3452349, 0.08915927, 3.052175, 1], [2, 0.3682961, 0.3653333, 3.076456, 1], [3, 0.3733072, 0.5031524, 3.087067, 1], [4, 0.2040002, 0.2593959, 3.088691, 1], [5, 0.08175439, 0.1197746, 2.971037, 1], [6, 0.01282203, 0.06776892, 2.769952, 1], [7, -0.02854415, 0.01897938, 2.685618, 1], [8, 0.5278131, 0.2468325, 3.027133, 1], [9, 0.5891566, -0.02981372, 3.032887, 1], [10, 0.6201241, -0.2596112, 3.00278, 1], [11, 0.6181071, -0.3157531, 3.005984, 1], [12, 0.2283271, -0.1875568, 3.000782, 1], [13, 0.1152765, -0.2636822, 2.69007, 1], [14, 0.1117033, -0.6393266, 2.647286, 1], [15, 0.05519439, -0.6986268, 2.558285, 1], [16, 0.4046462, -0.1966294, 2.957599, 1], [17, 0.3965785, -0.2814012, 2.628417, 1], [18, 0.373646, -0.6530097, 2.55689, 1], [19, 0.384444, -0.7078477, 2.481419, 1], [20, 0.3627305, 0.2971415, 3.072704, 1], [21, -0.06695016, -0.02335237, 2.601835, 1], [22, 0.002036242, -0.005971852, 2.666143, 1], [23, 0.6243522, -0.3883954, 3.012869, 1], [24, 0.6467211, -0.3015224, 2.971167, 1]]
[[0, 0.318693, -0.1934126, 3.015741, 1], [1, 0.3444922, 0.08979849, 3.052676, 1], [2, 0.3681205, 0.3659272, 3.077029, 1], [3, 0.3730989, 0.5036283, 3.088886, 1], [4, 0.2057048, 0.261895, 3.088334, 1], [5, 0.06388468, 0.1689253, 2.946285, 1], [6, 0.006093465, 0.163521, 2.734966, 1], [7, -0.02109339, 0.1231451, 2.636981, 1], [8, 0.5262085, 0.2502051, 3.027364, 1], [9, 0.5909193, -0.02594204, 3.029574, 1], [10, 0.618274, -0.2604585, 2.999168, 1], [11, 0.616029, -0.3147759, 3.003263, 1], [12, 0.226299, -0.1860626, 3.000869, 1], [13, 0.1151324, -0.2637778, 2.689867, 1], [14, 0.1126194, -0.6394035, 2.646762, 1], [15, 0.05721312, -0.6973635, 2.557924, 1], [16, 0.4030841, -0.1961487, 2.958082, 1], [17, 0.3966022, -0.281017, 2.628908, 1], [18, 0.3735792, -0.6526518, 2.557572, 1], [19, 0.3541609, -0.6898069, 2.446607, 1], [20, 0.3624503, 0.297741, 3.073251, 1], [21, -0.06615447, 0.104787, 2.570907, 1], [22, -0.001911631, 0.1008888, 2.604917, 1], [23, 0.6279435, -0.3865316, 3.012644, 1], [24, 0.6480135, -0.2754429, 2.958125, 1]]
[[0, 0.3170031, -0.1930197, 3.016862, 1], [1, 0.3435755, 0.09005746, 3.053607, 1], [2, 0.3677696, 0.3661244, 3.077792, 1], [3, 0.372227, 0.5038837, 3.092582, 1], [4, 0.2062641, 0.2638009, 3.088899, 1], [5, 0.03259885, 0.1905909, 2.976986, 1], [6, 0.02974373, 0.2378724, 2.763105, 1], [7, -0.02657187, 0.2236332, 2.616857, 1], [8, 0.5245889, 0.2528297, 3.027761, 1], [9, 0.5894681, -0.02335867, 3.029088, 1], [10, 0.61325, -0.2528483, 2.992076, 1], [11, 0.6139615, -0.3118151, 2.998597, 1], [12, 0.2246664, -0.1854045, 3.00209, 1], [13, 0.1154614, -0.2632658, 2.690377, 1], [14, 0.111459, -0.6394373, 2.655391, 1], [15, 0.05789005, -0.696597, 2.559093, 1], [16, 0.4015323, -0.1960064, 2.958804, 1], [17, 0.3966833, -0.2800251, 2.629373, 1], [18, 0.3736095, -0.6518014, 2.55893, 1], [19, 0.3539993, -0.6889746, 2.447989, 1], [20, 0.3619936, 0.2979602, 3.074052, 1], [21, -0.01363914, 0.21743, 2.578041, 1], [22, 0.0004324715, 0.2100046, 2.573, 1], [23, 0.6205924, -0.3880023, 3.019779, 1], [24, 0.6496367, -0.3058621, 2.982723, 1]]
[[0, 0.3169688, -0.1924353, 3.016713, 1], [1, 0.3432855, 0.09087107, 3.053858, 1], [2, 0.3671086, 0.3674249, 3.078725, 1], [3, 0.3717116, 0.5039115, 3.093607, 1], [4, 0.207765, 0.2669682, 3.088457, 1], [5, 0.07101694, 0.298988, 2.915922, 1], [6, 0.01090447, 0.2985449, 2.705241, 1], [7, -0.03083884, 0.3298807, 2.608371, 1], [8, 0.5246886, 0.2528458, 3.027884, 1], [9, 0.5894225, -0.02276291, 3.028901, 1], [10, 0.6090131, -0.2514645, 2.988893, 1], [11, 0.608426, -0.3110297, 2.997232, 1], [12, 0.224538, -0.1847188, 3.001933, 1], [13, 0.1154793, -0.2625543, 2.690156, 1], [14, 0.1113845, -0.6385821, 2.652745, 1], [15, 0.0555502, -0.6970575, 2.559927, 1], [16, 0.40159, -0.1954631, 2.958539, 1], [17, 0.3967215, -0.2799942, 2.629255, 1], [18, 0.3734134, -0.6517119, 2.55852, 1], [19, 0.3540936, -0.6889182, 2.447535, 1], [20, 0.3614486, 0.2991402, 3.074789, 1], [21, -0.08219074, 0.3370337, 2.529463, 1], [22, 0.006226323, 0.3167178, 2.556222, 1], [23, 0.6131492, -0.3829193, 3.008881, 1], [24, 0.6412615, -0.3039642, 2.983, 1]]
[[0, 0.3170268, -0.1918469, 3.017153, 1], [1, 0.3432849, 0.09137528, 3.054197, 1], [2, 0.3671159, 0.3678235, 3.078928, 1], [3, 0.370075, 0.5045185, 3.095923, 1], [4, 0.2091873, 0.2715804, 3.087461, 1], [5, 0.07066656, 0.3330988, 2.925776, 1], [6, 0.007520568, 0.4021233, 2.679016, 1], [7, -0.01646511, 0.4348615, 2.615508, 1], [8, 0.5238652, 0.2542941, 3.028081, 1], [9, 0.5888025, -0.02193647, 3.028742, 1], [10, 0.6059209, -0.2556782, 2.98933, 1], [11, 0.6015071, -0.3081788, 3.000372, 1], [12, 0.2245571, -0.1842114, 3.001939, 1], [13, 0.1154662, -0.2623819, 2.690267, 1], [14, 0.1114113, -0.6383846, 2.65245, 1], [15, 0.05781984, -0.6966469, 2.557354, 1], [16, 0.4017226, -0.1947365, 2.959548, 1], [17, 0.3967887, -0.279454, 2.630315, 1], [18, 0.3734687, -0.6511735, 2.559589, 1], [19, 0.3838838, -0.707569, 2.486076, 1], [20, 0.3614576, 0.2995775, 3.075033, 1], [21, -0.04601405, 0.4645213, 2.561203, 1], [22, 0.02618928, 0.4200829, 2.572091, 1], [23, 0.6031299, -0.3780127, 3.012892, 1], [24, 0.6327474, -0.3090168, 2.98776, 1]]
[[0, 0.3177294, -0.1909815, 3.016826, 1], [1, 0.343188, 0.09214285, 3.054086, 1], [2, 0.3661542, 0.3689449, 3.078929, 1], [3, 0.3688526, 0.5054333, 3.09654, 1], [4, 0.2112142, 0.2781737, 3.087363, 1], [5, 0.08941399, 0.3784183, 2.930455, 1], [6, 0.04497751, 0.4684311, 2.718969, 1], [7, 0.00216919, 0.5298589, 2.63062, 1], [8, 0.5230691, 0.2550208, 3.028211, 1], [9, 0.5883592, -0.01993493, 3.028546, 1], [10, 0.5989444, -0.2463463, 2.986942, 1], [11, 0.5917379, -0.2930954, 2.997016, 1], [12, 0.2253814, -0.1829373, 3.000522, 1], [13, 0.1151862, -0.2624226, 2.689644, 1], [14, 0.1127875, -0.6381875, 2.648246, 1], [15, 0.05303825, -0.6988385, 2.563005, 1], [16, 0.4024847, -0.1939959, 2.959787, 1], [17, 0.3969051, -0.2794566, 2.630772, 1], [18, 0.3732952, -0.6511897, 2.560245, 1], [19, 0.3837677, -0.7079871, 2.48568, 1], [20, 0.3607743, 0.3005911, 3.075008, 1], [21, -0.03332806, 0.5730535, 2.57093, 1], [22, 0.04635125, 0.5068989, 2.598813, 1], [23, 0.5976537, -0.3788027, 3.016831, 1], [24, 0.6245242, -0.2891839, 2.979421, 1]]
[[0, 0.31861, -0.1889683, 3.016605, 1], [1, 0.3432007, 0.09363063, 3.054182, 1], [2, 0.3655972, 0.3701086, 3.079245, 1], [3, 0.3674843, 0.5068185, 3.097525, 1], [4, 0.2112525, 0.2830712, 3.08731, 1], [5, 0.09420912, 0.427232, 2.915878, 1], [6, 0.05802838, 0.552147, 2.714928, 1], [7, 0.02750356, 0.6133932, 2.648301, 1], [8, 0.5223021, 0.255695, 3.02832, 1], [9, 0.5874324, -0.01783789, 3.028381, 1], [10, 0.5979227, -0.2500451, 2.989076, 1], [11, 0.5934712, -0.2957397, 3.000031, 1], [12, 0.22638, -0.1805958, 2.999363, 1], [13, 0.1150951, -0.2624065, 2.689583, 1], [14, 0.1119352, -0.6380295, 2.646399, 1], [15, 0.05313709, -0.6988664, 2.563255, 1], [16, 0.4032695, -0.1922437, 2.960243, 1], [17, 0.3969874, -0.2795161, 2.631763, 1], [18, 0.3733227, -0.651059, 2.560061, 1], [19, 0.3836027, -0.7071989, 2.483111, 1], [20, 0.3603513, 0.3018314, 3.075277, 1], [21, 0.0004336073, 0.6658548, 2.593806, 1], [22, 0.07070038, 0.5899432, 2.58775, 1], [23, 0.5976094, -0.3787793, 3.016631, 1], [24, 0.6272693, -0.302073, 2.990308, 1]]
[[0, 0.318769, -0.1877135, 3.017025, 1], [1, 0.3430111, 0.09393721, 3.054121, 1], [2, 0.3649155, 0.3699536, 3.078685, 1], [3, 0.3663519, 0.5067229, 3.098131, 1], [4, 0.2108652, 0.2862613, 3.087774, 1], [5, 0.104011, 0.4618682, 2.932093, 1], [6, 0.06741225, 0.6348448, 2.722593, 1], [7, 0.05508636, 0.6824462, 2.683347, 1], [8, 0.5214314, 0.2565072, 3.028573, 1], [9, 0.5870841, -0.01735724, 3.028772, 1], [10, 0.5976915, -0.2503332, 2.989682, 1], [11, 0.5953701, -0.2978637, 3.002473, 1], [12, 0.2269661, -0.1788732, 2.998679, 1], [13, 0.1152127, -0.2622139, 2.689538, 1], [14, 0.1110693, -0.6383705, 2.654203, 1], [15, 0.06611697, -0.6957216, 2.553901, 1], [16, 0.4030056, -0.1909546, 2.96203, 1], [17, 0.3969655, -0.2783372, 2.633576, 1], [18, 0.373381, -0.6498216, 2.56146, 1], [19, 0.383252, -0.7071245, 2.473271, 1], [20, 0.3598671, 0.3018427, 3.074918, 1], [21, 0.03236468, 0.7442793, 2.618196, 1], [22, 0.1020801, 0.6482686, 2.628312, 1], [23, 0.6011513, -0.37757, 3.020104, 1], [24, 0.6302006, -0.3103928, 2.992539, 1]]
[[0, 0.318624, -0.1859982, 3.017277, 1], [1, 0.3425867, 0.0948359, 3.054383, 1], [2, 0.3643943, 0.3701993, 3.078931, 1], [3, 0.3652868, 0.5076575, 3.098867, 1], [4, 0.2114926, 0.2925669, 3.09043, 1], [5, 0.1196684, 0.5042728, 2.935862, 1], [6, 0.09361067, 0.6881703, 2.750476, 1], [7, 0.08391032, 0.7419144, 2.728801, 1], [8, 0.5206403, 0.2573451, 3.028487, 1], [9, 0.586197, -0.01684144, 3.029549, 1], [10, 0.5974018, -0.2522895, 2.991664, 1], [11, 0.5953485, -0.301902, 3.005075, 1], [12, 0.2271634, -0.1765529, 2.998174, 1], [13, 0.1152919, -0.2621686, 2.689777, 1], [14, 0.1101105, -0.6381778, 2.652219, 1], [15, 0.06414636, -0.6962897, 2.555399, 1], [16, 0.4025497, -0.1898151, 2.962807, 1], [17, 0.3971099, -0.2784136, 2.634712, 1], [18, 0.3734454, -0.6497806, 2.56191, 1], [19, 0.3826906, -0.7075908, 2.473435, 1], [20, 0.3593636, 0.3022177, 3.075158, 1], [21, 0.07179874, 0.8060938, 2.678176, 1], [22, 0.1319701, 0.7200047, 2.660728, 1], [23, 0.603823, -0.3786177, 3.014114, 1], [24, 0.6354409, -0.3151993, 3.002615, 1]]
