[[0, 0.253215, 0.07095534, 2.860983, 1], [1, 0.2598664, 0.3832957, 2.827011, 1], [2, 0.2656564, 0.6880869, 2.782708, 1], [3, 0.2756119, 0.8329804, 2.783935, 1], [4, 0.09742232, 0.5789812, 2.765055, 1], [5, 0.1145225, 0.4153332, 2.602226, 1], [6, 0.1943353, 0.3158663, 2.426383, 1], [7, 0.2167561, 0.2908702, 2.352242, 1], [8, 0.4205229, 0.5682688, 2.744652, 1], [9, 0.3681141, 0.3958215, 2.579896, 1], [10, 0.2596404, 0.3099411, 2.400626, 1], [11, 0.2193669, 0.2895689, 2.351303, 1], [12, 0.17073, 0.07207587, 2.831448, 1], [13, 0.1460669, -0.2481441, 2.917932, 1], [14, 0.1269375, -0.5700947, 2.961516, 1], [15, 0.1073507, -0.6314407, 2.892627, 1], [16, 0.3290773, 0.0682243, 2.81652, 1], [17, 0.3732846, -0.2561225, 2.896404, 1], [18, 0.4000633, -0.5815772, 2.946294, 1], [19, 0.4017797, -0.6438345, 2.878657, 1], [20, 0.2643698, 0.6130878, 2.795852, 1], [21, 0.2105264, 0.2305579, 2.304665, 1], [22, 0.2541096, 0.2969882, 2.366818, 1], [23, 0.2004804, 0.2348386, 2.303468, 1], [24, 0.1875541, 0.3115707, 2.35, 1]]
[[0, 0.2534079, 0.07203954, 2.861376, 1], [1, 0.2600206, 0.3834567, 2.827283, 1], [2, 0.265866, 0.6875528, 2.78294, 1], [3, 0.2756607, 0.8322157, 2.78594, 1], [4, 0.0971162, 0.5787449, 2.765059, 1], [5, 0.1251277, 0.4300964, 2.602089, 1], [6, 0.1814601, 0.3185603, 2.424156, 1], [7, 0.2141165, 0.294604, 2.337059, 1], [8, 0.4211083, 0.569272, 2.746006, 1], [9, 0.3669307, 0.3991585, 2.580022, 1], [10, 0.2600514, 0.3137765, 2.400078, 1], [11, 0.2190002, 0.2965623, 2.339511, 1], [12, 0.1709227, 0.0734231, 2.832055, 1], [13, 0.146002, -0.2479355, 2.917883, 1], [14, 0.1264633, -0.5719506, 2.96068, 1], [15, 0.106792, -0.6330112, 2.89187, 1], [16, 0.3292659, 0.06900273, 2.816728, 1], [17, 0.3749686, -0.2657098, 2.899423, 1], [18, 0.3998325, -0.5818135, 2.946572, 1], [19, 0.4026559, -0.643271, 2.877513, 1], [20, 0.2645412, 0.6128224, 2.796074, 1], [21, 0.2021938, 0.2407927, 2.285962, 1], [22, 0.247402, 0.3117581, 2.338667, 1], [23, 0.1984153, 0.2463606, 2.288025, 1], [24, 0.1845337, 0.3182963, 2.331385, 1]]
[[0, 0.2534615, 0.07317959, 2.861644, 1], [1, 0.2602012, 0.3837561, 2.827537, 1], [2, 0.2661246, 0.6873046, 2.783104, 1], [3, 0.2759475, 0.8324974, 2.789641, 1], [4, 0.0970026, 0.5787701, 2.765109, 1], [5, 0.1269615, 0.4332719, 2.599513, 1], [6, 0.1768701, 0.3293321, 2.414913, 1], [7, 0.212097, 0.2983447, 2.334979, 1], [8, 0.4167056, 0.5705889, 2.741912, 1], [9, 0.3654446, 0.4041249, 2.576736, 1], [10, 0.2589992, 0.3190845, 2.394004, 1], [11, 0.2178513, 0.3028737, 2.340209, 1], [12, 0.1710338, 0.07451985, 2.83233, 1], [13, 0.1460063, -0.2478033, 2.917952, 1], [14, 0.1264934, -0.5723796, 2.960939, 1], [15, 0.105505, -0.6335562, 2.890453, 1], [16, 0.329271, 0.07009634, 2.816972, 1], [17, 0.375688, -0.2669649, 2.900082, 1], [18, 0.3998162, -0.5819766, 2.946617, 1], [19, 0.4025989, -0.6434357, 2.877556, 1], [20, 0.2647521, 0.612725, 2.796246, 1], [21, 0.2038551, 0.2326568, 2.292356, 1], [22, 0.2184348, 0.3325712, 2.318778, 1], [23, 0.1969742, 0.2464161, 2.293198, 1], [24, 0.1987946, 0.3328804, 2.325667, 1]]
[[0, 0.2536958, 0.07467423, 2.861802, 1], [1, 0.2604547, 0.3843487, 2.827793, 1], [2, 0.2662694, 0.6872703, 2.783206, 1], [3, 0.2764995, 0.8329863, 2.791352, 1], [4, 0.09908728, 0.5818537, 2.763119, 1], [5, 0.1256787, 0.4362285, 2.596999, 1], [6, 0.1714964, 0.3340545, 2.410267, 1], [7, 0.2107566, 0.3072382, 2.334347, 1], [8, 0.4186111, 0.5713195, 2.74481, 1], [9, 0.3696025, 0.4181539, 2.580838, 1], [10, 0.2608101, 0.3215877, 2.393701, 1], [11, 0.2174153, 0.3058903, 2.336926, 1], [12, 0.1713255, 0.07641598, 2.832524, 1], [13, 0.1452535, -0.2458512, 2.916957, 1], [14, 0.1264584, -0.5723912, 2.96095, 1], [15, 0.1048729, -0.6318347, 2.892266, 1], [16, 0.3294547, 0.07116106, 2.817088, 1], [17, 0.3762572, -0.270568, 2.900911, 1], [18, 0.3993111, -0.583914, 2.947158, 1], [19, 0.4031592, -0.6438967, 2.875538, 1], [20, 0.2649163, 0.6127802, 2.796379, 1], [21, 0.2038449, 0.2422259, 2.284682, 1], [22, 0.2469051, 0.3162892, 2.3422, 1], [23, 0.1976527, 0.2479528, 2.288006, 1], [24, 0.1928684, 0.3340018, 2.32912, 1]]
[[0, 0.2538871, 0.07467655, 2.861874, 1], [1, 0.260471, 0.3841916, 2.828028, 1], [2, 0.265806, 0.6862446, 2.78377, 1], [3, 0.2763495, 0.8326086, 2.793065, 1], [4, 0.09785425, 0.58132, 2.763794, 1], [5, 0.1252877, 0.4374186, 2.596234, 1], [6, 0.1712147, 0.3336375, 2.410446, 1], [7, 0.2090104, 0.3063911, 2.330008, 1], [8, 0.4193545, 0.5719898, 2.746338, 1], [9, 0.3703474, 0.4205164, 2.58209, 1], [10, 0.2636145, 0.3243499, 2.398067, 1], [11, 0.2153845, 0.3077158, 2.333761, 1], [12, 0.1715083, 0.0763896, 2.832658, 1], [13, 0.1406561, -0.2596424, 2.920247, 1], [14, 0.1262921, -0.5732014, 2.960997, 1], [15, 0.1048363, -0.6324574, 2.89148, 1], [16, 0.3296725, 0.07118116, 2.817103, 1], [17, 0.3765644, -0.2733152, 2.901917, 1], [18, 0.3993107, -0.583973, 2.947263, 1], [19, 0.4020079, -0.6435336, 2.874629, 1], [20, 0.2646457, 0.6120659, 2.79687, 1], [21, 0.199881, 0.2509619, 2.284456, 1], [22, 0.2316496, 0.3365202, 2.32365, 1], [23, 0.1958307, 0.2505726, 2.284165, 1], [24, 0.1965057, 0.339359, 2.322, 1]]
[[0, 0.2536352, 0.07482894, 2.862002, 1], [1, 0.2602378, 0.3841184, 2.828428, 1], [2, 0.2655565, 0.6855263, 2.784483, 1], [3, 0.2761564, 0.8320373, 2.793826, 1], [4, 0.09911443, 0.5828914, 2.763047, 1], [5, 0.1271835, 0.4392473, 2.595364, 1], [6, 0.1708549, 0.3341632, 2.409757, 1], [7, 0.2083555, 0.3059685, 2.327715, 1], [8, 0.4201709, 0.5723392, 2.747419, 1], [9, 0.3695085, 0.4270672, 2.586597, 1], [10, 0.2726274, 0.3373564, 2.413549, 1], [11, 0.21515, 0.3082772, 2.333547, 1], [12, 0.1712352, 0.07659899, 2.832728, 1], [13, 0.1410863, -0.2508611, 2.915413, 1], [14, 0.1265697, -0.5728841, 2.960845, 1], [15, 0.104832, -0.6325349, 2.891527, 1], [16, 0.3294401, 0.07126985, 2.817286, 1], [17, 0.3766074, -0.2733721, 2.90176, 1], [18, 0.3993102, -0.5810351, 2.94729, 1], [19, 0.4024018, -0.6412473, 2.875854, 1], [20, 0.2644043, 0.6115459, 2.797519, 1], [21, 0.199549, 0.2520085, 2.28075, 1], [22, 0.2317209, 0.3344269, 2.324476, 1], [23, 0.1948495, 0.2501119, 2.28306, 1], [24, 0.1859464, 0.3321892, 2.3252, 1]]
[[0, 0.2539211, 0.07525, 2.861974, 1], [1, 0.2605643, 0.3842236, 2.828815, 1], [2, 0.2660986, 0.6850114, 2.785447, 1], [3, 0.2763149, 0.831521, 2.796126, 1], [4, 0.09818792, 0.5823528, 2.764062, 1], [5, 0.09513268, 0.4082625, 2.627718, 1], [6, 0.1675208, 0.3424321, 2.42347, 1], [7, 0.2119316, 0.3094916, 2.333988, 1], [8, 0.4205048, 0.5726612, 2.748116, 1], [9, 0.3739923, 0.4223811, 2.590941, 1], [10, 0.2670408, 0.3262188, 2.394737, 1], [11, 0.2165529, 0.3082203, 2.336419, 1], [12, 0.171529, 0.07691994, 2.832696, 1], [13, 0.1412962, -0.2504801, 2.915397, 1], [14, 0.1268051, -0.5734408, 2.961123, 1], [15, 0.104224, -0.6361685, 2.89018, 1], [16, 0.3297089, 0.07177269, 2.817257, 1], [17, 0.3772836, -0.2754789, 2.902471, 1], [18, 0.399456, -0.5810422, 2.947293, 1], [19, 0.403135, -0.6414471, 2.876351, 1], [20, 0.2648969, 0.6112212, 2.798338, 1], [21, 0.2055493, 0.2577446, 2.284699, 1], [22, 0.2217751, 0.3457937, 2.320684, 1], [23, 0.1967837, 0.251104, 2.286325, 1], [24, 0.1915869, 0.3324623, 2.32751, 1]]
[[0, 0.2544264, 0.07607652, 2.861929, 1], [1, 0.2610552, 0.3849896, 2.829146, 1], [2, 0.2664902, 0.685524, 2.785846, 1], [3, 0.276494, 0.831815, 2.796596, 1], [4, 0.09719564, 0.581511, 2.765142, 1], [5, 0.1172558, 0.4281058, 2.605608, 1], [6, 0.1709155, 0.3368883, 2.415266, 1], [7, 0.2118128, 0.3048273, 2.335173, 1], [8, 0.4206685, 0.5725472, 2.748441, 1], [9, 0.3775881, 0.4027714, 2.613213, 1], [10, 0.2863667, 0.3413417, 2.424961, 1], [11, 0.2163186, 0.3076719, 2.340084, 1], [12, 0.172142, 0.07773741, 2.832623, 1], [13, 0.1418877, -0.2475804, 2.914888, 1], [14, 0.1268301, -0.5732052, 2.961287, 1], [15, 0.1046683, -0.6344907, 2.892709, 1], [16, 0.3301028, 0.0725626, 2.817236, 1], [17, 0.3773351, -0.2776017, 2.903013, 1], [18, 0.4001345, -0.5828913, 2.946499, 1], [19, 0.4030315, -0.6433346, 2.875504, 1], [20, 0.2653212, 0.6117837, 2.798747, 1], [21, 0.2063502, 0.2462067, 2.290185, 1], [22, 0.2375845, 0.3227019, 2.328715, 1], [23, 0.1952462, 0.2499549, 2.291336, 1], [24, 0.1915331, 0.3310433, 2.328901, 1]]
[[0, 0.2545362, 0.07666924, 2.861749, 1], [1, 0.2610534, 0.3851419, 2.829229, 1], [2, 0.2664148, 0.6854724, 2.786029, 1], [3, 0.2766366, 0.8322077, 2.797604, 1], [4, 0.09780999, 0.582798, 2.764619, 1], [5, 0.1195597, 0.4293735, 2.605346, 1], [6, 0.1750012, 0.3298662, 2.419889, 1], [7, 0.2135511, 0.2992926, 2.343, 1], [8, 0.416645, 0.574208, 2.740915, 1], [9, 0.3783685, 0.4061599, 2.601847, 1], [10, 0.2743698, 0.3249498, 2.413455, 1], [11, 0.2180053, 0.3010832, 2.347031, 1], [12, 0.1723734, 0.07829434, 2.832457, 1], [13, 0.1428814, -0.2477763, 2.915546, 1], [14, 0.1265424, -0.5730892, 2.961128, 1], [15, 0.10487, -0.6343282, 2.892318, 1], [16, 0.3300912, 0.07317729, 2.817033, 1], [17, 0.3773897, -0.2783214, 2.903267, 1], [18, 0.3999667, -0.5849351, 2.946666, 1], [19, 0.4035733, -0.6448756, 2.87494, 1], [20, 0.2652737, 0.6117814, 2.798896, 1], [21, 0.207434, 0.2400749, 2.293794, 1], [22, 0.2489124, 0.3025144, 2.347833, 1], [23, 0.1991788, 0.2455438, 2.299638, 1], [24, 0.1869803, 0.3236144, 2.334882, 1]]
[[0, 0.2544363, 0.07684179, 2.861677, 1], [1, 0.2609355, 0.3855047, 2.829273, 1], [2, 0.2662825, 0.6859342, 2.786099, 1], [3, 0.2765433, 0.8325821, 2.79801, 1], [4, 0.09853021, 0.5830337, 2.764002, 1], [5, 0.1222729, 0.428718, 2.605971, 1], [6, 0.1797931, 0.3259281, 2.423054, 1], [7, 0.2144991, 0.291359, 2.345784, 1], [8, 0.4180047, 0.574075, 2.742869, 1], [9, 0.3776804, 0.4074266, 2.602585, 1], [10, 0.2706888, 0.3022893, 2.40734, 1], [11, 0.2178536, 0.2895182, 2.345915, 1], [12, 0.1722585, 0.07854006, 2.832295, 1], [13, 0.1433502, -0.2494264, 2.916232, 1], [14, 0.1265531, -0.573642, 2.960938, 1], [15, 0.1047739, -0.6345552, 2.89165, 1], [16, 0.3300089, 0.07328439, 2.817022, 1], [17, 0.377344, -0.2791876, 2.903249, 1], [18, 0.4002119, -0.5894604, 2.947449, 1], [19, 0.4037842, -0.6471499, 2.871952, 1], [20, 0.26515, 0.612205, 2.798973, 1], [21, 0.2081127, 0.229381, 2.301134, 1], [22, 0.2353242, 0.3158566, 2.3365, 1], [23, 0.1998414, 0.2320931, 2.302053, 1], [24, 0.2019554, 0.3212759, 2.32332, 1]]
[[0, 0.2543668, 0.07695304, 2.861702, 1], [1, 0.2607568, 0.3857194, 2.829452, 1], [2, 0.2659822, 0.6861457, 2.786344, 1], [3, 0.2766277, 0.8332968, 2.799543, 1], [4, 0.09912431, 0.5833197, 2.763783, 1], [5, 0.1240439, 0.4299322, 2.604987, 1], [6, 0.1808287, 0.323763, 2.423832, 1], [7, 0.215225, 0.2841806, 2.352884, 1], [8, 0.4147228, 0.5735541, 2.73787, 1], [9, 0.37679, 0.4051481, 2.599172, 1], [10, 0.2747279, 0.3251806, 2.424306, 1], [11, 0.2181043, 0.2840557, 2.355112, 1], [12, 0.1721839, 0.07866327, 2.832286, 1], [13, 0.1425875, -0.2570448, 2.919807, 1], [14, 0.1264685, -0.5731563, 2.960781, 1], [15, 0.1047671, -0.6344349, 2.891444, 1], [16, 0.3299452, 0.07337815, 2.817079, 1], [17, 0.3775046, -0.2794612, 2.903402, 1], [18, 0.4002558, -0.5895981, 2.947443, 1], [19, 0.4028202, -0.6475801, 2.872224, 1], [20, 0.2648839, 0.6124132, 2.799215, 1], [21, 0.2134247, 0.2306059, 2.313466, 1], [22, 0.2510652, 0.2904034, 2.355375, 1], [23, 0.197252, 0.223649, 2.310677, 1], [24, 0.1891703, 0.3088271, 2.34275, 1]]
