[[0, -0.2112003, 0.1098483, 2.338573, 1], [1, -0.222757, 0.4424158, 2.308721, 1], [2, -0.2321557, 0.7623696, 2.267215, 1], [3, -0.2225071, 0.9002544, 2.256945, 1], [4, -0.4003253, 0.6279283, 2.232067, 1], [5, -0.4558767, 0.3600433, 2.256829, 1], [6, -0.4466697, 0.1054969, 2.209127, 1], [7, -0.4357026, 0.03756217, 2.203461, 1], [8, -0.05259908, 0.6319187, 2.270217, 1], [9, 0.01209305, 0.3948522, 2.178228, 1], [10, 0.1231865, 0.3187743, 1.9767, 1], [11, 0.1320896, 0.2901402, 1.902043, 1], [12, -0.2878107, 0.1058051, 2.290186, 1], [13, -0.311835, -0.3396471, 2.384119, 1], [14, -0.3182022, -0.6838541, 2.421557, 1], [15, -0.2986699, -0.7426132, 2.304303, 1], [16, -0.1270674, 0.110218, 2.310654, 1], [17, -0.1289539, -0.3397347, 2.410516, 1], [18, -0.1145608, -0.6707978, 2.459882, 1], [19, -0.09345315, -0.7344519, 2.347467, 1], [20, -0.2300759, 0.6841499, 2.279687, 1], [21, -0.4349482, -0.04143348, 2.210704, 1], [22, -0.4780881, 0.03983609, 2.180037, 1], [23, 0.1624533, 0.2354258, 1.809992, 1], [24, 0.1925263, 0.3002212, 1.880471, 1]]
[[0, -0.2109472, 0.109885, 2.338457, 1], [1, -0.2222214, 0.4424459, 2.308895, 1], [2, -0.2312292, 0.7623689, 2.267862, 1], [3, -0.2217728, 0.9002159, 2.257485, 1], [4, -0.399318, 0.6282451, 2.233255, 1], [5, -0.4553143, 0.3609782, 2.257458, 1], [6, -0.445923, 0.1062423, 2.208277, 1], [7, -0.4336779, 0.03942647, 2.204655, 1], [8, -0.05273524, 0.6317505, 2.269153, 1], [9, -0.008112038, 0.4234539, 2.159281, 1], [10, 0.08721726, 0.3420381, 1.958225, 1], [11, 0.1175807, 0.3176391, 1.880849, 1], [12, -0.2876489, 0.1058556, 2.29023, 1], [13, -0.311722, -0.3396362, 2.384291, 1], [14, -0.3156436, -0.6831893, 2.421313, 1], [15, -0.2997001, -0.7429533, 2.304338, 1], [16, -0.1267195, 0.1102381, 2.310241, 1], [17, -0.128814, -0.3398489, 2.410651, 1], [18, -0.1138363, -0.6716233, 2.459877, 1], [19, -0.09369078, -0.7343701, 2.346386, 1], [20, -0.2292542, 0.6841618, 2.280203, 1], [21, -0.4331304, -0.03968403, 2.206613, 1], [22, -0.4757288, 0.03391961, 2.183321, 1], [23, 0.1412504, 0.277971, 1.802565, 1], [24, 0.1703845, 0.3297708, 1.866429, 1]]
[[0, -0.2108428, 0.1098224, 2.338377, 1], [1, -0.2218621, 0.4424424, 2.309021, 1], [2, -0.2304674, 0.7625026, 2.268357, 1], [3, -0.2210326, 0.9003206, 2.257922, 1], [4, -0.3984995, 0.6282385, 2.234562, 1], [5, -0.4545412, 0.3611949, 2.258709, 1], [6, -0.445537, 0.1068059, 2.208227, 1], [7, -0.4334174, 0.04031667, 2.206566, 1], [8, -0.05267898, 0.6304199, 2.267487, 1], [9, -0.007879649, 0.4220008, 2.15796, 1], [10, 0.07847463, 0.36618, 1.930958, 1], [11, 0.1050721, 0.3513824, 1.853881, 1], [12, -0.2876053, 0.105829, 2.290257, 1], [13, -0.3113807, -0.3399386, 2.384815, 1], [14, -0.3152589, -0.6833103, 2.421038, 1], [15, -0.2964537, -0.7430038, 2.304461, 1], [16, -0.1265485, 0.1101111, 2.309912, 1], [17, -0.1287198, -0.3400037, 2.410647, 1], [18, -0.1126681, -0.6722243, 2.460948, 1], [19, -0.09436495, -0.7335421, 2.345747, 1], [20, -0.2286009, 0.6842542, 2.280599, 1], [21, -0.4336925, -0.03598154, 2.207456, 1], [22, -0.4739435, 0.03510822, 2.183933, 1], [23, 0.1203531, 0.3230307, 1.788267, 1], [24, 0.1499882, 0.362898, 1.84725, 1]]
[[0, -0.2105928, 0.1098702, 2.338449, 1], [1, -0.2210047, 0.4425223, 2.309513, 1], [2, -0.2289973, 0.7625675, 2.269314, 1], [3, -0.2200797, 0.9002745, 2.258568, 1], [4, -0.3976079, 0.6285652, 2.235586, 1], [5, -0.454593, 0.3629844, 2.260494, 1], [6, -0.4449833, 0.1077481, 2.209625, 1], [7, -0.4348168, 0.04182511, 2.212157, 1], [8, -0.05093623, 0.633427, 2.272325, 1], [9, -0.006080523, 0.426136, 2.154414, 1], [10, 0.08533312, 0.3855533, 1.853717, 1], [11, 0.09369752, 0.3846383, 1.82046, 1], [12, -0.2872588, 0.1058006, 2.290691, 1], [13, -0.3112371, -0.340543, 2.386167, 1], [14, -0.3148288, -0.6836922, 2.420976, 1], [15, -0.2969944, -0.7431953, 2.304083, 1], [16, -0.1263204, 0.1102428, 2.309766, 1], [17, -0.1287269, -0.3400926, 2.410542, 1], [18, -0.1124332, -0.6728562, 2.461291, 1], [19, -0.09442003, -0.7333717, 2.345331, 1], [20, -0.2272819, 0.6843287, 2.281451, 1], [21, -0.4373524, -0.03491545, 2.210752, 1], [22, -0.4796453, 0.03743554, 2.192292, 1], [23, 0.09777828, 0.3734292, 1.776353, 1], [24, 0.1465207, 0.4015405, 1.8155, 1]]
[[0, -0.2105115, 0.1097204, 2.338382, 1], [1, -0.2202823, 0.4423977, 2.30964, 1], [2, -0.2271098, 0.7626264, 2.269753, 1], [3, -0.2190471, 0.9005075, 2.25914, 1], [4, -0.3969055, 0.6285855, 2.236314, 1], [5, -0.454194, 0.3633458, 2.261008, 1], [6, -0.4448036, 0.1079531, 2.210397, 1], [7, -0.4352548, 0.04312187, 2.214196, 1], [8, -0.05099993, 0.6316959, 2.269385, 1], [9, -0.002652056, 0.4227811, 2.149187, 1], [10, 0.04713695, 0.4216053, 1.906991, 1], [11, 0.07887525, 0.428398, 1.802249, 1], [12, -0.2872448, 0.1057623, 2.290704, 1], [13, -0.3111664, -0.3407923, 2.386637, 1], [14, -0.3134045, -0.6835627, 2.420556, 1], [15, -0.2984237, -0.743727, 2.303821, 1], [16, -0.1261846, 0.1099203, 2.309523, 1], [17, -0.1287557, -0.3403485, 2.410395, 1], [18, -0.1123741, -0.6725509, 2.461333, 1], [19, -0.09453003, -0.733264, 2.345509, 1], [20, -0.225726, 0.6843262, 2.281811, 1], [21, -0.4408762, -0.03438776, 2.215016, 1], [22, -0.4791552, 0.03671114, 2.192289, 1], [23, 0.07571343, 0.435591, 1.741128, 1], [24, 0.1290715, 0.4430733, 1.8125, 1]]
[[0, -0.2103399, 0.1097365, 2.338244, 1], [1, -0.2194404, 0.4423811, 2.309692, 1], [2, -0.2254677, 0.7624897, 2.270083, 1], [3, -0.2178882, 0.9003564, 2.259351, 1], [4, -0.3957366, 0.6284518, 2.236701, 1], [5, -0.4535253, 0.3629108, 2.261878, 1], [6, -0.4445831, 0.1065281, 2.212448, 1], [7, -0.437244, 0.04418406, 2.219642, 1], [8, -0.05042399, 0.6336321, 2.272385, 1], [9, 0.002106439, 0.4139028, 2.193672, 1], [10, 0.04835606, 0.4473015, 1.907205, 1], [11, 0.06658309, 0.478718, 1.809736, 1], [12, -0.2871103, 0.1058059, 2.290712, 1], [13, -0.3110427, -0.340649, 2.387008, 1], [14, -0.3134308, -0.6838912, 2.420379, 1], [15, -0.2987662, -0.7440699, 2.303625, 1], [16, -0.126014, 0.1099037, 2.309139, 1], [17, -0.1287611, -0.3404624, 2.4103, 1], [18, -0.1112701, -0.6739888, 2.462671, 1], [19, -0.09517273, -0.7326028, 2.344731, 1], [20, -0.2242825, 0.68423, 2.282075, 1], [21, -0.4391249, -0.02969056, 2.213584, 1], [22, -0.4825639, 0.04112416, 2.200273, 1], [23, 0.06684846, 0.4926923, 1.733032, 1], [24, 0.1219701, 0.4929741, 1.80595, 1]]
[[0, -0.2103513, 0.1097231, 2.33826, 1], [1, -0.2189551, 0.4423776, 2.309863, 1], [2, -0.2240168, 0.7625545, 2.270336, 1], [3, -0.2169965, 0.9005671, 2.25976, 1], [4, -0.3945675, 0.6290476, 2.237803, 1], [5, -0.4532883, 0.3629974, 2.262392, 1], [6, -0.4452053, 0.1059504, 2.215009, 1], [7, -0.4391476, 0.04285059, 2.225102, 1], [8, -0.05285361, 0.6335238, 2.267249, 1], [9, 0.002378191, 0.4190702, 2.172322, 1], [10, 0.04180846, 0.4993493, 1.90132, 1], [11, 0.05536838, 0.5268853, 1.819839, 1], [12, -0.2871939, 0.105711, 2.290981, 1], [13, -0.3109859, -0.340541, 2.38766, 1], [14, -0.313053, -0.6838944, 2.420211, 1], [15, -0.2993305, -0.7448612, 2.304039, 1], [16, -0.126038, 0.1099104, 2.309073, 1], [17, -0.1287102, -0.3405352, 2.410312, 1], [18, -0.1105289, -0.6750392, 2.463171, 1], [19, -0.09539391, -0.7324462, 2.344094, 1], [20, -0.223096, 0.6842761, 2.282326, 1], [21, -0.4405631, -0.03720269, 2.226048, 1], [22, -0.4838824, 0.03887633, 2.202559, 1], [23, 0.05739244, 0.5478405, 1.741568, 1], [24, 0.1044589, 0.5379701, 1.820063, 1]]
[[0, -0.2103362, 0.1097731, 2.338148, 1], [1, -0.2186728, 0.4424762, 2.309941, 1], [2, -0.2234493, 0.7627064, 2.270708, 1], [3, -0.215604, 0.9005782, 2.260033, 1], [4, -0.3941521, 0.6291861, 2.238393, 1], [5, -0.4527226, 0.3623934, 2.263008, 1], [6, -0.4462629, 0.1012881, 2.220451, 1], [7, -0.4427911, 0.04299205, 2.229391, 1], [8, -0.05363309, 0.634478, 2.26844, 1], [9, 0.01412067, 0.4552776, 2.108811, 1], [10, 0.02831317, 0.5757741, 1.816811, 1], [11, 0.04007609, 0.5911298, 1.783644, 1], [12, -0.2871916, 0.1057353, 2.290977, 1], [13, -0.310806, -0.3406385, 2.388195, 1], [14, -0.3130274, -0.6841635, 2.42008, 1], [15, -0.2994975, -0.7451177, 2.303882, 1], [16, -0.1260465, 0.1100085, 2.308697, 1], [17, -0.1285865, -0.3404037, 2.410007, 1], [18, -0.1101735, -0.675072, 2.463405, 1], [19, -0.09565271, -0.7322166, 2.344021, 1], [20, -0.2225892, 0.6844189, 2.28262, 1], [21, -0.4535349, -0.03586657, 2.22905, 1], [22, -0.4900659, 0.04164819, 2.208231, 1], [23, 0.04478312, 0.599503, 1.730044, 1], [24, 0.06937506, 0.577141, 1.765368, 1]]
[[0, -0.2101905, 0.109665, 2.337817, 1], [1, -0.21803, 0.442372, 2.30973, 1], [2, -0.2223945, 0.762588, 2.270551, 1], [3, -0.2140719, 0.9002941, 2.259668, 1], [4, -0.3930392, 0.6290441, 2.238455, 1], [5, -0.4524315, 0.3622036, 2.263378, 1], [6, -0.4477434, 0.100756, 2.223161, 1], [7, -0.4441333, 0.04159199, 2.231413, 1], [8, -0.05743988, 0.6327746, 2.264, 1], [9, 0.01364375, 0.4559314, 2.109721, 1], [10, 0.03335189, 0.6048469, 1.8546, 1], [11, 0.0290411, 0.624574, 1.827433, 1], [12, -0.2871881, 0.1057322, 2.290978, 1], [13, -0.310792, -0.3406354, 2.388206, 1], [14, -0.3130386, -0.6841675, 2.420086, 1], [15, -0.2995036, -0.7451201, 2.303895, 1], [16, -0.1256579, 0.1096962, 2.307481, 1], [17, -0.1285083, -0.3403032, 2.409437, 1], [18, -0.1103666, -0.6751942, 2.463428, 1], [19, -0.09549285, -0.731949, 2.343796, 1], [20, -0.2216252, 0.6843055, 2.282455, 1], [21, -0.4534873, -0.03586959, 2.23259, 1], [22, -0.4905507, 0.04458978, 2.205906, 1], [23, 0.03150517, 0.6557221, 1.773239, 1], [24, 0.09618875, 0.6214688, 1.8315, 1]]
[[0, -0.210005, 0.1096017, 2.337588, 1], [1, -0.2180158, 0.4423197, 2.3095, 1], [2, -0.2228841, 0.7624725, 2.269944, 1], [3, -0.2131764, 0.900292, 2.25957, 1], [4, -0.3912463, 0.6292675, 2.238896, 1], [5, -0.4518989, 0.3603174, 2.265004, 1], [6, -0.4493561, 0.100444, 2.225602, 1], [7, -0.4487762, 0.04092088, 2.235415, 1], [8, -0.0603236, 0.6316428, 2.26202, 1], [9, 0.01668294, 0.5179477, 2.04992, 1], [10, 0.01974279, 0.6517977, 1.856883, 1], [11, 0.01977116, 0.6514965, 1.872319, 1], [12, -0.287175, 0.1057425, 2.290928, 1], [13, -0.3106834, -0.3406871, 2.388363, 1], [14, -0.3121661, -0.6844764, 2.420412, 1], [15, -0.3000197, -0.7450628, 2.303772, 1], [16, -0.1252678, 0.1095244, 2.307097, 1], [17, -0.1284467, -0.3404341, 2.409247, 1], [18, -0.1104117, -0.6750156, 2.463323, 1], [19, -0.0950809, -0.7322584, 2.344165, 1], [20, -0.2219221, 0.6842145, 2.281991, 1], [21, -0.4586988, -0.04474214, 2.246163, 1], [22, -0.4969641, 0.038467, 2.210457, 1], [23, 0.01570542, 0.7031539, 1.798391, 1], [24, 0.07929809, 0.6520985, 1.8755, 1]]
[[0, -0.2099772, 0.1092759, 2.337012, 1], [1, -0.2172651, 0.4420472, 2.30921, 1], [2, -0.2210605, 0.7621721, 2.269886, 1], [3, -0.2124142, 0.9001918, 2.259648, 1], [4, -0.3900546, 0.6288703, 2.238886, 1], [5, -0.4514999, 0.359853, 2.265795, 1], [6, -0.4510857, 0.1012992, 2.227966, 1], [7, -0.449638, 0.0372231, 2.238084, 1], [8, -0.0624987, 0.6308498, 2.260264, 1], [9, 0.01905099, 0.4802034, 2.089204, 1], [10, 0.007126821, 0.6504409, 1.91558, 1], [11, 0.01200505, 0.6842417, 1.897318, 1], [12, -0.2872244, 0.1056722, 2.290938, 1], [13, -0.3106861, -0.3407094, 2.388372, 1], [14, -0.3122359, -0.6848165, 2.420245, 1], [15, -0.299937, -0.7452619, 2.303503, 1], [16, -0.125062, 0.1088063, 2.305159, 1], [17, -0.1284341, -0.3405248, 2.409094, 1], [18, -0.1104168, -0.6749896, 2.463334, 1], [19, -0.09509337, -0.7320541, 2.34403, 1], [20, -0.2204185, 0.6839195, 2.281857, 1], [21, -0.4580551, -0.05253447, 2.250736, 1], [22, -0.4984774, 0.03523675, 2.222586, 1], [23, 0.007268909, 0.7395362, 1.826632, 1], [24, 0.07513504, 0.689517, 1.906474, 1]]
