[[0, -0.2302347, -0.2055056, 2.429398, 1], [1, -0.2182887, 0.07643659, 2.407263, 1], [2, -0.1970175, 0.3485489, 2.374529, 1], [3, -0.1865996, 0.4744278, 2.388697, 1], [4, -0.3390307, 0.2357001, 2.346296, 1], [5, -0.3620549, 0.02754196, 2.333836, 1], [6, -0.364785, -0.1357855, 2.181372, 1], [7, -0.3556518, -0.1956196, 2.143861, 1], [8, -0.0514733, 0.2334731, 2.387543, 1], [9, -0.002371546, -0.007615664, 2.377006, 1], [10, 0.04225884, -0.1737249, 2.31209, 1], [11, 0.04322043, -0.2209095, 2.357478, 1], [12, -0.3107406, -0.1989504, 2.384134, 1], [13, -0.2921698, -0.2852184, 2.103036, 1], [14, -0.2960144, -0.644329, 2.175715, 1], [15, -0.281425, -0.6738479, 2.07854, 1], [16, -0.1439144, -0.2068282, 2.404758, 1], [17, -0.04027976, -0.2818311, 2.140496, 1], [18, -0.05111747, -0.6434315, 2.201627, 1], [19, -0.04017764, -0.6729886, 2.104151, 1], [20, -0.2029668, 0.2813787, 2.384783, 1], [21, -0.3498828, -0.2455448, 2.095446, 1], [22, -0.3103552, -0.1925529, 2.130435, 1], [23, 0.04463644, -0.2466026, 2.363619, 1], [24, 0.02857365, -0.2188966, 2.339154, 1]]
[[0, -0.2311648, -0.2051973, 2.428931, 1], [1, -0.2164583, 0.07618994, 2.407476, 1], [2, -0.1912627, 0.3476889, 2.375774, 1], [3, -0.1705271, 0.4728412, 2.389665, 1], [4, -0.3354818, 0.2406527, 2.346745, 1], [5, -0.3785674, 0.02694837, 2.331918, 1], [6, -0.4424073, -0.1540041, 2.211543, 1], [7, -0.4531947, -0.2048922, 2.188302, 1], [8, -0.05097147, 0.2351318, 2.388142, 1], [9, -0.002962978, -0.006823584, 2.376638, 1], [10, 0.04097931, -0.1738241, 2.313928, 1], [11, 0.044562, -0.2228145, 2.356646, 1], [12, -0.3116091, -0.1980371, 2.384172, 1], [13, -0.2913492, -0.2868567, 2.104084, 1], [14, -0.2960824, -0.6456714, 2.177842, 1], [15, -0.2813437, -0.6751574, 2.08068, 1], [16, -0.1450335, -0.2070026, 2.403666, 1], [17, -0.04008478, -0.282223, 2.140045, 1], [18, -0.05066635, -0.6439325, 2.200685, 1], [19, -0.03958, -0.673456, 2.103223, 1], [20, -0.1980924, 0.2807516, 2.385776, 1], [21, -0.4595572, -0.2679271, 2.153008, 1], [22, -0.4484538, -0.2605774, 2.204, 1], [23, 0.03978927, -0.2483414, 2.352527, 1], [24, 0.02543124, -0.2216164, 2.30325, 1]]
[[0, -0.2321638, -0.2056334, 2.428597, 1], [1, -0.2142291, 0.07513624, 2.407735, 1], [2, -0.1853777, 0.3461622, 2.376615, 1], [3, -0.1611128, 0.4713562, 2.391277, 1], [4, -0.3320877, 0.2407479, 2.348491, 1], [5, -0.3985021, 0.03538759, 2.321485, 1], [6, -0.4758711, -0.1828282, 2.238813, 1], [7, -0.497309, -0.2393617, 2.222145, 1], [8, -0.03959394, 0.225816, 2.387447, 1], [9, -0.001196026, -0.01287252, 2.373553, 1], [10, 0.04358032, -0.1805027, 2.31375, 1], [11, 0.03952498, -0.2327305, 2.352853, 1], [12, -0.3123514, -0.1976111, 2.384207, 1], [13, -0.290239, -0.2899531, 2.105548, 1], [14, -0.2963136, -0.6484088, 2.180527, 1], [15, -0.282409, -0.6778609, 2.083241, 1], [16, -0.14654, -0.2089531, 2.402724, 1], [17, -0.03981815, -0.2828049, 2.139442, 1], [18, -0.0502268, -0.644517, 2.200078, 1], [19, -0.03997795, -0.6740226, 2.102487, 1], [20, -0.1930407, 0.2793453, 2.386505, 1], [21, -0.5042283, -0.3045425, 2.204473, 1], [22, -0.4844552, -0.2487479, 2.237167, 1], [23, 0.03836088, -0.2557121, 2.357305, 1], [24, 0.01981394, -0.2375581, 2.304, 1]]
[[0, -0.2334446, -0.2058441, 2.428241, 1], [1, -0.2130392, 0.07472111, 2.407706, 1], [2, -0.1822357, 0.3456946, 2.376523, 1], [3, -0.153318, 0.4694834, 2.392133, 1], [4, -0.3291725, 0.2411744, 2.349144, 1], [5, -0.414189, 0.02964033, 2.320995, 1], [6, -0.5053383, -0.1823774, 2.262497, 1], [7, -0.5336662, -0.2309405, 2.258876, 1], [8, -0.0371904, 0.2245625, 2.387081, 1], [9, -0.00107374, -0.01243224, 2.371735, 1], [10, 0.04410222, -0.1805929, 2.314156, 1], [11, 0.04025006, -0.2353997, 2.363945, 1], [12, -0.3136412, -0.1968204, 2.384318, 1], [13, -0.2892081, -0.2915234, 2.106743, 1], [14, -0.2964762, -0.6495943, 2.183068, 1], [15, -0.2827992, -0.679049, 2.085756, 1], [16, -0.1479261, -0.2101433, 2.401893, 1], [17, -0.03960384, -0.2830132, 2.139015, 1], [18, -0.05000515, -0.644738, 2.199586, 1], [19, -0.03998407, -0.6742472, 2.101969, 1], [20, -0.190324, 0.2788952, 2.386459, 1], [21, -0.5502609, -0.3009489, 2.253313, 1], [22, -0.5219779, -0.2433422, 2.265539, 1], [23, 0.03737969, -0.2571327, 2.358454, 1], [24, 0.0240513, -0.2425587, 2.318, 1]]
[[0, -0.2338871, -0.2058119, 2.428211, 1], [1, -0.2112044, 0.07455051, 2.408007, 1], [2, -0.1783957, 0.3456492, 2.376985, 1], [3, -0.1456435, 0.4682187, 2.392653, 1], [4, -0.32705, 0.2418101, 2.350004, 1], [5, -0.4301037, 0.03427493, 2.323004, 1], [6, -0.5378686, -0.149134, 2.289516, 1], [7, -0.5643278, -0.2003624, 2.295906, 1], [8, -0.03502312, 0.2232616, 2.387029, 1], [9, -0.0009521136, -0.01208336, 2.373078, 1], [10, 0.04580352, -0.1808674, 2.319467, 1], [11, 0.04152702, -0.2313806, 2.361299, 1], [12, -0.3143192, -0.1959247, 2.384655, 1], [13, -0.2884674, -0.2916954, 2.107615, 1], [14, -0.2965835, -0.6496488, 2.184299, 1], [15, -0.2831212, -0.6791081, 2.086956, 1], [16, -0.148336, -0.2106052, 2.401667, 1], [17, -0.03961432, -0.2835445, 2.138994, 1], [18, -0.04968705, -0.6452188, 2.199831, 1], [19, -0.03988486, -0.6747228, 2.102186, 1], [20, -0.1868984, 0.2788371, 2.386912, 1], [21, -0.5870486, -0.2692809, 2.306708, 1], [22, -0.5748696, -0.1808983, 2.2798, 1], [23, 0.03672074, -0.2580783, 2.358847, 1], [24, 0.0270253, -0.2058206, 2.30275, 1]]
[[0, -0.2346036, -0.2055362, 2.42821, 1], [1, -0.2095161, 0.07464004, 2.408089, 1], [2, -0.1742087, 0.3457603, 2.376776, 1], [3, -0.1396291, 0.4676723, 2.391936, 1], [4, -0.3255464, 0.2435255, 2.351137, 1], [5, -0.4504639, 0.04889802, 2.325397, 1], [6, -0.5668764, -0.1041327, 2.320742, 1], [7, -0.6011853, -0.1599866, 2.319872, 1], [8, -0.03348076, 0.222605, 2.386818, 1], [9, -0.0005552354, -0.01162767, 2.373703, 1], [10, 0.04672205, -0.1804217, 2.320706, 1], [11, 0.04442304, -0.2331437, 2.360255, 1], [12, -0.3153212, -0.1945059, 2.385351, 1], [13, -0.2880173, -0.2921091, 2.109168, 1], [14, -0.2966469, -0.6499607, 2.186169, 1], [15, -0.283513, -0.6794449, 2.088794, 1], [16, -0.1489097, -0.2108606, 2.401318, 1], [17, -0.03948094, -0.2838331, 2.138978, 1], [18, -0.04959284, -0.6454441, 2.2001, 1], [19, -0.04011793, -0.6749678, 2.102424, 1], [20, -0.1833232, 0.2789742, 2.386814, 1], [21, -0.6360123, -0.2113456, 2.341038, 1], [22, -0.5819828, -0.1198941, 2.32, 1], [23, 0.04268281, -0.2543295, 2.365241, 1], [24, 0.02252248, -0.2533224, 2.323, 1]]
[[0, -0.2352337, -0.2052255, 2.428065, 1], [1, -0.2069753, 0.07454953, 2.40782, 1], [2, -0.1677341, 0.3450563, 2.375896, 1], [3, -0.1319912, 0.4669266, 2.391415, 1], [4, -0.3245731, 0.2441614, 2.351142, 1], [5, -0.4756439, 0.08622917, 2.33184, 1], [6, -0.5974118, -0.04565616, 2.326554, 1], [7, -0.6510184, -0.111538, 2.332197, 1], [8, -0.02768115, 0.2215076, 2.384028, 1], [9, 0.0009519998, -0.01057516, 2.373745, 1], [10, 0.04992395, -0.178269, 2.318346, 1], [11, 0.04145296, -0.2271618, 2.353272, 1], [12, -0.3159231, -0.193322, 2.385651, 1], [13, -0.2873321, -0.2924066, 2.11019, 1], [14, -0.2965834, -0.6501869, 2.18738, 1], [15, -0.2886167, -0.7260708, 2.135411, 1], [16, -0.1495962, -0.2111106, 2.40079, 1], [17, -0.03934635, -0.2837908, 2.138733, 1], [18, -0.04966482, -0.6453263, 2.200186, 1], [19, -0.04099621, -0.6748893, 2.102429, 1], [20, -0.1778584, 0.2784799, 2.386119, 1], [21, -0.6780016, -0.160923, 2.33096, 1], [22, -0.6569154, -0.09745907, 2.348727, 1], [23, 0.03905156, -0.257595, 2.362704, 1], [24, 0.03391613, -0.2068428, 2.289333, 1]]
[[0, -0.2357569, -0.2047884, 2.427918, 1], [1, -0.2049975, 0.07485535, 2.407422, 1], [2, -0.1640582, 0.3453284, 2.37493, 1], [3, -0.1258994, 0.4669215, 2.389762, 1], [4, -0.3231751, 0.245871, 2.351988, 1], [5, -0.4951896, 0.1235607, 2.332091, 1], [6, -0.6496467, 0.003733358, 2.318618, 1], [7, -0.7097342, -0.05293748, 2.328343, 1], [8, -0.02461185, 0.2206729, 2.382731, 1], [9, 0.004169114, -0.009910299, 2.372227, 1], [10, 0.04830766, -0.1785711, 2.315448, 1], [11, 0.04082731, -0.2249289, 2.35777, 1], [12, -0.3165517, -0.1918274, 2.3859, 1], [13, -0.2863728, -0.2937377, 2.111773, 1], [14, -0.2965655, -0.6515583, 2.188643, 1], [15, -0.2881643, -0.7269813, 2.134894, 1], [16, -0.1499701, -0.2112212, 2.400414, 1], [17, -0.0392394, -0.2839169, 2.138585, 1], [18, -0.04928381, -0.6454533, 2.200067, 1], [19, -0.04117673, -0.6750441, 2.102262, 1], [20, -0.1745249, 0.2787775, 2.3853, 1], [21, -0.7593272, -0.1115324, 2.346648, 1], [22, -0.7195104, -0.03435454, 2.335, 1], [23, 0.03760286, -0.2552578, 2.357991, 1], [24, 0.02853959, -0.2141481, 2.301, 1]]
[[0, -0.2363071, -0.204293, 2.428178, 1], [1, -0.2032029, 0.07486348, 2.407427, 1], [2, -0.1603622, 0.3447074, 2.374233, 1], [3, -0.1222454, 0.4663369, 2.389464, 1], [4, -0.3234285, 0.2492212, 2.354569, 1], [5, -0.5240552, 0.1717544, 2.331996, 1], [6, -0.6959579, 0.06188826, 2.312631, 1], [7, -0.7516558, 0.03096893, 2.315856, 1], [8, -0.02131321, 0.219388, 2.380557, 1], [9, 0.005009847, -0.009839243, 2.371247, 1], [10, 0.04979014, -0.1785663, 2.31534, 1], [11, 0.04215089, -0.2256492, 2.355166, 1], [12, -0.3169233, -0.1904626, 2.386753, 1], [13, -0.2857943, -0.294377, 2.113582, 1], [14, -0.2966682, -0.6521316, 2.190588, 1], [15, -0.2874349, -0.7269099, 2.134574, 1], [16, -0.1504609, -0.2112529, 2.400376, 1], [17, -0.03932023, -0.2839698, 2.138744, 1], [18, -0.04944226, -0.6455026, 2.20023, 1], [19, -0.04252907, -0.675113, 2.102313, 1], [20, -0.1712873, 0.2783453, 2.384813, 1], [21, -0.8058308, -0.00447384, 2.328745, 1], [22, -0.7584127, 0.05719932, 2.321571, 1], [23, 0.04205986, -0.2526679, 2.366385, 1], [24, 0.02574157, -0.2474364, 2.327125, 1]]
[[0, -0.2366339, -0.2035649, 2.428189, 1], [1, -0.2014405, 0.07501826, 2.407081, 1], [2, -0.1574831, 0.3441184, 2.373297, 1], [3, -0.1187604, 0.4662878, 2.388737, 1], [4, -0.3246751, 0.255691, 2.356907, 1], [5, -0.5171355, 0.2248846, 2.324138, 1], [6, -0.7014366, 0.1521915, 2.285214, 1], [7, -0.7708621, 0.1369752, 2.301256, 1], [8, -0.01764356, 0.2178499, 2.376858, 1], [9, 0.006304113, -0.00865788, 2.370217, 1], [10, 0.0499788, -0.1778375, 2.314914, 1], [11, 0.04044732, -0.2317913, 2.360658, 1], [12, -0.3168429, -0.1887856, 2.387542, 1], [13, -0.2856338, -0.2947716, 2.114418, 1], [14, -0.2964128, -0.6525174, 2.191458, 1], [15, -0.2870589, -0.7269108, 2.13414, 1], [16, -0.1509553, -0.2110403, 2.399876, 1], [17, -0.03944259, -0.2842702, 2.138582, 1], [18, -0.04936866, -0.6457415, 2.200373, 1], [19, -0.04393894, -0.6753535, 2.102336, 1], [20, -0.1686475, 0.2779646, 2.38403, 1], [21, -0.8275383, 0.1067469, 2.302016, 1], [22, -0.7448817, 0.1651383, 2.3045, 1], [23, 0.0475316, -0.250955, 2.366808, 1], [24, 0.02541083, -0.2345278, 2.318616, 1]]
[[0, -0.2371692, -0.2025507, 2.428203, 1], [1, -0.2004003, 0.07545946, 2.406705, 1], [2, -0.1558568, 0.344301, 2.372367, 1], [3, -0.1162309, 0.4667913, 2.388712, 1], [4, -0.3253678, 0.2582075, 2.355859, 1], [5, -0.5344795, 0.2771467, 2.31228, 1], [6, -0.7067797, 0.2440534, 2.27138, 1], [7, -0.7659609, 0.2322123, 2.274891, 1], [8, -0.01630331, 0.2175405, 2.375326, 1], [9, 0.00988785, -0.006021447, 2.368979, 1], [10, 0.05034622, -0.1765435, 2.315775, 1], [11, 0.0420933, -0.2293394, 2.35642, 1], [12, -0.3170684, -0.187157, 2.388381, 1], [13, -0.2855515, -0.2949857, 2.114604, 1], [14, -0.2962826, -0.6527479, 2.19158, 1], [15, -0.2868299, -0.7270228, 2.133895, 1], [16, -0.1516324, -0.2105381, 2.399193, 1], [17, -0.03962899, -0.2844689, 2.138355, 1], [18, -0.04951289, -0.6458374, 2.200626, 1], [19, -0.04423915, -0.6754785, 2.102595, 1], [20, -0.1671436, 0.2782167, 2.383242, 1], [21, -0.8299177, 0.2312296, 2.280457, 1], [22, -0.7624115, 0.226122, 2.283, 1], [23, 0.03658386, -0.2532061, 2.359082, 1], [24, 0.04537842, -0.2275135, 2.336, 1]]
