[[0, 0.1407465, -0.01618211, 2.642958, 1], [1, 0.1439389, 0.3106374, 2.622563, 1], [2, 0.1460119, 0.6271127, 2.589385, 1], [3, 0.1527646, 0.7744268, 2.579439, 1], [4, -0.02793079, 0.5089267, 2.602411, 1], [5, -0.0806906, 0.2667878, 2.630191, 1], [6, -0.1039654, 0.02940379, 2.608654, 1], [7, -0.09606399, -0.01941682, 2.603497, 1], [8, 0.3167299, 0.4868576, 2.554402, 1], [9, 0.3628582, 0.2413872, 2.567245, 1], [10, 0.3858157, 0.004776413, 2.5557, 1], [11, 0.382229, -0.05734983, 2.545668, 1], [12, 0.06238811, -0.01422033, 2.611025, 1], [13, 0.01087089, -0.3142282, 2.683355, 1], [14, -0.01424084, -0.6091588, 2.712693, 1], [15, -0.03621031, -0.67559, 2.622143, 1], [16, 0.2149325, -0.0176756, 2.597917, 1], [17, 0.278372, -0.3420982, 2.653026, 1], [18, 0.3131567, -0.6173937, 2.701226, 1], [19, 0.3379418, -0.6711916, 2.607368, 1], [20, 0.1456582, 0.5494619, 2.599994, 1], [21, -0.0850715, -0.09645323, 2.613563, 1], [22, -0.06424066, 0.01071023, 2.573286, 1], [23, 0.3846655, -0.1263849, 2.531365, 1], [24, 0.3427438, -0.06380382, 2.546667, 1]]
[[0, 0.1394474, -0.01629076, 2.64234, 1], [1, 0.1422023, 0.3102894, 2.622651, 1], [2, 0.143522, 0.6263762, 2.590429, 1], [3, 0.1502209, 0.774733, 2.579161, 1], [4, -0.02968702, 0.5084922, 2.602369, 1], [5, -0.08165519, 0.2663209, 2.630842, 1], [6, -0.1065828, 0.04896936, 2.607546, 1], [7, -0.09640247, -0.01548792, 2.603959, 1], [8, 0.3147366, 0.4867373, 2.555334, 1], [9, 0.3606295, 0.2409864, 2.566325, 1], [10, 0.3809069, 0.01057731, 2.541318, 1], [11, 0.382627, -0.05119655, 2.524327, 1], [12, 0.06086678, -0.01438134, 2.609823, 1], [13, 0.01030583, -0.3127527, 2.681998, 1], [14, -0.01417, -0.6084467, 2.712424, 1], [15, -0.03614047, -0.675285, 2.622679, 1], [16, 0.21383, -0.01774261, 2.597727, 1], [17, 0.2781463, -0.3422844, 2.65302, 1], [18, 0.3134774, -0.6177058, 2.701339, 1], [19, 0.3380871, -0.6713931, 2.607522, 1], [20, 0.1433786, 0.5488378, 2.60076, 1], [21, -0.08990114, -0.09276257, 2.609465, 1], [22, -0.06258453, -0.01488599, 2.561957, 1], [23, 0.3832139, -0.1217617, 2.495903, 1], [24, 0.3419064, -0.05699629, 2.523739, 1]]
[[0, 0.1379315, -0.01642083, 2.64148, 1], [1, 0.1406114, 0.3100496, 2.622408, 1], [2, 0.1418752, 0.6260296, 2.590698, 1], [3, 0.1476115, 0.7739857, 2.579401, 1], [4, -0.03082673, 0.5082471, 2.602343, 1], [5, -0.08235651, 0.2660602, 2.631202, 1], [6, -0.1063374, 0.0539999, 2.607339, 1], [7, -0.0956639, -0.01403552, 2.601384, 1], [8, 0.3126892, 0.4871089, 2.556073, 1], [9, 0.3600099, 0.2414333, 2.565301, 1], [10, 0.3767302, 0.02292338, 2.519788, 1], [11, 0.3827896, -0.04083283, 2.498877, 1], [12, 0.05924127, -0.01446234, 2.609124, 1], [13, 0.009515653, -0.3117785, 2.680592, 1], [14, -0.01269643, -0.6070941, 2.711624, 1], [15, -0.03591722, -0.6751356, 2.622557, 1], [16, 0.2125009, -0.01791252, 2.596738, 1], [17, 0.2780306, -0.3426981, 2.653011, 1], [18, 0.3135064, -0.6181049, 2.701261, 1], [19, 0.3380473, -0.6715064, 2.607402, 1], [20, 0.1417417, 0.5485164, 2.600909, 1], [21, -0.101957, -0.0840169, 2.613691, 1], [22, -0.06459864, -0.03388005, 2.5648, 1], [23, 0.3913293, -0.1064845, 2.463512, 1], [24, 0.338897, -0.0623437, 2.494571, 1]]
[[0, 0.1366107, -0.01656359, 2.640302, 1], [1, 0.139292, 0.3095832, 2.621834, 1], [2, 0.1405455, 0.6252386, 2.59057, 1], [3, 0.1460581, 0.7734384, 2.578835, 1], [4, -0.03188995, 0.5074561, 2.601648, 1], [5, -0.08248033, 0.2652642, 2.631455, 1], [6, -0.1049258, 0.05155212, 2.606276, 1], [7, -0.09493385, -0.01443533, 2.599505, 1], [8, 0.3116468, 0.4875174, 2.556506, 1], [9, 0.3603327, 0.24188, 2.563537, 1], [10, 0.3771331, 0.04015269, 2.496843, 1], [11, 0.3853982, -0.02600672, 2.463874, 1], [12, 0.05794194, -0.01474041, 2.607924, 1], [13, 0.009258147, -0.3116758, 2.679859, 1], [14, -0.0125649, -0.6074011, 2.711532, 1], [15, -0.03619124, -0.6751893, 2.62276, 1], [16, 0.2112304, -0.01791508, 2.59561, 1], [17, 0.278098, -0.3429643, 2.65285, 1], [18, 0.3134628, -0.6179243, 2.701336, 1], [19, 0.3380549, -0.6714813, 2.607403, 1], [20, 0.1404166, 0.5478096, 2.60068, 1], [21, -0.09169479, -0.09090669, 2.614496, 1], [22, -0.06278215, -0.02020755, 2.562131, 1], [23, 0.3874631, -0.09320301, 2.42613, 1], [24, 0.3437115, -0.0453754, 2.462333, 1]]
[[0, 0.1363951, -0.01661462, 2.63991, 1], [1, 0.1388479, 0.30942, 2.621806, 1], [2, 0.1396049, 0.6248257, 2.591065, 1], [3, 0.1452219, 0.7734184, 2.578765, 1], [4, -0.03265531, 0.507145, 2.600847, 1], [5, -0.08294886, 0.2650385, 2.631369, 1], [6, -0.1052999, 0.05561604, 2.605895, 1], [7, -0.09446602, -0.01522338, 2.599294, 1], [8, 0.3101225, 0.4877484, 2.55731, 1], [9, 0.3595259, 0.2487418, 2.563323, 1], [10, 0.378318, 0.09531936, 2.442543, 1], [11, 0.3940444, 0.03784448, 2.391309, 1], [12, 0.05767649, -0.01492147, 2.607339, 1], [13, 0.009106352, -0.3111818, 2.677391, 1], [14, -0.01169904, -0.6072434, 2.710784, 1], [15, -0.03587127, -0.6751251, 2.62411, 1], [16, 0.2110689, -0.01787462, 2.595368, 1], [17, 0.2780122, -0.3428676, 2.652972, 1], [18, 0.3127207, -0.6178977, 2.701232, 1], [19, 0.3383297, -0.6717402, 2.607226, 1], [20, 0.1396178, 0.5474703, 2.601009, 1], [21, -0.08861835, -0.09212115, 2.613625, 1], [22, -0.065869, -0.04566225, 2.56, 1], [23, 0.4047334, -0.01376147, 2.351303, 1], [24, 0.3481165, 0.00917486, 2.368308, 1]]
[[0, 0.1363361, -0.01681512, 2.638807, 1], [1, 0.1384127, 0.3093497, 2.621493, 1], [2, 0.1386452, 0.6248472, 2.591184, 1], [3, 0.1443099, 0.7730855, 2.578838, 1], [4, -0.03382435, 0.5060338, 2.599539, 1], [5, -0.08325072, 0.2640475, 2.631469, 1], [6, -0.1019158, 0.04925165, 2.602403, 1], [7, -0.09325293, -0.01230172, 2.593902, 1], [8, 0.3091161, 0.488005, 2.557541, 1], [9, 0.3578032, 0.2576967, 2.562101, 1], [10, 0.3716291, 0.1287518, 2.420842, 1], [11, 0.3922783, 0.09356014, 2.362846, 1], [12, 0.05753552, -0.0153158, 2.606507, 1], [13, 0.009778103, -0.3117722, 2.676289, 1], [14, -0.01120921, -0.6071895, 2.709917, 1], [15, -0.03594044, -0.6753706, 2.626395, 1], [16, 0.2111235, -0.01782068, 2.593918, 1], [17, 0.2782156, -0.3425102, 2.652542, 1], [18, 0.3126076, -0.6177816, 2.70077, 1], [19, 0.3383085, -0.6718175, 2.607141, 1], [20, 0.1388274, 0.5474604, 2.601005, 1], [21, -0.09205581, -0.08924517, 2.610321, 1], [22, -0.0642067, -0.0185482, 2.557808, 1], [23, 0.4164156, 0.05141447, 2.312528, 1], [24, 0.3529413, 0.06855916, 2.335409, 1]]
[[0, 0.1363363, -0.01708481, 2.638195, 1], [1, 0.1380021, 0.3091542, 2.62127, 1], [2, 0.1376584, 0.624656, 2.59129, 1], [3, 0.1434301, 0.7731075, 2.57916, 1], [4, -0.03405246, 0.5057163, 2.598918, 1], [5, -0.08380324, 0.2637967, 2.63084, 1], [6, -0.1015958, 0.0508242, 2.600891, 1], [7, -0.09329651, -0.01521577, 2.592719, 1], [8, 0.308545, 0.4878444, 2.557694, 1], [9, 0.3564082, 0.2678346, 2.559562, 1], [10, 0.381162, 0.1666844, 2.39755, 1], [11, 0.3995683, 0.1502803, 2.338798, 1], [12, 0.05746295, -0.01576495, 2.605642, 1], [13, 0.009938482, -0.3119917, 2.675161, 1], [14, -0.01091615, -0.6078595, 2.709151, 1], [15, -0.03694449, -0.6757439, 2.628061, 1], [16, 0.2111734, -0.01794432, 2.593537, 1], [17, 0.2787027, -0.341312, 2.651953, 1], [18, 0.3128623, -0.6176969, 2.700591, 1], [19, 0.3384669, -0.6720132, 2.607316, 1], [20, 0.1380025, 0.5472637, 2.601017, 1], [21, -0.09350656, -0.09200117, 2.60589, 1], [22, -0.05737815, -0.02397397, 2.5546, 1], [23, 0.4248271, 0.1227462, 2.263327, 1], [24, 0.3609768, 0.134935, 2.308534, 1]]
[[0, 0.1365627, -0.01733505, 2.637796, 1], [1, 0.1378758, 0.3089852, 2.621072, 1], [2, 0.1372769, 0.6245043, 2.591173, 1], [3, 0.1429484, 0.7728536, 2.579388, 1], [4, -0.03457775, 0.5050013, 2.597842, 1], [5, -0.08389001, 0.2629355, 2.629496, 1], [6, -0.09871992, 0.04472163, 2.596222, 1], [7, -0.09026863, -0.01702995, 2.587524, 1], [8, 0.3080979, 0.4878655, 2.557423, 1], [9, 0.3538518, 0.2789552, 2.554142, 1], [10, 0.396945, 0.2230974, 2.372326, 1], [11, 0.4007779, 0.2136337, 2.333448, 1], [12, 0.05777647, -0.0162327, 2.605049, 1], [13, 0.009840297, -0.3120296, 2.673801, 1], [14, -0.01060635, -0.6078594, 2.708267, 1], [15, -0.03640085, -0.6757488, 2.627407, 1], [16, 0.2113221, -0.01802933, 2.59331, 1], [17, 0.2786849, -0.3370591, 2.649867, 1], [18, 0.3138264, -0.6175503, 2.699984, 1], [19, 0.3387919, -0.672043, 2.607159, 1], [20, 0.1376865, 0.5471082, 2.600889, 1], [21, -0.08804552, -0.09036915, 2.596438, 1], [22, -0.05665275, -0.03355026, 2.548857, 1], [23, 0.4174066, 0.2055509, 2.269804, 1], [24, 0.3664638, 0.2002224, 2.288667, 1]]
[[0, 0.1387975, -0.01806284, 2.634249, 1], [1, 0.1386912, 0.3085218, 2.619902, 1], [2, 0.1375148, 0.6243046, 2.591082, 1], [3, 0.14311, 0.7724813, 2.5793, 1], [4, -0.03362088, 0.5028152, 2.59469, 1], [5, -0.08374546, 0.2607478, 2.625506, 1], [6, -0.09722308, 0.04943738, 2.588124, 1], [7, -0.08641079, -0.01934612, 2.576653, 1], [8, 0.3067175, 0.4881917, 2.556208, 1], [9, 0.3706073, 0.2720688, 2.517489, 1], [10, 0.3722673, 0.3873159, 2.340671, 1], [11, 0.3758056, 0.4451455, 2.292029, 1], [12, 0.06005727, -0.01746114, 2.600705, 1], [13, 0.01083372, -0.3135937, 2.671727, 1], [14, -0.01040233, -0.60883, 2.707353, 1], [15, -0.03636928, -0.6757504, 2.627287, 1], [16, 0.21343, -0.01828507, 2.590536, 1], [17, 0.2783281, -0.3312349, 2.64824, 1], [18, 0.3136565, -0.6167684, 2.699524, 1], [19, 0.339625, -0.6725677, 2.607196, 1], [20, 0.1380002, 0.546863, 2.600654, 1], [21, -0.08602812, -0.08952548, 2.584075, 1], [22, -0.05152031, -0.0284955, 2.540643, 1], [23, 0.3777776, 0.4862769, 2.25615, 1], [24, 0.3386288, 0.4337746, 2.26497, 1]]
[[0, 0.1404595, -0.01773673, 2.631717, 1], [1, 0.1404518, 0.3086565, 2.618, 1], [2, 0.1393777, 0.6243473, 2.590054, 1], [3, 0.1435669, 0.7725244, 2.578704, 1], [4, -0.03289613, 0.5026138, 2.593224, 1], [5, -0.08188336, 0.2627676, 2.620535, 1], [6, -0.09396991, 0.04557203, 2.584415, 1], [7, -0.08295566, -0.01894074, 2.575753, 1], [8, 0.3034188, 0.4901603, 2.552682, 1], [9, 0.3763442, 0.2929639, 2.503453, 1], [10, 0.3532261, 0.4818625, 2.357143, 1], [11, 0.3576984, 0.5212687, 2.336701, 1], [12, 0.06146276, -0.01716238, 2.598246, 1], [13, 0.01323665, -0.3139439, 2.669506, 1], [14, -0.01040919, -0.6089776, 2.706898, 1], [15, -0.03642445, -0.6758115, 2.627274, 1], [16, 0.2153008, -0.01790616, 2.588013, 1], [17, 0.2807263, -0.3268705, 2.645938, 1], [18, 0.3138942, -0.6166146, 2.699451, 1], [19, 0.3396649, -0.6727217, 2.607209, 1], [20, 0.1398053, 0.546919, 2.599432, 1], [21, -0.08000439, -0.08871714, 2.585624, 1], [22, -0.04960973, -0.02552923, 2.54212, 1], [23, 0.3513039, 0.57773, 2.315168, 1], [24, 0.4112481, 0.5290405, 2.344333, 1]]
[[0, 0.1420435, -0.01737166, 2.630216, 1], [1, 0.1419199, 0.3088104, 2.617025, 1], [2, 0.1408304, 0.6243742, 2.589706, 1], [3, 0.1441223, 0.7720985, 2.577957, 1], [4, -0.0323668, 0.5024341, 2.592634, 1], [5, -0.08136174, 0.2636306, 2.618717, 1], [6, -0.09181057, 0.0435466, 2.582637, 1], [7, -0.08128109, -0.01959744, 2.574234, 1], [8, 0.3008572, 0.4905335, 2.548529, 1], [9, 0.3774897, 0.2912067, 2.502037, 1], [10, 0.3511198, 0.481427, 2.375669, 1], [11, 0.3446571, 0.5472442, 2.367121, 1], [12, 0.0630117, -0.0169424, 2.596528, 1], [13, 0.01492987, -0.3136393, 2.668161, 1], [14, -0.01012183, -0.6087565, 2.706875, 1], [15, -0.0353754, -0.675493, 2.626595, 1], [16, 0.2168864, -0.01738915, 2.586739, 1], [17, 0.2809873, -0.3242987, 2.645766, 1], [18, 0.314436, -0.6164688, 2.699354, 1], [19, 0.3396882, -0.6727772, 2.607216, 1], [20, 0.1412381, 0.5469703, 2.598934, 1], [21, -0.08233611, -0.08786082, 2.57917, 1], [22, -0.04706834, -0.02557694, 2.542177, 1], [23, 0.3361498, 0.6142125, 2.337002, 1], [24, 0.4009391, 0.5633088, 2.389167, 1]]
