[[0, -0.03486304, 0.03328924, 2.337077, 1], [1, -0.03700522, 0.34587, 2.295851, 1], [2, -0.03824761, 0.6470403, 2.242091, 1], [3, -0.05233039, 0.7883536, 2.197643, 1], [4, -0.214029, 0.5475747, 2.228978, 1], [5, -0.2283902, 0.3232016, 2.191047, 1], [6, -0.01798723, 0.1471359, 2.071432, 1], [7, 0.03603774, 0.07514237, 2.027206, 1], [8, 0.1487685, 0.5436835, 2.216774, 1], [9, 0.1795713, 0.3268594, 2.158755, 1], [10, 0.08790042, 0.1337472, 2.043539, 1], [11, 0.04786522, 0.07021926, 2.020701, 1], [12, -0.1145243, 0.03460786, 2.300471, 1], [13, -0.1132116, -0.3883939, 2.355449, 1], [14, -0.1124464, -0.7253306, 2.383175, 1], [15, -0.1271976, -0.7820275, 2.295639, 1], [16, 0.04634938, 0.03108102, 2.296702, 1], [17, 0.07642414, -0.3749068, 2.340418, 1], [18, 0.08460424, -0.7169603, 2.425313, 1], [19, 0.1438513, -0.770159, 2.3687, 1], [20, -0.03802462, 0.5734326, 2.257709, 1], [21, 0.06621711, 0.01366393, 2.019371, 1], [22, -0.01073968, 0.04344475, 2.0286, 1], [23, 0.02497197, 0.01402303, 2.008496, 1], [24, 0.007722215, 0.1007169, 2.019485, 1]]
[[0, -0.03482211, 0.03337384, 2.337117, 1], [1, -0.03690039, 0.3458865, 2.295853, 1], [2, -0.03806189, 0.6469567, 2.242018, 1], [3, -0.05157889, 0.7882701, 2.197565, 1], [4, -0.2138424, 0.5476124, 2.228584, 1], [5, -0.2279616, 0.3226933, 2.191046, 1], [6, -0.01786508, 0.146153, 2.071608, 1], [7, 0.03646834, 0.0735374, 2.027734, 1], [8, 0.1491698, 0.5437736, 2.216721, 1], [9, 0.1794865, 0.3268588, 2.158934, 1], [10, 0.08756846, 0.1334843, 2.044162, 1], [11, 0.04858009, 0.06946688, 2.022307, 1], [12, -0.1144869, 0.0347112, 2.300517, 1], [13, -0.1134029, -0.3892888, 2.356071, 1], [14, -0.1120932, -0.7253488, 2.382762, 1], [15, -0.1277311, -0.7823226, 2.296695, 1], [16, 0.04635875, 0.03116222, 2.29678, 1], [17, 0.07647241, -0.3749116, 2.340404, 1], [18, 0.0846859, -0.7169396, 2.425259, 1], [19, 0.1441896, -0.7702965, 2.368641, 1], [20, -0.03786108, 0.573378, 2.257666, 1], [21, 0.06663928, 0.0132304, 2.015858, 1], [22, -0.004976806, 0.03868939, 2.021119, 1], [23, 0.02730805, 0.01170515, 2.010995, 1], [24, 0.00909343, 0.09810098, 2.024635, 1]]
[[0, 0, 0, 0, 0], [1, 0, 0, 0, 0], [2, 0, 0, 0, 0], [3, 0, 0, 0, 0], [4, 0, 0, 0, 0], [5, 0, 0, 0, 0], [6, 0, 0, 0, 0], [7, 0, 0, 0, 0], [8, 0, 0, 0, 0], [9, 0, 0, 0, 0], [10, 0, 0, 0, 0], [11, 0, 0, 0, 0], [12, 0, 0, 0, 0], [13, 0, 0, 0, 0], [14, 0, 0, 0, 0], [15, 0, 0, 0, 0], [16, 0, 0, 0, 0], [17, 0, 0, 0, 0], [18, 0, 0, 0, 0], [19, 0, 0, 0, 0], [20, 0, 0, 0, 0], [21, 0, 0, 0, 0], [22, 0, 0, 0, 0], [23, 0, 0, 0, 0], [24, 0, 0, 0, 0]]
[[0, -0.03439484, 0.0334416, 2.337261, 1], [1, -0.03667654, 0.345791, 2.29581, 1], [2, -0.03789934, 0.6467017, 2.241781, 1], [3, -0.05086197, 0.7879402, 2.197065, 1], [4, -0.2134727, 0.5474309, 2.227983, 1], [5, -0.2275987, 0.3226286, 2.190792, 1], [6, -0.01753623, 0.1462528, 2.071031, 1], [7, 0.03788345, 0.07257468, 2.027964, 1], [8, 0.1494058, 0.5435358, 2.216544, 1], [9, 0.1796108, 0.3263769, 2.158617, 1], [10, 0.08766302, 0.133658, 2.044762, 1], [11, 0.05015041, 0.07021598, 2.022549, 1], [12, -0.1141579, 0.03473867, 2.300615, 1], [13, -0.1135629, -0.3890487, 2.356114, 1], [14, -0.1120047, -0.7253244, 2.382737, 1], [15, -0.1277058, -0.7817251, 2.29691, 1], [16, 0.04679022, 0.03121604, 2.29695, 1], [17, 0.07650478, -0.3750708, 2.340379, 1], [18, 0.08467281, -0.7169277, 2.425228, 1], [19, 0.1441392, -0.7701294, 2.368003, 1], [20, -0.03769795, 0.5731659, 2.257488, 1], [21, 0.07049083, 0.01073741, 2.018599, 1], [22, -0.004518345, 0.03453491, 2.024534, 1], [23, 0.0262847, 0.0108912, 2.012496, 1], [24, 0.01212302, 0.1034199, 2.025338, 1]]
[[0, -0.03374961, 0.03339648, 2.337463, 1], [1, -0.03635253, 0.3457156, 2.295942, 1], [2, -0.0378528, 0.6466268, 2.241828, 1], [3, -0.04983303, 0.7876396, 2.196721, 1], [4, -0.2126048, 0.5468931, 2.227163, 1], [5, -0.2265553, 0.3217731, 2.18994, 1], [6, -0.01448909, 0.1448718, 2.074934, 1], [7, 0.04018578, 0.07266714, 2.028939, 1], [8, 0.1498071, 0.5433885, 2.216665, 1], [9, 0.1796238, 0.3257169, 2.159034, 1], [10, 0.08810193, 0.1334531, 2.045331, 1], [11, 0.051643, 0.069146, 2.023279, 1], [12, -0.113541, 0.03454103, 2.300505, 1], [13, -0.1134074, -0.3892734, 2.356035, 1], [14, -0.112615, -0.7263366, 2.383135, 1], [15, -0.1274077, -0.7819325, 2.296067, 1], [16, 0.04746868, 0.03123214, 2.297465, 1], [17, 0.07658775, -0.3749673, 2.340362, 1], [18, 0.08472508, -0.7170771, 2.42523, 1], [19, 0.1447084, -0.7703245, 2.368169, 1], [20, -0.03759541, 0.5730858, 2.257561, 1], [21, 0.07080927, 0.01313649, 2.018683, 1], [22, -0.002070904, 0.03612563, 2.0212, 1], [23, 0.03000841, 0.010695, 2.012813, 1], [24, 0.01266078, 0.1016994, 2.026121, 1]]
[[0, -0.03381123, 0.03334593, 2.33687, 1], [1, -0.03628587, 0.3456031, 2.295623, 1], [2, -0.03785761, 0.6464266, 2.24163, 1], [3, -0.04872283, 0.7874146, 2.196076, 1], [4, -0.2117251, 0.5463948, 2.224961, 1], [5, -0.225522, 0.3222133, 2.189416, 1], [6, -0.01237225, 0.1498167, 2.06932, 1], [7, 0.04170629, 0.07729895, 2.015897, 1], [8, 0.1504814, 0.5431879, 2.216994, 1], [9, 0.1799732, 0.326674, 2.159211, 1], [10, 0.08796304, 0.1332379, 2.042807, 1], [11, 0.05103001, 0.07026569, 2.009523, 1], [12, -0.1136553, 0.0345634, 2.299422, 1], [13, -0.1134062, -0.3891741, 2.355753, 1], [14, -0.1126289, -0.7261928, 2.382742, 1], [15, -0.127888, -0.7820166, 2.297114, 1], [16, 0.04740892, 0.03114456, 2.297237, 1], [17, 0.07706659, -0.3751489, 2.340433, 1], [18, 0.08461013, -0.7168728, 2.425373, 1], [19, 0.144638, -0.77034, 2.368158, 1], [20, -0.03756648, 0.572913, 2.257341, 1], [21, 0.07255537, 0.01706135, 2.006944, 1], [22, -0.003787284, 0.04583666, 2.008083, 1], [23, 0.0263749, 0.01436558, 2.003483, 1], [24, 0.01305206, 0.1052688, 2.004174, 1]]
[[0, -0.03389721, 0.03337811, 2.336632, 1], [1, -0.03624069, 0.3455965, 2.295543, 1], [2, -0.03771283, 0.646381, 2.24161, 1], [3, -0.04842187, 0.7874464, 2.195976, 1], [4, -0.2115135, 0.5464612, 2.224458, 1], [5, -0.2250544, 0.3227661, 2.188459, 1], [6, -0.07273992, 0.1926062, 2.089915, 1], [7, -0.008706766, 0.1144869, 2.075721, 1], [8, 0.1506453, 0.5432418, 2.217075, 1], [9, 0.1803221, 0.326822, 2.159092, 1], [10, 0.0875903, 0.1342078, 2.04047, 1], [11, 0.04831965, 0.07408807, 2.005478, 1], [12, -0.11378, 0.0346988, 2.298922, 1], [13, -0.1133795, -0.3883789, 2.355492, 1], [14, -0.1124607, -0.7262745, 2.382473, 1], [15, -0.1276644, -0.7817174, 2.296297, 1], [16, 0.04735158, 0.03112291, 2.297182, 1], [17, 0.07703068, -0.3751675, 2.340424, 1], [18, 0.08454958, -0.7168434, 2.425414, 1], [19, 0.1442188, -0.7701162, 2.368062, 1], [20, -0.03745297, 0.572878, 2.257307, 1], [21, 0.03725495, 0.0422802, 1.975607, 1], [22, -0.01992711, 0.05765239, 2.12475, 1], [23, 0.02935375, 0.01424431, 2.002402, 1], [24, 0.002118229, 0.1352223, 2.015333, 1]]
[[0, -0.03381721, 0.03344551, 2.336454, 1], [1, -0.0361206, 0.3456066, 2.295455, 1], [2, -0.03757412, 0.646337, 2.241585, 1], [3, -0.04773884, 0.7875929, 2.196713, 1], [4, -0.2109902, 0.5462973, 2.223854, 1], [5, -0.2232211, 0.3228708, 2.187465, 1], [6, -0.06343078, 0.2019656, 2.087101, 1], [7, -0.0149241, 0.1359581, 2.078005, 1], [8, 0.1510836, 0.5436834, 2.218168, 1], [9, 0.1811491, 0.3284863, 2.156851, 1], [10, 0.0855332, 0.1424541, 2.018813, 1], [11, 0.04833417, 0.08550297, 1.982014, 1], [12, -0.1137047, 0.03478569, 2.298523, 1], [13, -0.1134021, -0.3880587, 2.355512, 1], [14, -0.1124273, -0.7260633, 2.382884, 1], [15, -0.1275373, -0.7816914, 2.296226, 1], [16, 0.04741205, 0.03116106, 2.297175, 1], [17, 0.07697387, -0.3746549, 2.340384, 1], [18, 0.08463421, -0.7167903, 2.425408, 1], [19, 0.1441499, -0.7700993, 2.368006, 1], [20, -0.03731937, 0.5728439, 2.257271, 1], [21, 0.007521368, 0.05211897, 1.968222, 1], [22, -0.03265566, 0.0805233, 2.130636, 1], [23, 0.02877431, 0.03081649, 1.973514, 1], [24, 0.005559104, 0.1447817, 1.993118, 1]]
[[0, 0, 0, 0, 0], [1, 0, 0, 0, 0], [2, 0, 0, 0, 0], [3, 0, 0, 0, 0], [4, 0, 0, 0, 0], [5, 0, 0, 0, 0], [6, 0, 0, 0, 0], [7, 0, 0, 0, 0], [8, 0, 0, 0, 0], [9, 0, 0, 0, 0], [10, 0, 0, 0, 0], [11, 0, 0, 0, 0], [12, 0, 0, 0, 0], [13, 0, 0, 0, 0], [14, 0, 0, 0, 0], [15, 0, 0, 0, 0], [16, 0, 0, 0, 0], [17, 0, 0, 0, 0], [18, 0, 0, 0, 0], [19, 0, 0, 0, 0], [20, 0, 0, 0, 0], [21, 0, 0, 0, 0], [22, 0, 0, 0, 0], [23, 0, 0, 0, 0], [24, 0, 0, 0, 0]]
[[0, 0, 0, 0, 0], [1, 0, 0, 0, 0], [2, 0, 0, 0, 0], [3, 0, 0, 0, 0], [4, 0, 0, 0, 0], [5, 0, 0, 0, 0], [6, 0, 0, 0, 0], [7, 0, 0, 0, 0], [8, 0, 0, 0, 0], [9, 0, 0, 0, 0], [10, 0, 0, 0, 0], [11, 0, 0, 0, 0], [12, 0, 0, 0, 0], [13, 0, 0, 0, 0], [14, 0, 0, 0, 0], [15, 0, 0, 0, 0], [16, 0, 0, 0, 0], [17, 0, 0, 0, 0], [18, 0, 0, 0, 0], [19, 0, 0, 0, 0], [20, 0, 0, 0, 0], [21, 0, 0, 0, 0], [22, 0, 0, 0, 0], [23, 0, 0, 0, 0], [24, 0, 0, 0, 0]]
[[0, -0.03108874, 0.03558791, 2.333773, 1], [1, -0.03390379, 0.347376, 2.295373, 1], [2, -0.03549297, 0.6482139, 2.24403, 1], [3, -0.04491143, 0.7913666, 2.203262, 1], [4, -0.209583, 0.5466148, 2.223741, 1], [5, -0.2113632, 0.3254658, 2.175473, 1], [6, -0.05440092, 0.2268536, 2.049264, 1], [7, 8.713407e-05, 0.2062935, 1.994136, 1], [8, 0.1499071, 0.5471043, 2.219399, 1], [9, 0.1906893, 0.3403568, 2.134566, 1], [10, 0.07528516, 0.1847087, 1.952338, 1], [11, 0.03859727, 0.1522174, 1.910361, 1], [12, -0.1117246, 0.03638802, 2.295574, 1], [13, -0.1140527, -0.3885933, 2.354748, 1], [14, -0.112887, -0.7261973, 2.383355, 1], [15, -0.1281161, -0.7827509, 2.296378, 1], [16, 0.05067766, 0.03370426, 2.295101, 1], [17, 0.0768548, -0.3750718, 2.340122, 1], [18, 0.08505927, -0.7172607, 2.425172, 1], [19, 0.1440749, -0.7702497, 2.367959, 1], [20, -0.03521512, 0.5746372, 2.258997, 1], [21, 0.04846476, 0.07325299, 1.925982, 1], [22, 0.02813326, 0.2240594, 1.933424, 1], [23, 0.01635164, 0.1016592, 1.889591, 1], [24, -0.01585759, 0.1506572, 1.897812, 1]]
