[[0, -0.2437532, -0.2199013, 2.426225, 1], [1, -0.2204191, 0.05908905, 2.40411, 1], [2, -0.1961156, 0.3299999, 2.367603, 1], [3, -0.1935396, 0.464394, 2.385956, 1], [4, -0.3331829, 0.221053, 2.331921, 1], [5, -0.3838731, -0.01972974, 2.310267, 1], [6, -0.4354135, -0.2222587, 2.28563, 1], [7, -0.4611882, -0.2799426, 2.316229, 1], [8, -0.05350278, 0.2293159, 2.377411, 1], [9, -0.03194124, 0.01895743, 2.334645, 1], [10, -0.06479262, -0.1425631, 2.242312, 1], [11, -0.04930251, -0.1918059, 2.12544, 1], [12, -0.3237315, -0.211166, 2.38313, 1], [13, -0.2957229, -0.2943544, 2.101772, 1], [14, -0.3033341, -0.6534894, 2.173736, 1], [15, -0.2873327, -0.6830676, 2.076948, 1], [16, -0.1568025, -0.2224999, 2.399922, 1], [17, -0.03424375, -0.2588689, 2.135048, 1], [18, -0.04565, -0.6207978, 2.195373, 1], [19, -0.0334814, -0.6508297, 2.098147, 1], [20, -0.2023572, 0.2632964, 2.379107, 1], [21, -0.4653284, -0.3527473, 2.328774, 1], [22, -0.4774121, -0.2776891, 2.293615, 1], [23, -0.05059384, -0.2379076, 2.078257, 1], [24, -0.02276894, -0.169754, 2.106869, 1]]
[[0, -0.243737, -0.2203315, 2.426642, 1], [1, -0.2203445, 0.05866542, 2.403966, 1], [2, -0.1959722, 0.3294059, 2.366929, 1], [3, -0.1939215, 0.4641208, 2.38506, 1], [4, -0.3345032, 0.2205388, 2.331871, 1], [5, -0.3835296, -0.02062009, 2.311253, 1], [6, -0.436372, -0.2180375, 2.287459, 1], [7, -0.4599962, -0.2783998, 2.320078, 1], [8, -0.05350434, 0.2287816, 2.376894, 1], [9, -0.03263496, 0.02882437, 2.335603, 1], [10, -0.06733789, -0.1470474, 2.242601, 1], [11, -0.05300164, -0.1913053, 2.130224, 1], [12, -0.3235961, -0.2117724, 2.383614, 1], [13, -0.2957694, -0.2942022, 2.101987, 1], [14, -0.303375, -0.6533291, 2.173988, 1], [15, -0.287542, -0.6829466, 2.077192, 1], [16, -0.1568809, -0.2227702, 2.400294, 1], [17, -0.0345564, -0.259219, 2.135315, 1], [18, -0.04587672, -0.6210888, 2.19592, 1], [19, -0.03387347, -0.6511549, 2.098687, 1], [20, -0.2022291, 0.2627506, 2.378577, 1], [21, -0.4667421, -0.3439955, 2.331788, 1], [22, -0.4707741, -0.273669, 2.288334, 1], [23, -0.04937106, -0.238226, 2.07748, 1], [24, -0.02126179, -0.1695688, 2.106927, 1]]
[[0, -0.2437813, -0.2209773, 2.42655, 1], [1, -0.220427, 0.05805059, 2.40354, 1], [2, -0.1961243, 0.3289957, 2.36643, 1], [3, -0.1938871, 0.4639909, 2.38396, 1], [4, -0.3358366, 0.2191409, 2.331824, 1], [5, -0.3840621, -0.0221835, 2.311685, 1], [6, -0.4473575, -0.2565387, 2.314728, 1], [7, -0.4574732, -0.3005486, 2.326674, 1], [8, -0.05344247, 0.2284939, 2.376534, 1], [9, -0.03321174, 0.02593598, 2.335423, 1], [10, -0.06857441, -0.1483, 2.242717, 1], [11, -0.05163317, -0.1901641, 2.128164, 1], [12, -0.3236662, -0.2125501, 2.383618, 1], [13, -0.2956522, -0.2944962, 2.101851, 1], [14, -0.3033611, -0.6535934, 2.173954, 1], [15, -0.2876571, -0.6832196, 2.077144, 1], [16, -0.1569052, -0.2232613, 2.40013, 1], [17, -0.0345417, -0.2588208, 2.135026, 1], [18, -0.0457687, -0.6207731, 2.195267, 1], [19, -0.0338956, -0.6508535, 2.098019, 1], [20, -0.2023619, 0.2622903, 2.378074, 1], [21, -0.4514643, -0.3613494, 2.333739, 1], [22, -0.4609375, -0.2757686, 2.2775, 1], [23, -0.04862307, -0.2379891, 2.074861, 1], [24, -0.02248654, -0.1689536, 2.10543, 1]]
[[0, -0.2442993, -0.2216065, 2.426566, 1], [1, -0.2207078, 0.05749317, 2.403231, 1], [2, -0.1962404, 0.3285625, 2.366004, 1], [3, -0.1942054, 0.4637106, 2.383088, 1], [4, -0.3344079, 0.2194967, 2.332096, 1], [5, -0.3832525, -0.02003617, 2.311992, 1], [6, -0.4455479, -0.2547809, 2.313391, 1], [7, -0.4531372, -0.301356, 2.323937, 1], [8, -0.05357445, 0.2280103, 2.375836, 1], [9, -0.03298105, 0.02517199, 2.334788, 1], [10, -0.07058889, -0.1498395, 2.242829, 1], [11, -0.05334343, -0.1924603, 2.124784, 1], [12, -0.3241026, -0.2129236, 2.383625, 1], [13, -0.2957673, -0.2947807, 2.101861, 1], [14, -0.3034058, -0.6537958, 2.1743, 1], [15, -0.2878807, -0.6834367, 2.077469, 1], [16, -0.1574934, -0.2241608, 2.400162, 1], [17, -0.03513649, -0.256816, 2.134604, 1], [18, -0.0458364, -0.6187797, 2.194941, 1], [19, -0.03414087, -0.6489024, 2.097664, 1], [20, -0.2025138, 0.2618291, 2.377662, 1], [21, -0.4580492, -0.358726, 2.326066, 1], [22, -0.4583811, -0.2755235, 2.2679, 1], [23, -0.05498005, -0.2406365, 2.077414, 1], [24, -0.01512485, -0.1694841, 2.130778, 1]]
[[0, -0.2444449, -0.2217395, 2.426511, 1], [1, -0.2207985, 0.05725986, 2.402998, 1], [2, -0.1962569, 0.3282936, 2.365696, 1], [3, -0.1943417, 0.4633151, 2.382409, 1], [4, -0.3332062, 0.2199573, 2.332467, 1], [5, -0.3829978, -0.01967153, 2.312289, 1], [6, -0.4449274, -0.254901, 2.301278, 1], [7, -0.4514334, -0.2992408, 2.307659, 1], [8, -0.05358975, 0.2279058, 2.375392, 1], [9, -0.03283063, 0.02653312, 2.335896, 1], [10, -0.04514401, -0.1272996, 2.216031, 1], [11, -0.04129807, -0.1886961, 2.127167, 1], [12, -0.3241512, -0.2129655, 2.383617, 1], [13, -0.295765, -0.2949225, 2.101892, 1], [14, -0.3034198, -0.6537859, 2.174942, 1], [15, -0.2880509, -0.6834382, 2.078088, 1], [16, -0.1577787, -0.2244078, 2.40003, 1], [17, -0.0355383, -0.254966, 2.134109, 1], [18, -0.0458789, -0.6169719, 2.194364, 1], [19, -0.03433752, -0.6471261, 2.097059, 1], [20, -0.2025481, 0.2615676, 2.37736, 1], [21, -0.4609528, -0.3525245, 2.309396, 1], [22, -0.4521549, -0.2745583, 2.248692, 1], [23, -0.03170338, -0.2258115, 2.085706, 1], [24, 0.005213634, -0.2134401, 2.1392, 1]]
[[0, -0.2444274, -0.2218921, 2.426523, 1], [1, -0.2208515, 0.05706993, 2.40305, 1], [2, -0.1964587, 0.3280519, 2.365939, 1], [3, -0.1945234, 0.4631804, 2.382354, 1], [4, -0.334365, 0.2199951, 2.332635, 1], [5, -0.3831421, -0.02119781, 2.311209, 1], [6, -0.4422407, -0.2538949, 2.2861, 1], [7, -0.4492486, -0.2961453, 2.287684, 1], [8, -0.05375411, 0.2278549, 2.375375, 1], [9, -0.03245821, 0.02487291, 2.334923, 1], [10, -0.04472055, -0.1253982, 2.223786, 1], [11, -0.03983799, -0.187438, 2.133192, 1], [12, -0.3240977, -0.2131345, 2.383603, 1], [13, -0.2957372, -0.2949869, 2.101841, 1], [14, -0.3035326, -0.6538259, 2.174972, 1], [15, -0.2882451, -0.6834688, 2.0781, 1], [16, -0.1577914, -0.2245292, 2.400068, 1], [17, -0.03558339, -0.2569076, 2.134392, 1], [18, -0.04598131, -0.6188294, 2.194969, 1], [19, -0.03452175, -0.6489512, 2.097652, 1], [20, -0.2026972, 0.2613485, 2.37753, 1], [21, -0.4570816, -0.3468949, 2.277751, 1], [22, -0.4558572, -0.2645846, 2.234366, 1], [23, -0.03237825, -0.2264881, 2.09008, 1], [24, -0.001356637, -0.2028402, 2.131731, 1]]
[[0, -0.2444991, -0.2219722, 2.426471, 1], [1, -0.2209225, 0.05697649, 2.403057, 1], [2, -0.1965761, 0.3279318, 2.366112, 1], [3, -0.1947234, 0.463166, 2.382236, 1], [4, -0.3354719, 0.2199896, 2.332773, 1], [5, -0.3795705, -0.01813903, 2.305696, 1], [6, -0.4379569, -0.2491736, 2.251238, 1], [7, -0.4452091, -0.288965, 2.255524, 1], [8, -0.05391008, 0.2279839, 2.375358, 1], [9, -0.04006893, 0.008808358, 2.323516, 1], [10, -0.04731406, -0.1419502, 2.214231, 1], [11, -0.04045819, -0.1769283, 2.128695, 1], [12, -0.3241485, -0.213232, 2.383619, 1], [13, -0.2956928, -0.2952732, 2.10193, 1], [14, -0.3035616, -0.6540377, 2.175344, 1], [15, -0.2883478, -0.6836713, 2.078456, 1], [16, -0.157908, -0.2245914, 2.399911, 1], [17, -0.03565442, -0.2567437, 2.134225, 1], [18, -0.04596497, -0.6186012, 2.195127, 1], [19, -0.03457899, -0.6487189, 2.097791, 1], [20, -0.2027951, 0.2612418, 2.377639, 1], [21, -0.4563768, -0.3363677, 2.241474, 1], [22, -0.4552286, -0.2566013, 2.202217, 1], [23, -0.03267691, -0.198413, 2.090622, 1], [24, -0.006488526, -0.199039, 2.108615, 1]]
[[0, -0.2445001, -0.221987, 2.426471, 1], [1, -0.2209511, 0.05695953, 2.403073, 1], [2, -0.1967167, 0.3279399, 2.366259, 1], [3, -0.194869, 0.4630805, 2.382199, 1], [4, -0.3362226, 0.2200009, 2.333125, 1], [5, -0.3793392, -0.01660545, 2.304858, 1], [6, -0.4362651, -0.2371241, 2.208112, 1], [7, -0.4390138, -0.2896116, 2.220582, 1], [8, -0.05412219, 0.2282391, 2.375336, 1], [9, -0.03812081, 0.01658919, 2.330525, 1], [10, -0.04745283, -0.1333106, 2.220088, 1], [11, -0.04108852, -0.1899596, 2.129127, 1], [12, -0.3241338, -0.2132821, 2.383625, 1], [13, -0.2956889, -0.2954901, 2.101991, 1], [14, -0.3033775, -0.6540814, 2.176115, 1], [15, -0.2882784, -0.6837115, 2.079203, 1], [16, -0.1579138, -0.2245907, 2.399909, 1], [17, -0.03564524, -0.2574694, 2.134338, 1], [18, -0.04575837, -0.6193144, 2.1953, 1], [19, -0.03448617, -0.649417, 2.097945, 1], [20, -0.2028963, 0.2612388, 2.377736, 1], [21, -0.4513958, -0.3276113, 2.207574, 1], [22, -0.457707, -0.2783832, 2.17325, 1], [23, -0.03331847, -0.2303359, 2.08314, 1], [24, -0.01801633, -0.1780125, 2.103735, 1]]
[[0, -0.2447671, -0.2220062, 2.426321, 1], [1, -0.2210921, 0.05694327, 2.403106, 1], [2, -0.1968933, 0.3279503, 2.366635, 1], [3, -0.1949289, 0.4630716, 2.382211, 1], [4, -0.3370242, 0.2203861, 2.333452, 1], [5, -0.375449, -0.001083493, 2.295563, 1], [6, -0.4180714, -0.2020062, 2.170518, 1], [7, -0.4285056, -0.2533608, 2.173456, 1], [8, -0.05427126, 0.228221, 2.374966, 1], [9, -0.03799408, 0.01691791, 2.330993, 1], [10, -0.08817123, -0.1484761, 2.268558, 1], [11, -0.07263896, -0.1745204, 2.163019, 1], [12, -0.3243492, -0.2132874, 2.383471, 1], [13, -0.2956298, -0.2954623, 2.101852, 1], [14, -0.3034532, -0.6541587, 2.175541, 1], [15, -0.2885464, -0.6837679, 2.078588, 1], [16, -0.1582235, -0.2246048, 2.399773, 1], [17, -0.03574594, -0.2575874, 2.134323, 1], [18, -0.04567883, -0.6194707, 2.195124, 1], [19, -0.03460215, -0.6495529, 2.097728, 1], [20, -0.2030592, 0.2612401, 2.377982, 1], [21, -0.4466941, -0.3017177, 2.148871, 1], [22, -0.4461454, -0.2402938, 2.118962, 1], [23, -0.07188176, -0.2126122, 2.100396, 1], [24, -0.03350842, -0.1418987, 2.151389, 1]]
[[0, -0.244927, -0.2220443, 2.426068, 1], [1, -0.2212776, 0.05688677, 2.403097, 1], [2, -0.1973146, 0.3278532, 2.367041, 1], [3, -0.1950175, 0.463144, 2.382448, 1], [4, -0.3377939, 0.2208289, 2.334034, 1], [5, -0.3735939, 0.002381352, 2.290656, 1], [6, -0.3836549, -0.1166508, 2.145594, 1], [7, -0.407526, -0.2012857, 2.137371, 1], [8, -0.05477932, 0.2282429, 2.374532, 1], [9, -0.04343995, 0.01147469, 2.330214, 1], [10, -0.09879228, -0.1537953, 2.273054, 1], [11, -0.1307462, -0.1893308, 2.245441, 1], [12, -0.3244527, -0.2133269, 2.383367, 1], [13, -0.2968743, -0.2951727, 2.10153, 1], [14, -0.3036532, -0.6539764, 2.174907, 1], [15, -0.2889999, -0.683562, 2.077899, 1], [16, -0.1584405, -0.2246068, 2.39931, 1], [17, -0.03569452, -0.2568296, 2.133882, 1], [18, -0.04553902, -0.61871, 2.194737, 1], [19, -0.03472205, -0.6487775, 2.097283, 1], [20, -0.2034013, 0.2611572, 2.37824, 1], [21, -0.446197, -0.2401308, 2.074416, 1], [22, -0.4101797, -0.1561808, 2.094167, 1], [23, -0.140185, -0.2587284, 2.222398, 1], [24, -0.09879786, -0.1685421, 2.206778, 1]]
[[0, -0.2447791, -0.2218773, 2.425896, 1], [1, -0.2212942, 0.0570247, 2.403229, 1], [2, -0.1976692, 0.3282843, 2.368204, 1], [3, -0.1953997, 0.4632062, 2.383038, 1], [4, -0.3387194, 0.2210867, 2.334896, 1], [5, -0.3730721, 0.005305659, 2.286574, 1], [6, -0.4034051, -0.1650059, 2.104946, 1], [7, -0.4167903, -0.2009764, 2.07944, 1], [8, -0.0549323, 0.2285809, 2.374199, 1], [9, -0.04319297, 0.01948339, 2.334688, 1], [10, -0.09451041, -0.1450992, 2.270802, 1], [11, -0.1242194, -0.1848524, 2.243976, 1], [12, -0.3243973, -0.2133066, 2.383355, 1], [13, -0.2986599, -0.2918152, 2.100269, 1], [14, -0.3037154, -0.6507873, 2.173229, 1], [15, -0.2893733, -0.6803634, 2.076134, 1], [16, -0.1581492, -0.2241079, 2.398797, 1], [17, -0.03550271, -0.2568927, 2.133401, 1], [18, -0.04528628, -0.6187833, 2.194217, 1], [19, -0.03478991, -0.6488013, 2.096686, 1], [20, -0.2036401, 0.2615072, 2.379055, 1], [21, -0.4376658, -0.2363694, 2.045048, 1], [22, -0.4305927, -0.1656633, 2.034138, 1], [23, -0.1378079, -0.253729, 2.220145, 1], [24, -0.1006938, -0.177776, 2.194588, 1]]
