[[0, -0.2383713, -0.07083917, 2.146661, 1], [1, -0.230381, 0.227756, 2.136087, 1], [2, -0.2202643, 0.5166985, 2.11489, 1], [3, -0.2176417, 0.6461849, 2.130111, 1], [4, -0.3554933, 0.4031466, 2.060578, 1], [5, -0.3097772, 0.1799704, 1.973298, 1], [6, -0.2478754, 0.01969137, 1.902678, 1], [7, -0.2245415, -0.02363558, 1.854292, 1], [8, -0.08188412, 0.400689, 2.100171, 1], [9, -0.1445545, 0.2005993, 1.988978, 1], [10, -0.1866604, 0.01358753, 1.903878, 1], [11, -0.2183938, -0.0255907, 1.85586, 1], [12, -0.3038751, -0.06697274, 2.104825, 1], [13, -0.3195854, -0.3811661, 2.145355, 1], [14, -0.3395952, -0.6844971, 2.212296, 1], [15, -0.3541271, -0.734019, 2.152877, 1], [16, -0.1653036, -0.07235696, 2.119232, 1], [17, -0.154554, -0.4109485, 2.170308, 1], [18, -0.1461764, -0.6924852, 2.22377, 1], [19, -0.1188513, -0.738236, 2.164704, 1], [20, -0.2232364, 0.4459112, 2.122218, 1], [21, -0.2139032, -0.06314225, 1.844426, 1], [22, -0.251341, -0.04383472, 1.832871, 1], [23, -0.232663, -0.0678327, 1.847117, 1], [24, -0.232591, -0.008529425, 1.81721, 1]]
[[0, -0.2381753, -0.07065792, 2.146688, 1], [1, -0.230196, 0.2279638, 2.136353, 1], [2, -0.2202205, 0.5168444, 2.11529, 1], [3, -0.2175244, 0.6462904, 2.130968, 1], [4, -0.355557, 0.4031527, 2.060991, 1], [5, -0.3229941, 0.2084267, 1.981566, 1], [6, -0.2531718, 0.0342394, 1.907768, 1], [7, -0.2247875, -0.01759952, 1.854798, 1], [8, -0.08187811, 0.4006651, 2.100237, 1], [9, -0.1109734, 0.1730685, 2.012603, 1], [10, -0.1880547, 0.01381053, 1.903078, 1], [11, -0.2198044, -0.02458124, 1.852871, 1], [12, -0.3036247, -0.06683321, 2.104868, 1], [13, -0.3196223, -0.3811775, 2.145476, 1], [14, -0.3395812, -0.6844823, 2.212288, 1], [15, -0.3540422, -0.7339075, 2.152849, 1], [16, -0.165142, -0.07213204, 2.119227, 1], [17, -0.1546987, -0.4111246, 2.170387, 1], [18, -0.1462479, -0.6930951, 2.22464, 1], [19, -0.1187903, -0.7381707, 2.164932, 1], [20, -0.2231326, 0.4460732, 2.122594, 1], [21, -0.2149524, -0.06215777, 1.846814, 1], [22, -0.2553684, -0.04109117, 1.832162, 1], [23, -0.2392233, -0.06187264, 1.844057, 1], [24, -0.2327099, -0.005137024, 1.814105, 1]]
[[0, -0.2376023, -0.07043996, 2.146751, 1], [1, -0.2297696, 0.2281238, 2.136717, 1], [2, -0.2200314, 0.5168889, 2.115804, 1], [3, -0.218353, 0.6463883, 2.131471, 1], [4, -0.355525, 0.4030778, 2.061105, 1], [5, -0.3143901, 0.1817645, 1.978823, 1], [6, -0.2495967, 0.02482024, 1.902758, 1], [7, -0.2245103, -0.01965294, 1.850464, 1], [8, -0.08189829, 0.4007315, 2.100394, 1], [9, -0.1216424, 0.2419188, 1.980058, 1], [10, -0.2055019, 0.08365408, 1.866661, 1], [11, -0.2250036, -0.01303312, 1.851243, 1], [12, -0.3030311, -0.06675339, 2.104856, 1], [13, -0.3197294, -0.3813486, 2.145496, 1], [14, -0.3395918, -0.6844917, 2.212339, 1], [15, -0.3539287, -0.733795, 2.15282, 1], [16, -0.1645562, -0.07176409, 2.119349, 1], [17, -0.1548485, -0.4111892, 2.170183, 1], [18, -0.1462415, -0.6929656, 2.224187, 1], [19, -0.1194988, -0.7378683, 2.163828, 1], [20, -0.2228605, 0.4461447, 2.123082, 1], [21, -0.2148622, -0.06075403, 1.838905, 1], [22, -0.2533826, -0.04779191, 1.833692, 1], [23, -0.2378075, -0.049199, 1.833004, 1], [24, -0.2487782, 0.02023995, 1.840231, 1]]
[[0, -0.2374118, -0.07014722, 2.146614, 1], [1, -0.2297496, 0.2283741, 2.136909, 1], [2, -0.2203505, 0.5171907, 2.116485, 1], [3, -0.2183428, 0.6464326, 2.132478, 1], [4, -0.3554334, 0.4031527, 2.061442, 1], [5, -0.3102732, 0.1743908, 1.97641, 1], [6, -0.2467296, 0.01752385, 1.899076, 1], [7, -0.2240313, -0.02429639, 1.847296, 1], [8, -0.08198676, 0.4007921, 2.100324, 1], [9, -0.1226478, 0.2482613, 1.978639, 1], [10, -0.2144857, 0.1149666, 1.886574, 1], [11, -0.2347631, 0.007449062, 1.851825, 1], [12, -0.3028044, -0.06646927, 2.104537, 1], [13, -0.3197778, -0.3812628, 2.145509, 1], [14, -0.3395784, -0.6842414, 2.212151, 1], [15, -0.353944, -0.7337058, 2.15289, 1], [16, -0.1643724, -0.07144313, 2.119334, 1], [17, -0.1549333, -0.4111228, 2.170152, 1], [18, -0.1463338, -0.6928932, 2.224052, 1], [19, -0.119224, -0.7378586, 2.164615, 1], [20, -0.2230422, 0.4464304, 2.123605, 1], [21, -0.2162589, -0.06166106, 1.841387, 1], [22, -0.2318334, -0.07340035, 1.854, 1], [23, -0.2435741, -0.02140678, 1.825458, 1], [24, -0.2541031, 0.04235145, 1.875917, 1]]
[[0, -0.2378369, -0.06972974, 2.146707, 1], [1, -0.2300085, 0.2288046, 2.137618, 1], [2, -0.2204705, 0.517554, 2.118007, 1], [3, -0.2190102, 0.6462626, 2.134575, 1], [4, -0.3555534, 0.4031973, 2.061733, 1], [5, -0.3189369, 0.2069269, 1.971948, 1], [6, -0.253291, 0.03495599, 1.904202, 1], [7, -0.2244767, -0.01456475, 1.847866, 1], [8, -0.0821163, 0.4014877, 2.100641, 1], [9, -0.1400972, 0.1962355, 1.973285, 1], [10, -0.1961829, 0.01860834, 1.886716, 1], [11, -0.2200622, -0.02032961, 1.846916, 1], [12, -0.303184, -0.06606162, 2.104659, 1], [13, -0.3198166, -0.3812324, 2.14562, 1], [14, -0.3395992, -0.6842425, 2.212213, 1], [15, -0.3541138, -0.7337803, 2.153482, 1], [16, -0.1648193, -0.07104801, 2.119382, 1], [17, -0.1552031, -0.4113963, 2.170094, 1], [18, -0.1464269, -0.6925827, 2.223871, 1], [19, -0.1201404, -0.7376571, 2.162997, 1], [20, -0.2231833, 0.4468185, 2.124913, 1], [21, -0.2167853, -0.05856138, 1.840132, 1], [22, -0.2562279, -0.04012941, 1.830445, 1], [23, -0.2332208, -0.06401944, 1.843006, 1], [24, -0.2403986, -0.006526082, 1.812641, 1]]
[[0, -0.2378081, -0.0695645, 2.146621, 1], [1, -0.2300162, 0.2289821, 2.137802, 1], [2, -0.2206162, 0.5177422, 2.118574, 1], [3, -0.2197119, 0.646137, 2.136276, 1], [4, -0.3555735, 0.4031904, 2.061777, 1], [5, -0.3144138, 0.1962932, 1.971042, 1], [6, -0.2526012, 0.03621034, 1.899613, 1], [7, -0.2246782, -0.01254062, 1.841748, 1], [8, -0.0821483, 0.4015275, 2.10069, 1], [9, -0.1392564, 0.1976339, 1.974017, 1], [10, -0.1964811, 0.01839713, 1.88438, 1], [11, -0.2178107, -0.01930404, 1.842291, 1], [12, -0.3031603, -0.06600575, 2.104627, 1], [13, -0.3196336, -0.3810243, 2.145635, 1], [14, -0.3396682, -0.6842189, 2.212093, 1], [15, -0.3543675, -0.7339008, 2.153395, 1], [16, -0.1647915, -0.07072804, 2.119204, 1], [17, -0.1552786, -0.4114569, 2.170069, 1], [18, -0.1466108, -0.6926268, 2.22374, 1], [19, -0.1200672, -0.7376353, 2.162821, 1], [20, -0.2232725, 0.4470079, 2.125376, 1], [21, -0.2158232, -0.05497749, 1.832021, 1], [22, -0.2508574, -0.02116952, 1.810571, 1], [23, -0.2328818, -0.06093948, 1.83653, 1], [24, -0.237311, -0.005516718, 1.808712, 1]]
[[0, -0.2370261, -0.0686601, 2.14618, 1], [1, -0.2296374, 0.2293922, 2.137926, 1], [2, -0.2204721, 0.5178701, 2.118875, 1], [3, -0.2212397, 0.6460963, 2.136851, 1], [4, -0.3555614, 0.4034598, 2.062072, 1], [5, -0.3129965, 0.1889976, 1.97104, 1], [6, -0.2504082, 0.03057021, 1.896314, 1], [7, -0.2235316, -0.01280708, 1.836227, 1], [8, -0.08301039, 0.4033766, 2.101131, 1], [9, -0.1120584, 0.1707262, 2.010471, 1], [10, -0.1964294, 0.01850776, 1.878464, 1], [11, -0.2185421, -0.01396171, 1.836031, 1], [12, -0.3022813, -0.06523293, 2.103906, 1], [13, -0.320176, -0.3806644, 2.145428, 1], [14, -0.3397045, -0.6841741, 2.211989, 1], [15, -0.354375, -0.7339, 2.153214, 1], [16, -0.1640855, -0.0697095, 2.118991, 1], [17, -0.1553957, -0.4114457, 2.169912, 1], [18, -0.146577, -0.6927063, 2.223649, 1], [19, -0.1172165, -0.7383863, 2.171649, 1], [20, -0.2230744, 0.4471885, 2.125644, 1], [21, -0.2153594, -0.0541939, 1.829723, 1], [22, -0.2560562, -0.03935831, 1.829143, 1], [23, -0.2364527, -0.04934141, 1.824004, 1], [24, -0.2330313, 0.006769608, 1.800871, 1]]
[[0, -0.237133, -0.06853391, 2.146125, 1], [1, -0.2299647, 0.2296948, 2.138404, 1], [2, -0.2213464, 0.5183222, 2.120437, 1], [3, -0.2212423, 0.6459823, 2.139068, 1], [4, -0.3575896, 0.4058424, 2.054677, 1], [5, -0.3139742, 0.1870916, 1.972338, 1], [6, -0.2503891, 0.03185922, 1.891259, 1], [7, -0.223409, -0.01110564, 1.83118, 1], [8, -0.08304923, 0.4033835, 2.101202, 1], [9, -0.1392161, 0.2064025, 1.98206, 1], [10, -0.1963692, 0.01948808, 1.874837, 1], [11, -0.2153793, -0.01175853, 1.833398, 1], [12, -0.3023232, -0.06510969, 2.103889, 1], [13, -0.3235449, -0.3855107, 2.146199, 1], [14, -0.3397237, -0.6841663, 2.211987, 1], [15, -0.3542712, -0.7337887, 2.153165, 1], [16, -0.164286, -0.06958822, 2.118878, 1], [17, -0.1554468, -0.4116677, 2.169884, 1], [18, -0.146523, -0.692917, 2.223528, 1], [19, -0.117543, -0.7380779, 2.169628, 1], [20, -0.22377, 0.4476072, 2.126898, 1], [21, -0.2148197, -0.04987401, 1.822726, 1], [22, -0.2523905, -0.0353835, 1.821249, 1], [23, -0.2299717, -0.05208147, 1.823453, 1], [24, -0.2306065, 0.003189552, 1.7945, 1]]
[[0, -0.2372393, -0.06803884, 2.14593, 1], [1, -0.2301489, 0.2299767, 2.138709, 1], [2, -0.2218117, 0.5183812, 2.1214, 1], [3, -0.2215414, 0.6455473, 2.1421, 1], [4, -0.358462, 0.4068457, 2.051942, 1], [5, -0.311707, 0.1815125, 1.970864, 1], [6, -0.2491565, 0.03225798, 1.87743, 1], [7, -0.2229154, -0.008439928, 1.821795, 1], [8, -0.08382478, 0.4040758, 2.101445, 1], [9, -0.1363979, 0.2221999, 1.978707, 1], [10, -0.1809265, 0.05176487, 1.898398, 1], [11, -0.207918, -0.004260196, 1.834436, 1], [12, -0.3022964, -0.06469634, 2.103852, 1], [13, -0.3234708, -0.3857626, 2.146313, 1], [14, -0.3396992, -0.6842126, 2.212284, 1], [15, -0.3541625, -0.7336532, 2.152962, 1], [16, -0.164573, -0.06899406, 2.118454, 1], [17, -0.1555712, -0.4119528, 2.169684, 1], [18, -0.1465617, -0.6929104, 2.223467, 1], [19, -0.1190408, -0.7371885, 2.165852, 1], [20, -0.2241407, 0.4477431, 2.127675, 1], [21, -0.2168787, -0.0473783, 1.8176, 1], [22, -0.2511873, -0.02699624, 1.8014, 1], [23, -0.2317134, -0.04079514, 1.810675, 1], [24, -0.2237511, 0.03085658, 1.8086, 1]]
[[0, -0.2370397, -0.06773549, 2.145911, 1], [1, -0.2302718, 0.2303636, 2.139242, 1], [2, -0.2226488, 0.5188067, 2.12278, 1], [3, -0.222649, 0.6456971, 2.144034, 1], [4, -0.3589497, 0.407601, 2.050338, 1], [5, -0.3142927, 0.1967956, 1.964166, 1], [6, -0.2559518, 0.04290011, 1.876109, 1], [7, -0.2232926, -0.002079726, 1.814391, 1], [8, -0.08455112, 0.4048022, 2.101954, 1], [9, -0.1374981, 0.214904, 1.976594, 1], [10, -0.193906, 0.02402198, 1.831046, 1], [11, -0.2211557, -0.0004357025, 1.811215, 1], [12, -0.3019966, -0.06440856, 2.103779, 1], [13, -0.3254381, -0.3851858, 2.146202, 1], [14, -0.3395571, -0.6843095, 2.212383, 1], [15, -0.3541728, -0.7336299, 2.153004, 1], [16, -0.1644555, -0.06869154, 2.118485, 1], [17, -0.1556714, -0.4119217, 2.169676, 1], [18, -0.1465039, -0.693028, 2.223488, 1], [19, -0.1190135, -0.7372817, 2.165793, 1], [20, -0.2247499, 0.4481663, 2.128834, 1], [21, -0.2158875, -0.03989305, 1.806628, 1], [22, -0.2551342, -0.01759652, 1.800273, 1], [23, -0.235134, -0.03945955, 1.801871, 1], [24, -0.2332484, 0.0258564, 1.776097, 1]]
[[0, -0.2370047, -0.06721018, 2.14573, 1], [1, -0.2305665, 0.2306849, 2.139589, 1], [2, -0.2235845, 0.5188741, 2.123808, 1], [3, -0.2251596, 0.6463767, 2.14527, 1], [4, -0.3594448, 0.4083081, 2.049191, 1], [5, -0.3138532, 0.197476, 1.961308, 1], [6, -0.253708, 0.04605936, 1.869869, 1], [7, -0.2232395, 0.001280953, 1.803215, 1], [8, -0.08569978, 0.4060321, 2.102487, 1], [9, -0.1362402, 0.224318, 1.978533, 1], [10, -0.1908455, 0.0481124, 1.857442, 1], [11, -0.2163389, 0.01132368, 1.803627, 1], [12, -0.301901, -0.06412396, 2.103526, 1], [13, -0.3250435, -0.3860304, 2.146409, 1], [14, -0.3395016, -0.6843082, 2.212442, 1], [15, -0.3541508, -0.7336177, 2.152865, 1], [16, -0.1645024, -0.06784569, 2.11841, 1], [17, -0.1556786, -0.4111724, 2.16937, 1], [18, -0.1465106, -0.693075, 2.223426, 1], [19, -0.1188525, -0.7372892, 2.165818, 1], [20, -0.2254933, 0.4483201, 2.129682, 1], [21, -0.2126447, -0.0319004, 1.798091, 1], [22, -0.2525104, -0.00765795, 1.781947, 1], [23, -0.230774, -0.02598662, 1.789931, 1], [24, -0.2352158, 0.03255495, 1.768343, 1]]
