[[0, -0.06221198, -0.2309961, 2.022014, 1], [1, -0.0868082, 0.09239215, 2.04954, 1], [2, -0.1117675, 0.4039771, 2.063129, 1], [3, -0.0927517, 0.5411689, 2.070961, 1], [4, -0.2777092, 0.2867182, 1.992458, 1], [5, -0.3511941, 0.04321528, 1.992846, 1], [6, -0.3434248, -0.1611901, 1.94748, 1], [7, -0.3478141, -0.2192335, 1.946437, 1], [8, 0.08584405, 0.2907505, 2.074819, 1], [9, 0.1461676, 0.02436017, 2.094311, 1], [10, 0.1697013, -0.1738643, 2.043808, 1], [11, 0.1688705, -0.2172441, 2.035803, 1], [12, -0.1354422, -0.226712, 1.962267, 1], [13, -0.184353, -0.5683753, 1.995209, 1], [14, -0.1640517, -0.8678187, 2.064363, 1], [15, -0.1664512, -0.9024535, 1.975822, 1], [16, 0.01256733, -0.2265043, 2.005896, 1], [17, 0.06652018, -0.5958493, 2.060698, 1], [18, 0.0918269, -0.8863114, 2.077118, 1], [19, 0.1121325, -0.9166968, 1.980823, 1], [20, -0.1056766, 0.327695, 2.061942, 1], [21, -0.3412493, -0.2743385, 1.932805, 1], [22, -0.3024954, -0.2034036, 1.947688, 1], [23, 0.1715584, -0.2850887, 2.037865, 1], [24, 0.1333003, -0.24069, 2.017572, 1]]
[[0, 0, 0, 0, 0], [1, 0, 0, 0, 0], [2, 0, 0, 0, 0], [3, 0, 0, 0, 0], [4, 0, 0, 0, 0], [5, 0, 0, 0, 0], [6, 0, 0, 0, 0], [7, 0, 0, 0, 0], [8, 0, 0, 0, 0], [9, 0, 0, 0, 0], [10, 0, 0, 0, 0], [11, 0, 0, 0, 0], [12, 0, 0, 0, 0], [13, 0, 0, 0, 0], [14, 0, 0, 0, 0], [15, 0, 0, 0, 0], [16, 0, 0, 0, 0], [17, 0, 0, 0, 0], [18, 0, 0, 0, 0], [19, 0, 0, 0, 0], [20, 0, 0, 0, 0], [21, 0, 0, 0, 0], [22, 0, 0, 0, 0], [23, 0, 0, 0, 0], [24, 0, 0, 0, 0]]
[[0, -0.06528015, -0.2304482, 2.02153, 1], [1, -0.08800786, 0.09301175, 2.050973, 1], [2, -0.1098944, 0.4049461, 2.068184, 1], [3, -0.09372636, 0.5424106, 2.076728, 1], [4, -0.278538, 0.2876241, 2.001697, 1], [5, -0.3499185, 0.04362315, 2.007617, 1], [6, -0.3420661, -0.1606122, 1.963361, 1], [7, -0.3390673, -0.2169632, 1.961953, 1], [8, 0.08572747, 0.2894885, 2.068875, 1], [9, 0.1564477, 0.03159071, 2.08796, 1], [10, 0.2081207, -0.1577472, 2.03301, 1], [11, 0.2204708, -0.2074141, 2.022234, 1], [12, -0.139055, -0.226073, 1.964068, 1], [13, -0.1877847, -0.5635175, 1.998203, 1], [14, -0.1649414, -0.865571, 2.064391, 1], [15, -0.1673424, -0.9011427, 1.977804, 1], [16, 0.009686321, -0.2258941, 2.002894, 1], [17, 0.06581703, -0.5918104, 2.052706, 1], [18, 0.09338018, -0.8871459, 2.077685, 1], [19, 0.1117389, -0.9169113, 1.982473, 1], [20, -0.1047943, 0.3285841, 2.065997, 1], [21, -0.3344115, -0.2752836, 1.95216, 1], [22, -0.2999116, -0.2020403, 1.956112, 1], [23, 0.2289075, -0.2821907, 2.019972, 1], [24, 0.1820916, -0.2158872, 2.000158, 1]]
[[0, -0.06536879, -0.2299526, 2.021425, 1], [1, -0.08390584, 0.0938131, 2.052893, 1], [2, -0.09888919, 0.4054416, 2.072528, 1], [3, -0.08732731, 0.5429233, 2.079957, 1], [4, -0.2719648, 0.2889095, 2.006554, 1], [5, -0.3409655, 0.04009219, 2.017143, 1], [6, -0.3308063, -0.1636234, 1.973427, 1], [7, -0.3204199, -0.2129486, 1.96797, 1], [8, 0.09124927, 0.2891842, 2.066992, 1], [9, 0.186489, 0.05368749, 2.09157, 1], [10, 0.3002931, -0.09359091, 2.004987, 1], [11, 0.3265979, -0.1474695, 1.968274, 1], [12, -0.1389991, -0.225455, 1.965362, 1], [13, -0.1885886, -0.5666905, 2.001361, 1], [14, -0.1639926, -0.8672165, 2.065635, 1], [15, -0.1662965, -0.9104945, 1.965968, 1], [16, 0.01006143, -0.2252418, 2.001214, 1], [17, 0.06589136, -0.586929, 2.050147, 1], [18, 0.09464751, -0.8879489, 2.078032, 1], [19, 0.1109578, -0.9190028, 1.978748, 1], [20, -0.09545909, 0.3291998, 2.06992, 1], [21, -0.3221924, -0.2695349, 1.95901, 1], [22, -0.2829509, -0.1979768, 1.952067, 1], [23, 0.362974, -0.2166692, 1.939233, 1], [24, 0.321201, -0.1825636, 1.910688, 1]]
[[0, -0.05817915, -0.2287663, 2.021758, 1], [1, -0.07212645, 0.09496731, 2.054505, 1], [2, -0.08466683, 0.4063385, 2.07381, 1], [3, -0.0725292, 0.5442661, 2.082126, 1], [4, -0.2589144, 0.2898593, 2.011732, 1], [5, -0.3258957, 0.04328402, 2.021247, 1], [6, -0.3190446, -0.1602025, 1.976026, 1], [7, -0.3089705, -0.2090376, 1.967792, 1], [8, 0.1050637, 0.2908193, 2.068275, 1], [9, 0.2073049, 0.07865759, 2.096033, 1], [10, 0.3469083, 0.002264833, 1.962952, 1], [11, 0.3869894, -0.01671607, 1.898496, 1], [12, -0.1314522, -0.224602, 1.968277, 1], [13, -0.1849189, -0.5633639, 2.001876, 1], [14, -0.1633053, -0.8662601, 2.065768, 1], [15, -0.1665357, -0.9084027, 1.967684, 1], [16, 0.01751347, -0.2239805, 1.999195, 1], [17, 0.07134178, -0.5769644, 2.048667, 1], [18, 0.09427252, -0.8850207, 2.077293, 1], [19, 0.1122675, -0.9176654, 1.981729, 1], [20, -0.08169481, 0.3301307, 2.071368, 1], [21, -0.3127875, -0.2656102, 1.958995, 1], [22, -0.2720341, -0.2064566, 1.944821, 1], [23, 0.4423274, -0.05062018, 1.841496, 1], [24, 0.3508812, -0.0289992, 1.874828, 1]]
[[0, -0.04670612, -0.2287168, 2.021298, 1], [1, -0.05781455, 0.09486361, 2.05536, 1], [2, -0.06783882, 0.4061581, 2.075643, 1], [3, -0.05851294, 0.5440172, 2.08312, 1], [4, -0.2440839, 0.2899091, 2.012205, 1], [5, -0.3136753, 0.04324427, 2.021749, 1], [6, -0.3087171, -0.1592142, 1.974418, 1], [7, -0.2982611, -0.2078002, 1.961855, 1], [8, 0.1195612, 0.2898914, 2.067771, 1], [9, 0.2108193, 0.08545406, 2.094965, 1], [10, 0.3505174, 0.0820223, 1.940444, 1], [11, 0.4033805, 0.08937629, 1.870131, 1], [12, -0.1204779, -0.2244689, 1.969286, 1], [13, -0.1773031, -0.5606689, 1.998759, 1], [14, -0.1630765, -0.8664283, 2.065982, 1], [15, -0.166439, -0.9072457, 1.970911, 1], [16, 0.02888466, -0.2242345, 1.997254, 1], [17, 0.07793683, -0.56987, 2.046512, 1], [18, 0.09393533, -0.8790576, 2.076784, 1], [19, 0.1097831, -0.9128938, 1.987235, 1], [20, -0.06547049, 0.3299534, 2.072954, 1], [21, -0.2939932, -0.2689013, 1.951355, 1], [22, -0.2592598, -0.1992891, 1.950433, 1], [23, 0.4578816, 0.0916872, 1.811228, 1], [24, 0.3682846, 0.1019244, 1.829318, 1]]
[[0, -0.03382368, -0.2274844, 2.019828, 1], [1, -0.04524028, 0.09541143, 2.054409, 1], [2, -0.05579227, 0.4060331, 2.07489, 1], [3, -0.04293455, 0.5442981, 2.083734, 1], [4, -0.2316597, 0.2908514, 2.014656, 1], [5, -0.3002279, 0.04332886, 2.02152, 1], [6, -0.2953801, -0.1589873, 1.969544, 1], [7, -0.2850228, -0.2073337, 1.958189, 1], [8, 0.1358647, 0.29123, 2.067179, 1], [9, 0.2262661, 0.09323459, 2.081371, 1], [10, 0.3536114, 0.1608403, 1.909034, 1], [11, 0.3951737, 0.2030157, 1.842987, 1], [12, -0.1079489, -0.2231621, 1.969246, 1], [13, -0.1701238, -0.563209, 1.995133, 1], [14, -0.1622314, -0.8694268, 2.065675, 1], [15, -0.1671227, -0.909278, 1.969937, 1], [16, 0.04166717, -0.2232088, 1.994335, 1], [17, 0.08598037, -0.5644619, 2.043074, 1], [18, 0.09174775, -0.876909, 2.074385, 1], [19, 0.109155, -0.9131497, 1.985974, 1], [20, -0.05327056, 0.3299943, 2.072166, 1], [21, -0.2846592, -0.268764, 1.952698, 1], [22, -0.2471244, -0.1935507, 1.945538, 1], [23, 0.4448847, 0.2326449, 1.781313, 1], [24, 0.3366975, 0.2153115, 1.792167, 1]]
[[0, -0.02875921, -0.2281944, 2.01891, 1], [1, -0.03675922, 0.09486656, 2.053993, 1], [2, -0.04359443, 0.4058114, 2.075117, 1], [3, -0.0332211, 0.5446682, 2.084078, 1], [4, -0.2222649, 0.2908425, 2.015915, 1], [5, -0.2902951, 0.04107796, 2.022602, 1], [6, -0.2866098, -0.1616562, 1.967762, 1], [7, -0.2752375, -0.2096627, 1.956202, 1], [8, 0.1462093, 0.2874737, 2.063761, 1], [9, 0.2507009, 0.09335453, 2.06793, 1], [10, 0.3547759, 0.2180431, 1.890118, 1], [11, 0.3746153, 0.269179, 1.842351, 1], [12, -0.1031706, -0.2234884, 1.96859, 1], [13, -0.1656154, -0.5628457, 1.993726, 1], [14, -0.1619845, -0.8701713, 2.06604, 1], [15, -0.1670375, -0.9093671, 1.969243, 1], [16, 0.04677576, -0.2243036, 1.993171, 1], [17, 0.0897003, -0.5642303, 2.041904, 1], [18, 0.08978885, -0.8721179, 2.072734, 1], [19, 0.109788, -0.9130476, 1.986563, 1], [20, -0.04200568, 0.3296768, 2.07222, 1], [21, -0.2767139, -0.2640113, 1.94713, 1], [22, -0.2392471, -0.1994675, 1.93648, 1], [23, 0.4121047, 0.3184558, 1.789241, 1], [24, 0.310663, 0.2766387, 1.793333, 1]]
[[0, -0.02426763, -0.2289303, 2.017312, 1], [1, -0.0300858, 0.09427635, 2.053, 1], [2, -0.03486614, 0.4053735, 2.074788, 1], [3, -0.02311169, 0.5441344, 2.084264, 1], [4, -0.2126767, 0.2906316, 2.016493, 1], [5, -0.2794246, 0.03670557, 2.023396, 1], [6, -0.2782134, -0.1638876, 1.967478, 1], [7, -0.2659649, -0.2070426, 1.959269, 1], [8, 0.1557274, 0.284483, 2.060451, 1], [9, 0.2688254, 0.1002975, 2.054668, 1], [10, 0.3480816, 0.2578965, 1.88533, 1], [11, 0.3605379, 0.3157666, 1.851094, 1], [12, -0.09909846, -0.2238753, 1.968072, 1], [13, -0.15997, -0.5609969, 1.992014, 1], [14, -0.1610048, -0.870649, 2.064073, 1], [15, -0.1671129, -0.9078998, 1.970485, 1], [16, 0.05163655, -0.2254315, 1.990268, 1], [17, 0.09385392, -0.562743, 2.041173, 1], [18, 0.08974604, -0.8712821, 2.072526, 1], [19, 0.1089465, -0.9138501, 1.984094, 1], [20, -0.03376956, 0.3292007, 2.071719, 1], [21, -0.2692579, -0.2649664, 1.953171, 1], [22, -0.2296547, -0.1969568, 1.938617, 1], [23, 0.3839788, 0.3731615, 1.808692, 1], [24, 0.295365, 0.3160142, 1.805235, 1]]
[[0, -0.01934811, -0.2291176, 2.01424, 1], [1, -0.02295206, 0.09412576, 2.049827, 1], [2, -0.02573706, 0.4052224, 2.07138, 1], [3, -0.01567729, 0.5439567, 2.082807, 1], [4, -0.2051313, 0.291523, 2.01704, 1], [5, -0.2728026, 0.03622071, 2.024339, 1], [6, -0.2701169, -0.1661832, 1.967599, 1], [7, -0.259379, -0.2101413, 1.959354, 1], [8, 0.1643648, 0.2834424, 2.054954, 1], [9, 0.2802566, 0.1014659, 2.051378, 1], [10, 0.3412449, 0.2808771, 1.884497, 1], [11, 0.3466819, 0.3398994, 1.856902, 1], [12, -0.09488544, -0.2238373, 1.966702, 1], [13, -0.1559331, -0.5630662, 1.991014, 1], [14, -0.1602024, -0.8725082, 2.062025, 1], [15, -0.1664769, -0.9111196, 1.967086, 1], [16, 0.05706762, -0.2258368, 1.985263, 1], [17, 0.09786326, -0.5553508, 2.036835, 1], [18, 0.09061348, -0.8681546, 2.071232, 1], [19, 0.1094531, -0.913034, 1.984408, 1], [20, -0.02511448, 0.3290546, 2.068382, 1], [21, -0.258934, -0.2692332, 1.956306, 1], [22, -0.2237106, -0.1984597, 1.940417, 1], [23, 0.360018, 0.4011638, 1.823647, 1], [24, 0.283196, 0.3411559, 1.812444, 1]]
[[0, 0, 0, 0, 0], [1, 0, 0, 0, 0], [2, 0, 0, 0, 0], [3, 0, 0, 0, 0], [4, 0, 0, 0, 0], [5, 0, 0, 0, 0], [6, 0, 0, 0, 0], [7, 0, 0, 0, 0], [8, 0, 0, 0, 0], [9, 0, 0, 0, 0], [10, 0, 0, 0, 0], [11, 0, 0, 0, 0], [12, 0, 0, 0, 0], [13, 0, 0, 0, 0], [14, 0, 0, 0, 0], [15, 0, 0, 0, 0], [16, 0, 0, 0, 0], [17, 0, 0, 0, 0], [18, 0, 0, 0, 0], [19, 0, 0, 0, 0], [20, 0, 0, 0, 0], [21, 0, 0, 0, 0], [22, 0, 0, 0, 0], [23, 0, 0, 0, 0], [24, 0, 0, 0, 0]]
