[[0, -0.151124, -0.746975, 3.43042, 1.0], [1, -0.151244, -0.46381, 3.48214, 1.0], [2, -0.150854, -0.184225, 3.52124, 1.0], [3, -0.145485, -0.0520872, 3.56615, 1.0], [4, -0.295108, -0.275533, 3.44714, 1.0], [5, -0.318173, -0.50187, 3.37876, 1.0], [6, -0.271097, -0.418892, 3.15453, 1.0], [7, -0.24675, -0.352241, 2.99664, 1.0], [8, 0.0271621, -0.287912, 3.46684, 1.0], [9, 0.131012, -0.385953, 3.35364, 1.0], [10, -0.0586858, -0.372979, 3.20606, 1.0], [11, -0.121794, -0.369091, 3.16064, 1.0], [12, -0.222866, -0.736836, 3.37677, 1.0], [13, -0.339822, -1.0122, 3.2459, 1.0], [14, -0.227978, -1.28199, 3.27603, 1.0], [15, -0.22902, -1.13999, 3.24907, 1.0], [16, -0.0763993, -0.742291, 3.416, 1.0], [17, 0.0662088, -0.966768, 3.2083, 1.0], [18, -0.0366225, -1.2411, 3.22883, 1.0], [19, -0.0592461, -1.28231, 3.10039, 1.0], [20, -0.151046, -0.253718, 3.51378, 1.0], [21, -0.231784, -0.349751, 2.97763, 1.0], [22, -0.275072, -0.350606, 2.97571, 1.0], [23, -0.121421, -0.367958, 3.15094, 1.0], [24, -0.120933, -0.36648, 3.13829, 1.0]]
[[0, -0.143163, -0.726562, 3.41968, 1.0], [1, -0.149052, -0.458756, 3.47734, 1.0], [2, -0.150756, -0.184409, 3.51965, 1.0], [3, -0.147369, -0.0506828, 3.55042, 1.0], [4, -0.294538, -0.276371, 3.44608, 1.0], [5, -0.319261, -0.502012, 3.37899, 1.0], [6, -0.405892, -0.439727, 3.16168, 1.0], [7, -0.48877, -0.349459, 2.97035, 1.0], [8, 0.0270338, -0.289246, 3.46496, 1.0], [9, 0.132648, -0.387426, 3.35504, 1.0], [10, -0.0132777, -0.377084, 3.16292, 1.0], [11, -0.124771, -0.361138, 2.99646, 1.0], [12, -0.215565, -0.717928, 3.37635, 1.0], [13, -0.300637, -1.02368, 3.27059, 1.0], [14, -0.0653114, -1.19681, 3.36724, 1.0], [15, -0.171988, -1.13677, 3.30245, 1.0], [16, -0.0667124, -0.717869, 3.39143, 1.0], [17, -0.0961229, -1.03838, 3.31035, 1.0], [18, 0.18227, -0.895492, 3.26643, 1.0], [19, 0.0635074, -0.917137, 3.254, 1.0], [20, -0.150727, -0.253345, 3.51174, 1.0], [21, -0.532744, -0.356274, 2.95141, 1.0], [22, -0.533702, -0.337687, 2.962, 1.0], [23, -0.19514, -0.360769, 2.97404, 1.0], [24, -0.142774, -0.351423, 2.98167, 1.0]]
[[0, -0.14154, -0.729946, 3.40474, 1.0], [1, -0.148079, -0.457894, 3.47168, 1.0], [2, -0.15081, -0.184332, 3.51939, 1.0], [3, -0.148022, -0.0499426, 3.54671, 1.0], [4, -0.295799, -0.282495, 3.44157, 1.0], [5, -0.350336, -0.43525, 3.30479, 1.0], [6, -0.438208, -0.384517, 3.08633, 1.0], [7, -0.490355, -0.356437, 2.97304, 1.0], [8, 0.0252393, -0.28986, 3.46645, 1.0], [9, 0.0225146, -0.352048, 3.29132, 1.0], [10, -0.145617, -0.358363, 3.12113, 1.0], [11, -0.179236, -0.369218, 2.99274, 1.0], [12, -0.213583, -0.721755, 3.36411, 1.0], [13, -0.305341, -1.03431, 3.27752, 1.0], [14, -0.406854, -1.33252, 3.27857, 1.0], [15, -0.360665, -1.20211, 3.25332, 1.0], [16, -0.0663511, -0.721846, 3.37809, 1.0], [17, -0.00643858, -1.04316, 3.29481, 1.0], [18, 0.218924, -1.24873, 3.19781, 1.0], [19, 0.14212, -1.13929, 3.19283, 1.0], [20, -0.150667, -0.253024, 3.5107, 1.0], [21, -0.540971, -0.364581, 2.95058, 1.0], [22, -0.52408, -0.335272, 2.976, 1.0], [23, -0.238301, -0.365618, 2.97441, 1.0], [24, -0.207824, -0.358797, 2.98489, 1.0]]
[[0, -0.141518, -0.729867, 3.40355, 1.0], [1, -0.147231, -0.458391, 3.4692, 1.0], [2, -0.149787, -0.186768, 3.5176, 1.0], [3, -0.147386, -0.0503437, 3.54492, 1.0], [4, -0.297643, -0.28722, 3.43762, 1.0], [5, -0.429297, -0.368566, 3.26214, 1.0], [6, -0.462661, -0.377386, 3.03207, 1.0], [7, -0.488878, -0.364834, 2.97402, 1.0], [8, 0.0257507, -0.293392, 3.46461, 1.0], [9, 0.128943, -0.387774, 3.36169, 1.0], [10, -0.0390128, -0.386734, 3.20391, 1.0], [11, -0.0948778, -0.386819, 3.15503, 1.0], [12, -0.213495, -0.721621, 3.36302, 1.0], [13, -0.312271, -1.03565, 3.27625, 1.0], [14, -0.394251, -1.34402, 3.27498, 1.0], [15, -0.352884, -1.21015, 3.25214, 1.0], [16, -0.0664559, -0.722126, 3.37692, 1.0], [17, -0.00563895, -1.04696, 3.29487, 1.0], [18, 0.147578, -1.32352, 3.2337, 1.0], [19, 0.096137, -1.19469, 3.2163, 1.0], [20, -0.149593, -0.254757, 3.5085, 1.0], [21, -0.521586, -0.378745, 2.9471, 1.0], [22, -0.527348, -0.347685, 2.97433, 1.0], [23, -0.154214, -0.383228, 3.13671, 1.0], [24, -0.12412, -0.376416, 3.14718, 1.0]]
[[0, -0.141483, -0.730046, 3.4032, 1.0], [1, -0.147245, -0.458933, 3.46732, 1.0], [2, -0.150606, -0.188457, 3.51462, 1.0], [3, -0.148326, -0.0529028, 3.53659, 1.0], [4, -0.297925, -0.290328, 3.43623, 1.0], [5, -0.428738, -0.367014, 3.26583, 1.0], [6, -0.409968, -0.377038, 3.03967, 1.0], [7, -0.489907, -0.372986, 2.9721, 1.0], [8, 0.0250351, -0.293931, 3.46499, 1.0], [9, 0.124047, -0.3927, 3.37061, 1.0], [10, -0.0483862, -0.389491, 3.22732, 1.0], [11, -0.105747, -0.388855, 3.18327, 1.0], [12, -0.213409, -0.722035, 3.36268, 1.0], [13, -0.315123, -1.03684, 3.27464, 1.0], [14, -0.386878, -1.34998, 3.27229, 1.0], [15, -0.335789, -1.22145, 3.26911, 1.0], [16, -0.0664806, -0.722323, 3.37663, 1.0], [17, -0.00494022, -1.04895, 3.29522, 1.0], [18, 0.148477, -1.32751, 3.23208, 1.0], [19, 0.0963173, -1.19795, 3.21533, 1.0], [20, -0.150098, -0.256031, 3.50558, 1.0], [21, -0.507433, -0.386113, 2.94422, 1.0], [22, -0.52584, -0.357337, 2.97088, 1.0], [23, -0.165052, -0.38527, 3.16497, 1.0], [24, -0.134922, -0.378467, 3.17546, 1.0]]
[[0, -0.142252, -0.730998, 3.4032, 1.0], [1, -0.146903, -0.45951, 3.46671, 1.0], [2, -0.148845, -0.189659, 3.51365, 1.0], [3, -0.148126, -0.0552139, 3.53181, 1.0], [4, -0.301913, -0.295568, 3.43154, 1.0], [5, -0.430328, -0.36806, 3.26413, 1.0], [6, -0.476979, -0.367106, 3.04512, 1.0], [7, -0.490709, -0.383356, 2.96863, 1.0], [8, 0.0247533, -0.298303, 3.46342, 1.0], [9, 0.118662, -0.407245, 3.38163, 1.0], [10, 0.128065, -0.406782, 3.15745, 1.0], [11, 0.152936, -0.403608, 3.00157, 1.0], [12, -0.214219, -0.723077, 3.36174, 1.0], [13, -0.322995, -1.03816, 3.2746, 1.0], [14, -0.370603, -1.35819, 3.27837, 1.0], [15, -0.32088, -1.21935, 3.26369, 1.0], [16, -0.0677553, -0.724115, 3.37811, 1.0], [17, -0.00212796, -1.05209, 3.29452, 1.0], [18, 0.0631096, -1.36338, 3.34443, 1.0], [19, 0.0378119, -1.21956, 3.29177, 1.0], [20, -0.148722, -0.257005, 3.50459, 1.0], [21, -0.51744, -0.393533, 2.94135, 1.0], [22, -0.528649, -0.371623, 2.95891, 1.0], [23, 0.148616, -0.412866, 2.97253, 1.0], [24, 0.0691858, -0.403864, 2.9705, 1.0]]
[[0, -0.141982, -0.731342, 3.4034, 1.0], [1, -0.146043, -0.460681, 3.46565, 1.0], [2, -0.147419, -0.193003, 3.51079, 1.0], [3, -0.149353, -0.0596244, 3.52753, 1.0], [4, -0.30175, -0.300964, 3.4275, 1.0], [5, -0.429876, -0.373602, 3.2586, 1.0], [6, -0.473336, -0.381416, 3.04036, 1.0], [7, -0.489534, -0.392644, 2.96471, 1.0], [8, 0.0242465, -0.302736, 3.46027, 1.0], [9, 0.115319, -0.421062, 3.39525, 1.0], [10, 0.144481, -0.426753, 3.17424, 1.0], [11, 0.150754, -0.419315, 2.99776, 1.0], [12, -0.213981, -0.723415, 3.3615, 1.0], [13, -0.30055, -1.04341, 3.28194, 1.0], [14, -0.362388, -1.3495, 3.28372, 1.0], [15, -0.312899, -1.20934, 3.26637, 1.0], [16, -0.0672969, -0.724725, 3.37946, 1.0], [17, 0.00137839, -1.04903, 3.29455, 1.0], [18, 0.0282602, -1.28971, 3.37188, 1.0], [19, 0.0141319, -1.157, 3.27929, 1.0], [20, -0.147354, -0.259661, 3.50214, 1.0], [21, -0.502818, -0.406539, 2.9337, 1.0], [22, -0.53095, -0.389435, 2.946, 1.0], [23, 0.103901, -0.422805, 2.97554, 1.0], [24, 0.0609355, -0.415309, 2.96525, 1.0]]
[[0, -0.141387, -0.734688, 3.40541, 1.0], [1, -0.146673, -0.463904, 3.46268, 1.0], [2, -0.151799, -0.198565, 3.49925, 1.0], [3, -0.149574, -0.063251, 3.51975, 1.0], [4, -0.303595, -0.307829, 3.42385, 1.0], [5, -0.43201, -0.378804, 3.25515, 1.0], [6, -0.475777, -0.379146, 3.04694, 1.0], [7, -0.490495, -0.400152, 2.96854, 1.0], [8, 0.0242781, -0.302675, 3.46012, 1.0], [9, 0.115789, -0.418956, 3.39226, 1.0], [10, 0.0758014, -0.427905, 3.17357, 1.0], [11, 0.11825, -0.433302, 2.99752, 1.0], [12, -0.213195, -0.728826, 3.36258, 1.0], [13, -0.295047, -1.06049, 3.26258, 1.0], [14, -0.325725, -1.34125, 3.38616, 1.0], [15, -0.309082, -1.20801, 3.29883, 1.0], [16, -0.0667982, -0.726752, 3.38243, 1.0], [17, 0.00744887, -1.03626, 3.29652, 1.0], [18, 0.031585, -1.27972, 3.38478, 1.0], [19, 0.015422, -1.14967, 3.2817, 1.0], [20, -0.150441, -0.264593, 3.49313, 1.0], [21, -0.528719, -0.413095, 2.93485, 1.0], [22, -0.533359, -0.391294, 2.956, 1.0], [23, 0.169023, -0.438828, 2.97453, 1.0], [24, 0.0392834, -0.430534, 2.96792, 1.0]]
[[0, -0.140337, -0.740608, 3.40879, 1.0], [1, -0.145355, -0.467561, 3.46118, 1.0], [2, -0.149794, -0.200818, 3.49602, 1.0], [3, -0.150278, -0.0667211, 3.51116, 1.0], [4, -0.30559, -0.315348, 3.41798, 1.0], [5, -0.431337, -0.382368, 3.25308, 1.0], [6, -0.471552, -0.397707, 3.03629, 1.0], [7, -0.487298, -0.413136, 2.95986, 1.0], [8, 0.0219818, -0.310373, 3.45368, 1.0], [9, 0.118988, -0.421446, 3.38684, 1.0], [10, 0.165252, -0.417507, 3.17049, 1.0], [11, 0.170596, -0.446669, 2.99704, 1.0], [12, -0.212148, -0.735309, 3.36794, 1.0], [13, -0.295099, -1.06015, 3.26251, 1.0], [14, -0.323908, -1.34482, 3.38488, 1.0], [15, -0.291973, -1.21223, 3.2911, 1.0], [16, -0.0658127, -0.731802, 3.38405, 1.0], [17, 0.0107175, -1.04381, 3.29587, 1.0], [18, 0.0319384, -1.27859, 3.38469, 1.0], [19, 0.0556372, -1.37278, 3.30059, 1.0], [20, -0.148665, -0.267187, 3.49012, 1.0], [21, -0.502056, -0.423509, 2.93296, 1.0], [22, -0.528962, -0.402825, 2.9445, 1.0], [23, 0.180111, -0.45562, 2.9687, 1.0], [24, 0.111751, -0.445936, 2.9675, 1.0]]
[[0, -0.13723, -0.750411, 3.41474, 1.0], [1, -0.142748, -0.473402, 3.46106, 1.0], [2, -0.14736, -0.203685, 3.49377, 1.0], [3, -0.149695, -0.0699721, 3.50838, 1.0], [4, -0.304986, -0.320715, 3.41379, 1.0], [5, -0.409837, -0.392214, 3.28187, 1.0], [6, -0.460575, -0.393953, 3.11917, 1.0], [7, -0.494306, -0.419697, 2.95413, 1.0], [8, 0.0219484, -0.314584, 3.45125, 1.0], [9, 0.122229, -0.418319, 3.38134, 1.0], [10, 0.121172, -0.44305, 3.16409, 1.0], [11, 0.137482, -0.460891, 2.99343, 1.0], [12, -0.209725, -0.743212, 3.37191, 1.0], [13, -0.296149, -1.05762, 3.26155, 1.0], [14, -0.314649, -1.34877, 3.37249, 1.0], [15, -0.289216, -1.21171, 3.28762, 1.0], [16, -0.0620791, -0.743157, 3.39187, 1.0], [17, 0.0145607, -1.04266, 3.29477, 1.0], [18, 0.031796, -1.27894, 3.38386, 1.0], [19, 0.0535133, -1.37112, 3.29708, 1.0], [20, -0.14628, -0.270612, 3.48821, 1.0], [21, -0.526954, -0.433352, 2.92331, 1.0], [22, -0.533671, -0.411665, 2.93633, 1.0], [23, 0.0827822, -0.467368, 2.94925, 1.0], [24, 0.0488049, -0.456464, 2.96975, 1.0]]
[[0, -0.135596, -0.757775, 3.41855, 1.0], [1, -0.144322, -0.480831, 3.45844, 1.0], [2, -0.154277, -0.212501, 3.48175, 1.0], [3, -0.15023, -0.0773359, 3.49883, 1.0], [4, -0.305662, -0.328421, 3.40578, 1.0], [5, -0.426979, -0.403164, 3.23465, 1.0], [6, -0.464965, -0.428477, 3.02328, 1.0], [7, -0.484347, -0.433949, 2.94621, 1.0], [8, 0.0198758, -0.323479, 3.44503, 1.0], [9, 0.143739, -0.426064, 3.3229, 1.0], [10, 0.167715, -0.448893, 3.14075, 1.0], [11, 0.17014, -0.476508, 2.9939, 1.0], [12, -0.208474, -0.751581, 3.37681, 1.0], [13, -0.295859, -1.05916, 3.26131, 1.0], [14, -0.315194, -1.34156, 3.3692, 1.0], [15, -0.288428, -1.20615, 3.28501, 1.0], [16, -0.0601879, -0.74939, 3.39458, 1.0], [17, 0.0194746, -1.03881, 3.2975, 1.0], [18, 0.0346468, -1.31895, 3.40263, 1.0], [19, 0.0544914, -1.40699, 3.31113, 1.0], [20, -0.151534, -0.279128, 3.47897, 1.0], [21, -0.493186, -0.445204, 2.92063, 1.0], [22, -0.532014, -0.417567, 2.9348, 1.0], [23, 0.188718, -0.483951, 2.96546, 1.0], [24, 0.109743, -0.473836, 2.96114, 1.0]]
