[['2, k, 0', [-0.293579, -0.244307, 1.0]], ['2, k, 1', [-0.312231, 0.0655723, 1.0]], ['2, k, 2', [-0.328556, 0.367342, 1.0]], ['2, k, 3', [-0.357376, 0.51911, 1.0]], ['2, k, 4', [-0.517487, 0.242775, 1.0]], ['2, k, 5', [-0.551859, -0.0592604, 1.0]], ['2, k, 6', [-0.536971, -0.315159, 1.0]], ['2, k, 7', [-0.527038, -0.332864, 1.0]], ['2, k, 8', [-0.139041, 0.277333, 1.0]], ['2, k, 9', [-0.0480295, -0.00788491, 1.0]], ['2, k, 10', [-0.00394867, -0.260014, 1.0]], ['2, k, 11', [-0.00903097, -0.269913, 1.0]], ['2, k, 12', [-0.37567, -0.248634, 1.0]], ['2, k, 13', [-0.422117, -0.651933, 1.0]], ['2, k, 14', [-0.451576, -0.988177, 1.0]], ['2, k, 15', [-0.439941, -1.05176, 1.0]], ['2, k, 16', [-0.203082, -0.233006, 1.0]], ['2, k, 17', [-0.16639, -0.637227, 1.0]], ['2, k, 18', [-0.137086, -1.01461, 1.0]], ['2, k, 19', [-0.113342, -1.07227, 1.0]], ['2, k, 20', [-0.324867, 0.293087, 1.0]], ['2, k, 21', [-0.520326, -0.393593, 1.0]], ['2, k, 22', [-0.57853, -0.359678, 1.0]], ['2, k, 23', [-0.00630521, -0.331099, 1.0]], ['2, k, 24', [-0.0566732, -0.301414, 1.0]]]
[['2, k, 0', [-0.293721, -0.244397, 1.0]], ['2, k, 1', [-0.312286, 0.0655158, 1.0]], ['2, k, 2', [-0.328557, 0.367299, 1.0]], ['2, k, 3', [-0.357337, 0.519077, 1.0]], ['2, k, 4', [-0.517487, 0.24276, 1.0]], ['2, k, 5', [-0.551713, -0.0589902, 1.0]], ['2, k, 6', [-0.537018, -0.314834, 1.0]], ['2, k, 7', [-0.52778, -0.331996, 1.0]], ['2, k, 8', [-0.13908, 0.277319, 1.0]], ['2, k, 9', [-0.0480923, -0.00794989, 1.0]], ['2, k, 10', [-0.00395783, -0.259993, 1.0]], ['2, k, 11', [-0.0097812, -0.27054, 1.0]], ['2, k, 12', [-0.375813, -0.248731, 1.0]], ['2, k, 13', [-0.422142, -0.652057, 1.0]], ['2, k, 14', [-0.450841, -0.990175, 1.0]], ['2, k, 15', [-0.441804, -1.0596, 1.0]], ['2, k, 16', [-0.203221, -0.233087, 1.0]], ['2, k, 17', [-0.166331, -0.637544, 1.0]], ['2, k, 18', [-0.141771, -1.01813, 1.0]], ['2, k, 19', [-0.115617, -1.0741, 1.0]], ['2, k, 20', [-0.32488, 0.293042, 1.0]], ['2, k, 21', [-0.521617, -0.38914, 1.0]], ['2, k, 22', [-0.578437, -0.35962, 1.0]], ['2, k, 23', [-0.00692024, -0.333528, 1.0]], ['2, k, 24', [-0.058114, -0.301441, 1.0]]]
[['2, k, 0', [-0.293875, -0.244528, 1.0]], ['2, k, 1', [-0.312346, 0.0654534, 1.0]], ['2, k, 2', [-0.328568, 0.36728, 1.0]], ['2, k, 3', [-0.357279, 0.519095, 1.0]], ['2, k, 4', [-0.517553, 0.242925, 1.0]], ['2, k, 5', [-0.551539, -0.0585907, 1.0]], ['2, k, 6', [-0.537148, -0.314396, 1.0]], ['2, k, 7', [-0.528475, -0.332771, 1.0]], ['2, k, 8', [-0.139092, 0.277287, 1.0]], ['2, k, 9', [-0.0480969, -0.00799474, 1.0]], ['2, k, 10', [-0.00430525, -0.259956, 1.0]], ['2, k, 11', [-0.0112197, -0.271015, 1.0]], ['2, k, 12', [-0.375954, -0.248794, 1.0]], ['2, k, 13', [-0.422153, -0.652031, 1.0]], ['2, k, 14', [-0.451085, -0.990176, 1.0]], ['2, k, 15', [-0.443263, -1.06066, 1.0]], ['2, k, 16', [-0.203388, -0.233301, 1.0]], ['2, k, 17', [-0.166294, -0.637508, 1.0]], ['2, k, 18', [-0.141352, -1.01903, 1.0]], ['2, k, 19', [-0.115754, -1.07244, 1.0]], ['2, k, 20', [-0.324899, 0.293015, 1.0]], ['2, k, 21', [-0.525746, -0.395717, 1.0]], ['2, k, 22', [-0.580188, -0.359512, 1.0]], ['2, k, 23', [-0.011473, -0.336899, 1.0]], ['2, k, 24', [-0.0599155, -0.307336, 1.0]]]
[['2, k, 0', [-0.293901, -0.244507, 1.0]], ['2, k, 1', [-0.312342, 0.0654452, 1.0]], ['2, k, 2', [-0.328478, 0.367181, 1.0]], ['2, k, 3', [-0.357245, 0.519062, 1.0]], ['2, k, 4', [-0.517581, 0.24313, 1.0]], ['2, k, 5', [-0.551208, -0.0580077, 1.0]], ['2, k, 6', [-0.537231, -0.313772, 1.0]], ['2, k, 7', [-0.527943, -0.333117, 1.0]], ['2, k, 8', [-0.1392, 0.277262, 1.0]], ['2, k, 9', [-0.0481135, -0.00802024, 1.0]], ['2, k, 10', [-0.00454934, -0.259938, 1.0]], ['2, k, 11', [-0.0118152, -0.271896, 1.0]], ['2, k, 12', [-0.375999, -0.248729, 1.0]], ['2, k, 13', [-0.422208, -0.652331, 1.0]], ['2, k, 14', [-0.450941, -0.991623, 1.0]], ['2, k, 15', [-0.442474, -1.06443, 1.0]], ['2, k, 16', [-0.203416, -0.233301, 1.0]], ['2, k, 17', [-0.166191, -0.637567, 1.0]], ['2, k, 18', [-0.14112, -1.01708, 1.0]], ['2, k, 19', [-0.114593, -1.07112, 1.0]], ['2, k, 20', [-0.324841, 0.292948, 1.0]], ['2, k, 21', [-0.524565, -0.395399, 1.0]], ['2, k, 22', [-0.579801, -0.358575, 1.0]], ['2, k, 23', [-0.0171161, -0.342568, 1.0]], ['2, k, 24', [-0.0600503, -0.303641, 1.0]]]
[['2, k, 0', [-0.294015, -0.244124, 1.0]], ['2, k, 1', [-0.312357, 0.0654888, 1.0]], ['2, k, 2', [-0.32847, 0.367133, 1.0]], ['2, k, 3', [-0.357191, 0.519057, 1.0]], ['2, k, 4', [-0.517561, 0.24317, 1.0]], ['2, k, 5', [-0.550947, -0.0577997, 1.0]], ['2, k, 6', [-0.537317, -0.313543, 1.0]], ['2, k, 7', [-0.527663, -0.332032, 1.0]], ['2, k, 8', [-0.139255, 0.277231, 1.0]], ['2, k, 9', [-0.0482712, -0.00797141, 1.0]], ['2, k, 10', [-0.00508289, -0.259847, 1.0]], ['2, k, 11', [-0.0127946, -0.272189, 1.0]], ['2, k, 12', [-0.376123, -0.24828, 1.0]], ['2, k, 13', [-0.421828, -0.651464, 1.0]], ['2, k, 14', [-0.451648, -0.988036, 1.0]], ['2, k, 15', [-0.442339, -1.05658, 1.0]], ['2, k, 16', [-0.203516, -0.23299, 1.0]], ['2, k, 17', [-0.166331, -0.636872, 1.0]], ['2, k, 18', [-0.140621, -1.01299, 1.0]], ['2, k, 19', [-0.114997, -1.06696, 1.0]], ['2, k, 20', [-0.32484, 0.292933, 1.0]], ['2, k, 21', [-0.523268, -0.389028, 1.0]], ['2, k, 22', [-0.581724, -0.356244, 1.0]], ['2, k, 23', [-0.0155596, -0.341648, 1.0]], ['2, k, 24', [-0.0583082, -0.30268, 1.0]]]
[['2, k, 0', [-0.294269, -0.243916, 1.0]], ['2, k, 1', [-0.31246, 0.0655394, 1.0]], ['2, k, 2', [-0.328515, 0.367108, 1.0]], ['2, k, 3', [-0.356808, 0.519037, 1.0]], ['2, k, 4', [-0.517362, 0.243336, 1.0]], ['2, k, 5', [-0.550175, -0.0569919, 1.0]], ['2, k, 6', [-0.537013, -0.31268, 1.0]], ['2, k, 7', [-0.525905, -0.331283, 1.0]], ['2, k, 8', [-0.13921, 0.277128, 1.0]], ['2, k, 9', [-0.0488112, -0.00804792, 1.0]], ['2, k, 10', [-0.00580503, -0.259826, 1.0]], ['2, k, 11', [-0.0123756, -0.271334, 1.0]], ['2, k, 12', [-0.376407, -0.247988, 1.0]], ['2, k, 13', [-0.421922, -0.650867, 1.0]], ['2, k, 14', [-0.451666, -0.988149, 1.0]], ['2, k, 15', [-0.443936, -1.06152, 1.0]], ['2, k, 16', [-0.203754, -0.23285, 1.0]], ['2, k, 17', [-0.166318, -0.636661, 1.0]], ['2, k, 18', [-0.140377, -1.01292, 1.0]], ['2, k, 19', [-0.115259, -1.06609, 1.0]], ['2, k, 20', [-0.324892, 0.292925, 1.0]], ['2, k, 21', [-0.523073, -0.388362, 1.0]], ['2, k, 22', [-0.578971, -0.3553, 1.0]], ['2, k, 23', [-0.00898803, -0.336143, 1.0]], ['2, k, 24', [-0.0632394, -0.306839, 1.0]]]
[['2, k, 0', [-0.294425, -0.243982, 1.0]], ['2, k, 1', [-0.312474, 0.0655224, 1.0]], ['2, k, 2', [-0.328442, 0.367049, 1.0]], ['2, k, 3', [-0.35628, 0.51899, 1.0]], ['2, k, 4', [-0.516923, 0.24346, 1.0]], ['2, k, 5', [-0.548162, -0.0566416, 1.0]], ['2, k, 6', [-0.535724, -0.31226, 1.0]], ['2, k, 7', [-0.524523, -0.330793, 1.0]], ['2, k, 8', [-0.139175, 0.277126, 1.0]], ['2, k, 9', [-0.0493898, -0.00821609, 1.0]], ['2, k, 10', [-0.00662988, -0.259879, 1.0]], ['2, k, 11', [-0.0120642, -0.272928, 1.0]], ['2, k, 12', [-0.376528, -0.248036, 1.0]], ['2, k, 13', [-0.421819, -0.650099, 1.0]], ['2, k, 14', [-0.451633, -0.98771, 1.0]], ['2, k, 15', [-0.443746, -1.06124, 1.0]], ['2, k, 16', [-0.203942, -0.232939, 1.0]], ['2, k, 17', [-0.166527, -0.6377, 1.0]], ['2, k, 18', [-0.140221, -1.01864, 1.0]], ['2, k, 19', [-0.116776, -1.07094, 1.0]], ['2, k, 20', [-0.324859, 0.292877, 1.0]], ['2, k, 21', [-0.523562, -0.388108, 1.0]], ['2, k, 22', [-0.573511, -0.327152, 1.0]], ['2, k, 23', [-0.0113212, -0.341223, 1.0]], ['2, k, 24', [-0.0593899, -0.303098, 1.0]]]
[['2, k, 0', [-0.294613, -0.243788, 1.0]], ['2, k, 1', [-0.312482, 0.0655292, 1.0]], ['2, k, 2', [-0.328279, 0.366881, 1.0]], ['2, k, 3', [-0.355502, 0.518683, 1.0]], ['2, k, 4', [-0.516371, 0.243938, 1.0]], ['2, k, 5', [-0.546236, -0.056214, 1.0]], ['2, k, 6', [-0.533358, -0.31165, 1.0]], ['2, k, 7', [-0.521276, -0.328332, 1.0]], ['2, k, 8', [-0.138866, 0.276974, 1.0]], ['2, k, 9', [-0.0504291, -0.00817175, 1.0]], ['2, k, 10', [-0.00726309, -0.259596, 1.0]], ['2, k, 11', [-0.0111303, -0.273959, 1.0]], ['2, k, 12', [-0.37674, -0.247745, 1.0]], ['2, k, 13', [-0.421491, -0.648891, 1.0]], ['2, k, 14', [-0.452061, -0.983462, 1.0]], ['2, k, 15', [-0.441543, -1.05437, 1.0]], ['2, k, 16', [-0.204115, -0.232824, 1.0]], ['2, k, 17', [-0.166433, -0.638949, 1.0]], ['2, k, 18', [-0.139437, -1.02026, 1.0]], ['2, k, 19', [-0.116276, -1.07227, 1.0]], ['2, k, 20', [-0.324768, 0.29278, 1.0]], ['2, k, 21', [-0.519481, -0.386422, 1.0]], ['2, k, 22', [-0.575488, -0.347937, 1.0]], ['2, k, 23', [-0.00170666, -0.338646, 1.0]], ['2, k, 24', [-0.0610734, -0.311014, 1.0]]]
[['2, k, 0', [-0.295352, -0.243548, 1.0]], ['2, k, 1', [-0.312521, 0.0655129, 1.0]], ['2, k, 2', [-0.327774, 0.366503, 1.0]], ['2, k, 3', [-0.353017, 0.518341, 1.0]], ['2, k, 4', [-0.515653, 0.244654, 1.0]], ['2, k, 5', [-0.542286, -0.054522, 1.0]], ['2, k, 6', [-0.526283, -0.309405, 1.0]], ['2, k, 7', [-0.51641, -0.326409, 1.0]], ['2, k, 8', [-0.138481, 0.276689, 1.0]], ['2, k, 9', [-0.0511305, -0.00981267, 1.0]], ['2, k, 10', [-0.00618571, -0.260865, 1.0]], ['2, k, 11', [-0.00706606, -0.277343, 1.0]], ['2, k, 12', [-0.377491, -0.247323, 1.0]], ['2, k, 13', [-0.421582, -0.64875, 1.0]], ['2, k, 14', [-0.451876, -0.990726, 1.0]], ['2, k, 15', [-0.447207, -1.06305, 1.0]], ['2, k, 16', [-0.204965, -0.232764, 1.0]], ['2, k, 17', [-0.166338, -0.639168, 1.0]], ['2, k, 18', [-0.137496, -1.01927, 1.0]], ['2, k, 19', [-0.115255, -1.07289, 1.0]], ['2, k, 20', [-0.324491, 0.292536, 1.0]], ['2, k, 21', [-0.509789, -0.383883, 1.0]], ['2, k, 22', [-0.56902, -0.348955, 1.0]], ['2, k, 23', [-0.00649183, -0.341911, 1.0]], ['2, k, 24', [-0.0607599, -0.312135, 1.0]]]
[['2, k, 0', [-0.295875, -0.243503, 1.0]], ['2, k, 1', [-0.312489, 0.0654904, 1.0]], ['2, k, 2', [-0.326618, 0.366187, 1.0]], ['2, k, 3', [-0.350153, 0.518167, 1.0]], ['2, k, 4', [-0.514884, 0.245724, 1.0]], ['2, k, 5', [-0.537821, -0.0540635, 1.0]], ['2, k, 6', [-0.519888, -0.308087, 1.0]], ['2, k, 7', [-0.510831, -0.324636, 1.0]], ['2, k, 8', [-0.137941, 0.276078, 1.0]], ['2, k, 9', [-0.0522605, -0.00977551, 1.0]], ['2, k, 10', [-0.00351214, -0.260478, 1.0]], ['2, k, 11', [-0.00413999, -0.279377, 1.0]], ['2, k, 12', [-0.378033, -0.247013, 1.0]], ['2, k, 13', [-0.421827, -0.649257, 1.0]], ['2, k, 14', [-0.452241, -0.99121, 1.0]], ['2, k, 15', [-0.447125, -1.0635, 1.0]], ['2, k, 16', [-0.205609, -0.233126, 1.0]], ['2, k, 17', [-0.166421, -0.639263, 1.0]], ['2, k, 18', [-0.137115, -1.01659, 1.0]], ['2, k, 19', [-0.114932, -1.07214, 1.0]], ['2, k, 20', [-0.323725, 0.292302, 1.0]], ['2, k, 21', [-0.506986, -0.381769, 1.0]], ['2, k, 22', [-0.561441, -0.346392, 1.0]], ['2, k, 23', [0.0021845, -0.340062, 1.0]], ['2, k, 24', [-0.0583373, -0.313402, 1.0]]]
[['2, k, 0', [-0.297136, -0.243086, 1.0]], ['2, k, 1', [-0.312495, 0.06546, 1.0]], ['2, k, 2', [-0.325772, 0.36572, 1.0]], ['2, k, 3', [-0.346726, 0.517339, 1.0]], ['2, k, 4', [-0.513546, 0.247703, 1.0]], ['2, k, 5', [-0.534487, -0.050123, 1.0]], ['2, k, 6', [-0.517369, -0.303303, 1.0]], ['2, k, 7', [-0.507541, -0.3183, 1.0]], ['2, k, 8', [-0.137226, 0.275648, 1.0]], ['2, k, 9', [-0.0525786, -0.0104574, 1.0]], ['2, k, 10', [0.000151977, -0.260345, 1.0]], ['2, k, 11', [0.000554607, -0.279625, 1.0]], ['2, k, 12', [-0.379205, -0.246355, 1.0]], ['2, k, 13', [-0.422096, -0.648417, 1.0]], ['2, k, 14', [-0.452243, -0.991302, 1.0]], ['2, k, 15', [-0.447347, -1.06488, 1.0]], ['2, k, 16', [-0.206945, -0.233013, 1.0]], ['2, k, 17', [-0.166332, -0.638859, 1.0]], ['2, k, 18', [-0.137334, -1.01398, 1.0]], ['2, k, 19', [-0.114585, -1.06698, 1.0]], ['2, k, 20', [-0.323201, 0.291993, 1.0]], ['2, k, 21', [-0.497459, -0.376848, 1.0]], ['2, k, 22', [-0.555671, -0.341732, 1.0]], ['2, k, 23', [0.00395996, -0.342083, 1.0]], ['2, k, 24', [-0.0538773, -0.312415, 1.0]]]
