[['2, k, 0', [-0.386592, -0.475966, 1.0]], ['2, k, 1', [-0.39024, -0.161806, 1.0]], ['2, k, 2', [-0.391428, 0.14499, 1.0]], ['2, k, 3', [-0.40867, 0.300366, 1.0]], ['2, k, 4', [-0.575744, 0.0257983, 1.0]], ['2, k, 5', [-0.647502, -0.23679, 1.0]], ['2, k, 6', [-0.68427, -0.456661, 1.0]], ['2, k, 7', [-0.681392, -0.472645, 1.0]], ['2, k, 8', [-0.212758, 0.0176975, 1.0]], ['2, k, 9', [-0.137279, -0.228408, 1.0]], ['2, k, 10', [-0.0905552, -0.44684, 1.0]], ['2, k, 11', [-0.0885324, -0.477569, 1.0]], ['2, k, 12', [-0.463635, -0.466861, 1.0]], ['2, k, 13', [-0.516424, -0.77866, 1.0]], ['2, k, 14', [-0.550876, -1.07413, 1.0]], ['2, k, 15', [-0.601371, -1.13784, 1.0]], ['2, k, 16', [-0.297926, -0.470819, 1.0]], ['2, k, 17', [-0.227837, -0.772474, 1.0]], ['2, k, 18', [-0.180781, -1.09591, 1.0]], ['2, k, 19', [-0.143315, -1.15131, 1.0]], ['2, k, 20', [-0.391555, 0.0693082, 1.0]], ['2, k, 21', [-0.680822, -0.528511, 1.0]], ['2, k, 22', [-0.626188, -0.492117, 1.0]], ['2, k, 23', [-0.0774292, -0.536292, 1.0]], ['2, k, 24', [-0.0493298, -0.46608, 1.0]]]
[['2, k, 0', [-0.386563, -0.475997, 1.0]], ['2, k, 1', [-0.390188, -0.161835, 1.0]], ['2, k, 2', [-0.391355, 0.14496, 1.0]], ['2, k, 3', [-0.408702, 0.300334, 1.0]], ['2, k, 4', [-0.575353, 0.0254495, 1.0]], ['2, k, 5', [-0.647083, -0.236832, 1.0]], ['2, k, 6', [-0.683955, -0.456926, 1.0]], ['2, k, 7', [-0.680441, -0.472277, 1.0]], ['2, k, 8', [-0.212765, 0.0176945, 1.0]], ['2, k, 9', [-0.137539, -0.229442, 1.0]], ['2, k, 10', [-0.089938, -0.447911, 1.0]], ['2, k, 11', [-0.0878233, -0.478046, 1.0]], ['2, k, 12', [-0.463611, -0.466924, 1.0]], ['2, k, 13', [-0.516426, -0.778484, 1.0]], ['2, k, 14', [-0.550808, -1.07403, 1.0]], ['2, k, 15', [-0.595231, -1.12958, 1.0]], ['2, k, 16', [-0.29789, -0.470819, 1.0]], ['2, k, 17', [-0.227788, -0.772455, 1.0]], ['2, k, 18', [-0.181118, -1.09594, 1.0]], ['2, k, 19', [-0.148025, -1.14227, 1.0]], ['2, k, 20', [-0.391488, 0.0692788, 1.0]], ['2, k, 21', [-0.683974, -0.528167, 1.0]], ['2, k, 22', [-0.626936, -0.493284, 1.0]], ['2, k, 23', [-0.0752348, -0.536775, 1.0]], ['2, k, 24', [-0.0481468, -0.46236, 1.0]]]
[['2, k, 0', [-0.386583, -0.476037, 1.0]], ['2, k, 1', [-0.3902, -0.161855, 1.0]], ['2, k, 2', [-0.391359, 0.144957, 1.0]], ['2, k, 3', [-0.408712, 0.300313, 1.0]], ['2, k, 4', [-0.575124, 0.0251517, 1.0]], ['2, k, 5', [-0.646318, -0.236944, 1.0]], ['2, k, 6', [-0.685231, -0.457123, 1.0]], ['2, k, 7', [-0.681443, -0.471584, 1.0]], ['2, k, 8', [-0.212848, 0.0176484, 1.0]], ['2, k, 9', [-0.138296, -0.231694, 1.0]], ['2, k, 10', [-0.0889569, -0.450249, 1.0]], ['2, k, 11', [-0.0873484, -0.478488, 1.0]], ['2, k, 12', [-0.463634, -0.466988, 1.0]], ['2, k, 13', [-0.516443, -0.778472, 1.0]], ['2, k, 14', [-0.550614, -1.0738, 1.0]], ['2, k, 15', [-0.593789, -1.1277, 1.0]], ['2, k, 16', [-0.297909, -0.470838, 1.0]], ['2, k, 17', [-0.227792, -0.772566, 1.0]], ['2, k, 18', [-0.180987, -1.09596, 1.0]], ['2, k, 19', [-0.149479, -1.13927, 1.0]], ['2, k, 20', [-0.391493, 0.069272, 1.0]], ['2, k, 21', [-0.679848, -0.522958, 1.0]], ['2, k, 22', [-0.627797, -0.491777, 1.0]], ['2, k, 23', [-0.0781312, -0.534542, 1.0]], ['2, k, 24', [-0.0477054, -0.469536, 1.0]]]
[['2, k, 0', [-0.386548, -0.476053, 1.0]], ['2, k, 1', [-0.390197, -0.161853, 1.0]], ['2, k, 2', [-0.391362, 0.14496, 1.0]], ['2, k, 3', [-0.408744, 0.300319, 1.0]], ['2, k, 4', [-0.574886, 0.0249136, 1.0]], ['2, k, 5', [-0.645308, -0.237598, 1.0]], ['2, k, 6', [-0.688019, -0.457456, 1.0]], ['2, k, 7', [-0.682407, -0.472294, 1.0]], ['2, k, 8', [-0.212949, 0.0177055, 1.0]], ['2, k, 9', [-0.139193, -0.233408, 1.0]], ['2, k, 10', [-0.0879513, -0.451942, 1.0]], ['2, k, 11', [-0.0868686, -0.478621, 1.0]], ['2, k, 12', [-0.463604, -0.46704, 1.0]], ['2, k, 13', [-0.516577, -0.777963, 1.0]], ['2, k, 14', [-0.550244, -1.07383, 1.0]], ['2, k, 15', [-0.59325, -1.1272, 1.0]], ['2, k, 16', [-0.297867, -0.470789, 1.0]], ['2, k, 17', [-0.227795, -0.77246, 1.0]], ['2, k, 18', [-0.181111, -1.0953, 1.0]], ['2, k, 19', [-0.151439, -1.13438, 1.0]], ['2, k, 20', [-0.391495, 0.0692739, 1.0]], ['2, k, 21', [-0.684358, -0.530488, 1.0]], ['2, k, 22', [-0.626026, -0.491793, 1.0]], ['2, k, 23', [-0.0757075, -0.535171, 1.0]], ['2, k, 24', [-0.0507148, -0.45929, 1.0]]]
[['2, k, 0', [-0.386508, -0.476061, 1.0]], ['2, k, 1', [-0.390183, -0.16187, 1.0]], ['2, k, 2', [-0.391359, 0.14495, 1.0]], ['2, k, 3', [-0.408854, 0.300242, 1.0]], ['2, k, 4', [-0.574821, 0.0244666, 1.0]], ['2, k, 5', [-0.64437, -0.238439, 1.0]], ['2, k, 6', [-0.690514, -0.457908, 1.0]], ['2, k, 7', [-0.683031, -0.471937, 1.0]], ['2, k, 8', [-0.213127, 0.0177931, 1.0]], ['2, k, 9', [-0.140028, -0.234248, 1.0]], ['2, k, 10', [-0.0872212, -0.452906, 1.0]], ['2, k, 11', [-0.0864552, -0.47669, 1.0]], ['2, k, 12', [-0.463555, -0.467141, 1.0]], ['2, k, 13', [-0.51659, -0.778025, 1.0]], ['2, k, 14', [-0.550113, -1.07379, 1.0]], ['2, k, 15', [-0.594144, -1.12751, 1.0]], ['2, k, 16', [-0.297835, -0.470709, 1.0]], ['2, k, 17', [-0.227776, -0.772398, 1.0]], ['2, k, 18', [-0.182424, -1.09375, 1.0]], ['2, k, 19', [-0.152825, -1.13193, 1.0]], ['2, k, 20', [-0.391492, 0.0692647, 1.0]], ['2, k, 21', [-0.682892, -0.527888, 1.0]], ['2, k, 22', [-0.629841, -0.489525, 1.0]], ['2, k, 23', [-0.0793187, -0.534898, 1.0]], ['2, k, 24', [-0.0487902, -0.463926, 1.0]]]
[['2, k, 0', [-0.386486, -0.476088, 1.0]], ['2, k, 1', [-0.390199, -0.161889, 1.0]], ['2, k, 2', [-0.391392, 0.144938, 1.0]], ['2, k, 3', [-0.408904, 0.30021, 1.0]], ['2, k, 4', [-0.574758, 0.0243912, 1.0]], ['2, k, 5', [-0.643049, -0.239036, 1.0]], ['2, k, 6', [-0.691388, -0.458355, 1.0]], ['2, k, 7', [-0.684404, -0.471892, 1.0]], ['2, k, 8', [-0.213242, 0.0177949, 1.0]], ['2, k, 9', [-0.140559, -0.234806, 1.0]], ['2, k, 10', [-0.086618, -0.453469, 1.0]], ['2, k, 11', [-0.0856932, -0.476343, 1.0]], ['2, k, 12', [-0.463526, -0.467184, 1.0]], ['2, k, 13', [-0.516629, -0.777489, 1.0]], ['2, k, 14', [-0.549592, -1.07458, 1.0]], ['2, k, 15', [-0.594603, -1.1262, 1.0]], ['2, k, 16', [-0.297824, -0.470706, 1.0]], ['2, k, 17', [-0.227748, -0.772386, 1.0]], ['2, k, 18', [-0.182224, -1.09308, 1.0]], ['2, k, 19', [-0.153741, -1.12976, 1.0]], ['2, k, 20', [-0.391522, 0.0692508, 1.0]], ['2, k, 21', [-0.686478, -0.526245, 1.0]], ['2, k, 22', [-0.631716, -0.488831, 1.0]], ['2, k, 23', [-0.0769457, -0.532878, 1.0]], ['2, k, 24', [-0.0493195, -0.458612, 1.0]]]
[['2, k, 0', [-0.386527, -0.47607, 1.0]], ['2, k, 1', [-0.390217, -0.161864, 1.0]], ['2, k, 2', [-0.391394, 0.144963, 1.0]], ['2, k, 3', [-0.409023, 0.300306, 1.0]], ['2, k, 4', [-0.574829, 0.0243925, 1.0]], ['2, k, 5', [-0.642472, -0.238932, 1.0]], ['2, k, 6', [-0.691715, -0.458254, 1.0]], ['2, k, 7', [-0.683794, -0.471818, 1.0]], ['2, k, 8', [-0.213479, 0.0178158, 1.0]], ['2, k, 9', [-0.140816, -0.235061, 1.0]], ['2, k, 10', [-0.0852191, -0.453465, 1.0]], ['2, k, 11', [-0.0856603, -0.474004, 1.0]], ['2, k, 12', [-0.463566, -0.467171, 1.0]], ['2, k, 13', [-0.516624, -0.777517, 1.0]], ['2, k, 14', [-0.549347, -1.07487, 1.0]], ['2, k, 15', [-0.595029, -1.12616, 1.0]], ['2, k, 16', [-0.297855, -0.47069, 1.0]], ['2, k, 17', [-0.227707, -0.772337, 1.0]], ['2, k, 18', [-0.182196, -1.09322, 1.0]], ['2, k, 19', [-0.153353, -1.13004, 1.0]], ['2, k, 20', [-0.391528, 0.0692765, 1.0]], ['2, k, 21', [-0.682391, -0.525912, 1.0]], ['2, k, 22', [-0.631046, -0.489459, 1.0]], ['2, k, 23', [-0.0797291, -0.53193, 1.0]], ['2, k, 24', [-0.0491219, -0.476926, 1.0]]]
[['2, k, 0', [-0.386537, -0.47615, 1.0]], ['2, k, 1', [-0.390164, -0.161898, 1.0]], ['2, k, 2', [-0.391332, 0.144954, 1.0]], ['2, k, 3', [-0.40906, 0.300325, 1.0]], ['2, k, 4', [-0.574631, 0.0242836, 1.0]], ['2, k, 5', [-0.641957, -0.238741, 1.0]], ['2, k, 6', [-0.693415, -0.457498, 1.0]], ['2, k, 7', [-0.684595, -0.470957, 1.0]], ['2, k, 8', [-0.213661, 0.0178512, 1.0]], ['2, k, 9', [-0.141108, -0.235445, 1.0]], ['2, k, 10', [-0.0830359, -0.453134, 1.0]], ['2, k, 11', [-0.0845092, -0.473377, 1.0]], ['2, k, 12', [-0.463556, -0.4673, 1.0]], ['2, k, 13', [-0.516708, -0.777684, 1.0]], ['2, k, 14', [-0.549504, -1.07488, 1.0]], ['2, k, 15', [-0.59536, -1.12641, 1.0]], ['2, k, 16', [-0.297882, -0.470719, 1.0]], ['2, k, 17', [-0.227658, -0.772247, 1.0]], ['2, k, 18', [-0.182102, -1.09316, 1.0]], ['2, k, 19', [-0.154332, -1.12885, 1.0]], ['2, k, 20', [-0.391464, 0.0692632, 1.0]], ['2, k, 21', [-0.682352, -0.526057, 1.0]], ['2, k, 22', [-0.633729, -0.490075, 1.0]], ['2, k, 23', [-0.0745393, -0.530786, 1.0]], ['2, k, 24', [-0.0494188, -0.47335, 1.0]]]
[['2, k, 0', [-0.386721, -0.476242, 1.0]], ['2, k, 1', [-0.390219, -0.16189, 1.0]], ['2, k, 2', [-0.391343, 0.144997, 1.0]], ['2, k, 3', [-0.409269, 0.300563, 1.0]], ['2, k, 4', [-0.574267, 0.0241873, 1.0]], ['2, k, 5', [-0.641849, -0.238558, 1.0]], ['2, k, 6', [-0.694421, -0.457008, 1.0]], ['2, k, 7', [-0.684137, -0.471091, 1.0]], ['2, k, 8', [-0.213779, 0.0179301, 1.0]], ['2, k, 9', [-0.141138, -0.235454, 1.0]], ['2, k, 10', [-0.0801938, -0.451925, 1.0]], ['2, k, 11', [-0.082844, -0.470589, 1.0]], ['2, k, 12', [-0.463789, -0.467836, 1.0]], ['2, k, 13', [-0.517015, -0.778242, 1.0]], ['2, k, 14', [-0.549619, -1.07478, 1.0]], ['2, k, 15', [-0.593906, -1.12631, 1.0]], ['2, k, 16', [-0.298106, -0.470471, 1.0]], ['2, k, 17', [-0.227521, -0.772056, 1.0]], ['2, k, 18', [-0.182069, -1.09329, 1.0]], ['2, k, 19', [-0.154047, -1.1291, 1.0]], ['2, k, 20', [-0.391479, 0.0692912, 1.0]], ['2, k, 21', [-0.686012, -0.528904, 1.0]], ['2, k, 22', [-0.632784, -0.489074, 1.0]], ['2, k, 23', [-0.0754552, -0.527236, 1.0]], ['2, k, 24', [-0.0471339, -0.456596, 1.0]]]
[['2, k, 0', [-0.386883, -0.476338, 1.0]], ['2, k, 1', [-0.390243, -0.161895, 1.0]], ['2, k, 2', [-0.391336, 0.145041, 1.0]], ['2, k, 3', [-0.409308, 0.300646, 1.0]], ['2, k, 4', [-0.574242, 0.0240891, 1.0]], ['2, k, 5', [-0.64144, -0.237376, 1.0]], ['2, k, 6', [-0.695163, -0.454942, 1.0]], ['2, k, 7', [-0.684305, -0.469364, 1.0]], ['2, k, 8', [-0.213889, 0.0179829, 1.0]], ['2, k, 9', [-0.141274, -0.230759, 1.0]], ['2, k, 10', [-0.0787091, -0.445891, 1.0]], ['2, k, 11', [-0.0819714, -0.465468, 1.0]], ['2, k, 12', [-0.464015, -0.468344, 1.0]], ['2, k, 13', [-0.517064, -0.777667, 1.0]], ['2, k, 14', [-0.549572, -1.07474, 1.0]], ['2, k, 15', [-0.593448, -1.1254, 1.0]], ['2, k, 16', [-0.298255, -0.470326, 1.0]], ['2, k, 17', [-0.227476, -0.771911, 1.0]], ['2, k, 18', [-0.182191, -1.09316, 1.0]], ['2, k, 19', [-0.152514, -1.13094, 1.0]], ['2, k, 20', [-0.391484, 0.0693122, 1.0]], ['2, k, 21', [-0.682932, -0.52559, 1.0]], ['2, k, 22', [-0.631468, -0.486912, 1.0]], ['2, k, 23', [-0.0737961, -0.523261, 1.0]], ['2, k, 24', [-0.0472906, -0.451063, 1.0]]]
[['2, k, 0', [-0.386997, -0.476436, 1.0]], ['2, k, 1', [-0.390254, -0.161899, 1.0]], ['2, k, 2', [-0.391323, 0.145102, 1.0]], ['2, k, 3', [-0.409149, 0.300728, 1.0]], ['2, k, 4', [-0.574034, 0.0242958, 1.0]], ['2, k, 5', [-0.641409, -0.233954, 1.0]], ['2, k, 6', [-0.695899, -0.45056, 1.0]], ['2, k, 7', [-0.68456, -0.465785, 1.0]], ['2, k, 8', [-0.214343, 0.0180596, 1.0]], ['2, k, 9', [-0.141751, -0.228675, 1.0]], ['2, k, 10', [-0.0774757, -0.440478, 1.0]], ['2, k, 11', [-0.0822149, -0.464495, 1.0]], ['2, k, 12', [-0.464131, -0.468689, 1.0]], ['2, k, 13', [-0.517269, -0.777968, 1.0]], ['2, k, 14', [-0.549943, -1.07582, 1.0]], ['2, k, 15', [-0.591112, -1.12499, 1.0]], ['2, k, 16', [-0.298376, -0.470187, 1.0]], ['2, k, 17', [-0.227537, -0.772166, 1.0]], ['2, k, 18', [-0.182062, -1.09305, 1.0]], ['2, k, 19', [-0.152253, -1.13148, 1.0]], ['2, k, 20', [-0.391488, 0.069343, 1.0]], ['2, k, 21', [-0.675974, -0.524873, 1.0]], ['2, k, 22', [-0.63316, -0.485012, 1.0]], ['2, k, 23', [-0.0782242, -0.518486, 1.0]], ['2, k, 24', [-0.0447423, -0.450589, 1.0]]]
