[['2, k, 0', [479.28, 184.087, 1.0]], ['2, k, 1', [476.386, 217.83, 1.0]], ['2, k, 2', [441.051, 217.791, 1.0]], ['2, k, 3', [417.612, 258.965, 1.0]], ['2, k, 4', [416.111, 300.155, 1.0]], ['2, k, 5', [513.067, 217.851, 1.0]], ['2, k, 6', [533.588, 263.397, 1.0]], ['2, k, 7', [533.608, 301.579, 1.0]], ['2, k, 8', [476.349, 322.108, 1.0]], ['2, k, 9', [452.802, 322.119, 1.0]], ['2, k, 10', [448.426, 391.155, 1.0]], ['2, k, 11', [442.547, 441.153, 1.0]], ['2, k, 12', [499.866, 322.085, 1.0]], ['2, k, 13', [507.148, 383.841, 1.0]], ['2, k, 14', [505.724, 439.666, 1.0]], ['2, k, 15', [474.808, 179.632, 1.0]], ['2, k, 16', [486.625, 179.664, 1.0]], ['2, k, 17', [463.048, 182.581, 1.0]], ['2, k, 18', [498.397, 181.195, 1.0]], ['2, k, 19', [513.023, 464.559, 1.0]], ['2, k, 20', [521.872, 461.621, 1.0]], ['2, k, 21', [498.38, 442.57, 1.0]], ['2, k, 22', [439.551, 464.519, 1.0]], ['2, k, 23', [429.332, 461.609, 1.0]], ['2, k, 24', [449.846, 445.509, 1.0]]]
[['2, k, 0', [480.722, 182.622, 1.0]], ['2, k, 1', [476.393, 217.832, 1.0]], ['2, k, 2', [441.062, 217.788, 1.0]], ['2, k, 3', [417.654, 260.438, 1.0]], ['2, k, 4', [416.133, 303.047, 1.0]], ['2, k, 5', [513.072, 217.854, 1.0]], ['2, k, 6', [533.554, 263.409, 1.0]], ['2, k, 7', [535.005, 303.015, 1.0]], ['2, k, 8', [476.353, 320.682, 1.0]], ['2, k, 9', [452.815, 322.084, 1.0]], ['2, k, 10', [448.442, 388.234, 1.0]], ['2, k, 11', [442.537, 441.121, 1.0]], ['2, k, 12', [499.869, 320.654, 1.0]], ['2, k, 13', [507.173, 383.794, 1.0]], ['2, k, 14', [505.722, 439.648, 1.0]], ['2, k, 15', [474.846, 176.717, 1.0]], ['2, k, 16', [488.023, 178.174, 1.0]], ['2, k, 17', [463.087, 181.144, 1.0]], ['2, k, 18', [499.793, 181.179, 1.0]], ['2, k, 19', [513.021, 464.554, 1.0]], ['2, k, 20', [521.87, 461.614, 1.0]], ['2, k, 21', [498.373, 442.549, 1.0]], ['2, k, 22', [439.556, 463.168, 1.0]], ['2, k, 23', [429.328, 461.599, 1.0]], ['2, k, 24', [448.45, 445.473, 1.0]]]
[['2, k, 0', [477.825, 182.652, 1.0]], ['2, k, 1', [476.387, 217.82, 1.0]], ['2, k, 2', [441.059, 216.438, 1.0]], ['2, k, 3', [419.039, 261.855, 1.0]], ['2, k, 4', [416.099, 303.02, 1.0]], ['2, k, 5', [513.073, 217.849, 1.0]], ['2, k, 6', [533.58, 263.422, 1.0]], ['2, k, 7', [535.018, 303.011, 1.0]], ['2, k, 8', [476.348, 322.083, 1.0]], ['2, k, 9', [452.78, 322.086, 1.0]], ['2, k, 10', [448.388, 388.211, 1.0]], ['2, k, 11', [442.54, 441.118, 1.0]], ['2, k, 12', [499.881, 322.076, 1.0]], ['2, k, 13', [507.161, 383.812, 1.0]], ['2, k, 14', [505.704, 439.64, 1.0]], ['2, k, 15', [473.39, 176.748, 1.0]], ['2, k, 16', [486.592, 178.214, 1.0]], ['2, k, 17', [463.041, 181.185, 1.0]], ['2, k, 18', [498.41, 181.179, 1.0]], ['2, k, 19', [513.033, 464.563, 1.0]], ['2, k, 20', [521.876, 461.617, 1.0]], ['2, k, 21', [498.359, 442.534, 1.0]], ['2, k, 22', [439.56, 463.17, 1.0]], ['2, k, 23', [429.332, 461.602, 1.0]], ['2, k, 24', [449.842, 444.051, 1.0]]]
[['2, k, 0', [479.272, 182.67, 1.0]], ['2, k, 1', [476.408, 217.825, 1.0]], ['2, k, 2', [441.073, 216.447, 1.0]], ['2, k, 3', [419.03, 260.445, 1.0]], ['2, k, 4', [416.05, 303.036, 1.0]], ['2, k, 5', [513.082, 217.853, 1.0]], ['2, k, 6', [533.552, 263.41, 1.0]], ['2, k, 7', [535.055, 303.02, 1.0]], ['2, k, 8', [476.344, 320.646, 1.0]], ['2, k, 9', [452.776, 320.645, 1.0]], ['2, k, 10', [448.408, 386.722, 1.0]], ['2, k, 11', [442.573, 441.082, 1.0]], ['2, k, 12', [499.884, 320.64, 1.0]], ['2, k, 13', [507.173, 383.792, 1.0]], ['2, k, 14', [505.71, 439.608, 1.0]], ['2, k, 15', [474.811, 178.188, 1.0]], ['2, k, 16', [486.652, 178.213, 1.0]], ['2, k, 17', [463.051, 182.551, 1.0]], ['2, k, 18', [499.824, 181.197, 1.0]], ['2, k, 19', [513.024, 464.54, 1.0]], ['2, k, 20', [521.857, 461.601, 1.0]], ['2, k, 21', [498.361, 441.141, 1.0]], ['2, k, 22', [439.56, 463.166, 1.0]], ['2, k, 23', [429.335, 461.594, 1.0]], ['2, k, 24', [449.881, 444.001, 1.0]]]
[['2, k, 0', [479.262, 182.662, 1.0]], ['2, k, 1', [476.394, 217.821, 1.0]], ['2, k, 2', [441.051, 216.441, 1.0]], ['2, k, 3', [417.64, 260.468, 1.0]], ['2, k, 4', [416.051, 304.516, 1.0]], ['2, k, 5', [513.086, 217.848, 1.0]], ['2, k, 6', [533.563, 264.834, 1.0]], ['2, k, 7', [535.071, 305.951, 1.0]], ['2, k, 8', [476.325, 320.665, 1.0]], ['2, k, 9', [451.403, 320.654, 1.0]], ['2, k, 10', [448.398, 386.761, 1.0]], ['2, k, 11', [442.566, 441.089, 1.0]], ['2, k, 12', [499.874, 320.662, 1.0]], ['2, k, 13', [507.15, 382.399, 1.0]], ['2, k, 14', [507.136, 439.624, 1.0]], ['2, k, 15', [474.811, 176.741, 1.0]], ['2, k, 16', [486.644, 178.206, 1.0]], ['2, k, 17', [463.047, 181.16, 1.0]], ['2, k, 18', [499.8, 181.196, 1.0]], ['2, k, 19', [511.647, 463.17, 1.0]], ['2, k, 20', [521.862, 461.586, 1.0]], ['2, k, 21', [498.392, 442.532, 1.0]], ['2, k, 22', [439.558, 463.167, 1.0]], ['2, k, 23', [429.334, 461.599, 1.0]], ['2, k, 24', [449.881, 444.008, 1.0]]]
[['2, k, 0', [479.27, 187.019, 1.0]], ['2, k, 1', [476.393, 217.808, 1.0]], ['2, k, 2', [441.06, 216.426, 1.0]], ['2, k, 3', [417.629, 260.438, 1.0]], ['2, k, 4', [416.051, 304.521, 1.0]], ['2, k, 5', [513.082, 217.85, 1.0]], ['2, k, 6', [533.557, 264.819, 1.0]], ['2, k, 7', [535.048, 307.409, 1.0]], ['2, k, 8', [476.316, 320.668, 1.0]], ['2, k, 9', [451.39, 320.654, 1.0]], ['2, k, 10', [448.402, 386.733, 1.0]], ['2, k, 11', [442.559, 441.08, 1.0]], ['2, k, 12', [499.868, 320.666, 1.0]], ['2, k, 13', [507.147, 382.383, 1.0]], ['2, k, 14', [507.142, 439.619, 1.0]], ['2, k, 15', [474.807, 181.115, 1.0]], ['2, k, 16', [486.611, 181.127, 1.0]], ['2, k, 17', [463.076, 182.619, 1.0]], ['2, k, 18', [498.339, 182.629, 1.0]], ['2, k, 19', [513.017, 464.519, 1.0]], ['2, k, 20', [521.857, 460.194, 1.0]], ['2, k, 21', [498.398, 442.522, 1.0]], ['2, k, 22', [439.562, 463.167, 1.0]], ['2, k, 23', [429.337, 461.605, 1.0]], ['2, k, 24', [449.868, 444.008, 1.0]]]
[['2, k, 0', [480.715, 185.546, 1.0]], ['2, k, 1', [476.401, 217.817, 1.0]], ['2, k, 2', [441.073, 216.433, 1.0]], ['2, k, 3', [417.623, 260.428, 1.0]], ['2, k, 4', [416.071, 304.519, 1.0]], ['2, k, 5', [513.09, 217.857, 1.0]], ['2, k, 6', [533.564, 264.84, 1.0]], ['2, k, 7', [535.068, 308.849, 1.0]], ['2, k, 8', [476.343, 320.668, 1.0]], ['2, k, 9', [452.775, 320.677, 1.0]], ['2, k, 10', [448.401, 388.214, 1.0]], ['2, k, 11', [442.547, 441.089, 1.0]], ['2, k, 12', [499.877, 320.649, 1.0]], ['2, k, 13', [507.175, 382.367, 1.0]], ['2, k, 14', [505.718, 439.623, 1.0]], ['2, k, 15', [474.834, 179.675, 1.0]], ['2, k, 16', [486.654, 181.073, 1.0]], ['2, k, 17', [463.077, 182.571, 1.0]], ['2, k, 18', [499.782, 182.57, 1.0]], ['2, k, 19', [511.644, 464.527, 1.0]], ['2, k, 20', [521.852, 461.599, 1.0]], ['2, k, 21', [498.371, 442.532, 1.0]], ['2, k, 22', [439.57, 463.161, 1.0]], ['2, k, 23', [429.348, 461.603, 1.0]], ['2, k, 24', [449.851, 444.012, 1.0]]]
[['2, k, 0', [479.298, 184.111, 1.0]], ['2, k, 1', [476.388, 217.825, 1.0]], ['2, k, 2', [441.049, 216.437, 1.0]], ['2, k, 3', [417.602, 261.863, 1.0]], ['2, k, 4', [416.082, 307.423, 1.0]], ['2, k, 5', [513.087, 217.867, 1.0]], ['2, k, 6', [533.568, 264.896, 1.0]], ['2, k, 7', [535.057, 308.895, 1.0]], ['2, k, 8', [476.305, 322.074, 1.0]], ['2, k, 9', [451.377, 322.075, 1.0]], ['2, k, 10', [448.401, 389.661, 1.0]], ['2, k, 11', [442.56, 441.089, 1.0]], ['2, k, 12', [499.861, 322.066, 1.0]], ['2, k, 13', [507.134, 382.375, 1.0]], ['2, k, 14', [507.135, 439.64, 1.0]], ['2, k, 15', [474.845, 179.63, 1.0]], ['2, k, 16', [488.019, 179.681, 1.0]], ['2, k, 17', [463.101, 182.555, 1.0]], ['2, k, 18', [499.795, 182.59, 1.0]], ['2, k, 19', [511.651, 464.52, 1.0]], ['2, k, 20', [521.863, 461.592, 1.0]], ['2, k, 21', [498.397, 442.538, 1.0]], ['2, k, 22', [439.567, 463.161, 1.0]], ['2, k, 23', [429.343, 461.598, 1.0]], ['2, k, 24', [449.869, 444.013, 1.0]]]
[['2, k, 0', [479.287, 185.545, 1.0]], ['2, k, 1', [476.384, 217.817, 1.0]], ['2, k, 2', [441.051, 216.441, 1.0]], ['2, k, 3', [417.646, 261.908, 1.0]], ['2, k, 4', [416.102, 308.86, 1.0]], ['2, k, 5', [513.081, 217.86, 1.0]], ['2, k, 6', [533.564, 264.891, 1.0]], ['2, k, 7', [535.087, 308.913, 1.0]], ['2, k, 8', [476.308, 320.678, 1.0]], ['2, k, 9', [451.383, 322.079, 1.0]], ['2, k, 10', [446.963, 389.696, 1.0]], ['2, k, 11', [442.553, 441.093, 1.0]], ['2, k, 12', [499.864, 320.659, 1.0]], ['2, k, 13', [507.166, 382.393, 1.0]], ['2, k, 14', [507.133, 439.64, 1.0]], ['2, k, 15', [474.818, 179.687, 1.0]], ['2, k, 16', [486.639, 181.076, 1.0]], ['2, k, 17', [463.068, 182.592, 1.0]], ['2, k, 18', [499.768, 182.583, 1.0]], ['2, k, 19', [511.653, 463.172, 1.0]], ['2, k, 20', [521.862, 460.195, 1.0]], ['2, k, 21', [498.387, 442.541, 1.0]], ['2, k, 22', [439.563, 463.159, 1.0]], ['2, k, 23', [429.339, 461.598, 1.0]], ['2, k, 24', [449.875, 444.016, 1.0]]]
[['2, k, 0', [479.259, 184.068, 1.0]], ['2, k, 1', [476.394, 217.834, 1.0]], ['2, k, 2', [441.058, 216.443, 1.0]], ['2, k, 3', [417.649, 261.905, 1.0]], ['2, k, 4', [416.121, 308.85, 1.0]], ['2, k, 5', [513.092, 217.884, 1.0]], ['2, k, 6', [533.604, 266.328, 1.0]], ['2, k, 7', [535.108, 310.33, 1.0]], ['2, k, 8', [476.279, 322.112, 1.0]], ['2, k, 9', [451.337, 322.107, 1.0]], ['2, k, 10', [445.488, 391.122, 1.0]], ['2, k, 11', [442.565, 441.085, 1.0]], ['2, k, 12', [499.855, 322.107, 1.0]], ['2, k, 13', [507.156, 383.822, 1.0]], ['2, k, 14', [507.144, 439.644, 1.0]], ['2, k, 15', [474.801, 178.223, 1.0]], ['2, k, 16', [486.633, 179.636, 1.0]], ['2, k, 17', [463.041, 182.551, 1.0]], ['2, k, 18', [499.785, 182.555, 1.0]], ['2, k, 19', [513.015, 464.528, 1.0]], ['2, k, 20', [521.871, 461.597, 1.0]], ['2, k, 21', [498.385, 442.535, 1.0]], ['2, k, 22', [439.564, 463.165, 1.0]], ['2, k, 23', [429.341, 461.603, 1.0]], ['2, k, 24', [449.904, 442.6, 1.0]]]
[['2, k, 0', [477.789, 184.064, 1.0]], ['2, k, 1', [476.389, 217.839, 1.0]], ['2, k, 2', [441.036, 217.787, 1.0]], ['2, k, 3', [417.657, 261.909, 1.0]], ['2, k, 4', [416.143, 308.892, 1.0]], ['2, k, 5', [514.489, 217.882, 1.0]], ['2, k, 6', [533.632, 267.79, 1.0]], ['2, k, 7', [535.111, 310.34, 1.0]], ['2, k, 8', [476.282, 322.08, 1.0]], ['2, k, 9', [451.316, 322.071, 1.0]], ['2, k, 10', [445.486, 391.117, 1.0]], ['2, k, 11', [442.567, 441.085, 1.0]], ['2, k, 12', [499.87, 322.078, 1.0]], ['2, k, 13', [507.156, 385.274, 1.0]], ['2, k, 14', [507.132, 439.644, 1.0]], ['2, k, 15', [473.385, 178.196, 1.0]], ['2, k, 16', [486.573, 179.644, 1.0]], ['2, k, 17', [463.046, 182.559, 1.0]], ['2, k, 18', [498.374, 182.562, 1.0]], ['2, k, 19', [513.021, 464.533, 1.0]], ['2, k, 20', [521.871, 461.6, 1.0]], ['2, k, 21', [498.377, 441.157, 1.0]], ['2, k, 22', [439.556, 463.168, 1.0]], ['2, k, 23', [429.332, 461.602, 1.0]], ['2, k, 24', [449.91, 443.997, 1.0]]]
