[[0, -0.230972, -0.727112, 2.69692, 1.0], [1, -0.234717, -0.545194, 2.70063, 1.0], [2, -0.237388, -0.364734, 2.69281, 1.0], [3, -0.237263, -0.234285, 2.71968, 1.0], [4, -0.372774, -0.465968, 2.64222, 1.0], [5, -0.476831, -0.583865, 2.464, 1.0], [6, -0.519236, -0.635549, 2.29325, 1.0], [7, -0.509628, -0.65426, 2.20455, 1.0], [8, -0.0804589, -0.475173, 2.66216, 1.0], [9, 0.0573002, -0.575782, 2.57594, 1.0], [10, 0.15298, -0.644046, 2.43677, 1.0], [11, 0.151517, -0.654444, 2.29654, 1.0], [12, -0.294775, -0.71653, 2.66443, 1.0], [13, -0.268732, -0.66922, 2.25128, 1.0], [14, -0.52094, -0.639179, 2.29946, 1.0], [15, -0.518555, -0.657715, 2.17383, 1.0], [16, -0.161789, -0.720772, 2.66666, 1.0], [17, -0.11999, -0.677061, 2.28471, 1.0], [18, 0.130758, -0.686819, 2.29995, 1.0], [19, 0.122334, -0.611826, 2.3272, 1.0], [20, -0.236917, -0.409754, 2.69691, 1.0], [21, -0.515691, -0.661727, 2.18125, 1.0], [22, -0.448581, -0.647965, 2.18244, 1.0], [23, 0.18671, -0.665806, 2.2644, 1.0], [24, 0.209642, -0.651421, 2.2785, 1.0]]
[[0, -0.251075, -0.838531, 2.75443, 1.0], [1, -0.24434, -0.603271, 2.72631, 1.0], [2, -0.237021, -0.364862, 2.6889, 1.0], [3, -0.23711, -0.234538, 2.71238, 1.0], [4, -0.372102, -0.465911, 2.63894, 1.0], [5, -0.464077, -0.570508, 2.4896, 1.0], [6, -0.509595, -0.625061, 2.32922, 1.0], [7, -0.508345, -0.663156, 2.20409, 1.0], [8, -0.0805937, -0.475209, 2.65885, 1.0], [9, 0.0554117, -0.576391, 2.57506, 1.0], [10, 0.132845, -0.634111, 2.41735, 1.0], [11, 0.148434, -0.663521, 2.29507, 1.0], [12, -0.314733, -0.827484, 2.72346, 1.0], [13, -0.275014, -0.672017, 2.24765, 1.0], [14, -0.289423, -0.666359, 2.55421, 1.0], [15, -0.350966, -0.660195, 2.42521, 1.0], [16, -0.182147, -0.83199, 2.72762, 1.0], [17, -0.105272, -0.677038, 2.27867, 1.0], [18, 0.129049, -0.692416, 2.2992, 1.0], [19, 0.20771, -0.648004, 2.28042, 1.0], [20, -0.237415, -0.416527, 2.69505, 1.0], [21, -0.526588, -0.672262, 2.17716, 1.0], [22, -0.449039, -0.661837, 2.18118, 1.0], [23, 0.177827, -0.666132, 2.27775, 1.0], [24, 0.208767, -0.656091, 2.27448, 1.0]]
[[0, -0.230541, -0.805934, 2.80642, 1.0], [1, -0.23777, -0.595291, 2.7405, 1.0], [2, -0.236782, -0.367819, 2.68633, 1.0], [3, -0.236278, -0.239822, 2.70605, 1.0], [4, -0.371758, -0.46613, 2.63787, 1.0], [5, -0.452662, -0.564251, 2.51519, 1.0], [6, -0.510489, -0.641488, 2.33574, 1.0], [7, -0.504505, -0.674386, 2.19973, 1.0], [8, -0.0805837, -0.474906, 2.65694, 1.0], [9, 0.0586513, -0.593106, 2.56704, 1.0], [10, 0.163513, -0.628012, 2.43738, 1.0], [11, 0.142406, -0.673525, 2.29186, 1.0], [12, -0.294505, -0.796464, 2.77659, 1.0], [13, -0.278736, -0.689637, 2.30746, 1.0], [14, -0.299503, -0.749193, 2.62684, 1.0], [15, -0.349768, -0.72285, 2.49384, 1.0], [16, -0.162011, -0.799455, 2.78072, 1.0], [17, -0.124188, -0.692654, 2.31281, 1.0], [18, 0.128918, -0.692218, 2.29769, 1.0], [19, 0.204428, -0.642828, 2.28637, 1.0], [20, -0.236826, -0.421383, 2.69643, 1.0], [21, -0.513932, -0.681665, 2.17707, 1.0], [22, -0.442263, -0.672425, 2.17718, 1.0], [23, 0.116503, -0.692699, 2.27093, 1.0], [24, 0.195465, -0.663602, 2.27439, 1.0]]
[[0, -0.227646, -0.800033, 2.78619, 1.0], [1, -0.236418, -0.593787, 2.73709, 1.0], [2, -0.23657, -0.372932, 2.68322, 1.0], [3, -0.236829, -0.244623, 2.69945, 1.0], [4, -0.371573, -0.466063, 2.63671, 1.0], [5, -0.449361, -0.563172, 2.51736, 1.0], [6, -0.509259, -0.645408, 2.33933, 1.0], [7, -0.505473, -0.683597, 2.19872, 1.0], [8, -0.0805922, -0.474759, 2.65566, 1.0], [9, 0.0566877, -0.596923, 2.56329, 1.0], [10, 0.114444, -0.666023, 2.35593, 1.0], [11, 0.13253, -0.682263, 2.28827, 1.0], [12, -0.29184, -0.79107, 2.76034, 1.0], [13, -0.460602, -0.547076, 2.48824, 1.0], [14, -0.38309, -0.765413, 2.7264, 1.0], [15, -0.407435, -0.741102, 2.58401, 1.0], [16, -0.159046, -0.793548, 2.75781, 1.0], [17, -0.122153, -0.689206, 2.28116, 1.0], [18, 0.129203, -0.697852, 2.30248, 1.0], [19, 0.200949, -0.639244, 2.28252, 1.0], [20, -0.236325, -0.424941, 2.69476, 1.0], [21, -0.521027, -0.693054, 2.17326, 1.0], [22, -0.442775, -0.683432, 2.17725, 1.0], [23, 0.149492, -0.697052, 2.26949, 1.0], [24, 0.178658, -0.66182, 2.28205, 1.0]]
[[0, -0.190231, -0.790132, 2.71341, 1.0], [1, -0.217115, -0.589632, 2.70554, 1.0], [2, -0.236158, -0.378208, 2.68024, 1.0], [3, -0.237437, -0.250084, 2.69476, 1.0], [4, -0.371218, -0.466648, 2.63558, 1.0], [5, -0.448852, -0.564272, 2.51657, 1.0], [6, -0.506141, -0.65157, 2.34585, 1.0], [7, -0.50723, -0.693553, 2.19705, 1.0], [8, -0.0808217, -0.475154, 2.65429, 1.0], [9, 0.0564976, -0.602696, 2.56072, 1.0], [10, 0.142484, -0.661891, 2.41939, 1.0], [11, 0.14083, -0.690827, 2.287, 1.0], [12, -0.254506, -0.780753, 2.68608, 1.0], [13, -0.461528, -0.549928, 2.48448, 1.0], [14, -0.382523, -0.767771, 2.72695, 1.0], [15, -0.406207, -0.745066, 2.58603, 1.0], [16, -0.122271, -0.784218, 2.68822, 1.0], [17, -0.11065, -0.700067, 2.26876, 1.0], [18, 0.145026, -0.688551, 2.29681, 1.0], [19, 0.209875, -0.650746, 2.32116, 1.0], [20, -0.234107, -0.429685, 2.69018, 1.0], [21, -0.516851, -0.705163, 2.1735, 1.0], [22, -0.448283, -0.686998, 2.1812, 1.0], [23, 0.146455, -0.700824, 2.265, 1.0], [24, 0.190947, -0.67617, 2.27641, 1.0]]
[[0, -0.20821, -0.715922, 2.6837, 1.0], [1, -0.222223, -0.561327, 2.68549, 1.0], [2, -0.236564, -0.386415, 2.67615, 1.0], [3, -0.238628, -0.255637, 2.69413, 1.0], [4, -0.371078, -0.467518, 2.63613, 1.0], [5, -0.447805, -0.564973, 2.51847, 1.0], [6, -0.504882, -0.657972, 2.35769, 1.0], [7, -0.502217, -0.706065, 2.19474, 1.0], [8, -0.0812232, -0.476308, 2.65468, 1.0], [9, 0.0503088, -0.60904, 2.56059, 1.0], [10, 0.142843, -0.66325, 2.41865, 1.0], [11, 0.139837, -0.700563, 2.28553, 1.0], [12, -0.272234, -0.706545, 2.65471, 1.0], [13, -0.494729, -0.527662, 2.46099, 1.0], [14, -0.399709, -0.749472, 2.69911, 1.0], [15, -0.420531, -0.731868, 2.55789, 1.0], [16, -0.140004, -0.710931, 2.65882, 1.0], [17, -0.13362, -0.713421, 2.26766, 1.0], [18, 0.141604, -0.68997, 2.30444, 1.0], [19, 0.196742, -0.665939, 2.19413, 1.0], [20, -0.234025, -0.432346, 2.68516, 1.0], [21, -0.522543, -0.716026, 2.1716, 1.0], [22, -0.443732, -0.702148, 2.17562, 1.0], [23, 0.117201, -0.733799, 2.25871, 1.0], [24, 0.186863, -0.684968, 2.27273, 1.0]]
[[0, -0.235896, -0.735208, 2.66946, 1.0], [1, -0.229854, -0.566123, 2.68031, 1.0], [2, -0.236328, -0.394025, 2.67398, 1.0], [3, -0.239778, -0.260843, 2.69317, 1.0], [4, -0.369339, -0.508001, 2.62336, 1.0], [5, -0.465619, -0.607007, 2.48528, 1.0], [6, -0.508601, -0.674088, 2.33901, 1.0], [7, -0.502025, -0.717086, 2.19416, 1.0], [8, -0.0862876, -0.50689, 2.64626, 1.0], [9, 0.0528785, -0.615846, 2.55899, 1.0], [10, 0.138923, -0.674418, 2.42932, 1.0], [11, 0.150139, -0.70749, 2.28416, 1.0], [12, -0.300014, -0.727125, 2.64002, 1.0], [13, -0.494851, -0.523884, 2.45658, 1.0], [14, -0.394476, -0.746698, 2.69532, 1.0], [15, -0.416132, -0.732111, 2.55521, 1.0], [16, -0.167007, -0.728418, 2.64468, 1.0], [17, -0.115705, -0.726342, 2.27009, 1.0], [18, 0.164438, -0.702111, 2.31552, 1.0], [19, 0.17452, -0.66821, 2.2077, 1.0], [20, -0.235136, -0.4381, 2.68064, 1.0], [21, -0.512099, -0.724191, 2.17106, 1.0], [22, -0.441787, -0.713129, 2.17555, 1.0], [23, 0.16198, -0.715152, 2.26451, 1.0], [24, 0.200013, -0.69604, 2.2694, 1.0]]
[[0, -0.238131, -0.737365, 2.66878, 1.0], [1, -0.234934, -0.570374, 2.67689, 1.0], [2, -0.237915, -0.400794, 2.6712, 1.0], [3, -0.240825, -0.269487, 2.69, 1.0], [4, -0.368627, -0.511056, 2.62226, 1.0], [5, -0.465646, -0.607858, 2.48542, 1.0], [6, -0.50704, -0.677932, 2.34024, 1.0], [7, -0.505863, -0.72627, 2.19486, 1.0], [8, -0.08827, -0.51174, 2.64511, 1.0], [9, 0.0522713, -0.615935, 2.55948, 1.0], [10, 0.139648, -0.683064, 2.41427, 1.0], [11, 0.148795, -0.716168, 2.28382, 1.0], [12, -0.301951, -0.729164, 2.6393, 1.0], [13, -0.491824, -0.530427, 2.45768, 1.0], [14, -0.354593, -0.736804, 2.66512, 1.0], [15, -0.386738, -0.726582, 2.52862, 1.0], [16, -0.169472, -0.730544, 2.64375, 1.0], [17, -0.086431, -0.733017, 2.26812, 1.0], [18, 0.191173, -0.706624, 2.31549, 1.0], [19, 0.11612, -0.730535, 2.25775, 1.0], [20, -0.237513, -0.443863, 2.67643, 1.0], [21, -0.519623, -0.73538, 2.16955, 1.0], [22, -0.448224, -0.726782, 2.17333, 1.0], [23, 0.173645, -0.725191, 2.2608, 1.0], [24, 0.202987, -0.706916, 2.27029, 1.0]]
[[0, -0.239385, -0.739606, 2.66618, 1.0], [1, -0.23697, -0.574252, 2.67327, 1.0], [2, -0.238096, -0.408073, 2.66801, 1.0], [3, -0.242002, -0.275441, 2.68884, 1.0], [4, -0.36812, -0.514509, 2.62123, 1.0], [5, -0.468708, -0.619827, 2.47827, 1.0], [6, -0.509831, -0.688947, 2.3322, 1.0], [7, -0.50847, -0.733907, 2.19422, 1.0], [8, -0.0888885, -0.5148, 2.6444, 1.0], [9, 0.0500268, -0.616531, 2.56117, 1.0], [10, 0.140378, -0.688147, 2.41167, 1.0], [11, 0.149471, -0.724483, 2.28215, 1.0], [12, -0.302978, -0.731513, 2.63656, 1.0], [13, -0.439379, -0.451273, 2.61586, 1.0], [14, -0.374389, -0.689904, 2.65614, 1.0], [15, -0.402466, -0.693406, 2.5194, 1.0], [16, -0.170887, -0.732519, 2.64094, 1.0], [17, -0.0840481, -0.737469, 2.26751, 1.0], [18, 0.138979, -0.694157, 2.43103, 1.0], [19, 0.131125, -0.720165, 2.29449, 1.0], [20, -0.23815, -0.449976, 2.67235, 1.0], [21, -0.521733, -0.745203, 2.16723, 1.0], [22, -0.450854, -0.731719, 2.17425, 1.0], [23, 0.167443, -0.731473, 2.25933, 1.0], [24, 0.192918, -0.709519, 2.2714, 1.0]]
[[0, -0.248142, -0.760371, 2.65381, 1.0], [1, -0.241083, -0.583639, 2.66736, 1.0], [2, -0.23818, -0.410881, 2.66684, 1.0], [3, -0.241737, -0.284203, 2.6837, 1.0], [4, -0.367851, -0.517672, 2.62018, 1.0], [5, -0.46683, -0.620837, 2.4833, 1.0], [6, -0.507596, -0.693772, 2.33932, 1.0], [7, -0.509335, -0.745164, 2.19342, 1.0], [8, -0.0894583, -0.517662, 2.64331, 1.0], [9, 0.0472987, -0.618278, 2.56201, 1.0], [10, 0.140945, -0.692544, 2.4113, 1.0], [11, 0.152518, -0.733971, 2.28112, 1.0], [12, -0.330541, -0.758267, 2.62315, 1.0], [13, -0.426021, -0.466202, 2.61702, 1.0], [14, -0.359391, -0.703489, 2.65091, 1.0], [15, -0.389329, -0.707644, 2.51557, 1.0], [16, -0.166446, -0.751822, 2.62714, 1.0], [17, -0.101133, -0.750257, 2.26251, 1.0], [18, 0.139003, -0.695404, 2.43175, 1.0], [19, 0.132815, -0.721796, 2.29603, 1.0], [20, -0.238824, -0.453953, 2.66997, 1.0], [21, -0.519231, -0.756811, 2.16876, 1.0], [22, -0.453413, -0.737726, 2.17244, 1.0], [23, 0.162942, -0.74305, 2.25619, 1.0], [24, 0.204659, -0.723397, 2.2668, 1.0]]
[[0, -0.231625, -0.685434, 2.65758, 1.0], [1, -0.236069, -0.560388, 2.66331, 1.0], [2, -0.237285, -0.412734, 2.66342, 1.0], [3, -0.242713, -0.28704, 2.68553, 1.0], [4, -0.360473, -0.499136, 2.63282, 1.0], [5, -0.467207, -0.620558, 2.48951, 1.0], [6, -0.505335, -0.699278, 2.33745, 1.0], [7, -0.506055, -0.756894, 2.19185, 1.0], [8, -0.102756, -0.504229, 2.64575, 1.0], [9, 0.0361948, -0.615815, 2.56918, 1.0], [10, 0.141251, -0.707803, 2.40817, 1.0], [11, 0.148729, -0.741286, 2.28045, 1.0], [12, -0.294467, -0.676534, 2.6297, 1.0], [13, -0.497661, -0.640222, 2.47246, 1.0], [14, -0.508051, -0.744285, 2.24373, 1.0], [15, -0.498753, -0.727444, 2.1165, 1.0], [16, -0.16377, -0.679518, 2.62801, 1.0], [17, -0.105651, -0.751083, 2.2843, 1.0], [18, 0.137832, -0.699811, 2.43318, 1.0], [19, 0.13352, -0.726554, 2.29494, 1.0], [20, -0.23769, -0.452741, 2.66703, 1.0], [21, -0.520896, -0.766781, 2.16878, 1.0], [22, -0.457749, -0.752706, 2.16758, 1.0], [23, 0.167778, -0.750281, 2.25772, 1.0], [24, 0.191112, -0.726286, 2.26844, 1.0]]
