[[0, -0.245083, -0.450826, 3.08887, 1.0], [1, -0.230463, -0.133466, 3.08174, 1.0], [2, -0.215108, 0.177403, 3.06137, 1.0], [3, -0.196473, 0.328759, 3.04706, 1.0], [4, -0.368357, 0.0951156, 3.04887, 1.0], [5, -0.457275, 0.0484863, 2.82139, 1.0], [6, -0.510425, 0.00427083, 2.58774, 1.0], [7, -0.537547, -0.0169032, 2.46252, 1.0], [8, -0.0615604, 0.083644, 3.07802, 1.0], [9, 0.0632963, 0.0317595, 2.92885, 1.0], [10, 0.16308, 0.0163203, 2.72161, 1.0], [11, 0.232776, -0.018976, 2.55162, 1.0], [12, -0.311931, -0.44269, 3.04365, 1.0], [13, -0.354237, -0.969261, 3.15909, 1.0], [14, -0.381721, -1.27603, 3.13136, 1.0], [15, -0.406147, -1.3648, 3.0354, 1.0], [16, -0.172336, -0.448519, 3.05989, 1.0], [17, -0.159923, -0.978939, 3.16877, 1.0], [18, -0.150351, -1.28705, 3.1646, 1.0], [19, -0.0776978, -1.37305, 3.07422, 1.0], [20, -0.21909, 0.100561, 3.0689, 1.0], [21, -0.556338, -0.0387141, 2.41195, 1.0], [22, -0.608115, -0.0140367, 2.45411, 1.0], [23, 0.250573, -0.0451661, 2.48649, 1.0], [24, 0.27397, -0.00110762, 2.53686, 1.0]]
[[0, -0.245519, -0.463544, 3.09236, 1.0], [1, -0.230566, -0.13584, 3.08306, 1.0], [2, -0.215115, 0.177746, 3.06176, 1.0], [3, -0.196265, 0.329133, 3.04772, 1.0], [4, -0.366407, 0.0971674, 3.04913, 1.0], [5, -0.460125, 0.0723949, 2.80739, 1.0], [6, -0.489688, 0.0460384, 2.55484, 1.0], [7, -0.530542, 0.0361362, 2.45276, 1.0], [8, -0.0647273, 0.083811, 3.07742, 1.0], [9, 0.0740938, 0.0801429, 2.91978, 1.0], [10, 0.158381, 0.0590134, 2.7049, 1.0], [11, 0.221482, 0.0346858, 2.54067, 1.0], [12, -0.312384, -0.454531, 3.05061, 1.0], [13, -0.356054, -0.991654, 3.16554, 1.0], [14, -0.38289, -1.29815, 3.13843, 1.0], [15, -0.405731, -1.36372, 3.0338, 1.0], [16, -0.172744, -0.462346, 3.05964, 1.0], [17, -0.160092, -0.996968, 3.17497, 1.0], [18, -0.15274, -1.30364, 3.17293, 1.0], [19, -0.145407, -1.36689, 3.01998, 1.0], [20, -0.219111, 0.100584, 3.06932, 1.0], [21, -0.567034, 0.0197177, 2.4205, 1.0], [22, -0.610325, 0.0395047, 2.4416, 1.0], [23, 0.251788, 0.0133964, 2.49263, 1.0], [24, 0.271577, 0.0614053, 2.53329, 1.0]]
[[0, -0.244401, -0.471391, 3.09465, 1.0], [1, -0.229941, -0.140054, 3.08517, 1.0], [2, -0.215004, 0.177678, 3.06259, 1.0], [3, -0.198106, 0.315764, 3.05612, 1.0], [4, -0.331526, 0.0373682, 3.03024, 1.0], [5, -0.456632, 0.110655, 2.80204, 1.0], [6, -0.499634, 0.0897049, 2.53969, 1.0], [7, -0.530609, 0.0858949, 2.44802, 1.0], [8, -0.0848982, 0.156745, 3.11252, 1.0], [9, 0.0963052, 0.0401159, 2.95304, 1.0], [10, 0.159575, 0.0589902, 2.71226, 1.0], [11, 0.240849, 0.0859231, 2.53222, 1.0], [12, -0.299843, -0.506772, 3.05357, 1.0], [13, -0.356474, -0.989618, 3.16564, 1.0], [14, -0.383052, -1.2985, 3.13821, 1.0], [15, -0.460205, -1.3623, 3.05273, 1.0], [16, -0.174777, -0.458133, 3.06151, 1.0], [17, -0.160358, -0.997116, 3.17546, 1.0], [18, -0.159447, -1.30887, 3.17563, 1.0], [19, -0.143309, -1.36511, 3.02309, 1.0], [20, -0.218906, 0.0999869, 3.07047, 1.0], [21, -0.566781, 0.0698214, 2.40561, 1.0], [22, -0.604891, 0.0891726, 2.44125, 1.0], [23, 0.27994, 0.06829, 2.48977, 1.0], [24, 0.309973, 0.0852359, 2.5135, 1.0]]
[[0, -0.243605, -0.470273, 3.09454, 1.0], [1, -0.229856, -0.138157, 3.08324, 1.0], [2, -0.216639, 0.184999, 3.05523, 1.0], [3, -0.198153, 0.315999, 3.05637, 1.0], [4, -0.343056, 0.0477011, 3.03039, 1.0], [5, -0.467421, 0.102362, 2.79343, 1.0], [6, -0.45666, 0.102477, 2.52418, 1.0], [7, -0.523466, 0.130957, 2.4488, 1.0], [8, -0.0583821, 0.060123, 3.06198, 1.0], [9, 0.0938541, 0.0770989, 2.91826, 1.0], [10, 0.192579, 0.106625, 2.67001, 1.0], [11, 0.241718, 0.131793, 2.52972, 1.0], [12, -0.305148, -0.463189, 3.04768, 1.0], [13, -0.355392, -0.986099, 3.16599, 1.0], [14, -0.377785, -1.29938, 3.14836, 1.0], [15, -0.416504, -1.35352, 3.02539, 1.0], [16, -0.173849, -0.458147, 3.06172, 1.0], [17, -0.160879, -0.99504, 3.17579, 1.0], [18, -0.160561, -1.31299, 3.17613, 1.0], [19, -0.142529, -1.36514, 3.0204, 1.0], [20, -0.219905, 0.105076, 3.06512, 1.0], [21, -0.566959, 0.112568, 2.40665, 1.0], [22, -0.568653, 0.148967, 2.434, 1.0], [23, 0.267317, 0.108679, 2.48428, 1.0], [24, 0.283305, 0.148874, 2.51727, 1.0]]
[[0, -0.243989, -0.465847, 3.09422, 1.0], [1, -0.228511, -0.139588, 3.0843, 1.0], [2, -0.206774, 0.168035, 3.0647, 1.0], [3, -0.197663, 0.32108, 3.05567, 1.0], [4, -0.358053, 0.0944358, 3.04194, 1.0], [5, -0.47116, 0.116825, 2.79192, 1.0], [6, -0.514821, 0.143039, 2.52612, 1.0], [7, -0.535139, 0.170331, 2.44812, 1.0], [8, -0.0561685, 0.080554, 3.06565, 1.0], [9, 0.0963971, 0.0909868, 2.92592, 1.0], [10, 0.179134, 0.139894, 2.68971, 1.0], [11, 0.247881, 0.172339, 2.53248, 1.0], [12, -0.30669, -0.45899, 3.04801, 1.0], [13, -0.355718, -0.986916, 3.16599, 1.0], [14, -0.378565, -1.2992, 3.14724, 1.0], [15, -0.423954, -1.3591, 3.01887, 1.0], [16, -0.173792, -0.456875, 3.06183, 1.0], [17, -0.158656, -0.868554, 3.14234, 1.0], [18, -0.159806, -1.26573, 3.17237, 1.0], [19, -0.145528, -1.35256, 3.03332, 1.0], [20, -0.213065, 0.0936995, 3.07146, 1.0], [21, -0.577282, 0.153172, 2.41248, 1.0], [22, -0.6099, 0.176214, 2.43983, 1.0], [23, 0.291056, 0.158367, 2.49915, 1.0], [24, 0.309211, 0.168371, 2.51267, 1.0]]
[[0, -0.243187, -0.461362, 3.09336, 1.0], [1, -0.228231, -0.139025, 3.08431, 1.0], [2, -0.207308, 0.169181, 3.06479, 1.0], [3, -0.197453, 0.330228, 3.05332, 1.0], [4, -0.358045, 0.0944364, 3.04186, 1.0], [5, -0.472103, 0.136393, 2.79362, 1.0], [6, -0.523111, 0.172854, 2.53968, 1.0], [7, -0.525649, 0.203654, 2.45455, 1.0], [8, -0.0563695, 0.0803151, 3.06566, 1.0], [9, 0.089275, 0.111484, 2.92329, 1.0], [10, 0.17697, 0.154606, 2.70672, 1.0], [11, 0.253163, 0.20611, 2.53248, 1.0], [12, -0.306705, -0.452953, 3.04792, 1.0], [13, -0.354887, -0.986553, 3.16625, 1.0], [14, -0.378958, -1.2994, 3.14537, 1.0], [15, -0.414347, -1.35678, 3.03678, 1.0], [16, -0.173142, -0.455562, 3.06141, 1.0], [17, -0.158986, -0.866037, 3.14084, 1.0], [18, -0.16112, -1.26795, 3.17393, 1.0], [19, -0.0928021, -1.36434, 3.07267, 1.0], [20, -0.213188, 0.0942276, 3.07155, 1.0], [21, -0.570937, 0.184565, 2.40333, 1.0], [22, -0.598636, 0.211145, 2.4382, 1.0], [23, 0.294844, 0.188875, 2.50042, 1.0], [24, 0.327504, 0.198165, 2.513, 1.0]]
[[0, -0.242902, -0.4601, 3.09338, 1.0], [1, -0.228315, -0.1383, 3.0844, 1.0], [2, -0.209709, 0.172504, 3.06442, 1.0], [3, -0.197153, 0.331628, 3.05251, 1.0], [4, -0.358375, 0.0939595, 3.04202, 1.0], [5, -0.469302, 0.148911, 2.79243, 1.0], [6, -0.528591, 0.191693, 2.53666, 1.0], [7, -0.531576, 0.234885, 2.46086, 1.0], [8, -0.0565331, 0.0799798, 3.06569, 1.0], [9, 0.0915825, 0.117762, 2.92499, 1.0], [10, 0.198703, 0.189616, 2.6839, 1.0], [11, 0.252741, 0.234084, 2.53474, 1.0], [12, -0.306556, -0.44747, 3.04781, 1.0], [13, -0.354608, -0.986023, 3.16643, 1.0], [14, -0.380207, -1.29806, 3.14538, 1.0], [15, -0.409284, -1.36784, 2.99861, 1.0], [16, -0.172844, -0.456038, 3.06177, 1.0], [17, -0.155797, -0.917676, 3.15312, 1.0], [18, -0.161111, -1.31451, 3.18486, 1.0], [19, -0.0845243, -1.37776, 3.0648, 1.0], [20, -0.214466, 0.0961462, 3.07152, 1.0], [21, -0.568804, 0.221835, 2.42141, 1.0], [22, -0.613857, 0.242066, 2.43875, 1.0], [23, 0.307298, 0.217097, 2.50616, 1.0], [24, 0.299181, 0.213705, 2.507, 1.0]]
[[0, -0.243569, -0.464761, 3.09372, 1.0], [1, -0.228131, -0.140466, 3.08456, 1.0], [2, -0.209671, 0.172441, 3.06428, 1.0], [3, -0.197128, 0.331084, 3.05204, 1.0], [4, -0.357896, 0.0949553, 3.04201, 1.0], [5, -0.485183, 0.160381, 2.76594, 1.0], [6, -0.530267, 0.207846, 2.54279, 1.0], [7, -0.531524, 0.259891, 2.46566, 1.0], [8, -0.0566077, 0.0799277, 3.06575, 1.0], [9, 0.0961847, 0.147058, 2.9049, 1.0], [10, 0.189645, 0.205252, 2.7044, 1.0], [11, 0.250822, 0.258413, 2.54109, 1.0], [12, -0.30793, -0.45351, 3.04886, 1.0], [13, -0.34113, -0.857287, 3.13165, 1.0], [14, -0.384153, -1.28889, 3.14726, 1.0], [15, -0.411865, -1.37012, 3.06055, 1.0], [16, -0.173184, -0.462913, 3.06215, 1.0], [17, -0.156139, -0.917274, 3.15313, 1.0], [18, -0.145046, -1.30704, 3.16489, 1.0], [19, -0.13623, -1.35547, 3.04688, 1.0], [20, -0.21441, 0.0958224, 3.07142, 1.0], [21, -0.577181, 0.254833, 2.43432, 1.0], [22, -0.600516, 0.271892, 2.4466, 1.0], [23, 0.335923, 0.242027, 2.5168, 1.0], [24, 0.239061, 0.229281, 2.50285, 1.0]]
[[0, -0.243799, -0.466869, 3.09375, 1.0], [1, -0.22798, -0.141994, 3.0847, 1.0], [2, -0.209637, 0.172282, 3.06424, 1.0], [3, -0.197305, 0.328493, 3.05145, 1.0], [4, -0.358463, 0.0956139, 3.04236, 1.0], [5, -0.485234, 0.162275, 2.79969, 1.0], [6, -0.528892, 0.22806, 2.55237, 1.0], [7, -0.527649, 0.275117, 2.47229, 1.0], [8, -0.0561498, 0.0847788, 3.06707, 1.0], [9, 0.09611, 0.149129, 2.9055, 1.0], [10, 0.186177, 0.20741, 2.71057, 1.0], [11, 0.24897, 0.276781, 2.54541, 1.0], [12, -0.30865, -0.457975, 3.0502, 1.0], [13, -0.348525, -0.900336, 3.13889, 1.0], [14, -0.384289, -1.28852, 3.14737, 1.0], [15, -0.392377, -1.36102, 3.05535, 1.0], [16, -0.173161, -0.464256, 3.06141, 1.0], [17, -0.157297, -0.914702, 3.15324, 1.0], [18, -0.14768, -1.30659, 3.16712, 1.0], [19, -0.149834, -1.36052, 3.05473, 1.0], [20, -0.214352, 0.0953609, 3.07143, 1.0], [21, -0.570189, 0.273503, 2.43607, 1.0], [22, -0.564652, 0.255605, 2.48167, 1.0], [23, 0.292174, 0.273188, 2.52742, 1.0], [24, 0.19939, 0.280019, 2.52777, 1.0]]
[[0, -0.243985, -0.467083, 3.09375, 1.0], [1, -0.227966, -0.142031, 3.08485, 1.0], [2, -0.209454, 0.17276, 3.06447, 1.0], [3, -0.197112, 0.325847, 3.05229, 1.0], [4, -0.359268, 0.0964494, 3.04266, 1.0], [5, -0.48302, 0.166403, 2.82071, 1.0], [6, -0.529668, 0.23298, 2.58501, 1.0], [7, -0.528988, 0.29138, 2.47818, 1.0], [8, -0.0557431, 0.0881487, 3.06808, 1.0], [9, 0.0964415, 0.150899, 2.90651, 1.0], [10, 0.183803, 0.212104, 2.71666, 1.0], [11, 0.247026, 0.288592, 2.55034, 1.0], [12, -0.30903, -0.45856, 3.05017, 1.0], [13, -0.343452, -0.868948, 3.13637, 1.0], [14, -0.384592, -1.28955, 3.14773, 1.0], [15, -0.385614, -1.35997, 3.05117, 1.0], [16, -0.17323, -0.464281, 3.06139, 1.0], [17, -0.158213, -0.911216, 3.15224, 1.0], [18, -0.155567, -1.30921, 3.18213, 1.0], [19, -0.145769, -1.35933, 3.05472, 1.0], [20, -0.214253, 0.0955304, 3.07164, 1.0], [21, -0.552657, 0.30825, 2.45364, 1.0], [22, -0.581786, 0.2848, 2.43867, 1.0], [23, 0.29599, 0.286428, 2.53335, 1.0], [24, 0.193255, 0.287923, 2.52469, 1.0]]
[[0, -0.244115, -0.466834, 3.09336, 1.0], [1, -0.228041, -0.14184, 3.08491, 1.0], [2, -0.209906, 0.17393, 3.06474, 1.0], [3, -0.197503, 0.324589, 3.05295, 1.0], [4, -0.3593, 0.096532, 3.04277, 1.0], [5, -0.479917, 0.168545, 2.83541, 1.0], [6, -0.52785, 0.245327, 2.57494, 1.0], [7, -0.5275, 0.300798, 2.48301, 1.0], [8, -0.0559972, 0.0899075, 3.06844, 1.0], [9, 0.0973394, 0.152633, 2.90693, 1.0], [10, 0.182769, 0.219653, 2.72249, 1.0], [11, 0.246929, 0.295245, 2.55581, 1.0], [12, -0.309145, -0.458582, 3.05013, 1.0], [13, -0.345126, -0.860282, 3.13077, 1.0], [14, -0.384455, -1.29, 3.14819, 1.0], [15, -0.390032, -1.35789, 3.04582, 1.0], [16, -0.173234, -0.46339, 3.06024, 1.0], [17, -0.158549, -0.908243, 3.15108, 1.0], [18, -0.158966, -1.31344, 3.18114, 1.0], [19, -0.142794, -1.3585, 3.05188, 1.0], [20, -0.214552, 0.0962437, 3.07188, 1.0], [21, -0.548774, 0.31455, 2.45394, 1.0], [22, -0.572738, 0.291657, 2.45264, 1.0], [23, 0.293352, 0.300941, 2.53591, 1.0], [24, 0.191459, 0.293225, 2.52956, 1.0]]
