[[0, 0.0126415, -0.405043, 3.34354, 1.0], [1, 0.00304327, -0.0744366, 3.30151, 1.0], [2, -0.00636977, 0.249654, 3.24538, 1.0], [3, -0.00728994, 0.397967, 3.24054, 1.0], [4, -0.147781, 0.176119, 3.2216, 1.0], [5, -0.245608, 0.134023, 3.01866, 1.0], [6, -0.254502, 0.0864166, 2.79934, 1.0], [7, -0.21635, 0.0373793, 2.64489, 1.0], [8, 0.131248, 0.168908, 3.22552, 1.0], [9, 0.20195, 0.0889541, 3.09036, 1.0], [10, 0.0309869, 0.0720713, 2.95045, 1.0], [11, -0.0257473, 0.0665652, 2.90811, 1.0], [12, -0.0509822, -0.398662, 3.30441, 1.0], [13, -0.276235, -0.624968, 3.11084, 1.0], [14, -0.263228, -0.989423, 3.2402, 1.0], [15, -0.167327, -1.08198, 3.16808, 1.0], [16, 0.0759686, -0.401939, 3.30438, 1.0], [17, 0.133851, -0.747619, 3.23452, 1.0], [18, 0.191684, -1.26617, 3.31621, 1.0], [19, 0.19043, -1.28418, 3.1543, 1.0], [20, -0.00404222, 0.169542, 3.26198, 1.0], [21, -0.213496, 0.00796215, 2.58197, 1.0], [22, -0.157101, 0.0375953, 2.63262, 1.0], [23, -0.0256495, 0.0663122, 2.89705, 1.0], [24, -0.0255218, 0.0659822, 2.88264, 1.0]]
[[0, 0.00841398, -0.405075, 3.34718, 1.0], [1, 0.00198954, -0.0738865, 3.29416, 1.0], [2, -0.00636216, 0.249557, 3.23812, 1.0], [3, -0.0069481, 0.39618, 3.22673, 1.0], [4, -0.143013, 0.190823, 3.21832, 1.0], [5, -0.211966, 0.160734, 3.03394, 1.0], [6, -0.225061, 0.121183, 2.83027, 1.0], [7, -0.207839, 0.0814959, 2.63093, 1.0], [8, 0.130837, 0.162754, 3.21354, 1.0], [9, 0.199848, 0.130902, 3.07234, 1.0], [10, 0.234151, 0.10447, 2.86912, 1.0], [11, 0.241078, 0.076051, 2.62416, 1.0], [12, -0.0543975, -0.393133, 3.3139, 1.0], [13, -0.219134, -0.618934, 3.11697, 1.0], [14, -0.112735, -0.782172, 3.31861, 1.0], [15, -0.12917, -0.863193, 3.31113, 1.0], [16, 0.0706736, -0.408856, 3.31278, 1.0], [17, 0.137932, -0.831456, 3.34898, 1.0], [18, 0.157553, -1.14213, 3.30855, 1.0], [19, 0.164173, -1.23374, 3.20156, 1.0], [20, -0.00412744, 0.169506, 3.25364, 1.0], [21, -0.190133, 0.0516577, 2.59145, 1.0], [22, -0.164245, 0.0830542, 2.62183, 1.0], [23, 0.224646, 0.0409694, 2.57956, 1.0], [24, 0.276469, 0.0632104, 2.59642, 1.0]]
[[0, -0.000189688, -0.38886, 3.26061, 1.0], [1, -0.00186351, -0.0679879, 3.26469, 1.0], [2, -0.00636005, 0.249498, 3.23572, 1.0], [3, -0.00255844, 0.373595, 3.23379, 1.0], [4, -0.136815, 0.203376, 3.2206, 1.0], [5, -0.154276, 0.178715, 3.03797, 1.0], [6, -0.19576, 0.154003, 2.83868, 1.0], [7, -0.210615, 0.128394, 2.62979, 1.0], [8, 0.125308, 0.192103, 3.22011, 1.0], [9, 0.176581, 0.163348, 3.05463, 1.0], [10, 0.212249, 0.130498, 2.85538, 1.0], [11, 0.249337, 0.119238, 2.61832, 1.0], [12, -0.0629783, -0.381468, 3.22649, 1.0], [13, -0.15901, -0.681313, 3.23882, 1.0], [14, -0.136027, -0.938088, 3.36294, 1.0], [15, -0.146576, -0.838781, 3.31571, 1.0], [16, 0.0626014, -0.388345, 3.22843, 1.0], [17, 0.131113, -0.791462, 3.33049, 1.0], [18, 0.162545, -1.20641, 3.31571, 1.0], [19, 0.144072, -1.26125, 3.17983, 1.0], [20, -0.00435513, 0.169912, 3.24962, 1.0], [21, -0.210693, 0.109078, 2.60634, 1.0], [22, -0.166683, 0.111216, 2.606, 1.0], [23, 0.281527, 0.0964916, 2.58363, 1.0], [24, 0.307998, 0.117014, 2.62429, 1.0]]
[[0, -0.000119274, -0.388621, 3.26467, 1.0], [1, -0.00225772, -0.0665556, 3.26529, 1.0], [2, -0.00642076, 0.249919, 3.23784, 1.0], [3, -0.00314002, 0.372405, 3.23805, 1.0], [4, -0.135746, 0.206414, 3.2286, 1.0], [5, -0.162232, 0.190698, 3.03518, 1.0], [6, -0.210298, 0.183428, 2.82356, 1.0], [7, -0.225499, 0.167881, 2.63436, 1.0], [8, 0.12539, 0.135963, 3.20979, 1.0], [9, 0.201176, 0.132343, 3.02033, 1.0], [10, 0.209918, 0.145521, 2.80354, 1.0], [11, 0.243397, 0.162417, 2.61229, 1.0], [12, -0.0613097, -0.374038, 3.22917, 1.0], [13, -0.150707, -0.676474, 3.23844, 1.0], [14, -0.132057, -0.922801, 3.35899, 1.0], [15, -0.168059, -0.827038, 3.32686, 1.0], [16, 0.0620964, -0.390051, 3.23095, 1.0], [17, 0.131023, -0.793171, 3.33214, 1.0], [18, 0.160247, -1.20757, 3.31883, 1.0], [19, 0.143406, -1.25919, 3.17703, 1.0], [20, -0.00467486, 0.170918, 3.25097, 1.0], [21, -0.227307, 0.159759, 2.60443, 1.0], [22, -0.181322, 0.164125, 2.60407, 1.0], [23, 0.264219, 0.146282, 2.58759, 1.0], [24, 0.284112, 0.153699, 2.60067, 1.0]]
[[0, -8.33691e-05, -0.386904, 3.26728, 1.0], [1, -0.00175754, -0.0668419, 3.26457, 1.0], [2, -0.00446526, 0.246116, 3.23645, 1.0], [3, -0.00297757, 0.377671, 3.23851, 1.0], [4, -0.135557, 0.188166, 3.22618, 1.0], [5, -0.213604, 0.164933, 3.00584, 1.0], [6, -0.238216, 0.178682, 2.77752, 1.0], [7, -0.227417, 0.204751, 2.63026, 1.0], [8, 0.125671, 0.136071, 3.2105, 1.0], [9, 0.192465, 0.155547, 3.02272, 1.0], [10, 0.236393, 0.162019, 2.81303, 1.0], [11, 0.245251, 0.206601, 2.61323, 1.0], [12, -0.0612751, -0.372704, 3.23126, 1.0], [13, -0.141378, -0.677881, 3.24245, 1.0], [14, -0.129246, -0.918337, 3.35994, 1.0], [15, -0.175432, -0.82369, 3.33032, 1.0], [16, 0.0619964, -0.389438, 3.23269, 1.0], [17, 0.130982, -0.793413, 3.33307, 1.0], [18, 0.164745, -1.20975, 3.3207, 1.0], [19, 0.196236, -1.26219, 3.17731, 1.0], [20, -0.00322788, 0.168131, 3.2482, 1.0], [21, -0.21827, 0.202694, 2.60312, 1.0], [22, -0.173221, 0.211626, 2.6055, 1.0], [23, 0.297641, 0.191085, 2.57131, 1.0], [24, 0.311491, 0.207351, 2.599, 1.0]]
[[0, -7.52277e-05, -0.378402, 3.26862, 1.0], [1, -0.00135218, -0.0651175, 3.26431, 1.0], [2, -0.00390797, 0.245815, 3.23712, 1.0], [3, -0.004868, 0.393072, 3.23493, 1.0], [4, -0.136011, 0.179243, 3.224, 1.0], [5, -0.214718, 0.194942, 2.99881, 1.0], [6, -0.220406, 0.214102, 2.76539, 1.0], [7, -0.217527, 0.247047, 2.62754, 1.0], [8, 0.125728, 0.139757, 3.21128, 1.0], [9, 0.194221, 0.166933, 3.02438, 1.0], [10, 0.23793, 0.1976, 2.79656, 1.0], [11, 0.248843, 0.249059, 2.61582, 1.0], [12, -0.0613564, -0.368358, 3.23276, 1.0], [13, -0.139054, -0.675868, 3.24104, 1.0], [14, -0.128717, -0.911744, 3.35601, 1.0], [15, -0.166083, -0.813704, 3.32939, 1.0], [16, 0.0617244, -0.378739, 3.23295, 1.0], [17, 0.129589, -0.785411, 3.3311, 1.0], [18, 0.162996, -1.1985, 3.32429, 1.0], [19, 0.135498, -1.25943, 3.18509, 1.0], [20, -0.00285991, 0.168203, 3.24857, 1.0], [21, -0.165943, 0.225304, 2.58499, 1.0], [22, -0.21701, 0.27649, 2.6053, 1.0], [23, 0.26694, 0.2465, 2.58919, 1.0], [24, 0.309113, 0.246349, 2.59243, 1.0]]
[[0, -0.00103442, -0.374511, 3.26949, 1.0], [1, -0.00286582, -0.0623339, 3.26398, 1.0], [2, -0.00510339, 0.246563, 3.23791, 1.0], [3, -0.00541635, 0.396132, 3.2345, 1.0], [4, -0.136225, 0.177363, 3.22319, 1.0], [5, -0.230338, 0.191615, 3.009, 1.0], [6, -0.240788, 0.230241, 2.77476, 1.0], [7, -0.226597, 0.284554, 2.63102, 1.0], [8, 0.125567, 0.14198, 3.21135, 1.0], [9, 0.226018, 0.190671, 3.01484, 1.0], [10, 0.262878, 0.222992, 2.78242, 1.0], [11, 0.252704, 0.287103, 2.62832, 1.0], [12, -0.0622212, -0.365097, 3.23398, 1.0], [13, -0.138401, -0.674305, 3.2406, 1.0], [14, -0.128664, -0.907295, 3.35337, 1.0], [15, -0.149935, -0.805733, 3.31674, 1.0], [16, 0.0606083, -0.374906, 3.23306, 1.0], [17, 0.128867, -0.783207, 3.33046, 1.0], [18, 0.162922, -1.19789, 3.32574, 1.0], [19, 0.116644, -1.25804, 3.19585, 1.0], [20, -0.0042633, 0.169513, 3.24875, 1.0], [21, -0.202154, 0.284743, 2.60528, 1.0], [22, -0.276267, 0.283128, 2.60325, 1.0], [23, 0.250135, 0.296809, 2.60109, 1.0], [24, 0.307301, 0.287965, 2.64527, 1.0]]
[[0, -0.00134213, -0.372127, 3.26987, 1.0], [1, -0.00257614, -0.0608029, 3.26382, 1.0], [2, -0.00449325, 0.246971, 3.23842, 1.0], [3, -0.00568416, 0.395797, 3.23465, 1.0], [4, -0.136661, 0.175714, 3.22279, 1.0], [5, -0.231404, 0.193001, 3.0105, 1.0], [6, -0.246911, 0.259863, 2.78063, 1.0], [7, -0.223761, 0.321228, 2.63687, 1.0], [8, 0.125712, 0.14304, 3.21114, 1.0], [9, 0.225142, 0.197808, 3.01521, 1.0], [10, 0.252687, 0.256217, 2.78414, 1.0], [11, 0.246216, 0.32513, 2.63452, 1.0], [12, -0.0624699, -0.363054, 3.23455, 1.0], [13, -0.137503, -0.673621, 3.24008, 1.0], [14, -0.12758, -0.904181, 3.35188, 1.0], [15, -0.152877, -0.807909, 3.31852, 1.0], [16, 0.0601635, -0.372488, 3.23297, 1.0], [17, 0.127778, -0.782345, 3.32977, 1.0], [18, 0.162376, -1.19889, 3.32593, 1.0], [19, 0.100525, -1.24902, 3.25586, 1.0], [20, -0.00376577, 0.17019, 3.2489, 1.0], [21, -0.179369, 0.32931, 2.60609, 1.0], [22, -0.260612, 0.336358, 2.6151, 1.0], [23, 0.244179, 0.343036, 2.60905, 1.0], [24, 0.318113, 0.330351, 2.617, 1.0]]
[[0, -0.00108696, -0.370759, 3.27036, 1.0], [1, -0.00271616, -0.0590235, 3.26354, 1.0], [2, -0.00483998, 0.248177, 3.23859, 1.0], [3, -0.00600094, 0.390789, 3.23343, 1.0], [4, -0.138002, 0.173321, 3.22202, 1.0], [5, -0.234395, 0.202895, 3.01483, 1.0], [6, -0.245485, 0.278301, 2.78093, 1.0], [7, -0.239299, 0.353038, 2.65477, 1.0], [8, 0.127236, 0.154304, 3.20746, 1.0], [9, 0.229569, 0.216398, 2.98747, 1.0], [10, 0.256045, 0.294452, 2.77908, 1.0], [11, 0.252731, 0.36532, 2.64318, 1.0], [12, -0.0623446, -0.362826, 3.23499, 1.0], [13, -0.137536, -0.674279, 3.23988, 1.0], [14, -0.127928, -0.903114, 3.35084, 1.0], [15, -0.153418, -0.806037, 3.31946, 1.0], [16, 0.0604285, -0.369229, 3.2331, 1.0], [17, 0.127467, -0.780515, 3.32942, 1.0], [18, 0.161738, -1.20043, 3.32726, 1.0], [19, 0.147875, -1.24939, 3.18632, 1.0], [20, -0.00415328, 0.171801, 3.24864, 1.0], [21, -0.22574, 0.373744, 2.62671, 1.0], [22, -0.294231, 0.359938, 2.63025, 1.0], [23, 0.25261, 0.383936, 2.61982, 1.0], [24, 0.323986, 0.367711, 2.60962, 1.0]]
[[0, -0.000794778, -0.369437, 3.27003, 1.0], [1, -0.00297305, -0.0572544, 3.26241, 1.0], [2, -0.00547593, 0.249538, 3.238, 1.0], [3, -0.00582157, 0.385504, 3.23298, 1.0], [4, -0.139726, 0.169675, 3.21776, 1.0], [5, -0.239173, 0.23682, 2.99136, 1.0], [6, -0.251792, 0.300629, 2.79692, 1.0], [7, -0.224734, 0.38877, 2.65807, 1.0], [8, 0.127741, 0.162237, 3.20516, 1.0], [9, 0.235094, 0.232632, 2.98369, 1.0], [10, 0.258898, 0.323438, 2.76144, 1.0], [11, 0.253321, 0.39409, 2.65515, 1.0], [12, -0.062062, -0.362292, 3.23476, 1.0], [13, -0.137155, -0.674505, 3.24006, 1.0], [14, -0.127324, -0.901733, 3.35059, 1.0], [15, -0.147808, -0.804474, 3.31173, 1.0], [16, 0.0605962, -0.36728, 3.23265, 1.0], [17, 0.127209, -0.779698, 3.32911, 1.0], [18, 0.161673, -1.20033, 3.32714, 1.0], [19, 0.163995, -1.25942, 3.19368, 1.0], [20, -0.00480517, 0.173507, 3.24753, 1.0], [21, -0.198174, 0.405167, 2.62777, 1.0], [22, -0.272941, 0.402174, 2.64233, 1.0], [23, 0.2878, 0.412844, 2.61427, 1.0], [24, 0.312944, 0.400796, 2.6265, 1.0]]
[[0, -0.000654605, -0.369862, 3.27296, 1.0], [1, -0.00268988, -0.0571822, 3.26381, 1.0], [2, -0.00510502, 0.249892, 3.23843, 1.0], [3, -0.00578298, 0.386346, 3.23553, 1.0], [4, -0.140448, 0.168338, 3.21734, 1.0], [5, -0.244143, 0.242085, 2.99412, 1.0], [6, -0.242065, 0.354601, 2.78362, 1.0], [7, -0.230305, 0.420387, 2.68029, 1.0], [8, 0.126668, 0.15671, 3.20619, 1.0], [9, 0.239883, 0.248004, 2.97846, 1.0], [10, 0.257276, 0.355207, 2.76678, 1.0], [11, 0.249042, 0.426984, 2.66979, 1.0], [12, -0.0619659, -0.362526, 3.23687, 1.0], [13, -0.140194, -0.68047, 3.24058, 1.0], [14, -0.128748, -0.894657, 3.34626, 1.0], [15, -0.141814, -0.807237, 3.31226, 1.0], [16, 0.0607632, -0.367845, 3.23443, 1.0], [17, 0.129411, -0.787953, 3.33243, 1.0], [18, 0.148599, -1.11928, 3.30256, 1.0], [19, 0.132333, -1.20042, 3.2162, 1.0], [20, -0.00441986, 0.173866, 3.24793, 1.0], [21, -0.209684, 0.448261, 2.63897, 1.0], [22, -0.292255, 0.426349, 2.64367, 1.0], [23, 0.254579, 0.455036, 2.63547, 1.0], [24, 0.306678, 0.439231, 2.62771, 1.0]]
