[[0, 0.1144571, -0.5084039, 2.085936, 1], [1, 0.1252284, -0.2771257, 2.141481, 1], [2, 0.1353163, -0.05247431, 2.187008, 1], [3, 0.1416759, 0.08973249, 2.164531, 1], [4, -0.04440362, -0.1340336, 2.15746, 1], [5, -0.1097065, -0.3456976, 2.111257, 1], [6, 0.02336518, -0.3380524, 1.884658, 1], [7, 0.09646735, -0.3240318, 1.796856, 1], [8, 0.2982383, -0.1407163, 2.154102, 1], [9, 0.3089236, -0.3621415, 2.012163, 1], [10, 0.1590375, -0.3359883, 1.850933, 1], [11, 0.1155946, -0.3245467, 1.796117, 1], [12, 0.03109811, -0.4996327, 2.059171, 1], [13, -0.04931357, -0.5440302, 1.736265, 1], [14, -0.02577404, -0.8997114, 1.662269, 1], [15, -0.02566465, -0.9327892, 1.528999, 1], [16, 0.194646, -0.503495, 2.056351, 1], [17, 0.2273993, -0.5474235, 1.720265, 1], [18, 0.1969156, -0.9499936, 1.624553, 1], [19, 0.193692, -0.9823323, 1.491873, 1], [20, 0.1327782, -0.1089701, 2.178203, 1], [21, 0.1539705, -0.3253446, 1.763262, 1], [22, 0.08958361, -0.2743746, 1.779697, 1], [23, 0.06990795, -0.3093701, 1.773453, 1], [24, 0.1510022, -0.325753, 1.764472, 1]]
[[0, 0.1129165, -0.5095738, 2.08966, 1], [1, 0.124279, -0.2776693, 2.143105, 1], [2, 0.134863, -0.05240901, 2.187267, 1], [3, 0.1413734, 0.09017257, 2.164821, 1], [4, -0.04441808, -0.1336906, 2.157084, 1], [5, -0.1042684, -0.3050528, 2.082794, 1], [6, 0.02672492, -0.3370338, 1.875706, 1], [7, 0.09522937, -0.3261891, 1.802519, 1], [8, 0.2977569, -0.1407253, 2.154026, 1], [9, 0.3095998, -0.3625558, 2.012893, 1], [10, 0.1593537, -0.3397461, 1.847698, 1], [11, 0.1196283, -0.3266911, 1.801954, 1], [12, 0.02928202, -0.500551, 2.062988, 1], [13, -0.0494523, -0.5443591, 1.736428, 1], [14, -0.02574109, -0.899712, 1.662129, 1], [15, -0.02551709, -0.9326302, 1.528792, 1], [16, 0.1934373, -0.504881, 2.059964, 1], [17, 0.2272867, -0.547563, 1.720263, 1], [18, 0.1969315, -0.9489244, 1.624428, 1], [19, 0.1938218, -0.9811156, 1.491672, 1], [20, 0.1322975, -0.1088975, 2.17857, 1], [21, 0.1438772, -0.3284285, 1.772015, 1], [22, 0.1012208, -0.2774969, 1.790822, 1], [23, 0.07599954, -0.3130611, 1.776293, 1], [24, 0.114129, -0.2776844, 1.801424, 1]]
[[0, 0.1125319, -0.5103873, 2.091343, 1], [1, 0.1236934, -0.2780827, 2.14434, 1], [2, 0.1342018, -0.05222966, 2.187828, 1], [3, 0.1410946, 0.09055226, 2.165324, 1], [4, -0.04456483, -0.133416, 2.155985, 1], [5, -0.104838, -0.3047743, 2.081915, 1], [6, 0.02552807, -0.3363127, 1.87232, 1], [7, 0.09303179, -0.3282989, 1.804329, 1], [8, 0.2972304, -0.1404951, 2.153952, 1], [9, 0.3357818, -0.3787261, 2.07503, 1], [10, 0.1749596, -0.3445524, 1.869906, 1], [11, 0.0916801, -0.3227253, 1.796306, 1], [12, 0.02886992, -0.501255, 2.064285, 1], [13, -0.04967267, -0.5447314, 1.73659, 1], [14, -0.02593633, -0.9001839, 1.662385, 1], [15, -0.1021661, -0.9346802, 1.680829, 1], [16, 0.1931221, -0.5057878, 2.062071, 1], [17, 0.2271335, -0.547456, 1.720263, 1], [18, 0.1970284, -0.948154, 1.624394, 1], [19, 0.1942432, -0.9802974, 1.49161, 1], [20, 0.1317028, -0.1087516, 2.179173, 1], [21, 0.1348107, -0.3319085, 1.774075, 1], [22, 0.1084959, -0.2823774, 1.795962, 1], [23, 0.07629706, -0.3161841, 1.773081, 1], [24, 0.1061474, -0.2851679, 1.7831, 1]]
[[0, 0.1127703, -0.5111232, 2.093301, 1], [1, 0.1234607, -0.2785468, 2.145275, 1], [2, 0.1337764, -0.05230768, 2.187993, 1], [3, 0.1406739, 0.09074107, 2.165748, 1], [4, -0.04449502, -0.1333349, 2.155614, 1], [5, -0.1062493, -0.3080286, 2.077608, 1], [6, 0.02556732, -0.3367221, 1.871467, 1], [7, 0.09195418, -0.3303109, 1.806889, 1], [8, 0.2965955, -0.1402393, 2.154109, 1], [9, 0.3355184, -0.346429, 2.092915, 1], [10, 0.175481, -0.3320406, 1.884875, 1], [11, 0.08917548, -0.3236223, 1.799338, 1], [12, 0.02886812, -0.5021131, 2.066104, 1], [13, -0.04974324, -0.5450069, 1.736709, 1], [14, -0.02613697, -0.9002836, 1.662398, 1], [15, -0.1022928, -0.9358996, 1.679698, 1], [16, 0.1936178, -0.5063858, 2.064174, 1], [17, 0.2270683, -0.547576, 1.720261, 1], [18, 0.1971161, -0.9476542, 1.624474, 1], [19, 0.1944711, -0.9797331, 1.491657, 1], [20, 0.1313605, -0.1088258, 2.179415, 1], [21, 0.131007, -0.3314515, 1.775529, 1], [22, 0.1082473, -0.2847103, 1.798107, 1], [23, 0.07993764, -0.3188692, 1.77587, 1], [24, 0.05357865, -0.3099799, 1.814882, 1]]
[[0, 0.1129789, -0.5113894, 2.094029, 1], [1, 0.1234052, -0.2787297, 2.145727, 1], [2, 0.1335563, -0.05229199, 2.188102, 1], [3, 0.1403679, 0.09082033, 2.165786, 1], [4, -0.04411894, -0.1328089, 2.153633, 1], [5, -0.1122266, -0.3336015, 2.091988, 1], [6, 0.02582605, -0.3376972, 1.871982, 1], [7, 0.09331019, -0.3316595, 1.807268, 1], [8, 0.2961441, -0.1399181, 2.154233, 1], [9, 0.3354931, -0.3463327, 2.092966, 1], [10, 0.1798534, -0.3481193, 1.884578, 1], [11, 0.1158979, -0.3352802, 1.806065, 1], [12, 0.02889609, -0.5024292, 2.066707, 1], [13, -0.04978517, -0.5451166, 1.73673, 1], [14, -0.02629502, -0.9003367, 1.662352, 1], [15, -0.1021309, -0.9386079, 1.676968, 1], [16, 0.1940451, -0.5065905, 2.065058, 1], [17, 0.2270071, -0.5476039, 1.720222, 1], [18, 0.1968688, -0.9473421, 1.624141, 1], [19, 0.1949257, -0.9793943, 1.491315, 1], [20, 0.1311924, -0.1088123, 2.179557, 1], [21, 0.1289678, -0.3307653, 1.774412, 1], [22, 0.1053622, -0.2844191, 1.806577, 1], [23, 0.08729821, -0.3222106, 1.775769, 1], [24, 0.1335497, -0.2944821, 1.804949, 1]]
[[0, 0.1129496, -0.511642, 2.094492, 1], [1, 0.1232577, -0.2789092, 2.14608, 1], [2, 0.133303, -0.05227423, 2.188209, 1], [3, 0.140022, 0.09079029, 2.166251, 1], [4, -0.04424637, -0.1328162, 2.152954, 1], [5, -0.1061771, -0.320098, 2.075367, 1], [6, 0.02242718, -0.3435922, 1.88284, 1], [7, 0.09727146, -0.3341362, 1.805277, 1], [8, 0.2956038, -0.1399336, 2.15457, 1], [9, 0.3346393, -0.3455969, 2.092831, 1], [10, 0.1767563, -0.3482301, 1.882704, 1], [11, 0.1142369, -0.3366271, 1.804523, 1], [12, 0.02875851, -0.5027071, 2.066996, 1], [13, -0.04983977, -0.5452797, 1.736816, 1], [14, -0.02624044, -0.9003798, 1.662465, 1], [15, -0.102403, -0.9385239, 1.676615, 1], [16, 0.1941554, -0.5068147, 2.065758, 1], [17, 0.2269863, -0.5476362, 1.720223, 1], [18, 0.1966286, -0.9471661, 1.624288, 1], [19, 0.1950172, -0.9792049, 1.491457, 1], [20, 0.1309777, -0.1088021, 2.179697, 1], [21, 0.1306968, -0.3361332, 1.772639, 1], [22, 0.1074656, -0.2887037, 1.804576, 1], [23, 0.09005419, -0.3282602, 1.774737, 1], [24, 0.1281897, -0.2911703, 1.810462, 1]]
[[0, 0.1125167, -0.5121604, 2.094826, 1], [1, 0.1225258, -0.2793722, 2.14647, 1], [2, 0.1321208, -0.05242221, 2.188417, 1], [3, 0.1397579, 0.09085927, 2.166177, 1], [4, -0.04430904, -0.13267, 2.152717, 1], [5, -0.1086577, -0.3342905, 2.08835, 1], [6, 0.0218272, -0.3459779, 1.893967, 1], [7, 0.1015093, -0.3330957, 1.799976, 1], [8, 0.2954667, -0.1399584, 2.154748, 1], [9, 0.3345833, -0.3464516, 2.093261, 1], [10, 0.175354, -0.3477133, 1.884155, 1], [11, 0.1140416, -0.3372, 1.800805, 1], [12, 0.02843869, -0.5031722, 2.06747, 1], [13, -0.04983544, -0.545273, 1.736821, 1], [14, -0.02629807, -0.9004835, 1.662585, 1], [15, -0.1016296, -0.9402762, 1.676135, 1], [16, 0.1935834, -0.507404, 2.065942, 1], [17, 0.2269254, -0.5470374, 1.720712, 1], [18, 0.1964027, -0.9466097, 1.624602, 1], [19, 0.1949457, -0.9786483, 1.491765, 1], [20, 0.129936, -0.108971, 2.17994, 1], [21, 0.1287021, -0.3313911, 1.769093, 1], [22, 0.1091916, -0.2870545, 1.811652, 1], [23, 0.0913966, -0.3254461, 1.769405, 1], [24, 0.1313437, -0.2920943, 1.80662, 1]]
[[0, 0.1124361, -0.5125539, 2.095092, 1], [1, 0.1222583, -0.2796322, 2.146616, 1], [2, 0.1315057, -0.05248126, 2.188328, 1], [3, 0.1393268, 0.09065995, 2.166277, 1], [4, -0.04434022, -0.1328445, 2.152216, 1], [5, -0.1084659, -0.3361195, 2.090786, 1], [6, 0.02158561, -0.3475989, 1.899373, 1], [7, 0.1023715, -0.3348942, 1.795637, 1], [8, 0.2947132, -0.1401892, 2.154297, 1], [9, 0.3344676, -0.3473962, 2.093091, 1], [10, 0.175445, -0.3480028, 1.883822, 1], [11, 0.1120475, -0.3347678, 1.796695, 1], [12, 0.02828853, -0.5036578, 2.067889, 1], [13, -0.0496844, -0.5449841, 1.736687, 1], [14, -0.02737283, -0.9011393, 1.662582, 1], [15, -0.02545588, -0.9338503, 1.52918, 1], [16, 0.193556, -0.5077007, 2.066074, 1], [17, 0.2268947, -0.5471895, 1.720685, 1], [18, 0.1963793, -0.9467058, 1.624543, 1], [19, 0.1949449, -0.9787285, 1.491701, 1], [20, 0.1294387, -0.1090487, 2.179916, 1], [21, 0.1300806, -0.3379951, 1.764188, 1], [22, 0.1165092, -0.2879393, 1.801539, 1], [23, 0.08658302, -0.3298365, 1.767515, 1], [24, 0.1100378, -0.2857613, 1.806722, 1]]
[[0, 0.1120906, -0.5131116, 2.095464, 1], [1, 0.1221414, -0.2798866, 2.146758, 1], [2, 0.1314974, -0.0524951, 2.188313, 1], [3, 0.1388918, 0.09065549, 2.166085, 1], [4, -0.04438324, -0.1329729, 2.152062, 1], [5, -0.1078655, -0.3363059, 2.090966, 1], [6, 0.02184938, -0.3477135, 1.902107, 1], [7, 0.1009918, -0.3352453, 1.790219, 1], [8, 0.2938006, -0.1398972, 2.154165, 1], [9, 0.33294, -0.3452627, 2.091916, 1], [10, 0.1758555, -0.3460936, 1.881164, 1], [11, 0.1096611, -0.3344891, 1.789033, 1], [12, 0.02794332, -0.5044096, 2.068522, 1], [13, -0.04966658, -0.5450362, 1.736628, 1], [14, -0.02760929, -0.9012489, 1.662582, 1], [15, -0.02572467, -0.9339418, 1.529173, 1], [16, 0.1932285, -0.5080887, 2.066232, 1], [17, 0.2268995, -0.547098, 1.720759, 1], [18, 0.1965676, -0.9466807, 1.625126, 1], [19, 0.1950954, -0.9786907, 1.492273, 1], [20, 0.1294196, -0.109073, 2.179912, 1], [21, 0.1257033, -0.336103, 1.760634, 1], [22, 0.08709306, -0.2950579, 1.773896, 1], [23, 0.08732361, -0.3280428, 1.759367, 1], [24, 0.106323, -0.2849367, 1.803117, 1]]
[[0, 0.1121444, -0.5133321, 2.09551, 1], [1, 0.1220603, -0.280051, 2.146864, 1], [2, 0.1312558, -0.05253241, 2.188402, 1], [3, 0.1385268, 0.09037373, 2.166008, 1], [4, -0.04426626, -0.133256, 2.151631, 1], [5, -0.08984293, -0.3147341, 2.067142, 1], [6, 0.02193748, -0.3478248, 1.903706, 1], [7, 0.09926789, -0.3350459, 1.782773, 1], [8, 0.2926768, -0.1396123, 2.153733, 1], [9, 0.3322909, -0.343957, 2.090328, 1], [10, 0.1759647, -0.3446445, 1.879, 1], [11, 0.1088406, -0.332997, 1.782527, 1], [12, 0.02796924, -0.5047357, 2.068624, 1], [13, -0.04968684, -0.545054, 1.736617, 1], [14, -0.02749175, -0.9012204, 1.662632, 1], [15, -0.1006979, -0.9449987, 1.674501, 1], [16, 0.1932957, -0.5082192, 2.066228, 1], [17, 0.2268979, -0.5469742, 1.720837, 1], [18, 0.1957847, -0.946437, 1.624697, 1], [19, 0.1942686, -0.9784464, 1.491843, 1], [20, 0.129224, -0.1091226, 2.179998, 1], [21, 0.1280606, -0.338046, 1.75125, 1], [22, 0.1109927, -0.2889385, 1.7835, 1], [23, 0.08654203, -0.3266146, 1.754356, 1], [24, 0.1244164, -0.2881674, 1.782778, 1]]
[[0, 0.1122485, -0.513351, 2.095553, 1], [1, 0.1220513, -0.2801518, 2.146895, 1], [2, 0.131054, -0.05274367, 2.188341, 1], [3, 0.138075, 0.09013426, 2.165934, 1], [4, -0.0440915, -0.1333196, 2.151304, 1], [5, -0.08815615, -0.3134917, 2.065821, 1], [6, 0.0232916, -0.3478937, 1.901298, 1], [7, 0.09945299, -0.3348402, 1.773528, 1], [8, 0.2919667, -0.1386854, 2.153028, 1], [9, 0.3323895, -0.3440481, 2.088326, 1], [10, 0.1775273, -0.3418798, 1.875901, 1], [11, 0.1075643, -0.3311169, 1.772996, 1], [12, 0.02804277, -0.5047767, 2.068643, 1], [13, -0.04960358, -0.5450421, 1.736552, 1], [14, -0.0272981, -0.9015235, 1.6628, 1], [15, -0.1006581, -0.9442924, 1.675902, 1], [16, 0.1934379, -0.5082021, 2.06629, 1], [17, 0.2268347, -0.5467507, 1.720934, 1], [18, 0.1957982, -0.9461833, 1.624475, 1], [19, 0.1940577, -0.9781942, 1.491618, 1], [20, 0.1290863, -0.1092737, 2.179969, 1], [21, 0.123845, -0.3344041, 1.74388, 1], [22, 0.09682936, -0.2885602, 1.760686, 1], [23, 0.08598962, -0.3238702, 1.745228, 1], [24, 0.1107879, -0.279922, 1.777679, 1]]
