[[0, 0.015014, 0.02050807, 1.962233, 1], [1, 0.008143025, 0.3318504, 1.900274, 1], [2, 0.0003201387, 0.6300445, 1.826171, 1], [3, -0.01968085, 0.7531926, 1.782433, 1], [4, -0.1529943, 0.5039415, 1.80673, 1], [5, -0.2131346, 0.2390567, 1.847175, 1], [6, -0.2782865, 0.03242216, 1.814415, 1], [7, -0.3225193, -0.03530575, 1.803811, 1], [8, 0.1668971, 0.54471, 1.841798, 1], [9, 0.2351863, 0.2794003, 1.887273, 1], [10, 0.2953346, 0.04080306, 1.739239, 1], [11, 0.3022002, -0.0002573538, 1.68237, 1], [12, -0.05609011, 0.02099757, 1.917571, 1], [13, -0.07374398, -0.3777177, 2.014829, 1], [14, -0.07260682, -0.7007865, 2.083822, 1], [15, -0.09127873, -0.7472457, 1.995559, 1], [16, 0.08524084, 0.01932137, 1.931678, 1], [17, 0.1458993, -0.4400197, 2.026031, 1], [18, 0.2359863, -0.7107954, 2.031778, 1], [19, 0.2322781, -0.7516774, 1.935423, 1], [20, 0.002295431, 0.5574138, 1.846828, 1], [21, -0.3558786, -0.1181332, 1.80808, 1], [22, -0.316179, -0.06770809, 1.8045, 1], [23, 0.3099171, -0.08728868, 1.590226, 1], [24, 0.3366797, 0.01773861, 1.683809, 1]]
[[0, 0.01481279, 0.02049567, 1.962024, 1], [1, 0.007876058, 0.3318188, 1.899997, 1], [2, 0.00010057, 0.629964, 1.825779, 1], [3, -0.02046916, 0.7533376, 1.781811, 1], [4, -0.1531142, 0.503927, 1.806602, 1], [5, -0.2163103, 0.2396164, 1.84676, 1], [6, -0.3000329, 0.03846883, 1.817337, 1], [7, -0.3376464, -0.0261092, 1.806788, 1], [8, 0.1666496, 0.5447803, 1.841195, 1], [9, 0.2349447, 0.2800746, 1.887054, 1], [10, 0.2954546, 0.04154795, 1.73905, 1], [11, 0.3015338, 0.001884553, 1.685733, 1], [12, -0.05621064, 0.02097453, 1.917511, 1], [13, -0.07413862, -0.3767218, 2.013997, 1], [14, -0.07113454, -0.6995344, 2.082947, 1], [15, -0.09058389, -0.7465451, 1.995555, 1], [16, 0.08498422, 0.01932504, 1.93127, 1], [17, 0.1458222, -0.4396188, 2.025733, 1], [18, 0.215142, -0.7072318, 2.044493, 1], [19, 0.2378127, -0.741667, 1.948389, 1], [20, 0.002059255, 0.5573483, 1.84647, 1], [21, -0.3690493, -0.1027367, 1.805401, 1], [22, -0.3025932, -0.002671053, 1.81075, 1], [23, 0.3070499, -0.08634351, 1.593488, 1], [24, 0.3362291, 0.02038011, 1.684704, 1]]
[[0, 0.01427519, 0.02043566, 1.961565, 1], [1, 0.007383991, 0.3316583, 1.899355, 1], [2, -0.0002078057, 0.629636, 1.824807, 1], [3, -0.02109868, 0.7532536, 1.781088, 1], [4, -0.1532768, 0.5038166, 1.80624, 1], [5, -0.2226697, 0.242869, 1.845546, 1], [6, -0.3069645, 0.04088236, 1.819406, 1], [7, -0.3622973, -0.02864473, 1.809104, 1], [8, 0.1662293, 0.5443331, 1.839619, 1], [9, 0.2351355, 0.2804993, 1.886789, 1], [10, 0.2955406, 0.0414035, 1.738793, 1], [11, 0.3019546, -0.00163301, 1.683501, 1], [12, -0.05666092, 0.02084901, 1.917346, 1], [13, -0.07470742, -0.3754013, 2.012554, 1], [14, -0.06858198, -0.6978505, 2.083078, 1], [15, -0.09041097, -0.7451068, 1.996901, 1], [16, 0.0843965, 0.01935168, 1.930433, 1], [17, 0.1455716, -0.4397251, 2.025391, 1], [18, 0.2110832, -0.7075094, 2.043833, 1], [19, 0.2363935, -0.7408493, 1.948071, 1], [20, 0.001696681, 0.5570705, 1.845596, 1], [21, -0.4102807, -0.1077624, 1.822409, 1], [22, -0.4081019, -0.08041469, 1.8265, 1], [23, 0.305881, -0.0862394, 1.588576, 1], [24, 0.3117648, -0.0912168, 1.731667, 1]]
[[0, 0.01418462, 0.020458, 1.96137, 1], [1, 0.006981861, 0.3315516, 1.898896, 1], [2, -0.000977231, 0.6292588, 1.823922, 1], [3, -0.02139145, 0.7528064, 1.779573, 1], [4, -0.1533832, 0.5039505, 1.80605, 1], [5, -0.2326044, 0.248611, 1.84316, 1], [6, -0.3411509, 0.05880189, 1.822192, 1], [7, -0.3833041, -0.01583111, 1.809533, 1], [8, 0.1660347, 0.544336, 1.83862, 1], [9, 0.2352207, 0.2809483, 1.886439, 1], [10, 0.2953677, 0.04110556, 1.737179, 1], [11, 0.3021964, -0.0008088304, 1.683393, 1], [12, -0.05684412, 0.02081775, 1.917206, 1], [13, -0.07454676, -0.3755068, 2.012561, 1], [14, -0.06578391, -0.6981727, 2.081712, 1], [15, -0.09227014, -0.7453769, 1.997802, 1], [16, 0.08441535, 0.01942703, 1.930173, 1], [17, 0.1452445, -0.4393406, 2.025023, 1], [18, 0.2446199, -0.7114208, 2.033393, 1], [19, 0.2328671, -0.7521061, 1.937352, 1], [20, 0.001022275, 0.5567734, 1.844828, 1], [21, -0.4339061, -0.0939449, 1.823777, 1], [22, -0.4354055, -0.07221936, 1.829, 1], [23, 0.3096792, -0.08372264, 1.590549, 1], [24, 0.3327397, 0.01165285, 1.678813, 1]]
[[0, 0.01398262, 0.02042742, 1.960926, 1], [1, 0.006628904, 0.3313274, 1.898084, 1], [2, -0.001353242, 0.6287426, 1.822601, 1], [3, -0.02127761, 0.7525489, 1.778127, 1], [4, -0.1538689, 0.5039515, 1.805669, 1], [5, -0.242002, 0.2556047, 1.839966, 1], [6, -0.3528509, 0.06887552, 1.822292, 1], [7, -0.4062023, -0.002419317, 1.808623, 1], [8, 0.1661709, 0.5441794, 1.837336, 1], [9, 0.235912, 0.2812827, 1.885314, 1], [10, 0.2955271, 0.0420068, 1.73712, 1], [11, 0.3037579, -0.004301772, 1.678469, 1], [12, -0.05714813, 0.02075487, 1.916957, 1], [13, -0.07509927, -0.3743537, 2.011291, 1], [14, -0.07139245, -0.70114, 2.08231, 1], [15, -0.09318052, -0.7478387, 1.995583, 1], [16, 0.08437616, 0.01942621, 1.929487, 1], [17, 0.1451332, -0.4391769, 2.02467, 1], [18, 0.244928, -0.7113989, 2.032826, 1], [19, 0.2331942, -0.7526031, 1.937231, 1], [20, 0.0006418748, 0.5563375, 1.843642, 1], [21, -0.4604101, -0.0768636, 1.822896, 1], [22, -0.4440288, -0.02781726, 1.821889, 1], [23, 0.3079086, -0.08712007, 1.59088, 1], [24, 0.3366917, 0.02370856, 1.685857, 1]]
[[0, 0.0139082, 0.02045858, 1.960578, 1], [1, 0.006541559, 0.3312625, 1.897523, 1], [2, -0.001342214, 0.6285459, 1.821758, 1], [3, -0.02081861, 0.7517421, 1.776345, 1], [4, -0.1544436, 0.5042064, 1.805155, 1], [5, -0.2621231, 0.2585277, 1.836561, 1], [6, -0.381862, 0.07758814, 1.81845, 1], [7, -0.4367418, 0.007049493, 1.807466, 1], [8, 0.1663081, 0.5437191, 1.836084, 1], [9, 0.236123, 0.2811267, 1.885176, 1], [10, 0.2957344, 0.04286477, 1.737469, 1], [11, 0.301292, -0.00136056, 1.681815, 1], [12, -0.05730897, 0.02073465, 1.916839, 1], [13, -0.07469261, -0.3750825, 2.0116, 1], [14, -0.07540511, -0.7031971, 2.082632, 1], [15, -0.09316215, -0.7490849, 1.993506, 1], [16, 0.08450213, 0.01954074, 1.928762, 1], [17, 0.1450063, -0.4399716, 2.024584, 1], [18, 0.2430176, -0.7128031, 2.031038, 1], [19, 0.2292815, -0.7528917, 1.934809, 1], [20, 0.0006206685, 0.556176, 1.842871, 1], [21, -0.4938903, -0.06876184, 1.818211, 1], [22, -0.4515496, 0.02592061, 1.814778, 1], [23, 0.3058988, -0.08187946, 1.59033, 1], [24, 0.336696, 0.01865376, 1.68156, 1]]
[[0, 0.01387574, 0.02058292, 1.960355, 1], [1, 0.006405215, 0.3312261, 1.897033, 1], [2, -0.001552443, 0.6282214, 1.820834, 1], [3, -0.02038289, 0.7514526, 1.775677, 1], [4, -0.1553309, 0.50502, 1.804902, 1], [5, -0.2748637, 0.2629003, 1.833482, 1], [6, -0.4055686, 0.09002956, 1.813213, 1], [7, -0.4635958, 0.02641304, 1.801952, 1], [8, 0.1668, 0.5432819, 1.835105, 1], [9, 0.2363655, 0.2813329, 1.88512, 1], [10, 0.296093, 0.04227619, 1.737613, 1], [11, 0.3030458, -0.003625365, 1.678579, 1], [12, -0.05737072, 0.02079245, 1.916839, 1], [13, -0.07478638, -0.3752392, 2.011665, 1], [14, -0.07498129, -0.7020781, 2.081767, 1], [15, -0.09333457, -0.7489655, 1.993912, 1], [16, 0.08458899, 0.01976286, 1.928071, 1], [17, 0.1449532, -0.4400209, 2.024561, 1], [18, 0.2226283, -0.7110646, 2.039681, 1], [19, 0.2378518, -0.7466197, 1.941872, 1], [20, 0.0004266175, 0.5559354, 1.842065, 1], [21, -0.5275293, -0.04988848, 1.815514, 1], [22, -0.4912998, 0.01199527, 1.8145, 1], [23, 0.3082471, -0.08578722, 1.594181, 1], [24, 0.3390796, 0.0237314, 1.686, 1]]
[[0, 0.013695, 0.02059561, 1.959703, 1], [1, 0.006232037, 0.3310726, 1.895977, 1], [2, -0.001571208, 0.6278813, 1.819335, 1], [3, -0.01883661, 0.750909, 1.773499, 1], [4, -0.1559842, 0.5052638, 1.804155, 1], [5, -0.2925711, 0.2692921, 1.827412, 1], [6, -0.4358878, 0.1068843, 1.811638, 1], [7, -0.4962041, 0.0466394, 1.795997, 1], [8, 0.1671586, 0.5429168, 1.833297, 1], [9, 0.2368135, 0.2815637, 1.884566, 1], [10, 0.2957295, 0.04244538, 1.736366, 1], [11, 0.3016596, -0.002167646, 1.683506, 1], [12, -0.05755488, 0.02083936, 1.916696, 1], [13, -0.07520945, -0.3737702, 2.010539, 1], [14, -0.06961745, -0.6993473, 2.082356, 1], [15, -0.09214423, -0.7461597, 1.996036, 1], [16, 0.08453008, 0.01965316, 1.926677, 1], [17, 0.1448358, -0.4400847, 2.0244, 1], [18, 0.2190664, -0.7096565, 2.041536, 1], [19, 0.2416863, -0.7444487, 1.945771, 1], [20, 0.0003604618, 0.5556415, 1.840675, 1], [21, -0.5650851, -0.02404453, 1.811862, 1], [22, -0.5262743, 0.02888986, 1.835, 1], [23, 0.3103856, -0.08695351, 1.596135, 1], [24, 0.3353475, 0.01715796, 1.681987, 1]]
[[0, 0.01284034, 0.02057805, 1.958787, 1], [1, 0.005832653, 0.3309307, 1.895033, 1], [2, -0.001515424, 0.6276497, 1.818314, 1], [3, -0.01719726, 0.7503202, 1.771363, 1], [4, -0.1566108, 0.5060564, 1.803778, 1], [5, -0.3063666, 0.2800464, 1.822848, 1], [6, -0.464771, 0.1327225, 1.807941, 1], [7, -0.5225529, 0.07306127, 1.788639, 1], [8, 0.1676763, 0.5427228, 1.83272, 1], [9, 0.237186, 0.2808981, 1.884802, 1], [10, 0.2956863, 0.04230341, 1.736517, 1], [11, 0.3022655, -0.002909346, 1.679982, 1], [12, -0.05871305, 0.02134587, 1.916129, 1], [13, -0.07516772, -0.3735422, 2.010552, 1], [14, -0.07228596, -0.7011676, 2.082126, 1], [15, -0.09304416, -0.7475413, 1.994607, 1], [16, 0.08387086, 0.01905568, 1.925409, 1], [17, 0.1447245, -0.4400273, 2.024328, 1], [18, 0.2345265, -0.7079775, 2.034494, 1], [19, 0.2362526, -0.7498963, 1.939229, 1], [20, 0.0003023813, 0.5554314, 1.839681, 1], [21, -0.5968907, 0.007006402, 1.805407, 1], [22, -0.5931886, 0.026504, 1.811333, 1], [23, 0.3078964, -0.08134419, 1.591072, 1], [24, 0.3374127, 0.01961363, 1.683756, 1]]
[[0, 0.01168449, 0.0211606, 1.95746, 1], [1, 0.005582829, 0.3310096, 1.893688, 1], [2, -0.0008399341, 0.627291, 1.816567, 1], [3, -0.01564008, 0.7500289, 1.769924, 1], [4, -0.1573986, 0.5077418, 1.802938, 1], [5, -0.3188664, 0.2999897, 1.814452, 1], [6, -0.4845076, 0.1612895, 1.793383, 1], [7, -0.5484664, 0.1049434, 1.777238, 1], [8, 0.1682464, 0.5425132, 1.831622, 1], [9, 0.23744, 0.2808129, 1.88485, 1], [10, 0.2967478, 0.03483693, 1.733046, 1], [11, 0.3015695, -0.004837589, 1.677644, 1], [12, -0.06004682, 0.0219584, 1.915399, 1], [13, -0.07542291, -0.3738067, 2.010481, 1], [14, -0.06902713, -0.6985997, 2.081954, 1], [15, -0.09186684, -0.7457547, 1.996151, 1], [16, 0.08297312, 0.01957095, 1.923612, 1], [17, 0.1446569, -0.4394841, 2.023959, 1], [18, 0.2169112, -0.7081299, 2.03556, 1], [19, 0.2419023, -0.7462461, 1.943587, 1], [20, 0.0007110775, 0.5551952, 1.838071, 1], [21, -0.6248632, 0.04293055, 1.78953, 1], [22, -0.5750657, 0.1031628, 1.784867, 1], [23, 0.3092321, -0.08939238, 1.589026, 1], [24, 0.3149237, -0.09668365, 1.59, 1]]
[[0, 0.01179428, 0.02128208, 1.957244, 1], [1, 0.005643165, 0.3310076, 1.893094, 1], [2, -0.0008229894, 0.6270726, 1.815504, 1], [3, -0.01388252, 0.7502185, 1.768669, 1], [4, -0.1582942, 0.5087107, 1.80271, 1], [5, -0.3312936, 0.3163955, 1.809551, 1], [6, -0.5146487, 0.1813205, 1.782143, 1], [7, -0.5761796, 0.1392121, 1.770711, 1], [8, 0.1688175, 0.5421531, 1.830955, 1], [9, 0.2378194, 0.2805339, 1.885007, 1], [10, 0.2965033, 0.03774574, 1.734761, 1], [11, 0.299747, -0.008159519, 1.676347, 1], [12, -0.06003774, 0.02197619, 1.915393, 1], [13, -0.07534412, -0.3740427, 2.010648, 1], [14, -0.06819653, -0.698391, 2.08132, 1], [15, -0.09179368, -0.7456857, 1.996034, 1], [16, 0.0832592, 0.01984271, 1.923069, 1], [17, 0.1445494, -0.4394293, 2.023852, 1], [18, 0.2281511, -0.7079478, 2.033567, 1], [19, 0.2375522, -0.7495665, 1.939218, 1], [20, 0.0007462113, 0.5550342, 1.837119, 1], [21, -0.6502305, 0.07776891, 1.771662, 1], [22, -0.5634189, 0.1924271, 1.8048, 1], [23, 0.314427, -0.1001751, 1.594701, 1], [24, 0.3254097, -0.007747653, 1.665333, 1]]
