[[0, -0.183937, -0.374088, 2.49358, 1.0], [1, -0.1743, -0.0822064, 2.42493, 1.0], [2, -0.163848, 0.203246, 2.3434, 1.0], [3, -0.153861, 0.334976, 2.30926, 1.0], [4, -0.334197, 0.0841108, 2.31617, 1.0], [5, -0.455729, -0.0618577, 2.34007, 1.0], [6, -0.394893, -0.262394, 2.41338, 1.0], [7, -0.365555, -0.31236, 2.46724, 1.0], [8, 0.0318262, 0.0898805, 2.37918, 1.0], [9, 0.135156, -0.0346864, 2.47737, 1.0], [10, -0.0868877, -0.0160067, 2.42523, 1.0], [11, -0.160707, -0.00983224, 2.41164, 1.0], [12, -0.264767, -0.370229, 2.45399, 1.0], [13, -0.236004, -0.687143, 2.52996, 1.0], [14, -0.253779, -1.01709, 2.63713, 1.0], [15, -0.234985, -1.0957, 2.57422, 1.0], [16, -0.0980162, -0.367599, 2.46419, 1.0], [17, -0.0792569, -0.698157, 2.51833, 1.0], [18, -0.0895794, -1.03195, 2.63326, 1.0], [19, -0.0704956, -1.09375, 2.55664, 1.0], [20, -0.166609, 0.132822, 2.36608, 1.0], [21, -0.362249, -0.32637, 2.44153, 1.0], [22, -0.455044, -0.290892, 2.38338, 1.0], [23, -0.160056, -0.0097924, 2.40187, 1.0], [24, -0.159207, -0.00974043, 2.38912, 1.0]]
[[0, -0.183921, -0.374006, 2.49361, 1.0], [1, -0.174284, -0.0820998, 2.42507, 1.0], [2, -0.163836, 0.203382, 2.34372, 1.0], [3, -0.15388, 0.335078, 2.30936, 1.0], [4, -0.333934, 0.0842331, 2.31617, 1.0], [5, -0.455593, -0.0619974, 2.3402, 1.0], [6, -0.41306, -0.275347, 2.41244, 1.0], [7, -0.366925, -0.387034, 2.46715, 1.0], [8, 0.0318254, 0.0898822, 2.37918, 1.0], [9, 0.0932616, -0.0934008, 2.47542, 1.0], [10, -0.132499, -0.0519692, 2.42035, 1.0], [11, -0.207621, -0.0382994, 2.40578, 1.0], [12, -0.264744, -0.370102, 2.45388, 1.0], [13, -0.266169, -0.676617, 2.50554, 1.0], [14, -0.253395, -1.01666, 2.63691, 1.0], [15, -0.230331, -1.09667, 2.57165, 1.0], [16, -0.0979855, -0.367462, 2.46451, 1.0], [17, -0.0776924, -0.692431, 2.52117, 1.0], [18, -0.0883975, -1.02825, 2.63021, 1.0], [19, -0.0787719, -1.09072, 2.56097, 1.0], [20, -0.166596, 0.132951, 2.36635, 1.0], [21, -0.372965, -0.446398, 2.47118, 1.0], [22, -0.335145, -0.352574, 2.42663, 1.0], [23, -0.206779, -0.0381441, 2.39602, 1.0], [24, -0.205681, -0.0379415, 2.38329, 1.0]]
[[0, -0.1834, -0.373323, 2.49397, 1.0], [1, -0.174195, -0.0818327, 2.42515, 1.0], [2, -0.16391, 0.203479, 2.34369, 1.0], [3, -0.153876, 0.335081, 2.30935, 1.0], [4, -0.333726, 0.0842905, 2.31609, 1.0], [5, -0.455196, -0.0622965, 2.33998, 1.0], [6, -0.378232, -0.26818, 2.41422, 1.0], [7, -0.357157, -0.412233, 2.46852, 1.0], [8, 0.0318097, 0.0899151, 2.37917, 1.0], [9, 0.0932458, -0.0934617, 2.47545, 1.0], [10, 0.00173872, -0.304937, 2.41582, 1.0], [11, -0.04632, -0.370261, 2.41851, 1.0], [12, -0.264216, -0.369443, 2.45427, 1.0], [13, -0.264765, -0.681565, 2.5166, 1.0], [14, -0.253361, -1.01663, 2.63683, 1.0], [15, -0.232832, -1.09639, 2.5685, 1.0], [16, -0.0975011, -0.366805, 2.46483, 1.0], [17, -0.0772824, -0.68871, 2.51696, 1.0], [18, -0.0887394, -1.02805, 2.63012, 1.0], [19, -0.0808227, -1.09074, 2.56215, 1.0], [20, -0.166637, 0.133066, 2.36633, 1.0], [21, -0.335993, -0.477839, 2.48203, 1.0], [22, -0.319407, -0.425291, 2.432, 1.0], [23, -0.0766466, -0.444164, 2.40744, 1.0], [24, -0.0759201, -0.344378, 2.36822, 1.0]]
[[0, -0.183148, -0.373124, 2.49384, 1.0], [1, -0.174146, -0.0816807, 2.4252, 1.0], [2, -0.164065, 0.203711, 2.34402, 1.0], [3, -0.153861, 0.335152, 2.30942, 1.0], [4, -0.332793, 0.0843345, 2.31582, 1.0], [5, -0.454872, -0.0624155, 2.33958, 1.0], [6, -0.411327, -0.279859, 2.41135, 1.0], [7, -0.366478, -0.384847, 2.46653, 1.0], [8, 0.0318036, 0.0899134, 2.37918, 1.0], [9, 0.0932291, -0.0935088, 2.47553, 1.0], [10, 0.00710586, -0.309672, 2.42066, 1.0], [11, -0.040939, -0.380926, 2.4253, 1.0], [12, -0.263953, -0.369244, 2.45423, 1.0], [13, -0.264614, -0.681761, 2.51523, 1.0], [14, -0.253638, -1.01804, 2.63687, 1.0], [15, -0.240463, -1.09352, 2.57357, 1.0], [16, -0.0972495, -0.366604, 2.46459, 1.0], [17, -0.0772776, -0.690359, 2.51982, 1.0], [18, -0.0885062, -1.02775, 2.63043, 1.0], [19, -0.0939704, -1.09284, 2.55822, 1.0], [20, -0.166721, 0.133273, 2.36657, 1.0], [21, -0.374225, -0.445349, 2.47031, 1.0], [22, -0.3351, -0.352241, 2.42736, 1.0], [23, -0.0680631, -0.449886, 2.41466, 1.0], [24, -0.0670976, -0.352603, 2.37386, 1.0]]
[[0, -0.183248, -0.373173, 2.494, 1.0], [1, -0.174271, -0.0816633, 2.42542, 1.0], [2, -0.164236, 0.203783, 2.34427, 1.0], [3, -0.153851, 0.335234, 2.30949, 1.0], [4, -0.33273, 0.0842607, 2.31555, 1.0], [5, -0.454376, -0.0630909, 2.33911, 1.0], [6, -0.411103, -0.280983, 2.41221, 1.0], [7, -0.367306, -0.382657, 2.46671, 1.0], [8, 0.0317499, 0.0900351, 2.37923, 1.0], [9, 0.0931524, -0.0937554, 2.47588, 1.0], [10, -0.000146494, -0.241887, 2.4503, 1.0], [11, -0.0474286, -0.325832, 2.4106, 1.0], [12, -0.264018, -0.369323, 2.45431, 1.0], [13, -0.264415, -0.681315, 2.51533, 1.0], [14, -0.253385, -1.01796, 2.63674, 1.0], [15, -0.241239, -1.09373, 2.57235, 1.0], [16, -0.0974021, -0.366614, 2.46486, 1.0], [17, -0.0809924, -0.70993, 2.53707, 1.0], [18, -0.0896281, -1.02754, 2.63378, 1.0], [19, -0.0933363, -1.0926, 2.5585, 1.0], [20, -0.166883, 0.133332, 2.36682, 1.0], [21, -0.370956, -0.440337, 2.46974, 1.0], [22, -0.335417, -0.360394, 2.42885, 1.0], [23, -0.0936046, -0.393836, 2.38852, 1.0], [24, -0.0832083, -0.271987, 2.34089, 1.0]]
[[0, -0.183953, -0.373637, 2.49382, 1.0], [1, -0.174411, -0.0817074, 2.42537, 1.0], [2, -0.164231, 0.20384, 2.34424, 1.0], [3, -0.153805, 0.335282, 2.30953, 1.0], [4, -0.332359, 0.08442, 2.3149, 1.0], [5, -0.453893, -0.0634167, 2.33746, 1.0], [6, -0.331056, -0.190339, 2.34429, 1.0], [7, -0.289557, -0.269289, 2.39223, 1.0], [8, 0.0317343, 0.0900782, 2.37923, 1.0], [9, 0.0931677, -0.0938625, 2.47591, 1.0], [10, 0.00414153, -0.244934, 2.44878, 1.0], [11, -0.0456969, -0.327945, 2.41151, 1.0], [12, -0.264667, -0.369787, 2.45402, 1.0], [13, -0.264314, -0.682006, 2.51964, 1.0], [14, -0.252415, -1.02439, 2.63614, 1.0], [15, -0.239276, -1.09543, 2.56688, 1.0], [16, -0.0981681, -0.367088, 2.46477, 1.0], [17, -0.0818728, -0.686845, 2.52177, 1.0], [18, -0.0888221, -1.02744, 2.63154, 1.0], [19, -0.0913254, -1.09222, 2.5577, 1.0], [20, -0.166898, 0.133362, 2.3668, 1.0], [21, -0.278258, -0.346422, 2.38862, 1.0], [22, -0.242891, -0.215918, 2.35331, 1.0], [23, -0.0870664, -0.393882, 2.38873, 1.0], [24, -0.0828982, -0.272537, 2.34133, 1.0]]
[[0, -0.183933, -0.373443, 2.49387, 1.0], [1, -0.174385, -0.0815089, 2.42544, 1.0], [2, -0.164191, 0.204035, 2.34432, 1.0], [3, -0.153636, 0.335623, 2.30978, 1.0], [4, -0.330013, 0.0848454, 2.31387, 1.0], [5, -0.453384, -0.0638658, 2.33731, 1.0], [6, -0.330489, -0.191206, 2.34504, 1.0], [7, -0.289193, -0.269911, 2.39473, 1.0], [8, 0.0317373, 0.0901159, 2.3794, 1.0], [9, 0.0928761, -0.0940871, 2.47613, 1.0], [10, 0.000805663, -0.244283, 2.4539, 1.0], [11, -0.0459666, -0.322936, 2.41187, 1.0], [12, -0.264605, -0.36955, 2.45395, 1.0], [13, -0.264406, -0.68475, 2.52665, 1.0], [14, -0.252324, -1.02393, 2.63645, 1.0], [15, -0.245566, -1.09658, 2.56741, 1.0], [16, -0.0981821, -0.366894, 2.46494, 1.0], [17, -0.0817834, -0.688323, 2.52116, 1.0], [18, -0.0889418, -1.02672, 2.63098, 1.0], [19, -0.0828694, -1.09245, 2.5597, 1.0], [20, -0.166863, 0.133562, 2.36687, 1.0], [21, -0.278242, -0.345905, 2.39082, 1.0], [22, -0.241534, -0.226915, 2.35339, 1.0], [23, -0.0871285, -0.387602, 2.39017, 1.0], [24, -0.0819599, -0.273632, 2.34336, 1.0]]
[[0, -0.183964, -0.373413, 2.4939, 1.0], [1, -0.174384, -0.0814929, 2.42546, 1.0], [2, -0.164145, 0.204046, 2.34435, 1.0], [3, -0.153463, 0.335653, 2.30987, 1.0], [4, -0.329953, 0.0849432, 2.3136, 1.0], [5, -0.452971, -0.0640476, 2.33668, 1.0], [6, -0.331946, -0.193066, 2.34774, 1.0], [7, -0.29262, -0.26751, 2.3956, 1.0], [8, 0.0317168, 0.0902073, 2.37949, 1.0], [9, 0.0924681, -0.0944429, 2.4765, 1.0], [10, -0.00167998, -0.243708, 2.45355, 1.0], [11, -0.0470596, -0.323018, 2.41163, 1.0], [12, -0.264616, -0.369531, 2.45396, 1.0], [13, -0.264743, -0.68488, 2.52574, 1.0], [14, -0.25098, -1.01653, 2.63673, 1.0], [15, -0.241395, -1.09604, 2.56712, 1.0], [16, -0.0982448, -0.366854, 2.46499, 1.0], [17, -0.0838422, -0.686856, 2.52142, 1.0], [18, -0.0903205, -1.0238, 2.63108, 1.0], [19, -0.0835, -1.09203, 2.5608, 1.0], [20, -0.166833, 0.133575, 2.3669, 1.0], [21, -0.284258, -0.341337, 2.39288, 1.0], [22, -0.247964, -0.262529, 2.35697, 1.0], [23, -0.0924117, -0.387569, 2.3889, 1.0], [24, -0.0827479, -0.271807, 2.34135, 1.0]]
[[0, -0.183843, -0.373081, 2.49378, 1.0], [1, -0.17427, -0.0812958, 2.42539, 1.0], [2, -0.164028, 0.20415, 2.3443, 1.0], [3, -0.153176, 0.335813, 2.30982, 1.0], [4, -0.329788, 0.085088, 2.31301, 1.0], [5, -0.452135, -0.0645915, 2.336, 1.0], [6, -0.333107, -0.195197, 2.35024, 1.0], [7, -0.29356, -0.268276, 2.39556, 1.0], [8, 0.0317172, 0.0902126, 2.3795, 1.0], [9, 0.0923803, -0.0945069, 2.4766, 1.0], [10, 0.00672185, -0.310207, 2.40583, 1.0], [11, -0.0433429, -0.365525, 2.41897, 1.0], [12, -0.264379, -0.369038, 2.4535, 1.0], [13, -0.264791, -0.685956, 2.52606, 1.0], [14, -0.25109, -1.01663, 2.63688, 1.0], [15, -0.238783, -1.09573, 2.56787, 1.0], [16, -0.0981826, -0.366599, 2.46507, 1.0], [17, -0.0821495, -0.685711, 2.5208, 1.0], [18, -0.0897063, -1.02123, 2.62972, 1.0], [19, -0.108866, -1.09186, 2.56624, 1.0], [20, -0.166719, 0.133701, 2.36684, 1.0], [21, -0.283812, -0.340407, 2.39262, 1.0], [22, -0.342383, -0.291271, 2.43356, 1.0], [23, -0.0575808, -0.40341, 2.40739, 1.0], [24, -0.0647623, -0.340995, 2.37513, 1.0]]
[[0, -0.184033, -0.373075, 2.49377, 1.0], [1, -0.174286, -0.0812526, 2.42541, 1.0], [2, -0.163877, 0.20433, 2.34437, 1.0], [3, -0.152947, 0.336048, 2.31002, 1.0], [4, -0.329464, 0.0853295, 2.31247, 1.0], [5, -0.452185, -0.0642512, 2.33528, 1.0], [6, -0.332556, -0.194651, 2.3504, 1.0], [7, -0.292869, -0.26851, 2.39635, 1.0], [8, 0.0323897, 0.0899303, 2.38078, 1.0], [9, 0.0901237, -0.0997212, 2.47819, 1.0], [10, -5.44091e-05, -0.315891, 2.41419, 1.0], [11, -0.044676, -0.372446, 2.42153, 1.0], [12, -0.264529, -0.36874, 2.45333, 1.0], [13, -0.265292, -0.686711, 2.52605, 1.0], [14, -0.247495, -1.01702, 2.63802, 1.0], [15, -0.236988, -1.09554, 2.56834, 1.0], [16, -0.0986996, -0.367, 2.46525, 1.0], [17, -0.0840244, -0.682833, 2.51593, 1.0], [18, -0.0900296, -1.02235, 2.62902, 1.0], [19, -0.113479, -1.09246, 2.56815, 1.0], [20, -0.166634, 0.133833, 2.3669, 1.0], [21, -0.281077, -0.341368, 2.39177, 1.0], [22, -0.349324, -0.271117, 2.4478, 1.0], [23, -0.0707552, -0.433634, 2.40556, 1.0], [24, -0.0721886, -0.351413, 2.37276, 1.0]]
[[0, -0.183776, -0.37299, 2.49395, 1.0], [1, -0.174057, -0.0812176, 2.42546, 1.0], [2, -0.163605, 0.204314, 2.3443, 1.0], [3, -0.152646, 0.336098, 2.3103, 1.0], [4, -0.32943, 0.0853458, 2.31247, 1.0], [5, -0.452078, -0.0643582, 2.33522, 1.0], [6, -0.332532, -0.194798, 2.35243, 1.0], [7, -0.293036, -0.268021, 2.39611, 1.0], [8, 0.0323896, 0.0899257, 2.38078, 1.0], [9, 0.0901052, -0.0996499, 2.4782, 1.0], [10, 0.00652404, -0.320909, 2.42342, 1.0], [11, -0.0387355, -0.386807, 2.43034, 1.0], [12, -0.264151, -0.368134, 2.4536, 1.0], [13, -0.25948, -0.688002, 2.53053, 1.0], [14, -0.247625, -1.01703, 2.63808, 1.0], [15, -0.227171, -1.09293, 2.57103, 1.0], [16, -0.0983411, -0.367297, 2.46547, 1.0], [17, -0.0838127, -0.682687, 2.51597, 1.0], [18, -0.09095, -1.02385, 2.62986, 1.0], [19, -0.086784, -1.09053, 2.56399, 1.0], [20, -0.166378, 0.133834, 2.36686, 1.0], [21, -0.281059, -0.340604, 2.39059, 1.0], [22, -0.347411, -0.277476, 2.44244, 1.0], [23, -0.061593, -0.456779, 2.42021, 1.0], [24, -0.0665339, -0.372308, 2.38519, 1.0]]
