[[0, -0.2054355, -0.4365312, 2.407941, 1], [1, -0.1958667, -0.1958535, 2.47205, 1], [2, -0.1852338, 0.04166592, 2.526939, 1], [3, -0.1819345, 0.1698832, 2.545976, 1], [4, -0.3591161, -0.05958552, 2.473562, 1], [5, -0.4681786, -0.2495494, 2.467695, 1], [6, -0.4988019, -0.3858674, 2.259902, 1], [7, -0.4899689, -0.4398441, 2.203953, 1], [8, -0.02255144, -0.08395682, 2.476717, 1], [9, 0.03797847, -0.2910567, 2.335113, 1], [10, 0.1075227, -0.3200336, 2.107423, 1], [11, 0.1300072, -0.3138345, 2.0284, 1], [12, -0.2759701, -0.4259744, 2.367925, 1], [13, -0.2726194, -0.5466735, 1.98756, 1], [14, -0.2096963, -0.9029777, 1.939148, 1], [15, -0.1958318, -0.956449, 1.842752, 1], [16, -0.1311322, -0.4362632, 2.387866, 1], [17, -0.05354104, -0.5243028, 2.04085, 1], [18, -0.009978815, -0.9158683, 2.034783, 1], [19, -0.0001965184, -0.9857201, 1.957554, 1], [20, -0.188232, -0.01715264, 2.515062, 1], [21, -0.4876199, -0.489937, 2.172225, 1], [22, -0.519983, -0.4534715, 2.190692, 1], [23, 0.1214288, -0.3462622, 1.946754, 1], [24, 0.1911113, -0.2890764, 2.021715, 1]]
[[0, -0.2055102, -0.4366859, 2.408045, 1], [1, -0.1959762, -0.1959469, 2.472231, 1], [2, -0.1854219, 0.0415262, 2.527079, 1], [3, -0.1833903, 0.1694837, 2.54754, 1], [4, -0.3587342, -0.05966599, 2.4739, 1], [5, -0.4678127, -0.2500952, 2.467961, 1], [6, -0.4988222, -0.3863622, 2.259575, 1], [7, -0.491168, -0.4419506, 2.203471, 1], [8, -0.02279245, -0.08396463, 2.476621, 1], [9, 0.03792238, -0.2896734, 2.332904, 1], [10, 0.1110953, -0.3079059, 2.086365, 1], [11, 0.1333325, -0.313141, 2.031909, 1], [12, -0.2761169, -0.4263229, 2.368358, 1], [13, -0.2726082, -0.5468462, 1.987548, 1], [14, -0.2093568, -0.9035441, 1.938949, 1], [15, -0.1954725, -0.9564402, 1.84203, 1], [16, -0.1311227, -0.4363316, 2.38789, 1], [17, -0.05354732, -0.524289, 2.040864, 1], [18, -0.009965996, -0.9156377, 2.034608, 1], [19, -0.006180908, -0.9828411, 1.952599, 1], [20, -0.1883785, -0.01727487, 2.515217, 1], [21, -0.4921429, -0.4911653, 2.174516, 1], [22, -0.5204729, -0.4548435, 2.188072, 1], [23, 0.1373897, -0.3502615, 1.953284, 1], [24, 0.194668, -0.2903556, 2.025947, 1]]
[[0, -0.2055139, -0.4366973, 2.408054, 1], [1, -0.1958795, -0.1957807, 2.472455, 1], [2, -0.1851767, 0.04190655, 2.527488, 1], [3, -0.1837618, 0.1694157, 2.54797, 1], [4, -0.358574, -0.05973566, 2.473964, 1], [5, -0.467741, -0.2500948, 2.467867, 1], [6, -0.4988439, -0.3864071, 2.259551, 1], [7, -0.4911228, -0.440621, 2.203115, 1], [8, -0.02293673, -0.08390186, 2.47638, 1], [9, 0.03053905, -0.2773076, 2.37664, 1], [10, 0.09161586, -0.313985, 2.128873, 1], [11, 0.1372359, -0.3175983, 2.031388, 1], [12, -0.2760898, -0.4264229, 2.36878, 1], [13, -0.2725728, -0.5469661, 1.987487, 1], [14, -0.2093056, -0.903694, 1.938345, 1], [15, -0.1950864, -0.9561277, 1.841062, 1], [16, -0.1310982, -0.4363476, 2.387771, 1], [17, -0.05345815, -0.5246738, 2.04003, 1], [18, -0.009961817, -0.9156426, 2.034671, 1], [19, -0.006160092, -0.9828419, 1.952657, 1], [20, -0.1881475, -0.01694296, 2.515601, 1], [21, -0.488308, -0.4897055, 2.171027, 1], [22, -0.5193903, -0.4454432, 2.2002, 1], [23, 0.1430791, -0.3525929, 1.962594, 1], [24, 0.1927562, -0.2907035, 2.027334, 1]]
[[0, -0.2031532, -0.4372522, 2.408988, 1], [1, -0.1953763, -0.1957967, 2.472857, 1], [2, -0.1852752, 0.04193734, 2.527555, 1], [3, -0.1839403, 0.1694797, 2.548276, 1], [4, -0.3585196, -0.05987842, 2.474176, 1], [5, -0.4659743, -0.2519014, 2.468335, 1], [6, -0.4987179, -0.3868325, 2.259485, 1], [7, -0.4921066, -0.4425032, 2.204283, 1], [8, -0.02309078, -0.08389354, 2.476324, 1], [9, 0.03040694, -0.2772689, 2.37664, 1], [10, 0.0919692, -0.3146075, 2.129098, 1], [11, 0.1423293, -0.3216124, 2.036539, 1], [12, -0.273299, -0.4278438, 2.370269, 1], [13, -0.2725881, -0.5470171, 1.987567, 1], [14, -0.2093754, -0.9041564, 1.938156, 1], [15, -0.1942593, -0.9560599, 1.84055, 1], [16, -0.1285101, -0.4362162, 2.388563, 1], [17, -0.05343112, -0.5246718, 2.040082, 1], [18, -0.00990707, -0.9153135, 2.035035, 1], [19, -0.005851377, -0.9828814, 1.953558, 1], [20, -0.1881562, -0.01692442, 2.515684, 1], [21, -0.490093, -0.4881974, 2.174384, 1], [22, -0.5176746, -0.4656364, 2.189, 1], [23, 0.154125, -0.3610467, 1.960588, 1], [24, 0.1968431, -0.2999673, 2.0336, 1]]
[[0, -0.2033779, -0.4373708, 2.408819, 1], [1, -0.1954983, -0.195861, 2.47288, 1], [2, -0.1855685, 0.04177149, 2.527662, 1], [3, -0.1841169, 0.1694492, 2.548436, 1], [4, -0.3584245, -0.0600642, 2.474098, 1], [5, -0.4662451, -0.2524823, 2.467782, 1], [6, -0.4987434, -0.3869496, 2.259454, 1], [7, -0.4914645, -0.4428758, 2.203418, 1], [8, -0.02320527, -0.08379529, 2.476118, 1], [9, 0.03592461, -0.2796564, 2.317521, 1], [10, 0.1395829, -0.3089796, 2.085489, 1], [11, 0.1483199, -0.318629, 2.03743, 1], [12, -0.273498, -0.4279716, 2.370263, 1], [13, -0.2725746, -0.5470546, 1.987527, 1], [14, -0.2090861, -0.9052777, 1.936956, 1], [15, -0.1943584, -0.9567159, 1.838893, 1], [16, -0.1287303, -0.436303, 2.388204, 1], [17, -0.05339525, -0.5245218, 2.04017, 1], [18, -0.01008845, -0.9144561, 2.035218, 1], [19, -0.008095242, -0.9818674, 1.953386, 1], [20, -0.1883727, -0.01705422, 2.515775, 1], [21, -0.4878846, -0.4934953, 2.171555, 1], [22, -0.5243155, -0.4674268, 2.195143, 1], [23, 0.1485626, -0.3589537, 1.961021, 1], [24, 0.2080552, -0.2977865, 2.037238, 1]]
[[0, -0.2035709, -0.4373523, 2.408784, 1], [1, -0.1955849, -0.1958796, 2.472995, 1], [2, -0.1856958, 0.0416218, 2.527911, 1], [3, -0.1840056, 0.1693563, 2.548573, 1], [4, -0.358402, -0.06012393, 2.47413, 1], [5, -0.4665376, -0.2525545, 2.467797, 1], [6, -0.4987786, -0.3870595, 2.259696, 1], [7, -0.4914345, -0.4414074, 2.206125, 1], [8, -0.02338878, -0.08363769, 2.476205, 1], [9, 0.02783511, -0.2854566, 2.380535, 1], [10, 0.1203529, -0.3016179, 2.140577, 1], [11, 0.1501331, -0.3153829, 2.04004, 1], [12, -0.2738337, -0.4279316, 2.370461, 1], [13, -0.2725652, -0.5472535, 1.987453, 1], [14, -0.209025, -0.9052989, 1.936938, 1], [15, -0.1943739, -0.9567503, 1.838874, 1], [16, -0.1288657, -0.4362797, 2.388, 1], [17, -0.05335136, -0.5245441, 2.040222, 1], [18, -0.01005379, -0.9143347, 2.035748, 1], [19, -0.009293332, -0.980158, 1.951667, 1], [20, -0.188475, -0.01716429, 2.515999, 1], [21, -0.4907414, -0.4921151, 2.175178, 1], [22, -0.5209232, -0.433553, 2.207923, 1], [23, 0.1562559, -0.3499373, 1.976601, 1], [24, 0.2108694, -0.2933994, 2.0405, 1]]
[[0, -0.2039772, -0.4374823, 2.408561, 1], [1, -0.1956266, -0.195898, 2.473034, 1], [2, -0.1856726, 0.04158899, 2.528083, 1], [3, -0.1840224, 0.1693595, 2.548599, 1], [4, -0.3582577, -0.06026851, 2.473884, 1], [5, -0.4664973, -0.252523, 2.467722, 1], [6, -0.4989327, -0.3872093, 2.260237, 1], [7, -0.4916641, -0.4422218, 2.206178, 1], [8, -0.02338898, -0.08374199, 2.476166, 1], [9, 0.03768273, -0.2837107, 2.324033, 1], [10, 0.1411522, -0.3045485, 2.093385, 1], [11, 0.1541865, -0.3073924, 2.043318, 1], [12, -0.2741649, -0.4280166, 2.370404, 1], [13, -0.2725542, -0.5472791, 1.987422, 1], [14, -0.2090084, -0.905111, 1.937036, 1], [15, -0.1944862, -0.9562907, 1.838705, 1], [16, -0.1292635, -0.4364328, 2.387628, 1], [17, -0.05330307, -0.5245468, 2.040271, 1], [18, -0.00993625, -0.9145345, 2.035791, 1], [19, -0.00389314, -0.9845518, 1.95821, 1], [20, -0.188465, -0.0171939, 2.516139, 1], [21, -0.4909596, -0.4903716, 2.176805, 1], [22, -0.5175812, -0.4540339, 2.19275, 1], [23, 0.1612816, -0.3419176, 1.959745, 1], [24, 0.2125731, -0.2920553, 2.047417, 1]]
[[0, -0.2042665, -0.4376242, 2.408283, 1], [1, -0.1956635, -0.1960829, 2.473011, 1], [2, -0.1855827, 0.04104812, 2.528162, 1], [3, -0.1839262, 0.1693107, 2.54865, 1], [4, -0.357866, -0.06022352, 2.473806, 1], [5, -0.466754, -0.2524534, 2.46774, 1], [6, -0.4991495, -0.3874038, 2.260128, 1], [7, -0.4907489, -0.4459093, 2.203467, 1], [8, -0.02354024, -0.08374301, 2.475977, 1], [9, 0.02806762, -0.2876892, 2.374672, 1], [10, 0.1287623, -0.2870289, 2.137494, 1], [11, 0.1570156, -0.2950802, 2.047519, 1], [12, -0.2744973, -0.4281027, 2.370052, 1], [13, -0.2725479, -0.5473986, 1.987369, 1], [14, -0.2085947, -0.9061229, 1.935891, 1], [15, -0.1942794, -0.9573481, 1.83759, 1], [16, -0.1294486, -0.4365868, 2.387465, 1], [17, -0.05325966, -0.5245632, 2.039143, 1], [18, -0.009887838, -0.9145809, 2.035813, 1], [19, -0.003783638, -0.9845071, 1.958092, 1], [20, -0.1884007, -0.01762796, 2.516199, 1], [21, -0.4874317, -0.4973841, 2.172943, 1], [22, -0.5177705, -0.4732926, 2.185364, 1], [23, 0.1579146, -0.3271573, 1.964445, 1], [24, 0.2173823, -0.2869896, 2.059053, 1]]
[[0, -0.2047874, -0.4374902, 2.408176, 1], [1, -0.1956954, -0.1960562, 2.473027, 1], [2, -0.1855076, 0.04105388, 2.52819, 1], [3, -0.1839042, 0.1693318, 2.548678, 1], [4, -0.3578863, -0.05982232, 2.474116, 1], [5, -0.4666802, -0.2524585, 2.467855, 1], [6, -0.4991072, -0.3876077, 2.260589, 1], [7, -0.4911048, -0.4435948, 2.205067, 1], [8, -0.02353719, -0.08374864, 2.475968, 1], [9, 0.03771294, -0.3113455, 2.375946, 1], [10, 0.1276767, -0.2893088, 2.135371, 1], [11, 0.1553992, -0.2778499, 2.048281, 1], [12, -0.2751279, -0.4278779, 2.370079, 1], [13, -0.2725611, -0.5474591, 1.987368, 1], [14, -0.208592, -0.9061844, 1.935911, 1], [15, -0.1941509, -0.9574561, 1.837671, 1], [16, -0.1298198, -0.4365214, 2.387284, 1], [17, -0.05330089, -0.5244396, 2.039166, 1], [18, -0.01009938, -0.9142406, 2.035688, 1], [19, -0.003908257, -0.9845015, 1.958509, 1], [20, -0.1883588, -0.01761823, 2.516224, 1], [21, -0.4836784, -0.4923879, 2.171804, 1], [22, -0.5216718, -0.4807658, 2.1895, 1], [23, 0.1638496, -0.3077219, 1.957107, 1], [24, 0.2189545, -0.2672307, 2.052166, 1]]
[[0, -0.2053109, -0.4374684, 2.4081, 1], [1, -0.1959386, -0.1960662, 2.473068, 1], [2, -0.1856345, 0.04100396, 2.528224, 1], [3, -0.1838666, 0.1693491, 2.548761, 1], [4, -0.3578584, -0.05978465, 2.474077, 1], [5, -0.4668756, -0.2523968, 2.467169, 1], [6, -0.4990941, -0.3878876, 2.261, 1], [7, -0.4924714, -0.4469681, 2.207043, 1], [8, -0.02367683, -0.08373692, 2.475801, 1], [9, 0.03977498, -0.3031377, 2.358095, 1], [10, 0.1320155, -0.2799657, 2.119657, 1], [11, 0.1543139, -0.2562268, 2.050706, 1], [12, -0.2757114, -0.4278016, 2.370042, 1], [13, -0.2725482, -0.5475157, 1.987368, 1], [14, -0.2085418, -0.906193, 1.936046, 1], [15, -0.1946125, -0.9597963, 1.839849, 1], [16, -0.1302116, -0.4365388, 2.387207, 1], [17, -0.05329565, -0.5251824, 2.038708, 1], [18, -0.009745526, -0.913882, 2.036256, 1], [19, -0.00429452, -0.9838297, 1.958472, 1], [20, -0.1884923, -0.0176596, 2.516267, 1], [21, -0.4888458, -0.494538, 2.176804, 1], [22, -0.5221178, -0.4631693, 2.197357, 1], [23, 0.1573002, -0.2800975, 1.961107, 1], [24, 0.2097299, -0.2460263, 2.05815, 1]]
[[0, -0.2057317, -0.4376424, 2.408223, 1], [1, -0.1962229, -0.1963919, 2.473213, 1], [2, -0.1858693, 0.04037318, 2.528296, 1], [3, -0.183966, 0.1693439, 2.548756, 1], [4, -0.3576916, -0.05972523, 2.474131, 1], [5, -0.4668468, -0.2523841, 2.467192, 1], [6, -0.4989653, -0.3879813, 2.261661, 1], [7, -0.4918935, -0.4444014, 2.208043, 1], [8, -0.02388158, -0.08395278, 2.475602, 1], [9, 0.04089064, -0.3087065, 2.370851, 1], [10, 0.1268207, -0.2657103, 2.131606, 1], [11, 0.1522835, -0.2271297, 2.061298, 1], [12, -0.2761018, -0.4278923, 2.370193, 1], [13, -0.2726814, -0.5468243, 1.987486, 1], [14, -0.2098747, -0.9033988, 1.939427, 1], [15, -0.1940182, -0.9576586, 1.844118, 1], [16, -0.1306166, -0.4367875, 2.387321, 1], [17, -0.0533131, -0.5251784, 2.038871, 1], [18, -0.009740767, -0.9138991, 2.036258, 1], [19, -0.00203765, -0.9851136, 1.960854, 1], [20, -0.1887203, -0.0181992, 2.516375, 1], [21, -0.4910139, -0.4929098, 2.180429, 1], [22, -0.5183797, -0.4359389, 2.208789, 1], [23, 0.1638153, -0.2454649, 1.963622, 1], [24, 0.2094261, -0.2167732, 2.053583, 1]]
