[['2, k, 0', [0.1310596, -0.487028, 1.0]], ['2, k, 1', [0.1089286, -0.2520832, 1.0]], ['2, k, 2', [0.08978187, -0.02087472, 1.0]], ['2, k, 3', [0.08506528, 0.1109831, 1.0]], ['2, k, 4', [-0.03096699, -0.1178607, 1.0]], ['2, k, 5', [-0.03530517, -0.3139964, 1.0]], ['2, k, 6', [-0.02233154, -0.4647824, 1.0]], ['2, k, 7', [0.01996937, -0.4837609, 1.0]], ['2, k, 8', [0.3015602, -0.09223529, 1.0]], ['2, k, 9', [0.5162481, -0.1215907, 1.0]], ['2, k, 10', [0.5959691, -0.1028736, 1.0]], ['2, k, 11', [0.6226692, -0.0726558, 1.0]], ['2, k, 12', [0.05761081, -0.4745062, 1.0]], ['2, k, 13', [-0.04124551, -0.5215523, 1.0]], ['2, k, 14', [-0.05558049, -0.9161279, 1.0]], ['2, k, 15', [-0.128405, -0.9706289, 1.0]], ['2, k, 16', [0.2012668, -0.486772, 1.0]], ['2, k, 17', [0.2327567, -0.5197266, 1.0]], ['2, k, 18', [0.2126307, -0.9289292, 1.0]], ['2, k, 19', [0.2546515, -0.9641942, 1.0]], ['2, k, 20', [0.09423807, -0.07867693, 1.0]], ['2, k, 21', [0.05324804, -0.5422562, 1.0]], ['2, k, 22', [0.06013159, -0.468219, 1.0]], ['2, k, 23', [0.6745275, -0.06106969, 1.0]], ['2, k, 24', [0.5948173, -0.04304599, 1.0]]]
[['2, k, 0', [0.1315003, -0.486219, 1.0]], ['2, k, 1', [0.1092626, -0.2517219, 1.0]], ['2, k, 2', [0.08983754, -0.0208454, 1.0]], ['2, k, 3', [0.08514743, 0.1110467, 1.0]], ['2, k, 4', [-0.02995331, -0.1165231, 1.0]], ['2, k, 5', [-0.03357949, -0.3183186, 1.0]], ['2, k, 6', [-0.02290763, -0.4687268, 1.0]], ['2, k, 7', [0.02052417, -0.48832, 1.0]], ['2, k, 8', [0.3014129, -0.08960509, 1.0]], ['2, k, 9', [0.5164426, -0.1140287, 1.0]], ['2, k, 10', [0.5923148, -0.08735296, 1.0]], ['2, k, 11', [0.6155327, -0.05813998, 1.0]], ['2, k, 12', [0.05854463, -0.4734958, 1.0]], ['2, k, 13', [-0.04102517, -0.5188099, 1.0]], ['2, k, 14', [-0.05591077, -0.9160084, 1.0]], ['2, k, 15', [-0.1279027, -0.9715044, 1.0]], ['2, k, 16', [0.2013305, -0.4860756, 1.0]], ['2, k, 17', [0.2328983, -0.5197754, 1.0]], ['2, k, 18', [0.2117129, -0.9288587, 1.0]], ['2, k, 19', [0.2547216, -0.9641441, 1.0]], ['2, k, 20', [0.09437158, -0.07853862, 1.0]], ['2, k, 21', [0.05319846, -0.5469262, 1.0]], ['2, k, 22', [0.05148078, -0.455112, 1.0]], ['2, k, 23', [0.6592791, -0.06798117, 1.0]], ['2, k, 24', [0.5869499, -0.02750964, 1.0]]]
[['2, k, 0', [0.1312935, -0.4861109, 1.0]], ['2, k, 1', [0.1092057, -0.2515914, 1.0]], ['2, k, 2', [0.08961479, -0.02063119, 1.0]], ['2, k, 3', [0.08540952, 0.1111664, 1.0]], ['2, k, 4', [-0.02905328, -0.1156311, 1.0]], ['2, k, 5', [-0.03595187, -0.3086266, 1.0]], ['2, k, 6', [0.007737925, -0.4461242, 1.0]], ['2, k, 7', [0.0234372, -0.4869616, 1.0]], ['2, k, 8', [0.3006301, -0.09009918, 1.0]], ['2, k, 9', [0.5165054, -0.1064816, 1.0]], ['2, k, 10', [0.586993, -0.07295907, 1.0]], ['2, k, 11', [0.6112214, -0.0427479, 1.0]], ['2, k, 12', [0.0583363, -0.4732511, 1.0]], ['2, k, 13', [-0.04104009, -0.5187986, 1.0]], ['2, k, 14', [-0.05617052, -0.9163464, 1.0]], ['2, k, 15', [-0.1276777, -0.9696507, 1.0]], ['2, k, 16', [0.2010521, -0.486079, 1.0]], ['2, k, 17', [0.2330724, -0.5197962, 1.0]], ['2, k, 18', [0.2121871, -0.9291819, 1.0]], ['2, k, 19', [0.2550831, -0.9645131, 1.0]], ['2, k, 20', [0.0942414, -0.07828537, 1.0]], ['2, k, 21', [0.04266925, -0.5424104, 1.0]], ['2, k, 22', [0.05945494, -0.4674376, 1.0]], ['2, k, 23', [0.6492332, -0.04634186, 1.0]], ['2, k, 24', [0.5814001, -0.01383189, 1.0]]]
[['2, k, 0', [0.1314001, -0.4854027, 1.0]], ['2, k, 1', [0.109274, -0.2510614, 1.0]], ['2, k, 2', [0.08942384, -0.02031766, 1.0]], ['2, k, 3', [0.0851924, 0.1112, 1.0]], ['2, k, 4', [-0.02842351, -0.1162023, 1.0]], ['2, k, 5', [-0.03623665, -0.3164048, 1.0]], ['2, k, 6', [-0.01417004, -0.4626348, 1.0]], ['2, k, 7', [0.01286396, -0.4797119, 1.0]], ['2, k, 8', [0.3007859, -0.08904522, 1.0]], ['2, k, 9', [0.5161078, -0.09664642, 1.0]], ['2, k, 10', [0.5833927, -0.06113973, 1.0]], ['2, k, 11', [0.603486, -0.02819021, 1.0]], ['2, k, 12', [0.05844776, -0.4725991, 1.0]], ['2, k, 13', [-0.04074539, -0.5182071, 1.0]], ['2, k, 14', [-0.05180696, -0.9147135, 1.0]], ['2, k, 15', [-0.1276563, -0.9662926, 1.0]], ['2, k, 16', [0.2011111, -0.4853546, 1.0]], ['2, k, 17', [0.2334645, -0.519781, 1.0]], ['2, k, 18', [0.2122948, -0.9292759, 1.0]], ['2, k, 19', [0.2554788, -0.9646537, 1.0]], ['2, k, 20', [0.09414565, -0.07788984, 1.0]], ['2, k, 21', [0.03170348, -0.541447, 1.0]], ['2, k, 22', [0.050863, -0.4612933, 1.0]], ['2, k, 23', [0.6472495, -0.03153233, 1.0]], ['2, k, 24', [0.5761211, 0.0005082061, 1.0]]]
[['2, k, 0', [0.1314296, -0.4842145, 1.0]], ['2, k, 1', [0.1100298, -0.2504015, 1.0]], ['2, k, 2', [0.09061576, -0.02021875, 1.0]], ['2, k, 3', [0.08520263, 0.1110782, 1.0]], ['2, k, 4', [-0.02812573, -0.1166535, 1.0]], ['2, k, 5', [-0.03507794, -0.3214588, 1.0]], ['2, k, 6', [-0.01356642, -0.4672693, 1.0]], ['2, k, 7', [0.0124361, -0.479715, 1.0]], ['2, k, 8', [0.3003302, -0.08603574, 1.0]], ['2, k, 9', [0.5148858, -0.08778072, 1.0]], ['2, k, 10', [0.5796236, -0.04828253, 1.0]], ['2, k, 11', [0.5976897, -0.01320936, 1.0]], ['2, k, 12', [0.05846542, -0.4716946, 1.0]], ['2, k, 13', [-0.04067829, -0.5183111, 1.0]], ['2, k, 14', [-0.04805353, -0.9103084, 1.0]], ['2, k, 15', [-0.0005419664, -0.9457446, 1.0]], ['2, k, 16', [0.2010939, -0.4839367, 1.0]], ['2, k, 17', [0.2335818, -0.5197495, 1.0]], ['2, k, 18', [0.2122583, -0.9293774, 1.0]], ['2, k, 19', [0.256011, -0.9647145, 1.0]], ['2, k, 20', [0.095279, -0.07754697, 1.0]], ['2, k, 21', [0.03142628, -0.5413582, 1.0]], ['2, k, 22', [0.04718347, -0.4548054, 1.0]], ['2, k, 23', [0.6333072, -0.01318605, 1.0]], ['2, k, 24', [0.562495, 0.01118992, 1.0]]]
[['2, k, 0', [0.1317333, -0.4833785, 1.0]], ['2, k, 1', [0.1111436, -0.2494668, 1.0]], ['2, k, 2', [0.09236279, -0.019422, 1.0]], ['2, k, 3', [0.08502765, 0.1112955, 1.0]], ['2, k, 4', [-0.02736656, -0.1165522, 1.0]], ['2, k, 5', [-0.03422572, -0.3254407, 1.0]], ['2, k, 6', [0.05339191, -0.4383992, 1.0]], ['2, k, 7', [0.04343826, -0.4825592, 1.0]], ['2, k, 8', [0.3001742, -0.0848625, 1.0]], ['2, k, 9', [0.5146998, -0.0792554, 1.0]], ['2, k, 10', [0.5764306, -0.03823442, 1.0]], ['2, k, 11', [0.5908327, 0.0006054206, 1.0]], ['2, k, 12', [0.05865859, -0.4709776, 1.0]], ['2, k, 13', [-0.04056837, -0.5178769, 1.0]], ['2, k, 14', [-0.05143385, -0.9129017, 1.0]], ['2, k, 15', [-0.1244843, -0.9676001, 1.0]], ['2, k, 16', [0.2014721, -0.4830396, 1.0]], ['2, k, 17', [0.2336143, -0.519684, 1.0]], ['2, k, 18', [0.2121211, -0.929055, 1.0]], ['2, k, 19', [0.2557891, -0.9644443, 1.0]], ['2, k, 20', [0.09692521, -0.07661035, 1.0]], ['2, k, 21', [0.06150797, -0.5172413, 1.0]], ['2, k, 22', [0.07556108, -0.5122308, 1.0]], ['2, k, 23', [0.6347221, 0.002000037, 1.0]], ['2, k, 24', [0.5574394, 0.02536661, 1.0]]]
[['2, k, 0', [0.1313646, -0.4822279, 1.0]], ['2, k, 1', [0.1111249, -0.2490388, 1.0]], ['2, k, 2', [0.09235823, -0.01935417, 1.0]], ['2, k, 3', [0.08510227, 0.1112627, 1.0]], ['2, k, 4', [-0.02710205, -0.115681, 1.0]], ['2, k, 5', [-0.03275851, -0.3255918, 1.0]], ['2, k, 6', [0.04579138, -0.4430117, 1.0]], ['2, k, 7', [0.03823055, -0.4836067, 1.0]], ['2, k, 8', [0.2998355, -0.08572489, 1.0]], ['2, k, 9', [0.5134517, -0.07333586, 1.0]], ['2, k, 10', [0.568396, -0.02581062, 1.0]], ['2, k, 11', [0.581826, 0.01231314, 1.0]], ['2, k, 12', [0.05806565, -0.4690458, 1.0]], ['2, k, 13', [-0.04056922, -0.5178879, 1.0]], ['2, k, 14', [-0.05162406, -0.9126163, 1.0]], ['2, k, 15', [-0.1232008, -0.9688925, 1.0]], ['2, k, 16', [0.2012527, -0.4824961, 1.0]], ['2, k, 17', [0.2336704, -0.5196637, 1.0]], ['2, k, 18', [0.2124227, -0.929005, 1.0]], ['2, k, 19', [0.2554521, -0.9645311, 1.0]], ['2, k, 20', [0.09692725, -0.07649513, 1.0]], ['2, k, 21', [0.054605, -0.5160288, 1.0]], ['2, k, 22', [0.0710462, -0.4977631, 1.0]], ['2, k, 23', [0.6287045, 0.02603478, 1.0]], ['2, k, 24', [0.5487803, 0.03581918, 1.0]]]
[['2, k, 0', [0.1316987, -0.4817635, 1.0]], ['2, k, 1', [0.1111197, -0.2488527, 1.0]], ['2, k, 2', [0.09178458, -0.01932645, 1.0]], ['2, k, 3', [0.08508704, 0.11122, 1.0]], ['2, k, 4', [-0.02674851, -0.1148663, 1.0]], ['2, k, 5', [-0.03735618, -0.3046245, 1.0]], ['2, k, 6', [-0.01179305, -0.4479574, 1.0]], ['2, k, 7', [0.01365787, -0.480381, 1.0]], ['2, k, 8', [0.2994496, -0.08585499, 1.0]], ['2, k, 9', [0.5100533, -0.06295845, 1.0]], ['2, k, 10', [0.5587746, -0.01433734, 1.0]], ['2, k, 11', [0.5752198, 0.0228765, 1.0]], ['2, k, 12', [0.05827491, -0.4686089, 1.0]], ['2, k, 13', [-0.04060407, -0.5180583, 1.0]], ['2, k, 14', [-0.05225211, -0.9119587, 1.0]], ['2, k, 15', [-0.1222541, -0.9699036, 1.0]], ['2, k, 16', [0.2016964, -0.4820622, 1.0]], ['2, k, 17', [0.2336923, -0.519632, 1.0]], ['2, k, 18', [0.2121317, -0.9284815, 1.0]], ['2, k, 19', [0.2549442, -0.9641008, 1.0]], ['2, k, 20', [0.09659905, -0.07638132, 1.0]], ['2, k, 21', [0.03000229, -0.5419588, 1.0]], ['2, k, 22', [0.04974227, -0.4581065, 1.0]], ['2, k, 23', [0.6164171, 0.02930482, 1.0]], ['2, k, 24', [0.5420123, 0.04678652, 1.0]]]
[['2, k, 0', [0.1325357, -0.4801224, 1.0]], ['2, k, 1', [0.1118141, -0.2479447, 1.0]], ['2, k, 2', [0.09220838, -0.01914347, 1.0]], ['2, k, 3', [0.08455941, 0.1110411, 1.0]], ['2, k, 4', [-0.02649352, -0.1143968, 1.0]], ['2, k, 5', [-0.02389195, -0.3310432, 1.0]], ['2, k, 6', [0.003401075, -0.4737983, 1.0]], ['2, k, 7', [0.0225643, -0.5097668, 1.0]], ['2, k, 8', [0.2991537, -0.08588574, 1.0]], ['2, k, 9', [0.5064415, -0.05535457, 1.0]], ['2, k, 10', [0.5553852, -0.004956993, 1.0]], ['2, k, 11', [0.569234, 0.03444044, 1.0]], ['2, k, 12', [0.05845141, -0.4672664, 1.0]], ['2, k, 13', [-0.04123382, -0.5205147, 1.0]], ['2, k, 14', [-0.05221241, -0.9113672, 1.0]], ['2, k, 15', [-0.1194108, -0.9719962, 1.0]], ['2, k, 16', [0.2034315, -0.4801589, 1.0]], ['2, k, 17', [0.2337651, -0.5196321, 1.0]], ['2, k, 18', [0.2121114, -0.9284576, 1.0]], ['2, k, 19', [0.2547963, -0.9641315, 1.0]], ['2, k, 20', [0.09708615, -0.07599908, 1.0]], ['2, k, 21', [0.02980648, -0.5727242, 1.0]], ['2, k, 22', [0.06508748, -0.5144144, 1.0]], ['2, k, 23', [0.6176551, 0.05405287, 1.0]], ['2, k, 24', [0.530556, 0.05001818, 1.0]]]
[['2, k, 0', [0.1337693, -0.4798664, 1.0]], ['2, k, 1', [0.1122005, -0.2478153, 1.0]], ['2, k, 2', [0.09220804, -0.01915496, 1.0]], ['2, k, 3', [0.08445612, 0.1111868, 1.0]], ['2, k, 4', [-0.02634808, -0.1140497, 1.0]], ['2, k, 5', [-0.02391939, -0.3311397, 1.0]], ['2, k, 6', [0.02830042, -0.4529685, 1.0]], ['2, k, 7', [0.02656567, -0.4927142, 1.0]], ['2, k, 8', [0.298962, -0.0862124, 1.0]], ['2, k, 9', [0.5046877, -0.0484215, 1.0]], ['2, k, 10', [0.5500765, 0.007322729, 1.0]], ['2, k, 11', [0.5619643, 0.04363624, 1.0]], ['2, k, 12', [0.05985343, -0.4671096, 1.0]], ['2, k, 13', [-0.04119493, -0.520498, 1.0]], ['2, k, 14', [-0.05337851, -0.91246, 1.0]], ['2, k, 15', [-0.1183949, -0.9748598, 1.0]], ['2, k, 16', [0.2044223, -0.4798574, 1.0]], ['2, k, 17', [0.2338877, -0.5196567, 1.0]], ['2, k, 18', [0.2120854, -0.9285122, 1.0]], ['2, k, 19', [0.2546264, -0.96435, 1.0]], ['2, k, 20', [0.09719884, -0.07594769, 1.0]], ['2, k, 21', [0.03445382, -0.5245458, 1.0]], ['2, k, 22', [0.06571378, -0.4949332, 1.0]], ['2, k, 23', [0.6142206, 0.07179511, 1.0]], ['2, k, 24', [0.5264236, 0.06632894, 1.0]]]
[['2, k, 0', [0.1381838, -0.4769938, 1.0]], ['2, k, 1', [0.1141648, -0.2465056, 1.0]], ['2, k, 2', [0.09253802, -0.01895596, 1.0]], ['2, k, 3', [0.08410458, 0.1115664, 1.0]], ['2, k, 4', [-0.02578177, -0.1143087, 1.0]], ['2, k, 5', [-0.02404355, -0.3321845, 1.0]], ['2, k, 6', [0.0347494, -0.4523062, 1.0]], ['2, k, 7', [0.03109391, -0.494508, 1.0]], ['2, k, 8', [0.2978236, -0.07911422, 1.0]], ['2, k, 9', [0.5025443, -0.04387905, 1.0]], ['2, k, 10', [0.5471568, 0.01437645, 1.0]], ['2, k, 11', [0.5559136, 0.05106496, 1.0]], ['2, k, 12', [0.06306543, -0.4654799, 1.0]], ['2, k, 13', [-0.0412019, -0.5205061, 1.0]], ['2, k, 14', [-0.04985091, -0.9125488, 1.0]], ['2, k, 15', [-0.1222768, -0.9678613, 1.0]], ['2, k, 16', [0.2098984, -0.4756837, 1.0]], ['2, k, 17', [0.2339151, -0.5196285, 1.0]], ['2, k, 18', [0.2120721, -0.9284617, 1.0]], ['2, k, 19', [0.2546287, -0.9645088, 1.0]], ['2, k, 20', [0.09782587, -0.07551835, 1.0]], ['2, k, 21', [0.04645064, -0.5279725, 1.0]], ['2, k, 22', [0.06658437, -0.4942796, 1.0]], ['2, k, 23', [0.5952669, 0.05656436, 1.0]], ['2, k, 24', [0.5169507, 0.06400975, 1.0]]]
