[['2, k, 0', [-0.254071, -0.249301, 1.0]], ['2, k, 1', [-0.249893, 0.0919248, 1.0]], ['2, k, 2', [-0.244262, 0.423104, 1.0]], ['2, k, 3', [-0.263905, 0.574929, 1.0]], ['2, k, 4', [-0.424728, 0.320733, 1.0]], ['2, k, 5', [-0.504208, 0.200218, 1.0]], ['2, k, 6', [-0.52827, 0.116163, 1.0]], ['2, k, 7', [-0.531892, 0.0398361, 1.0]], ['2, k, 8', [-0.0800478, 0.322443, 1.0]], ['2, k, 9', [0.0246424, 0.225462, 1.0]], ['2, k, 10', [0.0506489, 0.138649, 1.0]], ['2, k, 11', [0.0449932, 0.0645409, 1.0]], ['2, k, 12', [-0.328788, -0.245708, 1.0]], ['2, k, 13', [-0.339486, -0.644624, 1.0]], ['2, k, 14', [-0.358536, -1.04022, 1.0]], ['2, k, 15', [-0.367188, -1.08984, 1.0]], ['2, k, 16', [-0.171416, -0.245145, 1.0]], ['2, k, 17', [-0.129423, -0.693905, 1.0]], ['2, k, 18', [-0.0838438, -1.03459, 1.0]], ['2, k, 19', [-0.0900879, -1.09082, 1.0]], ['2, k, 20', [-0.245924, 0.341748, 1.0]], ['2, k, 21', [-0.530137, 0.0123248, 1.0]], ['2, k, 22', [-0.575663, 0.0303291, 1.0]], ['2, k, 23', [0.0473313, 0.0114253, 1.0]], ['2, k, 24', [0.0694296, 0.0360272, 1.0]]]
[['2, k, 0', [-0.253775, -0.248736, 1.0]], ['2, k, 1', [-0.24984, 0.0920328, 1.0]], ['2, k, 2', [-0.244269, 0.423091, 1.0]], ['2, k, 3', [-0.263915, 0.574957, 1.0]], ['2, k, 4', [-0.424489, 0.32325, 1.0]], ['2, k, 5', [-0.500969, 0.20508, 1.0]], ['2, k, 6', [-0.523096, 0.132388, 1.0]], ['2, k, 7', [-0.52279, 0.0478842, 1.0]], ['2, k, 8', [-0.0805193, 0.322737, 1.0]], ['2, k, 9', [0.0287898, 0.230424, 1.0]], ['2, k, 10', [0.0444525, 0.112275, 1.0]], ['2, k, 11', [0.0289308, 0.0287852, 1.0]], ['2, k, 12', [-0.32841, -0.244705, 1.0]], ['2, k, 13', [-0.339647, -0.644196, 1.0]], ['2, k, 14', [-0.358281, -1.03921, 1.0]], ['2, k, 15', [-0.367259, -1.08975, 1.0]], ['2, k, 16', [-0.171203, -0.244897, 1.0]], ['2, k, 17', [-0.129467, -0.693932, 1.0]], ['2, k, 18', [-0.084356, -1.03458, 1.0]], ['2, k, 19', [-0.0900855, -1.09084, 1.0]], ['2, k, 20', [-0.245922, 0.341744, 1.0]], ['2, k, 21', [-0.502916, 0.0205015, 1.0]], ['2, k, 22', [-0.584126, 0.048472, 1.0]], ['2, k, 23', [0.0290073, -0.00547738, 1.0]], ['2, k, 24', [0.0985174, 0.0105388, 1.0]]]
[['2, k, 0', [-0.25347, -0.246198, 1.0]], ['2, k, 1', [-0.24989, 0.0928034, 1.0]], ['2, k, 2', [-0.244379, 0.423126, 1.0]], ['2, k, 3', [-0.264028, 0.575216, 1.0]], ['2, k, 4', [-0.422785, 0.325586, 1.0]], ['2, k, 5', [-0.491602, 0.223637, 1.0]], ['2, k, 6', [-0.522251, 0.145998, 1.0]], ['2, k, 7', [-0.520632, 0.073694, 1.0]], ['2, k, 8', [-0.081724, 0.323714, 1.0]], ['2, k, 9', [0.0310077, 0.237275, 1.0]], ['2, k, 10', [0.0144721, 0.101692, 1.0]], ['2, k, 11', [0.0265719, 0.0528918, 1.0]], ['2, k, 12', [-0.328116, -0.241749, 1.0]], ['2, k, 13', [-0.339899, -0.643919, 1.0]], ['2, k, 14', [-0.358294, -1.03911, 1.0]], ['2, k, 15', [-0.369512, -1.08934, 1.0]], ['2, k, 16', [-0.170912, -0.24287, 1.0]], ['2, k, 17', [-0.131626, -0.679322, 1.0]], ['2, k, 18', [-0.0843958, -1.03442, 1.0]], ['2, k, 19', [-0.0900644, -1.09118, 1.0]], ['2, k, 20', [-0.246024, 0.341863, 1.0]], ['2, k, 21', [-0.511089, 0.0483166, 1.0]], ['2, k, 22', [-0.584372, 0.0748195, 1.0]], ['2, k, 23', [0.0448056, 0.0159977, 1.0]], ['2, k, 24', [0.0982494, 0.0387984, 1.0]]]
[['2, k, 0', [-0.253384, -0.244955, 1.0]], ['2, k, 1', [-0.249813, 0.0933568, 1.0]], ['2, k, 2', [-0.244365, 0.423156, 1.0]], ['2, k, 3', [-0.26412, 0.575438, 1.0]], ['2, k, 4', [-0.421083, 0.32916, 1.0]], ['2, k, 5', [-0.489417, 0.228885, 1.0]], ['2, k, 6', [-0.498592, 0.145474, 1.0]], ['2, k, 7', [-0.513994, 0.0975153, 1.0]], ['2, k, 8', [-0.0825222, 0.325494, 1.0]], ['2, k, 9', [0.00721462, 0.241864, 1.0]], ['2, k, 10', [0.0314978, 0.111857, 1.0]], ['2, k, 11', [0.0295515, 0.0789018, 1.0]], ['2, k, 12', [-0.327984, -0.240198, 1.0]], ['2, k, 13', [-0.340148, -0.644607, 1.0]], ['2, k, 14', [-0.358351, -1.0391, 1.0]], ['2, k, 15', [-0.371992, -1.08945, 1.0]], ['2, k, 16', [-0.170872, -0.241971, 1.0]], ['2, k, 17', [-0.132241, -0.67693, 1.0]], ['2, k, 18', [-0.0846191, -1.03442, 1.0]], ['2, k, 19', [-0.0900004, -1.09126, 1.0]], ['2, k, 20', [-0.245997, 0.341974, 1.0]], ['2, k, 21', [-0.485206, 0.0542229, 1.0]], ['2, k, 22', [-0.568999, 0.102124, 1.0]], ['2, k, 23', [0.0413999, 0.0483619, 1.0]], ['2, k, 24', [0.104868, 0.0638294, 1.0]]]
[['2, k, 0', [-0.253931, -0.246314, 1.0]], ['2, k, 1', [-0.249956, 0.0932625, 1.0]], ['2, k, 2', [-0.244522, 0.42339, 1.0]], ['2, k, 3', [-0.264022, 0.575821, 1.0]], ['2, k, 4', [-0.418362, 0.334186, 1.0]], ['2, k, 5', [-0.492506, 0.233501, 1.0]], ['2, k, 6', [-0.48011, 0.121446, 1.0]], ['2, k, 7', [-0.509737, 0.120862, 1.0]], ['2, k, 8', [-0.0826441, 0.325814, 1.0]], ['2, k, 9', [0.0137945, 0.240144, 1.0]], ['2, k, 10', [0.035306, 0.107145, 1.0]], ['2, k, 11', [0.0320201, 0.100772, 1.0]], ['2, k, 12', [-0.328315, -0.240854, 1.0]], ['2, k, 13', [-0.340732, -0.645834, 1.0]], ['2, k, 14', [-0.358427, -1.03911, 1.0]], ['2, k, 15', [-0.373053, -1.08922, 1.0]], ['2, k, 16', [-0.171696, -0.24433, 1.0]], ['2, k, 17', [-0.132252, -0.681097, 1.0]], ['2, k, 18', [-0.0846732, -1.03429, 1.0]], ['2, k, 19', [-0.0897798, -1.09151, 1.0]], ['2, k, 20', [-0.246128, 0.342101, 1.0]], ['2, k, 21', [-0.513775, 0.102406, 1.0]], ['2, k, 22', [-0.569516, 0.126307, 1.0]], ['2, k, 23', [0.0429412, 0.0724735, 1.0]], ['2, k, 24', [0.103606, 0.0880963, 1.0]]]
[['2, k, 0', [-0.253412, -0.245787, 1.0]], ['2, k, 1', [-0.24975, 0.0934464, 1.0]], ['2, k, 2', [-0.244493, 0.423374, 1.0]], ['2, k, 3', [-0.263964, 0.576417, 1.0]], ['2, k, 4', [-0.4184, 0.334115, 1.0]], ['2, k, 5', [-0.500817, 0.251836, 1.0]], ['2, k, 6', [-0.4791, 0.149513, 1.0]], ['2, k, 7', [-0.509291, 0.142325, 1.0]], ['2, k, 8', [-0.0846655, 0.329075, 1.0]], ['2, k, 9', [0.014317, 0.270752, 1.0]], ['2, k, 10', [0.0490274, 0.213915, 1.0]], ['2, k, 11', [0.0328936, 0.124477, 1.0]], ['2, k, 12', [-0.327802, -0.240765, 1.0]], ['2, k, 13', [-0.340921, -0.646041, 1.0]], ['2, k, 14', [-0.358361, -1.03932, 1.0]], ['2, k, 15', [-0.37367, -1.08916, 1.0]], ['2, k, 16', [-0.171146, -0.243163, 1.0]], ['2, k, 17', [-0.132495, -0.677603, 1.0]], ['2, k, 18', [-0.0849099, -1.03413, 1.0]], ['2, k, 19', [-0.0898081, -1.09155, 1.0]], ['2, k, 20', [-0.24607, 0.342121, 1.0]], ['2, k, 21', [-0.504952, 0.122575, 1.0]], ['2, k, 22', [-0.571571, 0.148726, 1.0]], ['2, k, 23', [0.0356482, 0.092869, 1.0]], ['2, k, 24', [0.103572, 0.110551, 1.0]]]
[['2, k, 0', [-0.253202, -0.246011, 1.0]], ['2, k, 1', [-0.2497, 0.0934292, 1.0]], ['2, k, 2', [-0.244507, 0.423394, 1.0]], ['2, k, 3', [-0.263959, 0.577319, 1.0]], ['2, k, 4', [-0.41841, 0.334049, 1.0]], ['2, k, 5', [-0.491277, 0.262179, 1.0]], ['2, k, 6', [-0.46446, 0.147821, 1.0]], ['2, k, 7', [-0.503833, 0.162137, 1.0]], ['2, k, 8', [-0.0846669, 0.32909, 1.0]], ['2, k, 9', [0.0179415, 0.264516, 1.0]], ['2, k, 10', [0.0347655, 0.150152, 1.0]], ['2, k, 11', [0.0347608, 0.144574, 1.0]], ['2, k, 12', [-0.327511, -0.241033, 1.0]], ['2, k, 13', [-0.34086, -0.646135, 1.0]], ['2, k, 14', [-0.358318, -1.03932, 1.0]], ['2, k, 15', [-0.354267, -1.09271, 1.0]], ['2, k, 16', [-0.171016, -0.243341, 1.0]], ['2, k, 17', [-0.132252, -0.685923, 1.0]], ['2, k, 18', [-0.0850236, -1.03385, 1.0]], ['2, k, 19', [-0.089726, -1.09185, 1.0]], ['2, k, 20', [-0.246077, 0.342146, 1.0]], ['2, k, 21', [-0.509588, 0.15022, 1.0]], ['2, k, 22', [-0.563041, 0.168675, 1.0]], ['2, k, 23', [0.0590563, 0.111204, 1.0]], ['2, k, 24', [0.108349, 0.133606, 1.0]]]
[['2, k, 0', [-0.252982, -0.246369, 1.0]], ['2, k, 1', [-0.249617, 0.0933791, 1.0]], ['2, k, 2', [-0.24449, 0.423419, 1.0]], ['2, k, 3', [-0.263964, 0.577841, 1.0]], ['2, k, 4', [-0.418163, 0.334107, 1.0]], ['2, k, 5', [-0.479741, 0.282084, 1.0]], ['2, k, 6', [-0.478819, 0.200372, 1.0]], ['2, k, 7', [-0.505223, 0.181189, 1.0]], ['2, k, 8', [-0.0846467, 0.329209, 1.0]], ['2, k, 9', [0.0083975, 0.283486, 1.0]], ['2, k, 10', [0.0493743, 0.235688, 1.0]], ['2, k, 11', [0.0372537, 0.165069, 1.0]], ['2, k, 12', [-0.327192, -0.24145, 1.0]], ['2, k, 13', [-0.341012, -0.646511, 1.0]], ['2, k, 14', [-0.358184, -1.03925, 1.0]], ['2, k, 15', [-0.357853, -1.09163, 1.0]], ['2, k, 16', [-0.170886, -0.243637, 1.0]], ['2, k, 17', [-0.132281, -0.685936, 1.0]], ['2, k, 18', [-0.0849641, -1.0333, 1.0]], ['2, k, 19', [-0.0898337, -1.09191, 1.0]], ['2, k, 20', [-0.246052, 0.342165, 1.0]], ['2, k, 21', [-0.503338, 0.166456, 1.0]], ['2, k, 22', [-0.565619, 0.187754, 1.0]], ['2, k, 23', [0.0377894, 0.138877, 1.0]], ['2, k, 24', [0.108057, 0.152012, 1.0]]]
[['2, k, 0', [-0.252837, -0.249444, 1.0]], ['2, k, 1', [-0.249522, 0.0929012, 1.0]], ['2, k, 2', [-0.244421, 0.423578, 1.0]], ['2, k, 3', [-0.263816, 0.578732, 1.0]], ['2, k, 4', [-0.417809, 0.334569, 1.0]], ['2, k, 5', [-0.477436, 0.287459, 1.0]], ['2, k, 6', [-0.472432, 0.214014, 1.0]], ['2, k, 7', [-0.505625, 0.200142, 1.0]], ['2, k, 8', [-0.0846687, 0.329179, 1.0]], ['2, k, 9', [0.0060292, 0.28496, 1.0]], ['2, k, 10', [0.0693109, 0.269824, 1.0]], ['2, k, 11', [0.0400479, 0.182809, 1.0]], ['2, k, 12', [-0.326872, -0.243856, 1.0]], ['2, k, 13', [-0.341075, -0.646521, 1.0]], ['2, k, 14', [-0.359032, -1.03667, 1.0]], ['2, k, 15', [-0.3669, -1.08826, 1.0]], ['2, k, 16', [-0.170969, -0.247443, 1.0]], ['2, k, 17', [-0.132915, -0.687531, 1.0]], ['2, k, 18', [-0.0852292, -1.03161, 1.0]], ['2, k, 19', [-0.0897642, -1.09147, 1.0]], ['2, k, 20', [-0.246006, 0.342205, 1.0]], ['2, k, 21', [-0.508066, 0.184743, 1.0]], ['2, k, 22', [-0.567832, 0.204306, 1.0]], ['2, k, 23', [0.044152, 0.154456, 1.0]], ['2, k, 24', [0.108704, 0.172908, 1.0]]]
[['2, k, 0', [-0.252768, -0.24963, 1.0]], ['2, k, 1', [-0.249355, 0.0929103, 1.0]], ['2, k, 2', [-0.244007, 0.423981, 1.0]], ['2, k, 3', [-0.263704, 0.578879, 1.0]], ['2, k, 4', [-0.416879, 0.335217, 1.0]], ['2, k, 5', [-0.477105, 0.288561, 1.0]], ['2, k, 6', [-0.467834, 0.230091, 1.0]], ['2, k, 7', [-0.502171, 0.217313, 1.0]], ['2, k, 8', [-0.0846901, 0.329361, 1.0]], ['2, k, 9', [0.0032226, 0.291882, 1.0]], ['2, k, 10', [0.0352961, 0.249073, 1.0]], ['2, k, 11', [0.0407738, 0.202643, 1.0]], ['2, k, 12', [-0.326553, -0.244465, 1.0]], ['2, k, 13', [-0.341086, -0.646418, 1.0]], ['2, k, 14', [-0.359792, -1.03585, 1.0]], ['2, k, 15', [-0.369006, -1.08755, 1.0]], ['2, k, 16', [-0.171016, -0.247405, 1.0]], ['2, k, 17', [-0.132956, -0.688124, 1.0]], ['2, k, 18', [-0.0847593, -1.02998, 1.0]], ['2, k, 19', [-0.0897667, -1.09099, 1.0]], ['2, k, 20', [-0.245671, 0.342487, 1.0]], ['2, k, 21', [-0.504754, 0.200792, 1.0]], ['2, k, 22', [-0.563541, 0.221961, 1.0]], ['2, k, 23', [0.0610712, 0.170076, 1.0]], ['2, k, 24', [0.118441, 0.192011, 1.0]]]
[['2, k, 0', [-0.252621, -0.249672, 1.0]], ['2, k, 1', [-0.249089, 0.0930474, 1.0]], ['2, k, 2', [-0.24356, 0.424587, 1.0]], ['2, k, 3', [-0.26354, 0.578951, 1.0]], ['2, k, 4', [-0.416309, 0.336139, 1.0]], ['2, k, 5', [-0.476415, 0.290837, 1.0]], ['2, k, 6', [-0.473102, 0.24127, 1.0]], ['2, k, 7', [-0.501659, 0.234889, 1.0]], ['2, k, 8', [-0.0847883, 0.33026, 1.0]], ['2, k, 9', [0.0118635, 0.339716, 1.0]], ['2, k, 10', [0.0394836, 0.244603, 1.0]], ['2, k, 11', [0.0408076, 0.223953, 1.0]], ['2, k, 12', [-0.326284, -0.244657, 1.0]], ['2, k, 13', [-0.341116, -0.646656, 1.0]], ['2, k, 14', [-0.359599, -1.03561, 1.0]], ['2, k, 15', [-0.368334, -1.08736, 1.0]], ['2, k, 16', [-0.170952, -0.247254, 1.0]], ['2, k, 17', [-0.133111, -0.689481, 1.0]], ['2, k, 18', [-0.0850701, -1.02967, 1.0]], ['2, k, 19', [-0.0901382, -1.09067, 1.0]], ['2, k, 20', [-0.24526, 0.34298, 1.0]], ['2, k, 21', [-0.494261, 0.214435, 1.0]], ['2, k, 22', [-0.560999, 0.238641, 1.0]], ['2, k, 23', [0.0505961, 0.202127, 1.0]], ['2, k, 24', [0.112111, 0.218315, 1.0]]]
