[['2, k, 0', [-0.1340641, 0.1956295, 1.0]], ['2, k, 1', [-0.1309621, 0.4719351, 1.0]], ['2, k, 2', [-0.1316967, 0.7404015, 1.0]], ['2, k, 3', [-0.1255915, 0.8764365, 1.0]], ['2, k, 4', [-0.3062442, 0.6293423, 1.0]], ['2, k, 5', [-0.3564381, 0.385586, 1.0]], ['2, k, 6', [-0.3553109, 0.156152, 1.0]], ['2, k, 7', [-0.3347358, 0.1086728, 1.0]], ['2, k, 8', [0.04399316, 0.625359, 1.0]], ['2, k, 9', [0.07186667, 0.374173, 1.0]], ['2, k, 10', [0.06986702, 0.1459423, 1.0]], ['2, k, 11', [0.04431862, 0.09644201, 1.0]], ['2, k, 12', [-0.2011721, 0.1946474, 1.0]], ['2, k, 13', [-0.2531437, -0.226338, 1.0]], ['2, k, 14', [-0.2376624, -0.5634438, 1.0]], ['2, k, 15', [-0.23004, -0.6367025, 1.0]], ['2, k, 16', [-0.06388623, 0.1917663, 1.0]], ['2, k, 17', [-0.05288666, -0.2073772, 1.0]], ['2, k, 18', [-0.08452284, -0.5469187, 1.0]], ['2, k, 19', [-0.08264648, -0.6230833, 1.0]], ['2, k, 20', [-0.1313701, 0.6744614, 1.0]], ['2, k, 21', [-0.3240022, 0.02770064, 1.0]], ['2, k, 22', [-0.2889868, 0.112024, 1.0]], ['2, k, 23', [0.03622139, 0.01155477, 1.0]], ['2, k, 24', [0.02589101, 0.09062987, 1.0]]]
[['2, k, 0', [-0.1362661, 0.1952914, 1.0]], ['2, k, 1', [-0.1382461, 0.4719436, 1.0]], ['2, k, 2', [-0.1431615, 0.7409427, 1.0]], ['2, k, 3', [-0.1338751, 0.8775806, 1.0]], ['2, k, 4', [-0.314526, 0.6292685, 1.0]], ['2, k, 5', [-0.3692633, 0.3875637, 1.0]], ['2, k, 6', [-0.355404, 0.1584462, 1.0]], ['2, k, 7', [-0.3443232, 0.1142369, 1.0]], ['2, k, 8', [0.03551267, 0.6263303, 1.0]], ['2, k, 9', [0.06931947, 0.3753058, 1.0]], ['2, k, 10', [0.06016247, 0.1475196, 1.0]], ['2, k, 11', [0.04187274, 0.1165257, 1.0]], ['2, k, 12', [-0.2037153, 0.1933469, 1.0]], ['2, k, 13', [-0.2534037, -0.2240021, 1.0]], ['2, k, 14', [-0.237885, -0.5635051, 1.0]], ['2, k, 15', [-0.2298224, -0.6367364, 1.0]], ['2, k, 16', [-0.06583284, 0.1922829, 1.0]], ['2, k, 17', [-0.05309203, -0.2076293, 1.0]], ['2, k, 18', [-0.08416597, -0.5469713, 1.0]], ['2, k, 19', [-0.0826426, -0.6231676, 1.0]], ['2, k, 20', [-0.1419292, 0.6748792, 1.0]], ['2, k, 21', [-0.3347874, 0.03546901, 1.0]], ['2, k, 22', [-0.3019041, 0.1319289, 1.0]], ['2, k, 23', [0.04245627, 0.03586217, 1.0]], ['2, k, 24', [0.01777099, 0.1039862, 1.0]]]
[['2, k, 0', [-0.1378991, 0.1951866, 1.0]], ['2, k, 1', [-0.144002, 0.4722192, 1.0]], ['2, k, 2', [-0.1524953, 0.7416245, 1.0]], ['2, k, 3', [-0.1413095, 0.8776541, 1.0]], ['2, k, 4', [-0.3207622, 0.6295819, 1.0]], ['2, k, 5', [-0.3799251, 0.3904638, 1.0]], ['2, k, 6', [-0.3621176, 0.1601364, 1.0]], ['2, k, 7', [-0.3476088, 0.09854516, 1.0]], ['2, k, 8', [0.03024035, 0.627445, 1.0]], ['2, k, 9', [0.0659244, 0.3729776, 1.0]], ['2, k, 10', [0.06030844, 0.144198, 1.0]], ['2, k, 11', [0.03710103, 0.06798749, 1.0]], ['2, k, 12', [-0.2055783, 0.192486, 1.0]], ['2, k, 13', [-0.2531333, -0.2251965, 1.0]], ['2, k, 14', [-0.2377745, -0.5639732, 1.0]], ['2, k, 15', [-0.2298724, -0.6369257, 1.0]], ['2, k, 16', [-0.06735084, 0.1929301, 1.0]], ['2, k, 17', [-0.05335289, -0.2073056, 1.0]], ['2, k, 18', [-0.08414445, -0.5463312, 1.0]], ['2, k, 19', [-0.08286452, -0.6228209, 1.0]], ['2, k, 20', [-0.1504053, 0.6754698, 1.0]], ['2, k, 21', [-0.3342979, 0.02032957, 1.0]], ['2, k, 22', [-0.3004225, 0.1151761, 1.0]], ['2, k, 23', [0.02668704, -0.0194123, 1.0]], ['2, k, 24', [0.0160911, 0.07049975, 1.0]]]
[['2, k, 0', [-0.140188, 0.1952165, 1.0]], ['2, k, 1', [-0.1483887, 0.4723898, 1.0]], ['2, k, 2', [-0.158123, 0.7417611, 1.0]], ['2, k, 3', [-0.1498755, 0.8784063, 1.0]], ['2, k, 4', [-0.327895, 0.6305467, 1.0]], ['2, k, 5', [-0.3958636, 0.3922799, 1.0]], ['2, k, 6', [-0.3700758, 0.1629245, 1.0]], ['2, k, 7', [-0.3541593, 0.08279425, 1.0]], ['2, k, 8', [0.02003023, 0.6295839, 1.0]], ['2, k, 9', [0.06100818, 0.37777, 1.0]], ['2, k, 10', [0.05921908, 0.1489009, 1.0]], ['2, k, 11', [0.03758381, 0.07861546, 1.0]], ['2, k, 12', [-0.2078553, 0.1915824, 1.0]], ['2, k, 13', [-0.2541481, -0.2201245, 1.0]], ['2, k, 14', [-0.2376703, -0.5636914, 1.0]], ['2, k, 15', [-0.2292041, -0.6350997, 1.0]], ['2, k, 16', [-0.06962856, 0.1940947, 1.0]], ['2, k, 17', [-0.05146334, -0.2048563, 1.0]], ['2, k, 18', [-0.08399579, -0.5461715, 1.0]], ['2, k, 19', [-0.08174105, -0.6227632, 1.0]], ['2, k, 20', [-0.155764, 0.6756287, 1.0]], ['2, k, 21', [-0.3325896, 0.001870027, 1.0]], ['2, k, 22', [-0.3012342, 0.1021934, 1.0]], ['2, k, 23', [0.0280979, -0.01218106, 1.0]], ['2, k, 24', [0.01700194, 0.07060026, 1.0]]]
[['2, k, 0', [-0.1422292, 0.1952585, 1.0]], ['2, k, 1', [-0.1537992, 0.4724511, 1.0]], ['2, k, 2', [-0.1677411, 0.7416628, 1.0]], ['2, k, 3', [-0.1602989, 0.8798022, 1.0]], ['2, k, 4', [-0.3354967, 0.629815, 1.0]], ['2, k, 5', [-0.4039226, 0.3960008, 1.0]], ['2, k, 6', [-0.3807757, 0.166338, 1.0]], ['2, k, 7', [-0.3707438, 0.08365468, 1.0]], ['2, k, 8', [0.01218839, 0.6320559, 1.0]], ['2, k, 9', [0.0567811, 0.3810628, 1.0]], ['2, k, 10', [0.05788108, 0.1519862, 1.0]], ['2, k, 11', [0.03872406, 0.07816742, 1.0]], ['2, k, 12', [-0.2096724, 0.1907834, 1.0]], ['2, k, 13', [-0.2541797, -0.2241337, 1.0]], ['2, k, 14', [-0.2373988, -0.5636727, 1.0]], ['2, k, 15', [-0.2294327, -0.6355903, 1.0]], ['2, k, 16', [-0.0717749, 0.1952423, 1.0]], ['2, k, 17', [-0.0442369, -0.20006, 1.0]], ['2, k, 18', [-0.08389076, -0.543132, 1.0]], ['2, k, 19', [-0.08143134, -0.6216526, 1.0]], ['2, k, 20', [-0.1642493, 0.6755877, 1.0]], ['2, k, 21', [-0.3554884, 0.005971196, 1.0]], ['2, k, 22', [-0.323159, 0.07562067, 1.0]], ['2, k, 23', [0.03082256, -0.01090317, 1.0]], ['2, k, 24', [0.01869188, 0.08019665, 1.0]]]
[['2, k, 0', [-0.1434794, 0.1958863, 1.0]], ['2, k, 1', [-0.1585034, 0.4730544, 1.0]], ['2, k, 2', [-0.1767062, 0.7420252, 1.0]], ['2, k, 3', [-0.1687598, 0.8805892, 1.0]], ['2, k, 4', [-0.3440132, 0.6291375, 1.0]], ['2, k, 5', [-0.4180148, 0.3987733, 1.0]], ['2, k, 6', [-0.3907747, 0.1658972, 1.0]], ['2, k, 7', [-0.3846603, 0.08653761, 1.0]], ['2, k, 8', [0.004717075, 0.6355433, 1.0]], ['2, k, 9', [0.05385822, 0.383879, 1.0]], ['2, k, 10', [0.05852028, 0.1548288, 1.0]], ['2, k, 11', [0.04068672, 0.08195099, 1.0]], ['2, k, 12', [-0.2108535, 0.1904076, 1.0]], ['2, k, 13', [-0.2544312, -0.2228884, 1.0]], ['2, k, 14', [-0.2381871, -0.5629282, 1.0]], ['2, k, 15', [-0.2289469, -0.6348352, 1.0]], ['2, k, 16', [-0.07300843, 0.1970706, 1.0]], ['2, k, 17', [-0.03349515, -0.1976221, 1.0]], ['2, k, 18', [-0.08143622, -0.5416664, 1.0]], ['2, k, 19', [-0.07469545, -0.6232734, 1.0]], ['2, k, 20', [-0.1721289, 0.6760363, 1.0]], ['2, k, 21', [-0.3661553, 0.006581236, 1.0]], ['2, k, 22', [-0.343955, 0.08196424, 1.0]], ['2, k, 23', [0.04019078, -0.004320079, 1.0]], ['2, k, 24', [0.02238479, 0.07494045, 1.0]]]
[['2, k, 0', [-0.1448082, 0.1964413, 1.0]], ['2, k, 1', [-0.1636609, 0.4733308, 1.0]], ['2, k, 2', [-0.1863073, 0.7418097, 1.0]], ['2, k, 3', [-0.1784232, 0.8818513, 1.0]], ['2, k, 4', [-0.3485253, 0.628058, 1.0]], ['2, k, 5', [-0.4234785, 0.3988093, 1.0]], ['2, k, 6', [-0.4018441, 0.1642592, 1.0]], ['2, k, 7', [-0.394152, 0.08480275, 1.0]], ['2, k, 8', [-0.002620604, 0.6386641, 1.0]], ['2, k, 9', [0.05005261, 0.3861951, 1.0]], ['2, k, 10', [0.05954758, 0.1571372, 1.0]], ['2, k, 11', [0.04629893, 0.08625831, 1.0]], ['2, k, 12', [-0.212022, 0.18977, 1.0]], ['2, k, 13', [-0.2547672, -0.221593, 1.0]], ['2, k, 14', [-0.238291, -0.5628539, 1.0]], ['2, k, 15', [-0.229848, -0.6333299, 1.0]], ['2, k, 16', [-0.07442206, 0.1990416, 1.0]], ['2, k, 17', [-0.01859613, -0.1940684, 1.0]], ['2, k, 18', [-0.07350996, -0.5390819, 1.0]], ['2, k, 19', [-0.07047866, -0.6219469, 1.0]], ['2, k, 20', [-0.1806162, 0.6759619, 1.0]], ['2, k, 21', [-0.3772445, 0.005760195, 1.0]], ['2, k, 22', [-0.3523524, 0.06795537, 1.0]], ['2, k, 23', [0.0400011, -0.004296573, 1.0]], ['2, k, 24', [0.0283659, 0.09396383, 1.0]]]
[['2, k, 0', [-0.1460931, 0.1969817, 1.0]], ['2, k, 1', [-0.1684172, 0.4734592, 1.0]], ['2, k, 2', [-0.1940079, 0.7413071, 1.0]], ['2, k, 3', [-0.1874, 0.8831695, 1.0]], ['2, k, 4', [-0.3555564, 0.6267868, 1.0]], ['2, k, 5', [-0.4275483, 0.3966132, 1.0]], ['2, k, 6', [-0.4131308, 0.1627057, 1.0]], ['2, k, 7', [-0.4063679, 0.0768614, 1.0]], ['2, k, 8', [-0.009852855, 0.6401635, 1.0]], ['2, k, 9', [0.04644315, 0.3881191, 1.0]], ['2, k, 10', [0.06051098, 0.1592288, 1.0]], ['2, k, 11', [0.04905313, 0.08558549, 1.0]], ['2, k, 12', [-0.2129937, 0.1889716, 1.0]], ['2, k, 13', [-0.2549081, -0.2206641, 1.0]], ['2, k, 14', [-0.2385229, -0.5628702, 1.0]], ['2, k, 15', [-0.229936, -0.6337314, 1.0]], ['2, k, 16', [-0.07611833, 0.201163, 1.0]], ['2, k, 17', [-0.01287099, -0.194442, 1.0]], ['2, k, 18', [-0.05815605, -0.5431768, 1.0]], ['2, k, 19', [-0.03994585, -0.6318585, 1.0]], ['2, k, 20', [-0.1876581, 0.6756228, 1.0]], ['2, k, 21', [-0.3906384, 0.0001921922, 1.0]], ['2, k, 22', [-0.3703187, 0.08168036, 1.0]], ['2, k, 23', [0.04919828, 0.004918272, 1.0]], ['2, k, 24', [0.03231858, 0.08287838, 1.0]]]
[['2, k, 0', [-0.1481356, 0.1982116, 1.0]], ['2, k, 1', [-0.1721705, 0.4742942, 1.0]], ['2, k, 2', [-0.198055, 0.7417887, 1.0]], ['2, k, 3', [-0.1963567, 0.8840275, 1.0]], ['2, k, 4', [-0.3593352, 0.6268975, 1.0]], ['2, k, 5', [-0.4347791, 0.3920566, 1.0]], ['2, k, 6', [-0.4242339, 0.1557686, 1.0]], ['2, k, 7', [-0.4192642, 0.07456109, 1.0]], ['2, k, 8', [-0.01628801, 0.6423761, 1.0]], ['2, k, 9', [0.04269468, 0.3916832, 1.0]], ['2, k, 10', [0.06148473, 0.1632943, 1.0]], ['2, k, 11', [0.05107477, 0.09315869, 1.0]], ['2, k, 12', [-0.2143821, 0.189105, 1.0]], ['2, k, 13', [-0.2568759, -0.2215802, 1.0]], ['2, k, 14', [-0.238969, -0.562741, 1.0]], ['2, k, 15', [-0.2301512, -0.6342111, 1.0]], ['2, k, 16', [-0.07861252, 0.2034876, 1.0]], ['2, k, 17', [-0.006786498, -0.193788, 1.0]], ['2, k, 18', [-0.04394973, -0.5395566, 1.0]], ['2, k, 19', [-0.01715123, -0.6271363, 1.0]], ['2, k, 20', [-0.1916995, 0.6761814, 1.0]], ['2, k, 21', [-0.4076643, -0.002870786, 1.0]], ['2, k, 22', [-0.3839369, 0.08389886, 1.0]], ['2, k, 23', [0.05697206, 0.0127951, 1.0]], ['2, k, 24', [0.02981154, 0.110176, 1.0]]]
[['2, k, 0', [-0.1488305, 0.1989689, 1.0]], ['2, k, 1', [-0.1755224, 0.4753037, 1.0]], ['2, k, 2', [-0.2045069, 0.7431249, 1.0]], ['2, k, 3', [-0.2036846, 0.8844636, 1.0]], ['2, k, 4', [-0.3629355, 0.6265761, 1.0]], ['2, k, 5', [-0.4380444, 0.3894465, 1.0]], ['2, k, 6', [-0.4331074, 0.1561635, 1.0]], ['2, k, 7', [-0.4308422, 0.07453579, 1.0]], ['2, k, 8', [-0.02269913, 0.6442521, 1.0]], ['2, k, 9', [0.03950433, 0.3960623, 1.0]], ['2, k, 10', [0.06161086, 0.1678243, 1.0]], ['2, k, 11', [0.05357665, 0.09583283, 1.0]], ['2, k, 12', [-0.2147401, 0.1893281, 1.0]], ['2, k, 13', [-0.2569501, -0.2215836, 1.0]], ['2, k, 14', [-0.2400173, -0.5627846, 1.0]], ['2, k, 15', [-0.2301824, -0.6343772, 1.0]], ['2, k, 16', [-0.07955819, 0.2046829, 1.0]], ['2, k, 17', [0.00156923, -0.1894315, 1.0]], ['2, k, 18', [-0.0129803, -0.5394722, 1.0]], ['2, k, 19', [0.02596165, -0.6151437, 1.0]], ['2, k, 20', [-0.1973389, 0.6774275, 1.0]], ['2, k, 21', [-0.4221612, -0.001499097, 1.0]], ['2, k, 22', [-0.3917102, 0.05914927, 1.0]], ['2, k, 23', [0.06238886, 0.007569517, 1.0]], ['2, k, 24', [0.03925375, 0.09288675, 1.0]]]
[['2, k, 0', [-0.1492551, 0.1998239, 1.0]], ['2, k, 1', [-0.1791425, 0.4764165, 1.0]], ['2, k, 2', [-0.2122939, 0.7444518, 1.0]], ['2, k, 3', [-0.2101451, 0.8853554, 1.0]], ['2, k, 4', [-0.3662307, 0.6264735, 1.0]], ['2, k, 5', [-0.4406558, 0.3872117, 1.0]], ['2, k, 6', [-0.4422078, 0.152349, 1.0]], ['2, k, 7', [-0.4430996, 0.06805981, 1.0]], ['2, k, 8', [-0.02666918, 0.6454898, 1.0]], ['2, k, 9', [0.03797735, 0.395623, 1.0]], ['2, k, 10', [0.0726532, 0.1700867, 1.0]], ['2, k, 11', [0.05912171, 0.1050698, 1.0]], ['2, k, 12', [-0.214993, 0.1897119, 1.0]], ['2, k, 13', [-0.2572519, -0.2185934, 1.0]], ['2, k, 14', [-0.2404517, -0.561285, 1.0]], ['2, k, 15', [-0.2311655, -0.6335458, 1.0]], ['2, k, 16', [-0.08008552, 0.2058331, 1.0]], ['2, k, 17', [0.0175981, -0.1809624, 1.0]], ['2, k, 18', [0.03136593, -0.5490055, 1.0]], ['2, k, 19', [0.06841926, -0.6231623, 1.0]], ['2, k, 20', [-0.2040333, 0.6787101, 1.0]], ['2, k, 21', [-0.4411787, -0.007895151, 1.0]], ['2, k, 22', [-0.4075069, 0.04949505, 1.0]], ['2, k, 23', [0.06802009, 0.03540806, 1.0]], ['2, k, 24', [0.04313505, 0.1243163, 1.0]]]
