[[0, 0.04496324, -0.02012128, 1.991814, 1], [1, 0.04334305, 0.2315524, 2.078709, 1], [2, 0.04269147, 0.4735473, 2.154204, 1], [3, 0.06744999, 0.6170786, 2.125711, 1], [4, -0.15499, 0.3866622, 2.135388, 1], [5, -0.2174482, 0.1760036, 2.031987, 1], [6, -0.2351816, 0.03382879, 1.841166, 1], [7, -0.248406, 0.006904931, 1.80511, 1], [8, 0.2286272, 0.3718096, 2.148222, 1], [9, 0.3201062, 0.1633265, 2.162537, 1], [10, 0.2844857, 0.01995301, 1.954145, 1], [11, 0.2801489, 0.0004207627, 1.951031, 1], [12, -0.03067349, -0.01802017, 1.956742, 1], [13, -0.1008935, -0.3063881, 1.685249, 1], [14, -0.07458868, -0.6226881, 1.543447, 1], [15, -0.03696717, -0.6627064, 1.422872, 1], [16, 0.1192531, -0.02180462, 1.960624, 1], [17, 0.1656034, -0.2959313, 1.69349, 1], [18, 0.1033802, -0.6088855, 1.555399, 1], [19, 0.09375422, -0.6559807, 1.432006, 1], [20, 0.04280382, 0.4143343, 2.137403, 1], [21, -0.2926822, -0.03238948, 1.769884, 1], [22, -0.2111693, -0.06231725, 1.856243, 1], [23, 0.2415783, -0.03193063, 1.885988, 1], [24, 0.2879624, -0.07484943, 1.976338, 1]]
[[0, 0.04502334, -0.02014193, 1.991828, 1], [1, 0.04341052, 0.23155, 2.078704, 1], [2, 0.04271567, 0.4735697, 2.154196, 1], [3, 0.06753168, 0.6171116, 2.125828, 1], [4, -0.154998, 0.3866519, 2.135387, 1], [5, -0.2176299, 0.175797, 2.032136, 1], [6, -0.2375227, 0.03768437, 1.840077, 1], [7, -0.2533781, 0.01382029, 1.798026, 1], [8, 0.229989, 0.3707447, 2.149598, 1], [9, 0.3201913, 0.163271, 2.162875, 1], [10, 0.2843758, 0.01977405, 1.95373, 1], [11, 0.2829815, 0.001268698, 1.952067, 1], [12, -0.03063005, -0.01802693, 1.956748, 1], [13, -0.1007225, -0.3091672, 1.684895, 1], [14, -0.07492833, -0.6249754, 1.541859, 1], [15, -0.03704219, -0.6636547, 1.420678, 1], [16, 0.1193185, -0.02183028, 1.96065, 1], [17, 0.1657154, -0.2960286, 1.693543, 1], [18, 0.1034125, -0.6089336, 1.555372, 1], [19, 0.09349065, -0.6559678, 1.431966, 1], [20, 0.04283804, 0.4143489, 2.137394, 1], [21, -0.2868601, -0.03997601, 1.754593, 1], [22, -0.2218186, -0.05940575, 1.845963, 1], [23, 0.2513906, -0.03744069, 1.900648, 1], [24, 0.2861817, -0.07467014, 1.977279, 1]]
[[0, 0.04553037, -0.02023638, 1.991637, 1], [1, 0.04357016, 0.2314819, 2.078628, 1], [2, 0.04270105, 0.4735492, 2.154188, 1], [3, 0.06757362, 0.6171058, 2.125864, 1], [4, -0.155093, 0.3864421, 2.135527, 1], [5, -0.218186, 0.1738281, 2.032492, 1], [6, -0.2396591, 0.04113267, 1.83936, 1], [7, -0.2580477, 0.02216751, 1.794009, 1], [8, 0.2291842, 0.3711643, 2.148893, 1], [9, 0.3201019, 0.1634157, 2.162863, 1], [10, 0.2847038, 0.01939458, 1.954771, 1], [11, 0.2822278, 0.002099724, 1.94974, 1], [12, -0.03006953, -0.01817307, 1.956502, 1], [13, -0.1006849, -0.3091138, 1.684926, 1], [14, -0.0730943, -0.625996, 1.544837, 1], [15, -0.03823653, -0.6624577, 1.421332, 1], [16, 0.1197313, -0.02185301, 1.960521, 1], [17, 0.1656789, -0.2963288, 1.693537, 1], [18, 0.1034531, -0.6091103, 1.555032, 1], [19, 0.09400157, -0.6561992, 1.431627, 1], [20, 0.04284407, 0.414323, 2.137379, 1], [21, -0.2979409, -0.02174917, 1.75973, 1], [22, -0.2219539, -0.05386039, 1.846045, 1], [23, 0.2517877, -0.03476663, 1.893797, 1], [24, 0.2874938, -0.07586484, 1.985, 1]]
[[0, 0.04556253, -0.02020986, 1.991619, 1], [1, 0.04360318, 0.2314866, 2.078611, 1], [2, 0.04270211, 0.4735482, 2.154186, 1], [3, 0.06760673, 0.6170952, 2.125865, 1], [4, -0.1551069, 0.386429, 2.135523, 1], [5, -0.2182006, 0.1737429, 2.03273, 1], [6, -0.2429817, 0.04507433, 1.834702, 1], [7, -0.2617671, 0.03355262, 1.788875, 1], [8, 0.228221, 0.3721946, 2.148192, 1], [9, 0.3201038, 0.1633969, 2.163137, 1], [10, 0.2848253, 0.01998583, 1.954658, 1], [11, 0.2846484, 0.007479479, 1.949812, 1], [12, -0.03005518, -0.01815862, 1.956507, 1], [13, -0.1007398, -0.3088805, 1.684983, 1], [14, -0.07233518, -0.6253726, 1.544111, 1], [15, -0.03808592, -0.6629249, 1.420962, 1], [16, 0.1197906, -0.02179521, 1.960457, 1], [17, 0.165718, -0.2964764, 1.693478, 1], [18, 0.1034696, -0.6092762, 1.55503, 1], [19, 0.09421098, -0.6558691, 1.431303, 1], [20, 0.04285134, 0.4143206, 2.137373, 1], [21, -0.3019036, -0.001050085, 1.757303, 1], [22, -0.2243002, -0.04345632, 1.840947, 1], [23, 0.2793749, -0.0419535, 1.929531, 1], [24, 0.3014908, -0.04655489, 1.946375, 1]]
[[0, 0.04589131, -0.020197, 1.991664, 1], [1, 0.04374124, 0.231477, 2.078608, 1], [2, 0.04270268, 0.4735473, 2.154184, 1], [3, 0.06761788, 0.6171036, 2.12589, 1], [4, -0.1551348, 0.3863948, 2.135518, 1], [5, -0.2207335, 0.1807797, 2.035502, 1], [6, -0.254791, 0.07277922, 1.816705, 1], [7, -0.268745, 0.04857408, 1.780351, 1], [8, 0.2275551, 0.3726263, 2.147596, 1], [9, 0.320031, 0.1629254, 2.162886, 1], [10, 0.2846437, 0.01743316, 1.952991, 1], [11, 0.2825802, -0.002441382, 1.953551, 1], [12, -0.02964005, -0.01826204, 1.956615, 1], [13, -0.1008018, -0.306854, 1.685969, 1], [14, -0.07263994, -0.6233117, 1.544936, 1], [15, -0.03861012, -0.6625648, 1.422595, 1], [16, 0.1200536, -0.02167223, 1.960461, 1], [17, 0.1657284, -0.2964558, 1.693452, 1], [18, 0.1034677, -0.6092668, 1.555037, 1], [19, 0.09421565, -0.6558653, 1.431313, 1], [20, 0.04286632, 0.4143161, 2.137367, 1], [21, -0.3134336, 0.006395553, 1.748184, 1], [22, -0.2252078, -0.02458559, 1.837176, 1], [23, 0.2436596, -0.02900798, 1.882386, 1], [24, 0.2878181, -0.08558728, 1.981167, 1]]
[[0, 0.04789665, -0.01875604, 1.99056, 1], [1, 0.04439038, 0.2318275, 2.078392, 1], [2, 0.04272957, 0.4735421, 2.154244, 1], [3, 0.06764715, 0.6171555, 2.126076, 1], [4, -0.1551725, 0.3863844, 2.135513, 1], [5, -0.2247815, 0.1898833, 2.037375, 1], [6, -0.2605529, 0.08492269, 1.813279, 1], [7, -0.2760488, 0.06456874, 1.769537, 1], [8, 0.2268605, 0.3732475, 2.147064, 1], [9, 0.3200752, 0.1629429, 2.163161, 1], [10, 0.2851288, 0.01702466, 1.954017, 1], [11, 0.2865942, 0.005481639, 1.951167, 1], [12, -0.02886937, -0.01749894, 1.956039, 1], [13, -0.1010733, -0.3057766, 1.686729, 1], [14, -0.07289448, -0.6222004, 1.545606, 1], [15, -0.03896288, -0.6620869, 1.423561, 1], [16, 0.1237325, -0.01933657, 1.95868, 1], [17, 0.1657261, -0.2964604, 1.693473, 1], [18, 0.1035478, -0.609253, 1.554974, 1], [19, 0.09401295, -0.6559179, 1.431314, 1], [20, 0.04295205, 0.4143375, 2.137398, 1], [21, -0.3172554, 0.02278313, 1.738924, 1], [22, -0.2193025, 0.05116392, 1.7551, 1], [23, 0.2688388, -0.05237105, 1.915966, 1], [24, 0.3121114, 0.005023086, 1.926308, 1]]
[[0, 0.04788841, -0.01888333, 1.990704, 1], [1, 0.04448881, 0.2317855, 2.078416, 1], [2, 0.0428467, 0.473536, 2.154227, 1], [3, 0.06764396, 0.6171273, 2.126234, 1], [4, -0.1551961, 0.3863782, 2.135533, 1], [5, -0.2268701, 0.193693, 2.038649, 1], [6, -0.2629043, 0.08974062, 1.806816, 1], [7, -0.2805829, 0.08012167, 1.761448, 1], [8, 0.2263773, 0.3735381, 2.146705, 1], [9, 0.321323, 0.1628272, 2.165173, 1], [10, 0.2852207, 0.01508608, 1.952935, 1], [11, 0.2870811, 0.0004850952, 1.94681, 1], [12, -0.02879407, -0.01766524, 1.956244, 1], [13, -0.1009566, -0.3024862, 1.688916, 1], [14, -0.07345625, -0.6194046, 1.548818, 1], [15, -0.04043945, -0.6600286, 1.426804, 1], [16, 0.1236007, -0.01946253, 1.958825, 1], [17, 0.1657277, -0.2969064, 1.693379, 1], [18, 0.103466, -0.6096498, 1.554807, 1], [19, 0.09427751, -0.6560125, 1.430939, 1], [20, 0.04308385, 0.414319, 2.137386, 1], [21, -0.3258356, 0.03776007, 1.727266, 1], [22, -0.2288174, 0.06590556, 1.755182, 1], [23, 0.2585634, -0.01045396, 1.878974, 1], [24, 0.2904734, -0.04855615, 1.940154, 1]]
[[0, 0.04785937, -0.01887001, 1.99079, 1], [1, 0.0445276, 0.2317938, 2.078464, 1], [2, 0.0428847, 0.4735309, 2.154288, 1], [3, 0.06764464, 0.6172496, 2.126516, 1], [4, -0.1551845, 0.3865061, 2.135633, 1], [5, -0.2348403, 0.1982083, 2.037615, 1], [6, -0.2750012, 0.1538693, 1.819368, 1], [7, -0.2865897, 0.09751703, 1.751254, 1], [8, 0.2262688, 0.3736803, 2.146655, 1], [9, 0.3214253, 0.1629003, 2.165144, 1], [10, 0.2851424, 0.01475338, 1.952749, 1], [11, 0.2877385, -0.002685077, 1.947204, 1], [12, -0.02877058, -0.01761298, 1.956388, 1], [13, -0.1011597, -0.3023434, 1.689134, 1], [14, -0.07048269, -0.6206207, 1.553126, 1], [15, -0.04212034, -0.658249, 1.42803, 1], [16, 0.1234666, -0.01948143, 1.958914, 1], [17, 0.1657389, -0.2966557, 1.693634, 1], [18, 0.1036538, -0.6092483, 1.55461, 1], [19, 0.09447595, -0.6567257, 1.431435, 1], [20, 0.04313033, 0.4143159, 2.137441, 1], [21, -0.3315723, 0.05729338, 1.717498, 1], [22, -0.235175, 0.0816187, 1.749722, 1], [23, 0.267853, -0.03672701, 1.908718, 1], [24, 0.3086565, 0.008721099, 1.923883, 1]]
[[0, 0.04786003, -0.01887172, 1.990857, 1], [1, 0.04474574, 0.2318945, 2.078636, 1], [2, 0.04332297, 0.4737983, 2.154684, 1], [3, 0.06759377, 0.6172717, 2.126637, 1], [4, -0.1551599, 0.3865747, 2.135659, 1], [5, -0.2401765, 0.2009643, 2.037057, 1], [6, -0.2759256, 0.1541284, 1.802685, 1], [7, -0.2919659, 0.1157155, 1.740899, 1], [8, 0.2291505, 0.371326, 2.149065, 1], [9, 0.3213814, 0.1632182, 2.165101, 1], [10, 0.2854486, 0.01454972, 1.953319, 1], [11, 0.2871341, 0.00130087, 1.948747, 1], [12, -0.02869164, -0.01748591, 1.956463, 1], [13, -0.1012007, -0.3022673, 1.689205, 1], [14, -0.07164838, -0.6197222, 1.550871, 1], [15, -0.04128648, -0.6591626, 1.427331, 1], [16, 0.1233194, -0.0196602, 1.959102, 1], [17, 0.1657497, -0.2966778, 1.693602, 1], [18, 0.1037107, -0.6092717, 1.554559, 1], [19, 0.09445398, -0.6567243, 1.431375, 1], [20, 0.04353162, 0.4145332, 2.137765, 1], [21, -0.3328215, 0.07649582, 1.707052, 1], [22, -0.2395482, 0.09665068, 1.742867, 1], [23, 0.2692612, -0.04984631, 1.918966, 1], [24, 0.307312, -0.03388857, 1.945643, 1]]
[[0, 0.04702421, -0.01887367, 1.991163, 1], [1, 0.04474896, 0.2318989, 2.07864, 1], [2, 0.04381251, 0.4738344, 2.154604, 1], [3, 0.06757536, 0.617331, 2.12675, 1], [4, -0.1550259, 0.3869051, 2.1358, 1], [5, -0.2490439, 0.2113912, 2.026404, 1], [6, -0.2791994, 0.1564105, 1.786813, 1], [7, -0.2963988, 0.1395574, 1.731673, 1], [8, 0.2279272, 0.3721023, 2.148118, 1], [9, 0.3211251, 0.1630978, 2.164647, 1], [10, 0.2852762, 0.01406955, 1.953052, 1], [11, 0.2879121, 0.001977733, 1.947027, 1], [12, -0.0292376, -0.01724106, 1.956916, 1], [13, -0.1012255, -0.3022278, 1.689148, 1], [14, -0.07172724, -0.6195595, 1.550495, 1], [15, -0.04086389, -0.6591866, 1.427214, 1], [16, 0.1218429, -0.02000651, 1.959264, 1], [17, 0.1657303, -0.2966015, 1.693495, 1], [18, 0.103777, -0.6088182, 1.5535, 1], [19, 0.09432262, -0.657317, 1.431003, 1], [20, 0.04384503, 0.4145596, 2.137719, 1], [21, -0.3395241, 0.1025373, 1.695781, 1], [22, -0.2519852, 0.1133227, 1.73428, 1], [23, 0.2681401, -0.04703444, 1.910966, 1], [24, 0.3042467, -0.04138232, 1.951375, 1]]
[[0, 0.04600102, -0.01879164, 1.991428, 1], [1, 0.04450903, 0.2319918, 2.078735, 1], [2, 0.04377196, 0.4739026, 2.154657, 1], [3, 0.06751173, 0.6174253, 2.126964, 1], [4, -0.15484, 0.3876753, 2.135987, 1], [5, -0.2638151, 0.2588967, 1.981061, 1], [6, -0.2883812, 0.1713907, 1.769518, 1], [7, -0.3012315, 0.1625563, 1.721348, 1], [8, 0.2271881, 0.3726826, 2.147657, 1], [9, 0.3210426, 0.1632595, 2.164513, 1], [10, 0.2854068, 0.01463587, 1.953642, 1], [11, 0.2880285, 0.005156768, 1.950438, 1], [12, -0.03015747, -0.01684981, 1.957391, 1], [13, -0.1011994, -0.3023321, 1.689126, 1], [14, -0.07195022, -0.6193701, 1.549695, 1], [15, -0.04053432, -0.6596239, 1.42694, 1], [16, 0.1205809, -0.02022735, 1.959337, 1], [17, 0.1657278, -0.2965926, 1.693515, 1], [18, 0.1037896, -0.6087882, 1.553462, 1], [19, 0.09413276, -0.6573802, 1.431043, 1], [20, 0.04378789, 0.4146252, 2.13777, 1], [21, -0.3456185, 0.1250126, 1.685459, 1], [22, -0.2513566, 0.1553317, 1.715762, 1], [23, 0.2776535, -0.03760753, 1.925907, 1], [24, 0.3053487, -0.03733326, 1.950063, 1]]
