[[0, 0.0620941, -0.225794, 3.27753, 1.0], [1, 0.0614518, 0.0835753, 3.25412, 1.0], [2, 0.0605709, 0.386311, 3.21785, 1.0], [3, 0.0764455, 0.530452, 3.18373, 1.0], [4, -0.107326, 0.286038, 3.22389, 1.0], [5, -0.165828, 0.0319493, 3.17085, 1.0], [6, -0.142711, -0.224864, 3.02353, 1.0], [7, -0.132271, -0.307933, 2.9711, 1.0], [8, 0.227432, 0.275103, 3.22575, 1.0], [9, 0.300761, 0.039478, 3.18441, 1.0], [10, 0.279841, -0.213547, 3.02986, 1.0], [11, 0.265658, -0.292923, 2.97373, 1.0], [12, -0.0147643, -0.220764, 3.2406, 1.0], [13, -0.0388405, -0.760097, 3.37315, 1.0], [14, -0.0346505, -1.12756, 3.40931, 1.0], [15, -0.0178149, -1.18991, 3.30783, 1.0], [16, 0.137549, -0.225729, 3.24051, 1.0], [17, 0.134938, -0.760107, 3.36725, 1.0], [18, 0.135023, -1.14332, 3.40924, 1.0], [19, 0.119137, -1.17875, 3.3187, 1.0], [20, 0.0608353, 0.311559, 3.22928, 1.0], [21, -0.111531, -0.369125, 2.94761, 1.0], [22, -0.19097, -0.348796, 2.93483, 1.0], [23, 0.24652, -0.35747, 2.93001, 1.0], [24, 0.330796, -0.328613, 2.9215, 1.0]]
[[0, 0.0624186, -0.225874, 3.27765, 1.0], [1, 0.0621617, 0.083626, 3.25445, 1.0], [2, 0.0618544, 0.386608, 3.21853, 1.0], [3, 0.0758461, 0.530402, 3.18387, 1.0], [4, -0.107413, 0.286108, 3.22401, 1.0], [5, -0.166623, 0.0339705, 3.16559, 1.0], [6, -0.142721, -0.207266, 2.99779, 1.0], [7, -0.134293, -0.280168, 2.93069, 1.0], [8, 0.22729, 0.275369, 3.22593, 1.0], [9, 0.301424, 0.0412526, 3.17923, 1.0], [10, 0.279535, -0.200828, 3.00793, 1.0], [11, 0.269634, -0.273631, 2.92961, 1.0], [12, -0.0144459, -0.220879, 3.24063, 1.0], [13, -0.0272268, -0.770938, 3.37877, 1.0], [14, -0.0360952, -1.12813, 3.41333, 1.0], [15, -0.0145993, -1.18835, 3.31022, 1.0], [16, 0.137894, -0.225773, 3.24071, 1.0], [17, 0.135323, -0.760215, 3.36768, 1.0], [18, 0.137133, -1.14429, 3.40734, 1.0], [19, 0.119941, -1.17978, 3.3168, 1.0], [20, 0.0619591, 0.311783, 3.22986, 1.0], [21, -0.104164, -0.34631, 2.89645, 1.0], [22, -0.188472, -0.324416, 2.89611, 1.0], [23, 0.241908, -0.335608, 2.89335, 1.0], [24, 0.323097, -0.306978, 2.88333, 1.0]]
[[0, 0.0634737, -0.220996, 3.27703, 1.0], [1, 0.0629526, 0.0853031, 3.25443, 1.0], [2, 0.0624083, 0.386821, 3.21877, 1.0], [3, 0.0733736, 0.531621, 3.18702, 1.0], [4, -0.107006, 0.287065, 3.22415, 1.0], [5, -0.167054, 0.0443916, 3.14946, 1.0], [6, -0.140248, -0.172481, 2.9663, 1.0], [7, -0.130001, -0.255118, 2.8859, 1.0], [8, 0.226906, 0.276032, 3.22667, 1.0], [9, 0.303663, 0.0522857, 3.16273, 1.0], [10, 0.283762, -0.162554, 2.97101, 1.0], [11, 0.262068, -0.245882, 2.889, 1.0], [12, -0.0133338, -0.215658, 3.23948, 1.0], [13, -0.028337, -0.769392, 3.37871, 1.0], [14, -0.0338776, -1.14063, 3.41825, 1.0], [15, -0.0127147, -1.19142, 3.30762, 1.0], [16, 0.138879, -0.221278, 3.24075, 1.0], [17, 0.13533, -0.760343, 3.36818, 1.0], [18, 0.137816, -1.14524, 3.4066, 1.0], [19, 0.119082, -1.18355, 3.31419, 1.0], [20, 0.0625377, 0.312231, 3.23004, 1.0], [21, -0.108446, -0.309279, 2.85175, 1.0], [22, -0.183763, -0.293659, 2.83812, 1.0], [23, 0.241769, -0.305174, 2.84479, 1.0], [24, 0.313351, -0.279303, 2.84222, 1.0]]
[[0, 0.0669038, -0.212173, 3.27491, 1.0], [1, 0.062904, 0.0882479, 3.25432, 1.0], [2, 0.0605659, 0.387322, 3.21998, 1.0], [3, 0.0732889, 0.531204, 3.18823, 1.0], [4, -0.106075, 0.288178, 3.22453, 1.0], [5, -0.166918, 0.0598788, 3.14478, 1.0], [6, -0.135039, -0.139671, 2.9348, 1.0], [7, -0.120645, -0.223403, 2.84174, 1.0], [8, 0.226637, 0.276241, 3.22697, 1.0], [9, 0.302062, 0.0706119, 3.14959, 1.0], [10, 0.285217, -0.132273, 2.94113, 1.0], [11, 0.274092, -0.206204, 2.85102, 1.0], [12, -0.00972506, -0.20615, 3.23643, 1.0], [13, -0.0301371, -0.763266, 3.37645, 1.0], [14, -0.0305069, -1.1397, 3.42424, 1.0], [15, -0.0137883, -1.19046, 3.30818, 1.0], [16, 0.142066, -0.213309, 3.23979, 1.0], [17, 0.135999, -0.755659, 3.36707, 1.0], [18, 0.137797, -1.14427, 3.40562, 1.0], [19, 0.130652, -1.18784, 3.3058, 1.0], [20, 0.0613203, 0.313163, 3.23075, 1.0], [21, -0.102523, -0.274855, 2.79936, 1.0], [22, -0.170528, -0.259648, 2.79583, 1.0], [23, 0.256452, -0.262775, 2.79241, 1.0], [24, 0.33142, -0.240969, 2.79164, 1.0]]
[[0, 0.0660529, -0.214356, 3.27551, 1.0], [1, 0.0626858, 0.0880626, 3.2549, 1.0], [2, 0.0602974, 0.387669, 3.22161, 1.0], [3, 0.073459, 0.531412, 3.18917, 1.0], [4, -0.106132, 0.288142, 3.2244, 1.0], [5, -0.164712, 0.0788474, 3.12668, 1.0], [6, -0.136765, -0.100692, 2.90509, 1.0], [7, -0.121304, -0.208531, 2.77854, 1.0], [8, 0.226715, 0.276789, 3.22713, 1.0], [9, 0.301891, 0.0843288, 3.13885, 1.0], [10, 0.286741, -0.0873761, 2.92205, 1.0], [11, 0.250442, -0.199451, 2.78062, 1.0], [12, -0.0107212, -0.209221, 3.23693, 1.0], [13, -0.0297946, -0.764908, 3.37762, 1.0], [14, -0.0310596, -1.14402, 3.4184, 1.0], [15, -0.0133995, -1.19325, 3.30425, 1.0], [16, 0.141329, -0.214822, 3.24061, 1.0], [17, 0.137071, -0.753379, 3.36556, 1.0], [18, 0.138454, -1.14425, 3.40405, 1.0], [19, 0.130975, -1.18631, 3.30842, 1.0], [20, 0.061035, 0.313394, 3.23213, 1.0], [21, -0.109002, -0.244192, 2.74674, 1.0], [22, -0.197676, -0.227143, 2.747, 1.0], [23, 0.242391, -0.237191, 2.74334, 1.0], [24, 0.317789, -0.205901, 2.74533, 1.0]]
[[0, 0.0621442, -0.277032, 3.29493, 1.0], [1, 0.0622257, 0.0719182, 3.26584, 1.0], [2, 0.0606258, 0.389131, 3.22633, 1.0], [3, 0.0730591, 0.531951, 3.19165, 1.0], [4, -0.10609, 0.288237, 3.22526, 1.0], [5, -0.169825, 0.102292, 3.0997, 1.0], [6, -0.139021, -0.0699462, 2.8793, 1.0], [7, -0.112598, -0.167039, 2.74089, 1.0], [8, 0.226796, 0.277494, 3.22823, 1.0], [9, 0.298663, 0.102948, 3.12946, 1.0], [10, 0.284897, -0.0626519, 2.90589, 1.0], [11, 0.251566, -0.156971, 2.74112, 1.0], [12, -0.014524, -0.272465, 3.25386, 1.0], [13, -0.0308893, -0.765954, 3.37971, 1.0], [14, -0.0320341, -1.14166, 3.41562, 1.0], [15, -0.0133232, -1.19286, 3.30512, 1.0], [16, 0.137402, -0.275343, 3.26159, 1.0], [17, 0.137215, -0.747896, 3.36478, 1.0], [18, 0.137352, -1.14514, 3.402, 1.0], [19, 0.13147, -1.18658, 3.30892, 1.0], [20, 0.0612063, 0.312716, 3.23727, 1.0], [21, -0.116316, -0.204411, 2.693, 1.0], [22, -0.182966, -0.178325, 2.7095, 1.0], [23, 0.229693, -0.196663, 2.70557, 1.0], [24, 0.297801, -0.16667, 2.7063, 1.0]]
[[0, 0.0607219, -0.287004, 3.29924, 1.0], [1, 0.0622647, 0.0612683, 3.27149, 1.0], [2, 0.0616398, 0.389533, 3.22918, 1.0], [3, 0.072547, 0.533601, 3.19757, 1.0], [4, -0.105439, 0.288564, 3.22563, 1.0], [5, -0.170132, 0.110305, 3.09467, 1.0], [6, -0.130868, -0.0260373, 2.8572, 1.0], [7, -0.107081, -0.123014, 2.70354, 1.0], [8, 0.226753, 0.277655, 3.22884, 1.0], [9, 0.295615, 0.122931, 3.10722, 1.0], [10, 0.291238, -0.0149867, 2.86746, 1.0], [11, 0.259392, -0.105763, 2.71131, 1.0], [12, -0.0158866, -0.281448, 3.258, 1.0], [13, -0.0311817, -0.765364, 3.38056, 1.0], [14, -0.0320538, -1.14204, 3.41532, 1.0], [15, -0.0136398, -1.19402, 3.30398, 1.0], [16, 0.135929, -0.286068, 3.26505, 1.0], [17, 0.137505, -0.738095, 3.36411, 1.0], [18, 0.138761, -1.14605, 3.40276, 1.0], [19, 0.13147, -1.18684, 3.30925, 1.0], [20, 0.0620976, 0.311152, 3.24102, 1.0], [21, -0.106208, -0.15105, 2.66301, 1.0], [22, -0.167518, -0.136029, 2.668, 1.0], [23, 0.2405, -0.142495, 2.64826, 1.0], [24, 0.329447, -0.109513, 2.6865, 1.0]]
[[0, 0.0614793, -0.255391, 3.29932, 1.0], [1, 0.0633415, 0.0648893, 3.27237, 1.0], [2, 0.0634276, 0.389383, 3.23055, 1.0], [3, 0.0725222, 0.533882, 3.19903, 1.0], [4, -0.105054, 0.288839, 3.22578, 1.0], [5, -0.174282, 0.12588, 3.07209, 1.0], [6, -0.141257, 0.0159595, 2.8251, 1.0], [7, -0.110298, -0.0751153, 2.66509, 1.0], [8, 0.226425, 0.277435, 3.22777, 1.0], [9, 0.302779, 0.136999, 3.09835, 1.0], [10, 0.296827, 0.0395733, 2.88086, 1.0], [11, 0.254662, -0.0627142, 2.67036, 1.0], [12, -0.0150689, -0.24823, 3.25999, 1.0], [13, -0.0310254, -0.764371, 3.38003, 1.0], [14, -0.0315165, -1.1406, 3.4152, 1.0], [15, -0.027272, -1.19036, 3.31095, 1.0], [16, 0.136618, -0.256459, 3.263, 1.0], [17, 0.13774, -0.73704, 3.36373, 1.0], [18, 0.138786, -1.14623, 3.40297, 1.0], [19, 0.131537, -1.18576, 3.31174, 1.0], [20, 0.0634387, 0.311172, 3.24236, 1.0], [21, -0.0943808, -0.113097, 2.59637, 1.0], [22, -0.18913, -0.0891536, 2.62675, 1.0], [23, 0.223622, -0.102891, 2.60958, 1.0], [24, 0.328688, -0.0681549, 2.63756, 1.0]]
[[0, 0.061811, -0.247693, 3.29874, 1.0], [1, 0.0639252, 0.070375, 3.2733, 1.0], [2, 0.064217, 0.389831, 3.23223, 1.0], [3, 0.0723091, 0.534529, 3.20063, 1.0], [4, -0.10116, 0.291252, 3.22629, 1.0], [5, -0.175974, 0.151991, 3.0635, 1.0], [6, -0.136648, 0.0536239, 2.8166, 1.0], [7, -0.108359, -0.0209395, 2.64271, 1.0], [8, 0.225912, 0.278951, 3.22699, 1.0], [9, 0.304825, 0.150229, 3.09066, 1.0], [10, 0.313636, 0.0661269, 2.83554, 1.0], [11, 0.255716, -0.00968508, 2.63986, 1.0], [12, -0.01476, -0.241636, 3.25887, 1.0], [13, -0.0370947, -0.782178, 3.38757, 1.0], [14, -0.0283061, -1.14196, 3.41653, 1.0], [15, -0.0311957, -1.19069, 3.3077, 1.0], [16, 0.136956, -0.247882, 3.26285, 1.0], [17, 0.132614, -0.676581, 3.34402, 1.0], [18, 0.138762, -1.12188, 3.40196, 1.0], [19, 0.130063, -1.18485, 3.31205, 1.0], [20, 0.0641155, 0.31193, 3.24397, 1.0], [21, -0.101749, -0.0544316, 2.5843, 1.0], [22, -0.18014, -0.0302167, 2.618, 1.0], [23, 0.228305, -0.0522215, 2.58136, 1.0], [24, 0.319316, -0.0181282, 2.6035, 1.0]]
[[0, 0.0607468, -0.240879, 3.29957, 1.0], [1, 0.0634485, 0.0756156, 3.2761, 1.0], [2, 0.0647612, 0.391133, 3.23787, 1.0], [3, 0.0728707, 0.535939, 3.20507, 1.0], [4, -0.0877475, 0.295377, 3.22787, 1.0], [5, -0.172453, 0.175531, 3.05868, 1.0], [6, -0.145549, 0.103276, 2.80435, 1.0], [7, -0.111986, 0.0289434, 2.61196, 1.0], [8, 0.22242, 0.282972, 3.22708, 1.0], [9, 0.307748, 0.169487, 3.08398, 1.0], [10, 0.301399, 0.11005, 2.82497, 1.0], [11, 0.266963, 0.0443996, 2.62097, 1.0], [12, -0.0164469, -0.234927, 3.25954, 1.0], [13, -0.0370459, -0.782266, 3.38773, 1.0], [14, -0.0313436, -1.14238, 3.41594, 1.0], [15, -0.0382949, -1.1876, 3.3132, 1.0], [16, 0.136531, -0.241186, 3.26374, 1.0], [17, 0.133079, -0.667381, 3.34457, 1.0], [18, 0.139093, -1.11818, 3.40114, 1.0], [19, 0.127652, -1.18529, 3.3096, 1.0], [20, 0.0644224, 0.313805, 3.24904, 1.0], [21, -0.082535, 0.000873187, 2.55977, 1.0], [22, -0.199664, 0.0177562, 2.588, 1.0], [23, 0.238678, 0.00588297, 2.56272, 1.0], [24, 0.342792, 0.0389172, 2.60167, 1.0]]
[[0, 0.0599214, -0.224249, 3.29912, 1.0], [1, 0.0604876, 0.0890784, 3.27673, 1.0], [2, 0.0613764, 0.397549, 3.23973, 1.0], [3, 0.0728813, 0.535992, 3.20548, 1.0], [4, -0.0847722, 0.301354, 3.22903, 1.0], [5, -0.177145, 0.19022, 3.04915, 1.0], [6, -0.149742, 0.109904, 2.79957, 1.0], [7, -0.111016, 0.0854679, 2.59296, 1.0], [8, 0.212808, 0.299499, 3.23324, 1.0], [9, 0.288213, 0.208285, 3.06945, 1.0], [10, 0.284574, 0.136531, 2.81575, 1.0], [11, 0.250058, 0.0911019, 2.5887, 1.0], [12, -0.0162154, -0.221793, 3.25933, 1.0], [13, -0.0364177, -0.782808, 3.38772, 1.0], [14, -0.0314985, -1.1404, 3.41513, 1.0], [15, -0.0238467, -1.18701, 3.3085, 1.0], [16, 0.134444, -0.221133, 3.26302, 1.0], [17, 0.139433, -0.789545, 3.38207, 1.0], [18, 0.139432, -1.14608, 3.40323, 1.0], [19, 0.127418, -1.1878, 3.30708, 1.0], [20, 0.0611815, 0.321291, 3.25096, 1.0], [21, -0.0955462, 0.0495122, 2.53256, 1.0], [22, -0.199327, 0.0738024, 2.5725, 1.0], [23, 0.248457, 0.0585655, 2.53984, 1.0], [24, 0.295217, 0.0862387, 2.56933, 1.0]]
