[[0, 0.1192417, 0.006614806, 2.628068, 1], [1, 0.109004, 0.321027, 2.615, 1], [2, 0.09819961, 0.6252173, 2.588835, 1], [3, 0.1051107, 0.7663239, 2.582088, 1], [4, -0.05880643, 0.5071959, 2.517692, 1], [5, -0.01212488, 0.346889, 2.377637, 1], [6, 0.07989911, 0.2237676, 2.250892, 1], [7, 0.1146242, 0.1877904, 2.178641, 1], [8, 0.2666414, 0.5096224, 2.536329, 1], [9, 0.2486743, 0.350008, 2.373122, 1], [10, 0.1470543, 0.2043637, 2.193681, 1], [11, 0.1176569, 0.180988, 2.17213, 1], [12, 0.04159025, 0.005692385, 2.58858, 1], [13, -0.02434796, -0.3301143, 2.623451, 1], [14, -0.06726304, -0.6336031, 2.669012, 1], [15, -0.07930234, -0.6851736, 2.588189, 1], [16, 0.1932367, 0.007412998, 2.590269, 1], [17, 0.2679781, -0.3310243, 2.6359, 1], [18, 0.3118363, -0.6220486, 2.688494, 1], [19, 0.3554232, -0.6779174, 2.602982, 1], [20, 0.1009867, 0.5506086, 2.597735, 1], [21, 0.1195086, 0.1334221, 2.133473, 1], [22, 0.1290632, 0.2136409, 2.138734, 1], [23, 0.1122518, 0.1243981, 2.128204, 1], [24, 0.09443027, 0.2047063, 2.156286, 1]]
[[0, 0.1136201, 0.006517271, 2.628938, 1], [1, 0.104115, 0.3210345, 2.615297, 1], [2, 0.0941226, 0.6253163, 2.588679, 1], [3, 0.09532134, 0.7661815, 2.582828, 1], [4, -0.06361125, 0.5066044, 2.517293, 1], [5, -0.01354436, 0.3467502, 2.377136, 1], [6, 0.07419238, 0.2169841, 2.254259, 1], [7, 0.1099606, 0.1787263, 2.184314, 1], [8, 0.2566659, 0.5101803, 2.536052, 1], [9, 0.2410984, 0.350677, 2.375249, 1], [10, 0.1568883, 0.2177427, 2.241614, 1], [11, 0.1126374, 0.1725012, 2.178118, 1], [12, 0.03534426, 0.005133042, 2.589151, 1], [13, -0.02814085, -0.3272466, 2.624257, 1], [14, -0.06781472, -0.6341193, 2.669322, 1], [15, -0.0797641, -0.6858782, 2.586682, 1], [16, 0.1883969, 0.007707357, 2.591376, 1], [17, 0.2653508, -0.3309602, 2.634336, 1], [18, 0.3104695, -0.6218241, 2.687885, 1], [19, 0.356105, -0.6783637, 2.604021, 1], [20, 0.09670109, 0.5506873, 2.597681, 1], [21, 0.1114714, 0.1230694, 2.135306, 1], [22, 0.129498, 0.2029477, 2.149389, 1], [23, 0.1046289, 0.1166422, 2.13831, 1], [24, 0.08700138, 0.1934422, 2.167136, 1]]
[[0, 0.1098861, 0.006841005, 2.629057, 1], [1, 0.0980374, 0.3213657, 2.615635, 1], [2, 0.08538521, 0.6256234, 2.589325, 1], [3, 0.0885295, 0.7668457, 2.583887, 1], [4, -0.06945276, 0.5053828, 2.516989, 1], [5, -0.01530249, 0.3468207, 2.376766, 1], [6, 0.06774227, 0.2213394, 2.245851, 1], [7, 0.1053643, 0.1747292, 2.1879, 1], [8, 0.2534473, 0.5108084, 2.536969, 1], [9, 0.2357982, 0.3503032, 2.376987, 1], [10, 0.1438589, 0.2035967, 2.232778, 1], [11, 0.1078015, 0.1680536, 2.183203, 1], [12, 0.03188246, 0.005229485, 2.589064, 1], [13, -0.03199697, -0.3257341, 2.625348, 1], [14, -0.06778455, -0.6341344, 2.669327, 1], [15, -0.07974552, -0.6861551, 2.586186, 1], [16, 0.1845492, 0.008261149, 2.591708, 1], [17, 0.2637837, -0.330237, 2.633336, 1], [18, 0.3102503, -0.6216249, 2.68781, 1], [19, 0.3538294, -0.6786678, 2.610236, 1], [20, 0.08864643, 0.5510036, 2.598242, 1], [21, 0.1098706, 0.1209347, 2.143732, 1], [22, 0.137017, 0.1916265, 2.17375, 1], [23, 0.1020609, 0.1114427, 2.141827, 1], [24, 0.08242816, 0.189522, 2.170905, 1]]
[[0, 0.1071805, 0.006368048, 2.628692, 1], [1, 0.09488843, 0.3212262, 2.615801, 1], [2, 0.08195968, 0.6258655, 2.590078, 1], [3, 0.08359699, 0.7680163, 2.585406, 1], [4, -0.07321993, 0.5034086, 2.516826, 1], [5, -0.01586429, 0.3001755, 2.37632, 1], [6, 0.08036552, 0.2074059, 2.227525, 1], [7, 0.10247, 0.1772309, 2.190029, 1], [8, 0.2485056, 0.5103638, 2.537189, 1], [9, 0.2328389, 0.3510863, 2.380049, 1], [10, 0.1500967, 0.2129772, 2.253649, 1], [11, 0.1059853, 0.1676949, 2.183758, 1], [12, 0.02915956, 0.004523014, 2.588758, 1], [13, -0.03416237, -0.32629, 2.627448, 1], [14, -0.0678512, -0.6338399, 2.668626, 1], [15, -0.08002356, -0.6875595, 2.582081, 1], [16, 0.1819627, 0.008025367, 2.591279, 1], [17, 0.2614948, -0.3293268, 2.633227, 1], [18, 0.3093933, -0.6215433, 2.689563, 1], [19, 0.353431, -0.6782987, 2.613562, 1], [20, 0.08527234, 0.5511462, 2.598842, 1], [21, 0.1099833, 0.1286322, 2.148616, 1], [22, 0.1356717, 0.1936637, 2.181727, 1], [23, 0.09738181, 0.1087369, 2.14657, 1], [24, 0.1079794, 0.2004861, 2.136625, 1]]
[[0, 0.1057459, 0.007052919, 2.628515, 1], [1, 0.0931232, 0.3216085, 2.616096, 1], [2, 0.07983734, 0.6259018, 2.590941, 1], [3, 0.08062274, 0.7684407, 2.586201, 1], [4, -0.07537201, 0.5041623, 2.518051, 1], [5, -0.02426917, 0.3512811, 2.371679, 1], [6, 0.06588926, 0.223014, 2.247257, 1], [7, 0.1030003, 0.1811959, 2.181808, 1], [8, 0.2467182, 0.5110219, 2.538077, 1], [9, 0.2293064, 0.3539773, 2.377242, 1], [10, 0.1347788, 0.1991893, 2.217961, 1], [11, 0.1052717, 0.1739316, 2.178451, 1], [12, 0.0276568, 0.005275536, 2.588414, 1], [13, -0.03596, -0.324644, 2.629567, 1], [14, -0.06808531, -0.63176, 2.670745, 1], [15, -0.08019788, -0.6871045, 2.582524, 1], [16, 0.1806456, 0.008627651, 2.591252, 1], [17, 0.2605125, -0.3285968, 2.633604, 1], [18, 0.3076528, -0.6219673, 2.692426, 1], [19, 0.3529395, -0.6782811, 2.616223, 1], [20, 0.08323866, 0.551276, 2.599552, 1], [21, 0.1057791, 0.1205683, 2.141109, 1], [22, 0.1141143, 0.2097395, 2.142182, 1], [23, 0.09854975, 0.115906, 2.143428, 1], [24, 0.07608976, 0.1964643, 2.167133, 1]]
[[0, 0.1043448, 0.007273672, 2.628484, 1], [1, 0.0919497, 0.3218383, 2.6165, 1], [2, 0.07889114, 0.6261594, 2.59176, 1], [3, 0.07863058, 0.7675664, 2.588892, 1], [4, -0.07563668, 0.5041304, 2.518231, 1], [5, -0.0135175, 0.3273352, 2.365033, 1], [6, 0.06872063, 0.2160527, 2.220706, 1], [7, 0.10246, 0.1965676, 2.164625, 1], [8, 0.2448393, 0.5115293, 2.537996, 1], [9, 0.2282696, 0.3582072, 2.375528, 1], [10, 0.1486734, 0.2391078, 2.235779, 1], [11, 0.1052501, 0.1928975, 2.161849, 1], [12, 0.02638087, 0.005475694, 2.588582, 1], [13, -0.03751041, -0.3229496, 2.633065, 1], [14, -0.06683405, -0.6306321, 2.672674, 1], [15, -0.08020722, -0.6870014, 2.582597, 1], [16, 0.1791469, 0.008865761, 2.591005, 1], [17, 0.2578477, -0.3252467, 2.635394, 1], [18, 0.3047544, -0.6218886, 2.695318, 1], [19, 0.3526913, -0.6780065, 2.617805, 1], [20, 0.0822353, 0.5515237, 2.600264, 1], [21, 0.104017, 0.1397523, 2.12699, 1], [22, 0.1277864, 0.2181939, 2.141353, 1], [23, 0.1005772, 0.1347441, 2.130013, 1], [24, 0.07410208, 0.2110461, 2.166636, 1]]
[[0, 0.1037094, 0.008003177, 2.628031, 1], [1, 0.09135007, 0.3218834, 2.616573, 1], [2, 0.07787384, 0.6254681, 2.592492, 1], [3, 0.07765442, 0.7666634, 2.589926, 1], [4, -0.07545796, 0.5042534, 2.518239, 1], [5, -0.01248334, 0.3318405, 2.361128, 1], [6, 0.07001851, 0.2572612, 2.194023, 1], [7, 0.1059205, 0.2400425, 2.142614, 1], [8, 0.2427105, 0.5139278, 2.537904, 1], [9, 0.2289134, 0.3581418, 2.375694, 1], [10, 0.1520013, 0.2774454, 2.208367, 1], [11, 0.1078029, 0.2347423, 2.138959, 1], [12, 0.02566353, 0.005971801, 2.587875, 1], [13, -0.03860195, -0.3212022, 2.635838, 1], [14, -0.0665059, -0.6287056, 2.672829, 1], [15, -0.08065088, -0.6863041, 2.582778, 1], [16, 0.1785655, 0.009879904, 2.590772, 1], [17, 0.2562943, -0.3258317, 2.638588, 1], [18, 0.3036596, -0.6214769, 2.696691, 1], [19, 0.3520859, -0.6775464, 2.619025, 1], [20, 0.08135173, 0.5510796, 2.600776, 1], [21, 0.1116493, 0.1900005, 2.095737, 1], [22, 0.1195701, 0.2685012, 2.113611, 1], [23, 0.102696, 0.1749426, 2.097582, 1], [24, 0.07895063, 0.2509475, 2.13135, 1]]
[[0, 0.1033268, 0.01007659, 2.628164, 1], [1, 0.09120502, 0.3225025, 2.617114, 1], [2, 0.07796855, 0.6253981, 2.593629, 1], [3, 0.07763076, 0.7667356, 2.59139, 1], [4, -0.07590454, 0.5072001, 2.519763, 1], [5, -0.01186611, 0.3662835, 2.349876, 1], [6, 0.07386941, 0.3073007, 2.178073, 1], [7, 0.1082696, 0.2939385, 2.125818, 1], [8, 0.240324, 0.5161091, 2.537834, 1], [9, 0.2398436, 0.3769201, 2.385957, 1], [10, 0.1728796, 0.3245887, 2.203255, 1], [11, 0.1125062, 0.2902409, 2.118942, 1], [12, 0.0254875, 0.007509177, 2.587786, 1], [13, -0.03939959, -0.3220631, 2.639735, 1], [14, -0.06644386, -0.626592, 2.673803, 1], [15, -0.08067738, -0.6861496, 2.582735, 1], [16, 0.1779657, 0.01249495, 2.591204, 1], [17, 0.2543119, -0.3234558, 2.644672, 1], [18, 0.3022605, -0.6223832, 2.698394, 1], [19, 0.3511131, -0.6763279, 2.620207, 1], [20, 0.08136778, 0.5511851, 2.601702, 1], [21, 0.1153228, 0.2479799, 2.068776, 1], [22, 0.1430636, 0.309539, 2.122, 1], [23, 0.1065908, 0.2447861, 2.069396, 1], [24, 0.08307792, 0.2984211, 2.113445, 1]]
[[0, 0.1039623, 0.007701076, 2.62887, 1], [1, 0.09146509, 0.3219538, 2.617414, 1], [2, 0.07812949, 0.6254213, 2.59372, 1], [3, 0.07823213, 0.7665264, 2.592294, 1], [4, -0.06610616, 0.5121624, 2.521364, 1], [5, -0.01097544, 0.3947927, 2.338317, 1], [6, 0.1105365, 0.3532229, 2.120325, 1], [7, 0.1119051, 0.3594328, 2.10603, 1], [8, 0.2427145, 0.5187129, 2.539094, 1], [9, 0.2478631, 0.4035714, 2.367359, 1], [10, 0.1195052, 0.3641993, 2.218815, 1], [11, 0.1089933, 0.3568207, 2.108954, 1], [12, 0.02561236, 0.005276582, 2.58844, 1], [13, -0.03878394, -0.3205432, 2.641427, 1], [14, -0.06541556, -0.6263089, 2.675803, 1], [15, -0.08092446, -0.6858378, 2.583364, 1], [16, 0.1792261, 0.009888886, 2.591994, 1], [17, 0.2549981, -0.3245117, 2.650707, 1], [18, 0.3001835, -0.6214718, 2.701827, 1], [19, 0.3502453, -0.6757703, 2.620976, 1], [20, 0.0815307, 0.5511221, 2.601827, 1], [21, 0.1273766, 0.3159276, 2.049671, 1], [22, 0.1173401, 0.391445, 2.077929, 1], [23, 0.1084393, 0.3102122, 2.037968, 1], [24, 0.09932698, 0.3113002, 2.05375, 1]]
[[0, 0.1082277, -0.006642046, 2.631448, 1], [1, 0.09089797, 0.3186724, 2.618453, 1], [2, 0.07554721, 0.6257875, 2.594265, 1], [3, 0.07952745, 0.7652128, 2.593861, 1], [4, -0.07287224, 0.5259444, 2.531218, 1], [5, -0.02851538, 0.4219202, 2.346119, 1], [6, 0.1003809, 0.4154871, 2.111636, 1], [7, 0.1143266, 0.4279543, 2.085586, 1], [8, 0.2481136, 0.5659454, 2.545034, 1], [9, 0.2540248, 0.4205602, 2.381072, 1], [10, 0.1543398, 0.4185695, 2.156312, 1], [11, 0.1171392, 0.4178022, 2.077925, 1], [12, 0.02638613, -0.009760132, 2.592307, 1], [13, -0.03765972, -0.3268427, 2.646177, 1], [14, -0.06629049, -0.6262951, 2.677725, 1], [15, -0.08131047, -0.6852411, 2.584927, 1], [16, 0.1871978, -0.004173028, 2.593379, 1], [17, 0.2562334, -0.3308253, 2.654956, 1], [18, 0.2993541, -0.6211823, 2.704183, 1], [19, 0.3492482, -0.6753497, 2.62201, 1], [20, 0.07979703, 0.5507312, 2.60239, 1], [21, 0.1291136, 0.3956495, 2.016606, 1], [22, 0.1233944, 0.4615724, 2.063667, 1], [23, 0.1216988, 0.3863696, 2.007243, 1], [24, 0.1250157, 0.3534713, 2.038167, 1]]
[[0, 0.1109077, -0.006699884, 2.631311, 1], [1, 0.09221093, 0.3324168, 2.607208, 1], [2, 0.06639411, 0.6796955, 2.554735, 1], [3, 0.08461423, 0.8175501, 2.582379, 1], [4, -0.06554446, 0.5108561, 2.535115, 1], [5, -0.02404621, 0.4724775, 2.316244, 1], [6, 0.08529638, 0.4829449, 2.127872, 1], [7, 0.1210479, 0.5017217, 2.074166, 1], [8, 0.2479065, 0.6199846, 2.503899, 1], [9, 0.2420926, 0.4688064, 2.337583, 1], [10, 0.1590061, 0.5097086, 2.129713, 1], [11, 0.1252191, 0.5138603, 2.075337, 1], [12, 0.03040204, -0.01077907, 2.591861, 1], [13, -0.03523643, -0.3309981, 2.648516, 1], [14, -0.06633105, -0.6262744, 2.677787, 1], [15, -0.08140328, -0.6844449, 2.586645, 1], [16, 0.1888686, -0.003434711, 2.593421, 1], [17, 0.2554829, -0.3314466, 2.656466, 1], [18, 0.2985022, -0.619325, 2.705559, 1], [19, 0.3492114, -0.6753441, 2.6225, 1], [20, 0.07306641, 0.5968833, 2.568208, 1], [21, 0.1292932, 0.4835198, 2.011104, 1], [22, 0.1298112, 0.5395954, 2.060714, 1], [23, 0.1177783, 0.4886848, 2.012726, 1], [24, 0.1431387, 0.4634165, 2.0527, 1]]
