[[0, 0.0887835, -0.812202, 3.51057, 1.0], [1, 0.105564, -0.727601, 3.50159, 1.0], [2, 0.12176, -0.642119, 3.48211, 1.0], [3, 0.17245, -0.556712, 3.46231, 1.0], [4, 0.142734, -0.802971, 3.45134, 1.0], [5, -0.0773269, -0.77438, 3.36304, 1.0], [6, 0.154487, -0.774841, 3.3353, 1.0], [7, 0.231681, -0.77577, 3.32942, 1.0], [8, 0.298089, -0.700075, 3.45931, 1.0], [9, 0.0650075, -0.701659, 3.42198, 1.0], [10, 0.287569, -0.744211, 3.36359, 1.0], [11, 0.306984, -0.735312, 3.28836, 1.0], [12, 0.0527508, -0.828396, 3.47963, 1.0], [13, 0.342105, -0.724236, 3.43669, 1.0], [14, -0.0141402, -0.74339, 3.41299, 1.0], [15, -0.0537339, -0.734617, 3.27444, 1.0], [16, 0.123258, -0.781736, 3.47982, 1.0], [17, -0.0342187, -0.539404, 3.56258, 1.0], [18, 0.348545, -0.73256, 3.39332, 1.0], [19, 0.256629, -0.726486, 3.28955, 1.0], [20, 0.117809, -0.66373, 3.489, 1.0], [21, 0.231081, -0.773759, 3.32079, 1.0], [22, 0.230298, -0.771137, 3.30954, 1.0], [23, 0.306178, -0.733382, 3.27973, 1.0], [24, 0.305128, -0.730865, 3.26848, 1.0]]
[[0, 0.298427, -1.08095, 3.58308, 1.0], [1, 0.209637, -0.873811, 3.53516, 1.0], [2, 0.121523, -0.654133, 3.47787, 1.0], [3, 0.169227, -0.546937, 3.46638, 1.0], [4, -0.0179503, -0.687115, 3.47809, 1.0], [5, -0.146011, -0.764271, 3.37135, 1.0], [6, 0.0935101, -0.75214, 3.36407, 1.0], [7, 0.173213, -0.74881, 3.3648, 1.0], [8, 0.296905, -0.698712, 3.45611, 1.0], [9, 0.056899, -0.699903, 3.41894, 1.0], [10, 0.289781, -0.72604, 3.36281, 1.0], [11, 0.343918, -0.731436, 3.36732, 1.0], [12, 0.253976, -1.0714, 3.56074, 1.0], [13, 0.280814, -0.742381, 3.43429, 1.0], [14, -0.0164382, -0.742221, 3.41764, 1.0], [15, -0.0716759, -0.733077, 3.27861, 1.0], [16, 0.338167, -1.07343, 3.54886, 1.0], [17, 0.0788464, -0.705725, 3.4984, 1.0], [18, 0.347506, -0.732569, 3.38931, 1.0], [19, 0.242631, -0.726331, 3.29087, 1.0], [20, 0.143403, -0.718618, 3.49338, 1.0], [21, 0.172795, -0.747007, 3.3567, 1.0], [22, 0.172251, -0.744654, 3.34613, 1.0], [23, 0.387225, -0.74644, 3.2795, 1.0], [24, 0.330944, -0.696036, 3.372, 1.0]]
[[0, 0.160148, -1.08326, 3.64827, 1.0], [1, 0.171518, -0.881575, 3.55603, 1.0], [2, 0.173606, -0.68104, 3.45576, 1.0], [3, 0.167948, -0.546051, 3.47694, 1.0], [4, 0.0616354, -0.668001, 3.52506, 1.0], [5, -0.0988838, -0.7352, 3.41276, 1.0], [6, 0.169865, -0.738839, 3.37341, 1.0], [7, 0.271194, -0.745246, 3.39027, 1.0], [8, 0.294168, -0.702154, 3.45032, 1.0], [9, 0.0248093, -0.732324, 3.41457, 1.0], [10, 0.207194, -0.565455, 3.38389, 1.0], [11, 0.20008, -0.55599, 3.3706, 1.0], [12, 0.106128, -1.06548, 3.62713, 1.0], [13, 0.2794, -0.737743, 3.43323, 1.0], [14, 0.0373454, -0.807379, 3.42948, 1.0], [15, -0.0378257, -0.780557, 3.29598, 1.0], [16, 0.211448, -1.08261, 3.60738, 1.0], [17, 0.0526772, -0.705909, 3.49709, 1.0], [18, 0.340362, -0.772096, 3.37179, 1.0], [19, 0.227033, -0.757839, 3.27527, 1.0], [20, 0.16295, -0.727687, 3.48824, 1.0], [21, 0.319235, -0.735089, 3.35937, 1.0], [22, 0.277465, -0.70467, 3.373, 1.0], [23, 0.204606, -0.497661, 3.35795, 1.0], [24, 0.178811, -0.510132, 3.33456, 1.0]]
[[0, 0.0452172, -0.814766, 3.90335, 1.0], [1, 0.107024, -0.740372, 3.67968, 1.0], [2, 0.171315, -0.674492, 3.45075, 1.0], [3, 0.164022, -0.542081, 3.47645, 1.0], [4, -0.0189344, -0.746864, 3.47218, 1.0], [5, -0.207733, -0.71755, 3.40298, 1.0], [6, 0.0455095, -0.627362, 3.38578, 1.0], [7, 0.150991, -0.591824, 3.38119, 1.0], [8, 0.287437, -0.699685, 3.44172, 1.0], [9, 0.0191593, -0.720934, 3.43928, 1.0], [10, 0.140585, -0.704755, 3.19248, 1.0], [11, 0.194637, -0.699422, 3.12354, 1.0], [12, -0.0104209, -0.817593, 3.89637, 1.0], [13, 0.198203, -0.784855, 3.46261, 1.0], [14, -0.038466, -0.811707, 3.48096, 1.0], [15, -0.0996454, -0.784836, 3.33948, 1.0], [16, 0.100164, -0.799242, 3.84951, 1.0], [17, 0.05229, -0.702123, 3.49523, 1.0], [18, 0.3266, -0.708865, 3.3596, 1.0], [19, 0.209941, -0.708, 3.26891, 1.0], [20, 0.153042, -0.685074, 3.50564, 1.0], [21, 0.195808, -0.556294, 3.36644, 1.0], [22, 0.120585, -0.550353, 3.367, 1.0], [23, 0.199166, -0.640669, 3.11136, 1.0], [24, 0.173373, -0.652586, 3.08856, 1.0]]
[[0, 0.314936, -0.968883, 3.53414, 1.0], [1, 0.196637, -0.78055, 3.53083, 1.0], [2, 0.0794577, -0.592591, 3.51693, 1.0], [3, 0.156052, -0.541532, 3.4743, 1.0], [4, -0.0157033, -0.679236, 3.52767, 1.0], [5, -0.209443, -0.693048, 3.46071, 1.0], [6, 0.047535, -0.619557, 3.39582, 1.0], [7, 0.122644, -0.61201, 3.39779, 1.0], [8, 0.279922, -0.681483, 3.45311, 1.0], [9, 0.00705279, -0.693664, 3.45673, 1.0], [10, 0.122264, -0.687832, 3.20199, 1.0], [11, 0.16583, -0.68352, 3.12647, 1.0], [12, 0.253898, -0.962249, 3.50625, 1.0], [13, 0.180684, -0.654339, 3.39227, 1.0], [14, -0.0238353, -0.570283, 3.46255, 1.0], [15, -0.101128, -0.60695, 3.33949, 1.0], [16, 0.37081, -0.959637, 3.50412, 1.0], [17, 0.0525765, -0.699648, 3.49129, 1.0], [18, 0.326813, -0.697075, 3.38311, 1.0], [19, 0.206804, -0.698125, 3.30177, 1.0], [20, 0.108622, -0.639636, 3.52239, 1.0], [21, 0.132401, -0.603921, 3.37339, 1.0], [22, 0.119523, -0.559654, 3.3585, 1.0], [23, 0.17045, -0.62487, 3.11453, 1.0], [24, 0.144777, -0.636909, 3.09204, 1.0]]
[[0, 0.0569634, -0.705001, 3.89205, 1.0], [1, 0.112654, -0.690642, 3.67234, 1.0], [2, 0.167309, -0.674185, 3.44319, 1.0], [3, 0.148768, -0.535427, 3.4785, 1.0], [4, 0.0507809, -0.742809, 3.50104, 1.0], [5, -0.200383, -0.761536, 3.45177, 1.0], [6, 0.0237903, -0.628931, 3.39251, 1.0], [7, 0.117444, -0.618413, 3.40267, 1.0], [8, 0.278884, -0.678833, 3.44944, 1.0], [9, 0.0264406, -0.745896, 3.4791, 1.0], [10, 0.107092, -0.721359, 3.22082, 1.0], [11, 0.160976, -0.69789, 3.19749, 1.0], [12, -0.000648863, -0.717622, 3.88068, 1.0], [13, -0.024739, -0.716135, 3.50812, 1.0], [14, -0.0145883, -0.933956, 3.40941, 1.0], [15, -0.105214, -0.877156, 3.30993, 1.0], [16, 0.11374, -0.681902, 3.84559, 1.0], [17, 0.0292008, -0.620291, 3.52205, 1.0], [18, 0.261199, -0.72476, 3.36974, 1.0], [19, 0.143353, -0.721391, 3.2925, 1.0], [20, 0.153818, -0.678695, 3.50232, 1.0], [21, 0.118246, -0.6016, 3.38858, 1.0], [22, 0.106554, -0.585692, 3.36848, 1.0], [23, 0.165628, -0.639296, 3.18575, 1.0], [24, 0.139998, -0.651388, 3.16353, 1.0]]
[[0, 0.19097, -0.890424, 3.86929, 1.0], [1, 0.154654, -0.784212, 3.67644, 1.0], [2, 0.118264, -0.676643, 3.47337, 1.0], [3, 0.142527, -0.534544, 3.48437, 1.0], [4, -0.0226244, -0.682936, 3.54474, 1.0], [5, -0.273596, -0.701764, 3.49454, 1.0], [6, -0.0115618, -0.622623, 3.41752, 1.0], [7, -0.000766536, -0.636553, 3.33157, 1.0], [8, 0.227411, -0.674688, 3.47237, 1.0], [9, -0.030128, -0.759393, 3.53238, 1.0], [10, 0.0491292, -0.727811, 3.25621, 1.0], [11, 0.0906673, -0.714066, 3.18008, 1.0], [12, 0.131242, -0.885399, 3.84293, 1.0], [13, -0.185941, -0.694383, 3.5677, 1.0], [14, 0.0513487, -0.780302, 3.53702, 1.0], [15, -0.0433253, -0.765092, 3.41894, 1.0], [16, 0.247707, -0.881496, 3.83502, 1.0], [17, -0.0170077, -0.697151, 3.5065, 1.0], [18, 0.261207, -0.725232, 3.37141, 1.0], [19, 0.136511, -0.722237, 3.29959, 1.0], [20, 0.132151, -0.699442, 3.52245, 1.0], [21, 0.000316264, -0.61957, 3.317, 1.0], [22, -0.0110076, -0.603449, 3.29628, 1.0], [23, 0.0954808, -0.655304, 3.16787, 1.0], [24, 0.0700625, -0.667201, 3.14503, 1.0]]
[[0, 0.424761, -0.710805, 3.78829, 1.0], [1, 0.237786, -0.729371, 3.6544, 1.0], [2, 0.0526133, -0.745195, 3.50995, 1.0], [3, 0.109419, -0.609369, 3.51081, 1.0], [4, -0.085769, -0.712372, 3.54999, 1.0], [5, -0.27762, -0.756868, 3.46924, 1.0], [6, -0.00336466, -0.693566, 3.43269, 1.0], [7, 0.0622858, -0.692664, 3.45961, 1.0], [8, 0.161879, -0.743129, 3.50883, 1.0], [9, -0.10795, -0.791022, 3.56073, 1.0], [10, 0.0714654, -0.620629, 3.41426, 1.0], [11, 0.121313, -0.609691, 3.38694, 1.0], [12, 0.361919, -0.697455, 3.7981, 1.0], [13, -0.0526839, -0.670097, 3.59815, 1.0], [14, 0.0885506, -0.873434, 3.558, 1.0], [15, -0.0152505, -0.839959, 3.45077, 1.0], [16, 0.480584, -0.712379, 3.71568, 1.0], [17, 0.0472601, -0.751589, 3.5749, 1.0], [18, 0.35022, -0.720523, 3.41568, 1.0], [19, 0.221633, -0.718413, 3.34729, 1.0], [20, 0.0986669, -0.741737, 3.54808, 1.0], [21, 0.0776649, -0.714186, 3.4425, 1.0], [22, 0.0526863, -0.678197, 3.44967, 1.0], [23, 0.137833, -0.582822, 3.35707, 1.0], [24, 0.089665, -0.549875, 3.37608, 1.0]]
[[0, -0.00514963, -1.11239, 3.72323, 1.0], [1, 0.0287402, -0.897743, 3.62582, 1.0], [2, 0.0620484, -0.682997, 3.51709, 1.0], [3, 0.119824, -0.557986, 3.49298, 1.0], [4, -0.0763928, -0.650236, 3.557, 1.0], [5, -0.198641, -0.813437, 3.51085, 1.0], [6, 0.0432824, -0.693007, 3.4172, 1.0], [7, 0.168122, -0.646126, 2.83528, 1.0], [8, 0.171332, -0.680997, 3.51585, 1.0], [9, -0.0979465, -0.727463, 3.57109, 1.0], [10, 0.0940465, -0.599631, 3.3984, 1.0], [11, 0.125651, -0.642495, 2.82926, 1.0], [12, -0.0639998, -1.09574, 3.68693, 1.0], [13, -0.0538398, -0.640158, 3.55356, 1.0], [14, -0.109815, -0.883639, 3.53504, 1.0], [15, -0.195956, -0.837709, 3.41231, 1.0], [16, 0.0537833, -1.11025, 3.69663, 1.0], [17, -0.15924, -0.726061, 3.57497, 1.0], [18, 0.144915, -0.718491, 3.41121, 1.0], [19, 0.0194562, -0.718151, 3.33516, 1.0], [20, 0.0587488, -0.737381, 3.54674, 1.0], [21, 0.166912, -0.64747, 2.80918, 1.0], [22, 0.176514, -0.653686, 2.81967, 1.0], [23, 0.140965, -0.644493, 2.78568, 1.0], [24, 0.0965256, -0.646079, 2.79875, 1.0]]
[[0, -0.00604354, -0.840599, 3.876, 1.0], [1, 0.0659218, -0.745792, 3.65172, 1.0], [2, 0.136708, -0.649455, 3.41683, 1.0], [3, 0.0988325, -0.518729, 3.48051, 1.0], [4, -0.0234707, -0.750073, 3.53662, 1.0], [5, 0.00124071, -0.716462, 3.28117, 1.0], [6, 0.162771, -0.623392, 3.1771, 1.0], [7, 0.154397, -0.621175, 3.08763, 1.0], [8, 0.209976, -0.661233, 3.45861, 1.0], [9, -0.0422357, -0.758085, 3.5226, 1.0], [10, 0.113878, -0.569046, 3.37243, 1.0], [11, 0.125796, -0.507677, 3.37548, 1.0], [12, -0.0507057, -0.83679, 3.85061, 1.0], [13, -0.224174, -0.718149, 3.52948, 1.0], [14, 0.0307486, -0.68176, 3.5511, 1.0], [15, -0.0793534, -0.688311, 3.4465, 1.0], [16, 0.0387206, -0.830669, 3.83803, 1.0], [17, 0.128005, -0.532856, 3.45845, 1.0], [18, 0.198103, -0.779596, 3.43315, 1.0], [19, 0.0687141, -0.765825, 3.36635, 1.0], [20, 0.119205, -0.673857, 3.4776, 1.0], [21, 0.153273, -0.622766, 3.06158, 1.0], [22, 0.162988, -0.629314, 3.07215, 1.0], [23, 0.138709, -0.477318, 3.37548, 1.0], [24, 0.100971, -0.498968, 3.33958, 1.0]]
[[0, 0.0927992, -1.05029, 3.53925, 1.0], [1, 0.117467, -0.823695, 3.48198, 1.0], [2, 0.14147, -0.597537, 3.41506, 1.0], [3, 0.0992809, -0.516665, 3.46856, 1.0], [4, 0.0117047, -0.68441, 3.53958, 1.0], [5, -0.117423, -0.757381, 3.52855, 1.0], [6, 0.0503038, -0.719248, 3.41347, 1.0], [7, 0.125992, -0.662623, 2.92195, 1.0], [8, 0.200992, -0.666756, 3.41641, 1.0], [9, 0.0260454, -0.730958, 3.48116, 1.0], [10, 0.0269627, -0.697512, 3.27391, 1.0], [11, 0.0108374, -0.640121, 2.84314, 1.0], [12, 0.0432293, -1.04673, 3.53241, 1.0], [13, -0.0963535, -0.698628, 3.54098, 1.0], [14, 0.106841, -0.669519, 3.55765, 1.0], [15, 0.0173739, -0.674599, 3.48517, 1.0], [16, 0.140994, -1.03818, 3.49329, 1.0], [17, 0.102394, -0.667464, 3.33979, 1.0], [18, 0.160558, -0.883377, 3.315, 1.0], [19, 0.0801959, -0.845162, 3.34245, 1.0], [20, 0.133015, -0.656863, 3.43893, 1.0], [21, 0.103919, -0.642087, 2.86983, 1.0], [22, 0.12474, -0.672178, 2.899, 1.0], [23, 0.0312403, -0.641629, 2.79966, 1.0], [24, -0.00580526, -0.669306, 2.8365, 1.0]]
