[['2, k, 0', [-0.358611, -0.785468, 1.0]], ['2, k, 1', [-0.35091, -0.470781, 1.0]], ['2, k, 2', [-0.341583, -0.160686, 1.0]], ['2, k, 3', [-0.330197, -0.0569733, 1.0]], ['2, k, 4', [-0.442727, -0.253877, 1.0]], ['2, k, 5', [-0.321391, -0.268086, 1.0]], ['2, k, 6', [-0.150232, -0.224523, 1.0]], ['2, k, 7', [-0.0950572, -0.227621, 1.0]], ['2, k, 8', [-0.17521, -0.223866, 1.0]], ['2, k, 9', [-0.158995, -0.563059, 1.0]], ['2, k, 10', [-0.409146, -0.597861, 1.0]], ['2, k, 11', [-0.457298, -0.600833, 1.0]], ['2, k, 12', [-0.414951, -0.782392, 1.0]], ['2, k, 13', [-0.438268, -1.12054, 1.0]], ['2, k, 14', [-0.465833, -1.42862, 1.0]], ['2, k, 15', [-0.437256, -1.50586, 1.0]], ['2, k, 16', [-0.29319, -0.768613, 1.0]], ['2, k, 17', [-0.220252, -1.08977, 1.0]], ['2, k, 18', [-0.189799, -1.46307, 1.0]], ['2, k, 19', [-0.180176, -1.52734, 1.0]], ['2, k, 20', [-0.344209, -0.237631, 1.0]], ['2, k, 21', [-0.0908757, -0.228991, 1.0]], ['2, k, 22', [-0.122647, -0.231228, 1.0]], ['2, k, 23', [-0.450373, -0.621859, 1.0]], ['2, k, 24', [-0.42031, -0.613259, 1.0]]]
[['2, k, 0', [-0.355767, -0.771209, 1.0]], ['2, k, 1', [-0.350347, -0.466469, 1.0]], ['2, k, 2', [-0.341583, -0.160553, 1.0]], ['2, k, 3', [-0.330102, -0.0567515, 1.0]], ['2, k, 4', [-0.440404, -0.25394, 1.0]], ['2, k, 5', [-0.274298, -0.258496, 1.0]], ['2, k, 6', [-0.134497, -0.229203, 1.0]], ['2, k, 7', [-0.0773565, -0.228884, 1.0]], ['2, k, 8', [-0.175198, -0.223811, 1.0]], ['2, k, 9', [-0.160883, -0.51444, 1.0]], ['2, k, 10', [-0.0971569, -0.711662, 1.0]], ['2, k, 11', [-0.0659073, -0.738465, 1.0]], ['2, k, 12', [-0.410071, -0.767847, 1.0]], ['2, k, 13', [-0.428773, -1.0257, 1.0]], ['2, k, 14', [-0.464466, -1.45558, 1.0]], ['2, k, 15', [-0.437626, -1.5062, 1.0]], ['2, k, 16', [-0.292262, -0.755793, 1.0]], ['2, k, 17', [-0.22075, -1.08451, 1.0]], ['2, k, 18', [-0.188039, -1.46972, 1.0]], ['2, k, 19', [-0.173085, -1.52775, 1.0]], ['2, k, 20', [-0.344224, -0.237014, 1.0]], ['2, k, 21', [-0.0591767, -0.233993, 1.0]], ['2, k, 22', [-0.0910484, -0.235148, 1.0]], ['2, k, 23', [-0.0605078, -0.759109, 1.0]], ['2, k, 24', [-0.0324602, -0.750027, 1.0]]]
[['2, k, 0', [-0.340811, -0.785345, 1.0]], ['2, k, 1', [-0.344043, -0.468882, 1.0]], ['2, k, 2', [-0.341572, -0.158983, 1.0]], ['2, k, 3', [-0.330507, -0.0542129, 1.0]], ['2, k, 4', [-0.424891, -0.244965, 1.0]], ['2, k, 5', [-0.30837, -0.272044, 1.0]], ['2, k, 6', [-0.130285, -0.241457, 1.0]], ['2, k, 7', [-0.0488237, -0.230251, 1.0]], ['2, k, 8', [-0.170787, -0.223802, 1.0]], ['2, k, 9', [-0.156669, -0.521628, 1.0]], ['2, k, 10', [-0.0802575, -0.72538, 1.0]], ['2, k, 11', [-0.055011, -0.794024, 1.0]], ['2, k, 12', [-0.392805, -0.779919, 1.0]], ['2, k, 13', [-0.429901, -1.09709, 1.0]], ['2, k, 14', [-0.4635, -1.44191, 1.0]], ['2, k, 15', [-0.437982, -1.50656, 1.0]], ['2, k, 16', [-0.274241, -0.777735, 1.0]], ['2, k, 17', [-0.228162, -1.14212, 1.0]], ['2, k, 18', [-0.189945, -1.48157, 1.0]], ['2, k, 19', [-0.189994, -1.53577, 1.0]], ['2, k, 20', [-0.34313, -0.235675, 1.0]], ['2, k, 21', [-0.0236378, -0.232382, 1.0]], ['2, k, 22', [-0.0664874, -0.235456, 1.0]], ['2, k, 23', [-0.0496553, -0.814516, 1.0]], ['2, k, 24', [-0.0216646, -0.80524, 1.0]]]
[['2, k, 0', [-0.33914, -0.789653, 1.0]], ['2, k, 1', [-0.342738, -0.470158, 1.0]], ['2, k, 2', [-0.341319, -0.15807, 1.0]], ['2, k, 3', [-0.330946, -0.0532993, 1.0]], ['2, k, 4', [-0.422777, -0.246363, 1.0]], ['2, k, 5', [-0.238046, -0.265046, 1.0]], ['2, k, 6', [-0.0879009, -0.237776, 1.0]], ['2, k, 7', [-0.0329708, -0.231222, 1.0]], ['2, k, 8', [-0.170598, -0.223883, 1.0]], ['2, k, 9', [-0.157136, -0.506937, 1.0]], ['2, k, 10', [-0.10373, -0.707489, 1.0]], ['2, k, 11', [-0.0823294, -0.753731, 1.0]], ['2, k, 12', [-0.390256, -0.785499, 1.0]], ['2, k, 13', [-0.428907, -1.09764, 1.0]], ['2, k, 14', [-0.463516, -1.4424, 1.0]], ['2, k, 15', [-0.437634, -1.5067, 1.0]], ['2, k, 16', [-0.274465, -0.778643, 1.0]], ['2, k, 17', [-0.227442, -1.15047, 1.0]], ['2, k, 18', [-0.189065, -1.49197, 1.0]], ['2, k, 19', [-0.190421, -1.53927, 1.0]], ['2, k, 20', [-0.342526, -0.23519, 1.0]], ['2, k, 21', [-0.00731973, -0.2374, 1.0]], ['2, k, 22', [-0.0426475, -0.225496, 1.0]], ['2, k, 23', [-0.0768739, -0.774351, 1.0]], ['2, k, 24', [-0.0487518, -0.765241, 1.0]]]
[['2, k, 0', [-0.338209, -0.790546, 1.0]], ['2, k, 1', [-0.341629, -0.470679, 1.0]], ['2, k, 2', [-0.341253, -0.15739, 1.0]], ['2, k, 3', [-0.331807, -0.0514268, 1.0]], ['2, k, 4', [-0.423311, -0.247775, 1.0]], ['2, k, 5', [-0.265211, -0.274589, 1.0]], ['2, k, 6', [-0.0961537, -0.243652, 1.0]], ['2, k, 7', [-0.0192424, -0.23339, 1.0]], ['2, k, 8', [-0.170282, -0.22409, 1.0]], ['2, k, 9', [-0.16042, -0.498524, 1.0]], ['2, k, 10', [-0.0797182, -0.674687, 1.0]], ['2, k, 11', [-0.053044, -0.734118, 1.0]], ['2, k, 12', [-0.389803, -0.786176, 1.0]], ['2, k, 13', [-0.428759, -1.09717, 1.0]], ['2, k, 14', [-0.463462, -1.44305, 1.0]], ['2, k, 15', [-0.438492, -1.50686, 1.0]], ['2, k, 16', [-0.273958, -0.778434, 1.0]], ['2, k, 17', [-0.226966, -1.15408, 1.0]], ['2, k, 18', [-0.188366, -1.49272, 1.0]], ['2, k, 19', [-0.188837, -1.53853, 1.0]], ['2, k, 20', [-0.342054, -0.234823, 1.0]], ['2, k, 21', [0.00952774, -0.238531, 1.0]], ['2, k, 22', [-0.0173747, -0.243724, 1.0]], ['2, k, 23', [-0.0476899, -0.754761, 1.0]], ['2, k, 24', [-0.0197027, -0.745676, 1.0]]]
[['2, k, 0', [-0.337853, -0.791886, 1.0]], ['2, k, 1', [-0.341316, -0.471071, 1.0]], ['2, k, 2', [-0.341173, -0.156919, 1.0]], ['2, k, 3', [-0.331992, -0.0506873, 1.0]], ['2, k, 4', [-0.421678, -0.24862, 1.0]], ['2, k, 5', [-0.236978, -0.27312, 1.0]], ['2, k, 6', [-0.07582, -0.24432, 1.0]], ['2, k, 7', [0.0160523, -0.240127, 1.0]], ['2, k, 8', [-0.170059, -0.22447, 1.0]], ['2, k, 9', [-0.158631, -0.508799, 1.0]], ['2, k, 10', [-0.0753476, -0.694995, 1.0]], ['2, k, 11', [-0.0478125, -0.757784, 1.0]], ['2, k, 12', [-0.389092, -0.787776, 1.0]], ['2, k, 13', [-0.428677, -1.09586, 1.0]], ['2, k, 14', [-0.463361, -1.44505, 1.0]], ['2, k, 15', [-0.438822, -1.5071, 1.0]], ['2, k, 16', [-0.274339, -0.779047, 1.0]], ['2, k, 17', [-0.226946, -1.1541, 1.0]], ['2, k, 18', [-0.188826, -1.49243, 1.0]], ['2, k, 19', [-0.200727, -1.53826, 1.0]], ['2, k, 20', [-0.341873, -0.234591, 1.0]], ['2, k, 21', [0.0317405, -0.240893, 1.0]], ['2, k, 22', [0.00296242, -0.246585, 1.0]], ['2, k, 23', [-0.0424782, -0.778347, 1.0]], ['2, k, 24', [-0.0145169, -0.769158, 1.0]]]
[['2, k, 0', [-0.337951, -0.792349, 1.0]], ['2, k, 1', [-0.341265, -0.471402, 1.0]], ['2, k, 2', [-0.34125, -0.156536, 1.0]], ['2, k, 3', [-0.332478, -0.0501285, 1.0]], ['2, k, 4', [-0.419953, -0.249989, 1.0]], ['2, k, 5', [-0.236384, -0.273454, 1.0]], ['2, k, 6', [-0.0566817, -0.251787, 1.0]], ['2, k, 7', [0.0283055, -0.242079, 1.0]], ['2, k, 8', [-0.170396, -0.224913, 1.0]], ['2, k, 9', [-0.158326, -0.516039, 1.0]], ['2, k, 10', [-0.120801, -0.720917, 1.0]], ['2, k, 11', [-0.108524, -0.789923, 1.0]], ['2, k, 12', [-0.388883, -0.78849, 1.0]], ['2, k, 13', [-0.427571, -1.0908, 1.0]], ['2, k, 14', [-0.463465, -1.44654, 1.0]], ['2, k, 15', [-0.441155, -1.5068, 1.0]], ['2, k, 16', [-0.275903, -0.77907, 1.0]], ['2, k, 17', [-0.226959, -1.15415, 1.0]], ['2, k, 18', [-0.182767, -1.51873, 1.0]], ['2, k, 19', [-0.165796, -1.53927, 1.0]], ['2, k, 20', [-0.341844, -0.234443, 1.0]], ['2, k, 21', [0.049435, -0.244471, 1.0]], ['2, k, 22', [0.0223139, -0.24911, 1.0]], ['2, k, 23', [-0.102984, -0.810481, 1.0]], ['2, k, 24', [-0.0747498, -0.801296, 1.0]]]
[['2, k, 0', [-0.336819, -0.794933, 1.0]], ['2, k, 1', [-0.340643, -0.472295, 1.0]], ['2, k, 2', [-0.341212, -0.155973, 1.0]], ['2, k, 3', [-0.333095, -0.0488865, 1.0]], ['2, k, 4', [-0.417005, -0.251235, 1.0]], ['2, k, 5', [-0.235545, -0.274044, 1.0]], ['2, k, 6', [-0.0499062, -0.254333, 1.0]], ['2, k, 7', [0.0398249, -0.244968, 1.0]], ['2, k, 8', [-0.170039, -0.225303, 1.0]], ['2, k, 9', [-0.159527, -0.511722, 1.0]], ['2, k, 10', [-0.121768, -0.715562, 1.0]], ['2, k, 11', [-0.109413, -0.784218, 1.0]], ['2, k, 12', [-0.387148, -0.791021, 1.0]], ['2, k, 13', [-0.427452, -1.09049, 1.0]], ['2, k, 14', [-0.464464, -1.44817, 1.0]], ['2, k, 15', [-0.435692, -1.50994, 1.0]], ['2, k, 16', [-0.275838, -0.780502, 1.0]], ['2, k, 17', [-0.226938, -1.15411, 1.0]], ['2, k, 18', [-0.184021, -1.49325, 1.0]], ['2, k, 19', [-0.170628, -1.53578, 1.0]], ['2, k, 20', [-0.341605, -0.234295, 1.0]], ['2, k, 21', [0.0689472, -0.244944, 1.0]], ['2, k, 22', [0.0374341, -0.252803, 1.0]], ['2, k, 23', [-0.103868, -0.804781, 1.0]], ['2, k, 24', [-0.0756264, -0.795602, 1.0]]]
[['2, k, 0', [-0.336315, -0.795975, 1.0]], ['2, k, 1', [-0.340371, -0.472563, 1.0]], ['2, k, 2', [-0.341323, -0.155232, 1.0]], ['2, k, 3', [-0.333647, -0.0485021, 1.0]], ['2, k, 4', [-0.414768, -0.251956, 1.0]], ['2, k, 5', [-0.226032, -0.276321, 1.0]], ['2, k, 6', [-0.0258148, -0.25716, 1.0]], ['2, k, 7', [0.04965, -0.247994, 1.0]], ['2, k, 8', [-0.170384, -0.225676, 1.0]], ['2, k, 9', [-0.159434, -0.507343, 1.0]], ['2, k, 10', [-0.0929383, -0.698715, 1.0]], ['2, k, 11', [-0.0782598, -0.758075, 1.0]], ['2, k, 12', [-0.386197, -0.79206, 1.0]], ['2, k, 13', [-0.427865, -1.09042, 1.0]], ['2, k, 14', [-0.464512, -1.44823, 1.0]], ['2, k, 15', [-0.437285, -1.50969, 1.0]], ['2, k, 16', [-0.275906, -0.780982, 1.0]], ['2, k, 17', [-0.227136, -1.1537, 1.0]], ['2, k, 18', [-0.184969, -1.49187, 1.0]], ['2, k, 19', [-0.175921, -1.53445, 1.0]], ['2, k, 20', [-0.341563, -0.233882, 1.0]], ['2, k, 21', [0.0796764, -0.252548, 1.0]], ['2, k, 22', [0.0506626, -0.259073, 1.0]], ['2, k, 23', [-0.0728148, -0.778644, 1.0]], ['2, k, 24', [-0.0447074, -0.769464, 1.0]]]
[['2, k, 0', [-0.335592, -0.795551, 1.0]], ['2, k, 1', [-0.340052, -0.472371, 1.0]], ['2, k, 2', [-0.341357, -0.155008, 1.0]], ['2, k, 3', [-0.333865, -0.0477332, 1.0]], ['2, k, 4', [-0.413648, -0.252346, 1.0]], ['2, k, 5', [-0.221623, -0.27888, 1.0]], ['2, k, 6', [-0.0192016, -0.25887, 1.0]], ['2, k, 7', [0.0552541, -0.252329, 1.0]], ['2, k, 8', [-0.169732, -0.226256, 1.0]], ['2, k, 9', [-0.157336, -0.503979, 1.0]], ['2, k, 10', [-0.0982233, -0.696874, 1.0]], ['2, k, 11', [-0.084613, -0.755499, 1.0]], ['2, k, 12', [-0.382982, -0.784619, 1.0]], ['2, k, 13', [-0.427945, -1.0906, 1.0]], ['2, k, 14', [-0.464264, -1.44836, 1.0]], ['2, k, 15', [-0.438638, -1.50847, 1.0]], ['2, k, 16', [-0.275662, -0.782905, 1.0]], ['2, k, 17', [-0.227208, -1.15376, 1.0]], ['2, k, 18', [-0.186337, -1.49071, 1.0]], ['2, k, 19', [-0.185021, -1.53686, 1.0]], ['2, k, 20', [-0.341469, -0.233668, 1.0]], ['2, k, 21', [0.0906591, -0.256349, 1.0]], ['2, k, 22', [0.0649963, -0.26526, 1.0]], ['2, k, 23', [-0.0786582, -0.776599, 1.0]], ['2, k, 24', [-0.0510084, -0.766924, 1.0]]]
[['2, k, 0', [-0.335382, -0.795545, 1.0]], ['2, k, 1', [-0.3399, -0.472373, 1.0]], ['2, k, 2', [-0.341639, -0.154921, 1.0]], ['2, k, 3', [-0.334229, -0.0475889, 1.0]], ['2, k, 4', [-0.412582, -0.252951, 1.0]], ['2, k, 5', [-0.222276, -0.279088, 1.0]], ['2, k, 6', [0.011663, -0.260186, 1.0]], ['2, k, 7', [0.0576522, -0.254438, 1.0]], ['2, k, 8', [-0.168346, -0.228023, 1.0]], ['2, k, 9', [-0.158637, -0.502717, 1.0]], ['2, k, 10', [-0.0982703, -0.690116, 1.0]], ['2, k, 11', [-0.087146, -0.749223, 1.0]], ['2, k, 12', [-0.382154, -0.782983, 1.0]], ['2, k, 13', [-0.427396, -1.08936, 1.0]], ['2, k, 14', [-0.46427, -1.44837, 1.0]], ['2, k, 15', [-0.438922, -1.50892, 1.0]], ['2, k, 16', [-0.276003, -0.784941, 1.0]], ['2, k, 17', [-0.227237, -1.15385, 1.0]], ['2, k, 18', [-0.188169, -1.49543, 1.0]], ['2, k, 19', [-0.198033, -1.53732, 1.0]], ['2, k, 20', [-0.34158, -0.233615, 1.0]], ['2, k, 21', [0.0968693, -0.258144, 1.0]], ['2, k, 22', [0.0676239, -0.245075, 1.0]], ['2, k, 23', [-0.0816683, -0.769824, 1.0]], ['2, k, 24', [-0.0535178, -0.760684, 1.0]]]
