[['2, k, 0', [-0.1885374, 0.0702939, 1.0]], ['2, k, 1', [-0.1950335, 0.3986317, 1.0]], ['2, k, 2', [-0.1995402, 0.7118133, 1.0]], ['2, k, 3', [-0.2104525, 0.8623968, 1.0]], ['2, k, 4', [-0.3702048, 0.5808102, 1.0]], ['2, k, 5', [-0.4122995, 0.3349948, 1.0]], ['2, k, 6', [-0.3691819, 0.1115428, 1.0]], ['2, k, 7', [-0.3492315, 0.02763285, 1.0]], ['2, k, 8', [-0.0194415, 0.6023562, 1.0]], ['2, k, 9', [0.005216861, 0.3057903, 1.0]], ['2, k, 10', [0.05837503, 0.05043157, 1.0]], ['2, k, 11', [0.06748404, 0.006069773, 1.0]], ['2, k, 12', [-0.2636276, 0.0653322, 1.0]], ['2, k, 13', [-0.3121666, -0.3752937, 1.0]], ['2, k, 14', [-0.3602012, -0.709607, 1.0]], ['2, k, 15', [-0.3901954, -0.7532869, 1.0]], ['2, k, 16', [-0.1062482, 0.07284475, 1.0]], ['2, k, 17', [-0.1085372, -0.3691878, 1.0]], ['2, k, 18', [-0.1394184, -0.6990269, 1.0]], ['2, k, 19', [-0.04112246, -0.7497385, 1.0]], ['2, k, 20', [-0.1986616, 0.6355936, 1.0]], ['2, k, 21', [-0.3285497, -0.05779769, 1.0]], ['2, k, 22', [-0.354348, 0.01449734, 1.0]], ['2, k, 23', [0.06603836, -0.07013318, 1.0]], ['2, k, 24', [0.115131, 0.006442315, 1.0]]]
[['2, k, 0', [-0.1885335, 0.07030089, 1.0]], ['2, k, 1', [-0.194951, 0.3985258, 1.0]], ['2, k, 2', [-0.1993196, 0.7115225, 1.0]], ['2, k, 3', [-0.2097379, 0.8618276, 1.0]], ['2, k, 4', [-0.3702482, 0.5809392, 1.0]], ['2, k, 5', [-0.4124236, 0.335071, 1.0]], ['2, k, 6', [-0.3697557, 0.1115217, 1.0]], ['2, k, 7', [-0.3495782, 0.02614363, 1.0]], ['2, k, 8', [-0.01905004, 0.6023511, 1.0]], ['2, k, 9', [0.006831518, 0.3043663, 1.0]], ['2, k, 10', [0.06302906, 0.05186027, 1.0]], ['2, k, 11', [0.07420767, 0.004428604, 1.0]], ['2, k, 12', [-0.2635809, 0.06540758, 1.0]], ['2, k, 13', [-0.3124188, -0.3748592, 1.0]], ['2, k, 14', [-0.3602042, -0.7096733, 1.0]], ['2, k, 15', [-0.390615, -0.7529556, 1.0]], ['2, k, 16', [-0.1062784, 0.07280624, 1.0]], ['2, k, 17', [-0.1086239, -0.3692425, 1.0]], ['2, k, 18', [-0.1396086, -0.699362, 1.0]], ['2, k, 19', [-0.03923982, -0.7502738, 1.0]], ['2, k, 20', [-0.1984794, 0.6353446, 1.0]], ['2, k, 21', [-0.3295013, -0.05789391, 1.0]], ['2, k, 22', [-0.350011, 0.01623097, 1.0]], ['2, k, 23', [0.07603817, -0.06656213, 1.0]], ['2, k, 24', [0.1192522, 0.006539672, 1.0]]]
[['2, k, 0', [-0.1886158, 0.07031652, 1.0]], ['2, k, 1', [-0.1949329, 0.3984977, 1.0]], ['2, k, 2', [-0.1991315, 0.7114577, 1.0]], ['2, k, 3', [-0.2095151, 0.8619058, 1.0]], ['2, k, 4', [-0.3699808, 0.5810186, 1.0]], ['2, k, 5', [-0.412815, 0.3349763, 1.0]], ['2, k, 6', [-0.3703233, 0.1113728, 1.0]], ['2, k, 7', [-0.3493441, 0.02548668, 1.0]], ['2, k, 8', [-0.01899652, 0.6022835, 1.0]], ['2, k, 9', [0.008659092, 0.3040252, 1.0]], ['2, k, 10', [0.07652562, 0.05502483, 1.0]], ['2, k, 11', [0.08580619, 0.00716478, 1.0]], ['2, k, 12', [-0.263623, 0.06544719, 1.0]], ['2, k, 13', [-0.3125462, -0.37479, 1.0]], ['2, k, 14', [-0.3605028, -0.7100573, 1.0]], ['2, k, 15', [-0.3908852, -0.7531871, 1.0]], ['2, k, 16', [-0.1064482, 0.07277481, 1.0]], ['2, k, 17', [-0.1095227, -0.3688177, 1.0]], ['2, k, 18', [-0.1395898, -0.6993474, 1.0]], ['2, k, 19', [-0.03525965, -0.7476298, 1.0]], ['2, k, 20', [-0.1983478, 0.6352825, 1.0]], ['2, k, 21', [-0.3287723, -0.05767985, 1.0]], ['2, k, 22', [-0.3588057, 0.01129096, 1.0]], ['2, k, 23', [0.09394898, -0.06300988, 1.0]], ['2, k, 24', [0.1327966, 0.005435227, 1.0]]]
[['2, k, 0', [-0.1886543, 0.0703169, 1.0]], ['2, k, 1', [-0.1949318, 0.3984509, 1.0]], ['2, k, 2', [-0.1991188, 0.7113407, 1.0]], ['2, k, 3', [-0.2093071, 0.861641, 1.0]], ['2, k, 4', [-0.3699555, 0.5810868, 1.0]], ['2, k, 5', [-0.4129791, 0.3348172, 1.0]], ['2, k, 6', [-0.3705372, 0.1111906, 1.0]], ['2, k, 7', [-0.3488685, 0.0246208, 1.0]], ['2, k, 8', [-0.01868593, 0.602115, 1.0]], ['2, k, 9', [0.0154453, 0.3170092, 1.0]], ['2, k, 10', [0.09904682, 0.06521519, 1.0]], ['2, k, 11', [0.1038777, 0.01995101, 1.0]], ['2, k, 12', [-0.263615, 0.06547374, 1.0]], ['2, k, 13', [-0.3126771, -0.3749201, 1.0]], ['2, k, 14', [-0.3604704, -0.7102324, 1.0]], ['2, k, 15', [-0.3909756, -0.7532655, 1.0]], ['2, k, 16', [-0.1065923, 0.07270527, 1.0]], ['2, k, 17', [-0.1096128, -0.3687929, 1.0]], ['2, k, 18', [-0.1397838, -0.7002602, 1.0]], ['2, k, 19', [-0.03510521, -0.7478821, 1.0]], ['2, k, 20', [-0.1983385, 0.6351791, 1.0]], ['2, k, 21', [-0.328961, -0.05808143, 1.0]], ['2, k, 22', [-0.3509699, 0.01413188, 1.0]], ['2, k, 23', [0.1061027, -0.04989289, 1.0]], ['2, k, 24', [0.1418012, 0.04719757, 1.0]]]
[['2, k, 0', [-0.1886299, 0.07028753, 1.0]], ['2, k, 1', [-0.1949404, 0.3984085, 1.0]], ['2, k, 2', [-0.1991821, 0.7112856, 1.0]], ['2, k, 3', [-0.2092673, 0.8616428, 1.0]], ['2, k, 4', [-0.3699296, 0.5809519, 1.0]], ['2, k, 5', [-0.413575, 0.3348747, 1.0]], ['2, k, 6', [-0.3708516, 0.1111704, 1.0]], ['2, k, 7', [-0.3478938, 0.02427681, 1.0]], ['2, k, 8', [-0.01862888, 0.6019137, 1.0]], ['2, k, 9', [0.01836594, 0.3261503, 1.0]], ['2, k, 10', [0.1033645, 0.08936152, 1.0]], ['2, k, 11', [0.1192876, 0.03727646, 1.0]], ['2, k, 12', [-0.263569, 0.06543951, 1.0]], ['2, k, 13', [-0.3131292, -0.3749894, 1.0]], ['2, k, 14', [-0.3605283, -0.7107432, 1.0]], ['2, k, 15', [-0.3909781, -0.7535988, 1.0]], ['2, k, 16', [-0.1066295, 0.072677, 1.0]], ['2, k, 17', [-0.1099179, -0.368663, 1.0]], ['2, k, 18', [-0.1405039, -0.7030894, 1.0]], ['2, k, 19', [-0.03492011, -0.7496043, 1.0]], ['2, k, 20', [-0.198381, 0.6351277, 1.0]], ['2, k, 21', [-0.3259859, -0.05791932, 1.0]], ['2, k, 22', [-0.3501531, 0.01385314, 1.0]], ['2, k, 23', [0.1219946, -0.03506587, 1.0]], ['2, k, 24', [0.09404384, -0.0261893, 1.0]]]
[['2, k, 0', [-0.1886338, 0.0703689, 1.0]], ['2, k, 1', [-0.194947, 0.3983912, 1.0]], ['2, k, 2', [-0.1992215, 0.7112228, 1.0]], ['2, k, 3', [-0.2092276, 0.8615483, 1.0]], ['2, k, 4', [-0.3694472, 0.5806296, 1.0]], ['2, k, 5', [-0.4136181, 0.334866, 1.0]], ['2, k, 6', [-0.3708514, 0.1111443, 1.0]], ['2, k, 7', [-0.3444903, 0.02441842, 1.0]], ['2, k, 8', [-0.01863643, 0.6019465, 1.0]], ['2, k, 9', [0.0236652, 0.3357142, 1.0]], ['2, k, 10', [0.1151851, 0.1053128, 1.0]], ['2, k, 11', [0.134269, 0.05390137, 1.0]], ['2, k, 12', [-0.2635775, 0.06550439, 1.0]], ['2, k, 13', [-0.3133699, -0.3748313, 1.0]], ['2, k, 14', [-0.3606148, -0.7108361, 1.0]], ['2, k, 15', [-0.3908601, -0.7534977, 1.0]], ['2, k, 16', [-0.1066349, 0.07275761, 1.0]], ['2, k, 17', [-0.1093612, -0.368426, 1.0]], ['2, k, 18', [-0.1404982, -0.7030802, 1.0]], ['2, k, 19', [-0.03478485, -0.749428, 1.0]], ['2, k, 20', [-0.1984095, 0.6350774, 1.0]], ['2, k, 21', [-0.3233841, -0.05762948, 1.0]], ['2, k, 22', [-0.3489751, 0.01382639, 1.0]], ['2, k, 23', [0.1380547, -0.02076034, 1.0]], ['2, k, 24', [0.0822986, 0.01381272, 1.0]]]
[['2, k, 0', [-0.1885949, 0.07050423, 1.0]], ['2, k, 1', [-0.195086, 0.3984315, 1.0]], ['2, k, 2', [-0.1997575, 0.7113208, 1.0]], ['2, k, 3', [-0.2092586, 0.8615768, 1.0]], ['2, k, 4', [-0.3694296, 0.5806767, 1.0]], ['2, k, 5', [-0.4139341, 0.3347128, 1.0]], ['2, k, 6', [-0.3679577, 0.1065678, 1.0]], ['2, k, 7', [-0.3409806, 0.02040909, 1.0]], ['2, k, 8', [-0.01880515, 0.6020916, 1.0]], ['2, k, 9', [0.02388892, 0.3432735, 1.0]], ['2, k, 10', [0.13332, 0.1228599, 1.0]], ['2, k, 11', [0.1480673, 0.07478525, 1.0]], ['2, k, 12', [-0.2635592, 0.06556404, 1.0]], ['2, k, 13', [-0.3135455, -0.374815, 1.0]], ['2, k, 14', [-0.3607744, -0.7104331, 1.0]], ['2, k, 15', [-0.3908954, -0.7534888, 1.0]], ['2, k, 16', [-0.106585, 0.07297173, 1.0]], ['2, k, 17', [-0.1087924, -0.3677825, 1.0]], ['2, k, 18', [-0.1404804, -0.7029058, 1.0]], ['2, k, 19', [-0.03479984, -0.7493055, 1.0]], ['2, k, 20', [-0.1988122, 0.6351494, 1.0]], ['2, k, 21', [-0.3183884, -0.06167191, 1.0]], ['2, k, 22', [-0.3283136, 0.01614967, 1.0]], ['2, k, 23', [0.1577824, 0.002658116, 1.0]], ['2, k, 24', [0.09899963, 0.03043256, 1.0]]]
[['2, k, 0', [-0.1885798, 0.07051022, 1.0]], ['2, k, 1', [-0.1950771, 0.3983991, 1.0]], ['2, k, 2', [-0.1997559, 0.7112942, 1.0]], ['2, k, 3', [-0.2093416, 0.8615682, 1.0]], ['2, k, 4', [-0.3694762, 0.5809548, 1.0]], ['2, k, 5', [-0.4141343, 0.3353137, 1.0]], ['2, k, 6', [-0.3677987, 0.1073878, 1.0]], ['2, k, 7', [-0.3383122, 0.0232359, 1.0]], ['2, k, 8', [-0.01897358, 0.6021047, 1.0]], ['2, k, 9', [0.02596297, 0.351342, 1.0]], ['2, k, 10', [0.1419479, 0.1485091, 1.0]], ['2, k, 11', [0.1629131, 0.1059537, 1.0]], ['2, k, 12', [-0.2635669, 0.06553736, 1.0]], ['2, k, 13', [-0.3136434, -0.3749995, 1.0]], ['2, k, 14', [-0.360974, -0.7103023, 1.0]], ['2, k, 15', [-0.3908617, -0.7534959, 1.0]], ['2, k, 16', [-0.1065411, 0.07302384, 1.0]], ['2, k, 17', [-0.1115417, -0.3674357, 1.0]], ['2, k, 18', [-0.1405643, -0.7031409, 1.0]], ['2, k, 19', [-0.03466721, -0.7490937, 1.0]], ['2, k, 20', [-0.1988102, 0.6351204, 1.0]], ['2, k, 21', [-0.314902, -0.0583651, 1.0]], ['2, k, 22', [-0.3400103, 0.0124506, 1.0]], ['2, k, 23', [0.1746527, 0.03148132, 1.0]], ['2, k, 24', [0.11599, 0.06707707, 1.0]]]
[['2, k, 0', [-0.1886702, 0.07029954, 1.0]], ['2, k, 1', [-0.1951542, 0.398259, 1.0]], ['2, k, 2', [-0.1998232, 0.7112492, 1.0]], ['2, k, 3', [-0.2093751, 0.8615539, 1.0]], ['2, k, 4', [-0.3693323, 0.5807498, 1.0]], ['2, k, 5', [-0.4143308, 0.3357833, 1.0]], ['2, k, 6', [-0.366793, 0.1077751, 1.0]], ['2, k, 7', [-0.3356479, 0.02483403, 1.0]], ['2, k, 8', [-0.01916142, 0.6021832, 1.0]], ['2, k, 9', [0.02674221, 0.3663553, 1.0]], ['2, k, 10', [0.143278, 0.1987565, 1.0]], ['2, k, 11', [0.1752249, 0.1488359, 1.0]], ['2, k, 12', [-0.2637326, 0.06523159, 1.0]], ['2, k, 13', [-0.3134014, -0.3748291, 1.0]], ['2, k, 14', [-0.3610639, -0.7103931, 1.0]], ['2, k, 15', [-0.3908857, -0.753608, 1.0]], ['2, k, 16', [-0.1065768, 0.07286947, 1.0]], ['2, k, 17', [-0.1110608, -0.3672856, 1.0]], ['2, k, 18', [-0.1404435, -0.7031233, 1.0]], ['2, k, 19', [-0.03456594, -0.7489758, 1.0]], ['2, k, 20', [-0.198882, 0.6350545, 1.0]], ['2, k, 21', [-0.3116242, -0.05661329, 1.0]], ['2, k, 22', [-0.3272125, 0.01838375, 1.0]], ['2, k, 23', [0.1890363, 0.07171185, 1.0]], ['2, k, 24', [0.1342062, 0.1064939, 1.0]]]
[['2, k, 0', [-0.188775, 0.07022589, 1.0]], ['2, k, 1', [-0.1952538, 0.3981601, 1.0]], ['2, k, 2', [-0.1999269, 0.7111836, 1.0]], ['2, k, 3', [-0.2094465, 0.861538, 1.0]], ['2, k, 4', [-0.3692314, 0.5807212, 1.0]], ['2, k, 5', [-0.4143352, 0.3359722, 1.0]], ['2, k, 6', [-0.3652991, 0.1102681, 1.0]], ['2, k, 7', [-0.3325118, 0.02631267, 1.0]], ['2, k, 8', [-0.02168192, 0.6021947, 1.0]], ['2, k, 9', [0.02717938, 0.3728857, 1.0]], ['2, k, 10', [0.1508585, 0.2421414, 1.0]], ['2, k, 11', [0.1859102, 0.1967984, 1.0]], ['2, k, 12', [-0.2639664, 0.06514604, 1.0]], ['2, k, 13', [-0.3133452, -0.3748745, 1.0]], ['2, k, 14', [-0.3614592, -0.7105784, 1.0]], ['2, k, 15', [-0.3906654, -0.7545366, 1.0]], ['2, k, 16', [-0.1066108, 0.07276955, 1.0]], ['2, k, 17', [-0.1108182, -0.3676405, 1.0]], ['2, k, 18', [-0.1405063, -0.7032318, 1.0]], ['2, k, 19', [-0.05220234, -0.7473109, 1.0]], ['2, k, 20', [-0.1989857, 0.6349775, 1.0]], ['2, k, 21', [-0.3088553, -0.05682906, 1.0]], ['2, k, 22', [-0.3201663, 0.01962087, 1.0]], ['2, k, 23', [0.2029785, 0.1280633, 1.0]], ['2, k, 24', [0.1469839, 0.1561143, 1.0]]]
[['2, k, 0', [-0.1889241, 0.07026678, 1.0]], ['2, k, 1', [-0.1953772, 0.3982072, 1.0]], ['2, k, 2', [-0.2000812, 0.7113112, 1.0]], ['2, k, 3', [-0.209583, 0.8616319, 1.0]], ['2, k, 4', [-0.3691153, 0.580639, 1.0]], ['2, k, 5', [-0.4141623, 0.3361038, 1.0]], ['2, k, 6', [-0.364224, 0.1118471, 1.0]], ['2, k, 7', [-0.3312921, 0.02736439, 1.0]], ['2, k, 8', [-0.02195257, 0.6025134, 1.0]], ['2, k, 9', [0.03116703, 0.3773143, 1.0]], ['2, k, 10', [0.1692597, 0.2674095, 1.0]], ['2, k, 11', [0.1947743, 0.2518611, 1.0]], ['2, k, 12', [-0.2641741, 0.0651517, 1.0]], ['2, k, 13', [-0.3134073, -0.3751608, 1.0]], ['2, k, 14', [-0.3611956, -0.7100431, 1.0]], ['2, k, 15', [-0.3905569, -0.7542236, 1.0]], ['2, k, 16', [-0.1067036, 0.07285415, 1.0]], ['2, k, 17', [-0.1106285, -0.3677051, 1.0]], ['2, k, 18', [-0.1403686, -0.7028038, 1.0]], ['2, k, 19', [-0.04869363, -0.7517488, 1.0]], ['2, k, 20', [-0.1991303, 0.6350771, 1.0]], ['2, k, 21', [-0.3077746, -0.05238579, 1.0]], ['2, k, 22', [-0.3196396, 0.02396374, 1.0]], ['2, k, 23', [0.2135199, 0.1910869, 1.0]], ['2, k, 24', [0.1571726, 0.2169669, 1.0]]]
