[[0, 416.155, 285.371, 0.132016, 1.0], [1, 427.788, 307.43, 0.81528, 1.0], [2, 398.511, 308.9, 0.780103, 1.0], [3, 380.873, 316.248, 0.714621, 1.0], [4, 364.721, 320.623, 0.761218, 1.0], [5, 452.818, 304.52, 0.771115, 1.0], [6, 489.555, 313.301, 0.840376, 1.0], [7, 517.444, 323.611, 0.863241, 1.0], [8, 429.332, 404.325, 0.745491, 1.0], [9, 408.799, 404.334, 0.67963, 1.0], [10, 411.727, 476.323, 0.725731, 1.0], [11, 410.247, 536.584, 0.297076, 1.0], [12, 451.303, 402.914, 0.725964, 1.0], [13, 449.835, 474.898, 0.751773, 1.0], [14, 448.396, 536.577, 0.348936, 1.0], [15, 414.632, 279.527, 0.126365, 1.0], [16, 421.999, 276.625, 0.122479, 1.0], [17, 407.296, 283.912, 0.135667, 1.0], [18, 435.188, 276.631, 0.17331, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 449.861, 536.592, 0.171376, 1.0], [22, 405.835, 536.598, 0.0745943, 1.0], [23, 0, 0, 0, 1.0], [24, 413.181, 536.595, 0.123905, 1.0]]
[[0, 417.559, 285.422, 0.245263, 1.0], [1, 427.832, 305.97, 0.834735, 1.0], [2, 402.871, 307.422, 0.748032, 1.0], [3, 389.648, 310.336, 0.688921, 1.0], [4, 370.632, 313.306, 0.761952, 1.0], [5, 452.832, 303.057, 0.791532, 1.0], [6, 488.094, 311.844, 0.886264, 1.0], [7, 513.069, 322.058, 0.872746, 1.0], [8, 427.927, 402.912, 0.761803, 1.0], [9, 407.328, 402.91, 0.699011, 1.0], [10, 411.715, 474.83, 0.744393, 1.0], [11, 408.777, 536.578, 0.499768, 1.0], [12, 449.866, 402.886, 0.700885, 1.0], [13, 449.883, 473.372, 0.736625, 1.0], [14, 449.887, 536.575, 0.484493, 1.0], [15, 413.199, 278.064, 0.239874, 1.0], [16, 423.477, 276.643, 0.256332, 1.0], [17, 405.892, 280.987, 0.178692, 1.0], [18, 438.152, 278.058, 0.375602, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 451.306, 536.588, 0.253855, 1.0], [22, 404.398, 536.589, 0.137864, 1.0], [23, 408.779, 536.601, 0.114416, 1.0], [24, 413.165, 536.592, 0.243437, 1.0]]
[[0, 416.116, 283.93, 0.228928, 1.0], [1, 427.794, 307.409, 0.820975, 1.0], [2, 399.977, 308.899, 0.762567, 1.0], [3, 383.813, 311.857, 0.677373, 1.0], [4, 369.148, 313.327, 0.703139, 1.0], [5, 452.822, 303.045, 0.782581, 1.0], [6, 488.042, 311.786, 0.878718, 1.0], [7, 513.098, 320.595, 0.838022, 1.0], [8, 427.924, 404.41, 0.769424, 1.0], [9, 407.321, 405.792, 0.708777, 1.0], [10, 411.705, 477.791, 0.721879, 1.0], [11, 408.796, 536.586, 0.276499, 1.0], [12, 449.86, 404.389, 0.703219, 1.0], [13, 449.868, 477.776, 0.730453, 1.0], [14, 449.851, 536.581, 0.307385, 1.0], [15, 411.719, 276.611, 0.239355, 1.0], [16, 421.994, 276.579, 0.255144, 1.0], [17, 405.858, 282.451, 0.1862, 1.0], [18, 438.162, 278.043, 0.391456, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 451.316, 536.594, 0.158647, 1.0], [22, 405.822, 536.599, 0.0648532, 1.0], [23, 410.246, 536.615, 0.0517056, 1.0], [24, 411.723, 536.597, 0.11052, 1.0]]
[[0, 419.059, 283.914, 0.358437, 1.0], [1, 424.94, 304.511, 0.803015, 1.0], [2, 398.477, 308.866, 0.781017, 1.0], [3, 380.842, 314.77, 0.726703, 1.0], [4, 364.716, 313.303, 0.774791, 1.0], [5, 451.377, 301.565, 0.810014, 1.0], [6, 488.055, 310.359, 0.879311, 1.0], [7, 515.97, 314.773, 0.813189, 1.0], [8, 429.283, 404.368, 0.766147, 1.0], [9, 408.747, 404.38, 0.696869, 1.0], [10, 411.702, 476.344, 0.726221, 1.0], [11, 410.228, 536.586, 0.283188, 1.0], [12, 449.882, 404.344, 0.708489, 1.0], [13, 449.87, 476.356, 0.746521, 1.0], [14, 448.449, 536.581, 0.325402, 1.0], [15, 414.655, 276.584, 0.402503, 1.0], [16, 427.833, 276.577, 0.40151, 1.0], [17, 405.885, 278.086, 0.334379, 1.0], [18, 439.55, 276.66, 0.463164, 1.0], [19, 445.479, 536.606, 0.0627671, 1.0], [20, 452.855, 536.609, 0.0942252, 1.0], [21, 449.916, 536.594, 0.162968, 1.0], [22, 405.848, 536.598, 0.0639474, 1.0], [23, 0, 0, 0, 1.0], [24, 411.731, 536.597, 0.114294, 1.0]]
[[0, 419.085, 281.02, 0.451392, 1.0], [1, 426.356, 304.493, 0.810726, 1.0], [2, 399.94, 307.444, 0.76272, 1.0], [3, 382.315, 313.355, 0.804446, 1.0], [4, 366.193, 311.907, 0.843341, 1.0], [5, 451.397, 301.56, 0.823011, 1.0], [6, 488.081, 310.318, 0.86622, 1.0], [7, 514.52, 313.332, 0.845503, 1.0], [8, 429.294, 404.36, 0.762758, 1.0], [9, 408.758, 404.373, 0.694406, 1.0], [10, 413.159, 476.303, 0.737592, 1.0], [11, 410.22, 536.585, 0.2971, 1.0], [12, 449.894, 404.336, 0.707018, 1.0], [13, 449.878, 476.332, 0.741372, 1.0], [14, 448.44, 536.58, 0.3133, 1.0], [15, 414.653, 275.152, 0.496985, 1.0], [16, 427.859, 275.142, 0.512391, 1.0], [17, 405.802, 278.074, 0.416027, 1.0], [18, 439.586, 276.612, 0.526329, 1.0], [19, 444.043, 536.606, 0.058562, 1.0], [20, 452.849, 536.61, 0.0882978, 1.0], [21, 449.911, 536.594, 0.154985, 1.0], [22, 405.846, 536.598, 0.0697338, 1.0], [23, 0, 0, 0, 1.0], [24, 411.713, 536.597, 0.120962, 1.0]]
[[0, 419.081, 282.477, 0.46149, 1.0], [1, 426.399, 304.487, 0.817547, 1.0], [2, 399.952, 307.428, 0.750524, 1.0], [3, 382.361, 313.326, 0.812815, 1.0], [4, 367.632, 311.887, 0.864253, 1.0], [5, 452.803, 301.573, 0.817435, 1.0], [6, 488.08, 308.92, 0.844082, 1.0], [7, 514.533, 311.901, 0.857353, 1.0], [8, 429.297, 404.361, 0.760164, 1.0], [9, 407.356, 404.367, 0.698641, 1.0], [10, 411.713, 476.363, 0.738226, 1.0], [11, 408.804, 536.587, 0.246948, 1.0], [12, 449.915, 404.342, 0.713246, 1.0], [13, 449.891, 477.793, 0.729075, 1.0], [14, 449.864, 536.582, 0.283064, 1.0], [15, 414.659, 275.168, 0.512665, 1.0], [16, 427.858, 275.163, 0.526911, 1.0], [17, 405.812, 278.062, 0.427527, 1.0], [18, 439.605, 276.604, 0.57499, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 451.33, 536.595, 0.140982, 1.0], [22, 407.291, 536.597, 0.0512494, 1.0], [23, 0, 0, 0, 1.0], [24, 413.158, 536.598, 0.0957857, 1.0]]
[[0, 419.042, 283.932, 0.401094, 1.0], [1, 426.388, 304.505, 0.807922, 1.0], [2, 399.962, 308.862, 0.755182, 1.0], [3, 382.328, 313.288, 0.793074, 1.0], [4, 367.625, 311.877, 0.845838, 1.0], [5, 452.784, 301.572, 0.808525, 1.0], [6, 486.659, 308.899, 0.833434, 1.0], [7, 514.522, 311.861, 0.856766, 1.0], [8, 429.286, 404.374, 0.76056, 1.0], [9, 407.346, 404.379, 0.701157, 1.0], [10, 411.726, 476.368, 0.732665, 1.0], [11, 410.242, 536.587, 0.238711, 1.0], [12, 449.902, 404.351, 0.709163, 1.0], [13, 449.889, 477.796, 0.729674, 1.0], [14, 449.868, 536.583, 0.277877, 1.0], [15, 414.63, 276.567, 0.436439, 1.0], [16, 427.815, 276.553, 0.454648, 1.0], [17, 404.418, 278.068, 0.363191, 1.0], [18, 439.608, 276.606, 0.548573, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 451.339, 536.597, 0.139855, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 413.183, 536.597, 0.0924167, 1.0]]
[[0, 417.63, 282.476, 0.452981, 1.0], [1, 426.386, 305.953, 0.807948, 1.0], [2, 398.515, 308.907, 0.761416, 1.0], [3, 382.341, 313.319, 0.803942, 1.0], [4, 367.599, 311.899, 0.85108, 1.0], [5, 452.801, 301.584, 0.803775, 1.0], [6, 488.142, 307.458, 0.810062, 1.0], [7, 514.52, 311.84, 0.853555, 1.0], [8, 429.281, 404.351, 0.755162, 1.0], [9, 407.342, 404.356, 0.697624, 1.0], [10, 413.142, 476.38, 0.728931, 1.0], [11, 410.239, 536.587, 0.232622, 1.0], [12, 449.899, 404.325, 0.700249, 1.0], [13, 449.87, 477.81, 0.718941, 1.0], [14, 449.854, 536.583, 0.259095, 1.0], [15, 414.615, 276.551, 0.482298, 1.0], [16, 426.4, 275.158, 0.509635, 1.0], [17, 405.789, 278.081, 0.372204, 1.0], [18, 439.581, 276.589, 0.605698, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 451.342, 536.597, 0.128767, 1.0], [22, 405.862, 536.597, 0.050993, 1.0], [23, 0, 0, 0, 1.0], [24, 413.163, 536.597, 0.0900013, 1.0]]
[[0, 417.601, 281.028, 0.480965, 1.0], [1, 426.417, 304.519, 0.821827, 1.0], [2, 399.939, 308.904, 0.761997, 1.0], [3, 382.347, 313.294, 0.796622, 1.0], [4, 367.625, 311.879, 0.853288, 1.0], [5, 452.827, 301.561, 0.810432, 1.0], [6, 488.099, 307.463, 0.802623, 1.0], [7, 514.527, 311.798, 0.852546, 1.0], [8, 429.296, 404.344, 0.755307, 1.0], [9, 407.354, 404.348, 0.695049, 1.0], [10, 413.142, 476.381, 0.727649, 1.0], [11, 410.252, 536.587, 0.228586, 1.0], [12, 449.92, 404.318, 0.705605, 1.0], [13, 449.87, 477.822, 0.709529, 1.0], [14, 449.846, 536.584, 0.24456, 1.0], [15, 413.175, 275.157, 0.507812, 1.0], [16, 426.357, 275.134, 0.525142, 1.0], [17, 404.401, 278.083, 0.377831, 1.0], [18, 439.549, 276.56, 0.601468, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 451.34, 536.597, 0.120241, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 413.174, 536.597, 0.0876531, 1.0]]
[[0, 417.625, 283.955, 0.411239, 1.0], [1, 426.391, 305.956, 0.810439, 1.0], [2, 398.516, 308.934, 0.761885, 1.0], [3, 382.32, 313.295, 0.758103, 1.0], [4, 367.621, 311.872, 0.811631, 1.0], [5, 452.812, 301.563, 0.81127, 1.0], [6, 488.13, 307.451, 0.792284, 1.0], [7, 514.498, 310.437, 0.858251, 1.0], [8, 429.292, 404.354, 0.757788, 1.0], [9, 407.346, 404.359, 0.69912, 1.0], [10, 411.716, 476.369, 0.730417, 1.0], [11, 410.253, 536.587, 0.243967, 1.0], [12, 449.917, 404.33, 0.706367, 1.0], [13, 449.864, 477.785, 0.730807, 1.0], [14, 449.845, 536.584, 0.268202, 1.0], [15, 414.61, 276.604, 0.43988, 1.0], [16, 426.388, 276.57, 0.448584, 1.0], [17, 404.417, 278.118, 0.356451, 1.0], [18, 439.587, 276.609, 0.551866, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 451.332, 536.597, 0.132638, 1.0], [22, 405.862, 536.598, 0.0532328, 1.0], [23, 0, 0, 0, 1.0], [24, 413.176, 536.597, 0.0950273, 1.0]]
[[0, 417.621, 285.407, 0.413216, 1.0], [1, 426.378, 305.964, 0.806354, 1.0], [2, 398.503, 310.303, 0.763532, 1.0], [3, 382.289, 313.312, 0.742368, 1.0], [4, 366.207, 311.887, 0.79504, 1.0], [5, 452.806, 301.566, 0.807664, 1.0], [6, 488.142, 307.449, 0.789706, 1.0], [7, 513.098, 310.435, 0.859756, 1.0], [8, 429.29, 404.367, 0.751157, 1.0], [9, 407.341, 404.371, 0.696183, 1.0], [10, 411.682, 477.84, 0.708943, 1.0], [11, 410.261, 536.588, 0.178962, 1.0], [12, 449.917, 404.346, 0.702057, 1.0], [13, 449.852, 479.291, 0.694627, 1.0], [14, 449.853, 536.587, 0.209554, 1.0], [15, 413.197, 276.655, 0.432382, 1.0], [16, 426.372, 276.618, 0.442497, 1.0], [17, 404.41, 280.982, 0.351777, 1.0], [18, 439.571, 276.639, 0.541707, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 451.355, 536.597, 0.102823, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 414.644, 536.595, 0.0642258, 1.0]]
