[['2, k, 0', [-0.00478483, -0.379141, 1.0]], ['2, k, 1', [-0.0142535, -0.0875669, 1.0]], ['2, k, 2', [-0.0234862, 0.198825, 1.0]], ['2, k, 3', [-0.0134069, 0.344885, 1.0]], ['2, k, 4', [-0.139953, 0.126863, 1.0]], ['2, k, 5', [-0.238922, 0.295102, 1.0]], ['2, k, 6', [-0.24368, 0.494105, 1.0]], ['2, k, 7', [-0.252904, 0.563368, 1.0]], ['2, k, 8', [0.111103, 0.127915, 1.0]], ['2, k, 9', [0.182999, 0.258816, 1.0]], ['2, k, 10', [0.19579, 0.451712, 1.0]], ['2, k, 11', [0.200202, 0.521622, 1.0]], ['2, k, 12', [-0.0617928, -0.375361, 1.0]], ['2, k, 13', [-0.15621, -0.707497, 1.0]], ['2, k, 14', [-0.172783, -1.23529, 1.0]], ['2, k, 15', [-0.146177, -1.27837, 1.0]], ['2, k, 16', [0.0523214, -0.374858, 1.0]], ['2, k, 17', [0.137832, -0.710177, 1.0]], ['2, k, 18', [0.146208, -1.08617, 1.0]], ['2, k, 19', [0.127563, -0.925781, 1.0]], ['2, k, 20', [-0.0212135, 0.127938, 1.0]], ['2, k, 21', [-0.249154, 0.622592, 1.0]], ['2, k, 22', [-0.284055, 0.571368, 1.0]], ['2, k, 23', [0.201101, 0.568063, 1.0]], ['2, k, 24', [0.229267, 0.532386, 1.0]]]
[['2, k, 0', [-0.00768111, -0.374181, 1.0]], ['2, k, 1', [-0.0137339, -0.0865671, 1.0]], ['2, k, 2', [-0.0228773, 0.198644, 1.0]], ['2, k, 3', [-0.0138537, 0.344368, 1.0]], ['2, k, 4', [-0.140005, 0.126823, 1.0]], ['2, k, 5', [-0.237224, 0.312863, 1.0]], ['2, k, 6', [-0.238092, 0.51161, 1.0]], ['2, k, 7', [-0.250178, 0.600306, 1.0]], ['2, k, 8', [0.111196, 0.128094, 1.0]], ['2, k, 9', [0.183925, 0.273239, 1.0]], ['2, k, 10', [0.191734, 0.492831, 1.0]], ['2, k, 11', [0.195372, 0.577615, 1.0]], ['2, k, 12', [-0.0639299, -0.372184, 1.0]], ['2, k, 13', [-0.158197, -0.715858, 1.0]], ['2, k, 14', [-0.173591, -1.24447, 1.0]], ['2, k, 15', [-0.144653, -1.2666, 1.0]], ['2, k, 16', [0.0494369, -0.369122, 1.0]], ['2, k, 17', [0.133823, -0.690998, 1.0]], ['2, k, 18', [0.142764, -1.06711, 1.0]], ['2, k, 19', [0.131789, -0.936201, 1.0]], ['2, k, 20', [-0.0204159, 0.127818, 1.0]], ['2, k, 21', [-0.232787, 0.66212, 1.0]], ['2, k, 22', [-0.281924, 0.635007, 1.0]], ['2, k, 23', [0.198244, 0.628793, 1.0]], ['2, k, 24', [0.228783, 0.597507, 1.0]]]
[['2, k, 0', [-0.00664752, -0.372001, 1.0]], ['2, k, 1', [-0.0134037, -0.0858943, 1.0]], ['2, k, 2', [-0.0226481, 0.197933, 1.0]], ['2, k, 3', [-0.0141936, 0.344826, 1.0]], ['2, k, 4', [-0.140591, 0.127923, 1.0]], ['2, k, 5', [-0.236097, 0.331406, 1.0]], ['2, k, 6', [-0.236947, 0.57829, 1.0]], ['2, k, 7', [-0.247983, 0.644381, 1.0]], ['2, k, 8', [0.111667, 0.129319, 1.0]], ['2, k, 9', [0.186317, 0.332877, 1.0]], ['2, k, 10', [0.191541, 0.565227, 1.0]], ['2, k, 11', [0.189857, 0.628365, 1.0]], ['2, k, 12', [-0.0616306, -0.365547, 1.0]], ['2, k, 13', [-0.141766, -0.720503, 1.0]], ['2, k, 14', [-0.166271, -1.24278, 1.0]], ['2, k, 15', [-0.0883768, -1.2721, 1.0]], ['2, k, 16', [0.0517956, -0.364622, 1.0]], ['2, k, 17', [0.117873, -0.721077, 1.0]], ['2, k, 18', [0.124978, -1.08094, 1.0]], ['2, k, 19', [0.132484, -0.937025, 1.0]], ['2, k, 20', [-0.0202438, 0.127464, 1.0]], ['2, k, 21', [-0.235643, 0.704828, 1.0]], ['2, k, 22', [-0.280284, 0.649047, 1.0]], ['2, k, 23', [0.191404, 0.682913, 1.0]], ['2, k, 24', [0.222778, 0.621067, 1.0]]]
[['2, k, 0', [-0.0062253, -0.370584, 1.0]], ['2, k, 1', [-0.0126564, -0.0846039, 1.0]], ['2, k, 2', [-0.0216488, 0.197555, 1.0]], ['2, k, 3', [-0.0142946, 0.343358, 1.0]], ['2, k, 4', [-0.140667, 0.127873, 1.0]], ['2, k, 5', [-0.234037, 0.353171, 1.0]], ['2, k, 6', [-0.23665, 0.596747, 1.0]], ['2, k, 7', [-0.246709, 0.673045, 1.0]], ['2, k, 8', [0.11166, 0.128984, 1.0]], ['2, k, 9', [0.185599, 0.339126, 1.0]], ['2, k, 10', [0.187704, 0.595588, 1.0]], ['2, k, 11', [0.185349, 0.662501, 1.0]], ['2, k, 12', [-0.0615503, -0.363986, 1.0]], ['2, k, 13', [-0.136106, -0.725677, 1.0]], ['2, k, 14', [-0.161554, -1.24248, 1.0]], ['2, k, 15', [-0.0874772, -1.27156, 1.0]], ['2, k, 16', [0.0519331, -0.364079, 1.0]], ['2, k, 17', [0.119253, -0.725505, 1.0]], ['2, k, 18', [0.127628, -1.08278, 1.0]], ['2, k, 19', [0.132229, -0.94072, 1.0]], ['2, k, 20', [-0.0191744, 0.127417, 1.0]], ['2, k, 21', [-0.234783, 0.732474, 1.0]], ['2, k, 22', [-0.279345, 0.676682, 1.0]], ['2, k, 23', [0.177393, 0.720756, 1.0]], ['2, k, 24', [0.220882, 0.652234, 1.0]]]
[['2, k, 0', [-0.00524451, -0.366679, 1.0]], ['2, k, 1', [-0.0104202, -0.083582, 1.0]], ['2, k, 2', [-0.0165777, 0.194851, 1.0]], ['2, k, 3', [-0.0150143, 0.343609, 1.0]], ['2, k, 4', [-0.14076, 0.127948, 1.0]], ['2, k, 5', [-0.228344, 0.360429, 1.0]], ['2, k, 6', [-0.242595, 0.618852, 1.0]], ['2, k, 7', [-0.246727, 0.702907, 1.0]], ['2, k, 8', [0.105819, 0.123172, 1.0]], ['2, k, 9', [0.189156, 0.367676, 1.0]], ['2, k, 10', [0.184102, 0.633125, 1.0]], ['2, k, 11', [0.178263, 0.692642, 1.0]], ['2, k, 12', [-0.061092, -0.360685, 1.0]], ['2, k, 13', [-0.122391, -0.693125, 1.0]], ['2, k, 14', [-0.153781, -1.18836, 1.0]], ['2, k, 15', [-0.153912, -1.26848, 1.0]], ['2, k, 16', [0.0524842, -0.361913, 1.0]], ['2, k, 17', [0.112661, -0.692321, 1.0]], ['2, k, 18', [0.131279, -0.947179, 1.0]], ['2, k, 19', [0.122272, -1.00623, 1.0]], ['2, k, 20', [-0.0150727, 0.125893, 1.0]], ['2, k, 21', [-0.240193, 0.76061, 1.0]], ['2, k, 22', [-0.278038, 0.696628, 1.0]], ['2, k, 23', [0.165574, 0.75341, 1.0]], ['2, k, 24', [0.209749, 0.691413, 1.0]]]
[['2, k, 0', [-0.00365305, -0.352637, 1.0]], ['2, k, 1', [-0.00924082, -0.0801742, 1.0]], ['2, k, 2', [-0.0153686, 0.193367, 1.0]], ['2, k, 3', [-0.0135555, 0.343054, 1.0]], ['2, k, 4', [-0.14048, 0.128323, 1.0]], ['2, k, 5', [-0.225815, 0.373079, 1.0]], ['2, k, 6', [-0.234014, 0.637002, 1.0]], ['2, k, 7', [-0.244628, 0.724688, 1.0]], ['2, k, 8', [0.106571, 0.124365, 1.0]], ['2, k, 9', [0.178299, 0.37075, 1.0]], ['2, k, 10', [0.178216, 0.637758, 1.0]], ['2, k, 11', [0.173811, 0.722271, 1.0]], ['2, k, 12', [-0.0602043, -0.348898, 1.0]], ['2, k, 13', [-0.117149, -0.663116, 1.0]], ['2, k, 14', [-0.148075, -1.16123, 1.0]], ['2, k, 15', [-0.193827, -1.25673, 1.0]], ['2, k, 16', [0.053741, -0.348303, 1.0]], ['2, k, 17', [0.105803, -0.659423, 1.0]], ['2, k, 18', [0.111809, -1.00362, 1.0]], ['2, k, 19', [0.14332, -0.914299, 1.0]], ['2, k, 20', [-0.0139288, 0.125362, 1.0]], ['2, k, 21', [-0.236214, 0.787333, 1.0]], ['2, k, 22', [-0.276844, 0.722544, 1.0]], ['2, k, 23', [0.164968, 0.785301, 1.0]], ['2, k, 24', [0.207705, 0.722659, 1.0]]]
[['2, k, 0', [-0.00346777, -0.353084, 1.0]], ['2, k, 1', [-0.00859675, -0.0802457, 1.0]], ['2, k, 2', [-0.0141029, 0.192883, 1.0]], ['2, k, 3', [-0.0121829, 0.344423, 1.0]], ['2, k, 4', [-0.138828, 0.133346, 1.0]], ['2, k, 5', [-0.223094, 0.378428, 1.0]], ['2, k, 6', [-0.233285, 0.647, 1.0]], ['2, k, 7', [-0.242645, 0.72155, 1.0]], ['2, k, 8', [0.108267, 0.126719, 1.0]], ['2, k, 9', [0.17475, 0.376377, 1.0]], ['2, k, 10', [0.177169, 0.645376, 1.0]], ['2, k, 11', [0.171839, 0.713732, 1.0]], ['2, k, 12', [-0.0600972, -0.348985, 1.0]], ['2, k, 13', [-0.113158, -0.650055, 1.0]], ['2, k, 14', [-0.146061, -1.14998, 1.0]], ['2, k, 15', [-0.180786, -1.2373, 1.0]], ['2, k, 16', [0.0539044, -0.349572, 1.0]], ['2, k, 17', [0.105181, -0.646905, 1.0]], ['2, k, 18', [0.109379, -0.991172, 1.0]], ['2, k, 19', [0.14903, -0.911513, 1.0]], ['2, k, 20', [-0.01273, 0.125026, 1.0]], ['2, k, 21', [-0.251506, 0.780304, 1.0]], ['2, k, 22', [-0.281477, 0.734177, 1.0]], ['2, k, 23', [0.168118, 0.777276, 1.0]], ['2, k, 24', [0.205592, 0.755086, 1.0]]]
[['2, k, 0', [-0.00305912, -0.353352, 1.0]], ['2, k, 1', [-0.00840385, -0.0794779, 1.0]], ['2, k, 2', [-0.0141926, 0.19367, 1.0]], ['2, k, 3', [-0.0110649, 0.346275, 1.0]], ['2, k, 4', [-0.138507, 0.149488, 1.0]], ['2, k, 5', [-0.222652, 0.392314, 1.0]], ['2, k, 6', [-0.231474, 0.659197, 1.0]], ['2, k, 7', [-0.243312, 0.732914, 1.0]], ['2, k, 8', [0.108905, 0.12787, 1.0]], ['2, k, 9', [0.174153, 0.37934, 1.0]], ['2, k, 10', [0.173661, 0.64705, 1.0]], ['2, k, 11', [0.169173, 0.717446, 1.0]], ['2, k, 12', [-0.0593028, -0.348038, 1.0]], ['2, k, 13', [-0.111286, -0.63921, 1.0]], ['2, k, 14', [-0.14168, -1.1426, 1.0]], ['2, k, 15', [-0.148297, -1.19594, 1.0]], ['2, k, 16', [0.0548512, -0.353608, 1.0]], ['2, k, 17', [0.104657, -0.637214, 1.0]], ['2, k, 18', [0.109559, -0.982122, 1.0]], ['2, k, 19', [0.153557, -0.910254, 1.0]], ['2, k, 20', [-0.0127626, 0.125915, 1.0]], ['2, k, 21', [-0.247825, 0.794619, 1.0]], ['2, k, 22', [-0.276, 0.768098, 1.0]], ['2, k, 23', [0.168628, 0.782648, 1.0]], ['2, k, 24', [0.200614, 0.766732, 1.0]]]
[['2, k, 0', [-0.00274961, -0.354258, 1.0]], ['2, k, 1', [-0.00854927, -0.0794601, 1.0]], ['2, k, 2', [-0.0145497, 0.19375, 1.0]], ['2, k, 3', [-0.0117505, 0.34378, 1.0]], ['2, k, 4', [-0.137754, 0.142613, 1.0]], ['2, k, 5', [-0.218926, 0.389037, 1.0]], ['2, k, 6', [-0.230935, 0.657487, 1.0]], ['2, k, 7', [-0.245064, 0.730572, 1.0]], ['2, k, 8', [0.107973, 0.126371, 1.0]], ['2, k, 9', [0.173504, 0.377967, 1.0]], ['2, k, 10', [0.173038, 0.646567, 1.0]], ['2, k, 11', [0.166377, 0.717093, 1.0]], ['2, k, 12', [-0.0590994, -0.348598, 1.0]], ['2, k, 13', [-0.111178, -0.631053, 1.0]], ['2, k, 14', [-0.140381, -1.12311, 1.0]], ['2, k, 15', [-0.145944, -1.1761, 1.0]], ['2, k, 16', [0.0548844, -0.353937, 1.0]], ['2, k, 17', [0.104673, -0.629284, 1.0]], ['2, k, 18', [0.1336, -0.943582, 1.0]], ['2, k, 19', [0.12543, -0.998212, 1.0]], ['2, k, 20', [-0.0129908, 0.125971, 1.0]], ['2, k, 21', [-0.253209, 0.790974, 1.0]], ['2, k, 22', [-0.278078, 0.716482, 1.0]], ['2, k, 23', [0.160826, 0.776491, 1.0]], ['2, k, 24', [0.198064, 0.748868, 1.0]]]
[['2, k, 0', [-0.00305629, -0.353471, 1.0]], ['2, k, 1', [-0.00892157, -0.0794175, 1.0]], ['2, k, 2', [-0.0148581, 0.192187, 1.0]], ['2, k, 3', [-0.0120808, 0.340532, 1.0]], ['2, k, 4', [-0.137494, 0.141875, 1.0]], ['2, k, 5', [-0.218297, 0.389663, 1.0]], ['2, k, 6', [-0.230228, 0.657132, 1.0]], ['2, k, 7', [-0.244752, 0.72839, 1.0]], ['2, k, 8', [0.112135, 0.133217, 1.0]], ['2, k, 9', [0.177809, 0.387719, 1.0]], ['2, k, 10', [0.173271, 0.655414, 1.0]], ['2, k, 11', [0.164955, 0.727185, 1.0]], ['2, k, 12', [-0.059213, -0.348517, 1.0]], ['2, k, 13', [-0.119065, -0.624697, 1.0]], ['2, k, 14', [-0.14144, -1.11882, 1.0]], ['2, k, 15', [-0.10984, -1.22153, 1.0]], ['2, k, 16', [0.0539016, -0.35081, 1.0]], ['2, k, 17', [0.103905, -0.617963, 1.0]], ['2, k, 18', [0.109837, -0.958849, 1.0]], ['2, k, 19', [0.182151, -0.917064, 1.0]], ['2, k, 20', [-0.0133326, 0.124841, 1.0]], ['2, k, 21', [-0.251831, 0.784981, 1.0]], ['2, k, 22', [-0.277271, 0.771429, 1.0]], ['2, k, 23', [0.165248, 0.788294, 1.0]], ['2, k, 24', [0.206327, 0.693818, 1.0]]]
[['2, k, 0', [-0.00224092, -0.355139, 1.0]], ['2, k, 1', [-0.00863334, -0.0802981, 1.0]], ['2, k, 2', [-0.0148473, 0.19157, 1.0]], ['2, k, 3', [-0.0125978, 0.337624, 1.0]], ['2, k, 4', [-0.136158, 0.138995, 1.0]], ['2, k, 5', [-0.21666, 0.38812, 1.0]], ['2, k, 6', [-0.232081, 0.65415, 1.0]], ['2, k, 7', [-0.245914, 0.722965, 1.0]], ['2, k, 8', [0.112508, 0.13475, 1.0]], ['2, k, 9', [0.163616, 0.394592, 1.0]], ['2, k, 10', [0.170381, 0.661078, 1.0]], ['2, k, 11', [0.16428, 0.724205, 1.0]], ['2, k, 12', [-0.058779, -0.351247, 1.0]], ['2, k, 13', [-0.115949, -0.621446, 1.0]], ['2, k, 14', [-0.141528, -1.11847, 1.0]], ['2, k, 15', [-0.0993811, -1.20761, 1.0]], ['2, k, 16', [0.0545349, -0.351155, 1.0]], ['2, k, 17', [0.103618, -0.612525, 1.0]], ['2, k, 18', [0.109477, -0.954771, 1.0]], ['2, k, 19', [0.186888, -0.924332, 1.0]], ['2, k, 20', [-0.0132826, 0.124167, 1.0]], ['2, k, 21', [-0.252047, 0.77721, 1.0]], ['2, k, 22', [-0.274619, 0.672934, 1.0]], ['2, k, 23', [0.160569, 0.779233, 1.0]], ['2, k, 24', [0.211357, 0.692972, 1.0]]]
