[[0, 0.1534387, -0.01775484, 2.610829, 1], [1, 0.1472234, 0.3085755, 2.591837, 1], [2, 0.1407519, 0.6237952, 2.559582, 1], [3, 0.1430968, 0.7695581, 2.551552, 1], [4, -0.03523092, 0.496755, 2.555609, 1], [5, -0.07760227, 0.2453124, 2.553445, 1], [6, -0.08532278, 0.01672243, 2.507622, 1], [7, -0.09756719, -0.05389881, 2.496493, 1], [8, 0.3117006, 0.4910524, 2.530034, 1], [9, 0.3584162, 0.2366808, 2.54668, 1], [10, 0.3762338, 0.03397045, 2.522878, 1], [11, 0.361618, -0.01024591, 2.534496, 1], [12, 0.07250971, -0.01914639, 2.575473, 1], [13, 0.02069837, -0.3136125, 2.653374, 1], [14, -0.007674982, -0.6070407, 2.706704, 1], [15, -0.03067947, -0.674242, 2.626997, 1], [16, 0.2298303, -0.01591535, 2.568752, 1], [17, 0.2841435, -0.3147362, 2.636956, 1], [18, 0.3128458, -0.6147591, 2.694195, 1], [19, 0.3388732, -0.674047, 2.609519, 1], [20, 0.1424784, 0.5465494, 2.570016, 1], [21, -0.112876, -0.1210969, 2.504523, 1], [22, -0.1304073, -0.041901, 2.4866, 1], [23, 0.3598513, -0.08009145, 2.545338, 1], [24, 0.3204209, -0.01136969, 2.496552, 1]]
[[0, 0.154191, -0.01824421, 2.611114, 1], [1, 0.1474716, 0.30825, 2.591895, 1], [2, 0.1407318, 0.6236058, 2.559543, 1], [3, 0.1434091, 0.7689115, 2.551419, 1], [4, -0.03415303, 0.4968631, 2.552668, 1], [5, -0.08242811, 0.250362, 2.518693, 1], [6, -0.1075405, 0.04393496, 2.452712, 1], [7, -0.1170224, -0.03369374, 2.439188, 1], [8, 0.3125735, 0.4906117, 2.531425, 1], [9, 0.3590091, 0.2361762, 2.547946, 1], [10, 0.3777725, 0.03310704, 2.523618, 1], [11, 0.3629807, -0.0142171, 2.533504, 1], [12, 0.07324803, -0.01967637, 2.575669, 1], [13, 0.02105531, -0.3139601, 2.653182, 1], [14, -0.007651994, -0.607077, 2.706623, 1], [15, -0.03069112, -0.6742881, 2.62708, 1], [16, 0.230583, -0.01634464, 2.569146, 1], [17, 0.2841458, -0.3137881, 2.637039, 1], [18, 0.3127671, -0.6146051, 2.693931, 1], [19, 0.3389739, -0.6739764, 2.609395, 1], [20, 0.1425077, 0.5463361, 2.569994, 1], [21, -0.1254957, -0.1039507, 2.431694, 1], [22, -0.1541021, -0.02680207, 2.432476, 1], [23, 0.3584038, -0.08622296, 2.540293, 1], [24, 0.3232273, -0.03279289, 2.501454, 1]]
[[0, 0.1558785, -0.01902686, 2.612087, 1], [1, 0.1480956, 0.3078946, 2.592429, 1], [2, 0.1407707, 0.6235437, 2.559771, 1], [3, 0.1437828, 0.7688686, 2.551498, 1], [4, -0.03308611, 0.4971343, 2.550857, 1], [5, -0.08625767, 0.2619057, 2.500011, 1], [6, -0.1268039, 0.07104963, 2.405819, 1], [7, -0.1430284, -0.006421429, 2.381722, 1], [8, 0.3137117, 0.4898993, 2.534569, 1], [9, 0.3597833, 0.2351301, 2.549044, 1], [10, 0.379074, 0.02961255, 2.525028, 1], [11, 0.366826, -0.01624581, 2.536219, 1], [12, 0.07467902, -0.02030739, 2.576033, 1], [13, 0.02190487, -0.3130164, 2.652917, 1], [14, -0.007587945, -0.6070305, 2.706628, 1], [15, -0.03064829, -0.6744055, 2.626957, 1], [16, 0.2325757, -0.01729771, 2.570977, 1], [17, 0.284771, -0.3157079, 2.637959, 1], [18, 0.3126707, -0.6155477, 2.694327, 1], [19, 0.3390653, -0.6737692, 2.609393, 1], [20, 0.1426384, 0.5462207, 2.570275, 1], [21, -0.157328, -0.07478387, 2.367166, 1], [22, -0.178817, -0.01394399, 2.37468, 1], [23, 0.3689097, -0.09481116, 2.549124, 1], [24, 0.3234332, -0.02269501, 2.502768, 1]]
[[0, 0.156392, -0.0191322, 2.612492, 1], [1, 0.1485511, 0.3078628, 2.593102, 1], [2, 0.1410092, 0.6237085, 2.560781, 1], [3, 0.1444702, 0.7686583, 2.552154, 1], [4, -0.03201064, 0.49725, 2.549005, 1], [5, -0.09697736, 0.2886185, 2.459642, 1], [6, -0.1460803, 0.1066609, 2.351104, 1], [7, -0.1659924, 0.03073774, 2.320126, 1], [8, 0.3139796, 0.4901115, 2.536948, 1], [9, 0.3614874, 0.2354087, 2.549715, 1], [10, 0.3800662, 0.02876133, 2.524657, 1], [11, 0.3678363, -0.01688574, 2.53212, 1], [12, 0.07521831, -0.02039766, 2.576284, 1], [13, 0.02197202, -0.3131138, 2.652943, 1], [14, -0.007275945, -0.6071828, 2.706638, 1], [15, -0.03023689, -0.6742107, 2.626957, 1], [16, 0.2330352, -0.01740375, 2.571538, 1], [17, 0.28493, -0.3162331, 2.638363, 1], [18, 0.31268, -0.6154274, 2.694246, 1], [19, 0.3391154, -0.6738296, 2.609393, 1], [20, 0.1429443, 0.5463165, 2.571186, 1], [21, -0.1730349, -0.03424843, 2.296398, 1], [22, -0.2075545, 0.0003668252, 2.304053, 1], [23, 0.362415, -0.09582159, 2.543603, 1], [24, 0.3258115, -0.02996282, 2.50615, 1]]
[[0, 0.157005, -0.01915931, 2.612869, 1], [1, 0.148984, 0.3078389, 2.593832, 1], [2, 0.1411134, 0.6237821, 2.562042, 1], [3, 0.1449148, 0.7689564, 2.552639, 1], [4, -0.03027115, 0.4982042, 2.546807, 1], [5, -0.1009561, 0.3231395, 2.436179, 1], [6, -0.1573156, 0.1781497, 2.314117, 1], [7, -0.1848598, 0.09980223, 2.264798, 1], [8, 0.314611, 0.4899758, 2.538499, 1], [9, 0.3621035, 0.2350345, 2.549914, 1], [10, 0.3809618, 0.02857394, 2.523721, 1], [11, 0.3692149, -0.0142858, 2.528094, 1], [12, 0.0758396, -0.02043082, 2.576545, 1], [13, 0.02194804, -0.3135936, 2.653199, 1], [14, -0.006921222, -0.6079181, 2.706906, 1], [15, -0.0325295, -0.6750106, 2.631249, 1], [16, 0.233604, -0.01741106, 2.572016, 1], [17, 0.2856561, -0.3170821, 2.638838, 1], [18, 0.3126265, -0.6152269, 2.69428, 1], [19, 0.3393634, -0.6740158, 2.608645, 1], [20, 0.1431511, 0.5463492, 2.572289, 1], [21, -0.2055897, 0.03888046, 2.232172, 1], [22, -0.237162, 0.04236142, 2.2365, 1], [23, 0.3695374, -0.09267834, 2.54611, 1], [24, 0.3311006, -0.04439339, 2.49225, 1]]
[[0, 0.1571446, -0.01939169, 2.613109, 1], [1, 0.1494451, 0.3074988, 2.594896, 1], [2, 0.1419054, 0.6235293, 2.564404, 1], [3, 0.1455733, 0.7679559, 2.554092, 1], [4, -0.02857431, 0.4987848, 2.544755, 1], [5, -0.101356, 0.3432326, 2.423906, 1], [6, -0.1688419, 0.2258631, 2.265049, 1], [7, -0.2025281, 0.1566583, 2.197009, 1], [8, 0.3155259, 0.4891046, 2.540385, 1], [9, 0.3636147, 0.2340757, 2.550202, 1], [10, 0.3825597, 0.03307844, 2.522817, 1], [11, 0.3691913, -0.009248529, 2.528851, 1], [12, 0.07590804, -0.02069411, 2.576845, 1], [13, 0.02205505, -0.3140008, 2.653663, 1], [14, -0.007290441, -0.6086749, 2.70743, 1], [15, -0.03251825, -0.6751077, 2.630462, 1], [16, 0.2337975, -0.01760331, 2.572193, 1], [17, 0.2856223, -0.3162954, 2.639179, 1], [18, 0.3126039, -0.6153138, 2.694301, 1], [19, 0.3394654, -0.6740026, 2.608423, 1], [20, 0.1438649, 0.5460458, 2.574295, 1], [21, -0.2542343, 0.1167931, 2.150036, 1], [22, -0.1473612, 0.1445004, 2.169333, 1], [23, 0.3669209, -0.08674473, 2.541251, 1], [24, 0.3299851, -0.03674857, 2.495175, 1]]
[[0, 0.1572158, -0.0193982, 2.613327, 1], [1, 0.1495314, 0.3074495, 2.595648, 1], [2, 0.1418444, 0.623467, 2.565754, 1], [3, 0.1461348, 0.7680093, 2.555201, 1], [4, -0.0263902, 0.500603, 2.543562, 1], [5, -0.1152628, 0.3767276, 2.386851, 1], [6, -0.1808727, 0.2975591, 2.215602, 1], [7, -0.2100815, 0.243031, 2.142672, 1], [8, 0.3161753, 0.4892478, 2.542098, 1], [9, 0.3644281, 0.2343334, 2.550798, 1], [10, 0.3825083, 0.03933554, 2.520677, 1], [11, 0.3685663, -0.001937645, 2.524368, 1], [12, 0.0759604, -0.0207352, 2.577022, 1], [13, 0.02186376, -0.3149241, 2.654574, 1], [14, -0.007072754, -0.6088596, 2.707206, 1], [15, -0.03258849, -0.675287, 2.630168, 1], [16, 0.2338817, -0.01756214, 2.572441, 1], [17, 0.2853137, -0.3150769, 2.639233, 1], [18, 0.3128729, -0.615267, 2.693989, 1], [19, 0.3394427, -0.6740111, 2.608396, 1], [20, 0.1438542, 0.5459797, 2.575501, 1], [21, -0.2426198, 0.1994964, 2.074687, 1], [22, -0.1671354, 0.2293488, 2.12175, 1], [23, 0.366006, -0.07962949, 2.534878, 1], [24, 0.3285534, -0.03177609, 2.492672, 1]]
[[0, 0.1572645, -0.0192503, 2.613535, 1], [1, 0.1496509, 0.3074999, 2.596224, 1], [2, 0.1419753, 0.6233534, 2.56671, 1], [3, 0.146921, 0.7678735, 2.556623, 1], [4, -0.0225185, 0.5047348, 2.541631, 1], [5, -0.1195445, 0.4077245, 2.390424, 1], [6, -0.1763634, 0.370951, 2.202036, 1], [7, -0.2079457, 0.3276121, 2.105151, 1], [8, 0.3168046, 0.4891698, 2.543886, 1], [9, 0.3643814, 0.236114, 2.55158, 1], [10, 0.3828234, 0.04558938, 2.520034, 1], [11, 0.3690557, 0.006408223, 2.523231, 1], [12, 0.07599989, -0.02057001, 2.577112, 1], [13, 0.02155324, -0.3154176, 2.655189, 1], [14, -0.007339742, -0.6099818, 2.707134, 1], [15, -0.03268998, -0.6753523, 2.631034, 1], [16, 0.2339384, -0.01743181, 2.572819, 1], [17, 0.2855831, -0.3202258, 2.641245, 1], [18, 0.3129831, -0.6152433, 2.69393, 1], [19, 0.3394459, -0.6740074, 2.608415, 1], [20, 0.1439874, 0.5459088, 2.57637, 1], [21, -0.2409482, 0.2993163, 2.017405, 1], [22, -0.1770154, 0.3121562, 2.092778, 1], [23, 0.360748, -0.07196039, 2.531808, 1], [24, 0.331937, -0.02425122, 2.487769, 1]]
[[0, 0.1570995, -0.01866977, 2.61412, 1], [1, 0.14943, 0.3079374, 2.597203, 1], [2, 0.1416096, 0.6236508, 2.56802, 1], [3, 0.1474364, 0.7680069, 2.557578, 1], [4, -0.01996871, 0.5080627, 2.540546, 1], [5, -0.1263118, 0.4297574, 2.384782, 1], [6, -0.175544, 0.4199826, 2.190995, 1], [7, -0.2073948, 0.4129252, 2.083387, 1], [8, 0.3170604, 0.4892488, 2.545655, 1], [9, 0.3646142, 0.2368212, 2.551996, 1], [10, 0.3820193, 0.04752216, 2.519383, 1], [11, 0.3679846, 0.007236755, 2.522928, 1], [12, 0.07579394, -0.01985826, 2.577698, 1], [13, 0.02133644, -0.3159054, 2.655685, 1], [14, -0.007341799, -0.6100835, 2.707399, 1], [15, -0.03271548, -0.6752675, 2.631027, 1], [16, 0.2338082, -0.0169797, 2.573376, 1], [17, 0.2857378, -0.3204745, 2.641657, 1], [18, 0.3129518, -0.6149271, 2.693841, 1], [19, 0.3394847, -0.6739966, 2.608238, 1], [20, 0.143662, 0.54624, 2.577606, 1], [21, -0.2436669, 0.3995318, 1.99238, 1], [22, -0.1780843, 0.4031599, 2.074177, 1], [23, 0.3680576, -0.07624611, 2.537252, 1], [24, 0.3283667, -0.004763763, 2.495042, 1]]
[[0, 0.1571217, -0.01776501, 2.615062, 1], [1, 0.1495378, 0.3083499, 2.598157, 1], [2, 0.1417318, 0.6237155, 2.568888, 1], [3, 0.1475472, 0.7676989, 2.558255, 1], [4, -0.01676271, 0.5120842, 2.539697, 1], [5, -0.1391302, 0.4806315, 2.370917, 1], [6, -0.1863756, 0.4508018, 2.163861, 1], [7, -0.2092689, 0.491534, 2.08753, 1], [8, 0.3170757, 0.4890716, 2.54682, 1], [9, 0.3639471, 0.2378649, 2.552809, 1], [10, 0.3815498, 0.04918405, 2.518851, 1], [11, 0.3681506, 0.01465043, 2.521511, 1], [12, 0.07581937, -0.01901092, 2.578079, 1], [13, 0.02128749, -0.3162317, 2.656041, 1], [14, -0.007025757, -0.6099847, 2.707346, 1], [15, -0.03306714, -0.6752707, 2.631748, 1], [16, 0.2338146, -0.01600012, 2.575131, 1], [17, 0.2859375, -0.3206599, 2.642001, 1], [18, 0.312822, -0.6149865, 2.694043, 1], [19, 0.3394912, -0.6739935, 2.608223, 1], [20, 0.1437828, 0.5463802, 2.578501, 1], [21, -0.2107219, 0.4961139, 2.003335, 1], [22, -0.1709899, 0.4970558, 2.05325, 1], [23, 0.3639189, -0.05764205, 2.52834, 1], [24, 0.3273877, 0.001561428, 2.494782, 1]]
[[0, 0.1566531, -0.01612666, 2.616242, 1], [1, 0.1488595, 0.3093126, 2.599483, 1], [2, 0.1407461, 0.6241723, 2.570335, 1], [3, 0.1475253, 0.7681493, 2.559035, 1], [4, -0.014625, 0.5184706, 2.539024, 1], [5, -0.146103, 0.5288481, 2.32971, 1], [6, -0.1878309, 0.5706711, 2.139165, 1], [7, -0.2210217, 0.5817105, 2.063332, 1], [8, 0.3166689, 0.4887554, 2.549011, 1], [9, 0.363459, 0.2398265, 2.554089, 1], [10, 0.3808731, 0.05110312, 2.520262, 1], [11, 0.3663104, 0.01658184, 2.524092, 1], [12, 0.07539, -0.01712259, 2.578775, 1], [13, 0.02139029, -0.3163258, 2.656287, 1], [14, -0.006982054, -0.6106699, 2.707504, 1], [15, -0.03328865, -0.6753799, 2.632291, 1], [16, 0.2332911, -0.01460264, 2.576782, 1], [17, 0.2868285, -0.3200952, 2.642874, 1], [18, 0.3128174, -0.6149723, 2.694058, 1], [19, 0.3394397, -0.6739687, 2.608266, 1], [20, 0.1428817, 0.5469543, 2.579916, 1], [21, -0.2666394, 0.5924268, 1.970943, 1], [22, -0.18063, 0.5745264, 2.007176, 1], [23, 0.3617269, -0.05536117, 2.529009, 1], [24, 0.327601, 0.002140596, 2.498307, 1]]
