[[0, -0.1562295, 0.2072771, 2.939845, 1], [1, -0.1495035, 0.4836685, 2.91508, 1], [2, -0.1422208, 0.750494, 2.879945, 1], [3, -0.1310707, 0.8798015, 2.835011, 1], [4, -0.2950884, 0.6397323, 2.845889, 1], [5, -0.2996525, 0.4097486, 2.794267, 1], [6, -0.1985033, 0.2305668, 2.680861, 1], [7, -0.150497, 0.1670737, 2.610612, 1], [8, 0.02797958, 0.6295418, 2.852972, 1], [9, 0.008371344, 0.3893225, 2.803284, 1], [10, -0.09325936, 0.2057004, 2.681715, 1], [11, -0.1406341, 0.1604003, 2.606285, 1], [12, -0.2212914, 0.2053599, 2.901651, 1], [13, -0.2611893, -0.2280691, 2.991731, 1], [14, -0.2487298, -0.5623045, 3.051506, 1], [15, -0.2349383, -0.6331577, 2.968301, 1], [16, -0.08740152, 0.2040677, 2.90603, 1], [17, -0.06139178, -0.2223963, 2.984697, 1], [18, -0.08458726, -0.55064, 3.057436, 1], [19, -0.08323964, -0.6239206, 2.986434, 1], [20, -0.1442116, 0.685148, 2.890846, 1], [21, -0.1404841, 0.1068084, 2.564198, 1], [22, -0.1553437, 0.1200521, 2.572286, 1], [23, -0.1439359, 0.1011533, 2.568635, 1], [24, -0.1642503, 0.1890616, 2.592, 1]]
[[0, -0.1581075, 0.2063586, 2.942097, 1], [1, -0.1502323, 0.4818707, 2.916523, 1], [2, -0.1420448, 0.7478842, 2.88063, 1], [3, -0.130776, 0.8760136, 2.833285, 1], [4, -0.2978937, 0.6362733, 2.846015, 1], [5, -0.2981255, 0.4063318, 2.793768, 1], [6, -0.1969009, 0.2210884, 2.689324, 1], [7, -0.1500344, 0.1658542, 2.615333, 1], [8, 0.02606214, 0.6286467, 2.856893, 1], [9, 0.01013957, 0.3930334, 2.807773, 1], [10, -0.09364077, 0.2061198, 2.682976, 1], [11, -0.1435193, 0.1580327, 2.610134, 1], [12, -0.2232423, 0.2043114, 2.903579, 1], [13, -0.2616194, -0.2295964, 2.992524, 1], [14, -0.2488544, -0.5611162, 3.051307, 1], [15, -0.2360399, -0.6300986, 2.972169, 1], [16, -0.08914851, 0.2033207, 2.908608, 1], [17, -0.06132706, -0.2221926, 2.984676, 1], [18, -0.08459416, -0.5506502, 3.05745, 1], [19, -0.08347635, -0.6235711, 2.986424, 1], [20, -0.1442518, 0.6827461, 2.891728, 1], [21, -0.1424044, 0.1088979, 2.569697, 1], [22, -0.1546516, 0.1132058, 2.56034, 1], [23, -0.1480012, 0.09961922, 2.567555, 1], [24, -0.1702833, 0.187386, 2.6005, 1]]
[[0, -0.1587766, 0.2053165, 2.943943, 1], [1, -0.1503995, 0.4804433, 2.917471, 1], [2, -0.1417777, 0.7461965, 2.880692, 1], [3, -0.130646, 0.8729116, 2.8322, 1], [4, -0.2989474, 0.6346771, 2.846074, 1], [5, -0.2979609, 0.404825, 2.793291, 1], [6, -0.1972296, 0.2193455, 2.69109, 1], [7, -0.152118, 0.1632781, 2.623011, 1], [8, 0.02493884, 0.6271955, 2.859103, 1], [9, 0.01060572, 0.3929071, 2.80926, 1], [10, -0.09141097, 0.2072907, 2.692915, 1], [11, -0.1434834, 0.156963, 2.618394, 1], [12, -0.2239632, 0.2033692, 2.905141, 1], [13, -0.2616642, -0.2303456, 2.993022, 1], [14, -0.2489921, -0.5613247, 3.051228, 1], [15, -0.2375407, -0.6321132, 2.969708, 1], [16, -0.08972655, 0.2022141, 2.910735, 1], [17, -0.06143821, -0.2215685, 2.985122, 1], [18, -0.08439294, -0.5506152, 3.057649, 1], [19, -0.08340524, -0.6234732, 2.98642, 1], [20, -0.1440827, 0.6811193, 2.892014, 1], [21, -0.1443412, 0.1010672, 2.576813, 1], [22, -0.1575951, 0.1144531, 2.577167, 1], [23, -0.1500276, 0.09358624, 2.578926, 1], [24, -0.1724151, 0.1839112, 2.6114, 1]]
[[0, -0.1596856, 0.203991, 2.945898, 1], [1, -0.1510311, 0.4791551, 2.917843, 1], [2, -0.1424223, 0.7445719, 2.879555, 1], [3, -0.1302243, 0.8700021, 2.830344, 1], [4, -0.2997862, 0.6324972, 2.845708, 1], [5, -0.2973149, 0.4026325, 2.793066, 1], [6, -0.1966366, 0.2167693, 2.69159, 1], [7, -0.1520684, 0.1618379, 2.627089, 1], [8, 0.02306859, 0.6242006, 2.861105, 1], [9, 0.008058412, 0.3863983, 2.808942, 1], [10, -0.09255702, 0.2065122, 2.693295, 1], [11, -0.1445303, 0.1534095, 2.621067, 1], [12, -0.2249037, 0.2022423, 2.9066, 1], [13, -0.2616183, -0.2303188, 2.993196, 1], [14, -0.2486712, -0.5616235, 3.051316, 1], [15, -0.2373058, -0.6334673, 2.967107, 1], [16, -0.09055592, 0.2007121, 2.913242, 1], [17, -0.06135065, -0.2213549, 2.985684, 1], [18, -0.08423185, -0.5500069, 3.057485, 1], [19, -0.08221296, -0.6238394, 2.985338, 1], [20, -0.1446856, 0.6796256, 2.891346, 1], [21, -0.1433391, 0.09435935, 2.5737, 1], [22, -0.1652835, 0.1266761, 2.58775, 1], [23, -0.1496114, 0.09103794, 2.57943, 1], [24, -0.1714313, 0.178385, 2.607923, 1]]
[[0, -0.160047, 0.2035107, 2.946609, 1], [1, -0.1515397, 0.478502, 2.918105, 1], [2, -0.1430801, 0.7438793, 2.8792, 1], [3, -0.1299313, 0.8684399, 2.82856, 1], [4, -0.3001708, 0.6312602, 2.84516, 1], [5, -0.2966972, 0.401333, 2.792967, 1], [6, -0.1964575, 0.2150472, 2.691876, 1], [7, -0.1533582, 0.1551874, 2.630826, 1], [8, 0.02257518, 0.6228242, 2.861304, 1], [9, -0.004921447, 0.3750555, 2.805758, 1], [10, -0.09425551, 0.1891877, 2.694333, 1], [11, -0.1460096, 0.1388108, 2.621553, 1], [12, -0.2253844, 0.2017651, 2.907166, 1], [13, -0.2618062, -0.2302773, 2.993244, 1], [14, -0.2486311, -0.5616826, 3.051117, 1], [15, -0.2381728, -0.6343264, 2.965983, 1], [16, -0.09078807, 0.2002385, 2.914102, 1], [17, -0.06124925, -0.2209762, 2.9862, 1], [18, -0.08410714, -0.5501374, 3.057525, 1], [19, -0.08206978, -0.6238177, 2.985131, 1], [20, -0.1452906, 0.6789268, 2.891151, 1], [21, -0.1431093, 0.0923516, 2.588058, 1], [22, -0.1598778, 0.1116216, 2.5855, 1], [23, -0.1503913, 0.07025608, 2.591274, 1], [24, -0.1682772, 0.1683801, 2.603643, 1]]
[[0, -0.1601719, 0.2034188, 2.947313, 1], [1, -0.1517435, 0.4782096, 2.918436, 1], [2, -0.143313, 0.7435489, 2.879181, 1], [3, -0.1299442, 0.8667587, 2.826988, 1], [4, -0.3005893, 0.6299799, 2.843884, 1], [5, -0.2940591, 0.3999406, 2.792696, 1], [6, -0.1894605, 0.201841, 2.689338, 1], [7, -0.1539075, 0.1547612, 2.637106, 1], [8, 0.02264477, 0.6231058, 2.861557, 1], [9, 8.078016e-05, 0.3817649, 2.811287, 1], [10, -0.0989764, 0.1989938, 2.703316, 1], [11, -0.145865, 0.1479426, 2.632354, 1], [12, -0.2255303, 0.2016857, 2.907817, 1], [13, -0.2629766, -0.228574, 2.993388, 1], [14, -0.2489058, -0.5609033, 3.051001, 1], [15, -0.2367967, -0.6291776, 2.969816, 1], [16, -0.09088658, 0.2001439, 2.914829, 1], [17, -0.06132821, -0.2210295, 2.986537, 1], [18, -0.08387862, -0.5501074, 3.057567, 1], [19, -0.08204476, -0.6237962, 2.98511, 1], [20, -0.14551, 0.6785973, 2.891208, 1], [21, -0.1420001, 0.09360323, 2.590356, 1], [22, -0.1596045, 0.1114387, 2.596778, 1], [23, -0.1498289, 0.08057228, 2.595111, 1], [24, -0.1746547, 0.175129, 2.623636, 1]]
[[0, -0.1602438, 0.2032646, 2.947754, 1], [1, -0.1519818, 0.4778691, 2.918602, 1], [2, -0.1437875, 0.7430149, 2.87892, 1], [3, -0.1301636, 0.8664478, 2.825996, 1], [4, -0.3007156, 0.6299575, 2.843908, 1], [5, -0.293938, 0.3998569, 2.793147, 1], [6, -0.1940852, 0.2098774, 2.699514, 1], [7, -0.154142, 0.1520296, 2.643258, 1], [8, 0.02235055, 0.6225461, 2.861637, 1], [9, 0.0002535569, 0.3806056, 2.812119, 1], [10, -0.09961149, 0.1977634, 2.705112, 1], [11, -0.1471073, 0.1424845, 2.637051, 1], [12, -0.2257075, 0.2015473, 2.908457, 1], [13, -0.2628978, -0.2283177, 2.99343, 1], [14, -0.2489262, -0.5600492, 3.050307, 1], [15, -0.2369868, -0.6294333, 2.96973, 1], [16, -0.0908832, 0.199993, 2.915103, 1], [17, -0.06127965, -0.2210124, 2.986611, 1], [18, -0.0843416, -0.5514582, 3.057331, 1], [19, -0.08221721, -0.6239186, 2.984638, 1], [20, -0.1459117, 0.678103, 2.891072, 1], [21, -0.1438294, 0.09330267, 2.596698, 1], [22, -0.1554919, 0.0942297, 2.5892, 1], [23, -0.1504134, 0.07959963, 2.599439, 1], [24, -0.175107, 0.1716821, 2.630333, 1]]
[[0, -0.1603243, 0.2039834, 2.94835, 1], [1, -0.1520975, 0.4779518, 2.918643, 1], [2, -0.1441027, 0.7429314, 2.878536, 1], [3, -0.1302202, 0.8661047, 2.825603, 1], [4, -0.2970786, 0.6357118, 2.844058, 1], [5, -0.2942516, 0.4052453, 2.795159, 1], [6, -0.1973574, 0.2127058, 2.703889, 1], [7, -0.1534375, 0.1484738, 2.647351, 1], [8, 0.02364534, 0.6240442, 2.860276, 1], [9, 0.006840378, 0.3883795, 2.817837, 1], [10, -0.0965137, 0.1995752, 2.709244, 1], [11, -0.1434205, 0.1435361, 2.646086, 1], [12, -0.2257763, 0.2022071, 2.908929, 1], [13, -0.2630563, -0.2277209, 2.994004, 1], [14, -0.2489162, -0.5600686, 3.050379, 1], [15, -0.2366465, -0.6287658, 2.972145, 1], [16, -0.09097128, 0.2007519, 2.915811, 1], [17, -0.06117124, -0.2207564, 2.986948, 1], [18, -0.08433882, -0.5513904, 3.057363, 1], [19, -0.08262688, -0.6239952, 2.985361, 1], [20, -0.1461453, 0.6780691, 2.890852, 1], [21, -0.1417462, 0.09235445, 2.606977, 1], [22, -0.1712206, 0.1227274, 2.622333, 1], [23, -0.1489849, 0.08060381, 2.605478, 1], [24, -0.1753702, 0.1738669, 2.634273, 1]]
[[0, -0.1600733, 0.2043198, 2.94839, 1], [1, -0.1519362, 0.4779982, 2.918587, 1], [2, -0.1437673, 0.7428079, 2.878194, 1], [3, -0.1301778, 0.8656114, 2.824894, 1], [4, -0.2954524, 0.6379957, 2.84412, 1], [5, -0.2940976, 0.4074186, 2.795879, 1], [6, -0.1985453, 0.212559, 2.708608, 1], [7, -0.1572002, 0.1494851, 2.659075, 1], [8, 0.02440966, 0.6249108, 2.859647, 1], [9, 0.00879031, 0.3937662, 2.820758, 1], [10, -0.09110662, 0.2093559, 2.716681, 1], [11, -0.1415326, 0.1454413, 2.655885, 1], [12, -0.2255454, 0.2025568, 2.909082, 1], [13, -0.2631103, -0.2276557, 2.9941, 1], [14, -0.2486366, -0.5598804, 3.051095, 1], [15, -0.236661, -0.6289862, 2.971855, 1], [16, -0.09068315, 0.201097, 2.915727, 1], [17, -0.06111046, -0.2201184, 2.98735, 1], [18, -0.0844636, -0.5509396, 3.057439, 1], [19, -0.08333763, -0.623395, 2.986115, 1], [20, -0.1458662, 0.6779876, 2.890593, 1], [21, -0.1435455, 0.09302595, 2.609557, 1], [22, -0.1733264, 0.1315344, 2.631, 1], [23, -0.1488443, 0.08134189, 2.608537, 1], [24, -0.1782531, 0.1693525, 2.6505, 1]]
[[0, -0.1600984, 0.2046446, 2.948514, 1], [1, -0.1519753, 0.4780861, 2.918572, 1], [2, -0.1438388, 0.7428665, 2.877983, 1], [3, -0.1301742, 0.8661282, 2.824591, 1], [4, -0.2946326, 0.6392248, 2.843987, 1], [5, -0.2940677, 0.4082749, 2.798413, 1], [6, -0.1927737, 0.1956389, 2.710542, 1], [7, -0.1561892, 0.1452041, 2.664315, 1], [8, 0.02494497, 0.6256532, 2.858832, 1], [9, 0.008628949, 0.3944037, 2.821453, 1], [10, -0.0989783, 0.1923608, 2.717755, 1], [11, -0.1439525, 0.1424164, 2.662137, 1], [12, -0.2256007, 0.2029431, 2.909231, 1], [13, -0.2631309, -0.2276092, 2.994388, 1], [14, -0.2488256, -0.5598571, 3.05088, 1], [15, -0.236999, -0.6309512, 2.970273, 1], [16, -0.090683, 0.2013556, 2.915819, 1], [17, -0.06085924, -0.2195598, 2.987992, 1], [18, -0.08459841, -0.55124, 3.057495, 1], [19, -0.08320131, -0.6236364, 2.985978, 1], [20, -0.1459277, 0.6780439, 2.890444, 1], [21, -0.1436511, 0.08542804, 2.622091, 1], [22, -0.1660903, 0.1079724, 2.630091, 1], [23, -0.148508, 0.07956493, 2.619639, 1], [24, -0.1739758, 0.1674954, 2.649417, 1]]
[[0, -0.1599095, 0.2047101, 2.948605, 1], [1, -0.1518882, 0.4782121, 2.918325, 1], [2, -0.1438607, 0.7433853, 2.87637, 1], [3, -0.1300864, 0.8670278, 2.823282, 1], [4, -0.296121, 0.6368459, 2.842053, 1], [5, -0.2930534, 0.4056398, 2.79857, 1], [6, -0.1923181, 0.1943735, 2.710578, 1], [7, -0.1552355, 0.1414831, 2.664691, 1], [8, 0.02536692, 0.62611, 2.858082, 1], [9, 0.008789196, 0.3947555, 2.82201, 1], [10, -0.09555447, 0.1963336, 2.725836, 1], [11, -0.1446726, 0.1395535, 2.663481, 1], [12, -0.2253443, 0.2029893, 2.909391, 1], [13, -0.2631496, -0.2276325, 2.994377, 1], [14, -0.2489726, -0.5599254, 3.050842, 1], [15, -0.2369834, -0.632566, 2.96736, 1], [16, -0.09054966, 0.2014318, 2.915855, 1], [17, -0.06112406, -0.2205741, 2.98832, 1], [18, -0.08446155, -0.5511823, 3.057531, 1], [19, -0.08337016, -0.6235713, 2.985999, 1], [20, -0.1459033, 0.6784162, 2.889255, 1], [21, -0.1423875, 0.07823424, 2.620579, 1], [22, -0.1944929, 0.1643364, 2.667, 1], [23, -0.1480988, 0.07950044, 2.621097, 1], [24, -0.1749429, 0.1658099, 2.651072, 1]]
