[['2, k, 0', [0.2570895, 0.06462874, 1.0]], ['2, k, 1', [0.2592348, 0.3828372, 1.0]], ['2, k, 2', [0.2603639, 0.6916569, 1.0]], ['2, k, 3', [0.2727178, 0.8311832, 1.0]], ['2, k, 4', [0.08743448, 0.5790286, 1.0]], ['2, k, 5', [0.03542923, 0.3331531, 1.0]], ['2, k, 6', [0.03273556, 0.1180035, 1.0]], ['2, k, 7', [0.04465145, 0.06809544, 1.0]], ['2, k, 8', [0.4333235, 0.5567866, 1.0]], ['2, k, 9', [0.4881156, 0.3210333, 1.0]], ['2, k, 10', [0.4812787, 0.1061131, 1.0]], ['2, k, 11', [0.4620687, 0.05202112, 1.0]], ['2, k, 12', [0.1752651, 0.06728902, 1.0]], ['2, k, 13', [0.1441766, -0.2501801, 1.0]], ['2, k, 14', [0.1250548, -0.5710218, 1.0]], ['2, k, 15', [0.1073952, -0.6330672, 1.0]], ['2, k, 16', [0.3321502, 0.06008888, 1.0]], ['2, k, 17', [0.3752685, -0.2656958, 1.0]], ['2, k, 18', [0.3987733, -0.5834371, 1.0]], ['2, k, 19', [0.4068377, -0.6441721, 1.0]], ['2, k, 20', [0.2602715, 0.6157935, 1.0]], ['2, k, 21', [0.04356336, -0.01471568, 1.0]], ['2, k, 22', [0.08410092, 0.05846446, 1.0]], ['2, k, 23', [0.4483958, -0.03233551, 1.0]], ['2, k, 24', [0.4211899, 0.04850127, 1.0]]]
[['2, k, 0', [0.2569965, 0.06453504, 1.0]], ['2, k, 1', [0.2592501, 0.3828339, 1.0]], ['2, k, 2', [0.2605892, 0.6918255, 1.0]], ['2, k, 3', [0.2727794, 0.8311677, 1.0]], ['2, k, 4', [0.08738629, 0.5788012, 1.0]], ['2, k, 5', [0.03534614, 0.3328551, 1.0]], ['2, k, 6', [0.03157314, 0.117386, 1.0]], ['2, k, 7', [0.04302377, 0.06949133, 1.0]], ['2, k, 8', [0.4336248, 0.5560849, 1.0]], ['2, k, 9', [0.48824, 0.3209259, 1.0]], ['2, k, 10', [0.4819377, 0.08956907, 1.0]], ['2, k, 11', [0.4640016, 0.03820209, 1.0]], ['2, k, 12', [0.1752371, 0.06726482, 1.0]], ['2, k, 13', [0.1441277, -0.2503516, 1.0]], ['2, k, 14', [0.1249475, -0.5726491, 1.0]], ['2, k, 15', [0.1046552, -0.6343306, 1.0]], ['2, k, 16', [0.3319691, 0.05990214, 1.0]], ['2, k, 17', [0.3745848, -0.261163, 1.0]], ['2, k, 18', [0.3988206, -0.5844331, 1.0]], ['2, k, 19', [0.4067458, -0.6449777, 1.0]], ['2, k, 20', [0.2604271, 0.6159005, 1.0]], ['2, k, 21', [0.039727, -0.02189844, 1.0]], ['2, k, 22', [0.08148966, 0.06346858, 1.0]], ['2, k, 23', [0.4692285, -0.04364925, 1.0]], ['2, k, 24', [0.4241911, 0.03095166, 1.0]]]
[['2, k, 0', [0.2569067, 0.06448488, 1.0]], ['2, k, 1', [0.2591618, 0.3827358, 1.0]], ['2, k, 2', [0.260506, 0.6916532, 1.0]], ['2, k, 3', [0.2730297, 0.8313751, 1.0]], ['2, k, 4', [0.08727445, 0.5788358, 1.0]], ['2, k, 5', [0.03520918, 0.3321434, 1.0]], ['2, k, 6', [0.03135859, 0.1156292, 1.0]], ['2, k, 7', [0.04151913, 0.07036392, 1.0]], ['2, k, 8', [0.4339914, 0.5547999, 1.0]], ['2, k, 9', [0.4885309, 0.3130214, 1.0]], ['2, k, 10', [0.4816236, 0.07708597, 1.0]], ['2, k, 11', [0.4694706, 0.0182713, 1.0]], ['2, k, 12', [0.1752227, 0.06726205, 1.0]], ['2, k, 13', [0.1441175, -0.2501864, 1.0]], ['2, k, 14', [0.1247277, -0.5737364, 1.0]], ['2, k, 15', [0.1057266, -0.6350152, 1.0]], ['2, k, 16', [0.3317458, 0.05976946, 1.0]], ['2, k, 17', [0.3746364, -0.2634963, 1.0]], ['2, k, 18', [0.3992474, -0.5839351, 1.0]], ['2, k, 19', [0.4067239, -0.6448989, 1.0]], ['2, k, 20', [0.2603443, 0.6157501, 1.0]], ['2, k, 21', [0.04304286, -0.0268738, 1.0]], ['2, k, 22', [0.08211429, 0.03643287, 1.0]], ['2, k, 23', [0.4777335, -0.06323992, 1.0]], ['2, k, 24', [0.4244354, 0.02189137, 1.0]]]
[['2, k, 0', [0.2567305, 0.0642821, 1.0]], ['2, k, 1', [0.2591618, 0.3827351, 1.0]], ['2, k, 2', [0.2606187, 0.6917852, 1.0]], ['2, k, 3', [0.2731658, 0.8316146, 1.0]], ['2, k, 4', [0.08707768, 0.5790305, 1.0]], ['2, k, 5', [0.03509092, 0.3319868, 1.0]], ['2, k, 6', [0.03005908, 0.1149361, 1.0]], ['2, k, 7', [0.03830447, 0.06708059, 1.0]], ['2, k, 8', [0.4346627, 0.5541248, 1.0]], ['2, k, 9', [0.4875532, 0.3056567, 1.0]], ['2, k, 10', [0.4786845, 0.0495819, 1.0]], ['2, k, 11', [0.4792974, -0.006145522, 1.0]], ['2, k, 12', [0.1751674, 0.06710326, 1.0]], ['2, k, 13', [0.1442371, -0.2503317, 1.0]], ['2, k, 14', [0.1248551, -0.5739663, 1.0]], ['2, k, 15', [0.1048762, -0.6360005, 1.0]], ['2, k, 16', [0.3314279, 0.05954475, 1.0]], ['2, k, 17', [0.374377, -0.2604656, 1.0]], ['2, k, 18', [0.3992519, -0.5836568, 1.0]], ['2, k, 19', [0.4069692, -0.6448737, 1.0]], ['2, k, 20', [0.2604119, 0.6158249, 1.0]], ['2, k, 21', [0.03214673, -0.0219871, 1.0]], ['2, k, 22', [0.08063662, 0.05990833, 1.0]], ['2, k, 23', [0.4811534, -0.08699259, 1.0]], ['2, k, 24', [0.4331826, 0.004622543, 1.0]]]
[['2, k, 0', [0.2564006, 0.06424116, 1.0]], ['2, k, 1', [0.2591257, 0.3828671, 1.0]], ['2, k, 2', [0.2607992, 0.6922018, 1.0]], ['2, k, 3', [0.2731541, 0.8316597, 1.0]], ['2, k, 4', [0.08692328, 0.5792377, 1.0]], ['2, k, 5', [0.03474692, 0.3315678, 1.0]], ['2, k, 6', [0.02885949, 0.1142537, 1.0]], ['2, k, 7', [0.03780574, 0.06653896, 1.0]], ['2, k, 8', [0.4322465, 0.5558022, 1.0]], ['2, k, 9', [0.4850135, 0.2993521, 1.0]], ['2, k, 10', [0.4767783, 0.05791361, 1.0]], ['2, k, 11', [0.4822305, -0.01279788, 1.0]], ['2, k, 12', [0.1749941, 0.06716928, 1.0]], ['2, k, 13', [0.1443917, -0.249118, 1.0]], ['2, k, 14', [0.1247016, -0.5727912, 1.0]], ['2, k, 15', [0.103036, -0.6361496, 1.0]], ['2, k, 16', [0.3309281, 0.05940203, 1.0]], ['2, k, 17', [0.3745544, -0.2682232, 1.0]], ['2, k, 18', [0.3992998, -0.5840018, 1.0]], ['2, k, 19', [0.4070939, -0.644655, 1.0]], ['2, k, 20', [0.2605292, 0.6161526, 1.0]], ['2, k, 21', [0.03208585, -0.02194939, 1.0]], ['2, k, 22', [0.08213421, 0.06616426, 1.0]], ['2, k, 23', [0.4883223, -0.09094148, 1.0]], ['2, k, 24', [0.4340658, -0.0182693, 1.0]]]
[['2, k, 0', [0.2553667, 0.06340371, 1.0]], ['2, k, 1', [0.2587036, 0.3827548, 1.0]], ['2, k, 2', [0.2605889, 0.6924284, 1.0]], ['2, k, 3', [0.2728077, 0.8319942, 1.0]], ['2, k, 4', [0.08676474, 0.5791281, 1.0]], ['2, k, 5', [0.03429724, 0.331067, 1.0]], ['2, k, 6', [0.02788975, 0.1138809, 1.0]], ['2, k, 7', [0.03655427, 0.06165051, 1.0]], ['2, k, 8', [0.4317763, 0.5511162, 1.0]], ['2, k, 9', [0.4795029, 0.3038156, 1.0]], ['2, k, 10', [0.4747199, 0.07131884, 1.0]], ['2, k, 11', [0.4798743, -0.003557177, 1.0]], ['2, k, 12', [0.1740412, 0.06643755, 1.0]], ['2, k, 13', [0.1448028, -0.2489901, 1.0]], ['2, k, 14', [0.1248754, -0.5725688, 1.0]], ['2, k, 15', [0.1029119, -0.6362108, 1.0]], ['2, k, 16', [0.3298596, 0.05850536, 1.0]], ['2, k, 17', [0.3746297, -0.2685801, 1.0]], ['2, k, 18', [0.399654, -0.5830333, 1.0]], ['2, k, 19', [0.4069993, -0.6440681, 1.0]], ['2, k, 20', [0.2603003, 0.6162988, 1.0]], ['2, k, 21', [0.02913619, -0.02668984, 1.0]], ['2, k, 22', [0.08097336, 0.05102752, 1.0]], ['2, k, 23', [0.4936346, -0.07929806, 1.0]], ['2, k, 24', [0.4270647, -0.01271896, 1.0]]]
[['2, k, 0', [0.2542375, 0.06276913, 1.0]], ['2, k, 1', [0.2583835, 0.3823926, 1.0]], ['2, k, 2', [0.2606439, 0.6922449, 1.0]], ['2, k, 3', [0.2726234, 0.8320206, 1.0]], ['2, k, 4', [0.08646224, 0.5793015, 1.0]], ['2, k, 5', [0.03418577, 0.3311575, 1.0]], ['2, k, 6', [0.02711955, 0.1139032, 1.0]], ['2, k, 7', [0.03382154, 0.06038956, 1.0]], ['2, k, 8', [0.4304417, 0.5489549, 1.0]], ['2, k, 9', [0.4702745, 0.3247634, 1.0]], ['2, k, 10', [0.4686712, 0.0941901, 1.0]], ['2, k, 11', [0.4742879, 0.01779934, 1.0]], ['2, k, 12', [0.1731488, 0.06619015, 1.0]], ['2, k, 13', [0.1450779, -0.2495439, 1.0]], ['2, k, 14', [0.124777, -0.5748565, 1.0]], ['2, k, 15', [0.1007426, -0.6381571, 1.0]], ['2, k, 16', [0.3284908, 0.05745257, 1.0]], ['2, k, 17', [0.3755062, -0.2728446, 1.0]], ['2, k, 18', [0.3994957, -0.5831035, 1.0]], ['2, k, 19', [0.4059145, -0.6432704, 1.0]], ['2, k, 20', [0.260293, 0.6160992, 1.0]], ['2, k, 21', [0.02764492, -0.03527829, 1.0]], ['2, k, 22', [0.07400116, 0.04648918, 1.0]], ['2, k, 23', [0.4819719, -0.05789017, 1.0]], ['2, k, 24', [0.4217136, 0.01169196, 1.0]]]
[['2, k, 0', [0.2535871, 0.06299271, 1.0]], ['2, k, 1', [0.2580839, 0.3828409, 1.0]], ['2, k, 2', [0.2610213, 0.6932467, 1.0]], ['2, k, 3', [0.2724067, 0.833141, 1.0]], ['2, k, 4', [0.08583765, 0.5799438, 1.0]], ['2, k, 5', [0.03379184, 0.3311468, 1.0]], ['2, k, 6', [0.02650196, 0.1137076, 1.0]], ['2, k, 7', [0.03353634, 0.06123462, 1.0]], ['2, k, 8', [0.4264148, 0.5541527, 1.0]], ['2, k, 9', [0.4628703, 0.33823, 1.0]], ['2, k, 10', [0.4569326, 0.144301, 1.0]], ['2, k, 11', [0.4616289, 0.06288733, 1.0]], ['2, k, 12', [0.1725041, 0.06649087, 1.0]], ['2, k, 13', [0.1449776, -0.2486312, 1.0]], ['2, k, 14', [0.1250216, -0.5747327, 1.0]], ['2, k, 15', [0.1010371, -0.6381592, 1.0]], ['2, k, 16', [0.3278913, 0.05763282, 1.0]], ['2, k, 17', [0.3755346, -0.2624902, 1.0]], ['2, k, 18', [0.3994626, -0.58314, 1.0]], ['2, k, 19', [0.40679, -0.6434163, 1.0]], ['2, k, 20', [0.260457, 0.6169398, 1.0]], ['2, k, 21', [0.02498562, -0.02615531, 1.0]], ['2, k, 22', [0.07549357, 0.05301657, 1.0]], ['2, k, 23', [0.4659893, -0.01074462, 1.0]], ['2, k, 24', [0.4097676, 0.05298685, 1.0]]]
[['2, k, 0', [0.2531012, 0.06323111, 1.0]], ['2, k, 1', [0.2578263, 0.3833607, 1.0]], ['2, k, 2', [0.2613485, 0.694239, 1.0]], ['2, k, 3', [0.2728092, 0.8335986, 1.0]], ['2, k, 4', [0.08595894, 0.5802674, 1.0]], ['2, k, 5', [0.03289396, 0.3309663, 1.0]], ['2, k, 6', [0.02593913, 0.1119507, 1.0]], ['2, k, 7', [0.0336131, 0.05672417, 1.0]], ['2, k, 8', [0.4236985, 0.5554544, 1.0]], ['2, k, 9', [0.4475616, 0.3724498, 1.0]], ['2, k, 10', [0.44914, 0.2006586, 1.0]], ['2, k, 11', [0.4491958, 0.12317, 1.0]], ['2, k, 12', [0.1720319, 0.06670205, 1.0]], ['2, k, 13', [0.1451084, -0.2500721, 1.0]], ['2, k, 14', [0.1248862, -0.5748671, 1.0]], ['2, k, 15', [0.1017557, -0.6380202, 1.0]], ['2, k, 16', [0.327363, 0.05794491, 1.0]], ['2, k, 17', [0.3767562, -0.2655686, 1.0]], ['2, k, 18', [0.3997385, -0.5809851, 1.0]], ['2, k, 19', [0.4058685, -0.6411279, 1.0]], ['2, k, 20', [0.2606161, 0.6178144, 1.0]], ['2, k, 21', [0.02134186, -0.03283114, 1.0]], ['2, k, 22', [0.07405187, 0.04640792, 1.0]], ['2, k, 23', [0.460399, 0.05951228, 1.0]], ['2, k, 24', [0.3959677, 0.1099644, 1.0]]]
[['2, k, 0', [0.2528635, 0.06343728, 1.0]], ['2, k, 1', [0.2575794, 0.3835762, 1.0]], ['2, k, 2', [0.2611855, 0.6943481, 1.0]], ['2, k, 3', [0.2729732, 0.834443, 1.0]], ['2, k, 4', [0.08572534, 0.5811043, 1.0]], ['2, k, 5', [0.03261989, 0.3314666, 1.0]], ['2, k, 6', [0.02461673, 0.1104204, 1.0]], ['2, k, 7', [0.03262409, 0.05468065, 1.0]], ['2, k, 8', [0.4209821, 0.559527, 1.0]], ['2, k, 9', [0.4473814, 0.4032847, 1.0]], ['2, k, 10', [0.4388679, 0.2736782, 1.0]], ['2, k, 11', [0.4312366, 0.198597, 1.0]], ['2, k, 12', [0.1718474, 0.0668368, 1.0]], ['2, k, 13', [0.1452993, -0.2502775, 1.0]], ['2, k, 14', [0.1248371, -0.5754494, 1.0]], ['2, k, 15', [0.1027086, -0.6388423, 1.0]], ['2, k, 16', [0.3270995, 0.05823487, 1.0]], ['2, k, 17', [0.3770266, -0.2655975, 1.0]], ['2, k, 18', [0.3997459, -0.5809656, 1.0]], ['2, k, 19', [0.4061757, -0.6411166, 1.0]], ['2, k, 20', [0.2604399, 0.6179702, 1.0]], ['2, k, 21', [0.02373535, -0.03525769, 1.0]], ['2, k, 22', [0.07541852, 0.04814273, 1.0]], ['2, k, 23', [0.435501, 0.1439201, 1.0]], ['2, k, 24', [0.385443, 0.1828551, 1.0]]]
[['2, k, 0', [0.2523311, 0.06376989, 1.0]], ['2, k, 1', [0.2571147, 0.3835374, 1.0]], ['2, k, 2', [0.260838, 0.6936721, 1.0]], ['2, k, 3', [0.2734214, 0.8349051, 1.0]], ['2, k, 4', [0.0854091, 0.5814995, 1.0]], ['2, k, 5', [0.03236701, 0.331476, 1.0]], ['2, k, 6', [0.02459603, 0.1103555, 1.0]], ['2, k, 7', [0.03298834, 0.05586354, 1.0]], ['2, k, 8', [0.4170299, 0.5642681, 1.0]], ['2, k, 9', [0.4578964, 0.4650509, 1.0]], ['2, k, 10', [0.4209274, 0.3452767, 1.0]], ['2, k, 11', [0.4144722, 0.2861162, 1.0]], ['2, k, 12', [0.1712825, 0.06714372, 1.0]], ['2, k, 13', [0.145394, -0.2506823, 1.0]], ['2, k, 14', [0.1249037, -0.5754812, 1.0]], ['2, k, 15', [0.1029442, -0.6389439, 1.0]], ['2, k, 16', [0.3266232, 0.0586049, 1.0]], ['2, k, 17', [0.3768621, -0.2594418, 1.0]], ['2, k, 18', [0.3999642, -0.580979, 1.0]], ['2, k, 19', [0.4058128, -0.6420757, 1.0]], ['2, k, 20', [0.2600659, 0.6174898, 1.0]], ['2, k, 21', [0.02366514, -0.03032483, 1.0]], ['2, k, 22', [0.07487616, 0.05169625, 1.0]], ['2, k, 23', [0.4119223, 0.2445596, 1.0]], ['2, k, 24', [0.3897876, 0.2989422, 1.0]]]
