[[0, 0.2570895, 0.06462874, 2.859725, 1], [1, 0.2592348, 0.3828372, 2.816068, 1], [2, 0.2603639, 0.6916569, 2.759612, 1], [3, 0.2727178, 0.8311832, 2.751209, 1], [4, 0.08743448, 0.5790286, 2.802202, 1], [5, 0.03542923, 0.3331531, 2.851976, 1], [6, 0.03273556, 0.1180035, 2.805475, 1], [7, 0.04465145, 0.06809544, 2.804822, 1], [8, 0.4333235, 0.5567866, 2.74725, 1], [9, 0.4881156, 0.3210333, 2.787437, 1], [10, 0.4812787, 0.1061131, 2.780506, 1], [11, 0.4620687, 0.05202112, 2.782657, 1], [12, 0.1752651, 0.06728902, 2.833928, 1], [13, 0.1441766, -0.2501801, 2.917473, 1], [14, 0.1250548, -0.5710218, 2.961095, 1], [15, 0.1073952, -0.6330672, 2.895984, 1], [16, 0.3321502, 0.06008888, 2.811186, 1], [17, 0.3752685, -0.2656958, 2.896197, 1], [18, 0.3987733, -0.5834371, 2.946868, 1], [19, 0.4068377, -0.6441721, 2.877975, 1], [20, 0.2602715, 0.6157935, 2.776004, 1], [21, 0.04356336, -0.01471568, 2.811211, 1], [22, 0.08410092, 0.05846446, 2.770263, 1], [23, 0.4483958, -0.03233551, 2.800316, 1], [24, 0.4211899, 0.04850127, 2.761437, 1]]
[[0, 0.2569965, 0.06453504, 2.859773, 1], [1, 0.2592501, 0.3828339, 2.815993, 1], [2, 0.2605892, 0.6918255, 2.759195, 1], [3, 0.2727794, 0.8311677, 2.751185, 1], [4, 0.08738629, 0.5788012, 2.801686, 1], [5, 0.03534614, 0.3328551, 2.852009, 1], [6, 0.03157314, 0.117386, 2.807603, 1], [7, 0.04302377, 0.06949133, 2.808879, 1], [8, 0.4336248, 0.5560849, 2.746056, 1], [9, 0.48824, 0.3209259, 2.779786, 1], [10, 0.4819377, 0.08956907, 2.774112, 1], [11, 0.4640016, 0.03820209, 2.779329, 1], [12, 0.1752371, 0.06726482, 2.833936, 1], [13, 0.1441277, -0.2503516, 2.917456, 1], [14, 0.1249475, -0.5726491, 2.960404, 1], [15, 0.1046552, -0.6343306, 2.896065, 1], [16, 0.3319691, 0.05990214, 2.811327, 1], [17, 0.3745848, -0.261163, 2.894083, 1], [18, 0.3988206, -0.5844331, 2.945992, 1], [19, 0.4067458, -0.6449777, 2.876697, 1], [20, 0.2604271, 0.6159005, 2.775694, 1], [21, 0.039727, -0.02189844, 2.824386, 1], [22, 0.08148966, 0.06346858, 2.773259, 1], [23, 0.4692285, -0.04364925, 2.809901, 1], [24, 0.4241911, 0.03095166, 2.754565, 1]]
[[0, 0.2569067, 0.06448488, 2.859765, 1], [1, 0.2591618, 0.3827358, 2.81574, 1], [2, 0.260506, 0.6916532, 2.758521, 1], [3, 0.2730297, 0.8313751, 2.751209, 1], [4, 0.08727445, 0.5788358, 2.80154, 1], [5, 0.03520918, 0.3321434, 2.852593, 1], [6, 0.03135859, 0.1156292, 2.809829, 1], [7, 0.04151913, 0.07036392, 2.811978, 1], [8, 0.4339914, 0.5547999, 2.742084, 1], [9, 0.4885309, 0.3130214, 2.763052, 1], [10, 0.4816236, 0.07708597, 2.759234, 1], [11, 0.4694706, 0.0182713, 2.768313, 1], [12, 0.1752227, 0.06726205, 2.833922, 1], [13, 0.1441175, -0.2501864, 2.917309, 1], [14, 0.1247277, -0.5737364, 2.959585, 1], [15, 0.1057266, -0.6350152, 2.8932, 1], [16, 0.3317458, 0.05976946, 2.811368, 1], [17, 0.3746364, -0.2634963, 2.894786, 1], [18, 0.3992474, -0.5839351, 2.945393, 1], [19, 0.4067239, -0.6448989, 2.876766, 1], [20, 0.2603443, 0.6157501, 2.775133, 1], [21, 0.04304286, -0.0268738, 2.83095, 1], [22, 0.08211429, 0.03643287, 2.778, 1], [23, 0.4777335, -0.06323992, 2.795845, 1], [24, 0.4244354, 0.02189137, 2.760304, 1]]
[[0, 0.2567305, 0.0642821, 2.859932, 1], [1, 0.2591618, 0.3827351, 2.81574, 1], [2, 0.2606187, 0.6917852, 2.758453, 1], [3, 0.2731658, 0.8316146, 2.752013, 1], [4, 0.08707768, 0.5790305, 2.801669, 1], [5, 0.03509092, 0.3319868, 2.852914, 1], [6, 0.03005908, 0.1149361, 2.811859, 1], [7, 0.03830447, 0.06708059, 2.817685, 1], [8, 0.4346627, 0.5541248, 2.739996, 1], [9, 0.4875532, 0.3056567, 2.749447, 1], [10, 0.4786845, 0.0495819, 2.732533, 1], [11, 0.4792974, -0.006145522, 2.743358, 1], [12, 0.1751674, 0.06710326, 2.834053, 1], [13, 0.1442371, -0.2503317, 2.917301, 1], [14, 0.1248551, -0.5739663, 2.959718, 1], [15, 0.1048762, -0.6360005, 2.893099, 1], [16, 0.3314279, 0.05954475, 2.811598, 1], [17, 0.374377, -0.2604656, 2.893956, 1], [18, 0.3992519, -0.5836568, 2.945393, 1], [19, 0.4069692, -0.6448737, 2.87737, 1], [20, 0.2604119, 0.6158249, 2.77509, 1], [21, 0.03214673, -0.0219871, 2.834987, 1], [22, 0.08063662, 0.05990833, 2.779044, 1], [23, 0.4811534, -0.08699259, 2.760197, 1], [24, 0.4331826, 0.004622543, 2.738667, 1]]
[[0, 0.2564006, 0.06424116, 2.86041, 1], [1, 0.2591257, 0.3828671, 2.815976, 1], [2, 0.2607992, 0.6922018, 2.758747, 1], [3, 0.2731541, 0.8316597, 2.752139, 1], [4, 0.08692328, 0.5792377, 2.801981, 1], [5, 0.03474692, 0.3315678, 2.853628, 1], [6, 0.02885949, 0.1142537, 2.814551, 1], [7, 0.03780574, 0.06653896, 2.820794, 1], [8, 0.4322465, 0.5558022, 2.738812, 1], [9, 0.4850135, 0.2993521, 2.729911, 1], [10, 0.4767783, 0.05791361, 2.691481, 1], [11, 0.4822305, -0.01279788, 2.699379, 1], [12, 0.1749941, 0.06716928, 2.834507, 1], [13, 0.1443917, -0.249118, 2.916976, 1], [14, 0.1247016, -0.5727912, 2.959969, 1], [15, 0.103036, -0.6361496, 2.894207, 1], [16, 0.3309281, 0.05940203, 2.812149, 1], [17, 0.3745544, -0.2682232, 2.897749, 1], [18, 0.3992998, -0.5840018, 2.945564, 1], [19, 0.4070939, -0.644655, 2.876429, 1], [20, 0.2605292, 0.6161526, 2.775354, 1], [21, 0.03208585, -0.02194939, 2.829386, 1], [22, 0.08213421, 0.06616426, 2.782045, 1], [23, 0.4883223, -0.09094148, 2.708057, 1], [24, 0.4340658, -0.0182693, 2.704625, 1]]
[[0, 0.2553667, 0.06340371, 2.861157, 1], [1, 0.2587036, 0.3827548, 2.816302, 1], [2, 0.2605889, 0.6924284, 2.758968, 1], [3, 0.2728077, 0.8319942, 2.753877, 1], [4, 0.08676474, 0.5791281, 2.802234, 1], [5, 0.03429724, 0.331067, 2.854254, 1], [6, 0.02788975, 0.1138809, 2.816839, 1], [7, 0.03655427, 0.06165051, 2.821824, 1], [8, 0.4317763, 0.5511162, 2.734406, 1], [9, 0.4795029, 0.3038156, 2.710302, 1], [10, 0.4747199, 0.07131884, 2.631037, 1], [11, 0.4798743, -0.003557177, 2.633384, 1], [12, 0.1740412, 0.06643755, 2.835651, 1], [13, 0.1448028, -0.2489901, 2.917437, 1], [14, 0.1248754, -0.5725688, 2.959924, 1], [15, 0.1029119, -0.6362108, 2.894113, 1], [16, 0.3298596, 0.05850536, 2.812566, 1], [17, 0.3746297, -0.2685801, 2.898093, 1], [18, 0.399654, -0.5830333, 2.94554, 1], [19, 0.4069993, -0.6440681, 2.876988, 1], [20, 0.2603003, 0.6162988, 2.775573, 1], [21, 0.02913619, -0.02668984, 2.842787, 1], [22, 0.08097336, 0.05102752, 2.788429, 1], [23, 0.4936346, -0.07929806, 2.624276, 1], [24, 0.4270647, -0.01271896, 2.631368, 1]]
[[0, 0.2542375, 0.06276913, 2.861943, 1], [1, 0.2583835, 0.3823926, 2.816663, 1], [2, 0.2606439, 0.6922449, 2.759135, 1], [3, 0.2726234, 0.8320206, 2.755646, 1], [4, 0.08646224, 0.5793015, 2.803221, 1], [5, 0.03418577, 0.3311575, 2.854976, 1], [6, 0.02711955, 0.1139032, 2.818265, 1], [7, 0.03382154, 0.06038956, 2.823547, 1], [8, 0.4304417, 0.5489549, 2.730955, 1], [9, 0.4702745, 0.3247634, 2.675596, 1], [10, 0.4686712, 0.0941901, 2.56266, 1], [11, 0.4742879, 0.01779934, 2.55277, 1], [12, 0.1731488, 0.06619015, 2.836575, 1], [13, 0.1450779, -0.2495439, 2.917184, 1], [14, 0.124777, -0.5748565, 2.959378, 1], [15, 0.1007426, -0.6381571, 2.892153, 1], [16, 0.3284908, 0.05745257, 2.813222, 1], [17, 0.3755062, -0.2728446, 2.899611, 1], [18, 0.3994957, -0.5831035, 2.946213, 1], [19, 0.4059145, -0.6432704, 2.875636, 1], [20, 0.260293, 0.6160992, 2.775761, 1], [21, 0.02764492, -0.03527829, 2.848586, 1], [22, 0.07400116, 0.04648918, 2.798524, 1], [23, 0.4819719, -0.05789017, 2.526575, 1], [24, 0.4217136, 0.01169196, 2.550778, 1]]
[[0, 0.2535871, 0.06299271, 2.862424, 1], [1, 0.2580839, 0.3828409, 2.81771, 1], [2, 0.2610213, 0.6932467, 2.761345, 1], [3, 0.2724067, 0.833141, 2.757718, 1], [4, 0.08583765, 0.5799438, 2.804648, 1], [5, 0.03379184, 0.3311468, 2.855617, 1], [6, 0.02650196, 0.1137076, 2.819813, 1], [7, 0.03353634, 0.06123462, 2.823773, 1], [8, 0.4264148, 0.5541527, 2.730039, 1], [9, 0.4628703, 0.33823, 2.652807, 1], [10, 0.4569326, 0.144301, 2.507954, 1], [11, 0.4616289, 0.06288733, 2.471667, 1], [12, 0.1725041, 0.06649087, 2.83718, 1], [13, 0.1449776, -0.2486312, 2.916918, 1], [14, 0.1250216, -0.5747327, 2.959532, 1], [15, 0.1010371, -0.6381592, 2.892031, 1], [16, 0.3278913, 0.05763282, 2.813594, 1], [17, 0.3755346, -0.2624902, 2.898573, 1], [18, 0.3994626, -0.58314, 2.946254, 1], [19, 0.40679, -0.6434163, 2.876188, 1], [20, 0.260457, 0.6169398, 2.777614, 1], [21, 0.02498562, -0.02615531, 2.840587, 1], [22, 0.07549357, 0.05301657, 2.800074, 1], [23, 0.4659893, -0.01074462, 2.429511, 1], [24, 0.4097676, 0.05298685, 2.483, 1]]
[[0, 0.2531012, 0.06323111, 2.862932, 1], [1, 0.2578263, 0.3833607, 2.819158, 1], [2, 0.2613485, 0.694239, 2.764243, 1], [3, 0.2728092, 0.8335986, 2.761336, 1], [4, 0.08595894, 0.5802674, 2.805518, 1], [5, 0.03289396, 0.3309663, 2.856724, 1], [6, 0.02593913, 0.1119507, 2.821316, 1], [7, 0.0336131, 0.05672417, 2.825572, 1], [8, 0.4236985, 0.5554544, 2.725729, 1], [9, 0.4475616, 0.3724498, 2.606343, 1], [10, 0.44914, 0.2006586, 2.449317, 1], [11, 0.4491958, 0.12317, 2.395089, 1], [12, 0.1720319, 0.06670205, 2.838383, 1], [13, 0.1451084, -0.2500721, 2.917665, 1], [14, 0.1248862, -0.5748671, 2.959651, 1], [15, 0.1017557, -0.6380202, 2.891255, 1], [16, 0.327363, 0.05794491, 2.813706, 1], [17, 0.3767562, -0.2655686, 2.900349, 1], [18, 0.3997385, -0.5809851, 2.946485, 1], [19, 0.4058685, -0.6411279, 2.87572, 1], [20, 0.2606161, 0.6178144, 2.780116, 1], [21, 0.02134186, -0.03283114, 2.837986, 1], [22, 0.07405187, 0.04640792, 2.809815, 1], [23, 0.460399, 0.05951228, 2.356074, 1], [24, 0.3959677, 0.1099644, 2.401813, 1]]
[[0, 0.2528635, 0.06343728, 2.863303, 1], [1, 0.2575794, 0.3835762, 2.82041, 1], [2, 0.2611855, 0.6943481, 2.766559, 1], [3, 0.2729732, 0.834443, 2.764651, 1], [4, 0.08572534, 0.5811043, 2.808224, 1], [5, 0.03261989, 0.3314666, 2.85793, 1], [6, 0.02461673, 0.1104204, 2.823, 1], [7, 0.03262409, 0.05468065, 2.825174, 1], [8, 0.4209821, 0.559527, 2.725651, 1], [9, 0.4473814, 0.4032847, 2.570642, 1], [10, 0.4388679, 0.2736782, 2.396242, 1], [11, 0.4312366, 0.198597, 2.33328, 1], [12, 0.1718474, 0.0668368, 2.838928, 1], [13, 0.1452993, -0.2502775, 2.917978, 1], [14, 0.1248371, -0.5754494, 2.960086, 1], [15, 0.1027086, -0.6388423, 2.890834, 1], [16, 0.3270995, 0.05823487, 2.813921, 1], [17, 0.3770266, -0.2655975, 2.90086, 1], [18, 0.3997459, -0.5809656, 2.946505, 1], [19, 0.4061757, -0.6411166, 2.875849, 1], [20, 0.2604399, 0.6179702, 2.782166, 1], [21, 0.02373535, -0.03525769, 2.846336, 1], [22, 0.07541852, 0.04814273, 2.802174, 1], [23, 0.435501, 0.1439201, 2.283512, 1], [24, 0.385443, 0.1828551, 2.340941, 1]]
[[0, 0.2523311, 0.06376989, 2.863742, 1], [1, 0.2571147, 0.3835374, 2.821641, 1], [2, 0.260838, 0.6936721, 2.768829, 1], [3, 0.2734214, 0.8349051, 2.767735, 1], [4, 0.0854091, 0.5814995, 2.809793, 1], [5, 0.03236701, 0.331476, 2.858348, 1], [6, 0.02459603, 0.1103555, 2.823284, 1], [7, 0.03298834, 0.05586354, 2.824645, 1], [8, 0.4170299, 0.5642681, 2.726616, 1], [9, 0.4578964, 0.4650509, 2.530879, 1], [10, 0.4209274, 0.3452767, 2.352745, 1], [11, 0.4144722, 0.2861162, 2.280263, 1], [12, 0.1712825, 0.06714372, 2.83968, 1], [13, 0.145394, -0.2506823, 2.918084, 1], [14, 0.1249037, -0.5754812, 2.960058, 1], [15, 0.1029442, -0.6389439, 2.890665, 1], [16, 0.3266232, 0.0586049, 2.81409, 1], [17, 0.3768621, -0.2594418, 2.898898, 1], [18, 0.3999642, -0.580979, 2.946561, 1], [19, 0.4058128, -0.6420757, 2.87757, 1], [20, 0.2600659, 0.6174898, 2.784159, 1], [21, 0.02366514, -0.03032483, 2.837586, 1], [22, 0.07487616, 0.05169625, 2.803047, 1], [23, 0.4119223, 0.2445596, 2.22197, 1], [24, 0.3897876, 0.2989422, 2.257786, 1]]
