[[0, -0.1672678, 0.05836686, 2.846296, 1], [1, -0.1722163, 0.3302045, 2.837313, 1], [2, -0.1758396, 0.5947291, 2.818097, 1], [3, -0.1659475, 0.7324249, 2.800624, 1], [4, -0.3221027, 0.4715177, 2.781512, 1], [5, -0.3525955, 0.2550184, 2.806098, 1], [6, -0.3530225, 0.05415648, 2.741513, 1], [7, -0.3587899, 0.0004593251, 2.753396, 1], [8, -0.005076138, 0.476406, 2.81387, 1], [9, 0.03384996, 0.2400737, 2.827507, 1], [10, 0.03025019, 0.05968669, 2.766096, 1], [11, 0.0165146, 0.02108114, 2.756828, 1], [12, -0.2285557, 0.05816966, 2.808905, 1], [13, -0.2151415, -0.2543644, 2.898513, 1], [14, -0.2178659, -0.5580939, 2.945098, 1], [15, -0.2093335, -0.6306841, 2.871718, 1], [16, -0.1021577, 0.05719083, 2.817861, 1], [17, -0.1167675, -0.2573926, 2.901676, 1], [18, -0.1050047, -0.5308632, 2.935855, 1], [19, -0.09396399, -0.5775675, 2.813828, 1], [20, -0.1750736, 0.5296089, 2.824843, 1], [21, -0.3712353, -0.06733388, 2.735218, 1], [22, -0.3150128, -0.006552223, 2.733167, 1], [23, 0.01622812, -0.04692727, 2.756243, 1], [24, -0.01355715, 0.02236123, 2.727959, 1]]
[[0, -0.1673193, 0.05838158, 2.846259, 1], [1, -0.1721945, 0.3301854, 2.837368, 1], [2, -0.1756593, 0.5946225, 2.818407, 1], [3, -0.1661516, 0.732406, 2.800648, 1], [4, -0.3227672, 0.4713834, 2.782391, 1], [5, -0.3526909, 0.2538297, 2.807387, 1], [6, -0.3546752, 0.05056456, 2.744713, 1], [7, -0.3596667, -0.0002895472, 2.752406, 1], [8, -0.005258202, 0.4764777, 2.813823, 1], [9, 0.03379354, 0.2400225, 2.827567, 1], [10, 0.03021217, 0.05967276, 2.766013, 1], [11, 0.01649888, 0.02163917, 2.756693, 1], [12, -0.2286168, 0.05820058, 2.808852, 1], [13, -0.2209843, -0.2542129, 2.899067, 1], [14, -0.2163069, -0.5605375, 2.944246, 1], [15, -0.2109866, -0.6298044, 2.864896, 1], [16, -0.1021977, 0.05719358, 2.81784, 1], [17, -0.1172161, -0.2572841, 2.901868, 1], [18, -0.1038652, -0.5308416, 2.935117, 1], [19, -0.0931397, -0.5775392, 2.813056, 1], [20, -0.1749443, 0.5295295, 2.825078, 1], [21, -0.3667108, -0.06986727, 2.725434, 1], [22, -0.3128978, 0.001148429, 2.733384, 1], [23, 0.0214198, -0.04225331, 2.760186, 1], [24, -0.01390012, 0.01752261, 2.728319, 1]]
[[0, -0.1674719, 0.05853745, 2.846163, 1], [1, -0.1722825, 0.3303021, 2.837385, 1], [2, -0.1757657, 0.5947706, 2.818489, 1], [3, -0.1661456, 0.7324141, 2.800637, 1], [4, -0.3229349, 0.4720719, 2.782779, 1], [5, -0.3527364, 0.2532712, 2.80757, 1], [6, -0.3548563, 0.05092167, 2.745006, 1], [7, -0.36133, -0.0006712665, 2.747166, 1], [8, -0.005228252, 0.4764398, 2.8138, 1], [9, 0.03375179, 0.240003, 2.827547, 1], [10, 0.0300474, 0.05966924, 2.765932, 1], [11, 0.0155699, 0.02248526, 2.75819, 1], [12, -0.2287335, 0.05832551, 2.80879, 1], [13, -0.2226267, -0.2542559, 2.898651, 1], [14, -0.2158628, -0.5561567, 2.945224, 1], [15, -0.2114023, -0.6261725, 2.866938, 1], [16, -0.1023824, 0.05737976, 2.817709, 1], [17, -0.1167466, -0.2571043, 2.901813, 1], [18, -0.1034773, -0.5305839, 2.935555, 1], [19, -0.09287488, -0.5772815, 2.813478, 1], [20, -0.175045, 0.5296689, 2.825147, 1], [21, -0.3670049, -0.06627483, 2.72718, 1], [22, -0.3161581, -0.003966263, 2.731314, 1], [23, 0.01774142, -0.04091226, 2.756844, 1], [24, -0.01296579, 0.0203229, 2.728013, 1]]
[[0, -0.1675446, 0.05853846, 2.845729, 1], [1, -0.1723193, 0.3302176, 2.837253, 1], [2, -0.1758312, 0.594605, 2.818447, 1], [3, -0.1663662, 0.7322598, 2.800517, 1], [4, -0.3231364, 0.4720905, 2.782826, 1], [5, -0.3527808, 0.2531742, 2.807648, 1], [6, -0.3550363, 0.04905858, 2.744371, 1], [7, -0.3608505, 0.001654668, 2.739352, 1], [8, -0.005268693, 0.4763179, 2.813629, 1], [9, 0.03332003, 0.240348, 2.82726, 1], [10, 0.03030103, 0.06036852, 2.764372, 1], [11, 0.01762837, 0.02058522, 2.753775, 1], [12, -0.2287957, 0.05833097, 2.808375, 1], [13, -0.2219734, -0.2544269, 2.897799, 1], [14, -0.2164747, -0.5280047, 2.932575, 1], [15, -0.2047273, -0.5747249, 2.810545, 1], [16, -0.1024586, 0.05737757, 2.817271, 1], [17, -0.1155791, -0.2571892, 2.90132, 1], [18, -0.1080079, -0.531265, 2.932675, 1], [19, -0.09742467, -0.5779402, 2.810589, 1], [20, -0.1750989, 0.5295327, 2.82509, 1], [21, -0.3674498, -0.06212934, 2.703532, 1], [22, -0.3111014, 0.005942174, 2.725883, 1], [23, 0.02356021, -0.04009444, 2.759615, 1], [24, -0.01135295, 0.008635338, 2.728228, 1]]
[[0, -0.1675418, 0.05858914, 2.845551, 1], [1, -0.1723212, 0.3302789, 2.837266, 1], [2, -0.1758875, 0.5948535, 2.818727, 1], [3, -0.1664067, 0.7323235, 2.800497, 1], [4, -0.3213925, 0.4713322, 2.780969, 1], [5, -0.3528274, 0.2529983, 2.807923, 1], [6, -0.3560214, 0.05884701, 2.74235, 1], [7, -0.3614463, 0.006652493, 2.732378, 1], [8, -0.005391455, 0.4763826, 2.813602, 1], [9, 0.03317929, 0.2403241, 2.827242, 1], [10, 0.03025663, 0.06035654, 2.764295, 1], [11, 0.01576954, 0.02445116, 2.754221, 1], [12, -0.2287757, 0.05834891, 2.808203, 1], [13, -0.2234301, -0.2548028, 2.896713, 1], [14, -0.2160256, -0.5281025, 2.932858, 1], [15, -0.2036777, -0.5748022, 2.810881, 1], [16, -0.1024719, 0.05746414, 2.817086, 1], [17, -0.115545, -0.257057, 2.90126, 1], [18, -0.1076854, -0.5311139, 2.93269, 1], [19, -0.09650011, -0.5777707, 2.810657, 1], [20, -0.1751348, 0.5297213, 2.825279, 1], [21, -0.3720062, -0.06036018, 2.701096, 1], [22, -0.3156663, 0.004960171, 2.728595, 1], [23, 0.01548181, -0.04165732, 2.756543, 1], [24, -0.01348216, 0.02911688, 2.726167, 1]]
[[0, -0.1675373, 0.05861615, 2.845565, 1], [1, -0.1723277, 0.3303148, 2.837452, 1], [2, -0.175971, 0.5948655, 2.819216, 1], [3, -0.1664124, 0.7323508, 2.800621, 1], [4, -0.3216831, 0.4708565, 2.781931, 1], [5, -0.353274, 0.2537266, 2.808351, 1], [6, -0.3564643, 0.0641959, 2.738631, 1], [7, -0.3624043, 0.008991949, 2.717983, 1], [8, -0.005270862, 0.4764327, 2.813864, 1], [9, 0.03322409, 0.2400026, 2.827217, 1], [10, 0.03006192, 0.06004346, 2.764246, 1], [11, 0.01530746, 0.02103241, 2.757198, 1], [12, -0.2287811, 0.05838441, 2.808213, 1], [13, -0.223423, -0.2548231, 2.896589, 1], [14, -0.2159339, -0.5563481, 2.944807, 1], [15, -0.21205, -0.6290354, 2.871143, 1], [16, -0.1024559, 0.05748757, 2.817109, 1], [17, -0.1154858, -0.2570211, 2.90132, 1], [18, -0.1071641, -0.5310935, 2.932572, 1], [19, -0.09622288, -0.5777401, 2.810507, 1], [20, -0.1751948, 0.5297428, 2.825695, 1], [21, -0.3713074, -0.05426182, 2.678328, 1], [22, -0.327319, -0.00447783, 2.718786, 1], [23, 0.01620717, -0.03935923, 2.752444, 1], [24, -0.01392111, 0.02890568, 2.728294, 1]]
[[0, -0.1676629, 0.0587294, 2.845583, 1], [1, -0.1724377, 0.3303787, 2.83749, 1], [2, -0.1761001, 0.5948974, 2.819242, 1], [3, -0.166401, 0.7323469, 2.80061, 1], [4, -0.3232984, 0.4716182, 2.783561, 1], [5, -0.3532653, 0.2538646, 2.80839, 1], [6, -0.3590024, 0.07446499, 2.724178, 1], [7, -0.3676288, 0.01711934, 2.699391, 1], [8, -0.005195376, 0.4763157, 2.813932, 1], [9, 0.03310548, 0.2398229, 2.827052, 1], [10, 0.02958242, 0.05987988, 2.764037, 1], [11, 0.01516318, 0.01964933, 2.754161, 1], [12, -0.2288892, 0.05852429, 2.808281, 1], [13, -0.2229984, -0.2546921, 2.896631, 1], [14, -0.2144809, -0.5572658, 2.944203, 1], [15, -0.2103593, -0.6299919, 2.870644, 1], [16, -0.1026052, 0.05758309, 2.817084, 1], [17, -0.1160821, -0.257037, 2.900966, 1], [18, -0.1090406, -0.5668797, 2.948714, 1], [19, -0.1167396, -0.6395369, 2.876078, 1], [20, -0.1753195, 0.5297827, 2.825729, 1], [21, -0.3701057, -0.03955294, 2.66963, 1], [22, -0.332889, 0.007170555, 2.708286, 1], [23, 0.01022919, -0.04843856, 2.757643, 1], [24, -0.009035056, -0.006202668, 2.733444, 1]]
[[0, -0.1677397, 0.05887498, 2.845551, 1], [1, -0.1725873, 0.3304124, 2.837634, 1], [2, -0.1765199, 0.5947328, 2.819753, 1], [3, -0.1664641, 0.7322851, 2.800627, 1], [4, -0.3238807, 0.4721452, 2.784945, 1], [5, -0.3537574, 0.2548548, 2.8082, 1], [6, -0.3582585, 0.08353167, 2.715365, 1], [7, -0.3712835, 0.03343976, 2.67609, 1], [8, -0.004991366, 0.4764616, 2.814195, 1], [9, 0.03314235, 0.239735, 2.827046, 1], [10, 0.02928224, 0.0598333, 2.763904, 1], [11, 0.01307692, 0.01955895, 2.755333, 1], [12, -0.2289911, 0.05863838, 2.808266, 1], [13, -0.2234039, -0.2545489, 2.896697, 1], [14, -0.2119993, -0.5526288, 2.944646, 1], [15, -0.2106307, -0.6260957, 2.872366, 1], [16, -0.1026526, 0.05776723, 2.817033, 1], [17, -0.1168119, -0.2568779, 2.900775, 1], [18, -0.1075506, -0.5663582, 2.949603, 1], [19, -0.1172622, -0.6383963, 2.876257, 1], [20, -0.1756606, 0.5296853, 2.826138, 1], [21, -0.3767458, -0.02495469, 2.628922, 1], [22, -0.3437102, 0.004047354, 2.6842, 1], [23, 0.0138557, -0.04106215, 2.752472, 1], [24, -0.01317824, 0.01826588, 2.726458, 1]]
[[0, -0.1681827, 0.05884913, 2.845881, 1], [1, -0.1727332, 0.330293, 2.837986, 1], [2, -0.1764485, 0.5945296, 2.820105, 1], [3, -0.1662377, 0.7320793, 2.800825, 1], [4, -0.3238764, 0.4723611, 2.785382, 1], [5, -0.3533684, 0.2568878, 2.808784, 1], [6, -0.3630467, 0.1073521, 2.686515, 1], [7, -0.3778757, 0.05305349, 2.651508, 1], [8, -0.004745153, 0.4762951, 2.814264, 1], [9, 0.03312583, 0.2397262, 2.827044, 1], [10, 0.02910118, 0.0598532, 2.763806, 1], [11, 0.0136752, 0.01384545, 2.754956, 1], [12, -0.2293909, 0.05864457, 2.80862, 1], [13, -0.221265, -0.2543731, 2.89739, 1], [14, -0.2107603, -0.5637326, 2.942269, 1], [15, -0.2107648, -0.6362792, 2.86854, 1], [16, -0.1031295, 0.05770714, 2.817348, 1], [17, -0.1169392, -0.2570215, 2.900918, 1], [18, -0.1074138, -0.5664581, 2.949596, 1], [19, -0.1195733, -0.6392459, 2.878422, 1], [20, -0.175645, 0.5295026, 2.826496, 1], [21, -0.3888624, -0.002667337, 2.601246, 1], [22, -0.343985, 0.03260795, 2.647857, 1], [23, 0.01759159, -0.04877842, 2.757821, 1], [24, -0.01935773, 0.004020159, 2.725, 1]]
[[0, -0.1683666, 0.05895788, 2.84603, 1], [1, -0.1726337, 0.3302316, 2.838217, 1], [2, -0.1757346, 0.5941125, 2.820593, 1], [3, -0.1662223, 0.7320239, 2.800869, 1], [4, -0.3238479, 0.4726553, 2.785778, 1], [5, -0.3539264, 0.2609371, 2.808863, 1], [6, -0.3615292, 0.1208356, 2.675021, 1], [7, -0.3785707, 0.08141533, 2.626748, 1], [8, -0.004755036, 0.4762447, 2.814292, 1], [9, 0.0330378, 0.2397661, 2.827038, 1], [10, 0.02913171, 0.05994345, 2.763615, 1], [11, 0.0122972, 0.01737283, 2.75427, 1], [12, -0.2296532, 0.05872481, 2.808836, 1], [13, -0.2214997, -0.2544041, 2.897339, 1], [14, -0.2115931, -0.5629775, 2.942467, 1], [15, -0.2104347, -0.6355249, 2.868676, 1], [16, -0.1032494, 0.05783553, 2.817449, 1], [17, -0.116733, -0.2569896, 2.900819, 1], [18, -0.1070373, -0.56634, 2.949587, 1], [19, -0.118285, -0.6389228, 2.877713, 1], [20, -0.1751374, 0.5292013, 2.826922, 1], [21, -0.3708739, 0.02771323, 2.574421, 1], [22, -0.34412, 0.07777925, 2.618737, 1], [23, 0.010227, -0.04844404, 2.757643, 1], [24, -0.01544872, 0.008475378, 2.725816, 1]]
[[0, -0.1685367, 0.05904313, 2.846317, 1], [1, -0.1727559, 0.3301454, 2.83841, 1], [2, -0.1758734, 0.5938811, 2.820674, 1], [3, -0.1662173, 0.7320139, 2.800894, 1], [4, -0.3236935, 0.4730067, 2.786147, 1], [5, -0.3545867, 0.2713523, 2.8053, 1], [6, -0.3692882, 0.1858488, 2.63019, 1], [7, -0.3766428, 0.1506067, 2.581094, 1], [8, -0.004711973, 0.4763067, 2.814323, 1], [9, 0.03308226, 0.239696, 2.826931, 1], [10, 0.02901023, 0.0599067, 2.763406, 1], [11, 0.01353975, 0.01728151, 2.752903, 1], [12, -0.2299089, 0.05888509, 2.809161, 1], [13, -0.220091, -0.2542985, 2.897463, 1], [14, -0.211569, -0.5624182, 2.942586, 1], [15, -0.2089638, -0.6353264, 2.869445, 1], [16, -0.1033456, 0.05785966, 2.817713, 1], [17, -0.1168899, -0.2570441, 2.900876, 1], [18, -0.1066341, -0.5668223, 2.9498, 1], [19, -0.1186659, -0.6392807, 2.877938, 1], [20, -0.175265, 0.5290098, 2.827037, 1], [21, -0.3856267, 0.113441, 2.534021, 1], [22, -0.3420713, 0.1395305, 2.561864, 1], [23, 0.01022579, -0.04842703, 2.756843, 1], [24, -0.01703463, 0.002317565, 2.720714, 1]]
