[['2, k, 0', [-0.2138252, -0.1405462, 1.0]], ['2, k, 1', [-0.225379, 0.1075441, 1.0]], ['2, k, 2', [-0.2361752, 0.3512476, 1.0]], ['2, k, 3', [-0.2378956, 0.4799702, 1.0]], ['2, k, 4', [-0.3879468, 0.235431, 1.0]], ['2, k, 5', [-0.4363098, 0.05530472, 1.0]], ['2, k, 6', [-0.3324195, -0.1273881, 1.0]], ['2, k, 7', [-0.3048578, -0.1466836, 1.0]], ['2, k, 8', [-0.06523078, 0.25688, 1.0]], ['2, k, 9', [-0.02183737, 0.04355048, 1.0]], ['2, k, 10', [-0.003192557, -0.118627, 1.0]], ['2, k, 11', [-0.01663765, -0.1860665, 1.0]], ['2, k, 12', [-0.2877972, -0.1434975, 1.0]], ['2, k, 13', [-0.2717817, -0.2752835, 1.0]], ['2, k, 14', [-0.2473021, -0.5983378, 1.0]], ['2, k, 15', [-0.232118, -0.6697804, 1.0]], ['2, k, 16', [-0.1352993, -0.1344725, 1.0]], ['2, k, 17', [-0.08425073, -0.2698904, 1.0]], ['2, k, 18', [-0.08845953, -0.6013454, 1.0]], ['2, k, 19', [-0.1041547, -0.667815, 1.0]], ['2, k, 20', [-0.2334768, 0.2910557, 1.0]], ['2, k, 21', [-0.2696919, -0.1993005, 1.0]], ['2, k, 22', [-0.2573352, -0.1517812, 1.0]], ['2, k, 23', [-0.005377247, -0.2288332, 1.0]], ['2, k, 24', [-0.05623013, -0.2089774, 1.0]]]
[['2, k, 0', [-0.2143448, -0.1401775, 1.0]], ['2, k, 1', [-0.2261744, 0.1080686, 1.0]], ['2, k, 2', [-0.2372861, 0.3518405, 1.0]], ['2, k, 3', [-0.2413095, 0.4799587, 1.0]], ['2, k, 4', [-0.3887125, 0.2360433, 1.0]], ['2, k, 5', [-0.4360777, 0.05531185, 1.0]], ['2, k, 6', [-0.3305277, -0.1286596, 1.0]], ['2, k, 7', [-0.3022068, -0.1463589, 1.0]], ['2, k, 8', [-0.07979766, 0.2580213, 1.0]], ['2, k, 9', [-0.03377063, 0.061469, 1.0]], ['2, k, 10', [-0.001527165, -0.1111504, 1.0]], ['2, k, 11', [-0.005941568, -0.1732374, 1.0]], ['2, k, 12', [-0.2882816, -0.1432676, 1.0]], ['2, k, 13', [-0.2714566, -0.2760775, 1.0]], ['2, k, 14', [-0.2477869, -0.5998178, 1.0]], ['2, k, 15', [-0.2288924, -0.6720955, 1.0]], ['2, k, 16', [-0.1358876, -0.1339578, 1.0]], ['2, k, 17', [-0.08572001, -0.2767374, 1.0]], ['2, k, 18', [-0.08838409, -0.6013869, 1.0]], ['2, k, 19', [-0.1008389, -0.6663396, 1.0]], ['2, k, 20', [-0.2345556, 0.2916391, 1.0]], ['2, k, 21', [-0.2694953, -0.2018499, 1.0]], ['2, k, 22', [-0.2657808, -0.1409932, 1.0]], ['2, k, 23', [-0.001446265, -0.2162528, 1.0]], ['2, k, 24', [-0.03931716, -0.2073116, 1.0]]]
[['2, k, 0', [-0.2147754, -0.1393116, 1.0]], ['2, k, 1', [-0.2269531, 0.1090608, 1.0]], ['2, k, 2', [-0.238675, 0.353109, 1.0]], ['2, k, 3', [-0.2463183, 0.4819575, 1.0]], ['2, k, 4', [-0.3893711, 0.2364853, 1.0]], ['2, k, 5', [-0.4361244, 0.05536428, 1.0]], ['2, k, 6', [-0.3306389, -0.1165371, 1.0]], ['2, k, 7', [-0.3054985, -0.1326004, 1.0]], ['2, k, 8', [-0.0912858, 0.2650806, 1.0]], ['2, k, 9', [-0.03541013, 0.05916988, 1.0]], ['2, k, 10', [-0.002282164, -0.08967852, 1.0]], ['2, k, 11', [-0.0005223554, -0.1521824, 1.0]], ['2, k, 12', [-0.2886023, -0.1428958, 1.0]], ['2, k, 13', [-0.2716529, -0.2756514, 1.0]], ['2, k, 14', [-0.247494, -0.6008143, 1.0]], ['2, k, 15', [-0.2290996, -0.6704347, 1.0]], ['2, k, 16', [-0.1365329, -0.1321247, 1.0]], ['2, k, 17', [-0.08631891, -0.2781449, 1.0]], ['2, k, 18', [-0.08798801, -0.6006882, 1.0]], ['2, k, 19', [-0.1023959, -0.6642193, 1.0]], ['2, k, 20', [-0.2358056, 0.292838, 1.0]], ['2, k, 21', [-0.2836626, -0.1571932, 1.0]], ['2, k, 22', [-0.26485, -0.1318462, 1.0]], ['2, k, 23', [0.01029074, -0.1969391, 1.0]], ['2, k, 24', [-0.04239456, -0.1584294, 1.0]]]
[['2, k, 0', [-0.2144488, -0.1376008, 1.0]], ['2, k, 1', [-0.2274117, 0.1107522, 1.0]], ['2, k, 2', [-0.2397796, 0.3545021, 1.0]], ['2, k, 3', [-0.2502589, 0.4874471, 1.0]], ['2, k, 4', [-0.3899406, 0.2373207, 1.0]], ['2, k, 5', [-0.4360828, 0.05581418, 1.0]], ['2, k, 6', [-0.3307902, -0.1085768, 1.0]], ['2, k, 7', [-0.2987797, -0.1277946, 1.0]], ['2, k, 8', [-0.09437251, 0.2675253, 1.0]], ['2, k, 9', [-0.03952305, 0.1168748, 1.0]], ['2, k, 10', [0.001410812, -0.06753445, 1.0]], ['2, k, 11', [0.00241369, -0.118553, 1.0]], ['2, k, 12', [-0.2882199, -0.1416506, 1.0]], ['2, k, 13', [-0.2716124, -0.2768152, 1.0]], ['2, k, 14', [-0.2485759, -0.601113, 1.0]], ['2, k, 15', [-0.2331129, -0.6639828, 1.0]], ['2, k, 16', [-0.1362221, -0.1300102, 1.0]], ['2, k, 17', [-0.08633997, -0.2795032, 1.0]], ['2, k, 18', [-0.0878915, -0.6004969, 1.0]], ['2, k, 19', [-0.09584461, -0.6611328, 1.0]], ['2, k, 20', [-0.2367855, 0.2943068, 1.0]], ['2, k, 21', [-0.2643161, -0.1701187, 1.0]], ['2, k, 22', [-0.2613107, -0.1219575, 1.0]], ['2, k, 23', [0.01429538, -0.1689984, 1.0]], ['2, k, 24', [-0.03932126, -0.1273756, 1.0]]]
[['2, k, 0', [-0.2168081, -0.1362512, 1.0]], ['2, k, 1', [-0.2292696, 0.1121043, 1.0]], ['2, k, 2', [-0.2409861, 0.3557308, 1.0]], ['2, k, 3', [-0.255161, 0.4903676, 1.0]], ['2, k, 4', [-0.3903922, 0.2377468, 1.0]], ['2, k, 5', [-0.4375463, 0.05717099, 1.0]], ['2, k, 6', [-0.3322183, -0.1014671, 1.0]], ['2, k, 7', [-0.2982927, -0.121801, 1.0]], ['2, k, 8', [-0.09978234, 0.2717655, 1.0]], ['2, k, 9', [-0.03145603, 0.1477785, 1.0]], ['2, k, 10', [0.0004397065, -0.01377843, 1.0]], ['2, k, 11', [0.004839969, -0.07335076, 1.0]], ['2, k, 12', [-0.290678, -0.1406583, 1.0]], ['2, k, 13', [-0.2718165, -0.2770841, 1.0]], ['2, k, 14', [-0.2485291, -0.6012179, 1.0]], ['2, k, 15', [-0.2366078, -0.6660197, 1.0]], ['2, k, 16', [-0.1384712, -0.1284989, 1.0]], ['2, k, 17', [-0.08664396, -0.2798838, 1.0]], ['2, k, 18', [-0.08706166, -0.5982988, 1.0]], ['2, k, 19', [-0.09642093, -0.6603466, 1.0]], ['2, k, 20', [-0.2381783, 0.2955626, 1.0]], ['2, k, 21', [-0.2553495, -0.1654764, 1.0]], ['2, k, 22', [-0.2662767, -0.1138322, 1.0]], ['2, k, 23', [0.01901414, -0.1156853, 1.0]], ['2, k, 24', [-0.0366733, -0.07760546, 1.0]]]
[['2, k, 0', [-0.2172372, -0.1347025, 1.0]], ['2, k, 1', [-0.231178, 0.1156403, 1.0]], ['2, k, 2', [-0.2449912, 0.3617278, 1.0]], ['2, k, 3', [-0.2570276, 0.4906377, 1.0]], ['2, k, 4', [-0.3913985, 0.2387434, 1.0]], ['2, k, 5', [-0.4387104, 0.05810777, 1.0]], ['2, k, 6', [-0.3316816, -0.1014567, 1.0]], ['2, k, 7', [-0.2990926, -0.1217189, 1.0]], ['2, k, 8', [-0.1014458, 0.2728121, 1.0]], ['2, k, 9', [-0.03139023, 0.1607313, 1.0]], ['2, k, 10', [0.0008040807, 0.02254694, 1.0]], ['2, k, 11', [0.001281354, -0.004999269, 1.0]], ['2, k, 12', [-0.2914304, -0.1393585, 1.0]], ['2, k, 13', [-0.2719008, -0.2769279, 1.0]], ['2, k, 14', [-0.2484858, -0.6016685, 1.0]], ['2, k, 15', [-0.2363574, -0.6665924, 1.0]], ['2, k, 16', [-0.1386034, -0.1268037, 1.0]], ['2, k, 17', [-0.08683388, -0.2797236, 1.0]], ['2, k, 18', [-0.08724134, -0.5999128, 1.0]], ['2, k, 19', [-0.09719828, -0.6615792, 1.0]], ['2, k, 20', [-0.2416298, 0.3008921, 1.0]], ['2, k, 21', [-0.2646791, -0.1666187, 1.0]], ['2, k, 22', [-0.2633142, -0.1128976, 1.0]], ['2, k, 23', [0.01136365, -0.04814697, 1.0]], ['2, k, 24', [-0.03288556, -0.02068882, 1.0]]]
[['2, k, 0', [-0.2170528, -0.1334414, 1.0]], ['2, k, 1', [-0.232252, 0.1183151, 1.0]], ['2, k, 2', [-0.2480175, 0.3660396, 1.0]], ['2, k, 3', [-0.2588001, 0.4918308, 1.0]], ['2, k, 4', [-0.3941786, 0.2443569, 1.0]], ['2, k, 5', [-0.4373853, 0.061415, 1.0]], ['2, k, 6', [-0.3276378, -0.1064607, 1.0]], ['2, k, 7', [-0.2931122, -0.1267925, 1.0]], ['2, k, 8', [-0.1019356, 0.2729145, 1.0]], ['2, k, 9', [-0.02806781, 0.1916481, 1.0]], ['2, k, 10', [-0.003568306, 0.08736197, 1.0]], ['2, k, 11', [0.0008647994, 0.05225768, 1.0]], ['2, k, 12', [-0.2913529, -0.1384913, 1.0]], ['2, k, 13', [-0.2713472, -0.2784367, 1.0]], ['2, k, 14', [-0.24887, -0.6010087, 1.0]], ['2, k, 15', [-0.2357073, -0.6656295, 1.0]], ['2, k, 16', [-0.138289, -0.1252557, 1.0]], ['2, k, 17', [-0.0874528, -0.2783999, 1.0]], ['2, k, 18', [-0.08749539, -0.6004409, 1.0]], ['2, k, 19', [-0.09751593, -0.6625558, 1.0]], ['2, k, 20', [-0.2441351, 0.3047942, 1.0]], ['2, k, 21', [-0.2503836, -0.17271, 1.0]], ['2, k, 22', [-0.2627593, -0.1164535, 1.0]], ['2, k, 23', [-0.001706267, 0.02960643, 1.0]], ['2, k, 24', [-0.02499746, 0.04466237, 1.0]]]
[['2, k, 0', [-0.2164268, -0.132402, 1.0]], ['2, k, 1', [-0.2332005, 0.1197756, 1.0]], ['2, k, 2', [-0.251473, 0.3678824, 1.0]], ['2, k, 3', [-0.2603201, 0.4919358, 1.0]], ['2, k, 4', [-0.3955455, 0.2454866, 1.0]], ['2, k, 5', [-0.4373655, 0.06185707, 1.0]], ['2, k, 6', [-0.3268774, -0.1069863, 1.0]], ['2, k, 7', [-0.2951508, -0.1249168, 1.0]], ['2, k, 8', [-0.1037686, 0.2725162, 1.0]], ['2, k, 9', [-0.03122022, 0.2377344, 1.0]], ['2, k, 10', [-0.01739024, 0.1613447, 1.0]], ['2, k, 11', [-0.01277601, 0.1507972, 1.0]], ['2, k, 12', [-0.2909792, -0.1379055, 1.0]], ['2, k, 13', [-0.2716889, -0.2778493, 1.0]], ['2, k, 14', [-0.2486807, -0.6006963, 1.0]], ['2, k, 15', [-0.2351938, -0.6666248, 1.0]], ['2, k, 16', [-0.1373846, -0.1237791, 1.0]], ['2, k, 17', [-0.08769433, -0.2770522, 1.0]], ['2, k, 18', [-0.08759014, -0.6000166, 1.0]], ['2, k, 19', [-0.09698184, -0.6624569, 1.0]], ['2, k, 20', [-0.246894, 0.3065767, 1.0]], ['2, k, 21', [-0.2575667, -0.165451, 1.0]], ['2, k, 22', [-0.2637233, -0.1173215, 1.0]], ['2, k, 23', [0.0004519944, 0.1211327, 1.0]], ['2, k, 24', [-0.02141819, 0.1351645, 1.0]]]
[['2, k, 0', [-0.2153902, -0.130556, 1.0]], ['2, k, 1', [-0.2350089, 0.1226877, 1.0]], ['2, k, 2', [-0.2580815, 0.3722545, 1.0]], ['2, k, 3', [-0.2607717, 0.4933696, 1.0]], ['2, k, 4', [-0.395985, 0.2462455, 1.0]], ['2, k, 5', [-0.4372523, 0.06234451, 1.0]], ['2, k, 6', [-0.3268703, -0.1066915, 1.0]], ['2, k, 7', [-0.2945807, -0.1263419, 1.0]], ['2, k, 8', [-0.1059535, 0.2738346, 1.0]], ['2, k, 9', [-0.02311285, 0.2781993, 1.0]], ['2, k, 10', [-0.01014341, 0.2252929, 1.0]], ['2, k, 11', [-0.02032918, 0.197066, 1.0]], ['2, k, 12', [-0.290291, -0.1362359, 1.0]], ['2, k, 13', [-0.2722397, -0.276849, 1.0]], ['2, k, 14', [-0.2486223, -0.6005255, 1.0]], ['2, k, 15', [-0.233587, -0.664858, 1.0]], ['2, k, 16', [-0.1359614, -0.1218198, 1.0]], ['2, k, 17', [-0.08777293, -0.2774016, 1.0]], ['2, k, 18', [-0.08774124, -0.6000975, 1.0]], ['2, k, 19', [-0.1015406, -0.6644925, 1.0]], ['2, k, 20', [-0.2521664, 0.3106104, 1.0]], ['2, k, 21', [-0.2527111, -0.1691671, 1.0]], ['2, k, 22', [-0.2678727, -0.1075351, 1.0]], ['2, k, 23', [-0.006666516, 0.1909769, 1.0]], ['2, k, 24', [-0.03091785, 0.1865044, 1.0]]]
[['2, k, 0', [-0.2153447, -0.130227, 1.0]], ['2, k, 1', [-0.2359773, 0.1236149, 1.0]], ['2, k, 2', [-0.2597573, 0.373704, 1.0]], ['2, k, 3', [-0.2611278, 0.4936169, 1.0]], ['2, k, 4', [-0.3969638, 0.2473299, 1.0]], ['2, k, 5', [-0.4367803, 0.06288438, 1.0]], ['2, k, 6', [-0.3269813, -0.1065724, 1.0]], ['2, k, 7', [-0.2969675, -0.1267214, 1.0]], ['2, k, 8', [-0.1066974, 0.2729416, 1.0]], ['2, k, 9', [-0.01275097, 0.2691014, 1.0]], ['2, k, 10', [-0.007270933, 0.2175686, 1.0]], ['2, k, 11', [-0.02197641, 0.2585455, 1.0]], ['2, k, 12', [-0.2903116, -0.1359162, 1.0]], ['2, k, 13', [-0.2724054, -0.2770844, 1.0]], ['2, k, 14', [-0.2486964, -0.6005875, 1.0]], ['2, k, 15', [-0.2329684, -0.664478, 1.0]], ['2, k, 16', [-0.1358605, -0.1215342, 1.0]], ['2, k, 17', [-0.08793607, -0.2775425, 1.0]], ['2, k, 18', [-0.08804274, -0.6002892, 1.0]], ['2, k, 19', [-0.1040691, -0.6647001, 1.0]], ['2, k, 20', [-0.2537749, 0.3119551, 1.0]], ['2, k, 21', [-0.2547972, -0.1708339, 1.0]], ['2, k, 22', [-0.2685022, -0.1096757, 1.0]], ['2, k, 23', [-0.005550784, 0.2677675, 1.0]], ['2, k, 24', [-0.04202972, 0.2501706, 1.0]]]
[['2, k, 0', [-0.2151928, -0.1298995, 1.0]], ['2, k, 1', [-0.2362982, 0.123909, 1.0]], ['2, k, 2', [-0.2602184, 0.3739229, 1.0]], ['2, k, 3', [-0.2612718, 0.4937626, 1.0]], ['2, k, 4', [-0.3971472, 0.2477369, 1.0]], ['2, k, 5', [-0.4366668, 0.06317327, 1.0]], ['2, k, 6', [-0.3271091, -0.1064567, 1.0]], ['2, k, 7', [-0.2944782, -0.1286363, 1.0]], ['2, k, 8', [-0.1065007, 0.2721807, 1.0]], ['2, k, 9', [-0.0107035, 0.2717956, 1.0]], ['2, k, 10', [-0.006333519, 0.2181581, 1.0]], ['2, k, 11', [-0.01562331, 0.3233646, 1.0]], ['2, k, 12', [-0.2902577, -0.1355553, 1.0]], ['2, k, 13', [-0.2727284, -0.2766568, 1.0]], ['2, k, 14', [-0.2489066, -0.5999615, 1.0]], ['2, k, 15', [-0.2326822, -0.6638899, 1.0]], ['2, k, 16', [-0.1355871, -0.121301, 1.0]], ['2, k, 17', [-0.08797349, -0.2782301, 1.0]], ['2, k, 18', [-0.08813189, -0.6001911, 1.0]], ['2, k, 19', [-0.1026278, -0.6643251, 1.0]], ['2, k, 20', [-0.2542453, 0.3122042, 1.0]], ['2, k, 21', [-0.2548944, -0.1708964, 1.0]], ['2, k, 22', [-0.2640188, -0.1147109, 1.0]], ['2, k, 23', [-0.003105225, 0.3361607, 1.0]], ['2, k, 24', [-0.04602714, 0.3113607, 1.0]]]
