[['2, k, 0', [-0.356202, -0.221849, 1.0]], ['2, k, 1', [-0.336365, 0.0921456, 1.0]], ['2, k, 2', [-0.315093, 0.397867, 1.0]], ['2, k, 3', [-0.307496, 0.540067, 1.0]], ['2, k, 4', [-0.50897, 0.300993, 1.0]], ['2, k, 5', [-0.62624, 0.0570238, 1.0]], ['2, k, 6', [-0.656223, -0.149393, 1.0]], ['2, k, 7', [-0.633455, -0.186707, 1.0]], ['2, k, 8', [-0.132579, 0.298584, 1.0]], ['2, k, 9', [-0.0260752, 0.0653041, 1.0]], ['2, k, 10', [-0.00867443, -0.142666, 1.0]], ['2, k, 11', [-0.0303458, -0.185657, 1.0]], ['2, k, 12', [-0.437012, -0.218141, 1.0]], ['2, k, 13', [-0.467179, -0.660161, 1.0]], ['2, k, 14', [-0.484545, -1.00912, 1.0]], ['2, k, 15', [-0.501953, -1.0625, 1.0]], ['2, k, 16', [-0.265382, -0.219337, 1.0]], ['2, k, 17', [-0.277224, -0.655799, 1.0]], ['2, k, 18', [-0.284678, -1.01071, 1.0]], ['2, k, 19', [-0.250244, -1.06055, 1.0]], ['2, k, 20', [-0.320677, 0.32264, 1.0]], ['2, k, 21', [-0.620797, -0.228711, 1.0]], ['2, k, 22', [-0.537523, -0.20427, 1.0]], ['2, k, 23', [-0.0447389, -0.230538, 1.0]], ['2, k, 24', [0.0142655, -0.204372, 1.0]]]
[['2, k, 0', [-0.356195, -0.22183, 1.0]], ['2, k, 1', [-0.336372, 0.092136, 1.0]], ['2, k, 2', [-0.315148, 0.397769, 1.0]], ['2, k, 3', [-0.307491, 0.540036, 1.0]], ['2, k, 4', [-0.509034, 0.30102, 1.0]], ['2, k, 5', [-0.626207, 0.0568051, 1.0]], ['2, k, 6', [-0.656234, -0.149485, 1.0]], ['2, k, 7', [-0.633194, -0.186413, 1.0]], ['2, k, 8', [-0.132589, 0.298584, 1.0]], ['2, k, 9', [-0.0261424, 0.0655275, 1.0]], ['2, k, 10', [-0.00857662, -0.142511, 1.0]], ['2, k, 11', [-0.0303169, -0.185529, 1.0]], ['2, k, 12', [-0.437003, -0.218107, 1.0]], ['2, k, 13', [-0.466608, -0.65884, 1.0]], ['2, k, 14', [-0.484542, -1.00911, 1.0]], ['2, k, 15', [-0.501365, -1.06215, 1.0]], ['2, k, 16', [-0.265375, -0.219317, 1.0]], ['2, k, 17', [-0.277106, -0.65572, 1.0]], ['2, k, 18', [-0.284785, -1.01075, 1.0]], ['2, k, 19', [-0.250212, -1.06052, 1.0]], ['2, k, 20', [-0.320716, 0.322573, 1.0]], ['2, k, 21', [-0.617815, -0.231457, 1.0]], ['2, k, 22', [-0.537389, -0.204218, 1.0]], ['2, k, 23', [-0.0446728, -0.229571, 1.0]], ['2, k, 24', [0.0146331, -0.195424, 1.0]]]
[['2, k, 0', [-0.356161, -0.221841, 1.0]], ['2, k, 1', [-0.336319, 0.0920808, 1.0]], ['2, k, 2', [-0.315067, 0.397637, 1.0]], ['2, k, 3', [-0.307501, 0.539995, 1.0]], ['2, k, 4', [-0.509029, 0.301057, 1.0]], ['2, k, 5', [-0.626206, 0.056805, 1.0]], ['2, k, 6', [-0.656241, -0.149471, 1.0]], ['2, k, 7', [-0.63308, -0.187335, 1.0]], ['2, k, 8', [-0.132599, 0.298553, 1.0]], ['2, k, 9', [-0.0262203, 0.0656518, 1.0]], ['2, k, 10', [-0.00857753, -0.142474, 1.0]], ['2, k, 11', [-0.0304815, -0.185844, 1.0]], ['2, k, 12', [-0.436971, -0.218112, 1.0]], ['2, k, 13', [-0.466723, -0.658608, 1.0]], ['2, k, 14', [-0.484674, -1.00885, 1.0]], ['2, k, 15', [-0.501042, -1.0618, 1.0]], ['2, k, 16', [-0.265339, -0.219337, 1.0]], ['2, k, 17', [-0.275956, -0.655505, 1.0]], ['2, k, 18', [-0.284776, -1.01058, 1.0]], ['2, k, 19', [-0.250287, -1.0604, 1.0]], ['2, k, 20', [-0.320643, 0.322462, 1.0]], ['2, k, 21', [-0.622492, -0.232666, 1.0]], ['2, k, 22', [-0.53768, -0.204337, 1.0]], ['2, k, 23', [-0.0428191, -0.229207, 1.0]], ['2, k, 24', [0.0143959, -0.203833, 1.0]]]
[['2, k, 0', [-0.356107, -0.221897, 1.0]], ['2, k, 1', [-0.336284, 0.0919841, 1.0]], ['2, k, 2', [-0.315052, 0.397494, 1.0]], ['2, k, 3', [-0.307482, 0.539965, 1.0]], ['2, k, 4', [-0.509006, 0.301014, 1.0]], ['2, k, 5', [-0.626206, 0.0568104, 1.0]], ['2, k, 6', [-0.656377, -0.149432, 1.0]], ['2, k, 7', [-0.633048, -0.187189, 1.0]], ['2, k, 8', [-0.132601, 0.298547, 1.0]], ['2, k, 9', [-0.0262887, 0.0658863, 1.0]], ['2, k, 10', [-0.00844983, -0.142192, 1.0]], ['2, k, 11', [-0.0291508, -0.185504, 1.0]], ['2, k, 12', [-0.43693, -0.218159, 1.0]], ['2, k, 13', [-0.466787, -0.658628, 1.0]], ['2, k, 14', [-0.484894, -1.00906, 1.0]], ['2, k, 15', [-0.500458, -1.06142, 1.0]], ['2, k, 16', [-0.265272, -0.219402, 1.0]], ['2, k, 17', [-0.275936, -0.655471, 1.0]], ['2, k, 18', [-0.280209, -1.0103, 1.0]], ['2, k, 19', [-0.250285, -1.06052, 1.0]], ['2, k, 20', [-0.320623, 0.322331, 1.0]], ['2, k, 21', [-0.622391, -0.229918, 1.0]], ['2, k, 22', [-0.537532, -0.204274, 1.0]], ['2, k, 23', [-0.0418573, -0.230315, 1.0]], ['2, k, 24', [-0.115572, -0.206875, 1.0]]]
[['2, k, 0', [-0.356039, -0.221983, 1.0]], ['2, k, 1', [-0.336251, 0.0919494, 1.0]], ['2, k, 2', [-0.315041, 0.397488, 1.0]], ['2, k, 3', [-0.307575, 0.539883, 1.0]], ['2, k, 4', [-0.509004, 0.300813, 1.0]], ['2, k, 5', [-0.626151, 0.0566517, 1.0]], ['2, k, 6', [-0.656304, -0.149489, 1.0]], ['2, k, 7', [-0.632896, -0.18732, 1.0]], ['2, k, 8', [-0.132594, 0.298527, 1.0]], ['2, k, 9', [-0.0264331, 0.0661443, 1.0]], ['2, k, 10', [-0.00837249, -0.141953, 1.0]], ['2, k, 11', [-0.0308519, -0.186718, 1.0]], ['2, k, 12', [-0.436862, -0.218274, 1.0]], ['2, k, 13', [-0.466797, -0.658604, 1.0]], ['2, k, 14', [-0.484841, -1.00942, 1.0]], ['2, k, 15', [-0.49969, -1.06144, 1.0]], ['2, k, 16', [-0.265197, -0.219464, 1.0]], ['2, k, 17', [-0.275958, -0.655478, 1.0]], ['2, k, 18', [-0.280491, -1.01007, 1.0]], ['2, k, 19', [-0.250219, -1.06043, 1.0]], ['2, k, 20', [-0.320608, 0.32232, 1.0]], ['2, k, 21', [-0.619645, -0.231053, 1.0]], ['2, k, 22', [-0.537436, -0.204502, 1.0]], ['2, k, 23', [-0.0440395, -0.230033, 1.0]], ['2, k, 24', [-0.120047, -0.206841, 1.0]]]
[['2, k, 0', [-0.356043, -0.221971, 1.0]], ['2, k, 1', [-0.336253, 0.0919455, 1.0]], ['2, k, 2', [-0.315042, 0.397463, 1.0]], ['2, k, 3', [-0.3076, 0.53986, 1.0]], ['2, k, 4', [-0.509031, 0.300662, 1.0]], ['2, k, 5', [-0.626024, 0.0567174, 1.0]], ['2, k, 6', [-0.656288, -0.149362, 1.0]], ['2, k, 7', [-0.631687, -0.186845, 1.0]], ['2, k, 8', [-0.132588, 0.298519, 1.0]], ['2, k, 9', [-0.0265597, 0.0665526, 1.0]], ['2, k, 10', [-0.00838145, -0.14149, 1.0]], ['2, k, 11', [-0.0299604, -0.185742, 1.0]], ['2, k, 12', [-0.436863, -0.218274, 1.0]], ['2, k, 13', [-0.466664, -0.658822, 1.0]], ['2, k, 14', [-0.485022, -1.01043, 1.0]], ['2, k, 15', [-0.49989, -1.06219, 1.0]], ['2, k, 16', [-0.265207, -0.219419, 1.0]], ['2, k, 17', [-0.276104, -0.655752, 1.0]], ['2, k, 18', [-0.280508, -1.01009, 1.0]], ['2, k, 19', [-0.250199, -1.06043, 1.0]], ['2, k, 20', [-0.320609, 0.322302, 1.0]], ['2, k, 21', [-0.615851, -0.230491, 1.0]], ['2, k, 22', [-0.537538, -0.204279, 1.0]], ['2, k, 23', [-0.0457812, -0.230745, 1.0]], ['2, k, 24', [-0.120115, -0.206937, 1.0]]]
[['2, k, 0', [-0.35604, -0.221985, 1.0]], ['2, k, 1', [-0.336245, 0.0919363, 1.0]], ['2, k, 2', [-0.315031, 0.397457, 1.0]], ['2, k, 3', [-0.307613, 0.539857, 1.0]], ['2, k, 4', [-0.50911, 0.300619, 1.0]], ['2, k, 5', [-0.626038, 0.0567323, 1.0]], ['2, k, 6', [-0.65623, -0.149327, 1.0]], ['2, k, 7', [-0.632233, -0.187152, 1.0]], ['2, k, 8', [-0.132593, 0.298501, 1.0]], ['2, k, 9', [-0.0267702, 0.0666709, 1.0]], ['2, k, 10', [-0.00835721, -0.141304, 1.0]], ['2, k, 11', [-0.0305344, -0.186071, 1.0]], ['2, k, 12', [-0.436861, -0.218282, 1.0]], ['2, k, 13', [-0.466621, -0.658989, 1.0]], ['2, k, 14', [-0.485414, -1.01193, 1.0]], ['2, k, 15', [-0.499765, -1.06304, 1.0]], ['2, k, 16', [-0.265205, -0.219437, 1.0]], ['2, k, 17', [-0.276162, -0.65583, 1.0]], ['2, k, 18', [-0.281167, -1.01022, 1.0]], ['2, k, 19', [-0.250171, -1.06044, 1.0]], ['2, k, 20', [-0.320599, 0.322296, 1.0]], ['2, k, 21', [-0.61766, -0.232553, 1.0]], ['2, k, 22', [-0.537402, -0.204226, 1.0]], ['2, k, 23', [-0.0439229, -0.229999, 1.0]], ['2, k, 24', [-0.123961, -0.206595, 1.0]]]
[['2, k, 0', [-0.35609, -0.221964, 1.0]], ['2, k, 1', [-0.336245, 0.0919212, 1.0]], ['2, k, 2', [-0.314959, 0.397353, 1.0]], ['2, k, 3', [-0.307658, 0.539793, 1.0]], ['2, k, 4', [-0.509121, 0.300612, 1.0]], ['2, k, 5', [-0.626041, 0.0567185, 1.0]], ['2, k, 6', [-0.656316, -0.149277, 1.0]], ['2, k, 7', [-0.63273, -0.188235, 1.0]], ['2, k, 8', [-0.132606, 0.298512, 1.0]], ['2, k, 9', [-0.0268508, 0.0668069, 1.0]], ['2, k, 10', [-0.00833042, -0.141199, 1.0]], ['2, k, 11', [-0.0301449, -0.185846, 1.0]], ['2, k, 12', [-0.436904, -0.218273, 1.0]], ['2, k, 13', [-0.466665, -0.658863, 1.0]], ['2, k, 14', [-0.485485, -1.01126, 1.0]], ['2, k, 15', [-0.498726, -1.06108, 1.0]], ['2, k, 16', [-0.265269, -0.219401, 1.0]], ['2, k, 17', [-0.276146, -0.65581, 1.0]], ['2, k, 18', [-0.28133, -1.01028, 1.0]], ['2, k, 19', [-0.250193, -1.06044, 1.0]], ['2, k, 20', [-0.320555, 0.322222, 1.0]], ['2, k, 21', [-0.616929, -0.23378, 1.0]], ['2, k, 22', [-0.537524, -0.204274, 1.0]], ['2, k, 23', [-0.0462777, -0.227776, 1.0]], ['2, k, 24', [-0.120015, -0.206263, 1.0]]]
[['2, k, 0', [-0.356108, -0.221993, 1.0]], ['2, k, 1', [-0.336305, 0.0918931, 1.0]], ['2, k, 2', [-0.315083, 0.397338, 1.0]], ['2, k, 3', [-0.307697, 0.539751, 1.0]], ['2, k, 4', [-0.509171, 0.300617, 1.0]], ['2, k, 5', [-0.626107, 0.0566289, 1.0]], ['2, k, 6', [-0.656239, -0.149262, 1.0]], ['2, k, 7', [-0.632345, -0.186649, 1.0]], ['2, k, 8', [-0.132636, 0.298525, 1.0]], ['2, k, 9', [-0.0269965, 0.0667757, 1.0]], ['2, k, 10', [-0.00828232, -0.141152, 1.0]], ['2, k, 11', [-0.0289571, -0.187389, 1.0]], ['2, k, 12', [-0.436916, -0.218296, 1.0]], ['2, k, 13', [-0.466731, -0.658751, 1.0]], ['2, k, 14', [-0.484908, -1.01124, 1.0]], ['2, k, 15', [-0.498352, -1.06088, 1.0]], ['2, k, 16', [-0.265293, -0.219435, 1.0]], ['2, k, 17', [-0.276177, -0.655828, 1.0]], ['2, k, 18', [-0.281506, -1.01018, 1.0]], ['2, k, 19', [-0.250217, -1.06049, 1.0]], ['2, k, 20', [-0.32066, 0.322202, 1.0]], ['2, k, 21', [-0.621446, -0.231216, 1.0]], ['2, k, 22', [-0.537447, -0.204244, 1.0]], ['2, k, 23', [-0.047569, -0.230435, 1.0]], ['2, k, 24', [-0.125425, -0.207632, 1.0]]]
[['2, k, 0', [-0.356088, -0.221985, 1.0]], ['2, k, 1', [-0.336295, 0.0918722, 1.0]], ['2, k, 2', [-0.315083, 0.397296, 1.0]], ['2, k, 3', [-0.307746, 0.539738, 1.0]], ['2, k, 4', [-0.509238, 0.300654, 1.0]], ['2, k, 5', [-0.62609, 0.0567012, 1.0]], ['2, k, 6', [-0.655715, -0.149119, 1.0]], ['2, k, 7', [-0.632969, -0.187746, 1.0]], ['2, k, 8', [-0.132641, 0.298528, 1.0]], ['2, k, 9', [-0.0270716, 0.0668706, 1.0]], ['2, k, 10', [-0.00812996, -0.141069, 1.0]], ['2, k, 11', [-0.0296047, -0.186407, 1.0]], ['2, k, 12', [-0.436864, -0.217935, 1.0]], ['2, k, 13', [-0.466722, -0.658793, 1.0]], ['2, k, 14', [-0.485177, -1.0112, 1.0]], ['2, k, 15', [-0.498363, -1.0609, 1.0]], ['2, k, 16', [-0.265265, -0.219784, 1.0]], ['2, k, 17', [-0.276221, -0.655985, 1.0]], ['2, k, 18', [-0.282398, -1.01048, 1.0]], ['2, k, 19', [-0.250206, -1.06051, 1.0]], ['2, k, 20', [-0.320657, 0.322164, 1.0]], ['2, k, 21', [-0.61914, -0.231559, 1.0]], ['2, k, 22', [-0.537447, -0.204245, 1.0]], ['2, k, 23', [-0.0396522, -0.233141, 1.0]], ['2, k, 24', [-0.120076, -0.206923, 1.0]]]
[['2, k, 0', [-0.356051, -0.22197, 1.0]], ['2, k, 1', [-0.336263, 0.0918787, 1.0]], ['2, k, 2', [-0.315053, 0.397298, 1.0]], ['2, k, 3', [-0.307756, 0.539723, 1.0]], ['2, k, 4', [-0.509288, 0.300674, 1.0]], ['2, k, 5', [-0.625996, 0.0567192, 1.0]], ['2, k, 6', [-0.655077, -0.148876, 1.0]], ['2, k, 7', [-0.63233, -0.187677, 1.0]], ['2, k, 8', [-0.132705, 0.298563, 1.0]], ['2, k, 9', [-0.0272294, 0.0670007, 1.0]], ['2, k, 10', [-0.00809823, -0.141022, 1.0]], ['2, k, 11', [-0.0290445, -0.186474, 1.0]], ['2, k, 12', [-0.43674, -0.217549, 1.0]], ['2, k, 13', [-0.466716, -0.658782, 1.0]], ['2, k, 14', [-0.484956, -1.01146, 1.0]], ['2, k, 15', [-0.498233, -1.0608, 1.0]], ['2, k, 16', [-0.26519, -0.22002, 1.0]], ['2, k, 17', [-0.276239, -0.655968, 1.0]], ['2, k, 18', [-0.282624, -1.01053, 1.0]], ['2, k, 19', [-0.250081, -1.06064, 1.0]], ['2, k, 20', [-0.320626, 0.322167, 1.0]], ['2, k, 21', [-0.617169, -0.233685, 1.0]], ['2, k, 22', [-0.537738, -0.20428, 1.0]], ['2, k, 23', [-0.0446438, -0.231622, 1.0]], ['2, k, 24', [-0.120796, -0.207181, 1.0]]]
