[['2, k, 0', [-0.0811335, -0.28634, 1.0]], ['2, k, 1', [-0.078409, 0.0605434, 1.0]], ['2, k, 2', [-0.0751713, 0.396301, 1.0]], ['2, k, 3', [-0.0786118, 0.571064, 1.0]], ['2, k, 4', [-0.277852, 0.279607, 1.0]], ['2, k, 5', [-0.343667, 0.0210754, 1.0]], ['2, k, 6', [-0.379167, -0.251214, 1.0]], ['2, k, 7', [-0.380913, -0.319124, 1.0]], ['2, k, 8', [0.114634, 0.26589, 1.0]], ['2, k, 9', [0.185539, -0.00653208, 1.0]], ['2, k, 10', [0.222248, -0.266599, 1.0]], ['2, k, 11', [0.222081, -0.332577, 1.0]], ['2, k, 12', [-0.169512, -0.278151, 1.0]], ['2, k, 13', [-0.197512, -0.719224, 1.0]], ['2, k, 14', [-0.252809, -1.09398, 1.0]], ['2, k, 15', [-0.265048, -1.15082, 1.0]], ['2, k, 16', [0.0101001, -0.284524, 1.0]], ['2, k, 17', [0.0501693, -0.706424, 1.0]], ['2, k, 18', [0.091675, -1.08028, 1.0]], ['2, k, 19', [0.125963, -1.14278, 1.0]], ['2, k, 20', [-0.0760684, 0.313985, 1.0]], ['2, k, 21', [-0.381149, -0.378282, 1.0]], ['2, k, 22', [-0.315356, -0.347963, 1.0]], ['2, k, 23', [0.224166, -0.393237, 1.0]], ['2, k, 24', [0.157138, -0.355364, 1.0]]]
[['2, k, 0', [-0.0810361, -0.286383, 1.0]], ['2, k, 1', [-0.0784056, 0.0605373, 1.0]], ['2, k, 2', [-0.0752156, 0.396301, 1.0]], ['2, k, 3', [-0.0786075, 0.571067, 1.0]], ['2, k, 4', [-0.277848, 0.279619, 1.0]], ['2, k, 5', [-0.343622, 0.0210872, 1.0]], ['2, k, 6', [-0.379263, -0.251159, 1.0]], ['2, k, 7', [-0.381512, -0.320068, 1.0]], ['2, k, 8', [0.114622, 0.26589, 1.0]], ['2, k, 9', [0.185634, -0.00684761, 1.0]], ['2, k, 10', [0.222253, -0.266599, 1.0]], ['2, k, 11', [0.222938, -0.332444, 1.0]], ['2, k, 12', [-0.169419, -0.278183, 1.0]], ['2, k, 13', [-0.19716, -0.71831, 1.0]], ['2, k, 14', [-0.2527, -1.09373, 1.0]], ['2, k, 15', [-0.268203, -1.15032, 1.0]], ['2, k, 16', [0.0101984, -0.284576, 1.0]], ['2, k, 17', [0.0502548, -0.705683, 1.0]], ['2, k, 18', [0.0916559, -1.07952, 1.0]], ['2, k, 19', [0.125344, -1.14219, 1.0]], ['2, k, 20', [-0.0760911, 0.313983, 1.0]], ['2, k, 21', [-0.380508, -0.377791, 1.0]], ['2, k, 22', [-0.314992, -0.347773, 1.0]], ['2, k, 23', [0.224112, -0.393521, 1.0]], ['2, k, 24', [0.157964, -0.355748, 1.0]]]
[['2, k, 0', [-0.0808486, -0.28647, 1.0]], ['2, k, 1', [-0.0783851, 0.060559, 1.0]], ['2, k, 2', [-0.0753318, 0.396455, 1.0]], ['2, k, 3', [-0.0786216, 0.571213, 1.0]], ['2, k, 4', [-0.277861, 0.279677, 1.0]], ['2, k, 5', [-0.343625, 0.0211447, 1.0]], ['2, k, 6', [-0.379312, -0.251153, 1.0]], ['2, k, 7', [-0.38137, -0.319668, 1.0]], ['2, k, 8', [0.114618, 0.265871, 1.0]], ['2, k, 9', [0.185608, -0.00702145, 1.0]], ['2, k, 10', [0.222221, -0.26598, 1.0]], ['2, k, 11', [0.222109, -0.332635, 1.0]], ['2, k, 12', [-0.169263, -0.278233, 1.0]], ['2, k, 13', [-0.197172, -0.718839, 1.0]], ['2, k, 14', [-0.249638, -1.08483, 1.0]], ['2, k, 15', [-0.268928, -1.14819, 1.0]], ['2, k, 16', [0.0104212, -0.284711, 1.0]], ['2, k, 17', [0.0504908, -0.705854, 1.0]], ['2, k, 18', [0.0943148, -1.08335, 1.0]], ['2, k, 19', [0.12662, -1.14691, 1.0]], ['2, k, 20', [-0.0761591, 0.314089, 1.0]], ['2, k, 21', [-0.380766, -0.377222, 1.0]], ['2, k, 22', [-0.314764, -0.347618, 1.0]], ['2, k, 23', [0.224251, -0.393378, 1.0]], ['2, k, 24', [0.157144, -0.355841, 1.0]]]
[['2, k, 0', [-0.0808721, -0.286451, 1.0]], ['2, k, 1', [-0.0783929, 0.0605653, 1.0]], ['2, k, 2', [-0.0753331, 0.396456, 1.0]], ['2, k, 3', [-0.0786063, 0.571218, 1.0]], ['2, k, 4', [-0.277738, 0.279846, 1.0]], ['2, k, 5', [-0.343584, 0.0210158, 1.0]], ['2, k, 6', [-0.379355, -0.251137, 1.0]], ['2, k, 7', [-0.38147, -0.319448, 1.0]], ['2, k, 8', [0.114617, 0.265871, 1.0]], ['2, k, 9', [0.185487, -0.00698201, 1.0]], ['2, k, 10', [0.222313, -0.265975, 1.0]], ['2, k, 11', [0.222208, -0.332689, 1.0]], ['2, k, 12', [-0.169279, -0.278204, 1.0]], ['2, k, 13', [-0.19698, -0.717228, 1.0]], ['2, k, 14', [-0.249215, -1.08695, 1.0]], ['2, k, 15', [-0.270592, -1.15011, 1.0]], ['2, k, 16', [0.010385, -0.284712, 1.0]], ['2, k, 17', [0.0505024, -0.705781, 1.0]], ['2, k, 18', [0.0951107, -1.08488, 1.0]], ['2, k, 19', [0.125549, -1.14741, 1.0]], ['2, k, 20', [-0.0761612, 0.314091, 1.0]], ['2, k, 21', [-0.381121, -0.377573, 1.0]], ['2, k, 22', [-0.315236, -0.347868, 1.0]], ['2, k, 23', [0.221832, -0.393127, 1.0]], ['2, k, 24', [0.180836, -0.330225, 1.0]]]
[['2, k, 0', [-0.0808302, -0.286452, 1.0]], ['2, k, 1', [-0.0783806, 0.0605729, 1.0]], ['2, k, 2', [-0.0753337, 0.396471, 1.0]], ['2, k, 3', [-0.0785954, 0.571333, 1.0]], ['2, k, 4', [-0.277592, 0.27997, 1.0]], ['2, k, 5', [-0.343544, 0.020585, 1.0]], ['2, k, 6', [-0.379388, -0.251186, 1.0]], ['2, k, 7', [-0.381909, -0.318943, 1.0]], ['2, k, 8', [0.114642, 0.265852, 1.0]], ['2, k, 9', [0.185459, -0.00696633, 1.0]], ['2, k, 10', [0.222419, -0.265985, 1.0]], ['2, k, 11', [0.221667, -0.332748, 1.0]], ['2, k, 12', [-0.169231, -0.278185, 1.0]], ['2, k, 13', [-0.197054, -0.71742, 1.0]], ['2, k, 14', [-0.248382, -1.08364, 1.0]], ['2, k, 15', [-0.269537, -1.14999, 1.0]], ['2, k, 16', [0.0104243, -0.28473, 1.0]], ['2, k, 17', [0.050568, -0.705766, 1.0]], ['2, k, 18', [0.0959179, -1.0859, 1.0]], ['2, k, 19', [0.127231, -1.15111, 1.0]], ['2, k, 20', [-0.0761594, 0.314103, 1.0]], ['2, k, 21', [-0.38171, -0.378033, 1.0]], ['2, k, 22', [-0.315335, -0.347856, 1.0]], ['2, k, 23', [0.220287, -0.393081, 1.0]], ['2, k, 24', [0.158549, -0.356812, 1.0]]]
[['2, k, 0', [-0.0807576, -0.286534, 1.0]], ['2, k, 1', [-0.0783403, 0.0605133, 1.0]], ['2, k, 2', [-0.0753219, 0.396433, 1.0]], ['2, k, 3', [-0.0785962, 0.571303, 1.0]], ['2, k, 4', [-0.277523, 0.28017, 1.0]], ['2, k, 5', [-0.343589, 0.0199643, 1.0]], ['2, k, 6', [-0.379436, -0.251172, 1.0]], ['2, k, 7', [-0.381357, -0.319833, 1.0]], ['2, k, 8', [0.114661, 0.265932, 1.0]], ['2, k, 9', [0.185736, -0.00820611, 1.0]], ['2, k, 10', [0.222399, -0.265944, 1.0]], ['2, k, 11', [0.223837, -0.333074, 1.0]], ['2, k, 12', [-0.169136, -0.278251, 1.0]], ['2, k, 13', [-0.1971, -0.717216, 1.0]], ['2, k, 14', [-0.248042, -1.08003, 1.0]], ['2, k, 15', [-0.26826, -1.14716, 1.0]], ['2, k, 16', [0.0104776, -0.284815, 1.0]], ['2, k, 17', [0.0504843, -0.703946, 1.0]], ['2, k, 18', [0.0961039, -1.08647, 1.0]], ['2, k, 19', [0.125809, -1.15214, 1.0]], ['2, k, 20', [-0.0761428, 0.314061, 1.0]], ['2, k, 21', [-0.380096, -0.375432, 1.0]], ['2, k, 22', [-0.315402, -0.347851, 1.0]], ['2, k, 23', [0.223087, -0.393203, 1.0]], ['2, k, 24', [0.158754, -0.356759, 1.0]]]
[['2, k, 0', [-0.080721, -0.286519, 1.0]], ['2, k, 1', [-0.0782561, 0.0605073, 1.0]], ['2, k, 2', [-0.0752026, 0.396412, 1.0]], ['2, k, 3', [-0.0785868, 0.571295, 1.0]], ['2, k, 4', [-0.277492, 0.28022, 1.0]], ['2, k, 5', [-0.343742, 0.019316, 1.0]], ['2, k, 6', [-0.379511, -0.251169, 1.0]], ['2, k, 7', [-0.381747, -0.319162, 1.0]], ['2, k, 8', [0.114666, 0.265935, 1.0]], ['2, k, 9', [0.185561, -0.00844377, 1.0]], ['2, k, 10', [0.222607, -0.266013, 1.0]], ['2, k, 11', [0.2236, -0.333332, 1.0]], ['2, k, 12', [-0.169108, -0.278232, 1.0]], ['2, k, 13', [-0.197242, -0.716153, 1.0]], ['2, k, 14', [-0.248219, -1.077, 1.0]], ['2, k, 15', [-0.269171, -1.14488, 1.0]], ['2, k, 16', [0.0105173, -0.28481, 1.0]], ['2, k, 17', [0.050498, -0.703917, 1.0]], ['2, k, 18', [0.0962104, -1.08655, 1.0]], ['2, k, 19', [0.124411, -1.151, 1.0]], ['2, k, 20', [-0.0760348, 0.314044, 1.0]], ['2, k, 21', [-0.380665, -0.376702, 1.0]], ['2, k, 22', [-0.314141, -0.347977, 1.0]], ['2, k, 23', [0.222419, -0.394123, 1.0]], ['2, k, 24', [0.158948, -0.356934, 1.0]]]
[['2, k, 0', [-0.0806999, -0.286614, 1.0]], ['2, k, 1', [-0.0781984, 0.0604874, 1.0]], ['2, k, 2', [-0.0750923, 0.396431, 1.0]], ['2, k, 3', [-0.0785794, 0.571335, 1.0]], ['2, k, 4', [-0.277414, 0.280275, 1.0]], ['2, k, 5', [-0.343893, 0.0188858, 1.0]], ['2, k, 6', [-0.379647, -0.251037, 1.0]], ['2, k, 7', [-0.38213, -0.319052, 1.0]], ['2, k, 8', [0.114675, 0.265926, 1.0]], ['2, k, 9', [0.185126, -0.00871063, 1.0]], ['2, k, 10', [0.222447, -0.266024, 1.0]], ['2, k, 11', [0.222575, -0.333393, 1.0]], ['2, k, 12', [-0.169084, -0.2783, 1.0]], ['2, k, 13', [-0.197184, -0.714873, 1.0]], ['2, k, 14', [-0.247383, -1.08128, 1.0]], ['2, k, 15', [-0.270176, -1.14477, 1.0]], ['2, k, 16', [0.0105331, -0.284927, 1.0]], ['2, k, 17', [0.0504837, -0.703931, 1.0]], ['2, k, 18', [0.0960417, -1.08574, 1.0]], ['2, k, 19', [0.122999, -1.15202, 1.0]], ['2, k, 20', [-0.075949, 0.314053, 1.0]], ['2, k, 21', [-0.380378, -0.375759, 1.0]], ['2, k, 22', [-0.315259, -0.347458, 1.0]], ['2, k, 23', [0.22564, -0.394417, 1.0]], ['2, k, 24', [0.160708, -0.357127, 1.0]]]
[['2, k, 0', [-0.080673, -0.286483, 1.0]], ['2, k, 1', [-0.0781424, 0.0605774, 1.0]], ['2, k, 2', [-0.0750186, 0.396486, 1.0]], ['2, k, 3', [-0.0785242, 0.571522, 1.0]], ['2, k, 4', [-0.277248, 0.280377, 1.0]], ['2, k, 5', [-0.343894, 0.0184366, 1.0]], ['2, k, 6', [-0.379664, -0.251072, 1.0]], ['2, k, 7', [-0.382978, -0.318744, 1.0]], ['2, k, 8', [0.114828, 0.265948, 1.0]], ['2, k, 9', [0.185246, -0.0100251, 1.0]], ['2, k, 10', [0.222549, -0.265948, 1.0]], ['2, k, 11', [0.223171, -0.333599, 1.0]], ['2, k, 12', [-0.169057, -0.278162, 1.0]], ['2, k, 13', [-0.197517, -0.714946, 1.0]], ['2, k, 14', [-0.247723, -1.07822, 1.0]], ['2, k, 15', [-0.269683, -1.1434, 1.0]], ['2, k, 16', [0.0105595, -0.284804, 1.0]], ['2, k, 17', [0.0504617, -0.703876, 1.0]], ['2, k, 18', [0.0962497, -1.08586, 1.0]], ['2, k, 19', [0.123959, -1.15048, 1.0]], ['2, k, 20', [-0.0758797, 0.314117, 1.0]], ['2, k, 21', [-0.382256, -0.375706, 1.0]], ['2, k, 22', [-0.314679, -0.346491, 1.0]], ['2, k, 23', [0.2233, -0.393873, 1.0]], ['2, k, 24', [0.159182, -0.356574, 1.0]]]
[['2, k, 0', [-0.0811335, -0.286399, 1.0]], ['2, k, 1', [-0.0782428, 0.0606318, 1.0]], ['2, k, 2', [-0.0749149, 0.396529, 1.0]], ['2, k, 3', [-0.078457, 0.571658, 1.0]], ['2, k, 4', [-0.277147, 0.280447, 1.0]], ['2, k, 5', [-0.343941, 0.0184814, 1.0]], ['2, k, 6', [-0.379788, -0.251073, 1.0]], ['2, k, 7', [-0.383225, -0.31872, 1.0]], ['2, k, 8', [0.114829, 0.265945, 1.0]], ['2, k, 9', [0.185353, -0.0101216, 1.0]], ['2, k, 10', [0.222427, -0.26615, 1.0]], ['2, k, 11', [0.222809, -0.333558, 1.0]], ['2, k, 12', [-0.169486, -0.278449, 1.0]], ['2, k, 13', [-0.197648, -0.712966, 1.0]], ['2, k, 14', [-0.244498, -1.07126, 1.0]], ['2, k, 15', [-0.269013, -1.13995, 1.0]], ['2, k, 16', [0.0100068, -0.284349, 1.0]], ['2, k, 17', [0.0504414, -0.703484, 1.0]], ['2, k, 18', [0.0964556, -1.08723, 1.0]], ['2, k, 19', [0.124156, -1.15062, 1.0]], ['2, k, 20', [-0.0758211, 0.314162, 1.0]], ['2, k, 21', [-0.383536, -0.376242, 1.0]], ['2, k, 22', [-0.314743, -0.346427, 1.0]], ['2, k, 23', [0.222642, -0.394441, 1.0]], ['2, k, 24', [0.160123, -0.357123, 1.0]]]
[['2, k, 0', [-0.0811311, -0.286402, 1.0]], ['2, k, 1', [-0.0781925, 0.0606227, 1.0]], ['2, k, 2', [-0.0747793, 0.396511, 1.0]], ['2, k, 3', [-0.0784231, 0.571534, 1.0]], ['2, k, 4', [-0.277116, 0.280459, 1.0]], ['2, k, 5', [-0.344039, 0.0184392, 1.0]], ['2, k, 6', [-0.379865, -0.251119, 1.0]], ['2, k, 7', [-0.383169, -0.318676, 1.0]], ['2, k, 8', [0.114819, 0.265926, 1.0]], ['2, k, 9', [0.185228, -0.0104853, 1.0]], ['2, k, 10', [0.222415, -0.266163, 1.0]], ['2, k, 11', [0.22195, -0.332755, 1.0]], ['2, k, 12', [-0.169493, -0.278711, 1.0]], ['2, k, 13', [-0.197693, -0.712348, 1.0]], ['2, k, 14', [-0.245439, -1.07573, 1.0]], ['2, k, 15', [-0.270137, -1.14181, 1.0]], ['2, k, 16', [0.0100298, -0.284107, 1.0]], ['2, k, 17', [0.0501632, -0.700565, 1.0]], ['2, k, 18', [0.0955429, -1.08602, 1.0]], ['2, k, 19', [0.12324, -1.15047, 1.0]], ['2, k, 20', [-0.0757105, 0.314148, 1.0]], ['2, k, 21', [-0.383018, -0.377466, 1.0]], ['2, k, 22', [-0.314739, -0.34646, 1.0]], ['2, k, 23', [0.222919, -0.393141, 1.0]], ['2, k, 24', [0.1597, -0.356376, 1.0]]]
