[['2, k, 0', [0.0489734, -0.450669, 1.0]], ['2, k, 1', [0.0429726, -0.155361, 1.0]], ['2, k, 2', [0.0369092, 0.135085, 1.0]], ['2, k, 3', [0.0596097, 0.281401, 1.0]], ['2, k, 4', [-0.10463, 0.0471053, 1.0]], ['2, k, 5', [-0.149522, -0.22268, 1.0]], ['2, k, 6', [-0.145557, -0.440318, 1.0]], ['2, k, 7', [-0.129997, -0.469773, 1.0]], ['2, k, 8', [0.206539, 0.0148547, 1.0]], ['2, k, 9', [0.255855, -0.226372, 1.0]], ['2, k, 10', [0.2515, -0.44441, 1.0]], ['2, k, 11', [0.231109, -0.472372, 1.0]], ['2, k, 12', [-0.0222601, -0.438593, 1.0]], ['2, k, 13', [-0.057705, -0.785234, 1.0]], ['2, k, 14', [-0.0721003, -1.07867, 1.0]], ['2, k, 15', [-0.0753173, -1.11531, 1.0]], ['2, k, 16', [0.119172, -0.453239, 1.0]], ['2, k, 17', [0.134464, -0.770911, 1.0]], ['2, k, 18', [0.160467, -1.08457, 1.0]], ['2, k, 19', [0.137329, -1.15625, 1.0]], ['2, k, 20', [0.0384409, 0.0631392, 1.0]], ['2, k, 21', [-0.13065, -0.536212, 1.0]], ['2, k, 22', [-0.173834, -0.452624, 1.0]], ['2, k, 23', [0.232945, -0.538129, 1.0]], ['2, k, 24', [0.268894, -0.471914, 1.0]]]
[['2, k, 0', [0.0485988, -0.450161, 1.0]], ['2, k, 1', [0.0425551, -0.154895, 1.0]], ['2, k, 2', [0.0364195, 0.13553, 1.0]], ['2, k, 3', [0.0596865, 0.281179, 1.0]], ['2, k, 4', [-0.104746, 0.0471317, 1.0]], ['2, k, 5', [-0.14991, -0.22224, 1.0]], ['2, k, 6', [-0.145371, -0.439793, 1.0]], ['2, k, 7', [-0.130792, -0.471113, 1.0]], ['2, k, 8', [0.206439, 0.0152852, 1.0]], ['2, k, 9', [0.256215, -0.225733, 1.0]], ['2, k, 10', [0.251726, -0.443963, 1.0]], ['2, k, 11', [0.23241, -0.475492, 1.0]], ['2, k, 12', [-0.0226122, -0.438223, 1.0]], ['2, k, 13', [-0.0566395, -0.783837, 1.0]], ['2, k, 14', [-0.0722812, -1.07874, 1.0]], ['2, k, 15', [-0.075519, -1.11513, 1.0]], ['2, k, 16', [0.118766, -0.452561, 1.0]], ['2, k, 17', [0.135053, -0.769597, 1.0]], ['2, k, 18', [0.159607, -1.08623, 1.0]], ['2, k, 19', [0.137098, -1.15585, 1.0]], ['2, k, 20', [0.0379716, 0.0635889, 1.0]], ['2, k, 21', [-0.131594, -0.53664, 1.0]], ['2, k, 22', [-0.174862, -0.448052, 1.0]], ['2, k, 23', [0.230387, -0.538651, 1.0]], ['2, k, 24', [0.267669, -0.479329, 1.0]]]
[['2, k, 0', [0.0484571, -0.450141, 1.0]], ['2, k, 1', [0.0425363, -0.154879, 1.0]], ['2, k, 2', [0.0364662, 0.135568, 1.0]], ['2, k, 3', [0.0597451, 0.281098, 1.0]], ['2, k, 4', [-0.104745, 0.0469902, 1.0]], ['2, k, 5', [-0.149797, -0.221861, 1.0]], ['2, k, 6', [-0.145919, -0.440135, 1.0]], ['2, k, 7', [-0.132788, -0.472877, 1.0]], ['2, k, 8', [0.206435, 0.0166776, 1.0]], ['2, k, 9', [0.256355, -0.225952, 1.0]], ['2, k, 10', [0.252207, -0.444029, 1.0]], ['2, k, 11', [0.234094, -0.475166, 1.0]], ['2, k, 12', [-0.0228155, -0.438364, 1.0]], ['2, k, 13', [-0.0565076, -0.7838, 1.0]], ['2, k, 14', [-0.0720056, -1.0786, 1.0]], ['2, k, 15', [-0.0750991, -1.11473, 1.0]], ['2, k, 16', [0.118596, -0.452367, 1.0]], ['2, k, 17', [0.136645, -0.767813, 1.0]], ['2, k, 18', [0.157873, -1.08484, 1.0]], ['2, k, 19', [0.134761, -1.15468, 1.0]], ['2, k, 20', [0.0379936, 0.0636173, 1.0]], ['2, k, 21', [-0.133465, -0.544524, 1.0]], ['2, k, 22', [-0.172522, -0.457584, 1.0]], ['2, k, 23', [0.228639, -0.545657, 1.0]], ['2, k, 24', [0.277138, -0.466614, 1.0]]]
[['2, k, 0', [0.0484655, -0.450104, 1.0]], ['2, k, 1', [0.042658, -0.15473, 1.0]], ['2, k, 2', [0.03683, 0.135898, 1.0]], ['2, k, 3', [0.059781, 0.279838, 1.0]], ['2, k, 4', [-0.106207, 0.0421465, 1.0]], ['2, k, 5', [-0.148031, -0.223558, 1.0]], ['2, k, 6', [-0.14851, -0.442058, 1.0]], ['2, k, 7', [-0.138386, -0.473048, 1.0]], ['2, k, 8', [0.206558, 0.0180827, 1.0]], ['2, k, 9', [0.259319, -0.224508, 1.0]], ['2, k, 10', [0.252567, -0.442946, 1.0]], ['2, k, 11', [0.240607, -0.479175, 1.0]], ['2, k, 12', [-0.0228205, -0.438697, 1.0]], ['2, k, 13', [-0.0564693, -0.783453, 1.0]], ['2, k, 14', [-0.0717603, -1.07936, 1.0]], ['2, k, 15', [-0.0741671, -1.11534, 1.0]], ['2, k, 16', [0.118689, -0.451528, 1.0]], ['2, k, 17', [0.136499, -0.767728, 1.0]], ['2, k, 18', [0.156579, -1.08519, 1.0]], ['2, k, 19', [0.134592, -1.15425, 1.0]], ['2, k, 20', [0.0382866, 0.063897, 1.0]], ['2, k, 21', [-0.142365, -0.553803, 1.0]], ['2, k, 22', [-0.17736, -0.46598, 1.0]], ['2, k, 23', [0.238601, -0.552731, 1.0]], ['2, k, 24', [0.277395, -0.46979, 1.0]]]
[['2, k, 0', [0.0484215, -0.450566, 1.0]], ['2, k, 1', [0.0426062, -0.154844, 1.0]], ['2, k, 2', [0.0367577, 0.136117, 1.0]], ['2, k, 3', [0.0599996, 0.279842, 1.0]], ['2, k, 4', [-0.10661, 0.0431815, 1.0]], ['2, k, 5', [-0.150463, -0.222325, 1.0]], ['2, k, 6', [-0.152433, -0.440076, 1.0]], ['2, k, 7', [-0.154238, -0.475923, 1.0]], ['2, k, 8', [0.206639, 0.0182879, 1.0]], ['2, k, 9', [0.260578, -0.220353, 1.0]], ['2, k, 10', [0.253102, -0.438317, 1.0]], ['2, k, 11', [0.246102, -0.48461, 1.0]], ['2, k, 12', [-0.0228588, -0.439062, 1.0]], ['2, k, 13', [-0.0561661, -0.782364, 1.0]], ['2, k, 14', [-0.0718451, -1.08104, 1.0]], ['2, k, 15', [-0.0743463, -1.11688, 1.0]], ['2, k, 16', [0.11865, -0.45217, 1.0]], ['2, k, 17', [0.137093, -0.766789, 1.0]], ['2, k, 18', [0.156303, -1.08402, 1.0]], ['2, k, 19', [0.134657, -1.15438, 1.0]], ['2, k, 20', [0.0382224, 0.0640282, 1.0]], ['2, k, 21', [-0.153501, -0.547017, 1.0]], ['2, k, 22', [-0.17873, -0.454083, 1.0]], ['2, k, 23', [0.24471, -0.556517, 1.0]], ['2, k, 24', [0.273745, -0.488493, 1.0]]]
[['2, k, 0', [0.0483159, -0.450783, 1.0]], ['2, k, 1', [0.0426293, -0.155021, 1.0]], ['2, k, 2', [0.0369607, 0.135991, 1.0]], ['2, k, 3', [0.0601978, 0.279893, 1.0]], ['2, k, 4', [-0.106707, 0.0433685, 1.0]], ['2, k, 5', [-0.155041, -0.226306, 1.0]], ['2, k, 6', [-0.160785, -0.440878, 1.0]], ['2, k, 7', [-0.166512, -0.481269, 1.0]], ['2, k, 8', [0.206658, 0.0182713, 1.0]], ['2, k, 9', [0.262253, -0.215063, 1.0]], ['2, k, 10', [0.259824, -0.429946, 1.0]], ['2, k, 11', [0.254053, -0.484688, 1.0]], ['2, k, 12', [-0.0229359, -0.439228, 1.0]], ['2, k, 13', [-0.0562112, -0.781989, 1.0]], ['2, k, 14', [-0.0712796, -1.08422, 1.0]], ['2, k, 15', [-0.0737917, -1.12001, 1.0]], ['2, k, 16', [0.118531, -0.452464, 1.0]], ['2, k, 17', [0.137458, -0.766514, 1.0]], ['2, k, 18', [0.156467, -1.08235, 1.0]], ['2, k, 19', [0.151781, -1.11818, 1.0]], ['2, k, 20', [0.0383776, 0.063889, 1.0]], ['2, k, 21', [-0.158333, -0.55161, 1.0]], ['2, k, 22', [-0.190348, -0.448817, 1.0]], ['2, k, 23', [0.249828, -0.559293, 1.0]], ['2, k, 24', [0.284243, -0.477399, 1.0]]]
[['2, k, 0', [0.0479913, -0.451043, 1.0]], ['2, k, 1', [0.0422635, -0.155136, 1.0]], ['2, k, 2', [0.0366193, 0.136198, 1.0]], ['2, k, 3', [0.0603739, 0.280625, 1.0]], ['2, k, 4', [-0.106806, 0.0435322, 1.0]], ['2, k, 5', [-0.156034, -0.209022, 1.0]], ['2, k, 6', [-0.166532, -0.4163, 1.0]], ['2, k, 7', [-0.172336, -0.478497, 1.0]], ['2, k, 8', [0.206673, 0.0183142, 1.0]], ['2, k, 9', [0.265731, -0.208066, 1.0]], ['2, k, 10', [0.263755, -0.415494, 1.0]], ['2, k, 11', [0.260079, -0.481181, 1.0]], ['2, k, 12', [-0.0232764, -0.439589, 1.0]], ['2, k, 13', [-0.0560885, -0.782128, 1.0]], ['2, k, 14', [-0.0713224, -1.08459, 1.0]], ['2, k, 15', [-0.073732, -1.1202, 1.0]], ['2, k, 16', [0.118235, -0.452652, 1.0]], ['2, k, 17', [0.138317, -0.767072, 1.0]], ['2, k, 18', [0.15662, -1.08291, 1.0]], ['2, k, 19', [0.152034, -1.11855, 1.0]], ['2, k, 20', [0.0380244, 0.0640001, 1.0]], ['2, k, 21', [-0.168074, -0.549023, 1.0]], ['2, k, 22', [-0.199686, -0.44958, 1.0]], ['2, k, 23', [0.262933, -0.549644, 1.0]], ['2, k, 24', [0.285139, -0.46471, 1.0]]]
[['2, k, 0', [0.0480605, -0.450959, 1.0]], ['2, k, 1', [0.0423197, -0.155203, 1.0]], ['2, k, 2', [0.0366139, 0.135857, 1.0]], ['2, k, 3', [0.060207, 0.28019, 1.0]], ['2, k, 4', [-0.106819, 0.0436545, 1.0]], ['2, k, 5', [-0.161467, -0.215993, 1.0]], ['2, k, 6', [-0.166291, -0.424819, 1.0]], ['2, k, 7', [-0.176952, -0.46078, 1.0]], ['2, k, 8', [0.206708, 0.0184738, 1.0]], ['2, k, 9', [0.268021, -0.198703, 1.0]], ['2, k, 10', [0.264216, -0.401249, 1.0]], ['2, k, 11', [0.263512, -0.46487, 1.0]], ['2, k, 12', [-0.0232612, -0.439699, 1.0]], ['2, k, 13', [-0.055246, -0.781839, 1.0]], ['2, k, 14', [-0.0712971, -1.08496, 1.0]], ['2, k, 15', [-0.0735704, -1.12042, 1.0]], ['2, k, 16', [0.118366, -0.452394, 1.0]], ['2, k, 17', [0.137928, -0.766812, 1.0]], ['2, k, 18', [0.156137, -1.08332, 1.0]], ['2, k, 19', [0.151692, -1.11881, 1.0]], ['2, k, 20', [0.0380408, 0.0637384, 1.0]], ['2, k, 21', [-0.171129, -0.522194, 1.0]], ['2, k, 22', [-0.205214, -0.429582, 1.0]], ['2, k, 23', [0.265536, -0.525932, 1.0]], ['2, k, 24', [0.300367, -0.47567, 1.0]]]
[['2, k, 0', [0.0475786, -0.451268, 1.0]], ['2, k, 1', [0.0424482, -0.155336, 1.0]], ['2, k, 2', [0.0377929, 0.136011, 1.0]], ['2, k, 3', [0.0608876, 0.281281, 1.0]], ['2, k, 4', [-0.105344, 0.0405402, 1.0]], ['2, k, 5', [-0.162575, -0.20191, 1.0]], ['2, k, 6', [-0.176153, -0.384984, 1.0]], ['2, k, 7', [-0.182561, -0.423797, 1.0]], ['2, k, 8', [0.207017, 0.0188574, 1.0]], ['2, k, 9', [0.275694, -0.178187, 1.0]], ['2, k, 10', [0.265896, -0.378305, 1.0]], ['2, k, 11', [0.264995, -0.44289, 1.0]], ['2, k, 12', [-0.023861, -0.440704, 1.0]], ['2, k, 13', [-0.0548018, -0.782784, 1.0]], ['2, k, 14', [-0.0708182, -1.08482, 1.0]], ['2, k, 15', [-0.0719328, -1.12008, 1.0]], ['2, k, 16', [0.117964, -0.452126, 1.0]], ['2, k, 17', [0.139071, -0.770359, 1.0]], ['2, k, 18', [0.156306, -1.08242, 1.0]], ['2, k, 19', [0.153023, -1.11772, 1.0]], ['2, k, 20', [0.0389207, 0.0638128, 1.0]], ['2, k, 21', [-0.174905, -0.488331, 1.0]], ['2, k, 22', [-0.212802, -0.421679, 1.0]], ['2, k, 23', [0.265262, -0.503846, 1.0]], ['2, k, 24', [0.303965, -0.442782, 1.0]]]
[['2, k, 0', [0.0468075, -0.451005, 1.0]], ['2, k, 1', [0.0429338, -0.155239, 1.0]], ['2, k, 2', [0.0403579, 0.135721, 1.0]], ['2, k, 3', [0.0612766, 0.279441, 1.0]], ['2, k, 4', [-0.104431, 0.0410458, 1.0]], ['2, k, 5', [-0.1569, -0.158381, 1.0]], ['2, k, 6', [-0.179497, -0.333608, 1.0]], ['2, k, 7', [-0.182385, -0.390898, 1.0]], ['2, k, 8', [0.20687, 0.0193782, 1.0]], ['2, k, 9', [0.285141, -0.163397, 1.0]], ['2, k, 10', [0.268639, -0.345393, 1.0]], ['2, k, 11', [0.266544, -0.407745, 1.0]], ['2, k, 12', [-0.024844, -0.441486, 1.0]], ['2, k, 13', [-0.0548948, -0.782266, 1.0]], ['2, k, 14', [-0.0714215, -1.08389, 1.0]], ['2, k, 15', [-0.072264, -1.11902, 1.0]], ['2, k, 16', [0.117185, -0.450763, 1.0]], ['2, k, 17', [0.138704, -0.769081, 1.0]], ['2, k, 18', [0.155796, -1.08195, 1.0]], ['2, k, 19', [0.133857, -1.15253, 1.0]], ['2, k, 20', [0.0408754, 0.0636511, 1.0]], ['2, k, 21', [-0.184815, -0.446923, 1.0]], ['2, k, 22', [-0.218801, -0.3867, 1.0]], ['2, k, 23', [0.273034, -0.466547, 1.0]], ['2, k, 24', [0.315355, -0.427889, 1.0]]]
[['2, k, 0', [0.0465694, -0.450147, 1.0]], ['2, k, 1', [0.0435152, -0.154394, 1.0]], ['2, k, 2', [0.041634, 0.136324, 1.0]], ['2, k, 3', [0.0612267, 0.280321, 1.0]], ['2, k, 4', [-0.101293, 0.0381161, 1.0]], ['2, k, 5', [-0.170331, -0.141259, 1.0]], ['2, k, 6', [-0.176891, -0.28812, 1.0]], ['2, k, 7', [-0.184513, -0.330399, 1.0]], ['2, k, 8', [0.206585, 0.020002, 1.0]], ['2, k, 9', [0.270954, -0.142569, 1.0]], ['2, k, 10', [0.272017, -0.292883, 1.0]], ['2, k, 11', [0.267773, -0.362238, 1.0]], ['2, k, 12', [-0.0252, -0.441475, 1.0]], ['2, k, 13', [-0.0554765, -0.776582, 1.0]], ['2, k, 14', [-0.0710844, -1.08356, 1.0]], ['2, k, 15', [-0.0703188, -1.11857, 1.0]], ['2, k, 16', [0.117322, -0.448565, 1.0]], ['2, k, 17', [0.138558, -0.769105, 1.0]], ['2, k, 18', [0.155425, -1.08229, 1.0]], ['2, k, 19', [0.133532, -1.15243, 1.0]], ['2, k, 20', [0.0420178, 0.0643285, 1.0]], ['2, k, 21', [-0.178235, -0.39259, 1.0]], ['2, k, 22', [-0.219552, -0.327046, 1.0]], ['2, k, 23', [0.274076, -0.41206, 1.0]], ['2, k, 24', [0.29931, -0.356867, 1.0]]]
