[[0, 0.198409, -1.13942, 2.89832, 1.0], [1, 0.202955, -0.864181, 2.99254, 1.0], [2, 0.206628, -0.591288, 3.07331, 1.0], [3, 0.212662, -0.44568, 3.08802, 1.0], [4, 0.0126167, -0.688856, 3.10283, 1.0], [5, -0.141148, -0.867617, 3.09736, 1.0], [6, -0.0851614, -1.03987, 3.02237, 1.0], [7, -0.0356419, -1.06423, 2.98108, 1.0], [8, 0.401844, -0.690011, 3.03009, 1.0], [9, 0.557774, -0.840117, 3.00704, 1.0], [10, 0.4801, -0.99401, 2.90929, 1.0], [11, 0.400946, -1.05765, 2.86505, 1.0], [12, 0.107599, -1.12631, 2.87959, 1.0], [13, 0.12555, -1.43429, 2.89433, 1.0], [14, 0.10845, -1.68193, 2.95941, 1.0], [15, 0.0802772, -1.76194, 2.87667, 1.0], [16, 0.284767, -1.12691, 2.85185, 1.0], [17, 0.292248, -1.40972, 2.85907, 1.0], [18, 0.322078, -1.67303, 2.95542, 1.0], [19, 0.321101, -1.7683, 2.90648, 1.0], [20, 0.205867, -0.65936, 3.05551, 1.0], [21, 0.0131481, -1.14731, 2.92794, 1.0], [22, 0.0196932, -1.02718, 2.92822, 1.0], [23, 0.347558, -1.12805, 2.82494, 1.0], [24, 0.348673, -0.995673, 2.83186, 1.0]]
[[0, 0.198455, -1.13936, 2.89831, 1.0], [1, 0.20295, -0.864173, 2.99253, 1.0], [2, 0.206547, -0.591308, 3.0733, 1.0], [3, 0.212762, -0.44599, 3.08802, 1.0], [4, 0.0126172, -0.68886, 3.10283, 1.0], [5, -0.141143, -0.867597, 3.09744, 1.0], [6, -0.0851157, -1.03985, 3.02236, 1.0], [7, -0.0362989, -1.06502, 2.98341, 1.0], [8, 0.401797, -0.690067, 3.03009, 1.0], [9, 0.557774, -0.840424, 3.00704, 1.0], [10, 0.480182, -0.994262, 2.90903, 1.0], [11, 0.400928, -1.0584, 2.86711, 1.0], [12, 0.10765, -1.12623, 2.87958, 1.0], [13, 0.125516, -1.43411, 2.89433, 1.0], [14, 0.108665, -1.68239, 2.95987, 1.0], [15, 0.080659, -1.76263, 2.87743, 1.0], [16, 0.284808, -1.12686, 2.85184, 1.0], [17, 0.294119, -1.4069, 2.85858, 1.0], [18, 0.322078, -1.67194, 2.95481, 1.0], [19, 0.31988, -1.76709, 2.90485, 1.0], [20, 0.205816, -0.659367, 3.0555, 1.0], [21, 0.0131744, -1.14984, 2.9344, 1.0], [22, 0.0202146, -1.02845, 2.92693, 1.0], [23, 0.347176, -1.12681, 2.82184, 1.0], [24, 0.349013, -0.996723, 2.83305, 1.0]]
[[0, 0.198956, -1.13925, 2.8985, 1.0], [1, 0.203027, -0.864179, 2.99256, 1.0], [2, 0.20651, -0.591358, 3.07329, 1.0], [3, 0.212826, -0.446031, 3.08818, 1.0], [4, 0.0125194, -0.688984, 3.1027, 1.0], [5, -0.141104, -0.867582, 3.09743, 1.0], [6, -0.0850468, -1.03981, 3.02231, 1.0], [7, -0.0360431, -1.06651, 2.98432, 1.0], [8, 0.401788, -0.690062, 3.03016, 1.0], [9, 0.557882, -0.840433, 3.00714, 1.0], [10, 0.480437, -0.994088, 2.90868, 1.0], [11, 0.400977, -1.05833, 2.86898, 1.0], [12, 0.108152, -1.12617, 2.87989, 1.0], [13, 0.125511, -1.43404, 2.89432, 1.0], [14, 0.10936, -1.68114, 2.96012, 1.0], [15, 0.0817534, -1.76186, 2.87834, 1.0], [16, 0.285318, -1.12671, 2.85193, 1.0], [17, 0.294934, -1.40632, 2.85864, 1.0], [18, 0.322023, -1.67174, 2.95421, 1.0], [19, 0.319257, -1.7667, 2.90325, 1.0], [20, 0.205807, -0.659393, 3.0555, 1.0], [21, 0.0131397, -1.14683, 2.92674, 1.0], [22, 0.020499, -1.03109, 2.92615, 1.0], [23, 0.34736, -1.12741, 2.82333, 1.0], [24, 0.348954, -0.996308, 2.83411, 1.0]]
[[0, 0.199187, -1.13983, 2.89895, 1.0], [1, 0.202987, -0.864392, 2.99269, 1.0], [2, 0.206285, -0.591457, 3.0733, 1.0], [3, 0.212899, -0.446088, 3.08822, 1.0], [4, 0.0125459, -0.688993, 3.1027, 1.0], [5, -0.141133, -0.867571, 3.09743, 1.0], [6, -0.0850155, -1.03986, 3.02247, 1.0], [7, -0.0351708, -1.0657, 2.983, 1.0], [8, 0.401804, -0.68995, 3.03026, 1.0], [9, 0.557992, -0.840441, 3.00714, 1.0], [10, 0.480388, -0.993901, 2.90843, 1.0], [11, 0.40056, -1.05871, 2.86758, 1.0], [12, 0.108382, -1.12684, 2.88035, 1.0], [13, 0.124976, -1.4337, 2.89482, 1.0], [14, 0.109901, -1.68061, 2.95978, 1.0], [15, 0.0828444, -1.76104, 2.87714, 1.0], [16, 0.285543, -1.12719, 2.85237, 1.0], [17, 0.294647, -1.40643, 2.85868, 1.0], [18, 0.321956, -1.67157, 2.95375, 1.0], [19, 0.319246, -1.76641, 2.9021, 1.0], [20, 0.205645, -0.659509, 3.05553, 1.0], [21, 0.0139248, -1.14448, 2.92478, 1.0], [22, 0.0167198, -1.03387, 2.93074, 1.0], [23, 0.349928, -1.12976, 2.82751, 1.0], [24, 0.349054, -0.99527, 2.83493, 1.0]]
[[0, 0.199215, -1.13957, 2.89904, 1.0], [1, 0.203019, -0.86432, 2.99272, 1.0], [2, 0.206299, -0.591453, 3.07329, 1.0], [3, 0.212907, -0.446111, 3.08823, 1.0], [4, 0.0125406, -0.689058, 3.1028, 1.0], [5, -0.140958, -0.867882, 3.09725, 1.0], [6, -0.0848932, -1.04028, 3.02249, 1.0], [7, -0.0343441, -1.06626, 2.9817, 1.0], [8, 0.401801, -0.689956, 3.03026, 1.0], [9, 0.557877, -0.840586, 3.007, 1.0], [10, 0.480391, -0.994268, 2.90854, 1.0], [11, 0.400483, -1.0583, 2.86721, 1.0], [12, 0.108418, -1.12657, 2.88051, 1.0], [13, 0.125151, -1.43361, 2.89479, 1.0], [14, 0.109872, -1.68056, 2.96004, 1.0], [15, 0.0826789, -1.7611, 2.87764, 1.0], [16, 0.285563, -1.12694, 2.8524, 1.0], [17, 0.294224, -1.40589, 2.85873, 1.0], [18, 0.321362, -1.67095, 2.95509, 1.0], [19, 0.318672, -1.76608, 2.90487, 1.0], [20, 0.20566, -0.659497, 3.05553, 1.0], [21, 0.0139363, -1.14533, 2.92694, 1.0], [22, 0.0191909, -1.0289, 2.93156, 1.0], [23, 0.350901, -1.12917, 2.82617, 1.0], [24, 0.348957, -0.995364, 2.8328, 1.0]]
[[0, 0.199868, -1.13988, 2.89959, 1.0], [1, 0.203218, -0.864304, 2.99312, 1.0], [2, 0.206211, -0.591199, 3.07367, 1.0], [3, 0.212953, -0.446115, 3.08839, 1.0], [4, 0.0128035, -0.689185, 3.10242, 1.0], [5, -0.141136, -0.867864, 3.09739, 1.0], [6, -0.0812562, -1.03906, 3.02269, 1.0], [7, -0.0356081, -1.06675, 2.9832, 1.0], [8, 0.401927, -0.689878, 3.03057, 1.0], [9, 0.557823, -0.840636, 3.0071, 1.0], [10, 0.481196, -0.994502, 2.90818, 1.0], [11, 0.400976, -1.05948, 2.86942, 1.0], [12, 0.108957, -1.1269, 2.88087, 1.0], [13, 0.12507, -1.43374, 2.89506, 1.0], [14, 0.109771, -1.68044, 2.96029, 1.0], [15, 0.0826856, -1.76097, 2.87779, 1.0], [16, 0.286335, -1.12722, 2.8532, 1.0], [17, 0.294617, -1.4057, 2.85876, 1.0], [18, 0.32136, -1.6706, 2.95441, 1.0], [19, 0.318472, -1.76557, 2.90322, 1.0], [20, 0.205643, -0.659318, 3.05589, 1.0], [21, 0.0139224, -1.14409, 2.92378, 1.0], [22, 0.0190897, -1.01756, 2.933, 1.0], [23, 0.348495, -1.13001, 2.82561, 1.0], [24, 0.349548, -0.996795, 2.83438, 1.0]]
[[0, 0.19982, -1.13968, 2.89971, 1.0], [1, 0.203182, -0.864238, 2.99315, 1.0], [2, 0.20616, -0.591186, 3.07366, 1.0], [3, 0.212973, -0.446035, 3.08865, 1.0], [4, 0.0127573, -0.689175, 3.10243, 1.0], [5, -0.140876, -0.867523, 3.09739, 1.0], [6, -0.0818957, -1.03912, 3.02297, 1.0], [7, -0.0349294, -1.06462, 2.98082, 1.0], [8, 0.401924, -0.689848, 3.03062, 1.0], [9, 0.557882, -0.840792, 3.00722, 1.0], [10, 0.481146, -0.994516, 2.90815, 1.0], [11, 0.401342, -1.05854, 2.86716, 1.0], [12, 0.108916, -1.12673, 2.88091, 1.0], [13, 0.125131, -1.43372, 2.89503, 1.0], [14, 0.109795, -1.67998, 2.96, 1.0], [15, 0.0826754, -1.76041, 2.87734, 1.0], [16, 0.286276, -1.12697, 2.8534, 1.0], [17, 0.295409, -1.40478, 2.85851, 1.0], [18, 0.321441, -1.67153, 2.95561, 1.0], [19, 0.31813, -1.76663, 2.90512, 1.0], [20, 0.205598, -0.659295, 3.05589, 1.0], [21, 0.0131519, -1.14793, 2.92954, 1.0], [22, 0.0192335, -1.02656, 2.93006, 1.0], [23, 0.348019, -1.1285, 2.82183, 1.0], [24, 0.349952, -0.997402, 2.83451, 1.0]]
[[0, 0.199814, -1.13969, 2.89972, 1.0], [1, 0.203246, -0.864245, 2.99321, 1.0], [2, 0.206356, -0.591159, 3.07376, 1.0], [3, 0.213141, -0.445988, 3.08904, 1.0], [4, 0.012763, -0.689186, 3.10244, 1.0], [5, -0.140595, -0.86726, 3.0972, 1.0], [6, -0.0823299, -1.0391, 3.02287, 1.0], [7, -0.0339367, -1.06634, 2.9823, 1.0], [8, 0.402071, -0.689821, 3.03088, 1.0], [9, 0.557951, -0.840733, 3.00731, 1.0], [10, 0.481268, -0.994112, 2.90764, 1.0], [11, 0.401302, -1.0595, 2.87029, 1.0], [12, 0.108902, -1.12676, 2.88097, 1.0], [13, 0.125126, -1.43368, 2.89501, 1.0], [14, 0.109737, -1.67993, 2.96006, 1.0], [15, 0.0826621, -1.76043, 2.87752, 1.0], [16, 0.286271, -1.12698, 2.85339, 1.0], [17, 0.295707, -1.40462, 2.85839, 1.0], [18, 0.32074, -1.6694, 2.95423, 1.0], [19, 0.317001, -1.76439, 2.90318, 1.0], [20, 0.205753, -0.65928, 3.05598, 1.0], [21, 0.0139236, -1.14429, 2.92428, 1.0], [22, 0.0196819, -1.02673, 2.93069, 1.0], [23, 0.349873, -1.12946, 2.82674, 1.0], [24, 0.349368, -0.995709, 2.83371, 1.0]]
[[0, 0.199807, -1.13968, 2.89972, 1.0], [1, 0.203252, -0.864251, 2.99315, 1.0], [2, 0.20638, -0.591215, 3.07337, 1.0], [3, 0.213192, -0.446002, 3.08894, 1.0], [4, 0.0129407, -0.689285, 3.10214, 1.0], [5, -0.139997, -0.868678, 3.09651, 1.0], [6, -0.0819811, -1.04067, 3.02232, 1.0], [7, -0.0347287, -1.06397, 2.97984, 1.0], [8, 0.402087, -0.689779, 3.03085, 1.0], [9, 0.557969, -0.84084, 3.00718, 1.0], [10, 0.481258, -0.994259, 2.90756, 1.0], [11, 0.401702, -1.05843, 2.86741, 1.0], [12, 0.108896, -1.12677, 2.88096, 1.0], [13, 0.124728, -1.4328, 2.89519, 1.0], [14, 0.109757, -1.67991, 2.96004, 1.0], [15, 0.0829608, -1.76022, 2.87701, 1.0], [16, 0.286257, -1.12696, 2.85343, 1.0], [17, 0.295373, -1.4033, 2.85785, 1.0], [18, 0.320721, -1.66942, 2.95426, 1.0], [19, 0.317104, -1.76441, 2.90315, 1.0], [20, 0.20577, -0.659319, 3.05571, 1.0], [21, 0.0131122, -1.14448, 2.92074, 1.0], [22, 0.0190365, -1.02629, 2.93055, 1.0], [23, 0.351915, -1.12695, 2.8266, 1.0], [24, 0.350951, -0.997498, 2.8375, 1.0]]
[[0, 0.199717, -1.13958, 2.8997, 1.0], [1, 0.203343, -0.864183, 2.99303, 1.0], [2, 0.20689, -0.591166, 3.0729, 1.0], [3, 0.213181, -0.445913, 3.08913, 1.0], [4, 0.013027, -0.689324, 3.10191, 1.0], [5, -0.14009, -0.868697, 3.09646, 1.0], [6, -0.0820622, -1.04064, 3.02208, 1.0], [7, -0.0353001, -1.06436, 2.97995, 1.0], [8, 0.402108, -0.689703, 3.0309, 1.0], [9, 0.558007, -0.840818, 3.00717, 1.0], [10, 0.481242, -0.994288, 2.90764, 1.0], [11, 0.400779, -1.05753, 2.86604, 1.0], [12, 0.108745, -1.12667, 2.8808, 1.0], [13, 0.124716, -1.43267, 2.89515, 1.0], [14, 0.109856, -1.67998, 2.96028, 1.0], [15, 0.0831778, -1.76043, 2.8774, 1.0], [16, 0.286181, -1.1268, 2.85352, 1.0], [17, 0.295676, -1.40334, 2.85795, 1.0], [18, 0.320924, -1.66973, 2.95419, 1.0], [19, 0.31723, -1.76465, 2.90266, 1.0], [20, 0.206139, -0.659257, 3.05535, 1.0], [21, 0.0139217, -1.14448, 2.92478, 1.0], [22, 0.0191962, -1.02773, 2.92743, 1.0], [23, 0.351928, -1.12701, 2.82676, 1.0], [24, 0.34923, -0.995995, 2.83301, 1.0]]
[[0, 0.199866, -1.13947, 2.89963, 1.0], [1, 0.20336, -0.864133, 2.99301, 1.0], [2, 0.206783, -0.591096, 3.07292, 1.0], [3, 0.213183, -0.445921, 3.0894, 1.0], [4, 0.013151, -0.689206, 3.10184, 1.0], [5, -0.14013, -0.868934, 3.09638, 1.0], [6, -0.0824332, -1.04106, 3.0221, 1.0], [7, -0.0329349, -1.06572, 2.97923, 1.0], [8, 0.402067, -0.689679, 3.03087, 1.0], [9, 0.557976, -0.840812, 3.00717, 1.0], [10, 0.481132, -0.994419, 2.90787, 1.0], [11, 0.401456, -1.05772, 2.86717, 1.0], [12, 0.108918, -1.1266, 2.88063, 1.0], [13, 0.124585, -1.43209, 2.89506, 1.0], [14, 0.109231, -1.6796, 2.95992, 1.0], [15, 0.0822853, -1.75979, 2.87665, 1.0], [16, 0.286337, -1.12665, 2.85353, 1.0], [17, 0.295873, -1.403, 2.85768, 1.0], [18, 0.320963, -1.66931, 2.95412, 1.0], [19, 0.317221, -1.7643, 2.90284, 1.0], [20, 0.206081, -0.659201, 3.05535, 1.0], [21, 0.0139438, -1.14598, 2.92861, 1.0], [22, 0.0196005, -1.02577, 2.92949, 1.0], [23, 0.34959, -1.12852, 2.82438, 1.0], [24, 0.349366, -0.996341, 2.83332, 1.0]]
