[[0, -0.166065, -0.306181, 2.65496, 1.0], [1, -0.165595, -0.00261884, 2.5754, 1.0], [2, -0.164165, 0.293821, 2.4826, 1.0], [3, -0.193434, 0.435545, 2.48065, 1.0], [4, -0.357303, 0.205705, 2.53329, 1.0], [5, -0.508757, 0.0704062, 2.4353, 1.0], [6, -0.610283, 0.0555978, 2.29634, 1.0], [7, -0.624277, 0.103481, 2.18389, 1.0], [8, -0.0630969, 0.252512, 2.41453, 1.0], [9, 0.00309294, 0.190259, 2.25235, 1.0], [10, -0.0069518, 0.119521, 2.02993, 1.0], [11, -0.0602354, 0.115846, 1.88174, 1.0], [12, -0.230786, -0.312481, 2.64195, 1.0], [13, -0.297098, -0.631259, 2.57797, 1.0], [14, -0.285594, -0.750211, 2.70412, 1.0], [15, -0.287854, -0.873923, 2.67116, 1.0], [16, -0.0967576, -0.291507, 2.59541, 1.0], [17, 0.00799607, -0.591622, 2.63327, 1.0], [18, -0.01156, -0.770999, 2.70814, 1.0], [19, -0.0470412, -0.832289, 2.58942, 1.0], [20, -0.164691, 0.220762, 2.50817, 1.0], [21, -0.608087, 0.100674, 2.14783, 1.0], [22, -0.674729, 0.11138, 2.20028, 1.0], [23, -0.0640116, 0.12252, 1.84571, 1.0], [24, -0.125589, 0.117167, 1.88837, 1.0]]
[[0, -0.16147, -0.305953, 2.61382, 1.0], [1, -0.166555, -0.00241968, 2.56562, 1.0], [2, -0.165947, 0.293876, 2.48265, 1.0], [3, -0.194165, 0.435343, 2.48016, 1.0], [4, -0.358211, 0.203327, 2.5344, 1.0], [5, -0.510706, 0.069563, 2.44037, 1.0], [6, -0.625327, 0.0626571, 2.27559, 1.0], [7, -0.643486, 0.102706, 2.2143, 1.0], [8, -0.0636499, 0.252548, 2.41292, 1.0], [9, -0.0156005, 0.140349, 2.16478, 1.0], [10, -0.0640179, 0.0971392, 1.91213, 1.0], [11, -0.0974486, 0.112716, 1.87885, 1.0], [12, -0.225428, -0.313897, 2.60754, 1.0], [13, -0.269268, -0.647337, 2.66486, 1.0], [14, -0.314879, -0.92932, 2.79092, 1.0], [15, -0.290526, -0.952656, 2.66804, 1.0], [16, -0.0931932, -0.289253, 2.54723, 1.0], [17, -0.0220313, -0.651841, 2.66897, 1.0], [18, -0.00321572, -0.943953, 2.78001, 1.0], [19, 0.0143404, -1.01457, 2.6957, 1.0], [20, -0.165973, 0.220812, 2.50712, 1.0], [21, -0.632107, 0.100976, 2.171, 1.0], [22, -0.703945, 0.108527, 2.23515, 1.0], [23, -0.10812, 0.121853, 1.8419, 1.0], [24, -0.165331, 0.114761, 1.89188, 1.0]]
[[0, -0.160858, -0.304753, 2.60932, 1.0], [1, -0.166541, -0.00153318, 2.55651, 1.0], [2, -0.167114, 0.293889, 2.48138, 1.0], [3, -0.196009, 0.434871, 2.47985, 1.0], [4, -0.358558, 0.205634, 2.53784, 1.0], [5, -0.502093, 0.0714277, 2.47594, 1.0], [6, -0.610389, 0.0719418, 2.31, 1.0], [7, -0.658579, 0.0979647, 2.24767, 1.0], [8, -0.0666992, 0.239092, 2.38173, 1.0], [9, -0.0135712, 0.130387, 2.16524, 1.0], [10, -0.0685967, 0.0959828, 1.92304, 1.0], [11, -0.132725, 0.109771, 1.87236, 1.0], [12, -0.223819, -0.310626, 2.60467, 1.0], [13, -0.260932, -0.597427, 2.63801, 1.0], [14, -0.30951, -0.883701, 2.75718, 1.0], [15, -0.293621, -0.98974, 2.66529, 1.0], [16, -0.0936337, -0.290534, 2.53993, 1.0], [17, -0.0367148, -0.583958, 2.62806, 1.0], [18, 0.00154463, -0.870065, 2.75154, 1.0], [19, 0.00684096, -0.990048, 2.70804, 1.0], [20, -0.167264, 0.22097, 2.50413, 1.0], [21, -0.654419, 0.097891, 2.19471, 1.0], [22, -0.725859, 0.111122, 2.2668, 1.0], [23, -0.149943, 0.117522, 1.83844, 1.0], [24, -0.203181, 0.111943, 1.88875, 1.0]]
[[0, -0.161741, -0.303645, 2.60643, 1.0], [1, -0.167591, -0.000806, 2.55246, 1.0], [2, -0.16873, 0.294116, 2.4798, 1.0], [3, -0.198947, 0.434273, 2.47841, 1.0], [4, -0.358548, 0.20606, 2.53832, 1.0], [5, -0.504198, 0.0743636, 2.48429, 1.0], [6, -0.627516, 0.0735156, 2.33167, 1.0], [7, -0.668349, 0.094856, 2.27238, 1.0], [8, -0.0689143, 0.240183, 2.3871, 1.0], [9, -0.0326547, 0.128096, 2.16395, 1.0], [10, -0.110627, 0.103143, 1.93183, 1.0], [11, -0.162759, 0.105244, 1.86986, 1.0], [12, -0.224852, -0.308777, 2.60189, 1.0], [13, -0.259932, -0.584061, 2.63493, 1.0], [14, -0.308303, -0.870558, 2.75547, 1.0], [15, -0.276971, -0.950211, 2.70218, 1.0], [16, -0.0942186, -0.290164, 2.53783, 1.0], [17, -0.0369856, -0.583774, 2.62782, 1.0], [18, 0.00298982, -0.870929, 2.75022, 1.0], [19, 0.0108303, -0.99043, 2.71349, 1.0], [20, -0.168891, 0.221356, 2.50147, 1.0], [21, -0.68332, 0.0960517, 2.22732, 1.0], [22, -0.746337, 0.102707, 2.3025, 1.0], [23, -0.181224, 0.112299, 1.83458, 1.0], [24, -0.232568, 0.106594, 1.88625, 1.0]]
[[0, -0.162908, -0.303758, 2.60362, 1.0], [1, -0.169277, -0.000715899, 2.54812, 1.0], [2, -0.171717, 0.294615, 2.47629, 1.0], [3, -0.203305, 0.433707, 2.47628, 1.0], [4, -0.359054, 0.207215, 2.54024, 1.0], [5, -0.507955, 0.074505, 2.4972, 1.0], [6, -0.630297, 0.0734389, 2.34493, 1.0], [7, -0.685494, 0.0951236, 2.2937, 1.0], [8, -0.068927, 0.23964, 2.38854, 1.0], [9, -0.0453381, 0.126702, 2.16805, 1.0], [10, -0.150532, 0.105199, 1.93615, 1.0], [11, -0.196949, 0.101517, 1.87006, 1.0], [12, -0.226237, -0.307872, 2.5984, 1.0], [13, -0.259303, -0.576205, 2.63299, 1.0], [14, -0.306852, -0.864393, 2.75502, 1.0], [15, -0.29594, -0.97433, 2.67141, 1.0], [16, -0.0951285, -0.291035, 2.53596, 1.0], [17, -0.0370079, -0.584135, 2.62762, 1.0], [18, -0.00544035, -0.873325, 2.75251, 1.0], [19, 0.00812025, -0.99232, 2.71027, 1.0], [20, -0.17159, 0.221798, 2.49723, 1.0], [21, -0.68903, 0.0953492, 2.23938, 1.0], [22, -0.7533, 0.0960316, 2.31194, 1.0], [23, -0.213056, 0.109348, 1.83592, 1.0], [24, -0.27159, 0.103538, 1.90571, 1.0]]
[[0, -0.16409, -0.304142, 2.60178, 1.0], [1, -0.171322, -0.00129306, 2.54476, 1.0], [2, -0.175588, 0.294006, 2.4723, 1.0], [3, -0.206219, 0.433317, 2.47478, 1.0], [4, -0.363731, 0.218902, 2.55668, 1.0], [5, -0.510603, 0.0792452, 2.50778, 1.0], [6, -0.64336, 0.0721312, 2.36497, 1.0], [7, -0.691357, 0.0929489, 2.31507, 1.0], [8, -0.07048, 0.239166, 2.3902, 1.0], [9, -0.0683978, 0.124389, 2.15839, 1.0], [10, -0.161939, 0.0984155, 1.93552, 1.0], [11, -0.219979, 0.0977385, 1.87023, 1.0], [12, -0.228645, -0.305666, 2.58279, 1.0], [13, -0.258797, -0.568707, 2.63026, 1.0], [14, -0.306628, -0.856279, 2.75308, 1.0], [15, -0.295598, -0.967479, 2.6737, 1.0], [16, -0.0973228, -0.293493, 2.53954, 1.0], [17, -0.0376246, -0.586675, 2.62765, 1.0], [18, -0.00523281, -0.877778, 2.74778, 1.0], [19, 0.00575297, -0.996496, 2.70572, 1.0], [20, -0.17492, 0.221198, 2.49313, 1.0], [21, -0.720487, 0.0969828, 2.27862, 1.0], [22, -0.757141, 0.0936808, 2.3368, 1.0], [23, -0.241603, 0.105027, 1.83537, 1.0], [24, -0.278778, 0.0900352, 1.8766, 1.0]]
[[0, -0.165787, -0.303622, 2.59902, 1.0], [1, -0.173337, -0.00132086, 2.5416, 1.0], [2, -0.178368, 0.293452, 2.46948, 1.0], [3, -0.209238, 0.432327, 2.4728, 1.0], [4, -0.364876, 0.222638, 2.56115, 1.0], [5, -0.520268, 0.0677965, 2.51793, 1.0], [6, -0.654453, 0.0732094, 2.37281, 1.0], [7, -0.702895, 0.0920824, 2.33294, 1.0], [8, -0.0730151, 0.237433, 2.38783, 1.0], [9, -0.101016, 0.115934, 2.14421, 1.0], [10, -0.201453, 0.089577, 1.92784, 1.0], [11, -0.24609, 0.0942121, 1.87212, 1.0], [12, -0.22904, -0.304395, 2.58353, 1.0], [13, -0.259666, -0.56941, 2.63044, 1.0], [14, -0.307276, -0.85785, 2.75403, 1.0], [15, -0.294473, -0.968862, 2.67409, 1.0], [16, -0.100557, -0.294983, 2.53334, 1.0], [17, -0.0396447, -0.584333, 2.62491, 1.0], [18, -0.0115493, -0.875808, 2.74775, 1.0], [19, -0.0629429, -0.931811, 2.6384, 1.0], [20, -0.177464, 0.220786, 2.4901, 1.0], [21, -0.724202, 0.0951655, 2.28189, 1.0], [22, -0.7769, 0.103166, 2.3643, 1.0], [23, -0.267952, 0.101794, 1.83539, 1.0], [24, -0.320684, 0.0953451, 1.88733, 1.0]]
[[0, -0.167005, -0.303668, 2.59737, 1.0], [1, -0.175321, -0.00157631, 2.53959, 1.0], [2, -0.181695, 0.292988, 2.46747, 1.0], [3, -0.213017, 0.431708, 2.46996, 1.0], [4, -0.363987, 0.221896, 2.55954, 1.0], [5, -0.52683, 0.0646204, 2.52549, 1.0], [6, -0.668707, 0.075193, 2.38657, 1.0], [7, -0.707602, 0.0908952, 2.34664, 1.0], [8, -0.0753162, 0.236197, 2.38467, 1.0], [9, -0.103459, 0.111317, 2.14901, 1.0], [10, -0.20249, 0.0875759, 1.93872, 1.0], [11, -0.269348, 0.0914853, 1.87297, 1.0], [12, -0.229791, -0.304057, 2.58515, 1.0], [13, -0.259979, -0.570179, 2.63031, 1.0], [14, -0.308024, -0.859042, 2.7547, 1.0], [15, -0.295525, -0.970278, 2.67502, 1.0], [16, -0.10235, -0.295537, 2.52842, 1.0], [17, -0.040443, -0.587054, 2.62511, 1.0], [18, -0.00525621, -0.879015, 2.74715, 1.0], [19, 0.00795681, -0.997798, 2.70533, 1.0], [20, -0.180378, 0.220387, 2.48802, 1.0], [21, -0.73928, 0.0954552, 2.30352, 1.0], [22, -0.764704, 0.10518, 2.3368, 1.0], [23, -0.296247, 0.0995406, 1.83957, 1.0], [24, -0.340507, 0.10024, 1.88333, 1.0]]
[[0, -0.169366, -0.302165, 2.59401, 1.0], [1, -0.177973, -0.00107542, 2.53605, 1.0], [2, -0.184904, 0.292548, 2.46408, 1.0], [3, -0.215754, 0.430992, 2.46828, 1.0], [4, -0.363446, 0.221186, 2.55844, 1.0], [5, -0.543068, 0.062083, 2.5295, 1.0], [6, -0.687396, 0.0777051, 2.39065, 1.0], [7, -0.71835, 0.0914009, 2.36118, 1.0], [8, -0.0768368, 0.233905, 2.38069, 1.0], [9, -0.122707, 0.109386, 2.13969, 1.0], [10, -0.219281, 0.0821463, 1.93955, 1.0], [11, -0.288769, 0.089749, 1.87632, 1.0], [12, -0.230979, -0.302603, 2.58569, 1.0], [13, -0.261001, -0.57083, 2.63018, 1.0], [14, -0.307514, -0.851238, 2.75147, 1.0], [15, -0.293878, -0.964653, 2.67786, 1.0], [16, -0.104886, -0.294321, 2.52262, 1.0], [17, -0.0418142, -0.587479, 2.62414, 1.0], [18, 0.000165336, -0.895704, 2.7405, 1.0], [19, 0.0137423, -1.01326, 2.68876, 1.0], [20, -0.18343, 0.220188, 2.48453, 1.0], [21, -0.74602, 0.0906703, 2.31139, 1.0], [22, -0.764444, 0.0911743, 2.3735, 1.0], [23, -0.315619, 0.0980359, 1.8408, 1.0], [24, -0.327118, 0.0645111, 1.88, 1.0]]
[[0, -0.174435, -0.295244, 2.5914, 1.0], [1, -0.181229, 0.00116515, 2.533, 1.0], [2, -0.187681, 0.292012, 2.46048, 1.0], [3, -0.218747, 0.430321, 2.46526, 1.0], [4, -0.363058, 0.220439, 2.55749, 1.0], [5, -0.558281, 0.0610117, 2.531, 1.0], [6, -0.699528, 0.080548, 2.38728, 1.0], [7, -0.723808, 0.0931261, 2.37188, 1.0], [8, -0.0802711, 0.228271, 2.36938, 1.0], [9, -0.128302, 0.111282, 2.14792, 1.0], [10, -0.241309, 0.0783076, 1.94515, 1.0], [11, -0.309677, 0.0887858, 1.87918, 1.0], [12, -0.23689, -0.285057, 2.60394, 1.0], [13, -0.261612, -0.570485, 2.62945, 1.0], [14, -0.307087, -0.845512, 2.74843, 1.0], [15, -0.295291, -0.960448, 2.68002, 1.0], [16, -0.114291, -0.288031, 2.50323, 1.0], [17, -0.0434444, -0.58588, 2.62061, 1.0], [18, 0.000759281, -0.929741, 2.72698, 1.0], [19, -0.0552875, -0.984776, 2.62104, 1.0], [20, -0.186219, 0.220316, 2.48113, 1.0], [21, -0.752545, 0.0944111, 2.32081, 1.0], [22, -0.804071, 0.0957977, 2.4055, 1.0], [23, -0.338615, 0.0976533, 1.84415, 1.0], [24, -0.347907, 0.0663915, 1.87467, 1.0]]
[[0, -0.177009, -0.293102, 2.58961, 1.0], [1, -0.183818, 0.0023674, 2.53052, 1.0], [2, -0.190022, 0.291873, 2.45767, 1.0], [3, -0.220871, 0.429341, 2.46244, 1.0], [4, -0.362762, 0.219197, 2.5564, 1.0], [5, -0.567696, 0.0614214, 2.53147, 1.0], [6, -0.716199, 0.0842508, 2.39348, 1.0], [7, -0.732189, 0.0946354, 2.38441, 1.0], [8, -0.0815914, 0.225603, 2.36568, 1.0], [9, -0.152683, 0.10697, 2.1334, 1.0], [10, -0.248973, 0.0767247, 1.95104, 1.0], [11, -0.325345, 0.0887111, 1.88152, 1.0], [12, -0.237858, -0.283992, 2.60548, 1.0], [13, -0.262768, -0.570143, 2.62905, 1.0], [14, -0.307151, -0.843659, 2.74721, 1.0], [15, -0.299312, -0.959536, 2.67601, 1.0], [16, -0.116775, -0.287514, 2.49783, 1.0], [17, -0.0443268, -0.58629, 2.62012, 1.0], [18, 0.017193, -0.984205, 2.71122, 1.0], [19, -0.0404627, -1.03934, 2.60533, 1.0], [20, -0.188637, 0.220512, 2.47834, 1.0], [21, -0.761283, 0.0969115, 2.33273, 1.0], [22, -0.812158, 0.099517, 2.41667, 1.0], [23, -0.356084, 0.0977655, 1.84797, 1.0], [24, -0.366724, 0.0633229, 1.88757, 1.0]]
