[[0, 0, 0, 0, 1.0], [1, 451.355, 242.852, 0.859775, 1.0], [2, 427.8, 241.35, 0.82343, 1.0], [3, 405.792, 216.378, 0.788425, 1.0], [4, 404.304, 175.275, 0.823934, 1.0], [5, 476.275, 247.226, 0.780038, 1.0], [6, 504.246, 228.169, 0.829485, 1.0], [7, 508.621, 191.398, 0.857135, 1.0], [8, 451.32, 332.395, 0.785543, 1.0], [9, 430.835, 332.365, 0.720944, 1.0], [10, 427.777, 405.78, 0.883871, 1.0], [11, 416.126, 476.37, 0.88778, 1.0], [12, 466.032, 332.395, 0.741431, 1.0], [13, 466.028, 404.413, 0.89172, 1.0], [14, 474.799, 474.903, 0.862568, 1.0], [15, 449.919, 217.878, 0.0551251, 1.0], [16, 0, 0, 0, 1.0], [17, 442.608, 220.783, 0.131894, 1.0], [18, 0, 0, 0, 1.0], [19, 480.762, 499.859, 0.816656, 1.0], [20, 488.075, 496.891, 0.860684, 1.0], [21, 466.088, 480.755, 0.741242, 1.0], [22, 404.373, 501.317, 0.810835, 1.0], [23, 395.566, 498.346, 0.783363, 1.0], [24, 417.654, 485.14, 0.806757, 1.0]]
[[0, 449.899, 217.856, 0.212949, 1.0], [1, 451.359, 242.795, 0.867344, 1.0], [2, 427.857, 241.363, 0.825166, 1.0], [3, 404.414, 225.213, 0.785445, 1.0], [4, 404.307, 188.468, 0.815521, 1.0], [5, 474.874, 242.854, 0.806233, 1.0], [6, 501.354, 232.532, 0.805187, 1.0], [7, 508.594, 201.678, 0.83307, 1.0], [8, 451.329, 332.395, 0.782225, 1.0], [9, 430.843, 332.367, 0.72083, 1.0], [10, 427.778, 405.779, 0.883931, 1.0], [11, 416.126, 476.379, 0.886649, 1.0], [12, 466.045, 332.399, 0.737957, 1.0], [13, 466.032, 404.427, 0.89048, 1.0], [14, 474.799, 474.908, 0.862043, 1.0], [15, 444.027, 214.928, 0.195913, 1.0], [16, 452.85, 213.433, 0.187106, 1.0], [17, 441.062, 217.847, 0.215153, 1.0], [18, 461.601, 214.9, 0.185088, 1.0], [19, 480.761, 499.871, 0.814787, 1.0], [20, 488.076, 496.9, 0.861576, 1.0], [21, 466.086, 480.761, 0.740831, 1.0], [22, 404.37, 501.328, 0.806903, 1.0], [23, 395.565, 498.355, 0.783258, 1.0], [24, 417.654, 485.148, 0.811922, 1.0]]
[[0, 449.893, 217.819, 0.232009, 1.0], [1, 451.37, 242.795, 0.863163, 1.0], [2, 427.9, 241.371, 0.830275, 1.0], [3, 404.404, 228.146, 0.83999, 1.0], [4, 402.91, 194.401, 0.832393, 1.0], [5, 474.866, 242.853, 0.802399, 1.0], [6, 501.314, 236.917, 0.809979, 1.0], [7, 507.17, 206.149, 0.866649, 1.0], [8, 451.329, 332.399, 0.783716, 1.0], [9, 430.852, 332.38, 0.723423, 1.0], [10, 427.777, 405.785, 0.88739, 1.0], [11, 416.126, 476.377, 0.886803, 1.0], [12, 466.04, 332.4, 0.739661, 1.0], [13, 466.039, 405.775, 0.890509, 1.0], [14, 474.798, 474.909, 0.862081, 1.0], [15, 444.033, 214.89, 0.208564, 1.0], [16, 452.844, 211.993, 0.20665, 1.0], [17, 441.075, 217.803, 0.222458, 1.0], [18, 461.61, 216.328, 0.204989, 1.0], [19, 480.764, 499.867, 0.817718, 1.0], [20, 488.078, 496.897, 0.864505, 1.0], [21, 466.085, 480.762, 0.740285, 1.0], [22, 404.366, 501.33, 0.80535, 1.0], [23, 395.563, 498.357, 0.783725, 1.0], [24, 417.655, 485.142, 0.810215, 1.0]]
[[0, 455.755, 214.905, 0.295426, 1.0], [1, 451.41, 241.294, 0.867643, 1.0], [2, 427.899, 239.871, 0.809536, 1.0], [3, 404.335, 229.671, 0.801699, 1.0], [4, 404.294, 201.683, 0.779346, 1.0], [5, 474.89, 241.347, 0.81855, 1.0], [6, 499.836, 239.931, 0.902112, 1.0], [7, 504.249, 216.338, 0.860767, 1.0], [8, 451.336, 332.376, 0.781759, 1.0], [9, 430.861, 330.956, 0.714317, 1.0], [10, 427.779, 405.777, 0.885562, 1.0], [11, 416.128, 476.374, 0.889279, 1.0], [12, 466.046, 332.377, 0.737787, 1.0], [13, 466.036, 404.426, 0.890875, 1.0], [14, 474.796, 474.908, 0.860013, 1.0], [15, 451.362, 207.61, 0.283911, 1.0], [16, 461.628, 207.589, 0.276779, 1.0], [17, 442.54, 213.441, 0.343634, 1.0], [18, 464.584, 211.957, 0.215425, 1.0], [19, 480.762, 499.866, 0.815154, 1.0], [20, 488.077, 496.897, 0.862223, 1.0], [21, 466.082, 480.762, 0.740779, 1.0], [22, 404.368, 501.329, 0.805762, 1.0], [23, 395.566, 498.356, 0.781419, 1.0], [24, 417.654, 485.142, 0.811472, 1.0]]
[[0, 452.831, 211.96, 0.297021, 1.0], [1, 451.375, 239.875, 0.862214, 1.0], [2, 427.869, 238.416, 0.781683, 1.0], [3, 404.348, 236.925, 0.763903, 1.0], [4, 402.915, 206.086, 0.75727, 1.0], [5, 474.824, 239.942, 0.829881, 1.0], [6, 499.847, 242.868, 0.84468, 1.0], [7, 502.795, 225.219, 0.830455, 1.0], [8, 451.332, 330.922, 0.767807, 1.0], [9, 432.251, 330.907, 0.70269, 1.0], [10, 427.785, 405.772, 0.885158, 1.0], [11, 416.126, 476.373, 0.888298, 1.0], [12, 466.034, 330.921, 0.730404, 1.0], [13, 466.039, 404.41, 0.892678, 1.0], [14, 474.792, 474.909, 0.858588, 1.0], [15, 448.441, 206.105, 0.286243, 1.0], [16, 458.683, 206.102, 0.287675, 1.0], [17, 441.079, 209.054, 0.302264, 1.0], [18, 463.137, 209.027, 0.265869, 1.0], [19, 480.746, 499.863, 0.818562, 1.0], [20, 488.072, 496.896, 0.861813, 1.0], [21, 466.079, 480.764, 0.744059, 1.0], [22, 404.359, 501.329, 0.808729, 1.0], [23, 395.559, 498.35, 0.782265, 1.0], [24, 417.651, 485.14, 0.811949, 1.0]]
[[0, 452.854, 207.604, 0.231381, 1.0], [1, 451.401, 235.491, 0.786439, 1.0], [2, 427.907, 234.006, 0.754196, 1.0], [3, 404.328, 239.931, 0.830998, 1.0], [4, 401.442, 216.325, 0.72202, 1.0], [5, 474.893, 235.501, 0.681352, 1.0], [6, 499.871, 241.314, 0.36108, 1.0], [7, 505.712, 217.854, 0.194675, 1.0], [8, 451.332, 330.903, 0.761432, 1.0], [9, 430.847, 329.474, 0.705327, 1.0], [10, 427.781, 405.776, 0.88437, 1.0], [11, 416.131, 476.365, 0.892141, 1.0], [12, 466.053, 330.912, 0.726132, 1.0], [13, 466.03, 404.424, 0.893275, 1.0], [14, 474.794, 474.908, 0.860008, 1.0], [15, 449.871, 204.617, 0.221194, 1.0], [16, 460.163, 204.587, 0.219198, 1.0], [17, 441.082, 206.077, 0.22652, 1.0], [18, 464.574, 204.662, 0.209085, 1.0], [19, 480.745, 499.864, 0.818322, 1.0], [20, 488.068, 496.899, 0.864385, 1.0], [21, 466.084, 480.757, 0.740548, 1.0], [22, 404.367, 501.31, 0.809929, 1.0], [23, 395.569, 498.337, 0.780658, 1.0], [24, 417.655, 485.134, 0.808251, 1.0]]
[[0, 452.87, 207.608, 0.334066, 1.0], [1, 451.361, 238.372, 0.799022, 1.0], [2, 427.874, 238.371, 0.773397, 1.0], [3, 404.311, 244.273, 0.768917, 1.0], [4, 397.012, 225.165, 0.663647, 1.0], [5, 474.849, 236.952, 0.685498, 1.0], [6, 499.836, 231.086, 0.247736, 1.0], [7, 507.15, 222.266, 0.113628, 1.0], [8, 451.33, 330.906, 0.764954, 1.0], [9, 430.851, 329.476, 0.706021, 1.0], [10, 427.78, 405.777, 0.892754, 1.0], [11, 416.13, 476.364, 0.894925, 1.0], [12, 466.046, 330.908, 0.730065, 1.0], [13, 466.023, 404.423, 0.896111, 1.0], [14, 474.796, 474.905, 0.860626, 1.0], [15, 451.324, 204.61, 0.325472, 1.0], [16, 461.598, 204.627, 0.325006, 1.0], [17, 441.088, 206.105, 0.320848, 1.0], [18, 464.577, 206.113, 0.258194, 1.0], [19, 480.745, 499.868, 0.817241, 1.0], [20, 488.069, 496.902, 0.8621, 1.0], [21, 466.09, 480.76, 0.736541, 1.0], [22, 404.363, 501.314, 0.806628, 1.0], [23, 395.564, 498.34, 0.781496, 1.0], [24, 417.655, 485.141, 0.805569, 1.0]]
[[0, 457.254, 204.589, 0.415004, 1.0], [1, 452.83, 229.671, 0.818865, 1.0], [2, 429.305, 229.621, 0.806733, 1.0], [3, 407.292, 250.115, 0.653599, 1.0], [4, 402.855, 242.866, 0.711511, 1.0], [5, 477.771, 231.063, 0.724382, 1.0], [6, 499.791, 253.16, 0.361673, 1.0], [7, 499.837, 251.658, 0.323699, 1.0], [8, 451.327, 327.981, 0.750863, 1.0], [9, 430.848, 326.553, 0.705939, 1.0], [10, 427.781, 404.431, 0.8857, 1.0], [11, 416.127, 476.368, 0.892106, 1.0], [12, 466.058, 327.991, 0.718799, 1.0], [13, 464.666, 404.397, 0.891406, 1.0], [14, 474.801, 474.912, 0.860978, 1.0], [15, 452.836, 197.275, 0.415891, 1.0], [16, 463.12, 197.299, 0.426214, 1.0], [17, 444.013, 198.78, 0.392398, 1.0], [18, 467.531, 201.716, 0.30219, 1.0], [19, 480.75, 499.874, 0.815713, 1.0], [20, 488.074, 496.907, 0.862184, 1.0], [21, 466.096, 482.184, 0.735527, 1.0], [22, 404.366, 501.311, 0.808279, 1.0], [23, 395.565, 498.34, 0.782952, 1.0], [24, 417.651, 485.143, 0.806319, 1.0]]
[[0, 455.788, 206.086, 0.461997, 1.0], [1, 452.861, 236.922, 0.826842, 1.0], [2, 429.313, 234.005, 0.78637, 1.0], [3, 407.323, 248.702, 0.626258, 1.0], [4, 402.864, 248.679, 0.748645, 1.0], [5, 477.813, 238.358, 0.782217, 1.0], [6, 502.777, 257.524, 0.562078, 1.0], [7, 499.788, 253.128, 0.669474, 1.0], [8, 451.336, 327.993, 0.760469, 1.0], [9, 430.859, 326.56, 0.711179, 1.0], [10, 427.779, 404.429, 0.881235, 1.0], [11, 416.13, 476.367, 0.891328, 1.0], [12, 466.066, 328.003, 0.724943, 1.0], [13, 466.029, 404.414, 0.889445, 1.0], [14, 474.8, 476.271, 0.861327, 1.0], [15, 452.783, 201.681, 0.441193, 1.0], [16, 463.076, 203.126, 0.460167, 1.0], [17, 442.571, 204.575, 0.437642, 1.0], [18, 467.494, 204.642, 0.382203, 1.0], [19, 480.765, 499.886, 0.812422, 1.0], [20, 488.082, 498.287, 0.86413, 1.0], [21, 466.091, 482.191, 0.738132, 1.0], [22, 404.365, 501.317, 0.809544, 1.0], [23, 395.567, 498.346, 0.78135, 1.0], [24, 417.654, 485.139, 0.805595, 1.0]]
[[0, 454.321, 206.106, 0.516756, 1.0], [1, 451.371, 234.033, 0.828187, 1.0], [2, 427.867, 232.567, 0.79724, 1.0], [3, 408.787, 250.141, 0.705498, 1.0], [4, 399.968, 253.175, 0.811393, 1.0], [5, 476.284, 234.016, 0.782886, 1.0], [6, 493.944, 251.674, 0.625975, 1.0], [7, 498.382, 257.532, 0.692146, 1.0], [8, 451.339, 328.005, 0.76151, 1.0], [9, 432.251, 327.996, 0.703142, 1.0], [10, 427.782, 404.429, 0.884272, 1.0], [11, 416.123, 476.367, 0.890784, 1.0], [12, 466.06, 327.996, 0.720887, 1.0], [13, 466.026, 404.404, 0.890946, 1.0], [14, 474.8, 476.276, 0.864165, 1.0], [15, 451.37, 201.706, 0.495436, 1.0], [16, 461.647, 203.156, 0.495881, 1.0], [17, 441.127, 204.574, 0.513118, 1.0], [18, 464.648, 204.663, 0.383464, 1.0], [19, 482.178, 499.887, 0.809349, 1.0], [20, 488.076, 496.915, 0.86012, 1.0], [21, 466.086, 482.187, 0.740339, 1.0], [22, 404.373, 501.321, 0.809926, 1.0], [23, 395.568, 498.347, 0.783312, 1.0], [24, 417.643, 485.131, 0.809871, 1.0]]
[[0, 454.292, 206.143, 0.511446, 1.0], [1, 451.323, 234.009, 0.824406, 1.0], [2, 427.867, 232.559, 0.79731, 1.0], [3, 408.751, 251.635, 0.774732, 1.0], [4, 397.032, 263.326, 0.846618, 1.0], [5, 474.811, 233.999, 0.782553, 1.0], [6, 489.599, 251.644, 0.804341, 1.0], [7, 499.807, 264.847, 0.852937, 1.0], [8, 451.325, 326.55, 0.763046, 1.0], [9, 432.256, 326.55, 0.709774, 1.0], [10, 427.781, 404.423, 0.882359, 1.0], [11, 416.12, 476.375, 0.88713, 1.0], [12, 466.033, 326.542, 0.727859, 1.0], [13, 466.037, 404.403, 0.889953, 1.0], [14, 474.804, 476.276, 0.869044, 1.0], [15, 451.337, 203.145, 0.493837, 1.0], [16, 461.607, 204.575, 0.492421, 1.0], [17, 441.088, 204.618, 0.516675, 1.0], [18, 464.601, 206.066, 0.372355, 1.0], [19, 482.189, 499.88, 0.810998, 1.0], [20, 488.082, 496.908, 0.862105, 1.0], [21, 466.086, 482.185, 0.744575, 1.0], [22, 404.373, 501.326, 0.810644, 1.0], [23, 395.57, 498.354, 0.785393, 1.0], [24, 417.64, 485.133, 0.814197, 1.0]]
