[['2, k, 0', [498.352, 181.161, 1.0]], ['2, k, 1', [499.867, 216.307, 1.0]], ['2, k, 2', [473.401, 214.866, 1.0]], ['2, k, 3', [464.571, 261.916, 1.0]], ['2, k, 4', [466.069, 310.308, 1.0]], ['2, k, 5', [530.656, 216.424, 1.0]], ['2, k, 6', [538.048, 263.356, 1.0]], ['2, k, 7', [535.006, 310.392, 1.0]], ['2, k, 8', [499.888, 300.076, 1.0]], ['2, k, 9', [486.567, 300.095, 1.0]], ['2, k, 10', [486.66, 369.078, 1.0]], ['2, k, 11', [485.137, 433.732, 1.0]], ['2, k, 12', [518.901, 300.068, 1.0]], ['2, k, 13', [511.533, 369.059, 1.0]], ['2, k, 14', [511.525, 436.664, 1.0]], ['2, k, 15', [493.937, 179.632, 1.0]], ['2, k, 16', [504.227, 176.722, 1.0]], ['2, k, 17', [488.072, 181.133, 1.0]], ['2, k, 18', [511.604, 179.687, 1.0]], ['2, k, 19', [511.56, 463.094, 1.0]], ['2, k, 20', [521.845, 460.144, 1.0]], ['2, k, 21', [508.632, 441.12, 1.0]], ['2, k, 22', [488.057, 458.688, 1.0]], ['2, k, 23', [476.381, 454.305, 1.0]], ['2, k, 24', [486.541, 439.628, 1.0]]]
[['2, k, 0', [498.368, 181.15, 1.0]], ['2, k, 1', [499.871, 216.304, 1.0]], ['2, k, 2', [473.406, 214.864, 1.0]], ['2, k, 3', [464.573, 261.908, 1.0]], ['2, k, 4', [466.06, 310.307, 1.0]], ['2, k, 5', [530.66, 216.42, 1.0]], ['2, k, 6', [539.452, 263.35, 1.0]], ['2, k, 7', [535.007, 310.392, 1.0]], ['2, k, 8', [499.889, 300.082, 1.0]], ['2, k, 9', [486.569, 300.102, 1.0]], ['2, k, 10', [486.65, 369.089, 1.0]], ['2, k, 11', [485.135, 433.742, 1.0]], ['2, k, 12', [518.902, 300.073, 1.0]], ['2, k, 13', [511.536, 369.061, 1.0]], ['2, k, 14', [511.538, 436.678, 1.0]], ['2, k, 15', [493.966, 179.634, 1.0]], ['2, k, 16', [504.235, 176.726, 1.0]], ['2, k, 17', [488.095, 181.137, 1.0]], ['2, k, 18', [511.603, 179.684, 1.0]], ['2, k, 19', [511.56, 463.089, 1.0]], ['2, k, 20', [521.851, 460.143, 1.0]], ['2, k, 21', [508.646, 441.128, 1.0]], ['2, k, 22', [488.051, 458.703, 1.0]], ['2, k, 23', [476.378, 454.314, 1.0]], ['2, k, 24', [486.546, 439.627, 1.0]]]
[['2, k, 0', [499.801, 181.135, 1.0]], ['2, k, 1', [499.881, 214.934, 1.0]], ['2, k, 2', [474.78, 213.454, 1.0]], ['2, k, 3', [464.57, 261.906, 1.0]], ['2, k, 4', [466.03, 310.308, 1.0]], ['2, k, 5', [530.666, 216.409, 1.0]], ['2, k, 6', [539.461, 263.334, 1.0]], ['2, k, 7', [535.011, 310.389, 1.0]], ['2, k, 8', [499.884, 300.082, 1.0]], ['2, k, 9', [486.565, 300.1, 1.0]], ['2, k, 10', [486.643, 369.128, 1.0]], ['2, k, 11', [485.13, 433.756, 1.0]], ['2, k, 12', [518.892, 300.073, 1.0]], ['2, k, 13', [511.55, 369.068, 1.0]], ['2, k, 14', [511.507, 435.224, 1.0]], ['2, k, 15', [495.419, 176.752, 1.0]], ['2, k, 16', [505.702, 175.274, 1.0]], ['2, k, 17', [488.114, 179.694, 1.0]], ['2, k, 18', [513.052, 179.67, 1.0]], ['2, k, 19', [511.574, 463.102, 1.0]], ['2, k, 20', [521.842, 460.142, 1.0]], ['2, k, 21', [508.593, 441.098, 1.0]], ['2, k, 22', [488.043, 458.718, 1.0]], ['2, k, 23', [476.371, 454.326, 1.0]], ['2, k, 24', [486.538, 439.625, 1.0]]]
[['2, k, 0', [498.335, 181.183, 1.0]], ['2, k, 1', [499.872, 214.943, 1.0]], ['2, k, 2', [473.404, 213.471, 1.0]], ['2, k, 3', [464.578, 261.899, 1.0]], ['2, k, 4', [466.088, 310.307, 1.0]], ['2, k, 5', [530.663, 216.407, 1.0]], ['2, k, 6', [538.024, 263.339, 1.0]], ['2, k, 7', [535.006, 310.372, 1.0]], ['2, k, 8', [499.881, 298.647, 1.0]], ['2, k, 9', [486.554, 298.647, 1.0]], ['2, k, 10', [486.657, 367.665, 1.0]], ['2, k, 11', [485.143, 432.292, 1.0]], ['2, k, 12', [518.881, 298.657, 1.0]], ['2, k, 13', [511.534, 367.671, 1.0]], ['2, k, 14', [511.545, 436.651, 1.0]], ['2, k, 15', [491.03, 176.721, 1.0]], ['2, k, 16', [504.217, 176.722, 1.0]], ['2, k, 17', [486.582, 181.099, 1.0]], ['2, k, 18', [513.038, 181.088, 1.0]], ['2, k, 19', [511.571, 463.068, 1.0]], ['2, k, 20', [521.846, 458.707, 1.0]], ['2, k, 21', [508.648, 441.093, 1.0]], ['2, k, 22', [488.025, 458.677, 1.0]], ['2, k, 23', [476.351, 454.285, 1.0]], ['2, k, 24', [486.56, 439.584, 1.0]]]
[['2, k, 0', [498.318, 182.564, 1.0]], ['2, k, 1', [499.865, 214.937, 1.0]], ['2, k, 2', [473.396, 213.47, 1.0]], ['2, k, 3', [464.578, 261.901, 1.0]], ['2, k, 4', [466.087, 310.306, 1.0]], ['2, k, 5', [530.65, 216.402, 1.0]], ['2, k, 6', [538.023, 263.331, 1.0]], ['2, k, 7', [533.667, 310.377, 1.0]], ['2, k, 8', [499.872, 298.668, 1.0]], ['2, k, 9', [486.549, 298.671, 1.0]], ['2, k, 10', [486.656, 367.667, 1.0]], ['2, k, 11', [485.138, 432.293, 1.0]], ['2, k, 12', [517.455, 300.047, 1.0]], ['2, k, 13', [511.533, 367.671, 1.0]], ['2, k, 14', [511.541, 436.672, 1.0]], ['2, k, 15', [491.001, 176.731, 1.0]], ['2, k, 16', [502.763, 175.29, 1.0]], ['2, k, 17', [486.568, 181.101, 1.0]], ['2, k, 18', [513.022, 181.087, 1.0]], ['2, k, 19', [511.561, 463.074, 1.0]], ['2, k, 20', [521.841, 458.723, 1.0]], ['2, k, 21', [508.639, 441.118, 1.0]], ['2, k, 22', [488.025, 458.679, 1.0]], ['2, k, 23', [476.348, 454.288, 1.0]], ['2, k, 24', [486.554, 439.592, 1.0]]]
[['2, k, 0', [496.903, 181.171, 1.0]], ['2, k, 1', [499.865, 214.938, 1.0]], ['2, k, 2', [473.393, 214.862, 1.0]], ['2, k, 3', [464.578, 261.9, 1.0]], ['2, k, 4', [466.096, 310.3, 1.0]], ['2, k, 5', [530.651, 216.399, 1.0]], ['2, k, 6', [538.026, 263.331, 1.0]], ['2, k, 7', [533.668, 310.381, 1.0]], ['2, k, 8', [499.878, 298.666, 1.0]], ['2, k, 9', [486.551, 298.669, 1.0]], ['2, k, 10', [486.648, 367.674, 1.0]], ['2, k, 11', [485.139, 432.265, 1.0]], ['2, k, 12', [517.474, 300.048, 1.0]], ['2, k, 13', [511.527, 369.049, 1.0]], ['2, k, 14', [511.545, 436.67, 1.0]], ['2, k, 15', [489.586, 176.725, 1.0]], ['2, k, 16', [502.752, 175.279, 1.0]], ['2, k, 17', [486.563, 181.1, 1.0]], ['2, k, 18', [511.626, 179.693, 1.0]], ['2, k, 19', [511.57, 463.071, 1.0]], ['2, k, 20', [521.851, 458.723, 1.0]], ['2, k, 21', [508.644, 441.12, 1.0]], ['2, k, 22', [488.033, 457.257, 1.0]], ['2, k, 23', [476.357, 454.281, 1.0]], ['2, k, 24', [486.557, 439.57, 1.0]]]
[['2, k, 0', [496.873, 181.16, 1.0]], ['2, k, 1', [499.87, 214.929, 1.0]], ['2, k, 2', [473.392, 213.472, 1.0]], ['2, k, 3', [464.579, 261.898, 1.0]], ['2, k, 4', [466.073, 310.304, 1.0]], ['2, k, 5', [530.663, 216.394, 1.0]], ['2, k, 6', [538.028, 263.328, 1.0]], ['2, k, 7', [535.007, 310.382, 1.0]], ['2, k, 8', [499.889, 298.662, 1.0]], ['2, k, 9', [486.56, 298.668, 1.0]], ['2, k, 10', [486.653, 367.667, 1.0]], ['2, k, 11', [485.14, 432.267, 1.0]], ['2, k, 12', [518.891, 298.668, 1.0]], ['2, k, 13', [511.531, 369.053, 1.0]], ['2, k, 14', [511.544, 436.672, 1.0]], ['2, k, 15', [489.571, 178.187, 1.0]], ['2, k, 16', [501.308, 175.269, 1.0]], ['2, k, 17', [486.568, 181.113, 1.0]], ['2, k, 18', [511.596, 179.68, 1.0]], ['2, k, 19', [511.566, 463.067, 1.0]], ['2, k, 20', [521.846, 458.721, 1.0]], ['2, k, 21', [508.639, 441.123, 1.0]], ['2, k, 22', [488.042, 457.261, 1.0]], ['2, k, 23', [476.361, 454.287, 1.0]], ['2, k, 24', [486.553, 439.573, 1.0]]]
[['2, k, 0', [496.866, 181.173, 1.0]], ['2, k, 1', [499.877, 214.937, 1.0]], ['2, k, 2', [473.389, 214.865, 1.0]], ['2, k, 3', [464.576, 261.902, 1.0]], ['2, k, 4', [466.076, 310.305, 1.0]], ['2, k, 5', [530.681, 216.397, 1.0]], ['2, k, 6', [538.027, 263.329, 1.0]], ['2, k, 7', [535.015, 310.386, 1.0]], ['2, k, 8', [499.9, 298.663, 1.0]], ['2, k, 9', [486.572, 298.673, 1.0]], ['2, k, 10', [486.653, 367.664, 1.0]], ['2, k, 11', [485.14, 432.252, 1.0]], ['2, k, 12', [518.908, 298.665, 1.0]], ['2, k, 13', [511.529, 369.046, 1.0]], ['2, k, 14', [511.549, 436.669, 1.0]], ['2, k, 15', [489.555, 178.187, 1.0]], ['2, k, 16', [501.307, 175.281, 1.0]], ['2, k, 17', [485.159, 181.115, 1.0]], ['2, k, 18', [511.606, 179.691, 1.0]], ['2, k, 19', [511.559, 463.071, 1.0]], ['2, k, 20', [521.845, 458.723, 1.0]], ['2, k, 21', [508.642, 441.115, 1.0]], ['2, k, 22', [488.043, 457.259, 1.0]], ['2, k, 23', [476.367, 454.282, 1.0]], ['2, k, 24', [486.554, 439.561, 1.0]]]
[['2, k, 0', [496.88, 181.163, 1.0]], ['2, k, 1', [499.878, 214.929, 1.0]], ['2, k, 2', [473.397, 213.472, 1.0]], ['2, k, 3', [464.578, 261.897, 1.0]], ['2, k, 4', [466.081, 310.315, 1.0]], ['2, k, 5', [530.682, 216.388, 1.0]], ['2, k, 6', [538.023, 263.327, 1.0]], ['2, k, 7', [535.013, 310.379, 1.0]], ['2, k, 8', [499.899, 298.662, 1.0]], ['2, k, 9', [486.567, 298.673, 1.0]], ['2, k, 10', [486.642, 369.042, 1.0]], ['2, k, 11', [485.14, 432.267, 1.0]], ['2, k, 12', [518.91, 298.66, 1.0]], ['2, k, 13', [511.537, 367.66, 1.0]], ['2, k, 14', [511.55, 436.669, 1.0]], ['2, k, 15', [489.551, 176.72, 1.0]], ['2, k, 16', [501.315, 175.26, 1.0]], ['2, k, 17', [485.133, 181.098, 1.0]], ['2, k, 18', [511.622, 179.681, 1.0]], ['2, k, 19', [511.591, 463.091, 1.0]], ['2, k, 20', [521.86, 460.146, 1.0]], ['2, k, 21', [508.638, 441.128, 1.0]], ['2, k, 22', [488.055, 458.687, 1.0]], ['2, k, 23', [476.372, 454.294, 1.0]], ['2, k, 24', [486.543, 439.581, 1.0]]]
[['2, k, 0', [498.368, 181.141, 1.0]], ['2, k, 1', [499.883, 214.939, 1.0]], ['2, k, 2', [473.4, 214.869, 1.0]], ['2, k, 3', [464.58, 261.918, 1.0]], ['2, k, 4', [466.109, 310.305, 1.0]], ['2, k, 5', [532.078, 216.404, 1.0]], ['2, k, 6', [538.042, 263.349, 1.0]], ['2, k, 7', [535.021, 310.381, 1.0]], ['2, k, 8', [499.911, 298.625, 1.0]], ['2, k, 9', [486.582, 298.625, 1.0]], ['2, k, 10', [486.663, 369.058, 1.0]], ['2, k, 11', [485.152, 433.721, 1.0]], ['2, k, 12', [518.931, 298.631, 1.0]], ['2, k, 13', [511.53, 369.057, 1.0]], ['2, k, 14', [511.536, 436.675, 1.0]], ['2, k, 15', [0.0, 0.0, 1.0]], ['2, k, 16', [502.768, 176.729, 1.0]], ['2, k, 17', [0.0, 0.0, 1.0]], ['2, k, 18', [511.546, 179.675, 1.0]], ['2, k, 19', [511.614, 463.057, 1.0]], ['2, k, 20', [521.883, 458.692, 1.0]], ['2, k, 21', [508.637, 441.116, 1.0]], ['2, k, 22', [488.032, 457.254, 1.0]], ['2, k, 23', [476.368, 454.284, 1.0]], ['2, k, 24', [486.559, 439.604, 1.0]]]
[['2, k, 0', [498.359, 181.136, 1.0]], ['2, k, 1', [499.888, 214.931, 1.0]], ['2, k, 2', [473.403, 213.472, 1.0]], ['2, k, 3', [464.581, 261.917, 1.0]], ['2, k, 4', [467.501, 310.307, 1.0]], ['2, k, 5', [532.084, 216.399, 1.0]], ['2, k, 6', [538.041, 263.35, 1.0]], ['2, k, 7', [535.023, 310.381, 1.0]], ['2, k, 8', [499.913, 298.628, 1.0]], ['2, k, 9', [486.584, 298.626, 1.0]], ['2, k, 10', [486.661, 369.059, 1.0]], ['2, k, 11', [485.15, 433.727, 1.0]], ['2, k, 12', [518.934, 298.634, 1.0]], ['2, k, 13', [511.53, 369.059, 1.0]], ['2, k, 14', [511.538, 436.667, 1.0]], ['2, k, 15', [0.0, 0.0, 1.0]], ['2, k, 16', [502.767, 176.729, 1.0]], ['2, k, 17', [488.101, 181.162, 1.0]], ['2, k, 18', [511.56, 179.68, 1.0]], ['2, k, 19', [511.621, 463.052, 1.0]], ['2, k, 20', [521.887, 458.688, 1.0]], ['2, k, 21', [508.635, 441.111, 1.0]], ['2, k, 22', [488.027, 457.248, 1.0]], ['2, k, 23', [476.363, 454.281, 1.0]], ['2, k, 24', [486.56, 439.61, 1.0]]]
