[['2, k, 0', [0.0620941, -0.225794, 1.0]], ['2, k, 1', [0.0614518, 0.0835753, 1.0]], ['2, k, 2', [0.0605709, 0.386311, 1.0]], ['2, k, 3', [0.0764455, 0.530452, 1.0]], ['2, k, 4', [-0.107326, 0.286038, 1.0]], ['2, k, 5', [-0.165828, 0.0319493, 1.0]], ['2, k, 6', [-0.142711, -0.224864, 1.0]], ['2, k, 7', [-0.132271, -0.307933, 1.0]], ['2, k, 8', [0.227432, 0.275103, 1.0]], ['2, k, 9', [0.300761, 0.039478, 1.0]], ['2, k, 10', [0.279841, -0.213547, 1.0]], ['2, k, 11', [0.265658, -0.292923, 1.0]], ['2, k, 12', [-0.0147643, -0.220764, 1.0]], ['2, k, 13', [-0.0388405, -0.760097, 1.0]], ['2, k, 14', [-0.0346505, -1.12756, 1.0]], ['2, k, 15', [-0.0178149, -1.18991, 1.0]], ['2, k, 16', [0.137549, -0.225729, 1.0]], ['2, k, 17', [0.134938, -0.760107, 1.0]], ['2, k, 18', [0.135023, -1.14332, 1.0]], ['2, k, 19', [0.119137, -1.17875, 1.0]], ['2, k, 20', [0.0608353, 0.311559, 1.0]], ['2, k, 21', [-0.111531, -0.369125, 1.0]], ['2, k, 22', [-0.19097, -0.348796, 1.0]], ['2, k, 23', [0.24652, -0.35747, 1.0]], ['2, k, 24', [0.330796, -0.328613, 1.0]]]
[['2, k, 0', [0.0624186, -0.225874, 1.0]], ['2, k, 1', [0.0621617, 0.083626, 1.0]], ['2, k, 2', [0.0618544, 0.386608, 1.0]], ['2, k, 3', [0.0758461, 0.530402, 1.0]], ['2, k, 4', [-0.107413, 0.286108, 1.0]], ['2, k, 5', [-0.166623, 0.0339705, 1.0]], ['2, k, 6', [-0.142721, -0.207266, 1.0]], ['2, k, 7', [-0.134293, -0.280168, 1.0]], ['2, k, 8', [0.22729, 0.275369, 1.0]], ['2, k, 9', [0.301424, 0.0412526, 1.0]], ['2, k, 10', [0.279535, -0.200828, 1.0]], ['2, k, 11', [0.269634, -0.273631, 1.0]], ['2, k, 12', [-0.0144459, -0.220879, 1.0]], ['2, k, 13', [-0.0272268, -0.770938, 1.0]], ['2, k, 14', [-0.0360952, -1.12813, 1.0]], ['2, k, 15', [-0.0145993, -1.18835, 1.0]], ['2, k, 16', [0.137894, -0.225773, 1.0]], ['2, k, 17', [0.135323, -0.760215, 1.0]], ['2, k, 18', [0.137133, -1.14429, 1.0]], ['2, k, 19', [0.119941, -1.17978, 1.0]], ['2, k, 20', [0.0619591, 0.311783, 1.0]], ['2, k, 21', [-0.104164, -0.34631, 1.0]], ['2, k, 22', [-0.188472, -0.324416, 1.0]], ['2, k, 23', [0.241908, -0.335608, 1.0]], ['2, k, 24', [0.323097, -0.306978, 1.0]]]
[['2, k, 0', [0.0634737, -0.220996, 1.0]], ['2, k, 1', [0.0629526, 0.0853031, 1.0]], ['2, k, 2', [0.0624083, 0.386821, 1.0]], ['2, k, 3', [0.0733736, 0.531621, 1.0]], ['2, k, 4', [-0.107006, 0.287065, 1.0]], ['2, k, 5', [-0.167054, 0.0443916, 1.0]], ['2, k, 6', [-0.140248, -0.172481, 1.0]], ['2, k, 7', [-0.130001, -0.255118, 1.0]], ['2, k, 8', [0.226906, 0.276032, 1.0]], ['2, k, 9', [0.303663, 0.0522857, 1.0]], ['2, k, 10', [0.283762, -0.162554, 1.0]], ['2, k, 11', [0.262068, -0.245882, 1.0]], ['2, k, 12', [-0.0133338, -0.215658, 1.0]], ['2, k, 13', [-0.028337, -0.769392, 1.0]], ['2, k, 14', [-0.0338776, -1.14063, 1.0]], ['2, k, 15', [-0.0127147, -1.19142, 1.0]], ['2, k, 16', [0.138879, -0.221278, 1.0]], ['2, k, 17', [0.13533, -0.760343, 1.0]], ['2, k, 18', [0.137816, -1.14524, 1.0]], ['2, k, 19', [0.119082, -1.18355, 1.0]], ['2, k, 20', [0.0625377, 0.312231, 1.0]], ['2, k, 21', [-0.108446, -0.309279, 1.0]], ['2, k, 22', [-0.183763, -0.293659, 1.0]], ['2, k, 23', [0.241769, -0.305174, 1.0]], ['2, k, 24', [0.313351, -0.279303, 1.0]]]
[['2, k, 0', [0.0669038, -0.212173, 1.0]], ['2, k, 1', [0.062904, 0.0882479, 1.0]], ['2, k, 2', [0.0605659, 0.387322, 1.0]], ['2, k, 3', [0.0732889, 0.531204, 1.0]], ['2, k, 4', [-0.106075, 0.288178, 1.0]], ['2, k, 5', [-0.166918, 0.0598788, 1.0]], ['2, k, 6', [-0.135039, -0.139671, 1.0]], ['2, k, 7', [-0.120645, -0.223403, 1.0]], ['2, k, 8', [0.226637, 0.276241, 1.0]], ['2, k, 9', [0.302062, 0.0706119, 1.0]], ['2, k, 10', [0.285217, -0.132273, 1.0]], ['2, k, 11', [0.274092, -0.206204, 1.0]], ['2, k, 12', [-0.00972506, -0.20615, 1.0]], ['2, k, 13', [-0.0301371, -0.763266, 1.0]], ['2, k, 14', [-0.0305069, -1.1397, 1.0]], ['2, k, 15', [-0.0137883, -1.19046, 1.0]], ['2, k, 16', [0.142066, -0.213309, 1.0]], ['2, k, 17', [0.135999, -0.755659, 1.0]], ['2, k, 18', [0.137797, -1.14427, 1.0]], ['2, k, 19', [0.130652, -1.18784, 1.0]], ['2, k, 20', [0.0613203, 0.313163, 1.0]], ['2, k, 21', [-0.102523, -0.274855, 1.0]], ['2, k, 22', [-0.170528, -0.259648, 1.0]], ['2, k, 23', [0.256452, -0.262775, 1.0]], ['2, k, 24', [0.33142, -0.240969, 1.0]]]
[['2, k, 0', [0.0660529, -0.214356, 1.0]], ['2, k, 1', [0.0626858, 0.0880626, 1.0]], ['2, k, 2', [0.0602974, 0.387669, 1.0]], ['2, k, 3', [0.073459, 0.531412, 1.0]], ['2, k, 4', [-0.106132, 0.288142, 1.0]], ['2, k, 5', [-0.164712, 0.0788474, 1.0]], ['2, k, 6', [-0.136765, -0.100692, 1.0]], ['2, k, 7', [-0.121304, -0.208531, 1.0]], ['2, k, 8', [0.226715, 0.276789, 1.0]], ['2, k, 9', [0.301891, 0.0843288, 1.0]], ['2, k, 10', [0.286741, -0.0873761, 1.0]], ['2, k, 11', [0.250442, -0.199451, 1.0]], ['2, k, 12', [-0.0107212, -0.209221, 1.0]], ['2, k, 13', [-0.0297946, -0.764908, 1.0]], ['2, k, 14', [-0.0310596, -1.14402, 1.0]], ['2, k, 15', [-0.0133995, -1.19325, 1.0]], ['2, k, 16', [0.141329, -0.214822, 1.0]], ['2, k, 17', [0.137071, -0.753379, 1.0]], ['2, k, 18', [0.138454, -1.14425, 1.0]], ['2, k, 19', [0.130975, -1.18631, 1.0]], ['2, k, 20', [0.061035, 0.313394, 1.0]], ['2, k, 21', [-0.109002, -0.244192, 1.0]], ['2, k, 22', [-0.197676, -0.227143, 1.0]], ['2, k, 23', [0.242391, -0.237191, 1.0]], ['2, k, 24', [0.317789, -0.205901, 1.0]]]
[['2, k, 0', [0.0621442, -0.277032, 1.0]], ['2, k, 1', [0.0622257, 0.0719182, 1.0]], ['2, k, 2', [0.0606258, 0.389131, 1.0]], ['2, k, 3', [0.0730591, 0.531951, 1.0]], ['2, k, 4', [-0.10609, 0.288237, 1.0]], ['2, k, 5', [-0.169825, 0.102292, 1.0]], ['2, k, 6', [-0.139021, -0.0699462, 1.0]], ['2, k, 7', [-0.112598, -0.167039, 1.0]], ['2, k, 8', [0.226796, 0.277494, 1.0]], ['2, k, 9', [0.298663, 0.102948, 1.0]], ['2, k, 10', [0.284897, -0.0626519, 1.0]], ['2, k, 11', [0.251566, -0.156971, 1.0]], ['2, k, 12', [-0.014524, -0.272465, 1.0]], ['2, k, 13', [-0.0308893, -0.765954, 1.0]], ['2, k, 14', [-0.0320341, -1.14166, 1.0]], ['2, k, 15', [-0.0133232, -1.19286, 1.0]], ['2, k, 16', [0.137402, -0.275343, 1.0]], ['2, k, 17', [0.137215, -0.747896, 1.0]], ['2, k, 18', [0.137352, -1.14514, 1.0]], ['2, k, 19', [0.13147, -1.18658, 1.0]], ['2, k, 20', [0.0612063, 0.312716, 1.0]], ['2, k, 21', [-0.116316, -0.204411, 1.0]], ['2, k, 22', [-0.182966, -0.178325, 1.0]], ['2, k, 23', [0.229693, -0.196663, 1.0]], ['2, k, 24', [0.297801, -0.16667, 1.0]]]
[['2, k, 0', [0.0607219, -0.287004, 1.0]], ['2, k, 1', [0.0622647, 0.0612683, 1.0]], ['2, k, 2', [0.0616398, 0.389533, 1.0]], ['2, k, 3', [0.072547, 0.533601, 1.0]], ['2, k, 4', [-0.105439, 0.288564, 1.0]], ['2, k, 5', [-0.170132, 0.110305, 1.0]], ['2, k, 6', [-0.130868, -0.0260373, 1.0]], ['2, k, 7', [-0.107081, -0.123014, 1.0]], ['2, k, 8', [0.226753, 0.277655, 1.0]], ['2, k, 9', [0.295615, 0.122931, 1.0]], ['2, k, 10', [0.291238, -0.0149867, 1.0]], ['2, k, 11', [0.259392, -0.105763, 1.0]], ['2, k, 12', [-0.0158866, -0.281448, 1.0]], ['2, k, 13', [-0.0311817, -0.765364, 1.0]], ['2, k, 14', [-0.0320538, -1.14204, 1.0]], ['2, k, 15', [-0.0136398, -1.19402, 1.0]], ['2, k, 16', [0.135929, -0.286068, 1.0]], ['2, k, 17', [0.137505, -0.738095, 1.0]], ['2, k, 18', [0.138761, -1.14605, 1.0]], ['2, k, 19', [0.13147, -1.18684, 1.0]], ['2, k, 20', [0.0620976, 0.311152, 1.0]], ['2, k, 21', [-0.106208, -0.15105, 1.0]], ['2, k, 22', [-0.167518, -0.136029, 1.0]], ['2, k, 23', [0.2405, -0.142495, 1.0]], ['2, k, 24', [0.329447, -0.109513, 1.0]]]
[['2, k, 0', [0.0614793, -0.255391, 1.0]], ['2, k, 1', [0.0633415, 0.0648893, 1.0]], ['2, k, 2', [0.0634276, 0.389383, 1.0]], ['2, k, 3', [0.0725222, 0.533882, 1.0]], ['2, k, 4', [-0.105054, 0.288839, 1.0]], ['2, k, 5', [-0.174282, 0.12588, 1.0]], ['2, k, 6', [-0.141257, 0.0159595, 1.0]], ['2, k, 7', [-0.110298, -0.0751153, 1.0]], ['2, k, 8', [0.226425, 0.277435, 1.0]], ['2, k, 9', [0.302779, 0.136999, 1.0]], ['2, k, 10', [0.296827, 0.0395733, 1.0]], ['2, k, 11', [0.254662, -0.0627142, 1.0]], ['2, k, 12', [-0.0150689, -0.24823, 1.0]], ['2, k, 13', [-0.0310254, -0.764371, 1.0]], ['2, k, 14', [-0.0315165, -1.1406, 1.0]], ['2, k, 15', [-0.027272, -1.19036, 1.0]], ['2, k, 16', [0.136618, -0.256459, 1.0]], ['2, k, 17', [0.13774, -0.73704, 1.0]], ['2, k, 18', [0.138786, -1.14623, 1.0]], ['2, k, 19', [0.131537, -1.18576, 1.0]], ['2, k, 20', [0.0634387, 0.311172, 1.0]], ['2, k, 21', [-0.0943808, -0.113097, 1.0]], ['2, k, 22', [-0.18913, -0.0891536, 1.0]], ['2, k, 23', [0.223622, -0.102891, 1.0]], ['2, k, 24', [0.328688, -0.0681549, 1.0]]]
[['2, k, 0', [0.061811, -0.247693, 1.0]], ['2, k, 1', [0.0639252, 0.070375, 1.0]], ['2, k, 2', [0.064217, 0.389831, 1.0]], ['2, k, 3', [0.0723091, 0.534529, 1.0]], ['2, k, 4', [-0.10116, 0.291252, 1.0]], ['2, k, 5', [-0.175974, 0.151991, 1.0]], ['2, k, 6', [-0.136648, 0.0536239, 1.0]], ['2, k, 7', [-0.108359, -0.0209395, 1.0]], ['2, k, 8', [0.225912, 0.278951, 1.0]], ['2, k, 9', [0.304825, 0.150229, 1.0]], ['2, k, 10', [0.313636, 0.0661269, 1.0]], ['2, k, 11', [0.255716, -0.00968508, 1.0]], ['2, k, 12', [-0.01476, -0.241636, 1.0]], ['2, k, 13', [-0.0370947, -0.782178, 1.0]], ['2, k, 14', [-0.0283061, -1.14196, 1.0]], ['2, k, 15', [-0.0311957, -1.19069, 1.0]], ['2, k, 16', [0.136956, -0.247882, 1.0]], ['2, k, 17', [0.132614, -0.676581, 1.0]], ['2, k, 18', [0.138762, -1.12188, 1.0]], ['2, k, 19', [0.130063, -1.18485, 1.0]], ['2, k, 20', [0.0641155, 0.31193, 1.0]], ['2, k, 21', [-0.101749, -0.0544316, 1.0]], ['2, k, 22', [-0.18014, -0.0302167, 1.0]], ['2, k, 23', [0.228305, -0.0522215, 1.0]], ['2, k, 24', [0.319316, -0.0181282, 1.0]]]
[['2, k, 0', [0.0607468, -0.240879, 1.0]], ['2, k, 1', [0.0634485, 0.0756156, 1.0]], ['2, k, 2', [0.0647612, 0.391133, 1.0]], ['2, k, 3', [0.0728707, 0.535939, 1.0]], ['2, k, 4', [-0.0877475, 0.295377, 1.0]], ['2, k, 5', [-0.172453, 0.175531, 1.0]], ['2, k, 6', [-0.145549, 0.103276, 1.0]], ['2, k, 7', [-0.111986, 0.0289434, 1.0]], ['2, k, 8', [0.22242, 0.282972, 1.0]], ['2, k, 9', [0.307748, 0.169487, 1.0]], ['2, k, 10', [0.301399, 0.11005, 1.0]], ['2, k, 11', [0.266963, 0.0443996, 1.0]], ['2, k, 12', [-0.0164469, -0.234927, 1.0]], ['2, k, 13', [-0.0370459, -0.782266, 1.0]], ['2, k, 14', [-0.0313436, -1.14238, 1.0]], ['2, k, 15', [-0.0382949, -1.1876, 1.0]], ['2, k, 16', [0.136531, -0.241186, 1.0]], ['2, k, 17', [0.133079, -0.667381, 1.0]], ['2, k, 18', [0.139093, -1.11818, 1.0]], ['2, k, 19', [0.127652, -1.18529, 1.0]], ['2, k, 20', [0.0644224, 0.313805, 1.0]], ['2, k, 21', [-0.082535, 0.000873187, 1.0]], ['2, k, 22', [-0.199664, 0.0177562, 1.0]], ['2, k, 23', [0.238678, 0.00588297, 1.0]], ['2, k, 24', [0.342792, 0.0389172, 1.0]]]
[['2, k, 0', [0.0599214, -0.224249, 1.0]], ['2, k, 1', [0.0604876, 0.0890784, 1.0]], ['2, k, 2', [0.0613764, 0.397549, 1.0]], ['2, k, 3', [0.0728813, 0.535992, 1.0]], ['2, k, 4', [-0.0847722, 0.301354, 1.0]], ['2, k, 5', [-0.177145, 0.19022, 1.0]], ['2, k, 6', [-0.149742, 0.109904, 1.0]], ['2, k, 7', [-0.111016, 0.0854679, 1.0]], ['2, k, 8', [0.212808, 0.299499, 1.0]], ['2, k, 9', [0.288213, 0.208285, 1.0]], ['2, k, 10', [0.284574, 0.136531, 1.0]], ['2, k, 11', [0.250058, 0.0911019, 1.0]], ['2, k, 12', [-0.0162154, -0.221793, 1.0]], ['2, k, 13', [-0.0364177, -0.782808, 1.0]], ['2, k, 14', [-0.0314985, -1.1404, 1.0]], ['2, k, 15', [-0.0238467, -1.18701, 1.0]], ['2, k, 16', [0.134444, -0.221133, 1.0]], ['2, k, 17', [0.139433, -0.789545, 1.0]], ['2, k, 18', [0.139432, -1.14608, 1.0]], ['2, k, 19', [0.127418, -1.1878, 1.0]], ['2, k, 20', [0.0611815, 0.321291, 1.0]], ['2, k, 21', [-0.0955462, 0.0495122, 1.0]], ['2, k, 22', [-0.199327, 0.0738024, 1.0]], ['2, k, 23', [0.248457, 0.0585655, 1.0]], ['2, k, 24', [0.295217, 0.0862387, 1.0]]]
