[[0, -0.333052, -0.247938, 2.51969, 1.0], [1, -0.333053, 0.0805482, 2.47053, 1.0], [2, -0.330987, 0.399639, 2.40736, 1.0], [3, -0.352609, 0.55817, 2.3692, 1.0], [4, -0.529419, 0.293428, 2.47129, 1.0], [5, -0.587844, 0.0199345, 2.48223, 1.0], [6, -0.627438, -0.213614, 2.44903, 1.0], [7, -0.614462, -0.277302, 2.42726, 1.0], [8, -0.144149, 0.2963, 2.3884, 1.0], [9, -0.0645639, 0.0218624, 2.38558, 1.0], [10, -0.0487027, -0.23207, 2.3629, 1.0], [11, -0.0530196, -0.305727, 2.35817, 1.0], [12, -0.415873, -0.244626, 2.49746, 1.0], [13, -0.387038, -0.669606, 2.62271, 1.0], [14, -0.43408, -1.03883, 2.70886, 1.0], [15, -0.424072, -1.09766, 2.61133, 1.0], [16, -0.240003, -0.243691, 2.46507, 1.0], [17, -0.219024, -0.69003, 2.63077, 1.0], [18, -0.168097, -1.02912, 2.69945, 1.0], [19, -0.169067, -1.09375, 2.59375, 1.0], [20, -0.33186, 0.321219, 2.42561, 1.0], [21, -0.602401, -0.340663, 2.42895, 1.0], [22, -0.542545, -0.313144, 2.3963, 1.0], [23, -0.053219, -0.370111, 2.37172, 1.0], [24, 0.0112059, -0.341444, 2.33538, 1.0]]
[[0, -0.333031, -0.247975, 2.51969, 1.0], [1, -0.333015, 0.0805377, 2.47053, 1.0], [2, -0.330906, 0.39966, 2.40736, 1.0], [3, -0.35261, 0.558202, 2.36921, 1.0], [4, -0.529421, 0.29339, 2.47098, 1.0], [5, -0.587786, 0.0201288, 2.48152, 1.0], [6, -0.627109, -0.213235, 2.44704, 1.0], [7, -0.614882, -0.277365, 2.41968, 1.0], [8, -0.144165, 0.296301, 2.38833, 1.0], [9, -0.0645412, 0.0221163, 2.38485, 1.0], [10, -0.0487184, -0.231776, 2.36216, 1.0], [11, -0.0538129, -0.305506, 2.34955, 1.0], [12, -0.415854, -0.244667, 2.49747, 1.0], [13, -0.38688, -0.669746, 2.62285, 1.0], [14, -0.434427, -1.03883, 2.70869, 1.0], [15, -0.425027, -1.0978, 2.61074, 1.0], [16, -0.23998, -0.243723, 2.46508, 1.0], [17, -0.21671, -0.672974, 2.62106, 1.0], [18, -0.168492, -1.02921, 2.69964, 1.0], [19, -0.169089, -1.09371, 2.59366, 1.0], [20, -0.331793, 0.321229, 2.42561, 1.0], [21, -0.603879, -0.337681, 2.41537, 1.0], [22, -0.543144, -0.311527, 2.39264, 1.0], [23, -0.0528479, -0.36954, 2.3623, 1.0], [24, 0.0046069, -0.339451, 2.32884, 1.0]]
[[0, -0.332986, -0.247626, 2.51961, 1.0], [1, -0.332799, 0.0808748, 2.4704, 1.0], [2, -0.330447, 0.400018, 2.40715, 1.0], [3, -0.352609, 0.558452, 2.36928, 1.0], [4, -0.529603, 0.293438, 2.471, 1.0], [5, -0.589006, 0.0202168, 2.47885, 1.0], [6, -0.628998, -0.212578, 2.44139, 1.0], [7, -0.618413, -0.275533, 2.40756, 1.0], [8, -0.144176, 0.296304, 2.38833, 1.0], [9, -0.0641597, 0.0228339, 2.38306, 1.0], [10, -0.0493039, -0.229921, 2.3562, 1.0], [11, -0.0551408, -0.303039, 2.33722, 1.0], [12, -0.415807, -0.244276, 2.49729, 1.0], [13, -0.387359, -0.66901, 2.62283, 1.0], [14, -0.436282, -1.03359, 2.70877, 1.0], [15, -0.428057, -1.09568, 2.61578, 1.0], [16, -0.239936, -0.243407, 2.46508, 1.0], [17, -0.21699, -0.671874, 2.62077, 1.0], [18, -0.168589, -1.02928, 2.69993, 1.0], [19, -0.169033, -1.09362, 2.59367, 1.0], [20, -0.331403, 0.321582, 2.42542, 1.0], [21, -0.605583, -0.336411, 2.40492, 1.0], [22, -0.546946, -0.308755, 2.374, 1.0], [23, -0.0602528, -0.367773, 2.34867, 1.0], [24, 0.00476677, -0.338447, 2.31487, 1.0]]
[[0, -0.332516, -0.24789, 2.52011, 1.0], [1, -0.332483, 0.0808746, 2.4706, 1.0], [2, -0.330173, 0.400189, 2.40718, 1.0], [3, -0.352538, 0.558556, 2.3693, 1.0], [4, -0.529788, 0.293552, 2.47103, 1.0], [5, -0.592069, 0.0214826, 2.47289, 1.0], [6, -0.632767, -0.210549, 2.43362, 1.0], [7, -0.621946, -0.272784, 2.39176, 1.0], [8, -0.144191, 0.296306, 2.38834, 1.0], [9, -0.0630572, 0.0254628, 2.37791, 1.0], [10, -0.0523638, -0.226629, 2.34344, 1.0], [11, -0.0578289, -0.299992, 2.31834, 1.0], [12, -0.415445, -0.24445, 2.49751, 1.0], [13, -0.387134, -0.669087, 2.62283, 1.0], [14, -0.436197, -1.0338, 2.70843, 1.0], [15, -0.430352, -1.09593, 2.6137, 1.0], [16, -0.239347, -0.243789, 2.46597, 1.0], [17, -0.217037, -0.669576, 2.61953, 1.0], [18, -0.168524, -1.02947, 2.70004, 1.0], [19, -0.168702, -1.09345, 2.59176, 1.0], [20, -0.331131, 0.321707, 2.42549, 1.0], [21, -0.607814, -0.331735, 2.38589, 1.0], [22, -0.548455, -0.304964, 2.36069, 1.0], [23, -0.0612401, -0.364219, 2.33172, 1.0], [24, 0.00472349, -0.335875, 2.29725, 1.0]]
[[0, -0.3319, -0.248241, 2.52095, 1.0], [1, -0.332213, 0.0809762, 2.47101, 1.0], [2, -0.330057, 0.400637, 2.40741, 1.0], [3, -0.35246, 0.558928, 2.36989, 1.0], [4, -0.530177, 0.293776, 2.47107, 1.0], [5, -0.595337, 0.0248082, 2.46653, 1.0], [6, -0.63778, -0.203369, 2.40984, 1.0], [7, -0.625172, -0.270451, 2.36863, 1.0], [8, -0.14422, 0.296369, 2.38846, 1.0], [9, -0.0619076, 0.0297033, 2.37063, 1.0], [10, -0.0556377, -0.219774, 2.32019, 1.0], [11, -0.0601989, -0.295035, 2.29434, 1.0], [12, -0.414949, -0.244719, 2.49801, 1.0], [13, -0.387027, -0.669264, 2.62298, 1.0], [14, -0.43618, -1.03391, 2.70837, 1.0], [15, -0.428545, -1.09564, 2.61595, 1.0], [16, -0.23863, -0.244216, 2.46718, 1.0], [17, -0.21704, -0.669186, 2.61969, 1.0], [18, -0.168717, -1.03005, 2.70123, 1.0], [19, -0.168396, -1.09317, 2.59134, 1.0], [20, -0.330983, 0.322047, 2.42576, 1.0], [21, -0.616776, -0.320177, 2.35958, 1.0], [22, -0.552679, -0.298655, 2.3348, 1.0], [23, -0.0705467, -0.360225, 2.31019, 1.0], [24, -0.00279582, -0.328083, 2.2737, 1.0]]
[[0, -0.331731, -0.24763, 2.52121, 1.0], [1, -0.331998, 0.0818503, 2.47162, 1.0], [2, -0.329866, 0.401839, 2.40847, 1.0], [3, -0.35215, 0.559735, 2.37146, 1.0], [4, -0.530291, 0.294812, 2.47084, 1.0], [5, -0.6014, 0.0304256, 2.4536, 1.0], [6, -0.642253, -0.193847, 2.38395, 1.0], [7, -0.630274, -0.257235, 2.34198, 1.0], [8, -0.144381, 0.296475, 2.38883, 1.0], [9, -0.0614241, 0.0375218, 2.36043, 1.0], [10, -0.0569158, -0.211172, 2.28821, 1.0], [11, -0.0655962, -0.291075, 2.26567, 1.0], [12, -0.414772, -0.243865, 2.49812, 1.0], [13, -0.387066, -0.669046, 2.62312, 1.0], [14, -0.437197, -1.02944, 2.70797, 1.0], [15, -0.428869, -1.09429, 2.61736, 1.0], [16, -0.238466, -0.243788, 2.46751, 1.0], [17, -0.216478, -0.667653, 2.61926, 1.0], [18, -0.168234, -1.03006, 2.70126, 1.0], [19, -0.16839, -1.09274, 2.59157, 1.0], [20, -0.330777, 0.323172, 2.4267, 1.0], [21, -0.617643, -0.313297, 2.32865, 1.0], [22, -0.554321, -0.287576, 2.30508, 1.0], [23, -0.0741351, -0.347253, 2.26937, 1.0], [24, -0.00405559, -0.324035, 2.24482, 1.0]]
[[0, -0.330607, -0.24702, 2.52202, 1.0], [1, -0.331202, 0.0826106, 2.47266, 1.0], [2, -0.329444, 0.402777, 2.40968, 1.0], [3, -0.351784, 0.560566, 2.37317, 1.0], [4, -0.529982, 0.296217, 2.47094, 1.0], [5, -0.607965, 0.0368475, 2.43968, 1.0], [6, -0.644549, -0.181978, 2.35565, 1.0], [7, -0.635239, -0.250788, 2.31265, 1.0], [8, -0.144491, 0.296562, 2.38912, 1.0], [9, -0.0622683, 0.0535172, 2.34941, 1.0], [10, -0.058913, -0.203695, 2.26564, 1.0], [11, -0.0706683, -0.279856, 2.23345, 1.0], [12, -0.41369, -0.243029, 2.49855, 1.0], [13, -0.386971, -0.668895, 2.62324, 1.0], [14, -0.437192, -1.02957, 2.70803, 1.0], [15, -0.42927, -1.09308, 2.6195, 1.0], [16, -0.237261, -0.243417, 2.46874, 1.0], [17, -0.216159, -0.667579, 2.61944, 1.0], [18, -0.167468, -1.02892, 2.70098, 1.0], [19, -0.167927, -1.09224, 2.5911, 1.0], [20, -0.330257, 0.324068, 2.42787, 1.0], [21, -0.624178, -0.297031, 2.2956, 1.0], [22, -0.530981, -0.27584, 2.27467, 1.0], [23, -0.0765773, -0.334806, 2.22772, 1.0], [24, -0.166756, -0.302165, 2.23462, 1.0]]
[[0, -0.330053, -0.24504, 2.52223, 1.0], [1, -0.330287, 0.0845594, 2.47385, 1.0], [2, -0.328057, 0.404854, 2.4122, 1.0], [3, -0.351173, 0.561922, 2.37673, 1.0], [4, -0.529488, 0.297363, 2.47038, 1.0], [5, -0.614207, 0.0462736, 2.42522, 1.0], [6, -0.648644, -0.164326, 2.32247, 1.0], [7, -0.640539, -0.234072, 2.27777, 1.0], [8, -0.144526, 0.296958, 2.38978, 1.0], [9, -0.0630837, 0.0655472, 2.33904, 1.0], [10, -0.062278, -0.186045, 2.23357, 1.0], [11, -0.0743045, -0.263316, 2.1987, 1.0], [12, -0.413165, -0.240798, 2.49839, 1.0], [13, -0.387036, -0.669031, 2.62352, 1.0], [14, -0.437087, -1.03023, 2.70767, 1.0], [15, -0.432108, -1.09389, 2.61578, 1.0], [16, -0.236708, -0.241701, 2.46921, 1.0], [17, -0.215823, -0.667109, 2.61964, 1.0], [18, -0.167371, -1.02881, 2.70115, 1.0], [19, -0.167424, -1.09171, 2.59095, 1.0], [20, -0.328996, 0.32612, 2.43001, 1.0], [21, -0.623652, -0.27921, 2.25808, 1.0], [22, -0.53274, -0.258737, 2.23725, 1.0], [23, -0.0802357, -0.317526, 2.18801, 1.0], [24, -0.167902, -0.288191, 2.20209, 1.0]]
[[0, -0.329903, -0.244173, 2.52278, 1.0], [1, -0.329849, 0.086083, 2.47549, 1.0], [2, -0.327343, 0.407045, 2.41519, 1.0], [3, -0.350616, 0.563187, 2.37956, 1.0], [4, -0.529028, 0.298372, 2.46996, 1.0], [5, -0.617923, 0.059993, 2.40868, 1.0], [6, -0.657508, -0.150167, 2.30143, 1.0], [7, -0.6456, -0.212933, 2.23879, 1.0], [8, -0.144928, 0.297617, 2.39085, 1.0], [9, -0.0633877, 0.0771456, 2.32632, 1.0], [10, -0.0618324, -0.144471, 2.2009, 1.0], [11, -0.0772376, -0.24224, 2.16324, 1.0], [12, -0.413066, -0.23997, 2.49858, 1.0], [13, -0.387111, -0.668935, 2.62377, 1.0], [14, -0.437331, -1.0315, 2.70822, 1.0], [15, -0.434324, -1.09386, 2.61566, 1.0], [16, -0.236503, -0.240784, 2.47019, 1.0], [17, -0.215644, -0.666837, 2.62, 1.0], [18, -0.167225, -1.0286, 2.70135, 1.0], [19, -0.167244, -1.09137, 2.59085, 1.0], [20, -0.328346, 0.328152, 2.43265, 1.0], [21, -0.624418, -0.253607, 2.21257, 1.0], [22, -0.540884, -0.235983, 2.19625, 1.0], [23, -0.0884462, -0.296724, 2.14811, 1.0], [24, -0.165336, -0.267891, 2.158, 1.0]]
[[0, -0.330376, -0.243822, 2.52318, 1.0], [1, -0.330064, 0.0866488, 2.47662, 1.0], [2, -0.327153, 0.407855, 2.4173, 1.0], [3, -0.349332, 0.564435, 2.38349, 1.0], [4, -0.527708, 0.299271, 2.46815, 1.0], [5, -0.621592, 0.0741262, 2.39612, 1.0], [6, -0.66087, -0.11617, 2.26048, 1.0], [7, -0.646685, -0.188498, 2.1945, 1.0], [8, -0.145432, 0.298349, 2.39172, 1.0], [9, -0.0641862, 0.0923757, 2.31248, 1.0], [10, -0.0644346, -0.132263, 2.18281, 1.0], [11, -0.0824767, -0.219598, 2.12526, 1.0], [12, -0.413697, -0.23955, 2.49857, 1.0], [13, -0.407836, -0.663903, 2.6244, 1.0], [14, -0.437357, -1.03209, 2.70831, 1.0], [15, -0.433455, -1.09318, 2.61658, 1.0], [16, -0.236934, -0.240432, 2.47112, 1.0], [17, -0.215346, -0.666057, 2.62018, 1.0], [18, -0.167166, -1.02864, 2.70146, 1.0], [19, -0.167244, -1.09127, 2.59104, 1.0], [20, -0.328272, 0.328905, 2.43451, 1.0], [21, -0.629416, -0.225847, 2.1663, 1.0], [22, -0.54183, -0.208677, 2.15743, 1.0], [23, -0.0943952, -0.270743, 2.1044, 1.0], [24, -0.175368, -0.245668, 2.11625, 1.0]]
[[0, -0.330771, -0.243553, 2.52318, 1.0], [1, -0.330161, 0.0871492, 2.47734, 1.0], [2, -0.326726, 0.408836, 2.41944, 1.0], [3, -0.348771, 0.565881, 2.38843, 1.0], [4, -0.526797, 0.300379, 2.4669, 1.0], [5, -0.626923, 0.0919877, 2.3814, 1.0], [6, -0.658479, -0.0947461, 2.23268, 1.0], [7, -0.650314, -0.160288, 2.15454, 1.0], [8, -0.146036, 0.299168, 2.39288, 1.0], [9, -0.0615765, 0.101688, 2.30244, 1.0], [10, -0.06639, -0.085041, 2.15017, 1.0], [11, -0.0842778, -0.185972, 2.08886, 1.0], [12, -0.414359, -0.239201, 2.49831, 1.0], [13, -0.400648, -0.664376, 2.6253, 1.0], [14, -0.437292, -1.03174, 2.70821, 1.0], [15, -0.433475, -1.09269, 2.61752, 1.0], [16, -0.237143, -0.240239, 2.47123, 1.0], [17, -0.215026, -0.666723, 2.6209, 1.0], [18, -0.166384, -1.02885, 2.70203, 1.0], [19, -0.167783, -1.09062, 2.59269, 1.0], [20, -0.32801, 0.32976, 2.43623, 1.0], [21, -0.626925, -0.192035, 2.12379, 1.0], [22, -0.550949, -0.178574, 2.12, 1.0], [23, -0.0973126, -0.239949, 2.06102, 1.0], [24, -0.142721, -0.220242, 2.06722, 1.0]]
