[[0, 0.160193, -1.1353, 2.69686, 1.0], [1, 0.158901, -0.856299, 2.7691, 1.0], [2, 0.156957, -0.579533, 2.82796, 1.0], [3, 0.155546, -0.430499, 2.86324, 1.0], [4, -0.00713867, -0.694132, 2.82423, 1.0], [5, -0.0885463, -0.924735, 2.75247, 1.0], [6, -0.16939, -1.10909, 2.67087, 1.0], [7, -0.186125, -1.16686, 2.6361, 1.0], [8, 0.31806, -0.679357, 2.77707, 1.0], [9, 0.412249, -0.896623, 2.71901, 1.0], [10, 0.50634, -1.09141, 2.62175, 1.0], [11, 0.515906, -1.14218, 2.57861, 1.0], [12, 0.0842933, -1.12526, 2.67901, 1.0], [13, 0.0775104, -1.38094, 2.65877, 1.0], [14, 0.0689706, -1.77039, 2.6714, 1.0], [15, 0.0493726, -1.8056, 2.54476, 1.0], [16, 0.232347, -1.1187, 2.6514, 1.0], [17, 0.255522, -1.38592, 2.64098, 1.0], [18, 0.289844, -1.75933, 2.66497, 1.0], [19, 0.278809, -1.80168, 2.54103, 1.0], [20, 0.157563, -0.648574, 2.81561, 1.0], [21, -0.207948, -1.20439, 2.60907, 1.0], [22, -0.118385, -1.17195, 2.5875, 1.0], [23, 0.531519, -1.17206, 2.54622, 1.0], [24, 0.448584, -1.15222, 2.55345, 1.0]]
[[0, 0.160056, -1.13533, 2.69697, 1.0], [1, 0.158761, -0.856313, 2.76922, 1.0], [2, 0.156813, -0.579532, 2.82808, 1.0], [3, 0.155543, -0.430508, 2.86326, 1.0], [4, -0.00713933, -0.694132, 2.82423, 1.0], [5, -0.0876652, -0.923291, 2.75248, 1.0], [6, -0.169554, -1.10939, 2.67127, 1.0], [7, -0.185817, -1.16659, 2.63641, 1.0], [8, 0.318069, -0.679363, 2.77705, 1.0], [9, 0.412274, -0.89655, 2.71892, 1.0], [10, 0.506301, -1.09141, 2.62206, 1.0], [11, 0.516928, -1.14192, 2.58166, 1.0], [12, 0.0841613, -1.12529, 2.67913, 1.0], [13, 0.0784009, -1.37872, 2.65791, 1.0], [14, 0.0712572, -1.77001, 2.66937, 1.0], [15, 0.0519676, -1.80488, 2.54245, 1.0], [16, 0.232209, -1.11873, 2.65152, 1.0], [17, 0.255647, -1.38542, 2.64098, 1.0], [18, 0.290376, -1.75873, 2.66487, 1.0], [19, 0.279432, -1.80108, 2.54088, 1.0], [20, 0.15742, -0.648578, 2.81573, 1.0], [21, -0.207328, -1.20078, 2.60392, 1.0], [22, -0.118541, -1.17188, 2.58731, 1.0], [23, 0.533888, -1.16916, 2.54404, 1.0], [24, 0.448563, -1.15252, 2.55532, 1.0]]
[[0, 0.160175, -1.13549, 2.69704, 1.0], [1, 0.158772, -0.856348, 2.76924, 1.0], [2, 0.15679, -0.579533, 2.82808, 1.0], [3, 0.155569, -0.430435, 2.86323, 1.0], [4, -0.00718004, -0.693884, 2.82496, 1.0], [5, -0.0872773, -0.922767, 2.75271, 1.0], [6, -0.169668, -1.10929, 2.67155, 1.0], [7, -0.185218, -1.16714, 2.63569, 1.0], [8, 0.318071, -0.679366, 2.77705, 1.0], [9, 0.412418, -0.896738, 2.71878, 1.0], [10, 0.506253, -1.09088, 2.62182, 1.0], [11, 0.516721, -1.14142, 2.58094, 1.0], [12, 0.0842791, -1.1254, 2.67918, 1.0], [13, 0.0785954, -1.37929, 2.658, 1.0], [14, 0.0715948, -1.7696, 2.66944, 1.0], [15, 0.0521121, -1.80452, 2.54245, 1.0], [16, 0.232326, -1.11894, 2.65158, 1.0], [17, 0.254707, -1.38123, 2.64044, 1.0], [18, 0.288936, -1.7586, 2.66438, 1.0], [19, 0.277555, -1.80086, 2.54023, 1.0], [20, 0.157409, -0.648584, 2.81574, 1.0], [21, -0.208626, -1.20384, 2.60595, 1.0], [22, -0.118195, -1.17245, 2.59041, 1.0], [23, 0.532523, -1.17764, 2.55629, 1.0], [24, 0.44842, -1.15221, 2.55346, 1.0]]
[[0, 0.159981, -1.1356, 2.69726, 1.0], [1, 0.158623, -0.85639, 2.76932, 1.0], [2, 0.156647, -0.579534, 2.82808, 1.0], [3, 0.155579, -0.430443, 2.86323, 1.0], [4, -0.00719274, -0.693891, 2.82499, 1.0], [5, -0.0873274, -0.923297, 2.75247, 1.0], [6, -0.169603, -1.10918, 2.67152, 1.0], [7, -0.186311, -1.16723, 2.63596, 1.0], [8, 0.318071, -0.679366, 2.77705, 1.0], [9, 0.412731, -0.897133, 2.71861, 1.0], [10, 0.506298, -1.09092, 2.62212, 1.0], [11, 0.517156, -1.14078, 2.58234, 1.0], [12, 0.0840925, -1.1255, 2.6794, 1.0], [13, 0.0785731, -1.37936, 2.65804, 1.0], [14, 0.0712598, -1.80325, 2.67099, 1.0], [15, 0.0518198, -1.83788, 2.54401, 1.0], [16, 0.23213, -1.11904, 2.6518, 1.0], [17, 0.254782, -1.38122, 2.64058, 1.0], [18, 0.292494, -1.79193, 2.66738, 1.0], [19, 0.281169, -1.83397, 2.54327, 1.0], [20, 0.157269, -0.648594, 2.81575, 1.0], [21, -0.209135, -1.20305, 2.60844, 1.0], [22, -0.118603, -1.17412, 2.59232, 1.0], [23, 0.53317, -1.17053, 2.54551, 1.0], [24, 0.447283, -1.15302, 2.55501, 1.0]]
[[0, 0.160114, -1.13573, 2.69723, 1.0], [1, 0.158704, -0.856513, 2.76926, 1.0], [2, 0.156687, -0.579651, 2.82796, 1.0], [3, 0.155638, -0.430594, 2.86274, 1.0], [4, -0.0072971, -0.694059, 2.82479, 1.0], [5, -0.0863109, -0.92191, 2.75212, 1.0], [6, -0.169594, -1.10915, 2.6715, 1.0], [7, -0.186081, -1.16646, 2.63464, 1.0], [8, 0.318076, -0.679364, 2.77705, 1.0], [9, 0.412876, -0.897009, 2.71832, 1.0], [10, 0.506326, -1.0908, 2.6221, 1.0], [11, 0.516388, -1.13938, 2.57887, 1.0], [12, 0.0842432, -1.1257, 2.6793, 1.0], [13, 0.0783345, -1.39069, 2.65858, 1.0], [14, 0.0703963, -1.83287, 2.67265, 1.0], [15, 0.0510973, -1.85822, 2.54521, 1.0], [16, 0.232254, -1.11913, 2.65183, 1.0], [17, 0.25491, -1.38218, 2.64058, 1.0], [18, 0.294297, -1.81219, 2.6689, 1.0], [19, 0.282977, -1.85405, 2.54477, 1.0], [20, 0.157318, -0.648711, 2.81565, 1.0], [21, -0.208893, -1.20152, 2.60513, 1.0], [22, -0.118848, -1.17231, 2.58885, 1.0], [23, 0.532666, -1.17387, 2.54805, 1.0], [24, 0.448511, -1.1522, 2.55345, 1.0]]
[[0, 0.160034, -1.13574, 2.69726, 1.0], [1, 0.158687, -0.856514, 2.76924, 1.0], [2, 0.156698, -0.579647, 2.82788, 1.0], [3, 0.155639, -0.43058, 2.8627, 1.0], [4, -0.00729549, -0.693969, 2.82486, 1.0], [5, -0.0862626, -0.92165, 2.75214, 1.0], [6, -0.169525, -1.10911, 2.67148, 1.0], [7, -0.187288, -1.16713, 2.63747, 1.0], [8, 0.318061, -0.679374, 2.77698, 1.0], [9, 0.4129, -0.896956, 2.71827, 1.0], [10, 0.506424, -1.09047, 2.62246, 1.0], [11, 0.516982, -1.14088, 2.58029, 1.0], [12, 0.0841702, -1.12569, 2.67929, 1.0], [13, 0.0781246, -1.40228, 2.65923, 1.0], [14, 0.0702739, -1.84491, 2.6734, 1.0], [15, 0.0509059, -1.87222, 2.54605, 1.0], [16, 0.23215, -1.11916, 2.65191, 1.0], [17, 0.256072, -1.39373, 2.64159, 1.0], [18, 0.296649, -1.83328, 2.67068, 1.0], [19, 0.28467, -1.86793, 2.54586, 1.0], [20, 0.157318, -0.648709, 2.8156, 1.0], [21, -0.210481, -1.20318, 2.60716, 1.0], [22, -0.118304, -1.17243, 2.58845, 1.0], [23, 0.532822, -1.17318, 2.54795, 1.0], [24, 0.448563, -1.15233, 2.55373, 1.0]]
[[0, 0.160043, -1.13574, 2.69727, 1.0], [1, 0.158641, -0.856523, 2.76922, 1.0], [2, 0.156427, -0.579678, 2.82774, 1.0], [3, 0.155624, -0.430621, 2.86258, 1.0], [4, -0.0073482, -0.693802, 2.82482, 1.0], [5, -0.0862488, -0.921734, 2.75188, 1.0], [6, -0.169444, -1.10906, 2.67145, 1.0], [7, -0.185828, -1.16771, 2.6354, 1.0], [8, 0.318086, -0.679395, 2.77695, 1.0], [9, 0.413161, -0.897421, 2.71791, 1.0], [10, 0.506753, -1.0899, 2.62238, 1.0], [11, 0.517158, -1.13972, 2.57737, 1.0], [12, 0.0841794, -1.12567, 2.67929, 1.0], [13, 0.0779829, -1.41074, 2.65948, 1.0], [14, 0.0701126, -1.8539, 2.67343, 1.0], [15, 0.0507325, -1.88252, 2.54602, 1.0], [16, 0.232173, -1.11919, 2.65197, 1.0], [17, 0.256975, -1.40217, 2.64221, 1.0], [18, 0.297744, -1.84225, 2.67113, 1.0], [19, 0.285927, -1.8782, 2.5463, 1.0], [20, 0.15712, -0.648734, 2.81549, 1.0], [21, -0.210553, -1.20424, 2.60777, 1.0], [22, -0.118777, -1.17264, 2.58899, 1.0], [23, 0.529421, -1.17469, 2.5466, 1.0], [24, 0.497192, -1.14819, 2.614, 1.0]]
[[0, 0.160074, -1.13587, 2.69725, 1.0], [1, 0.158638, -0.856555, 2.76919, 1.0], [2, 0.156404, -0.579653, 2.82767, 1.0], [3, 0.155631, -0.430522, 2.86257, 1.0], [4, -0.00732429, -0.693768, 2.82469, 1.0], [5, -0.0864818, -0.922119, 2.75175, 1.0], [6, -0.169403, -1.10903, 2.6715, 1.0], [7, -0.186481, -1.1673, 2.63651, 1.0], [8, 0.31809, -0.679382, 2.77696, 1.0], [9, 0.413227, -0.897464, 2.71774, 1.0], [10, 0.506858, -1.08983, 2.62235, 1.0], [11, 0.516487, -1.14048, 2.58029, 1.0], [12, 0.0842022, -1.1258, 2.67927, 1.0], [13, 0.0779762, -1.41723, 2.65967, 1.0], [14, 0.0702142, -1.8608, 2.67346, 1.0], [15, 0.0508689, -1.89042, 2.546, 1.0], [16, 0.232211, -1.11933, 2.65194, 1.0], [17, 0.257811, -1.40858, 2.6428, 1.0], [18, 0.298921, -1.84901, 2.6719, 1.0], [19, 0.287298, -1.88607, 2.54711, 1.0], [20, 0.157104, -0.648727, 2.81544, 1.0], [21, -0.206882, -1.19995, 2.60106, 1.0], [22, -0.119063, -1.17337, 2.59052, 1.0], [23, 0.53038, -1.17717, 2.55275, 1.0], [24, 0.448564, -1.15217, 2.55336, 1.0]]
[[0, 0.159984, -1.13602, 2.69728, 1.0], [1, 0.158594, -0.856629, 2.76917, 1.0], [2, 0.156388, -0.579688, 2.82761, 1.0], [3, 0.15567, -0.430522, 2.86253, 1.0], [4, -0.00732304, -0.693714, 2.82467, 1.0], [5, -0.0863152, -0.921958, 2.75166, 1.0], [6, -0.169515, -1.1093, 2.67181, 1.0], [7, -0.187056, -1.16777, 2.63801, 1.0], [8, 0.318079, -0.679382, 2.77694, 1.0], [9, 0.413394, -0.897684, 2.71752, 1.0], [10, 0.506961, -1.08989, 2.62292, 1.0], [11, 0.517936, -1.14167, 2.58243, 1.0], [12, 0.0841053, -1.12592, 2.67938, 1.0], [13, 0.0779051, -1.42235, 2.65987, 1.0], [14, 0.0702926, -1.86632, 2.67347, 1.0], [15, 0.0509552, -1.8967, 2.54596, 1.0], [16, 0.232116, -1.11951, 2.6519, 1.0], [17, 0.25844, -1.41367, 2.64336, 1.0], [18, 0.299955, -1.85442, 2.67273, 1.0], [19, 0.288483, -1.8924, 2.54799, 1.0], [20, 0.157081, -0.648769, 2.81539, 1.0], [21, -0.209395, -1.20642, 2.61287, 1.0], [22, -0.121762, -1.17405, 2.58842, 1.0], [23, 0.529123, -1.17839, 2.5539, 1.0], [24, 0.448784, -1.15274, 2.55462, 1.0]]
[[0, 0.159978, -1.13609, 2.69727, 1.0], [1, 0.158602, -0.856714, 2.76913, 1.0], [2, 0.156422, -0.57978, 2.82753, 1.0], [3, 0.155587, -0.430731, 2.86227, 1.0], [4, -0.00733771, -0.693688, 2.82466, 1.0], [5, -0.0871485, -0.923344, 2.75146, 1.0], [6, -0.169541, -1.10933, 2.67184, 1.0], [7, -0.187587, -1.16745, 2.63601, 1.0], [8, 0.3181, -0.679551, 2.77662, 1.0], [9, 0.41326, -0.897469, 2.71749, 1.0], [10, 0.507179, -1.0897, 2.62283, 1.0], [11, 0.517563, -1.14124, 2.58022, 1.0], [12, 0.0840959, -1.12621, 2.67939, 1.0], [13, 0.0780848, -1.4267, 2.65982, 1.0], [14, 0.0708293, -1.87106, 2.67306, 1.0], [15, 0.0514603, -1.902, 2.54547, 1.0], [16, 0.232112, -1.11951, 2.65189, 1.0], [17, 0.258526, -1.4177, 2.64379, 1.0], [18, 0.299661, -1.85884, 2.67336, 1.0], [19, 0.288086, -1.89753, 2.54865, 1.0], [20, 0.157107, -0.64886, 2.81532, 1.0], [21, -0.209302, -1.20433, 2.60798, 1.0], [22, -0.118779, -1.17244, 2.58838, 1.0], [23, 0.530341, -1.17674, 2.55103, 1.0], [24, 0.44841, -1.15231, 2.55365, 1.0]]
[[0, 0.159957, -1.13641, 2.69739, 1.0], [1, 0.158606, -0.856771, 2.76914, 1.0], [2, 0.156446, -0.579755, 2.82748, 1.0], [3, 0.155608, -0.430746, 2.86228, 1.0], [4, -0.00733235, -0.69368, 2.82466, 1.0], [5, -0.087074, -0.923006, 2.75155, 1.0], [6, -0.169555, -1.10937, 2.67202, 1.0], [7, -0.186609, -1.16795, 2.63651, 1.0], [8, 0.318137, -0.679583, 2.77657, 1.0], [9, 0.413256, -0.89748, 2.71748, 1.0], [10, 0.507147, -1.09005, 2.62309, 1.0], [11, 0.517264, -1.14113, 2.58063, 1.0], [12, 0.0840948, -1.12681, 2.67961, 1.0], [13, 0.078056, -1.43056, 2.65996, 1.0], [14, 0.070829, -1.87517, 2.67288, 1.0], [15, 0.0514448, -1.90652, 2.54522, 1.0], [16, 0.23209, -1.11961, 2.65194, 1.0], [17, 0.25848, -1.42105, 2.64433, 1.0], [18, 0.299175, -1.86244, 2.67421, 1.0], [19, 0.287544, -1.90173, 2.54956, 1.0], [20, 0.15712, -0.648858, 2.8153, 1.0], [21, -0.209058, -1.20267, 2.6076, 1.0], [22, -0.118664, -1.17333, 2.59046, 1.0], [23, 0.52956, -1.17631, 2.55032, 1.0], [24, 0.448552, -1.15214, 2.5533, 1.0]]
