[[0, 0, 0, 0, 1.0], [1, 438.091, 264.884, 0.826583, 1.0], [2, 405.861, 264.863, 0.79934, 1.0], [3, 360.364, 231.098, 0.746024, 1.0], [4, 345.623, 175.279, 0.709789, 1.0], [5, 466.053, 264.905, 0.772053, 1.0], [6, 499.778, 228.097, 0.835595, 1.0], [7, 499.887, 163.527, 0.843345, 1.0], [8, 441.105, 380.899, 0.734905, 1.0], [9, 417.63, 383.794, 0.700145, 1.0], [10, 419.034, 474.847, 0.767029, 1.0], [11, 416.074, 536.589, 0.196934, 1.0], [12, 464.578, 379.384, 0.691868, 1.0], [13, 471.889, 473.36, 0.692982, 1.0], [14, 486.553, 536.59, 0.225583, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 427.843, 238.409, 0.0547548, 1.0], [18, 0, 0, 0, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 488.046, 536.598, 0.113775, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 416.072, 536.594, 0.0640822, 1.0]]
[[0, 436.655, 239.895, 0.0949283, 1.0], [1, 439.568, 261.873, 0.812341, 1.0], [2, 405.831, 261.857, 0.756764, 1.0], [3, 367.665, 228.091, 0.812481, 1.0], [4, 355.844, 169.368, 0.743571, 1.0], [5, 470.474, 261.889, 0.728799, 1.0], [6, 504.262, 228.182, 0.752194, 1.0], [7, 511.538, 169.354, 0.853629, 1.0], [8, 441.107, 380.838, 0.73276, 1.0], [9, 417.627, 382.324, 0.707186, 1.0], [10, 417.623, 473.407, 0.765526, 1.0], [11, 416.081, 536.589, 0.185445, 1.0], [12, 464.599, 377.92, 0.68847, 1.0], [13, 470.452, 470.447, 0.68017, 1.0], [14, 486.561, 536.59, 0.210601, 1.0], [15, 430.783, 236.918, 0.0900283, 1.0], [16, 441.077, 231.106, 0.0943297, 1.0], [17, 424.911, 234.009, 0.0961596, 1.0], [18, 449.888, 231.047, 0.165784, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 488.064, 536.598, 0.10262, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 416.095, 536.594, 0.0589, 1.0]]
[[0, 432.289, 238.381, 0.0531703, 1.0], [1, 439.589, 263.376, 0.843389, 1.0], [2, 407.319, 263.373, 0.784874, 1.0], [3, 370.557, 228.082, 0.805682, 1.0], [4, 357.408, 169.332, 0.817707, 1.0], [5, 470.449, 263.371, 0.721419, 1.0], [6, 508.648, 228.072, 0.783315, 1.0], [7, 513.101, 167.887, 0.806905, 1.0], [8, 441.129, 380.879, 0.72849, 1.0], [9, 417.648, 382.362, 0.700945, 1.0], [10, 419.037, 474.831, 0.757595, 1.0], [11, 416.07, 536.589, 0.185, 1.0], [12, 464.612, 379.385, 0.688871, 1.0], [13, 471.91, 473.357, 0.697493, 1.0], [14, 486.568, 536.589, 0.216201, 1.0], [15, 429.395, 234.006, 0.0539484, 1.0], [16, 0, 0, 0, 1.0], [17, 429.35, 236.903, 0.0655915, 1.0], [18, 445.47, 232.533, 0.0922893, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 488.058, 536.598, 0.108017, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 416.074, 536.594, 0.0590794, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 439.666, 267.798, 0.82218, 1.0], [2, 410.25, 266.326, 0.731115, 1.0], [3, 372.093, 226.626, 0.771435, 1.0], [4, 363.24, 165, 0.728999, 1.0], [5, 468.991, 272.193, 0.709792, 1.0], [6, 510.081, 229.619, 0.785325, 1.0], [7, 518.939, 169.425, 0.740152, 1.0], [8, 441.15, 380.847, 0.710425, 1.0], [9, 419.026, 382.319, 0.676261, 1.0], [10, 417.599, 474.845, 0.784852, 1.0], [11, 416.091, 536.589, 0.164959, 1.0], [12, 464.632, 377.937, 0.688665, 1.0], [13, 473.362, 474.847, 0.734046, 1.0], [14, 486.598, 536.591, 0.148272, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 442.577, 239.822, 0.0644491, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 488.124, 536.6, 0.0633041, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 416.14, 536.591, 0.0501106, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 439.588, 266.346, 0.824071, 1.0], [2, 408.771, 266.323, 0.758821, 1.0], [3, 374.975, 222.249, 0.741731, 1.0], [4, 369.043, 160.632, 0.813494, 1.0], [5, 468.983, 267.793, 0.700182, 1.0], [6, 511.534, 229.638, 0.801854, 1.0], [7, 524.814, 170.928, 0.804747, 1.0], [8, 441.153, 380.908, 0.717495, 1.0], [9, 419.03, 382.384, 0.68725, 1.0], [10, 417.613, 474.822, 0.802575, 1.0], [11, 416.047, 536.589, 0.207784, 1.0], [12, 464.636, 380.82, 0.69192, 1.0], [13, 471.889, 471.92, 0.709951, 1.0], [14, 485.165, 536.588, 0.219822, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 0, 0, 0, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 486.663, 536.598, 0.110109, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 416.058, 536.595, 0.0708114, 1.0]]
[[0, 432.29, 239.908, 0.0878911, 1.0], [1, 441.109, 264.852, 0.874442, 1.0], [2, 411.728, 264.812, 0.767785, 1.0], [3, 377.915, 220.781, 0.733024, 1.0], [4, 370.563, 162.065, 0.814245, 1.0], [5, 474.796, 264.908, 0.754987, 1.0], [6, 513.041, 229.622, 0.794857, 1.0], [7, 530.658, 172.354, 0.797749, 1.0], [8, 441.129, 380.83, 0.727454, 1.0], [9, 417.644, 382.296, 0.702815, 1.0], [10, 417.604, 474.846, 0.770752, 1.0], [11, 416.069, 536.59, 0.183988, 1.0], [12, 464.611, 377.941, 0.697922, 1.0], [13, 470.45, 473.378, 0.713762, 1.0], [14, 486.578, 536.59, 0.199156, 1.0], [15, 429.408, 235.483, 0.0781274, 1.0], [16, 439.624, 231.12, 0.0849524, 1.0], [17, 429.375, 238.431, 0.0795321, 1.0], [18, 448.414, 232.575, 0.146907, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 488.087, 536.599, 0.0973281, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 416.089, 536.594, 0.0610143, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 441.158, 269.283, 0.802685, 1.0], [2, 414.657, 267.817, 0.74131, 1.0], [3, 380.804, 217.821, 0.814984, 1.0], [4, 376.451, 159.118, 0.803496, 1.0], [5, 473.387, 272.199, 0.722052, 1.0], [6, 513.047, 233.997, 0.715502, 1.0], [7, 533.623, 173.788, 0.805828, 1.0], [8, 441.147, 380.876, 0.717346, 1.0], [9, 419.028, 382.347, 0.685577, 1.0], [10, 417.59, 474.89, 0.79428, 1.0], [11, 416.085, 536.59, 0.129118, 1.0], [12, 464.614, 379.389, 0.696898, 1.0], [13, 471.93, 473.409, 0.712766, 1.0], [14, 486.563, 536.59, 0.183372, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 449.873, 239.907, 0.0707602, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 488.071, 536.599, 0.0863249, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 441.158, 266.366, 0.812649, 1.0], [2, 414.644, 266.335, 0.745924, 1.0], [3, 382.303, 217.799, 0.844389, 1.0], [4, 380.834, 159.144, 0.826627, 1.0], [5, 474.837, 269.248, 0.714705, 1.0], [6, 517.428, 236.933, 0.7292, 1.0], [7, 536.563, 176.735, 0.780292, 1.0], [8, 441.091, 380.86, 0.725112, 1.0], [9, 417.591, 382.327, 0.70453, 1.0], [10, 417.551, 474.892, 0.794818, 1.0], [11, 416.064, 536.591, 0.136337, 1.0], [12, 464.58, 379.371, 0.690033, 1.0], [13, 470.474, 474.832, 0.719635, 1.0], [14, 486.586, 536.591, 0.147199, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 448.419, 239.919, 0.0984278, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 488.133, 536.599, 0.0633526, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 444.004, 264.908, 0.808214, 1.0], [2, 416.168, 263.402, 0.788071, 1.0], [3, 382.393, 216.389, 0.830695, 1.0], [4, 382.423, 159.088, 0.85936, 1.0], [5, 474.881, 270.698, 0.724488, 1.0], [6, 520.399, 238.396, 0.789348, 1.0], [7, 539.452, 181.147, 0.838374, 1.0], [8, 441.146, 380.859, 0.71344, 1.0], [9, 417.659, 382.298, 0.683924, 1.0], [10, 417.578, 476.278, 0.788231, 1.0], [11, 416.075, 536.592, 0.135494, 1.0], [12, 464.612, 379.4, 0.692981, 1.0], [13, 468.987, 474.86, 0.733932, 1.0], [14, 486.592, 536.592, 0.157395, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 451.341, 236.932, 0.0897871, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 489.527, 536.6, 0.069269, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 445.51, 272.166, 0.761849, 1.0], [2, 417.569, 264.927, 0.79822, 1.0], [3, 386.765, 216.411, 0.79809, 1.0], [4, 389.706, 159.081, 0.809804, 1.0], [5, 474.871, 275.154, 0.769503, 1.0], [6, 520.342, 238.428, 0.719747, 1.0], [7, 545.328, 184.096, 0.839247, 1.0], [8, 441.121, 380.86, 0.711159, 1.0], [9, 417.635, 382.299, 0.686197, 1.0], [10, 417.553, 474.886, 0.794835, 1.0], [11, 416.083, 536.591, 0.12258, 1.0], [12, 464.58, 379.402, 0.691076, 1.0], [13, 468.999, 474.893, 0.724775, 1.0], [14, 486.547, 536.591, 0.158927, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 0, 0, 0, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 488.076, 536.6, 0.0698284, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 442.607, 266.299, 0.794137, 1.0], [2, 416.151, 263.349, 0.790044, 1.0], [3, 391.113, 214.915, 0.781742, 1.0], [4, 392.652, 156.161, 0.816007, 1.0], [5, 474.9, 275.065, 0.738082, 1.0], [6, 521.852, 239.922, 0.801, 1.0], [7, 546.793, 184.102, 0.852898, 1.0], [8, 441.102, 379.364, 0.707082, 1.0], [9, 417.613, 380.834, 0.696014, 1.0], [10, 417.573, 473.378, 0.776573, 1.0], [11, 416.067, 536.591, 0.150749, 1.0], [12, 464.57, 376.441, 0.682783, 1.0], [13, 467.555, 470.441, 0.671686, 1.0], [14, 485.102, 536.588, 0.227482, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 0, 0, 0, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 486.609, 536.598, 0.10808, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
