[[0, 477.821, 272.176, 0.432701, 1.0], [1, 476.319, 300.148, 0.891942, 1.0], [2, 451.309, 300.128, 0.848658, 1.0], [3, 422.009, 300.158, 0.757817, 1.0], [4, 405.89, 291.314, 0.812756, 1.0], [5, 504.226, 300.165, 0.813703, 1.0], [6, 536.546, 300.094, 0.802541, 1.0], [7, 568.857, 295.665, 0.81751, 1.0], [8, 474.871, 394.116, 0.792454, 1.0], [9, 452.855, 394.116, 0.74737, 1.0], [10, 444.052, 463.112, 0.803671, 1.0], [11, 430.797, 536.57, 0.846808, 1.0], [12, 496.837, 394.126, 0.731447, 1.0], [13, 510.155, 466.023, 0.872197, 1.0], [14, 532.098, 536.569, 0.769869, 1.0], [15, 474.811, 264.826, 0.465524, 1.0], [16, 486.568, 264.836, 0.462015, 1.0], [17, 464.533, 267.809, 0.444628, 1.0], [18, 496.892, 270.708, 0.373506, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 532.156, 536.583, 0.476521, 1.0], [22, 429.382, 536.587, 0.275651, 1.0], [23, 427.863, 536.588, 0.273366, 1.0], [24, 430.776, 536.585, 0.538899, 1.0]]
[[0, 477.809, 273.635, 0.306426, 1.0], [1, 476.376, 300.118, 0.876779, 1.0], [2, 451.384, 300.106, 0.841867, 1.0], [3, 427.83, 300.178, 0.78347, 1.0], [4, 405.909, 292.759, 0.813357, 1.0], [5, 505.685, 300.123, 0.808051, 1.0], [6, 536.581, 300.031, 0.776063, 1.0], [7, 568.909, 291.284, 0.819899, 1.0], [8, 474.856, 395.543, 0.770832, 1.0], [9, 452.831, 395.53, 0.745534, 1.0], [10, 444.054, 463.12, 0.802557, 1.0], [11, 430.803, 536.571, 0.833572, 1.0], [12, 496.837, 395.557, 0.717173, 1.0], [13, 511.523, 466.034, 0.86497, 1.0], [14, 532.126, 536.57, 0.772743, 1.0], [15, 473.384, 264.875, 0.350114, 1.0], [16, 485.151, 264.886, 0.323567, 1.0], [17, 464.543, 269.269, 0.331126, 1.0], [18, 496.852, 270.71, 0.27273, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 533.547, 536.583, 0.468264, 1.0], [22, 430.782, 536.586, 0.271072, 1.0], [23, 427.87, 536.589, 0.269381, 1.0], [24, 430.782, 536.585, 0.522481, 1.0]]
[[0, 477.812, 270.728, 0.426121, 1.0], [1, 476.393, 298.681, 0.85157, 1.0], [2, 452.779, 300.034, 0.820638, 1.0], [3, 429.368, 301.564, 0.813809, 1.0], [4, 407.34, 295.687, 0.799143, 1.0], [5, 504.237, 300.032, 0.79246, 1.0], [6, 535.1, 298.647, 0.770142, 1.0], [7, 568.846, 291.295, 0.80718, 1.0], [8, 474.903, 394.061, 0.791195, 1.0], [9, 452.871, 394.047, 0.747025, 1.0], [10, 444.042, 463.149, 0.80584, 1.0], [11, 430.835, 536.571, 0.825469, 1.0], [12, 496.881, 394.088, 0.73717, 1.0], [13, 511.53, 464.649, 0.866767, 1.0], [14, 532.132, 536.569, 0.768767, 1.0], [15, 474.823, 264.812, 0.4749, 1.0], [16, 485.158, 264.82, 0.439854, 1.0], [17, 464.588, 266.369, 0.432162, 1.0], [18, 493.965, 267.804, 0.329037, 1.0], [19, 527.721, 536.587, 0.192319, 1.0], [20, 540.938, 536.591, 0.256416, 1.0], [21, 533.545, 536.583, 0.466585, 1.0], [22, 430.815, 536.587, 0.271763, 1.0], [23, 427.893, 536.589, 0.268803, 1.0], [24, 430.807, 536.585, 0.517096, 1.0]]
[[0, 479.285, 269.277, 0.332434, 1.0], [1, 477.769, 298.623, 0.841167, 1.0], [2, 452.803, 298.674, 0.815629, 1.0], [3, 426.404, 300.155, 0.763736, 1.0], [4, 405.777, 292.748, 0.790185, 1.0], [5, 504.232, 298.611, 0.77817, 1.0], [6, 535.035, 298.645, 0.780783, 1.0], [7, 568.791, 291.288, 0.796702, 1.0], [8, 474.921, 394.045, 0.785136, 1.0], [9, 452.886, 394.039, 0.740661, 1.0], [10, 444.056, 463.094, 0.795327, 1.0], [11, 430.832, 536.571, 0.828444, 1.0], [12, 496.914, 394.066, 0.736742, 1.0], [13, 511.569, 466.03, 0.858412, 1.0], [14, 533.525, 536.572, 0.750439, 1.0], [15, 474.86, 263.416, 0.367586, 1.0], [16, 486.59, 263.419, 0.339696, 1.0], [17, 464.609, 266.353, 0.373094, 1.0], [18, 495.394, 266.316, 0.244772, 1.0], [19, 529.194, 536.594, 0.169087, 1.0], [20, 542.416, 536.594, 0.231662, 1.0], [21, 533.571, 536.585, 0.436231, 1.0], [22, 430.806, 536.587, 0.275409, 1.0], [23, 427.883, 536.588, 0.273688, 1.0], [24, 430.807, 536.585, 0.517286, 1.0]]
[[0, 476.318, 275.134, 0.353333, 1.0], [1, 476.309, 300.161, 0.869608, 1.0], [2, 451.363, 300.17, 0.823424, 1.0], [3, 426.382, 300.145, 0.795704, 1.0], [4, 404.405, 294.232, 0.798648, 1.0], [5, 501.331, 300.144, 0.809221, 1.0], [6, 533.623, 298.69, 0.80806, 1.0], [7, 567.374, 291.302, 0.796332, 1.0], [8, 474.892, 394.134, 0.78564, 1.0], [9, 452.875, 394.141, 0.745944, 1.0], [10, 444.042, 463.128, 0.800462, 1.0], [11, 430.839, 536.571, 0.826672, 1.0], [12, 496.865, 394.135, 0.724636, 1.0], [13, 511.607, 464.619, 0.859692, 1.0], [14, 532.144, 536.567, 0.77605, 1.0], [15, 471.931, 267.771, 0.362401, 1.0], [16, 482.205, 267.783, 0.327182, 1.0], [17, 464.531, 273.632, 0.357619, 1.0], [18, 489.587, 273.638, 0.277828, 1.0], [19, 530.677, 536.588, 0.197277, 1.0], [20, 542.436, 536.585, 0.269122, 1.0], [21, 532.144, 536.583, 0.465469, 1.0], [22, 430.812, 536.588, 0.276458, 1.0], [23, 427.886, 536.588, 0.274447, 1.0], [24, 430.812, 536.585, 0.516833, 1.0]]
[[0, 476.32, 275.113, 0.361713, 1.0], [1, 476.33, 300.142, 0.868509, 1.0], [2, 451.363, 300.172, 0.816553, 1.0], [3, 424.926, 300.089, 0.794715, 1.0], [4, 404.349, 289.861, 0.818963, 1.0], [5, 502.768, 300.111, 0.799548, 1.0], [6, 535.133, 298.671, 0.76316, 1.0], [7, 567.408, 289.84, 0.798729, 1.0], [8, 476.272, 394.106, 0.790874, 1.0], [9, 454.284, 394.125, 0.735536, 1.0], [10, 445.472, 463.099, 0.792536, 1.0], [11, 430.839, 536.572, 0.822141, 1.0], [12, 496.905, 394.106, 0.739066, 1.0], [13, 511.624, 464.621, 0.852955, 1.0], [14, 532.146, 536.57, 0.761265, 1.0], [15, 471.921, 266.341, 0.374951, 1.0], [16, 482.211, 266.34, 0.349341, 1.0], [17, 463.143, 273.616, 0.350477, 1.0], [18, 491.009, 272.185, 0.304158, 1.0], [19, 530.68, 536.59, 0.185872, 1.0], [20, 543.857, 536.586, 0.257084, 1.0], [21, 532.147, 536.584, 0.447634, 1.0], [22, 430.798, 536.588, 0.274834, 1.0], [23, 427.877, 536.589, 0.268627, 1.0], [24, 430.813, 536.586, 0.504889, 1.0]]
[[0, 476.337, 273.677, 0.387379, 1.0], [1, 476.297, 300.12, 0.869725, 1.0], [2, 451.322, 300.139, 0.820728, 1.0], [3, 426.372, 300.115, 0.788293, 1.0], [4, 404.325, 292.752, 0.81304, 1.0], [5, 501.341, 300.098, 0.806946, 1.0], [6, 535.063, 298.677, 0.789586, 1.0], [7, 567.377, 291.287, 0.791507, 1.0], [8, 476.276, 394.095, 0.80167, 1.0], [9, 454.317, 394.12, 0.735906, 1.0], [10, 445.479, 463.134, 0.800155, 1.0], [11, 430.839, 536.573, 0.817485, 1.0], [12, 496.896, 394.087, 0.748993, 1.0], [13, 511.63, 464.596, 0.85274, 1.0], [14, 532.151, 536.569, 0.776526, 1.0], [15, 471.943, 266.313, 0.403527, 1.0], [16, 482.217, 266.322, 0.36745, 1.0], [17, 463.155, 270.746, 0.390478, 1.0], [18, 489.561, 270.741, 0.283437, 1.0], [19, 529.21, 536.589, 0.192795, 1.0], [20, 542.415, 536.588, 0.26109, 1.0], [21, 532.157, 536.583, 0.45681, 1.0], [22, 430.798, 536.589, 0.271681, 1.0], [23, 427.881, 536.59, 0.262249, 1.0], [24, 430.814, 536.586, 0.498955, 1.0]]
[[0, 476.322, 275.089, 0.471044, 1.0], [1, 476.286, 300.132, 0.873758, 1.0], [2, 451.307, 300.164, 0.821745, 1.0], [3, 424.941, 300.147, 0.758265, 1.0], [4, 404.295, 295.664, 0.819228, 1.0], [5, 501.332, 300.112, 0.809694, 1.0], [6, 535.112, 298.692, 0.81521, 1.0], [7, 567.394, 289.841, 0.812528, 1.0], [8, 476.324, 394.116, 0.788761, 1.0], [9, 455.756, 394.143, 0.722951, 1.0], [10, 445.466, 463.143, 0.793516, 1.0], [11, 430.838, 536.573, 0.816588, 1.0], [12, 498.314, 394.104, 0.751383, 1.0], [13, 511.625, 464.559, 0.854509, 1.0], [14, 533.54, 536.57, 0.772144, 1.0], [15, 471.926, 266.339, 0.475038, 1.0], [16, 482.22, 266.349, 0.457011, 1.0], [17, 463.127, 272.196, 0.423847, 1.0], [18, 489.554, 272.197, 0.366617, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 533.589, 536.584, 0.453705, 1.0], [22, 430.789, 536.589, 0.269734, 1.0], [23, 427.879, 536.59, 0.256577, 1.0], [24, 430.818, 536.586, 0.496872, 1.0]]
[[0, 474.86, 275.114, 0.344874, 1.0], [1, 476.272, 300.12, 0.868253, 1.0], [2, 451.312, 300.177, 0.812773, 1.0], [3, 424.915, 300.175, 0.76729, 1.0], [4, 402.886, 295.687, 0.819939, 1.0], [5, 501.303, 300.088, 0.805204, 1.0], [6, 535.081, 298.659, 0.802759, 1.0], [7, 567.36, 289.829, 0.803283, 1.0], [8, 476.348, 394.14, 0.775751, 1.0], [9, 455.746, 395.564, 0.71275, 1.0], [10, 445.494, 464.532, 0.805226, 1.0], [11, 430.834, 536.573, 0.816317, 1.0], [12, 498.368, 394.121, 0.748571, 1.0], [13, 511.655, 464.575, 0.841363, 1.0], [14, 533.54, 536.57, 0.790468, 1.0], [15, 469.005, 266.35, 0.355501, 1.0], [16, 479.287, 266.345, 0.332762, 1.0], [17, 463.1, 273.629, 0.322451, 1.0], [18, 488.117, 272.178, 0.293691, 1.0], [19, 530.665, 536.589, 0.194254, 1.0], [20, 542.427, 536.589, 0.260917, 1.0], [21, 533.565, 536.584, 0.465589, 1.0], [22, 430.79, 536.589, 0.270201, 1.0], [23, 427.88, 536.591, 0.257553, 1.0], [24, 430.812, 536.586, 0.494301, 1.0]]
[[0, 473.385, 276.575, 0.356293, 1.0], [1, 476.3, 300.165, 0.866385, 1.0], [2, 451.309, 301.59, 0.802503, 1.0], [3, 423.475, 300.179, 0.746899, 1.0], [4, 401.431, 295.665, 0.808768, 1.0], [5, 502.743, 300.137, 0.790517, 1.0], [6, 535.127, 298.666, 0.794378, 1.0], [7, 567.356, 289.8, 0.803804, 1.0], [8, 476.385, 394.146, 0.759661, 1.0], [9, 455.791, 395.567, 0.699879, 1.0], [10, 445.499, 464.542, 0.8059, 1.0], [11, 430.829, 536.574, 0.804279, 1.0], [12, 498.409, 394.12, 0.751988, 1.0], [13, 513.028, 464.565, 0.836106, 1.0], [14, 533.535, 536.57, 0.780575, 1.0], [15, 467.524, 269.253, 0.364023, 1.0], [16, 477.807, 269.263, 0.347569, 1.0], [17, 463.07, 275.096, 0.308996, 1.0], [18, 488.07, 273.653, 0.334008, 1.0], [19, 529.212, 536.589, 0.190677, 1.0], [20, 542.399, 536.59, 0.252639, 1.0], [21, 533.569, 536.584, 0.45876, 1.0], [22, 430.789, 536.589, 0.265792, 1.0], [23, 427.888, 536.592, 0.249569, 1.0], [24, 430.81, 536.587, 0.485282, 1.0]]
[[0, 477.795, 276.642, 0.351674, 1.0], [1, 476.321, 301.565, 0.865865, 1.0], [2, 451.332, 301.587, 0.807832, 1.0], [3, 426.383, 301.563, 0.763433, 1.0], [4, 402.861, 297.154, 0.840878, 1.0], [5, 504.215, 301.565, 0.781364, 1.0], [6, 536.524, 298.675, 0.799095, 1.0], [7, 567.342, 288.423, 0.806013, 1.0], [8, 476.408, 395.534, 0.763054, 1.0], [9, 457.243, 395.589, 0.700585, 1.0], [10, 446.936, 464.542, 0.810729, 1.0], [11, 430.837, 536.574, 0.808686, 1.0], [12, 498.414, 394.119, 0.755635, 1.0], [13, 513.104, 464.626, 0.818016, 1.0], [14, 533.549, 536.571, 0.783389, 1.0], [15, 473.409, 272.173, 0.358813, 1.0], [16, 485.142, 272.201, 0.342602, 1.0], [17, 464.564, 275.145, 0.375104, 1.0], [18, 492.488, 275.118, 0.273037, 1.0], [19, 530.684, 536.59, 0.192901, 1.0], [20, 542.415, 536.591, 0.25255, 1.0], [21, 533.566, 536.584, 0.463499, 1.0], [22, 430.8, 536.589, 0.266626, 1.0], [23, 427.89, 536.591, 0.254186, 1.0], [24, 430.811, 536.586, 0.49027, 1.0]]
