[[0, -0.254071, -0.249301, 2.5719, 1.0], [1, -0.249893, 0.0919248, 2.52749, 1.0], [2, -0.244262, 0.423104, 2.46844, 1.0], [3, -0.263905, 0.574929, 2.44043, 1.0], [4, -0.424728, 0.320733, 2.46587, 1.0], [5, -0.504208, 0.200218, 2.30977, 1.0], [6, -0.52827, 0.116163, 2.14814, 1.0], [7, -0.531892, 0.0398361, 1.99869, 1.0], [8, -0.0800478, 0.322443, 2.43345, 1.0], [9, 0.0246424, 0.225462, 2.25984, 1.0], [10, 0.0506489, 0.138649, 2.09943, 1.0], [11, 0.0449932, 0.0645409, 1.99567, 1.0], [12, -0.328788, -0.245708, 2.54043, 1.0], [13, -0.339486, -0.644624, 2.64819, 1.0], [14, -0.358536, -1.04022, 2.73962, 1.0], [15, -0.367188, -1.08984, 2.64063, 1.0], [16, -0.171416, -0.245145, 2.52342, 1.0], [17, -0.129423, -0.693905, 2.65416, 1.0], [18, -0.0838438, -1.03459, 2.69686, 1.0], [19, -0.0900879, -1.09082, 2.58984, 1.0], [20, -0.245924, 0.341748, 2.48576, 1.0], [21, -0.530137, 0.0123248, 1.95281, 1.0], [22, -0.575663, 0.0303291, 1.96332, 1.0], [23, 0.0473313, 0.0114253, 1.91499, 1.0], [24, 0.0694296, 0.0360272, 1.94086, 1.0]]
[[0, -0.253775, -0.248736, 2.57162, 1.0], [1, -0.24984, 0.0920328, 2.52739, 1.0], [2, -0.244269, 0.423091, 2.46841, 1.0], [3, -0.263915, 0.574957, 2.4404, 1.0], [4, -0.424489, 0.32325, 2.46673, 1.0], [5, -0.500969, 0.20508, 2.30842, 1.0], [6, -0.523096, 0.132388, 2.13816, 1.0], [7, -0.52279, 0.0478842, 1.95728, 1.0], [8, -0.0805193, 0.322737, 2.43389, 1.0], [9, 0.0287898, 0.230424, 2.24472, 1.0], [10, 0.0444525, 0.112275, 2.03381, 1.0], [11, 0.0289308, 0.0287852, 1.92199, 1.0], [12, -0.32841, -0.244705, 2.54011, 1.0], [13, -0.339647, -0.644196, 2.64816, 1.0], [14, -0.358281, -1.03921, 2.7399, 1.0], [15, -0.367259, -1.08975, 2.64063, 1.0], [16, -0.171203, -0.244897, 2.52322, 1.0], [17, -0.129467, -0.693932, 2.65414, 1.0], [18, -0.084356, -1.03458, 2.69766, 1.0], [19, -0.0900855, -1.09084, 2.58984, 1.0], [20, -0.245922, 0.341744, 2.48572, 1.0], [21, -0.502916, 0.0205015, 1.93219, 1.0], [22, -0.584126, 0.048472, 1.94759, 1.0], [23, 0.0290073, -0.00547738, 1.89659, 1.0], [24, 0.0985174, 0.0105388, 1.8946, 1.0]]
[[0, -0.25347, -0.246198, 2.57012, 1.0], [1, -0.24989, 0.0928034, 2.52686, 1.0], [2, -0.244379, 0.423126, 2.46832, 1.0], [3, -0.264028, 0.575216, 2.44062, 1.0], [4, -0.422785, 0.325586, 2.46597, 1.0], [5, -0.491602, 0.223637, 2.30798, 1.0], [6, -0.522251, 0.145998, 2.13804, 1.0], [7, -0.520632, 0.073694, 1.94131, 1.0], [8, -0.081724, 0.323714, 2.43443, 1.0], [9, 0.0310077, 0.237275, 2.21895, 1.0], [10, 0.0144721, 0.101692, 2.00684, 1.0], [11, 0.0265719, 0.0528918, 1.90773, 1.0], [12, -0.328116, -0.241749, 2.53858, 1.0], [13, -0.339899, -0.643919, 2.64809, 1.0], [14, -0.358294, -1.03911, 2.73983, 1.0], [15, -0.369512, -1.08934, 2.63976, 1.0], [16, -0.170912, -0.24287, 2.52186, 1.0], [17, -0.131626, -0.679322, 2.64751, 1.0], [18, -0.0843958, -1.03442, 2.69741, 1.0], [19, -0.0900644, -1.09118, 2.58967, 1.0], [20, -0.246024, 0.341863, 2.48557, 1.0], [21, -0.511089, 0.0483166, 1.91355, 1.0], [22, -0.584372, 0.0748195, 1.93339, 1.0], [23, 0.0448056, 0.0159977, 1.86572, 1.0], [24, 0.0982494, 0.0387984, 1.88462, 1.0]]
[[0, -0.253384, -0.244955, 2.56906, 1.0], [1, -0.249813, 0.0933568, 2.5264, 1.0], [2, -0.244365, 0.423156, 2.46825, 1.0], [3, -0.26412, 0.575438, 2.44112, 1.0], [4, -0.421083, 0.32916, 2.46584, 1.0], [5, -0.489417, 0.228885, 2.30509, 1.0], [6, -0.498592, 0.145474, 2.05577, 1.0], [7, -0.513994, 0.0975153, 1.92786, 1.0], [8, -0.0825222, 0.325494, 2.43492, 1.0], [9, 0.00721462, 0.241864, 2.19539, 1.0], [10, 0.0314978, 0.111857, 1.96822, 1.0], [11, 0.0295515, 0.0789018, 1.89825, 1.0], [12, -0.327984, -0.240198, 2.53727, 1.0], [13, -0.340148, -0.644607, 2.64828, 1.0], [14, -0.358351, -1.0391, 2.73968, 1.0], [15, -0.371992, -1.08945, 2.63952, 1.0], [16, -0.170872, -0.241971, 2.5211, 1.0], [17, -0.132241, -0.67693, 2.64627, 1.0], [18, -0.0846191, -1.03442, 2.69692, 1.0], [19, -0.0900004, -1.09126, 2.58958, 1.0], [20, -0.245997, 0.341974, 2.48544, 1.0], [21, -0.485206, 0.0542229, 1.89924, 1.0], [22, -0.568999, 0.102124, 1.91285, 1.0], [23, 0.0413999, 0.0483619, 1.87195, 1.0], [24, 0.104868, 0.0638294, 1.87443, 1.0]]
[[0, -0.253931, -0.246314, 2.56945, 1.0], [1, -0.249956, 0.0932625, 2.52643, 1.0], [2, -0.244522, 0.42339, 2.46823, 1.0], [3, -0.264022, 0.575821, 2.44127, 1.0], [4, -0.418362, 0.334186, 2.46577, 1.0], [5, -0.492506, 0.233501, 2.20575, 1.0], [6, -0.48011, 0.121446, 1.94616, 1.0], [7, -0.509737, 0.120862, 1.91732, 1.0], [8, -0.0826441, 0.325814, 2.43494, 1.0], [9, 0.0137945, 0.240144, 2.17618, 1.0], [10, 0.035306, 0.107145, 1.92738, 1.0], [11, 0.0320201, 0.100772, 1.88572, 1.0], [12, -0.328315, -0.240854, 2.53762, 1.0], [13, -0.340732, -0.645834, 2.64854, 1.0], [14, -0.358427, -1.03911, 2.73933, 1.0], [15, -0.373053, -1.08922, 2.63968, 1.0], [16, -0.171696, -0.24433, 2.52152, 1.0], [17, -0.132252, -0.681097, 2.648, 1.0], [18, -0.0846732, -1.03429, 2.69563, 1.0], [19, -0.0897798, -1.09151, 2.58922, 1.0], [20, -0.246128, 0.342101, 2.48543, 1.0], [21, -0.513775, 0.102406, 1.89509, 1.0], [22, -0.569516, 0.126307, 1.90622, 1.0], [23, 0.0429412, 0.0724735, 1.8619, 1.0], [24, 0.103606, 0.0880963, 1.865, 1.0]]
[[0, -0.253412, -0.245787, 2.56833, 1.0], [1, -0.24975, 0.0934464, 2.5259, 1.0], [2, -0.244493, 0.423374, 2.46813, 1.0], [3, -0.263964, 0.576417, 2.44202, 1.0], [4, -0.4184, 0.334115, 2.46571, 1.0], [5, -0.500817, 0.251836, 2.23822, 1.0], [6, -0.4791, 0.149513, 1.98224, 1.0], [7, -0.509291, 0.142325, 1.90818, 1.0], [8, -0.0846655, 0.329075, 2.43667, 1.0], [9, 0.014317, 0.270752, 2.25748, 1.0], [10, 0.0490274, 0.213915, 2.01995, 1.0], [11, 0.0328936, 0.124477, 1.87788, 1.0], [12, -0.327802, -0.240765, 2.5367, 1.0], [13, -0.340921, -0.646041, 2.64864, 1.0], [14, -0.358361, -1.03932, 2.73919, 1.0], [15, -0.37367, -1.08916, 2.6386, 1.0], [16, -0.171146, -0.243163, 2.52011, 1.0], [17, -0.132495, -0.677603, 2.647, 1.0], [18, -0.0849099, -1.03413, 2.69589, 1.0], [19, -0.0898081, -1.09155, 2.58924, 1.0], [20, -0.24607, 0.342121, 2.48525, 1.0], [21, -0.504952, 0.122575, 1.88366, 1.0], [22, -0.571571, 0.148726, 1.89932, 1.0], [23, 0.0356482, 0.092869, 1.84748, 1.0], [24, 0.103572, 0.110551, 1.853, 1.0]]
[[0, -0.253202, -0.246011, 2.5678, 1.0], [1, -0.2497, 0.0934292, 2.52568, 1.0], [2, -0.244507, 0.423394, 2.4681, 1.0], [3, -0.263959, 0.577319, 2.44272, 1.0], [4, -0.41841, 0.334049, 2.46551, 1.0], [5, -0.491277, 0.262179, 2.19391, 1.0], [6, -0.46446, 0.147821, 1.93473, 1.0], [7, -0.503833, 0.162137, 1.89894, 1.0], [8, -0.0846669, 0.32909, 2.43667, 1.0], [9, 0.0179415, 0.264516, 2.17251, 1.0], [10, 0.0347655, 0.150152, 1.91892, 1.0], [11, 0.0347608, 0.144574, 1.86973, 1.0], [12, -0.327511, -0.241033, 2.53619, 1.0], [13, -0.34086, -0.646135, 2.64847, 1.0], [14, -0.358318, -1.03932, 2.73912, 1.0], [15, -0.354267, -1.09271, 2.64363, 1.0], [16, -0.171016, -0.243341, 2.51959, 1.0], [17, -0.132252, -0.685923, 2.64905, 1.0], [18, -0.0850236, -1.03385, 2.69595, 1.0], [19, -0.089726, -1.09185, 2.58893, 1.0], [20, -0.246077, 0.342146, 2.48518, 1.0], [21, -0.509588, 0.15022, 1.8698, 1.0], [22, -0.563041, 0.168675, 1.88479, 1.0], [23, 0.0590563, 0.111204, 1.83216, 1.0], [24, 0.108349, 0.133606, 1.8505, 1.0]]
[[0, -0.252982, -0.246369, 2.56747, 1.0], [1, -0.249617, 0.0933791, 2.52557, 1.0], [2, -0.24449, 0.423419, 2.4681, 1.0], [3, -0.263964, 0.577841, 2.44336, 1.0], [4, -0.418163, 0.334107, 2.46501, 1.0], [5, -0.479741, 0.282084, 2.26462, 1.0], [6, -0.478819, 0.200372, 2.00082, 1.0], [7, -0.505223, 0.181189, 1.89286, 1.0], [8, -0.0846467, 0.329209, 2.43669, 1.0], [9, 0.0083975, 0.283486, 2.25077, 1.0], [10, 0.0493743, 0.235688, 1.98173, 1.0], [11, 0.0372537, 0.165069, 1.86354, 1.0], [12, -0.327192, -0.24145, 2.53587, 1.0], [13, -0.341012, -0.646511, 2.64823, 1.0], [14, -0.358184, -1.03925, 2.73903, 1.0], [15, -0.357853, -1.09163, 2.64223, 1.0], [16, -0.170886, -0.243637, 2.51927, 1.0], [17, -0.132281, -0.685936, 2.64903, 1.0], [18, -0.0849641, -1.0333, 2.69603, 1.0], [19, -0.0898337, -1.09191, 2.58913, 1.0], [20, -0.246052, 0.342165, 2.48516, 1.0], [21, -0.503338, 0.166456, 1.86775, 1.0], [22, -0.565619, 0.187754, 1.88296, 1.0], [23, 0.0377894, 0.138877, 1.83696, 1.0], [24, 0.108057, 0.152012, 1.84017, 1.0]]
[[0, -0.252837, -0.249444, 2.56777, 1.0], [1, -0.249522, 0.0929012, 2.52553, 1.0], [2, -0.244421, 0.423578, 2.46801, 1.0], [3, -0.263816, 0.578732, 2.44447, 1.0], [4, -0.417809, 0.334569, 2.46478, 1.0], [5, -0.477436, 0.287459, 2.26598, 1.0], [6, -0.472432, 0.214014, 2.00687, 1.0], [7, -0.505625, 0.200142, 1.88862, 1.0], [8, -0.0846687, 0.329179, 2.43673, 1.0], [9, 0.0060292, 0.28496, 2.25508, 1.0], [10, 0.0693109, 0.269824, 2.00229, 1.0], [11, 0.0400479, 0.182809, 1.85685, 1.0], [12, -0.326872, -0.243856, 2.53577, 1.0], [13, -0.341075, -0.646521, 2.64815, 1.0], [14, -0.359032, -1.03667, 2.73824, 1.0], [15, -0.3669, -1.08826, 2.64152, 1.0], [16, -0.170969, -0.247443, 2.52008, 1.0], [17, -0.132915, -0.687531, 2.64961, 1.0], [18, -0.0852292, -1.03161, 2.69696, 1.0], [19, -0.0897642, -1.09147, 2.59008, 1.0], [20, -0.246006, 0.342205, 2.48512, 1.0], [21, -0.508066, 0.184743, 1.86264, 1.0], [22, -0.567832, 0.204306, 1.876, 1.0], [23, 0.044152, 0.154456, 1.83298, 1.0], [24, 0.108704, 0.172908, 1.83733, 1.0]]
[[0, -0.252768, -0.24963, 2.56749, 1.0], [1, -0.249355, 0.0929103, 2.52544, 1.0], [2, -0.244007, 0.423981, 2.46807, 1.0], [3, -0.263704, 0.578879, 2.44469, 1.0], [4, -0.416879, 0.335217, 2.46417, 1.0], [5, -0.477105, 0.288561, 2.26838, 1.0], [6, -0.467834, 0.230091, 2.01131, 1.0], [7, -0.502171, 0.217313, 1.88302, 1.0], [8, -0.0846901, 0.329361, 2.43673, 1.0], [9, 0.0032226, 0.291882, 2.25684, 1.0], [10, 0.0352961, 0.249073, 1.99845, 1.0], [11, 0.0407738, 0.202643, 1.85132, 1.0], [12, -0.326553, -0.244465, 2.5352, 1.0], [13, -0.341086, -0.646418, 2.64805, 1.0], [14, -0.359792, -1.03585, 2.73786, 1.0], [15, -0.369006, -1.08755, 2.64091, 1.0], [16, -0.171016, -0.247405, 2.51992, 1.0], [17, -0.132956, -0.688124, 2.64948, 1.0], [18, -0.0847593, -1.02998, 2.69695, 1.0], [19, -0.0897667, -1.09099, 2.59083, 1.0], [20, -0.245671, 0.342487, 2.48511, 1.0], [21, -0.504754, 0.200792, 1.85698, 1.0], [22, -0.563541, 0.221961, 1.87378, 1.0], [23, 0.0610712, 0.170076, 1.81764, 1.0], [24, 0.118441, 0.192011, 1.83222, 1.0]]
[[0, -0.252621, -0.249672, 2.56733, 1.0], [1, -0.249089, 0.0930474, 2.52525, 1.0], [2, -0.24356, 0.424587, 2.46788, 1.0], [3, -0.26354, 0.578951, 2.445, 1.0], [4, -0.416309, 0.336139, 2.46399, 1.0], [5, -0.476415, 0.290837, 2.26931, 1.0], [6, -0.473102, 0.24127, 2.00631, 1.0], [7, -0.501659, 0.234889, 1.87859, 1.0], [8, -0.0847883, 0.33026, 2.43695, 1.0], [9, 0.0118635, 0.339716, 2.18131, 1.0], [10, 0.0394836, 0.244603, 1.93269, 1.0], [11, 0.0408076, 0.223953, 1.84784, 1.0], [12, -0.326284, -0.244657, 2.53509, 1.0], [13, -0.341116, -0.646656, 2.64793, 1.0], [14, -0.359599, -1.03561, 2.73823, 1.0], [15, -0.368334, -1.08736, 2.64064, 1.0], [16, -0.170952, -0.247254, 2.51956, 1.0], [17, -0.133111, -0.689481, 2.64961, 1.0], [18, -0.0850701, -1.02967, 2.69772, 1.0], [19, -0.0901382, -1.09067, 2.59186, 1.0], [20, -0.24526, 0.34298, 2.4849, 1.0], [21, -0.494261, 0.214435, 1.84488, 1.0], [22, -0.560999, 0.238641, 1.86516, 1.0], [23, 0.0505961, 0.202127, 1.82501, 1.0], [24, 0.112111, 0.218315, 1.839, 1.0]]
