[[0, 0.0710514, -0.24574, 3.38444, 1.0], [1, 0.0606612, 0.0748442, 3.30645, 1.0], [2, 0.0502018, 0.388667, 3.21491, 1.0], [3, 0.0952725, 0.511121, 3.16588, 1.0], [4, -0.0984724, 0.296722, 3.21871, 1.0], [5, -0.323701, 0.189032, 3.14311, 1.0], [6, -0.252567, 0.436946, 3.00915, 1.0], [7, -0.245337, 0.487881, 3.00904, 1.0], [8, 0.233813, 0.29444, 3.24008, 1.0], [9, 0.461919, 0.185015, 3.21911, 1.0], [10, 0.402341, 0.457955, 3.12817, 1.0], [11, 0.388141, 0.518203, 3.13733, 1.0], [12, -0.00533307, -0.24243, 3.34083, 1.0], [13, -0.0419639, -0.686586, 3.39131, 1.0], [14, -0.0456472, -1.12021, 3.41688, 1.0], [15, -0.0584617, -1.19807, 3.29851, 1.0], [16, 0.1458, -0.24342, 3.3505, 1.0], [17, 0.134168, -0.699506, 3.37365, 1.0], [18, 0.140272, -1.13896, 3.40898, 1.0], [19, 0.134362, -1.19034, 3.30858, 1.0], [20, 0.0528365, 0.311197, 3.24028, 1.0], [21, -0.238205, 0.546228, 2.98874, 1.0], [22, -0.281442, 0.507599, 2.97343, 1.0], [23, 0.377353, 0.581506, 3.14158, 1.0], [24, 0.415117, 0.533651, 3.11353, 1.0]]
[[0, 0.0610023, -0.24588, 3.37628, 1.0], [1, 0.0592174, 0.0739951, 3.30388, 1.0], [2, 0.0518928, 0.387197, 3.21393, 1.0], [3, 0.0950744, 0.511331, 3.16571, 1.0], [4, -0.0985384, 0.296875, 3.21846, 1.0], [5, -0.323149, 0.212199, 3.12516, 1.0], [6, -0.256594, 0.434722, 3.01519, 1.0], [7, -0.247382, 0.49703, 3.01335, 1.0], [8, 0.234109, 0.294204, 3.23979, 1.0], [9, 0.461935, 0.215758, 3.20094, 1.0], [10, 0.399394, 0.471813, 3.13234, 1.0], [11, 0.381681, 0.521071, 3.14116, 1.0], [12, -0.0150233, -0.242022, 3.33341, 1.0], [13, -0.0415088, -0.686716, 3.391, 1.0], [14, -0.0461016, -1.11912, 3.41711, 1.0], [15, -0.0570097, -1.20142, 3.28828, 1.0], [16, 0.135595, -0.244132, 3.34172, 1.0], [17, 0.132514, -0.692757, 3.36546, 1.0], [18, 0.153843, -1.0748, 3.42278, 1.0], [19, 0.134407, -1.18281, 3.3148, 1.0], [20, 0.0536245, 0.310114, 3.23916, 1.0], [21, -0.23908, 0.554988, 2.99981, 1.0], [22, -0.200549, 0.470347, 2.97295, 1.0], [23, 0.364588, 0.583434, 3.15004, 1.0], [24, 0.411755, 0.542199, 3.127, 1.0]]
[[0, 0.054095, -0.232551, 3.32331, 1.0], [1, 0.0586079, 0.0821286, 3.28069, 1.0], [2, 0.0553613, 0.390554, 3.21039, 1.0], [3, 0.0950151, 0.511195, 3.1646, 1.0], [4, -0.0977191, 0.299133, 3.218, 1.0], [5, -0.322822, 0.210347, 3.12733, 1.0], [6, -0.258602, 0.441872, 3.018, 1.0], [7, -0.248124, 0.500663, 3.01508, 1.0], [8, 0.235288, 0.293493, 3.239, 1.0], [9, 0.45866, 0.220506, 3.19802, 1.0], [10, 0.396531, 0.474944, 3.13318, 1.0], [11, 0.380611, 0.5261, 3.14322, 1.0], [12, -0.0220961, -0.226029, 3.27815, 1.0], [13, -0.0379377, -0.755224, 3.38449, 1.0], [14, -0.0429854, -1.12594, 3.41742, 1.0], [15, -0.0830747, -1.19392, 3.3563, 1.0], [16, 0.129026, -0.233702, 3.29174, 1.0], [17, 0.134004, -0.710745, 3.36515, 1.0], [18, 0.146672, -1.13883, 3.40663, 1.0], [19, 0.132072, -1.19438, 3.30839, 1.0], [20, 0.0566386, 0.314128, 3.23259, 1.0], [21, -0.2405, 0.556837, 2.99441, 1.0], [22, -0.193233, 0.497305, 2.97314, 1.0], [23, 0.358648, 0.583996, 3.15004, 1.0], [24, 0.404032, 0.554735, 3.12471, 1.0]]
[[0, 0.054116, -0.232524, 3.32272, 1.0], [1, 0.0585488, 0.0822856, 3.27874, 1.0], [2, 0.0560889, 0.390745, 3.20987, 1.0], [3, 0.0950035, 0.511164, 3.16419, 1.0], [4, -0.0973843, 0.299345, 3.21795, 1.0], [5, -0.324369, 0.205247, 3.12773, 1.0], [6, -0.25869, 0.440964, 3.01925, 1.0], [7, -0.239241, 0.495459, 3.00427, 1.0], [8, 0.236087, 0.292851, 3.23855, 1.0], [9, 0.459105, 0.222383, 3.19688, 1.0], [10, 0.396044, 0.474841, 3.13271, 1.0], [11, 0.376806, 0.52526, 3.13404, 1.0], [12, -0.0220628, -0.226052, 3.27775, 1.0], [13, -0.0379522, -0.755342, 3.38428, 1.0], [14, -0.0396, -1.135, 3.41768, 1.0], [15, -0.0334778, -1.19336, 3.30078, 1.0], [16, 0.129063, -0.233646, 3.29125, 1.0], [17, 0.135888, -0.719389, 3.36662, 1.0], [18, 0.1454, -1.14009, 3.40648, 1.0], [19, 0.130245, -1.19162, 3.30938, 1.0], [20, 0.0571911, 0.314367, 3.23143, 1.0], [21, -0.218649, 0.54784, 2.96634, 1.0], [22, -0.196649, 0.4675, 2.98059, 1.0], [23, 0.357853, 0.576178, 3.1171, 1.0], [24, 0.405353, 0.542426, 3.10773, 1.0]]
[[0, 0.0541464, -0.232809, 3.32233, 1.0], [1, 0.0583282, 0.0821553, 3.27821, 1.0], [2, 0.0562257, 0.390794, 3.21046, 1.0], [3, 0.0951799, 0.510832, 3.16464, 1.0], [4, -0.0973386, 0.299481, 3.21814, 1.0], [5, -0.317979, 0.20901, 3.13126, 1.0], [6, -0.257258, 0.439362, 3.01652, 1.0], [7, -0.230434, 0.480991, 2.98304, 1.0], [8, 0.236171, 0.292839, 3.23844, 1.0], [9, 0.453437, 0.223348, 3.19619, 1.0], [10, 0.39896, 0.448968, 3.11838, 1.0], [11, 0.378489, 0.505529, 3.11459, 1.0], [12, -0.0220326, -0.226701, 3.27753, 1.0], [13, -0.0382013, -0.754469, 3.38393, 1.0], [14, -0.0400204, -1.13818, 3.41724, 1.0], [15, -0.0316337, -1.19362, 3.30396, 1.0], [16, 0.129088, -0.233734, 3.29093, 1.0], [17, 0.135837, -0.719327, 3.36624, 1.0], [18, 0.145493, -1.14259, 3.40498, 1.0], [19, 0.130094, -1.19047, 3.30768, 1.0], [20, 0.0571796, 0.31436, 3.23131, 1.0], [21, -0.208357, 0.525467, 2.95754, 1.0], [22, -0.18891, 0.459874, 2.97285, 1.0], [23, 0.352772, 0.549964, 3.08508, 1.0], [24, 0.406125, 0.519415, 3.09237, 1.0]]
[[0, 0.0540982, -0.232963, 3.32164, 1.0], [1, 0.0584526, 0.0821421, 3.27755, 1.0], [2, 0.0580368, 0.390981, 3.21145, 1.0], [3, 0.0954022, 0.511104, 3.16476, 1.0], [4, -0.0972488, 0.299677, 3.21835, 1.0], [5, -0.309124, 0.203776, 3.13882, 1.0], [6, -0.247354, 0.399618, 2.98722, 1.0], [7, -0.2231, 0.445948, 2.95765, 1.0], [8, 0.236278, 0.292648, 3.23827, 1.0], [9, 0.463078, 0.203414, 3.19015, 1.0], [10, 0.402092, 0.427816, 3.10433, 1.0], [11, 0.378487, 0.475862, 3.08092, 1.0], [12, -0.0220732, -0.226844, 3.27726, 1.0], [13, -0.0372865, -0.744218, 3.3795, 1.0], [14, -0.0399811, -1.13735, 3.41705, 1.0], [15, -0.0311626, -1.19031, 3.31433, 1.0], [16, 0.129048, -0.233828, 3.28961, 1.0], [17, 0.135792, -0.719412, 3.3661, 1.0], [18, 0.14241, -1.14451, 3.40369, 1.0], [19, 0.130194, -1.19053, 3.30736, 1.0], [20, 0.0580529, 0.314475, 3.23137, 1.0], [21, -0.199118, 0.485085, 2.92181, 1.0], [22, -0.184592, 0.425231, 2.95308, 1.0], [23, 0.353986, 0.521291, 3.04243, 1.0], [24, 0.376961, 0.51598, 3.01375, 1.0]]
[[0, 0.0541162, -0.232758, 3.3211, 1.0], [1, 0.058821, 0.0824646, 3.27707, 1.0], [2, 0.060792, 0.391801, 3.21296, 1.0], [3, 0.0951056, 0.511072, 3.16515, 1.0], [4, -0.0971221, 0.301169, 3.21973, 1.0], [5, -0.306964, 0.198827, 3.14745, 1.0], [6, -0.237722, 0.36651, 2.96657, 1.0], [7, -0.215021, 0.40288, 2.9254, 1.0], [8, 0.236692, 0.291856, 3.23891, 1.0], [9, 0.462578, 0.198016, 3.19048, 1.0], [10, 0.395236, 0.393379, 3.0643, 1.0], [11, 0.377144, 0.441672, 3.0417, 1.0], [12, -0.0220663, -0.22655, 3.2768, 1.0], [13, -0.0372735, -0.744143, 3.37941, 1.0], [14, -0.0394503, -1.1369, 3.41666, 1.0], [15, -0.032092, -1.18906, 3.31508, 1.0], [16, 0.129074, -0.233713, 3.2891, 1.0], [17, 0.135731, -0.7203, 3.36559, 1.0], [18, 0.142217, -1.14531, 3.404, 1.0], [19, 0.130381, -1.18939, 3.30832, 1.0], [20, 0.0598671, 0.315153, 3.23185, 1.0], [21, -0.19238, 0.430881, 2.90111, 1.0], [22, -0.179742, 0.385629, 2.93109, 1.0], [23, 0.358961, 0.489204, 3.00016, 1.0], [24, 0.408973, 0.458865, 2.996, 1.0]]
[[0, 0.054098, -0.233086, 3.32046, 1.0], [1, 0.0587743, 0.0824431, 3.27616, 1.0], [2, 0.0608923, 0.391889, 3.21284, 1.0], [3, 0.0954223, 0.511591, 3.16561, 1.0], [4, -0.097308, 0.301774, 3.22016, 1.0], [5, -0.306554, 0.197202, 3.15006, 1.0], [6, -0.237247, 0.305242, 2.94965, 1.0], [7, -0.216199, 0.337254, 2.89758, 1.0], [8, 0.236552, 0.291667, 3.23924, 1.0], [9, 0.456341, 0.184202, 3.1952, 1.0], [10, 0.393265, 0.3475, 3.04787, 1.0], [11, 0.37301, 0.392805, 2.99446, 1.0], [12, -0.0221042, -0.226887, 3.27609, 1.0], [13, -0.0369695, -0.744519, 3.37928, 1.0], [14, -0.0375562, -1.13726, 3.41572, 1.0], [15, -0.0333761, -1.18988, 3.31608, 1.0], [16, 0.129072, -0.234003, 3.28863, 1.0], [17, 0.135303, -0.721462, 3.36543, 1.0], [18, 0.142178, -1.14459, 3.40493, 1.0], [19, 0.13036, -1.18774, 3.31023, 1.0], [20, 0.0600001, 0.315263, 3.23157, 1.0], [21, -0.192071, 0.351433, 2.86379, 1.0], [22, -0.175844, 0.329061, 2.8848, 1.0], [23, 0.370228, 0.431572, 2.95382, 1.0], [24, 0.399447, 0.394868, 2.95157, 1.0]]
[[0, 0.0540465, -0.23303, 3.31983, 1.0], [1, 0.0591284, 0.0825305, 3.27475, 1.0], [2, 0.062052, 0.391863, 3.21195, 1.0], [3, 0.0963364, 0.512744, 3.16534, 1.0], [4, -0.094787, 0.306407, 3.22254, 1.0], [5, -0.311435, 0.1802, 3.163, 1.0], [6, -0.246464, 0.238531, 2.95746, 1.0], [7, -0.216025, 0.264053, 2.88737, 1.0], [8, 0.237656, 0.291276, 3.24202, 1.0], [9, 0.452403, 0.179245, 3.20104, 1.0], [10, 0.404114, 0.298327, 3.02645, 1.0], [11, 0.372156, 0.323834, 2.9491, 1.0], [12, -0.0221678, -0.226493, 3.27508, 1.0], [13, -0.0369409, -0.745011, 3.37936, 1.0], [14, -0.0296645, -1.1421, 3.415, 1.0], [15, -0.0427351, -1.19194, 3.32074, 1.0], [16, 0.129028, -0.234137, 3.28828, 1.0], [17, 0.13544, -0.71862, 3.36428, 1.0], [18, 0.139124, -1.1451, 3.40375, 1.0], [19, 0.131752, -1.19165, 3.30827, 1.0], [20, 0.0610619, 0.315306, 3.23044, 1.0], [21, -0.187254, 0.267194, 2.85633, 1.0], [22, -0.192686, 0.237386, 2.85867, 1.0], [23, 0.344135, 0.359038, 2.90672, 1.0], [24, 0.387005, 0.33839, 2.92571, 1.0]]
[[0, 0.0541616, -0.23264, 3.31898, 1.0], [1, 0.0591529, 0.0829689, 3.27356, 1.0], [2, 0.0621743, 0.392068, 3.21151, 1.0], [3, 0.0968204, 0.513175, 3.16528, 1.0], [4, -0.0951606, 0.306652, 3.22259, 1.0], [5, -0.317501, 0.177999, 3.1435, 1.0], [6, -0.246516, 0.178873, 2.98328, 1.0], [7, -0.220209, 0.183781, 2.90189, 1.0], [8, 0.238402, 0.290854, 3.24365, 1.0], [9, 0.448016, 0.171204, 3.19916, 1.0], [10, 0.376982, 0.240785, 2.96471, 1.0], [11, 0.361822, 0.252633, 2.9378, 1.0], [12, -0.0219447, -0.225989, 3.27365, 1.0], [13, -0.0368554, -0.744859, 3.37928, 1.0], [14, -0.0296627, -1.14215, 3.41548, 1.0], [15, -0.0415112, -1.19178, 3.31659, 1.0], [16, 0.129063, -0.23389, 3.28793, 1.0], [17, 0.135282, -0.717317, 3.36368, 1.0], [18, 0.134683, -1.13162, 3.41318, 1.0], [19, 0.128139, -1.18041, 3.32165, 1.0], [20, 0.0612183, 0.315603, 3.22975, 1.0], [21, -0.180584, 0.158756, 2.85253, 1.0], [22, -0.226361, 0.155582, 2.87064, 1.0], [23, 0.350189, 0.275225, 2.90846, 1.0], [24, 0.383877, 0.278789, 2.92286, 1.0]]
[[0, 0.0542927, -0.23231, 3.31819, 1.0], [1, 0.0591301, 0.0831511, 3.27265, 1.0], [2, 0.0621942, 0.392059, 3.21119, 1.0], [3, 0.0969757, 0.513694, 3.16523, 1.0], [4, -0.0968241, 0.308023, 3.22357, 1.0], [5, -0.288054, 0.226586, 3.21691, 1.0], [6, -0.239985, 0.134069, 2.9837, 1.0], [7, -0.225613, 0.107399, 2.91068, 1.0], [8, 0.238473, 0.290652, 3.24387, 1.0], [9, 0.448401, 0.147562, 3.18435, 1.0], [10, 0.365614, 0.175468, 2.94462, 1.0], [11, 0.364377, 0.178431, 2.95115, 1.0], [12, -0.0217712, -0.225733, 3.27302, 1.0], [13, -0.0370366, -0.74453, 3.3787, 1.0], [14, -0.0306786, -1.14311, 3.41626, 1.0], [15, -0.0507467, -1.19202, 3.32577, 1.0], [16, 0.129128, -0.233523, 3.28713, 1.0], [17, 0.135971, -0.720918, 3.3634, 1.0], [18, 0.135935, -1.13531, 3.41043, 1.0], [19, 0.127369, -1.18437, 3.31683, 1.0], [20, 0.0612578, 0.315644, 3.22926, 1.0], [21, -0.19798, 0.0673423, 2.86476, 1.0], [22, -0.255845, 0.0903412, 2.88643, 1.0], [23, 0.349364, 0.170279, 2.91428, 1.0], [24, 0.391897, 0.174878, 2.94467, 1.0]]
