[[0, -0.222221, -0.777902, 2.63026, 1.0], [1, -0.211206, -0.487524, 2.68741, 1.0], [2, -0.199479, -0.201723, 2.73087, 1.0], [3, -0.175237, -0.100226, 2.78042, 1.0], [4, -0.296459, -0.256135, 2.66838, 1.0], [5, -0.218859, -0.0208349, 2.69258, 1.0], [6, -0.0820746, 0.114021, 2.73893, 1.0], [7, -0.0510461, 0.148159, 2.75342, 1.0], [8, -0.0888284, -0.359046, 2.72706, 1.0], [9, 0.11494, -0.430347, 2.76648, 1.0], [10, 0.303704, -0.388367, 2.80767, 1.0], [11, 0.369242, -0.352476, 2.83454, 1.0], [12, -0.266818, -0.744854, 2.54953, 1.0], [13, -0.493217, -0.856101, 2.47752, 1.0], [14, -0.330794, -1.0443, 2.53362, 1.0], [15, -0.325702, -1.10789, 2.51728, 1.0], [16, -0.171969, -0.790941, 2.64337, 1.0], [17, -0.164411, -0.574636, 2.44556, 1.0], [18, -0.177683, -0.967923, 2.5165, 1.0], [19, -0.143578, -1.01288, 2.41989, 1.0], [20, -0.202551, -0.272649, 2.72242, 1.0], [21, 0.00956046, 0.161413, 2.78491, 1.0], [22, -0.0610239, 0.185926, 2.7805, 1.0], [23, 0.408184, -0.312348, 2.86245, 1.0], [24, 0.405596, -0.359766, 2.851, 1.0]]
[[0, -0.219349, -0.760369, 2.61989, 1.0], [1, -0.21045, -0.483441, 2.68413, 1.0], [2, -0.199429, -0.201714, 2.7302, 1.0], [3, -0.17482, -0.0994834, 2.77915, 1.0], [4, -0.296385, -0.256083, 2.66776, 1.0], [5, -0.23937, -0.0767197, 2.67066, 1.0], [6, -0.0877288, 0.109744, 2.73224, 1.0], [7, -0.0684069, 0.136437, 2.74959, 1.0], [8, -0.088903, -0.359272, 2.72547, 1.0], [9, 0.105314, -0.431377, 2.76436, 1.0], [10, 0.303337, -0.388512, 2.80722, 1.0], [11, 0.368353, -0.35277, 2.83387, 1.0], [12, -0.264151, -0.728072, 2.54283, 1.0], [13, -0.362183, -0.591015, 2.28204, 1.0], [14, -0.334526, -1.04967, 2.53541, 1.0], [15, -0.291574, -1.1218, 2.49138, 1.0], [16, -0.168934, -0.772909, 2.62946, 1.0], [17, -0.164744, -0.544555, 2.42108, 1.0], [18, -0.177669, -0.967852, 2.51603, 1.0], [19, -0.142073, -1.02006, 2.42389, 1.0], [20, -0.202456, -0.272444, 2.72151, 1.0], [21, -0.0555317, 0.188632, 2.79225, 1.0], [22, -0.0611505, 0.185525, 2.7804, 1.0], [23, 0.413691, -0.312723, 2.86586, 1.0], [24, 0.398068, -0.36397, 2.8386, 1.0]]
[[0, -0.221804, -0.763295, 2.6103, 1.0], [1, -0.211495, -0.482249, 2.6802, 1.0], [2, -0.199785, -0.201154, 2.73021, 1.0], [3, -0.174702, -0.090864, 2.77962, 1.0], [4, -0.262151, -0.196473, 2.66718, 1.0], [5, -0.22396, -0.0312328, 2.68758, 1.0], [6, -0.0729507, 0.127718, 2.73958, 1.0], [7, -0.0478211, 0.15415, 2.76614, 1.0], [8, -0.0843901, -0.369141, 2.72612, 1.0], [9, 0.0926103, -0.431226, 2.76439, 1.0], [10, 0.297369, -0.388979, 2.80602, 1.0], [11, 0.36179, -0.353851, 2.83292, 1.0], [12, -0.263066, -0.726155, 2.54193, 1.0], [13, -0.330971, -0.988691, 2.52263, 1.0], [14, -0.339111, -1.24522, 2.59413, 1.0], [15, -0.327522, -1.12917, 2.52693, 1.0], [16, -0.182721, -0.791906, 2.59591, 1.0], [17, -0.16301, -1.02918, 2.51562, 1.0], [18, -0.331035, -1.23443, 2.55662, 1.0], [19, -0.26695, -1.13081, 2.51355, 1.0], [20, -0.202945, -0.271565, 2.7209, 1.0], [21, 0.0401849, 0.131044, 2.78882, 1.0], [22, -0.0607567, 0.186108, 2.78176, 1.0], [23, 0.40378, -0.307027, 2.85644, 1.0], [24, 0.391002, -0.363007, 2.831, 1.0]]
[[0, -0.223607, -0.761177, 2.62674, 1.0], [1, -0.210924, -0.477464, 2.68583, 1.0], [2, -0.197826, -0.195005, 2.73306, 1.0], [3, -0.174781, -0.0910086, 2.77935, 1.0], [4, -0.293417, -0.261313, 2.66589, 1.0], [5, -0.220774, -0.0323352, 2.68951, 1.0], [6, -0.0731288, 0.127688, 2.7395, 1.0], [7, -0.051278, 0.156043, 2.76386, 1.0], [8, -0.0852515, -0.365993, 2.72611, 1.0], [9, 0.149528, -0.415343, 2.76526, 1.0], [10, 0.317861, -0.385104, 2.81295, 1.0], [11, 0.378978, -0.342657, 2.83897, 1.0], [12, -0.265689, -0.726675, 2.54662, 1.0], [13, -0.327502, -0.979602, 2.51595, 1.0], [14, -0.342697, -1.2311, 2.60313, 1.0], [15, -0.327739, -1.11881, 2.52683, 1.0], [16, -0.173241, -0.772291, 2.6542, 1.0], [17, -0.164747, -0.980436, 2.51414, 1.0], [18, -0.34142, -1.17461, 2.57204, 1.0], [19, -0.261871, -1.08612, 2.51801, 1.0], [20, -0.201308, -0.265586, 2.72407, 1.0], [21, 0.0402299, 0.131191, 2.79195, 1.0], [22, -0.0635178, 0.186029, 2.77408, 1.0], [23, 0.4211, -0.310727, 2.87193, 1.0], [24, 0.425712, -0.346049, 2.846, 1.0]]
[[0, -0.219494, -0.73791, 2.55495, 1.0], [1, -0.212299, -0.46413, 2.65668, 1.0], [2, -0.199254, -0.193746, 2.73258, 1.0], [3, -0.174724, -0.0914918, 2.77933, 1.0], [4, -0.263325, -0.189436, 2.6671, 1.0], [5, -0.2125, 0.0193926, 2.72059, 1.0], [6, -0.0724866, 0.129027, 2.73966, 1.0], [7, -0.0484818, 0.158759, 2.76494, 1.0], [8, -0.0839828, -0.362394, 2.72798, 1.0], [9, 0.0796471, -0.426597, 2.76423, 1.0], [10, 0.252376, -0.388059, 2.78444, 1.0], [11, 0.321325, -0.363266, 2.81029, 1.0], [12, -0.256572, -0.692663, 2.49125, 1.0], [13, -0.327859, -0.980584, 2.51673, 1.0], [14, -0.333299, -1.23483, 2.59221, 1.0], [15, -0.326043, -1.11912, 2.52432, 1.0], [16, -0.17669, -0.763752, 2.55155, 1.0], [17, -0.164555, -0.989824, 2.52514, 1.0], [18, -0.335137, -1.18399, 2.59002, 1.0], [19, -0.260934, -1.09429, 2.52788, 1.0], [20, -0.203153, -0.262578, 2.72044, 1.0], [21, 0.044012, 0.131043, 2.7888, 1.0], [22, -0.0609156, 0.187162, 2.77846, 1.0], [23, 0.370755, -0.317538, 2.8268, 1.0], [24, 0.359364, -0.36501, 2.79911, 1.0]]
[[0, -0.216394, -0.751744, 2.55299, 1.0], [1, -0.211444, -0.468396, 2.65193, 1.0], [2, -0.20012, -0.194264, 2.7304, 1.0], [3, -0.177003, -0.0916757, 2.77551, 1.0], [4, -0.264123, -0.189626, 2.66618, 1.0], [5, -0.227742, -0.0348114, 2.71285, 1.0], [6, -0.0961553, 0.133223, 2.74839, 1.0], [7, -0.0695846, 0.198791, 2.77249, 1.0], [8, -0.0843826, -0.35827, 2.72776, 1.0], [9, 0.0786401, -0.42527, 2.76289, 1.0], [10, 0.285169, -0.365134, 2.79707, 1.0], [11, 0.3512, -0.334186, 2.8241, 1.0], [12, -0.253103, -0.715499, 2.51721, 1.0], [13, -0.32833, -0.982535, 2.51811, 1.0], [14, -0.330226, -1.23773, 2.58736, 1.0], [15, -0.324935, -1.12145, 2.52439, 1.0], [16, -0.171541, -0.783534, 2.52807, 1.0], [17, -0.197386, -1.03221, 2.54084, 1.0], [18, -0.247072, -0.76145, 2.51055, 1.0], [19, -0.221883, -0.856703, 2.48573, 1.0], [20, -0.203766, -0.263413, 2.71669, 1.0], [21, -0.0441701, 0.256465, 2.80213, 1.0], [22, -0.078738, 0.253479, 2.774, 1.0], [23, 0.397119, -0.297376, 2.85315, 1.0], [24, 0.36549, -0.345603, 2.80086, 1.0]]
[[0, -0.216887, -0.753904, 2.55403, 1.0], [1, -0.212479, -0.469032, 2.65211, 1.0], [2, -0.205427, -0.19156, 2.73039, 1.0], [3, -0.179446, -0.0886687, 2.77588, 1.0], [4, -0.264765, -0.189767, 2.66628, 1.0], [5, -0.173982, 0.0211205, 2.70302, 1.0], [6, -0.0904139, 0.219387, 2.78103, 1.0], [7, -0.0755965, 0.249335, 2.79639, 1.0], [8, -0.0825749, -0.357396, 2.72731, 1.0], [9, 0.0767723, -0.423606, 2.76242, 1.0], [10, 0.293076, -0.354161, 2.80362, 1.0], [11, 0.356953, -0.314166, 2.8301, 1.0], [12, -0.255718, -0.716328, 2.50268, 1.0], [13, -0.317269, -0.980911, 2.52105, 1.0], [14, -0.346214, -1.23664, 2.58178, 1.0], [15, -0.327897, -1.11985, 2.52312, 1.0], [16, -0.172591, -0.785207, 2.53862, 1.0], [17, -0.164495, -1.00452, 2.5293, 1.0], [18, -0.33511, -1.19878, 2.58862, 1.0], [19, -0.264025, -1.10604, 2.53015, 1.0], [20, -0.207517, -0.261554, 2.71557, 1.0], [21, -0.0523997, 0.272715, 2.83151, 1.0], [22, -0.103463, 0.260542, 2.7848, 1.0], [23, 0.405208, -0.283223, 2.8575, 1.0], [24, 0.398061, -0.313594, 2.838, 1.0]]
[[0, -0.218037, -0.755668, 2.55474, 1.0], [1, -0.213182, -0.471749, 2.65102, 1.0], [2, -0.205805, -0.194082, 2.72908, 1.0], [3, -0.190669, -0.0903496, 2.77548, 1.0], [4, -0.266117, -0.192034, 2.66581, 1.0], [5, -0.184182, 0.0254558, 2.70389, 1.0], [6, -0.0919359, 0.223741, 2.78142, 1.0], [7, -0.0877174, 0.259924, 2.7879, 1.0], [8, -0.0825112, -0.357354, 2.7275, 1.0], [9, 0.0808937, -0.410647, 2.76329, 1.0], [10, 0.292398, -0.341229, 2.8037, 1.0], [11, 0.353671, -0.293714, 2.83003, 1.0], [12, -0.257307, -0.716751, 2.5008, 1.0], [13, -0.320198, -0.980911, 2.52152, 1.0], [14, -0.340512, -1.23726, 2.58225, 1.0], [15, -0.326555, -1.11989, 2.52342, 1.0], [16, -0.173722, -0.785763, 2.54151, 1.0], [17, -0.163997, -1.0016, 2.52856, 1.0], [18, -0.335018, -1.19513, 2.58806, 1.0], [19, -0.262942, -1.10313, 2.5296, 1.0], [20, -0.207952, -0.263961, 2.71361, 1.0], [21, -0.0716031, 0.283576, 2.82409, 1.0], [22, -0.104454, 0.273074, 2.74867, 1.0], [23, 0.405341, -0.263894, 2.86426, 1.0], [24, 0.369384, -0.304209, 2.81423, 1.0]]
[[0, -0.218844, -0.755982, 2.55527, 1.0], [1, -0.213425, -0.472653, 2.65097, 1.0], [2, -0.205561, -0.195803, 2.72892, 1.0], [3, -0.202539, -0.0691026, 2.77168, 1.0], [4, -0.266113, -0.192247, 2.66609, 1.0], [5, -0.207092, 0.0359387, 2.70228, 1.0], [6, -0.105607, 0.232971, 2.78029, 1.0], [7, -0.10576, 0.270636, 2.78224, 1.0], [8, -0.0809904, -0.356771, 2.72838, 1.0], [9, 0.0968595, -0.391455, 2.76388, 1.0], [10, 0.287614, -0.322241, 2.80239, 1.0], [11, 0.347281, -0.269658, 2.82915, 1.0], [12, -0.25867, -0.715931, 2.49982, 1.0], [13, -0.321685, -0.971372, 2.51944, 1.0], [14, -0.335258, -1.23423, 2.58209, 1.0], [15, -0.323482, -1.11427, 2.52209, 1.0], [16, -0.174742, -0.785163, 2.54322, 1.0], [17, -0.133513, -1.01044, 2.53434, 1.0], [18, -0.302136, -1.22139, 2.57023, 1.0], [19, -0.244404, -1.11345, 2.52015, 1.0], [20, -0.207833, -0.265229, 2.71321, 1.0], [21, -0.0945355, 0.290381, 2.81515, 1.0], [22, -0.126684, 0.282026, 2.74418, 1.0], [23, 0.402947, -0.23527, 2.86534, 1.0], [24, 0.379656, -0.267137, 2.8318, 1.0]]
[[0, -0.21911, -0.756054, 2.55566, 1.0], [1, -0.213519, -0.473693, 2.6506, 1.0], [2, -0.205378, -0.198739, 2.72788, 1.0], [3, -0.218714, -0.0950666, 2.77114, 1.0], [4, -0.299393, -0.283714, 2.65397, 1.0], [5, -0.249591, -0.0447449, 2.67725, 1.0], [6, -0.157706, 0.167448, 2.74542, 1.0], [7, -0.147919, 0.225437, 2.75091, 1.0], [8, -0.061427, -0.339061, 2.74185, 1.0], [9, 0.109561, -0.380578, 2.76705, 1.0], [10, 0.267021, -0.30127, 2.7951, 1.0], [11, 0.328583, -0.25124, 2.82243, 1.0], [12, -0.263495, -0.719641, 2.49603, 1.0], [13, -0.327247, -0.939796, 2.51446, 1.0], [14, -0.33123, -1.20483, 2.57409, 1.0], [15, -0.31692, -1.09158, 2.51473, 1.0], [16, -0.171278, -0.776028, 2.54967, 1.0], [17, -0.132109, -1.0088, 2.53048, 1.0], [18, -0.295654, -1.22442, 2.5673, 1.0], [19, -0.240094, -1.11436, 2.51948, 1.0], [20, -0.207706, -0.267432, 2.71204, 1.0], [21, -0.137111, 0.286635, 2.76701, 1.0], [22, -0.16843, 0.281261, 2.7494, 1.0], [23, 0.382313, -0.213584, 2.84887, 1.0], [24, 0.366, -0.241587, 2.8219, 1.0]]
[[0, -0.214652, -0.745837, 2.55314, 1.0], [1, -0.207521, -0.476328, 2.64457, 1.0], [2, -0.188573, -0.22779, 2.71692, 1.0], [3, -0.220982, -0.129573, 2.76889, 1.0], [4, -0.30721, -0.260672, 2.66577, 1.0], [5, -0.251297, -0.015655, 2.677, 1.0], [6, -0.172238, 0.210997, 2.73619, 1.0], [7, -0.160773, 0.257409, 2.75888, 1.0], [8, -0.030799, -0.328622, 2.76376, 1.0], [9, 0.147371, -0.374333, 2.76744, 1.0], [10, 0.293959, -0.244269, 2.80626, 1.0], [11, 0.353926, -0.177845, 2.84683, 1.0], [12, -0.260369, -0.713717, 2.51899, 1.0], [13, -0.319789, -0.997172, 2.53377, 1.0], [14, -0.296292, -1.28851, 2.58795, 1.0], [15, -0.308713, -1.15826, 2.53215, 1.0], [16, -0.156863, -0.744727, 2.52736, 1.0], [17, -0.145525, -0.956341, 2.52761, 1.0], [18, -0.29666, -1.20902, 2.57324, 1.0], [19, -0.232648, -1.09378, 2.52361, 1.0], [20, -0.194064, -0.287105, 2.70209, 1.0], [21, -0.161505, 0.317129, 2.78696, 1.0], [22, -0.202236, 0.292626, 2.74158, 1.0], [23, 0.39152, -0.12556, 2.88719, 1.0], [24, 0.405851, -0.164961, 2.858, 1.0]]
