[[0, 507.18, 286.91, 0.525555, 1.0], [1, 508.575, 322.066, 0.868666, 1.0], [2, 476.37, 320.681, 0.874603, 1.0], [3, 463.117, 367.601, 0.91398, 1.0], [4, 458.695, 414.645, 0.845911, 1.0], [5, 533.664, 322.088, 0.899027, 1.0], [6, 548.31, 369.104, 0.922354, 1.0], [7, 558.626, 416.157, 0.947257, 1.0], [8, 507.192, 404.38, 0.784104, 1.0], [9, 488.052, 404.354, 0.799842, 1.0], [10, 488.078, 473.384, 0.880592, 1.0], [11, 489.517, 536.575, 0.911443, 1.0], [12, 523.341, 405.794, 0.785573, 1.0], [13, 521.798, 474.88, 0.89876, 1.0], [14, 511.634, 536.573, 0.81846, 1.0], [15, 499.857, 281, 0.489863, 1.0], [16, 511.561, 281.024, 0.498263, 1.0], [17, 491.013, 285.417, 0.483335, 1.0], [18, 521.852, 286.809, 0.487709, 1.0], [19, 511.558, 536.604, 0.213349, 1.0], [20, 517.463, 536.608, 0.218569, 1.0], [21, 511.566, 536.582, 0.484684, 1.0], [22, 488.121, 536.592, 0.266985, 1.0], [23, 488.047, 536.6, 0.289316, 1.0], [24, 491.016, 536.587, 0.610972, 1.0]]
[[0, 507.182, 286.917, 0.525333, 1.0], [1, 507.192, 322.066, 0.868338, 1.0], [2, 476.368, 320.683, 0.876179, 1.0], [3, 463.116, 367.598, 0.911777, 1.0], [4, 458.701, 414.645, 0.843697, 1.0], [5, 533.663, 322.088, 0.899031, 1.0], [6, 548.3, 369.092, 0.923652, 1.0], [7, 558.623, 416.145, 0.95087, 1.0], [8, 507.192, 404.379, 0.786298, 1.0], [9, 488.058, 404.353, 0.800609, 1.0], [10, 488.08, 473.37, 0.88062, 1.0], [11, 488.165, 536.574, 0.913512, 1.0], [12, 523.333, 405.79, 0.78961, 1.0], [13, 521.812, 474.869, 0.906328, 1.0], [14, 511.633, 536.573, 0.827488, 1.0], [15, 499.858, 281.01, 0.488614, 1.0], [16, 511.563, 282.447, 0.497433, 1.0], [17, 491.013, 285.425, 0.485796, 1.0], [18, 521.851, 286.813, 0.484879, 1.0], [19, 511.555, 536.604, 0.217484, 1.0], [20, 517.453, 536.609, 0.221014, 1.0], [21, 511.566, 536.582, 0.494771, 1.0], [22, 488.12, 536.591, 0.268966, 1.0], [23, 488.044, 536.599, 0.294005, 1.0], [24, 491.012, 536.586, 0.618253, 1.0]]
[[0, 507.181, 286.918, 0.523531, 1.0], [1, 507.191, 322.066, 0.868292, 1.0], [2, 476.368, 320.683, 0.876489, 1.0], [3, 463.116, 367.598, 0.911947, 1.0], [4, 458.701, 414.648, 0.844127, 1.0], [5, 533.662, 322.087, 0.899358, 1.0], [6, 548.302, 369.088, 0.921985, 1.0], [7, 558.622, 416.143, 0.951004, 1.0], [8, 507.192, 404.375, 0.786174, 1.0], [9, 488.058, 404.35, 0.800477, 1.0], [10, 488.08, 473.368, 0.880661, 1.0], [11, 488.16, 536.573, 0.916478, 1.0], [12, 523.334, 404.413, 0.790037, 1.0], [13, 521.813, 474.865, 0.906175, 1.0], [14, 511.632, 536.573, 0.828529, 1.0], [15, 499.858, 281.011, 0.48652, 1.0], [16, 511.562, 282.448, 0.495492, 1.0], [17, 491.011, 285.426, 0.483912, 1.0], [18, 521.85, 286.814, 0.482612, 1.0], [19, 511.556, 536.603, 0.217536, 1.0], [20, 517.454, 536.608, 0.221345, 1.0], [21, 511.565, 536.582, 0.495672, 1.0], [22, 488.117, 536.591, 0.268858, 1.0], [23, 488.04, 536.599, 0.294925, 1.0], [24, 491.007, 536.586, 0.62158, 1.0]]
[[0, 507.181, 286.922, 0.521682, 1.0], [1, 507.192, 322.067, 0.86849, 1.0], [2, 476.368, 320.683, 0.877079, 1.0], [3, 463.116, 367.599, 0.914647, 1.0], [4, 458.696, 414.644, 0.84411, 1.0], [5, 533.662, 322.088, 0.89977, 1.0], [6, 548.299, 369.087, 0.923277, 1.0], [7, 558.62, 416.136, 0.953136, 1.0], [8, 507.187, 404.376, 0.787201, 1.0], [9, 488.054, 404.35, 0.803352, 1.0], [10, 488.079, 473.371, 0.881473, 1.0], [11, 488.165, 536.574, 0.913815, 1.0], [12, 523.331, 404.413, 0.791723, 1.0], [13, 521.813, 474.866, 0.905997, 1.0], [14, 511.634, 536.573, 0.826136, 1.0], [15, 499.858, 281.017, 0.484335, 1.0], [16, 511.562, 282.454, 0.494154, 1.0], [17, 491.012, 285.43, 0.483768, 1.0], [18, 521.852, 286.816, 0.485899, 1.0], [19, 511.553, 536.604, 0.216991, 1.0], [20, 517.452, 536.609, 0.220626, 1.0], [21, 511.568, 536.582, 0.492794, 1.0], [22, 488.119, 536.592, 0.268932, 1.0], [23, 488.044, 536.6, 0.293448, 1.0], [24, 491.012, 536.587, 0.617856, 1.0]]
[[0, 507.182, 286.912, 0.483853, 1.0], [1, 507.191, 322.066, 0.867369, 1.0], [2, 476.367, 320.681, 0.877372, 1.0], [3, 463.121, 367.601, 0.915816, 1.0], [4, 458.702, 414.638, 0.842576, 1.0], [5, 533.663, 322.084, 0.898111, 1.0], [6, 548.3, 369.088, 0.922501, 1.0], [7, 558.62, 416.134, 0.95067, 1.0], [8, 507.193, 404.382, 0.787935, 1.0], [9, 488.061, 404.356, 0.802198, 1.0], [10, 488.082, 473.362, 0.878246, 1.0], [11, 488.165, 536.573, 0.921428, 1.0], [12, 523.331, 405.793, 0.790775, 1.0], [13, 521.81, 474.885, 0.904827, 1.0], [14, 511.633, 536.573, 0.822512, 1.0], [15, 499.853, 281.002, 0.443732, 1.0], [16, 511.558, 281.027, 0.454718, 1.0], [17, 491.006, 285.412, 0.454472, 1.0], [18, 521.846, 286.807, 0.461547, 1.0], [19, 511.561, 536.604, 0.215581, 1.0], [20, 517.465, 536.608, 0.219958, 1.0], [21, 511.567, 536.582, 0.487626, 1.0], [22, 488.117, 536.591, 0.272157, 1.0], [23, 488.04, 536.599, 0.296216, 1.0], [24, 491.009, 536.586, 0.63139, 1.0]]
[[0, 507.172, 286.915, 0.49375, 1.0], [1, 507.192, 322.067, 0.868396, 1.0], [2, 476.365, 320.682, 0.87829, 1.0], [3, 463.129, 367.611, 0.921781, 1.0], [4, 458.694, 414.649, 0.845065, 1.0], [5, 533.663, 322.082, 0.89775, 1.0], [6, 548.304, 369.089, 0.923261, 1.0], [7, 558.632, 416.134, 0.95155, 1.0], [8, 507.181, 404.372, 0.786528, 1.0], [9, 488.051, 404.342, 0.803667, 1.0], [10, 488.081, 473.362, 0.878009, 1.0], [11, 488.166, 536.572, 0.921104, 1.0], [12, 523.329, 404.413, 0.792564, 1.0], [13, 521.814, 474.867, 0.909217, 1.0], [14, 511.634, 536.572, 0.833336, 1.0], [15, 499.847, 281.008, 0.453989, 1.0], [16, 511.551, 281.031, 0.464987, 1.0], [17, 491.003, 285.418, 0.461304, 1.0], [18, 521.842, 286.807, 0.473997, 1.0], [19, 511.559, 536.603, 0.22154, 1.0], [20, 517.463, 536.608, 0.224385, 1.0], [21, 511.568, 536.581, 0.500268, 1.0], [22, 488.12, 536.591, 0.271321, 1.0], [23, 488.04, 536.599, 0.296406, 1.0], [24, 491.011, 536.586, 0.6382, 1.0]]
[[0, 507.168, 286.915, 0.496481, 1.0], [1, 508.575, 322.068, 0.869852, 1.0], [2, 476.369, 320.681, 0.877264, 1.0], [3, 463.133, 367.61, 0.923625, 1.0], [4, 458.693, 414.649, 0.845793, 1.0], [5, 533.665, 322.086, 0.898647, 1.0], [6, 548.305, 369.086, 0.923219, 1.0], [7, 558.63, 416.13, 0.951992, 1.0], [8, 507.179, 404.368, 0.786884, 1.0], [9, 488.051, 404.338, 0.804815, 1.0], [10, 488.08, 473.353, 0.875486, 1.0], [11, 488.164, 536.572, 0.922275, 1.0], [12, 523.326, 404.408, 0.794822, 1.0], [13, 521.817, 474.86, 0.910453, 1.0], [14, 511.633, 536.572, 0.833768, 1.0], [15, 499.844, 281.01, 0.456739, 1.0], [16, 511.547, 281.031, 0.468066, 1.0], [17, 491.004, 285.421, 0.460577, 1.0], [18, 521.839, 286.808, 0.481676, 1.0], [19, 511.561, 536.603, 0.22114, 1.0], [20, 517.463, 536.608, 0.224257, 1.0], [21, 511.567, 536.581, 0.500896, 1.0], [22, 488.119, 536.592, 0.270803, 1.0], [23, 488.04, 536.599, 0.295884, 1.0], [24, 491.009, 536.586, 0.635655, 1.0]]
[[0, 507.173, 286.921, 0.505621, 1.0], [1, 508.58, 322.067, 0.871379, 1.0], [2, 476.376, 320.68, 0.876008, 1.0], [3, 463.145, 366.207, 0.919446, 1.0], [4, 458.699, 414.661, 0.846931, 1.0], [5, 533.668, 322.084, 0.897892, 1.0], [6, 548.302, 369.081, 0.924226, 1.0], [7, 558.635, 416.133, 0.951959, 1.0], [8, 507.181, 404.378, 0.784973, 1.0], [9, 488.053, 404.346, 0.801906, 1.0], [10, 488.078, 473.359, 0.87544, 1.0], [11, 488.161, 536.573, 0.91705, 1.0], [12, 523.327, 405.792, 0.791305, 1.0], [13, 521.82, 474.864, 0.911703, 1.0], [14, 511.634, 536.573, 0.824897, 1.0], [15, 499.85, 281.016, 0.467051, 1.0], [16, 511.554, 282.449, 0.477028, 1.0], [17, 491.007, 285.429, 0.474443, 1.0], [18, 521.845, 286.812, 0.485383, 1.0], [19, 511.559, 536.603, 0.216705, 1.0], [20, 517.459, 536.608, 0.22046, 1.0], [21, 511.57, 536.582, 0.491147, 1.0], [22, 488.116, 536.592, 0.268065, 1.0], [23, 488.04, 536.599, 0.292446, 1.0], [24, 491.007, 536.586, 0.626283, 1.0]]
[[0, 507.176, 286.92, 0.513536, 1.0], [1, 508.583, 322.064, 0.871178, 1.0], [2, 476.378, 320.675, 0.875022, 1.0], [3, 463.136, 366.201, 0.917511, 1.0], [4, 458.688, 414.668, 0.849036, 1.0], [5, 533.669, 322.08, 0.896894, 1.0], [6, 548.305, 369.083, 0.923643, 1.0], [7, 558.634, 416.133, 0.951272, 1.0], [8, 507.184, 404.368, 0.787456, 1.0], [9, 488.053, 404.336, 0.804313, 1.0], [10, 488.078, 473.376, 0.879499, 1.0], [11, 489.522, 536.573, 0.917594, 1.0], [12, 523.329, 404.41, 0.795925, 1.0], [13, 521.823, 474.861, 0.910627, 1.0], [14, 511.64, 536.571, 0.833227, 1.0], [15, 499.854, 281.014, 0.474885, 1.0], [16, 511.558, 282.448, 0.485179, 1.0], [17, 491.009, 285.43, 0.480688, 1.0], [18, 521.851, 286.813, 0.489194, 1.0], [19, 511.567, 536.603, 0.224715, 1.0], [20, 518.907, 536.607, 0.227324, 1.0], [21, 511.571, 536.581, 0.505599, 1.0], [22, 488.131, 536.591, 0.273497, 1.0], [23, 488.045, 536.599, 0.298445, 1.0], [24, 491.02, 536.586, 0.633079, 1.0]]
[[0, 507.186, 286.927, 0.520432, 1.0], [1, 508.585, 322.062, 0.871969, 1.0], [2, 476.382, 320.674, 0.87399, 1.0], [3, 463.138, 366.203, 0.918809, 1.0], [4, 458.69, 414.67, 0.850206, 1.0], [5, 535.009, 322.077, 0.89661, 1.0], [6, 548.305, 369.08, 0.922863, 1.0], [7, 558.628, 416.134, 0.950537, 1.0], [8, 507.185, 404.376, 0.788827, 1.0], [9, 488.054, 404.342, 0.805678, 1.0], [10, 488.071, 473.379, 0.879745, 1.0], [11, 489.525, 536.573, 0.915249, 1.0], [12, 523.328, 405.793, 0.79674, 1.0], [13, 521.825, 474.865, 0.910426, 1.0], [14, 511.644, 536.572, 0.833232, 1.0], [15, 499.863, 281.025, 0.482085, 1.0], [16, 511.565, 282.461, 0.493378, 1.0], [17, 491.02, 286.802, 0.49134, 1.0], [18, 521.856, 286.821, 0.494118, 1.0], [19, 511.567, 536.603, 0.226893, 1.0], [20, 517.476, 536.607, 0.22834, 1.0], [21, 511.576, 536.581, 0.505929, 1.0], [22, 488.134, 536.591, 0.274759, 1.0], [23, 488.046, 536.599, 0.299997, 1.0], [24, 491.023, 536.586, 0.632345, 1.0]]
[[0, 507.184, 286.924, 0.531243, 1.0], [1, 508.59, 322.061, 0.873582, 1.0], [2, 476.384, 320.67, 0.872557, 1.0], [3, 463.141, 366.201, 0.919728, 1.0], [4, 458.687, 414.657, 0.846836, 1.0], [5, 535.012, 322.076, 0.896646, 1.0], [6, 548.309, 369.076, 0.920759, 1.0], [7, 558.626, 416.131, 0.951689, 1.0], [8, 507.189, 404.373, 0.789355, 1.0], [9, 488.056, 404.338, 0.805846, 1.0], [10, 488.078, 473.388, 0.882684, 1.0], [11, 489.525, 536.573, 0.912317, 1.0], [12, 523.33, 405.79, 0.796157, 1.0], [13, 521.813, 474.865, 0.904708, 1.0], [14, 511.64, 536.571, 0.841388, 1.0], [15, 499.862, 281.023, 0.492987, 1.0], [16, 511.564, 282.457, 0.504864, 1.0], [17, 491.024, 286.802, 0.489968, 1.0], [18, 521.859, 286.82, 0.506432, 1.0], [19, 511.561, 536.602, 0.230874, 1.0], [20, 518.909, 536.606, 0.233116, 1.0], [21, 511.573, 536.581, 0.51454, 1.0], [22, 488.133, 536.591, 0.27406, 1.0], [23, 488.043, 536.599, 0.299018, 1.0], [24, 491.023, 536.586, 0.628791, 1.0]]
