[[0, -0.1261493, 0.0769311, 2.429638, 1], [1, -0.1381763, 0.3862223, 2.391462, 1], [2, -0.1479104, 0.6848707, 2.341374, 1], [3, -0.155389, 0.8370999, 2.322093, 1], [4, -0.3209445, 0.5453162, 2.314162, 1], [5, -0.372093, 0.2964766, 2.345579, 1], [6, -0.3585773, 0.0681036, 2.315758, 1], [7, -0.3389179, 0.007928921, 2.302483, 1], [8, 0.02908638, 0.561919, 2.375011, 1], [9, 0.08084108, 0.2908542, 2.420767, 1], [10, 0.1039733, 0.06305862, 2.397141, 1], [11, 0.09776992, 0.007712821, 2.390139, 1], [12, -0.2039996, 0.07255266, 2.382335, 1], [13, -0.2248477, -0.3037278, 2.456374, 1], [14, -0.2258637, -0.6373629, 2.530696, 1], [15, -0.2354663, -0.7036562, 2.451402, 1], [16, -0.04447073, 0.07891892, 2.404496, 1], [17, -0.03303318, -0.2977389, 2.470087, 1], [18, -0.04614837, -0.6293662, 2.542787, 1], [19, -0.01544389, -0.6997483, 2.473067, 1], [20, -0.1457672, 0.6117076, 2.356045, 1], [21, -0.3247007, -0.07983294, 2.301796, 1], [22, -0.3178265, -0.006376565, 2.24765, 1], [23, 0.106152, -0.08609144, 2.405212, 1], [24, 0.1407569, 0.02413929, 2.372286, 1]]
[[0, -0.1258963, 0.07675097, 2.42951, 1], [1, -0.1380745, 0.3861594, 2.39136, 1], [2, -0.1479385, 0.6848723, 2.341292, 1], [3, -0.1553407, 0.8371561, 2.322062, 1], [4, -0.3206128, 0.5454566, 2.313834, 1], [5, -0.3712487, 0.2964972, 2.344951, 1], [6, -0.3573591, 0.06814608, 2.315125, 1], [7, -0.338147, 0.009083834, 2.304028, 1], [8, 0.02915481, 0.5615616, 2.373947, 1], [9, 0.08324368, 0.2904044, 2.42142, 1], [10, 0.1146389, 0.06370331, 2.396469, 1], [11, 0.1160306, 0.004742342, 2.392732, 1], [12, -0.2037404, 0.07233649, 2.382217, 1], [13, -0.2247208, -0.303846, 2.456267, 1], [14, -0.2259109, -0.6376988, 2.530653, 1], [15, -0.2364123, -0.7039235, 2.447421, 1], [16, -0.04424645, 0.07879023, 2.404373, 1], [17, -0.03279742, -0.2974699, 2.469955, 1], [18, -0.04606727, -0.6293404, 2.54235, 1], [19, -0.01516999, -0.6999848, 2.473741, 1], [20, -0.1457648, 0.6116984, 2.355968, 1], [21, -0.3251559, -0.08015475, 2.298787, 1], [22, -0.3116489, -0.008998671, 2.246743, 1], [23, 0.1305276, -0.08488201, 2.40466, 1], [24, 0.1550933, 0.01680946, 2.365611, 1]]
[[0, -0.1257892, 0.0766179, 2.429436, 1], [1, -0.1380001, 0.3861062, 2.391205, 1], [2, -0.1479798, 0.6849153, 2.340991, 1], [3, -0.155412, 0.8372303, 2.322027, 1], [4, -0.3204392, 0.5454788, 2.313607, 1], [5, -0.3709492, 0.2961885, 2.344549, 1], [6, -0.3553013, 0.0679626, 2.314477, 1], [7, -0.3365233, 0.005588111, 2.303572, 1], [8, 0.0292389, 0.5616435, 2.373596, 1], [9, 0.08848701, 0.2920137, 2.420874, 1], [10, 0.1405008, 0.06939759, 2.393005, 1], [11, 0.1566373, -0.004813956, 2.389868, 1], [12, -0.2036446, 0.07216624, 2.382207, 1], [13, -0.2245171, -0.3040396, 2.456143, 1], [14, -0.2260189, -0.6378201, 2.530242, 1], [15, -0.2358198, -0.7037885, 2.448716, 1], [16, -0.0441245, 0.07869217, 2.404233, 1], [17, -0.03254047, -0.2972156, 2.469625, 1], [18, -0.0464489, -0.6293125, 2.542723, 1], [19, -0.01425927, -0.7002977, 2.474149, 1], [20, -0.1457626, 0.6117131, 2.355713, 1], [21, -0.327671, -0.08005429, 2.305594, 1], [22, -0.3115976, -0.005873157, 2.245899, 1], [23, 0.1603917, -0.08423544, 2.406896, 1], [24, 0.1719199, -0.002923911, 2.331666, 1]]
[[0, -0.1256819, 0.07657328, 2.429415, 1], [1, -0.1379768, 0.3860822, 2.391171, 1], [2, -0.1480713, 0.6848905, 2.340913, 1], [3, -0.1555322, 0.8372039, 2.322092, 1], [4, -0.3204319, 0.5454938, 2.313451, 1], [5, -0.3706444, 0.2964621, 2.344207, 1], [6, -0.3539201, 0.0683407, 2.313691, 1], [7, -0.3348058, 0.006525183, 2.306622, 1], [8, 0.02925356, 0.5617386, 2.373505, 1], [9, 0.09623055, 0.2987155, 2.421243, 1], [10, 0.1685083, 0.08166681, 2.39659, 1], [11, 0.1871978, 0.002211826, 2.391477, 1], [12, -0.2034937, 0.07204611, 2.382187, 1], [13, -0.2244485, -0.3040606, 2.456161, 1], [14, -0.2258576, -0.6378978, 2.530108, 1], [15, -0.2362581, -0.7038659, 2.448576, 1], [16, -0.04405186, 0.07870004, 2.404216, 1], [17, -0.03228984, -0.2962568, 2.469186, 1], [18, -0.04650149, -0.6293662, 2.542778, 1], [19, -0.01424206, -0.7002071, 2.474289, 1], [20, -0.1458055, 0.6116914, 2.355655, 1], [21, -0.3219259, -0.08103947, 2.310022, 1], [22, -0.3052565, -0.007087808, 2.253333, 1], [23, 0.1954377, -0.08550524, 2.406682, 1], [24, 0.1994029, 0.004495314, 2.33775, 1]]
[[0, -0.1255965, 0.07646877, 2.429286, 1], [1, -0.1380779, 0.3860027, 2.390972, 1], [2, -0.1487534, 0.6848314, 2.340475, 1], [3, -0.1559948, 0.8372815, 2.322016, 1], [4, -0.3205344, 0.5454469, 2.313285, 1], [5, -0.3702485, 0.2965205, 2.344115, 1], [6, -0.3531973, 0.06841086, 2.313713, 1], [7, -0.3324367, 0.006267142, 2.305129, 1], [8, 0.02897833, 0.5617647, 2.373166, 1], [9, 0.1055144, 0.31289, 2.418071, 1], [10, 0.2000747, 0.1049294, 2.389517, 1], [11, 0.2192969, 0.02710855, 2.385605, 1], [12, -0.2034176, 0.07187179, 2.382043, 1], [13, -0.2242212, -0.3042158, 2.456048, 1], [14, -0.2259873, -0.6379666, 2.530828, 1], [15, -0.2368458, -0.7039086, 2.450108, 1], [16, -0.04396796, 0.07866066, 2.404107, 1], [17, -0.03225241, -0.2964366, 2.469269, 1], [18, -0.04562356, -0.6285343, 2.542356, 1], [19, -0.01416866, -0.700677, 2.473083, 1], [20, -0.1462784, 0.6116232, 2.355287, 1], [21, -0.3210208, -0.08024008, 2.304432, 1], [22, -0.3005759, -0.0099768, 2.252667, 1], [23, 0.2298022, -0.05927724, 2.406469, 1], [24, 0.2334612, 0.002910117, 2.355167, 1]]
[[0, -0.1255769, 0.07647127, 2.42926, 1], [1, -0.1380761, 0.3860095, 2.390941, 1], [2, -0.1488008, 0.6848519, 2.340436, 1], [3, -0.1570866, 0.8375117, 2.321609, 1], [4, -0.3206764, 0.5452312, 2.313088, 1], [5, -0.3701753, 0.2965449, 2.344077, 1], [6, -0.3517355, 0.06846434, 2.314496, 1], [7, -0.3296415, 0.004974849, 2.308479, 1], [8, 0.02889514, 0.5624143, 2.373231, 1], [9, 0.1216105, 0.3208492, 2.416706, 1], [10, 0.2246462, 0.1167633, 2.39133, 1], [11, 0.2584214, 0.0342072, 2.390696, 1], [12, -0.2033983, 0.07184896, 2.38201, 1], [13, -0.2241007, -0.3043217, 2.456081, 1], [14, -0.2259927, -0.6378405, 2.530659, 1], [15, -0.2370545, -0.7034527, 2.4498, 1], [16, -0.04394374, 0.07869428, 2.404082, 1], [17, -0.0322465, -0.2962999, 2.469091, 1], [18, -0.04544786, -0.6284448, 2.542338, 1], [19, -0.01420738, -0.6999008, 2.472082, 1], [20, -0.1463091, 0.6116396, 2.35525, 1], [21, -0.3155907, -0.08102926, 2.309565, 1], [22, -0.2972599, -0.008675432, 2.263, 1], [23, 0.2777043, -0.0442194, 2.407644, 1], [24, 0.2666803, 0.0409334, 2.3286, 1]]
[[0, -0.1254625, 0.07646032, 2.429204, 1], [1, -0.1380768, 0.3860003, 2.390937, 1], [2, -0.1489977, 0.68479, 2.340496, 1], [3, -0.1579089, 0.8371733, 2.321308, 1], [4, -0.3209355, 0.5450785, 2.313064, 1], [5, -0.3699663, 0.2965658, 2.344018, 1], [6, -0.3504964, 0.06853822, 2.314747, 1], [7, -0.3281191, 0.008055332, 2.312701, 1], [8, 0.028832, 0.5628, 2.373466, 1], [9, 0.1372888, 0.3260925, 2.413915, 1], [10, 0.2727292, 0.1418843, 2.393807, 1], [11, 0.2993644, 0.0631415, 2.38529, 1], [12, -0.2032432, 0.07175174, 2.381871, 1], [13, -0.224023, -0.3043228, 2.456019, 1], [14, -0.2259789, -0.637571, 2.530462, 1], [15, -0.2368036, -0.7034152, 2.450404, 1], [16, -0.04384301, 0.07874735, 2.40408, 1], [17, -0.03138209, -0.2945069, 2.468172, 1], [18, -0.04529262, -0.6281034, 2.542489, 1], [19, -0.01425258, -0.6997972, 2.47211, 1], [20, -0.1464207, 0.6115973, 2.355277, 1], [21, -0.3182169, -0.07546947, 2.315037, 1], [22, -0.2877318, -0.01144809, 2.276201, 1], [23, 0.3253313, -0.01421529, 2.405738, 1], [24, 0.3081805, 0.07156345, 2.329333, 1]]
[[0, -0.1254645, 0.07646945, 2.429186, 1], [1, -0.13834, 0.3859954, 2.39085, 1], [2, -0.1501373, 0.6847327, 2.340331, 1], [3, -0.1592557, 0.8368519, 2.320815, 1], [4, -0.3214536, 0.5449933, 2.313034, 1], [5, -0.3694974, 0.2962845, 2.344137, 1], [6, -0.3490236, 0.06824038, 2.316138, 1], [7, -0.3272199, 0.010889, 2.316234, 1], [8, 0.02884503, 0.5638355, 2.374116, 1], [9, 0.1624573, 0.344127, 2.409179, 1], [10, 0.303525, 0.1642769, 2.38872, 1], [11, 0.3453333, 0.08894628, 2.387642, 1], [12, -0.2032477, 0.07173996, 2.381798, 1], [13, -0.2237539, -0.3043814, 2.455918, 1], [14, -0.2260395, -0.6374416, 2.530321, 1], [15, -0.2353838, -0.7036012, 2.45379, 1], [16, -0.04384831, 0.0787829, 2.404086, 1], [17, -0.03096354, -0.2938281, 2.467975, 1], [18, -0.04363485, -0.6281015, 2.542413, 1], [19, -0.01381184, -0.6995505, 2.470957, 1], [20, -0.1472909, 0.6115586, 2.355123, 1], [21, -0.3152289, -0.07481533, 2.317197, 1], [22, -0.2830645, -0.004242889, 2.284786, 1], [23, 0.3796859, 0.01600649, 2.39557, 1], [24, 0.3475923, 0.1033297, 2.329059, 1]]
[[0, -0.1255831, 0.07638338, 2.428989, 1], [1, -0.1386679, 0.3859191, 2.390672, 1], [2, -0.1508106, 0.6846952, 2.340223, 1], [3, -0.1612352, 0.8367916, 2.319909, 1], [4, -0.3223189, 0.5443663, 2.312706, 1], [5, -0.3684487, 0.2952557, 2.344659, 1], [6, -0.3483767, 0.06712993, 2.317404, 1], [7, -0.3253084, 0.010298, 2.319069, 1], [8, 0.02948309, 0.5649348, 2.375576, 1], [9, 0.172676, 0.3551738, 2.408451, 1], [10, 0.3399352, 0.1997063, 2.389435, 1], [11, 0.3867249, 0.1264969, 2.383644, 1], [12, -0.203349, 0.07159446, 2.381594, 1], [13, -0.22372, -0.3044948, 2.455853, 1], [14, -0.2260196, -0.6372243, 2.530659, 1], [15, -0.2373511, -0.7051096, 2.451612, 1], [16, -0.04398946, 0.07876188, 2.403904, 1], [17, -0.03039492, -0.2927535, 2.467765, 1], [18, -0.04391964, -0.6286546, 2.543188, 1], [19, -0.01387711, -0.6993986, 2.47081, 1], [20, -0.1478781, 0.6115087, 2.354986, 1], [21, -0.3159114, -0.07647044, 2.322361, 1], [22, -0.2797128, 0.003808635, 2.293765, 1], [23, 0.4297814, 0.05268863, 2.402801, 1], [24, 0.3962152, 0.127252, 2.3218, 1]]
[[0, -0.1256142, 0.07642411, 2.428931, 1], [1, -0.1388408, 0.3858903, 2.390652, 1], [2, -0.1513229, 0.6845074, 2.340342, 1], [3, -0.1633625, 0.8364251, 2.319388, 1], [4, -0.3229709, 0.5435512, 2.312434, 1], [5, -0.3679436, 0.2951079, 2.344923, 1], [6, -0.3472212, 0.06693467, 2.319169, 1], [7, -0.3248481, 0.01140631, 2.321751, 1], [8, 0.0295352, 0.5676461, 2.377044, 1], [9, 0.2021193, 0.3789993, 2.406175, 1], [10, 0.3740693, 0.2291209, 2.383329, 1], [11, 0.4290163, 0.1660481, 2.376252, 1], [12, -0.2033824, 0.07161631, 2.381447, 1], [13, -0.2235611, -0.3044253, 2.455782, 1], [14, -0.226007, -0.6370205, 2.530629, 1], [15, -0.2368493, -0.7048139, 2.452026, 1], [16, -0.04403347, 0.07883549, 2.403899, 1], [17, -0.0304068, -0.2925526, 2.46769, 1], [18, -0.04342493, -0.6282983, 2.543515, 1], [19, -0.01448328, -0.6988691, 2.47105, 1], [20, -0.1482988, 0.6113714, 2.355056, 1], [21, -0.3120504, -0.07501433, 2.323291, 1], [22, -0.279999, 0.01383347, 2.295858, 1], [23, 0.4749298, 0.09851836, 2.383967, 1], [24, 0.4449414, 0.1616653, 2.337, 1]]
[[0, -0.1261195, 0.07674161, 2.428382, 1], [1, -0.1395928, 0.3859306, 2.390155, 1], [2, -0.1523565, 0.68427, 2.339908, 1], [3, -0.1652118, 0.8365434, 2.319, 1], [4, -0.3235515, 0.5435727, 2.312257, 1], [5, -0.3675508, 0.2952499, 2.34476, 1], [6, -0.3466711, 0.06701787, 2.320154, 1], [7, -0.3243058, 0.01340608, 2.323846, 1], [8, 0.02920184, 0.5697379, 2.378002, 1], [9, 0.213017, 0.398467, 2.403288, 1], [10, 0.4053412, 0.2767749, 2.376949, 1], [11, 0.4669025, 0.2145498, 2.373363, 1], [12, -0.2038923, 0.07181747, 2.380744, 1], [13, -0.22339, -0.3045927, 2.455841, 1], [14, -0.226032, -0.6363711, 2.530061, 1], [15, -0.2364792, -0.7045884, 2.452343, 1], [16, -0.04455101, 0.07928004, 2.403498, 1], [17, -0.03060974, -0.2921075, 2.467365, 1], [18, -0.04297569, -0.6283722, 2.543563, 1], [19, -0.01446693, -0.6986421, 2.471363, 1], [20, -0.1492741, 0.6112077, 2.3546, 1], [21, -0.3180151, -0.07659099, 2.330603, 1], [22, -0.2795891, 0.01181203, 2.296143, 1], [23, 0.5218465, 0.1492429, 2.381903, 1], [24, 0.438804, 0.2193329, 2.325389, 1]]
